arm,cell,freeze_steps,seed,task,open_frac,n_img,n_unit,npos,apos,a1_rms,mu2,zbar2_med,p_pos2,w2_row_med,cos2_med,dcos,dcos_pos,drms,dcos_grad
LE_ref,LE,0,1,39,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,5.373591491e-11,0.02256608523
LE_ref,LE,0,1,40,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,6.532621548e-11,0.02466935875
LE_ref,LE,0,1,41,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,6.724636606e-11,0.02525662511
LE_ref,LE,0,1,42,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,5.917812649e-10,0.04324563961
LE_ref,LE,0,1,43,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.321184135e-09,0.0593177638
LE_ref,LE,0,1,44,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.591532857e-09,0.06182460593
LE_ref,LE,0,1,45,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.313685177e-09,0.05950829285
LE_ref,LE,0,1,46,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,1.130682621e-09,0.05693367091
LE_ref,LE,0,1,47,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,8.043181724e-11,0.02635329143
LE_ref,LE,0,1,48,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,3.96480838e-10,0.03755125743
LE_ref,LE,0,1,49,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,3.961964537e-10,0.03767498366
LE_ref,LE,0,1,50,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.005107682e-09,0.05477638076
LE_ref,LE,0,2,0,1,1200,100,45,0.2409753447,0.2112550128,1.885951213,-0.01644038574,0.4670333333,0.5717375824,-0.0126594306,nan,nan,nan,nan
LE_ref,LE,0,2,1,0.9906083333,1200,100,14,4.532884212,4.115112268,23.85285957,0.3281384778,0.5171,1.530655115,0.009487210594,0.04673611898,0.01747045339,0.1172490745,0.08476434309
LE_ref,LE,0,2,2,0.3124166667,1200,100,11,9.726139962,7.806801852,44.58199357,-30.18921878,0.09135,2.388930629,-0.2875559742,0.05309793837,0.06222603902,0.1693258048,0.05344264576
LE_ref,LE,0,2,3,0.0004333333333,18,22,13,68.75051839,37.47295061,356.0704417,-248.9199829,0.000225,2.445392971,-0.2924739607,0.4506412836,0.4033988017,0.1305593801,0.3284478079
LE_ref,LE,0,2,4,0,0,0,21,91.82611874,63.08524046,604.8049385,-402.4013197,0,2.445392971,-0.2717855747,0.8913711628,0.8462075195,0.06646758852,0.2458459378
LE_ref,LE,0,2,5,0,0,0,22,115.5552616,76.01246121,730.0575303,-406.2896579,0,2.445392971,-0.2236699875,0.9949879113,0.9958309881,0.02970292673,-0.3245710999
LE_ref,LE,0,2,6,0,0,0,22,115.5552972,76.01247508,730.0576643,-406.289885,0,2.445392971,-0.2236699187,0.04591744943,-0.04879049727,3.556226835e-07,0.3644232954
LE_ref,LE,0,2,7,0,0,0,22,115.5552885,76.01247565,730.05767,-406.2897298,0,2.445392971,-0.2236698633,0.03270720574,-0.02747837608,1.412455816e-07,0.2946880156
LE_ref,LE,0,2,8,0,0,0,22,115.5552813,76.01247411,730.0576549,-406.2896428,0,2.445392971,-0.2236698254,0.02713476812,-0.02449191685,1.008948662e-07,0.2532445483
LE_ref,LE,0,2,9,0,0,0,22,115.5553005,76.01246409,730.0575556,-406.2903422,0,2.445392971,-0.2236700974,0.04682358785,0.06133414033,4.419027835e-07,0.4360661145
LE_ref,LE,0,2,10,0,0,0,22,115.5552642,76.01244901,730.0574108,-406.2900928,0,2.445392971,-0.2236702069,0.05187501149,0.01769521468,4.66825194e-07,0.4238420852
LE_ref,LE,0,2,11,0,0,0,22,115.5552695,76.01245181,730.0574378,-406.2901039,0,2.445392971,-0.2236701866,0.03232845366,-0.03773044263,1.144693554e-07,0.2532819687
LE_ref,LE,0,2,12,0,0,0,22,115.5552718,76.01245235,730.0574431,-406.2901214,0,2.445392971,-0.2236701906,0.02183753085,0.03380666352,3.5749998e-08,0.1671849945
LE_ref,LE,0,2,13,0,0,0,22,115.5552706,76.01245155,730.0574352,-406.2901735,0,2.445392971,-0.2236702141,0.02721441911,0.001356797021,8.657852323e-08,0.235778278
LE_ref,LE,0,2,14,0,0,0,22,115.5553034,76.01246675,730.0575814,-406.2902319,0,2.445392971,-0.2236700664,0.04978297804,-0.06501920595,4.097503057e-07,0.4132012281
LE_ref,LE,0,2,15,0,0,0,22,115.5553059,76.01246764,730.0575901,-406.2902436,0,2.445392971,-0.2236700664,0.0252299032,0.0465840219,2.960645069e-08,0.1554944099
LE_ref,LE,0,2,16,0,0,0,22,115.5553078,76.01246829,730.0575965,-406.2902519,0,2.445392971,-0.2236700663,0.02499517489,0.05032811616,2.414610485e-08,0.1572436543
LE_ref,LE,0,2,17,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0.9779319165,0.6238307943,0.02983315252,-0.1998079549
LE_ref,LE,0,2,18,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.097582899e-11,0.008524373207
LE_ref,LE,0,2,19,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,2.558600284e-12,0.006245502031
LE_ref,LE,0,2,20,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.941807182e-12,0.004085324748
LE_ref,LE,0,2,21,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.033658027e-11,0.005676130447
LE_ref,LE,0,2,22,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.793753307e-12,0.004070747829
LE_ref,LE,0,2,23,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.780752967e-11,0.009937201552
LE_ref,LE,0,2,24,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.279411435e-11,0.0091976927
LE_ref,LE,0,2,25,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.4767754e-11,0.01167610423
LE_ref,LE,0,2,26,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.781512209e-11,0.008223246699
LE_ref,LE,0,2,27,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,6.190713885e-13,0.0002224652977
LE_ref,LE,0,2,28,0,0,0,23,119.2033655,76.99721991,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.074469564e-11,0.01241626517
LE_ref,LE,0,2,29,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.268294899e-11,0.007311251325
LE_ref,LE,0,2,30,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.286854392e-11,0.01007010466
LE_ref,LE,0,2,31,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.292608649e-11,0.009118058332
LE_ref,LE,0,2,32,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.210396545e-11,0.0115800307
LE_ref,LE,0,2,33,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.899470185e-11,0.009924015724
LE_ref,LE,0,2,34,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.264652478e-11,0.006156044912
LE_ref,LE,0,2,35,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,7.000462602e-12,0.007118139858
LE_ref,LE,0,2,36,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.191211003e-11,0.01033408792
LE_ref,LE,0,2,37,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.058187534e-11,0.008408952028
LE_ref,LE,0,2,38,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.254989344e-12,0.003600627394
LE_ref,LE,0,2,39,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.280635256e-11,0.006530895264
LE_ref,LE,0,2,40,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.787875969e-11,0.008113839567
LE_ref,LE,0,2,41,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.152102323e-11,0.01034477946
LE_ref,LE,0,2,42,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.118546137e-11,0.007323172358
LE_ref,LE,0,2,43,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.940272065e-11,0.0121345677
LE_ref,LE,0,2,44,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.123992198e-11,0.007661873337
LE_ref,LE,0,2,45,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.230237086e-11,0.00944117476
LE_ref,LE,0,2,46,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.76999572e-11,0.008728227603
LE_ref,LE,0,2,47,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.747277115e-12,0.005228681981
LE_ref,LE,0,2,48,0,0,0,23,119.2033655,76.99721991,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.873582902e-11,0.01220169635
LE_ref,LE,0,2,49,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.238459215e-11,0.01110701307
LE_ref,LE,0,2,50,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.269753448e-11,0.009376301641
LE_ref,LE,0,3,0,1,1200,100,49,0.2636352732,0.2505771196,2.285188739,-0.02532157912,0.4389916667,0.580324396,-0.006931363466,nan,nan,nan,nan
LE_ref,LE,0,3,1,0.9755666667,1200,100,12,4.563740677,4.385182854,23.05972631,-0.02877458358,0.4865166667,1.6176511,-0.001286098611,0.03991096366,0.01399041972,0.1272513385,0.09049893702
LE_ref,LE,0,3,2,0.2805333333,1200,100,10,12.1149318,8.28698867,51.82928104,-32.54554363,0.08854166667,2.49848545,-0.2628438401,0.0674491629,0.05248605761,0.167436264,0.06150439778
