step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,neg_gate_frac,eval_loss
1000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,74.9969,30.2509,0.175175,0.498894,0,0.216951,18.6007,0.0116636,20.4542,0.0856442,11.6762,0,0.522008
1000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,75.6864,30.4905,0.174976,0.49924,0,0.0945522,12.8409,0.00736335,20.4511,0.09302,10.7504,0,0.32509
1000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,74.7536,30.122,0.17472,0.497508,0,0.337976,25.6072,0.0131985,20.4605,0.092922,10.7617,0,0.733017
1000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,76.3175,30.2587,0.177751,0.504637,0,0.0998904,11.7305,0.00851546,20.3847,0.0993316,10.0673,0,0.308826
1000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,77.4852,31.0938,0.176503,0.501741,0,0.10152,9.04633,0.0112222,20.407,0.0946093,10.5698,0,0.300892
1000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,78.3913,33.0439,0.17416,0.504425,0,0.125414,9.97905,0.0125677,20.4932,0.0904016,11.0617,0,0.290565
1000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,78.9868,30.4381,0.191358,0.531679,0,0.160575,16.6926,0.00961954,20.0114,0.164523,6.07817,0,0.414889
1000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.3595,32.3492,0.192654,0.526089,0.00020202,0.039809,8.49351,0.004687,19.9726,0.140439,7.12053,0.01,0.259151
1000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.3755,32.0044,0.175245,0.506494,0.00020202,0.0474814,8.31532,0.00571011,20.4293,0.0921544,10.8514,0,0.233857
2000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,76.7406,30.5661,0.176169,0.505887,0,0.0631636,7.40785,0.00852658,20.3595,0.0935991,10.6839,0,0.227898
2000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,75.7309,30.8866,0.174614,0.498663,0,0.0825355,7.48962,0.01102,20.4657,0.0848888,11.7801,0,0.299075
2000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,76.3174,31.0433,0.17482,0.499894,0,0.0411751,6.86519,0.00599766,20.4561,0.0927201,10.7851,0,0.210717
2000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,75.6167,31.0382,0.174243,0.497605,0,0.0887843,8.80962,0.0100781,20.4724,0.0919697,10.8731,0,0.263715
2000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,76.9686,30.9678,0.177314,0.503646,0,0.0460898,7.47206,0.00616829,20.3958,0.0980749,10.1963,0,0.195639
2000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,78.4105,31.922,0.176875,0.504069,0,0.166293,11.3951,0.0145934,20.3942,0.0937345,10.6684,0,0.262766
2000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.4228,33.7053,0.174938,0.506782,0,0.0673619,7.74207,0.00870075,20.4711,0.0954671,10.4748,0,0.214195
2000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.6275,29.3189,0.194017,0.531631,0,0.117928,7.07958,0.0166574,19.9729,0.171446,5.83275,0.01,0.225704
2000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.2947,31.9216,0.194154,0.52862,0,0.0647531,6.07369,0.0106612,19.95,0.145242,6.88505,0.01,0.173979
2000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.0105,32.8156,0.175356,0.50608,0,0.0745201,7.34869,0.0101406,20.4164,0.0923781,10.8251,0,0.193112
3000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,77.1916,31.1518,0.175435,0.505397,0,0.0661032,8.20186,0.00805954,20.381,0.0917939,10.894,0,0.184998
3000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,76.1548,31.2718,0.174112,0.498317,0,0.081413,7.64984,0.0106424,20.4781,0.0849873,11.7665,0,0.259147
3000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,76.755,31.291,0.17533,0.499904,0,0.0631199,7.79439,0.00809812,20.4504,0.0937663,10.6648,0,0.178023
3000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.0713,31.4124,0.174259,0.497037,0,0.0503678,5.57136,0.0090405,20.4701,0.091918,10.8793,0,0.184851
3000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,77.3979,31.5346,0.176601,0.502799,0,0.0878786,7.86519,0.0111731,20.4102,0.0962377,10.3909,0,0.256196
3000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.1643,32.3891,0.177773,0.504079,0,0.0634495,6.9608,0.00911525,20.3758,0.0940097,10.6372,0,0.197535
3000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.5872,33.4666,0.175488,0.507629,0,0.037372,5.50549,0.00678814,20.4594,0.0987399,10.1276,0,0.155829
3000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.2242,27.7513,0.195485,0.530832,0,0.0406652,6.27804,0.00647737,19.9532,0.174837,5.71962,0.01,0.15101
3000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.1004,31.5189,0.194819,0.528918,0.00020202,0.0622242,5.94791,0.0104615,19.9366,0.14792,6.76042,0.01,0.150167
3000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.3452,33.0136,0.175567,0.50735,0,0.211262,8.61598,0.0245198,20.4073,0.0930515,10.7467,0,0.217447
4000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,77.5299,31.6572,0.174836,0.505936,0,0.0457263,5.8206,0.00785594,20.4058,0.0901059,11.098,0,0.137558
4000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,76.4932,31.543,0.174078,0.498307,0,0.037488,4.62965,0.00809738,20.4754,0.0853532,11.716,0,0.148272
4000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.079,31.706,0.175073,0.499798,0,0.0526541,6.40776,0.00821725,20.4687,0.0936331,10.68,0,0.152512
4000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.4911,31.9409,0.173798,0.497326,0,0.0412962,5.3244,0.00775604,20.4857,0.0900246,11.1081,0,0.144234
4000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,77.6871,31.9077,0.176553,0.502559,0,0.0412936,5.54237,0.00745054,20.4215,0.094893,10.5382,0,0.140334
4000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.6252,32.7794,0.177966,0.504714,0,0.0357434,4.53642,0.00787921,20.3652,0.0930009,10.7526,0,0.130265
4000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.0993,33.8053,0.17594,0.506984,0,0.0325664,4.15824,0.00783178,20.4494,0.101997,9.80425,0,0.116597
4000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.2803,27.442,0.196765,0.531323,0,0.0375672,4.91539,0.00764276,19.9457,0.178579,5.59975,0.01,0.140342
4000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.1103,31.224,0.195333,0.527994,0.00020202,0.258187,8.36448,0.0308671,19.9289,0.150188,6.65834,0.01,0.209559
4000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.3996,33.0087,0.175611,0.508802,0,0.0166636,3.7738,0.00441561,20.4081,0.0935484,10.6896,0,0.113115
5000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,77.8181,32.0221,0.174706,0.50582,0,0.0132953,3.12229,0.00425819,20.4204,0.0894523,11.1791,0,0.0873505
5000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,76.7791,31.8217,0.173862,0.498519,0,0.0535262,5.54578,0.00965171,20.4803,0.0848068,11.7915,0,0.149591
5000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.3222,32.0549,0.174614,0.499846,0,0.0224812,3.97964,0.00564904,20.4905,0.093312,10.7167,0,0.100338
5000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.7498,32.2075,0.173663,0.497172,0,0.0481067,4.72676,0.0101775,20.4895,0.089723,11.1454,0,0.151686
5000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,77.9593,32.325,0.176087,0.503665,0.00020202,0.0137692,3.14895,0.00437264,20.4388,0.0937949,10.6616,0,0.0891789
5000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.8232,32.8316,0.178436,0.505618,0,0.0539679,6.68989,0.00806708,20.3525,0.0951859,10.5058,0,0.144081
5000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.2436,33.9174,0.175835,0.507734,0,0.0507124,3.93965,0.0128723,20.4452,0.104473,9.57188,0,0.112061
5000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.6483,27.7286,0.197965,0.532631,0,0.0487687,5.1582,0.00945459,19.9394,0.181532,5.50867,0.01,0.128138
5000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.2485,31.5618,0.19603,0.529851,0,0.0266693,3.77644,0.00706203,19.9237,0.15402,6.49265,0.01,0.122761
5000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.4882,32.9785,0.175965,0.509033,0,0.0399429,3.84071,0.0103999,20.4009,0.0940284,10.6351,0,0.105114
6000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.0524,32.3293,0.174823,0.505685,0,0.0360762,4.92574,0.00732401,20.4268,0.0889424,11.2432,0,0.117086
6000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,76.9612,31.9233,0.174053,0.498961,0,0.0957875,7.86554,0.0121781,20.4798,0.0858494,11.6483,0,0.184557
6000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.4888,32.3072,0.174329,0.499529,0,0.0388243,4.70554,0.00825076,20.5058,0.0932076,10.7287,0,0.111232
6000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.9615,32.4573,0.173347,0.497152,0,0.0276255,3.37138,0.00819413,20.4995,0.0887417,11.2687,0,0.1066
6000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.252,32.7813,0.175546,0.503261,0,0.0617952,5.88069,0.0105082,20.4538,0.0930556,10.7463,0,0.14663
6000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.9049,32.9111,0.178684,0.506368,0,0.0176442,3.86948,0.00455985,20.3484,0.0965378,10.3586,0,0.100116
6000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.9893,33.3524,0.176304,0.507196,0,0.0336556,3.57989,0.00940131,20.4322,0.106131,9.42234,0,0.0863049
6000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.0563,28.6445,0.198126,0.532958,0,0.0488986,4.39832,0.0111176,19.9421,0.182755,5.47179,0.01,0.121124
6000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.1259,31.4932,0.196048,0.530216,0,0.0139338,3.75062,0.00371507,19.9287,0.154753,6.46193,0.01,0.0917129
6000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.6235,33.1184,0.176221,0.508937,0,0.0105733,2.59984,0.00406689,20.3959,0.0951004,10.5152,0,0.082787
7000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.1921,32.5613,0.17463,0.50457,0,0.0105186,2.72916,0.00385417,20.4414,0.0883809,11.3147,0,0.0747756
7000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.146,32.1451,0.173716,0.498855,0,0.022893,3.14625,0.00727631,20.4866,0.0851606,11.7425,0,0.0853953
7000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.6227,32.4408,0.174381,0.499452,0,0.0539666,5.66508,0.00952619,20.5107,0.0936288,10.6805,0,0.12607
7000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.1428,32.7131,0.172975,0.497355,0,0.0312834,3.62311,0.00863441,20.51,0.0881187,11.3483,0,0.0971945
7000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0.01,78.3924,32.9311,0.175238,0.502992,0,0.0246407,3.39408,0.00725991,20.4634,0.0941764,10.6184,0,0.0930905
7000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.9778,32.8267,0.179033,0.507311,0,0.0207354,3.62286,0.00572349,20.3415,0.0991649,10.0842,0,0.0855852
7000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.2945,33.6601,0.176096,0.508052,0,0.0540539,3.85912,0.0140068,20.4337,0.10699,9.34667,0,0.0856872
7000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.6798,27.2707,0.199114,0.533035,0.00020202,0.0516538,4.2738,0.0120861,19.934,0.185079,5.40311,0.01,0.101027
7000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.1839,31.3875,0.196251,0.532496,0.00020202,0.0242258,3.82095,0.00634027,19.9313,0.157079,6.36621,0.01,0.0952658
7000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.6973,33.0877,0.176313,0.509187,0,0.0346627,2.9529,0.0117385,20.3902,0.0957255,10.4465,0,0.0866169
8000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.3728,32.8452,0.174521,0.505522,0,0.0244726,3.39712,0.00720393,20.4544,0.0882194,11.3354,0,0.0993863
8000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.3396,32.3459,0.173676,0.498913,0,0.020039,2.61083,0.00767534,20.4915,0.0857072,11.6676,0,0.0723116
8000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.747,32.6014,0.173926,0.499336,0,0.0122779,2.87696,0.00426767,20.5209,0.093152,10.7351,0,0.066664
8000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.2402,32.7727,0.172954,0.49721,0,0.0268725,3.0578,0.00878817,20.5083,0.0883621,11.3171,0,0.0842075
8000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.552,33.2205,0.175027,0.502751,0,0.0241466,3.47717,0.00694434,20.476,0.0931784,10.7321,0,0.0865098
8000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.0263,32.9196,0.178714,0.50708,0,0.0777694,4.3769,0.0177681,20.3476,0.100264,9.97369,0,0.100071
8000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.4137,33.6271,0.176234,0.508629,0,0.043489,3.17501,0.0136973,20.4316,0.108759,9.1946,0,0.0758757
8000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.9058,27.892,0.199516,0.534295,0.00020202,0.0160947,2.94572,0.00546375,19.9351,0.186322,5.36705,0.01,0.0752267
8000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.1345,31.5102,0.196388,0.532179,0.00020202,0.0241202,2.67916,0.00900291,19.9356,0.158028,6.328,0.01,0.0778026
8000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.8319,33.2039,0.176192,0.510063,0,0.0187265,2.90555,0.00644507,20.3904,0.0966602,10.3455,0,0.0877254
9000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0.01,78.4843,33.0232,0.174226,0.50506,0,0.00910034,2.12268,0.0042872,20.4627,0.0871223,11.4781,0,0.0634763
9000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.4794,32.551,0.173496,0.499,0,0.0160928,2.3234,0.00692641,20.4963,0.0860311,11.6237,0,0.0718909
9000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.8583,32.7756,0.173713,0.499471,0,0.037173,4.20195,0.00884662,20.5253,0.0933987,10.7068,0,0.0986173
9000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.3403,32.9089,0.172854,0.497451,0,0.0142098,2.25448,0.0063029,20.5123,0.0878899,11.3779,0,0.0625756
9000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.6846,33.4486,0.174531,0.502896,0,0.0119532,2.03377,0.00587738,20.4902,0.0928626,10.7686,0,0.0678796
9000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.251,33.2738,0.178628,0.506859,0,0.0183827,2.83041,0.00649472,20.354,0.101432,9.85879,0,0.0774551
9000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.513,33.9385,0.176285,0.509418,0,0.0661803,3.50138,0.0189012,20.429,0.109624,9.12208,0,0.0958223
9000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.1547,28.5731,0.199677,0.535594,0.00020202,0.0238564,2.59934,0.00917789,19.9395,0.187119,5.34418,0.01,0.0745489
9000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.0811,31.6153,0.196175,0.532487,0.00020202,0.0187319,3.29993,0.00567646,19.9424,0.157954,6.33094,0.01,0.0801403
9000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.6683,32.8592,0.176393,0.50961,0,0.0132585,2.62363,0.00505348,20.3844,0.0983329,10.1695,0,0.0759853
9800,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.558,33.182,0.174114,0.504925,0,0.0121279,2.41386,0.00502427,20.4711,0.0871954,11.4685,0,0.0641595
9800,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.5792,32.6763,0.173267,0.49873,0,0.0333439,3.268,0.0102032,20.5028,0.0856571,11.6745,0,0.094778
9800,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.9327,32.8752,0.173828,0.49923,0,0.0227397,3.09443,0.00734861,20.5216,0.0934875,10.6966,0,0.07624
9800,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.3966,32.9787,0.172837,0.497893,0,0.0166533,2.23812,0.00744078,20.5177,0.0876349,11.411,0,0.0665721
9800,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.703,33.5212,0.174313,0.502136,0,0.0134824,2.14809,0.00627645,20.4959,0.092243,10.8409,0,0.068006
9800,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.2516,33.3377,0.17846,0.506965,0,0.0166925,2.73795,0.00609671,20.3572,0.102608,9.74579,0,0.0650716
9800,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.5304,34.0556,0.176066,0.509678,0,0.0289264,2.85963,0.0101154,20.4314,0.10928,9.15081,0,0.0709527
9800,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.0882,28.5855,0.200257,0.535459,0.00020202,0.0134406,2.80349,0.00479423,19.9378,0.188123,5.31567,0.01,0.0706153
9800,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.0087,31.3325,0.196111,0.531525,0.00020202,0.0472184,4.18628,0.0112793,19.9534,0.158645,6.30337,0.01,0.0908405
9800,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.8239,33.1061,0.176543,0.510245,0,0.0497909,3.37135,0.0147688,20.3818,0.0992411,10.0765,0,0.0944366
9900,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.5625,33.1722,0.174149,0.504454,0,0.0121534,2.48675,0.00488724,20.4701,0.0871977,11.4682,0,0.063858
9900,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.5874,32.6889,0.173241,0.498759,0,0.014533,2.27552,0.00638667,20.5042,0.0856533,11.675,0,0.0682206
9900,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.9487,32.9012,0.173768,0.499202,0,0.0127074,2.24373,0.00566354,20.5226,0.0932662,10.722,0,0.0619435
9900,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.4049,32.9909,0.172872,0.497884,0,0.00971597,1.75164,0.00554679,20.5174,0.0877476,11.3963,0,0.0570577
9900,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.7163,33.5238,0.17436,0.50254,0,0.00802397,1.79647,0.00446652,20.4968,0.0924098,10.8214,0,0.0574695
9900,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.2738,33.2712,0.178451,0.507292,0,0.045002,2.95197,0.0152448,20.3565,0.102671,9.73988,0,0.0716653
9900,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.5052,33.9454,0.176194,0.509793,0,0.0404933,2.89364,0.0139939,20.43,0.109928,9.09684,0,0.0747884
9900,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.2138,28.7058,0.200238,0.535277,0.00020202,0.0140918,2.91289,0.00483773,19.9376,0.188026,5.31841,0.01,0.0776156
9900,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.0727,31.4689,0.196081,0.53216,0.00020202,0.00701014,2.65543,0.00263993,19.952,0.158796,6.2974,0.01,0.0664961
9900,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.8188,33.1251,0.17652,0.510284,0,0.0444714,2.91258,0.0152687,20.3798,0.0992841,10.0721,0,0.0833798
10000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.5645,33.1845,0.174102,0.504579,0,0.0192274,2.86403,0.00671342,20.4716,0.087004,11.4937,0,0.0737099
10000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.6052,32.7083,0.173225,0.498865,0,0.0103058,2.10832,0.00488814,20.505,0.085688,11.6702,0,0.0608611
10000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.9582,32.9229,0.173798,0.499375,0,0.0136373,2.55402,0.00533953,20.5233,0.0937371,10.6681,0,0.0658513
10000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.4097,33.0031,0.172872,0.497874,0,0.0176339,2.29881,0.00767089,20.5177,0.0878099,11.3882,0,0.0690967
10000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.7091,33.5267,0.174326,0.503117,0,0.0070671,1.75621,0.00402405,20.4964,0.0923678,10.8263,0,0.055635
10000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.2635,33.3119,0.178393,0.507484,0,0.0330154,2.89173,0.0114172,20.3572,0.102707,9.73644,0,0.0739592
10000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.5642,34.0927,0.176089,0.509707,0,0.0104445,2.23193,0.0046796,20.4308,0.109849,9.10341,0,0.058929
10000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.3903,29.1033,0.200308,0.53619,0.00020202,0.0194284,2.64476,0.00734598,19.9366,0.188238,5.31243,0.01,0.0803795
10000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.0704,31.5052,0.196179,0.53216,0.00020202,0.0404344,3.04915,0.0132609,19.9527,0.159134,6.28401,0.01,0.0851605
10000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.7822,33.1012,0.176418,0.509899,0,0.0160817,2.18961,0.00734455,20.3823,0.0990525,10.0957,0,0.0656228
10100,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.7564,33.3994,0.174088,0.505012,0,0.30057,31.8744,0.00942983,20.4705,0.0876366,11.4108,0,0.697637
10100,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.8156,32.9502,0.173192,0.498567,0,0.191261,22.8651,0.00836475,20.5103,0.0848489,11.7857,0,0.502708
10100,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,78.1648,33.2166,0.173448,0.499827,0,0.0949803,14.5184,0.00654206,20.5269,0.0935861,10.6853,0,0.426553
10100,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.592,33.1932,0.172877,0.497999,0,0.123993,14.4365,0.00858884,20.5224,0.0885358,11.2949,0,0.431306
10100,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.8257,33.7033,0.17407,0.502193,0,0.075001,12.3879,0.00605437,20.4976,0.0920891,10.859,0,0.376563
10100,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.5711,33.8516,0.178635,0.507475,0,0.107478,10.9648,0.00980216,20.3604,0.102638,9.74302,0,0.370795
10100,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,81.0047,35.0012,0.175878,0.509553,0,0.206007,19.5411,0.0105422,20.4347,0.109671,9.11818,0,0.473308
10100,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.8445,30.6666,0.199197,0.535334,0.00020202,0.114888,14.3035,0.00803219,19.9506,0.187247,5.34053,0.01,0.486669
10100,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,79.7451,30.7665,0.196563,0.533372,0.00020202,0.478833,34.5564,0.0138566,19.9515,0.161189,6.20388,0.01,0.80214
10100,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.9617,33.0825,0.176682,0.51013,0,0.850777,39.6515,0.0214564,20.38,0.0997756,10.0225,0,0.75829
10200,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.8921,33.6905,0.173621,0.503829,0,0.120379,19.5413,0.00616022,20.4819,0.0862832,11.5897,0,0.444091
10200,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.9499,33.0822,0.173169,0.498692,0,0.0891596,11.3822,0.00783322,20.5107,0.0846827,11.8088,0,0.374858
10200,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,78.2305,33.3168,0.173424,0.499423,0,0.13489,17.3574,0.00777132,20.5292,0.0934289,10.7033,0,0.409884
10200,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.6681,33.242,0.172903,0.497855,0,0.0354887,6.27553,0.00565509,20.5228,0.0885921,11.2877,0,0.2573
10200,B_w100_K10000_c0.0_lr0.01_s4,0,0,0.01,78.904,33.8162,0.174058,0.503338,0,0.0852005,13.4002,0.00635813,20.5001,0.0919403,10.8766,0,0.36855
