step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,neg_gate_frac,eval_loss
3000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73409,4.01278,0.262042,0.457143,0,0.00541892,0.530754,0.0102098,4.66175,0.419788,2.38215,0,0.0645253
3000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.80126,4.33779,0.175549,0.438095,0,0.00250593,0.305761,0.00819572,4.85503,0.318796,3.1368,0,0.0383931
3000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.76204,3.93884,0.2173,0.447619,0,0.00645892,2.04431,0.00315947,4.72814,0.436392,2.29152,0,0.0984086
3000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.49774,3.43724,0.216064,0.52381,0,0.0180766,3.65542,0.00494515,4.60929,0.421839,2.37057,0,0.108713
3000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.55231,3.78098,0.267402,0.504762,0,0.00538186,0.503489,0.0106891,4.72025,0.364242,2.74543,0,0.0489179
3000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.76716,2.77029,0.241091,0.466667,0,0.00913909,0.340472,0.0268424,4.78013,0.363793,2.74882,0,0.052846
3000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.30612,2.98278,0.261426,0.552381,0,0.018504,1.57817,0.011725,4.75636,0.439767,2.27393,0,0.0824868
3000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.78394,2.14938,0.179518,0.504762,0,0.00958194,2.42814,0.00394621,4.87039,0.323876,3.0876,0,0.0654188
3000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.55913,3.6347,0.268889,0.504762,0,0.00585882,2.3383,0.00250559,4.71218,0.437936,2.28344,0,0.0923567
4000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.6258,4.04788,0.159273,0.504762,0,0.00203939,0.351112,0.00580837,4.81793,0.358207,2.79168,0,0.0220068
4000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.7517,4.05261,0.270105,0.466667,0,0.00223648,0.334577,0.00668451,4.67332,0.422939,2.36441,0,0.0415933
4000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.78333,4.29159,0.176783,0.438095,0,0.00156763,0.223523,0.00701329,4.86872,0.325474,3.07244,0,0.0211343
4000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.73748,3.77806,0.22761,0.466667,0,0.00536741,1.9617,0.0027361,4.70343,0.446949,2.23739,0,0.0948719
4000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.50924,3.45632,0.257568,0.476191,0,0.0122229,2.57104,0.00475409,4.51488,0.404319,2.47329,0,0.0667147
4000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.50092,3.58523,0.277081,0.514286,0,0.00114959,0.267722,0.00429397,4.62017,0.377162,2.65138,0,0.0369433
4000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.74175,2.78423,0.233259,0.47619,0,0.000874804,0.215445,0.00406046,4.79879,0.357318,2.79863,0,0.0361394
4000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.28388,2.95938,0.260281,0.542857,0,0.00329901,0.659663,0.00500105,4.75711,0.435111,2.29826,0,0.0317119
4000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.75738,2.18291,0.180546,0.514286,0,0.00640161,2.07971,0.00307813,4.86568,0.312294,3.20211,0,0.0525844
4000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.41341,3.2503,0.285465,0.485714,0,0.00621443,1.77741,0.00349634,4.6946,0.446563,2.23933,0,0.0610961
5000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63083,4.06743,0.155363,0.514286,0,0.000805896,0.247857,0.00325146,4.81122,0.345279,2.89621,0,0.0169974
5000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.76969,4.13913,0.268903,0.457143,0,0.00199339,0.285763,0.00697567,4.701,0.413709,2.41716,0,0.0316771
5000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77525,4.31244,0.170861,0.447619,0,0.000755662,0.146335,0.00516393,4.88653,0.323437,3.09179,0,0.0142529
5000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.72743,3.68631,0.237551,0.447619,0,0.00917488,1.99213,0.00460557,4.66645,0.470865,2.12375,0,0.103522
5000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.4886,3.40147,0.273605,0.466667,0,0.00771246,1.95641,0.00394214,4.45641,0.417025,2.39794,0,0.0461132
5000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.46676,3.50089,0.280917,0.514286,0,0.000598269,0.223149,0.00268103,4.55846,0.396358,2.52297,0,0.0331327
5000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.73945,2.79724,0.229868,0.504762,0,0.000664909,0.211325,0.00314638,4.80819,0.351004,2.84897,0,0.0328407
5000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.31043,3.0211,0.246042,0.52381,0,0.00122263,0.364491,0.00335434,4.76871,0.424804,2.35402,0,0.0162199
5000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.79619,2.27281,0.154938,0.514286,0,0.0124212,1.76042,0.0070558,4.8751,0.302719,3.30339,0,0.0399807
5000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.41496,3.25136,0.285409,0.485714,0,0.00690275,1.32637,0.00520423,4.7057,0.440049,2.27247,0,0.0366874
6000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.61889,4.02747,0.158521,0.514286,0,0.000470869,0.217624,0.00216368,4.79264,0.346603,2.88514,0,0.0149265
6000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.77258,4.16405,0.269871,0.457143,0,0.000843612,0.184548,0.00457123,4.70646,0.408408,2.44853,0,0.0187538
6000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77223,4.31946,0.167763,0.447619,0,0.000790704,0.136606,0.0057882,4.88798,0.323174,3.09431,0,0.0127435
6000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.69833,3.52911,0.24027,0.457143,0,0.00756385,2.10346,0.00359592,4.6546,0.485661,2.05905,0,0.095973
6000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.4921,3.42772,0.286452,0.466667,0,0.00546185,1.62457,0.00336203,4.45188,0.414577,2.4121,0,0.0381609
6000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.42835,3.45168,0.276645,0.533333,0,0.00190142,0.212317,0.00895559,4.51968,0.405893,2.4637,0,0.0319126
6000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.75651,2.82791,0.217127,0.495238,0,0.00269144,0.297765,0.00903879,4.82615,0.339168,2.94839,0,0.0327154
6000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.32488,3.1276,0.22675,0.552381,0,0.0013864,0.289331,0.00479174,4.79816,0.409515,2.44191,0,0.012541
6000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.87169,2.41988,0.156275,0.533333,0,0.0160123,1.18708,0.0134888,4.86504,0.305666,3.27155,0,0.0256755
6000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.37197,3.20913,0.27117,0.466667,0,0.00252411,0.622688,0.00405357,4.72399,0.419336,2.38472,0,0.0184211
7000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.61844,4.00712,0.163521,0.514286,0,0.00064609,0.23403,0.00276072,4.78265,0.34834,2.87076,0,0.014595
7000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.767,4.16832,0.267929,0.466667,0,0.00072496,0.150778,0.00480814,4.72121,0.404305,2.47338,0,0.0143909
7000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.772,4.32071,0.166067,0.447619,0,0.00035697,0.112966,0.00315998,4.89132,0.321541,3.11003,0,0.0103421
7000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.68025,3.39042,0.248637,0.438095,0,0.00288637,1.86132,0.00155071,4.61142,0.499351,2.0026,0,0.0924852
7000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.50604,3.457,0.286814,0.457143,0,0.00814645,1.6701,0.00487784,4.48002,0.418202,2.39119,0,0.0388036
7000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.42459,3.4288,0.276896,0.533333,0,0.000897559,0.191165,0.00469521,4.51119,0.410176,2.43798,0,0.0325041
7000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.83053,2.87362,0.202569,0.523809,0,0.000772787,0.17632,0.00438288,4.83708,0.325081,3.07615,0,0.0284422
7000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.34357,3.22064,0.212674,0.533333,0,0.00085375,0.19007,0.00449178,4.82871,0.397097,2.51827,0,0.00752384
7000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.89277,2.46544,0.154742,0.514286,0,0.00188399,0.714797,0.0026357,4.85666,0.299919,3.33424,0,0.0151317
7000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.38139,3.27052,0.26341,0.476191,0,0.00275097,0.485548,0.00566571,4.71998,0.417267,2.39655,0,0.0131373
8000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.62122,4.00926,0.164703,0.514286,0,0.000624896,0.245942,0.00254083,4.78227,0.348796,2.86701,0,0.0149985
8000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.75642,4.14698,0.266515,0.47619,0,0.000492331,0.110462,0.00445701,4.72655,0.401213,2.49244,0,0.0116904
8000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77012,4.31809,0.165695,0.447619,0,0.000307353,0.107735,0.00285287,4.89039,0.322899,3.09694,0,0.0100891
8000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.66582,3.32102,0.256216,0.438095,0,0.00534308,1.78514,0.00299309,4.59244,0.513458,1.94758,0,0.0953553
8000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.50887,3.46671,0.288747,0.466667,0,0.00467807,1.42994,0.00327152,4.49484,0.42085,2.37614,0,0.0318955
8000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.40075,3.38467,0.27978,0.533333,0,0.00151117,0.227215,0.00665085,4.48473,0.416334,2.40192,0,0.0300813
8000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.86752,2.89328,0.193942,0.533333,0,0.00772687,0.298078,0.0259223,4.84472,0.311161,3.21377,0,0.0311209
8000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.3683,3.31423,0.198528,0.533333,0,0.0020891,0.164313,0.0127141,4.84747,0.385749,2.59236,0,0.00627007
8000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.92177,2.54167,0.157492,0.514286,0,0.0134313,0.681767,0.0197007,4.85404,0.301075,3.32143,0,0.0148022
8000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.40047,3.30164,0.264492,0.466667,0,0.00152565,0.421061,0.00362335,4.7172,0.415467,2.40693,0,0.0113741
9000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63631,4.04931,0.164587,0.504762,0,0.000793309,0.24551,0.00323127,4.79232,0.342148,2.92271,0,0.0142302
9000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.75056,4.12462,0.264821,0.495238,0,0.000364597,0.0976178,0.00373494,4.73205,0.403325,2.47939,0,0.00849567
9000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77295,4.32677,0.163837,0.466667,0,0.000217748,0.0932347,0.00233548,4.89087,0.322401,3.10173,0,0.00951905
9000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.65171,3.25771,0.256811,0.438095,0,0.00600166,1.71438,0.00350078,4.5888,0.520412,1.92155,0,0.0998468
9000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.5451,3.56965,0.281405,0.447619,0,0.00604613,1.3698,0.00441387,4.55759,0.404849,2.47006,0,0.0310907
9000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.39131,3.37933,0.274496,0.52381,0,0.000705888,0.198527,0.00355563,4.47106,0.420203,2.3798,0,0.0267802
9000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.90582,2.92351,0.181554,0.52381,0,0.00503765,0.214504,0.0234851,4.85436,0.313428,3.19052,0,0.0266753
9000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37623,3.3808,0.185696,0.533333,0,0.0012011,0.130497,0.00920402,4.86318,0.37523,2.66504,0,0.00509658
9000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.9271,2.54826,0.150106,0.495238,0,0.00168019,0.498848,0.00336814,4.8569,0.297344,3.36311,0,0.0109747
9000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.39207,3.31099,0.263635,0.476191,0,0.000669942,0.346863,0.00193143,4.71378,0.416413,2.40146,0,0.00970925
9800,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63797,4.06092,0.163602,0.504762,0,0.000316483,0.221092,0.00143146,4.796,0.344217,2.90515,0,0.0136721
9800,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.74499,4.11051,0.262725,0.504762,0,0.000273835,0.0826056,0.00331498,4.735,0.403508,2.47826,0,0.00739417
9800,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77465,4.33221,0.161163,0.466667,0,0.000201475,0.0943956,0.00213437,4.89098,0.325058,3.07637,0,0.00907135
9800,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.657,3.26986,0.259241,0.447619,0,0.00527171,1.64796,0.00319892,4.57049,0.533162,1.8756,0,0.0963438
9800,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.58054,3.67185,0.270748,0.457143,0,0.00618996,1.30206,0.00475399,4.611,0.398171,2.51148,0,0.0289027
9800,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.38972,3.36124,0.278505,0.495238,0,0.00105274,0.209475,0.0050256,4.46987,0.422137,2.3689,0,0.0250985
9800,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.95519,2.96838,0.178855,0.495238,0,0.000333155,0.16486,0.00202084,4.8585,0.316082,3.16374,0,0.0225981
9800,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37005,3.38782,0.180621,0.533333,0,0.00101129,0.116623,0.00867142,4.86787,0.371896,2.68892,0,0.00479015
9800,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.96207,2.58926,0.150683,0.504762,0,0.00795288,0.523232,0.0151995,4.85924,0.296658,3.37088,0,0.0109466
9800,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.39116,3.29361,0.267219,0.495238,0,0.00523326,0.416783,0.0125563,4.70766,0.420238,2.37961,0,0.0110762
9900,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.64104,4.06918,0.164546,0.504762,0,0.000380788,0.212967,0.00178802,4.79773,0.343279,2.91308,0,0.0133075
9900,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.74498,4.11222,0.262317,0.504762,0,0.000457271,0.100304,0.00455884,4.7354,0.402996,2.48142,0,0.00780532
9900,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77495,4.32877,0.161855,0.466667,0,0.00012264,0.0914376,0.00134124,4.8902,0.325646,3.07082,0,0.00881512
9900,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.65223,3.258,0.260573,0.466667,0,0.00418949,1.59575,0.0026254,4.5702,0.534321,1.87153,0,0.093257
9900,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.58936,3.71547,0.265805,0.466667,0,0.00898295,1.41769,0.00633634,4.62839,0.39212,2.55024,0,0.0302755
9900,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.38817,3.35664,0.276963,0.495238,0,0.000584638,0.188658,0.00309893,4.46697,0.420954,2.37556,0,0.025804
9900,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.95099,2.95883,0.175866,0.495238,0,0.000254915,0.163455,0.00155955,4.86059,0.315895,3.16561,0,0.022366
9900,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.36961,3.39006,0.180801,0.533333,0,0.000596243,0.110646,0.00538874,4.86807,0.371421,2.69236,0,0.00458966
9900,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.94927,2.57665,0.150434,0.504762,0,0.00641269,0.523846,0.0122415,4.85916,0.296364,3.37422,0,0.0108948
9900,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.40347,3.32181,0.26884,0.495238,0,0.00810041,0.468278,0.0172983,4.70505,0.42048,2.37823,0,0.0119796
10000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63741,4.05896,0.164061,0.504762,0,0.000281747,0.206638,0.00136348,4.79462,0.343439,2.91173,0,0.0131691
10000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.74459,4.11032,0.262693,0.504762,0,0.000414129,0.0980694,0.00422281,4.73529,0.40398,2.47537,0,0.00741117
10000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77498,4.32751,0.162078,0.466667,0,0.000130002,0.0922692,0.00140895,4.88951,0.326208,3.06553,0,0.00879545
10000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.64295,3.22393,0.261234,0.466667,0,0.00405577,1.56135,0.00259761,4.56973,0.536559,1.86373,0,0.089554
10000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.58904,3.71502,0.266304,0.466667,0,0.00789409,1.33382,0.00591843,4.62667,0.393455,2.54159,0,0.0286821
10000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.39079,3.36196,0.276275,0.504762,0,0.000631283,0.194593,0.00324411,4.4687,0.421255,2.37386,0,0.0255244
10000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.9435,2.9582,0.175833,0.495238,0,0.000978039,0.213036,0.00459096,4.86088,0.314011,3.1846,0,0.0230763
10000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37031,3.3853,0.181699,0.533333,0,0.000277242,0.100686,0.00275354,4.86715,0.371949,2.68854,0,0.00435592
10000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.9601,2.58969,0.151628,0.495238,0,0.00842735,0.519592,0.0162192,4.8597,0.296475,3.37296,0,0.011274
10000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.39161,3.30827,0.268619,0.495238,0,0.000923446,0.359845,0.00256623,4.70284,0.418861,2.38743,0,0.00991628
10100,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.69944,4.32334,0.148469,0.485714,0,0.217351,14.3628,0.015133,4.8463,0.317672,3.1479,0,0.665143
10100,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73452,4.03163,0.268746,0.495238,0,0.0505723,3.15311,0.0160389,4.71625,0.419312,2.38486,0,0.339567
10100,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.76549,4.38053,0.154195,0.466667,0,0.118509,6.86924,0.0172522,4.87884,0.302872,3.30172,0,1.0253
10100,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.66278,3.40772,0.230633,0.447619,0,0.171753,10.5754,0.0162408,4.63718,0.494394,2.02268,0,0.6295
10100,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.66464,3.87343,0.255391,0.466667,0,0.201129,12.9545,0.0155259,4.69878,0.391685,2.55307,0,0.572605
10100,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.42359,3.44395,0.273298,0.504762,0,0.287175,12.0158,0.0238998,4.52464,0.40643,2.46045,0,0.859666
10100,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.99527,3.0323,0.175866,0.52381,0,0.0442243,2.13484,0.0207155,4.8693,0.319902,3.12596,0,0.597988
10100,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.27248,3.15642,0.153335,0.533333,0,0.181493,8.91263,0.0203635,4.8891,0.34353,2.91095,0,0.479986
10100,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.04557,2.50515,0.162512,0.495238,0,0.00623494,0.590491,0.0105589,4.85908,0.311219,3.21317,0,0.100674
10100,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.40076,3.38045,0.269217,0.466667,0,0.289016,23.1611,0.0124785,4.68685,0.429837,2.32646,0,1.13589
10200,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.72289,4.47998,0.137493,0.495238,0,0.117438,10.8612,0.0108127,4.88785,0.299233,3.34188,0,0.460168
10200,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73815,4.01544,0.272307,0.485714,0,0.0313277,2.05717,0.0152286,4.7129,0.426468,2.34484,0,0.288186
10200,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.73431,4.24751,0.154467,0.476191,0,0.313241,18.6616,0.0167853,4.86347,0.308658,3.23983,0,0.857372
10200,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.65514,3.4889,0.214238,0.447619,0,0.121193,8.12876,0.0149091,4.6781,0.470732,2.12435,0,0.504284
10200,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.67707,3.96439,0.253293,0.457143,0,0.237318,16.4079,0.0144636,4.70498,0.395556,2.52809,0,0.397429
10200,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.51357,3.59172,0.262041,0.504762,0,0.155066,10.7765,0.0143892,4.53385,0.395222,2.53023,0,0.660322
10200,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.01683,3.08839,0.16934,0.542857,0,0.0735216,3.65657,0.0201067,4.87933,0.313738,3.18737,0,0.515974
