exp,width,c,run_id,metric,t50
A,100,,A_w100_T10000_std_lr0.01_s1,srank_drop,112600.0
A,100,,A_w100_T10000_std_lr0.01_s1,srank_alive_drop,69000.0
A,100,,A_w100_T10000_std_lr0.01_s1,post_err,30000.0
A,100,,A_w100_T10000_std_lr0.01_s1,trC,50300.0
A,100,,A_w100_T10000_std_lr0.01_s1,dead,60200.0
A,100,,A_w100_T10000_std_lr0.01_s2,srank_drop,62700.0
A,100,,A_w100_T10000_std_lr0.01_s2,srank_alive_drop,51900.0
A,100,,A_w100_T10000_std_lr0.01_s2,post_err,400000.0
A,100,,A_w100_T10000_std_lr0.01_s2,trC,100300.0
A,100,,A_w100_T10000_std_lr0.01_s2,dead,50200.0
A,100,,A_w100_T10000_std_lr0.01_s3,srank_drop,124000.0
A,100,,A_w100_T10000_std_lr0.01_s3,srank_alive_drop,110500.0
A,100,,A_w100_T10000_std_lr0.01_s3,post_err,280000.0
A,100,,A_w100_T10000_std_lr0.01_s3,trC,20300.0
A,100,,A_w100_T10000_std_lr0.01_s3,dead,91500.0
A,100,,A_w100_T10000_std_lr0.01_s4,srank_drop,161300.0
A,100,,A_w100_T10000_std_lr0.01_s4,srank_alive_drop,67000.0
A,100,,A_w100_T10000_std_lr0.01_s4,post_err,440000.0
A,100,,A_w100_T10000_std_lr0.01_s4,trC,40300.0
A,100,,A_w100_T10000_std_lr0.01_s4,dead,60100.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s0,srank_drop,20900.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s0,srank_alive_drop,20900.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s0,post_err,60000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s0,trC,10300.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s0,dead,
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s1,srank_drop,41100.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s1,srank_alive_drop,41100.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s1,post_err,110000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s1,trC,20300.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s1,dead,
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s2,srank_drop,17000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s2,srank_alive_drop,17000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s2,post_err,70000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s2,trC,10300.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s2,dead,
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s3,srank_drop,5000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s3,srank_alive_drop,5000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s3,post_err,260000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s3,trC,30300.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s3,dead,
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s4,srank_drop,34000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s4,srank_alive_drop,34000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s4,post_err,210000.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s4,trC,40100.0
B,5,0.0,B_w5_K10000_c0.0_lr0.01_s4,dead,
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s0,srank_drop,52100.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s0,srank_alive_drop,52100.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s0,post_err,180000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s0,trC,10300.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s0,dead,
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s1,srank_drop,77000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s1,srank_alive_drop,77000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s1,post_err,230000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s1,trC,41700.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s1,dead,
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s2,srank_drop,69800.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s2,srank_alive_drop,69800.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s2,post_err,150000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s2,trC,30300.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s2,dead,
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s3,srank_drop,21900.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s3,srank_alive_drop,21900.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s3,post_err,180000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s3,trC,220400.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s3,dead,
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s4,srank_drop,10500.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s4,srank_alive_drop,10500.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s4,post_err,160000.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s4,trC,10300.0
B,5,2.0,B_w5_K10000_c2.0_lr0.01_s4,dead,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s0,srank_drop,382100.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s0,srank_alive_drop,382100.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s0,post_err,40000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s0,trC,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s0,dead,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s1,srank_drop,109000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s1,srank_alive_drop,109000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s1,post_err,250000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s1,trC,120300.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s1,dead,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s2,srank_drop,311300.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s2,srank_alive_drop,311300.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s2,post_err,540000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s2,trC,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s2,dead,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s3,srank_drop,136000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s3,srank_alive_drop,136000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s3,post_err,80000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s3,trC,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s3,dead,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s4,srank_drop,139800.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s4,srank_alive_drop,139800.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s4,post_err,70000.0
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s4,trC,
B,100,0.0,B_w100_K10000_c0.0_lr0.01_s4,dead,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s0,srank_drop,17000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s0,srank_alive_drop,17000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s0,post_err,140000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s0,trC,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s0,dead,491600.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s1,srank_drop,16000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s1,srank_alive_drop,16000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s1,post_err,440000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s1,trC,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s1,dead,302100.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s2,srank_drop,3000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s2,srank_alive_drop,3000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s2,post_err,100000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s2,trC,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s2,dead,181000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s3,srank_drop,5000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s3,srank_alive_drop,5000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s3,post_err,230000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s3,trC,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s3,dead,131100.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s4,srank_drop,20400.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s4,srank_alive_drop,20400.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s4,post_err,330000.0
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s4,trC,
B,100,2.0,B_w100_K10000_c2.0_lr0.01_s4,dead,415000.0
