arm,seed,layer,unit,excluded_nan_gt_1pct,nan_fraction,delta_beta_total,delta_beta_bnd,delta_beta_int,delta_M_total,delta_B_total,rho_M,delta_beta_from_step10000,delta_M_from_step10000,rho_M_from_step10000,delta_b_raw_total,delta_b_raw_bnd,delta_b_raw_int,delta_log_sigma_total,delta_log_sigma_bnd,delta_log_sigma_int,onset_index,onset_step,onset_beta,onset_boundary,final_dead,b_raw_step10000,b_raw_final,sigma_step10000,sigma_final
L1w100_A1,0,1,16,0,0.0,-3.2153643295168877,-5.905169033186787,2.6898047036698998,0.3307246044278145,-3.546088933944702,0.10285758332011671,-3.62914278608514,-0.07771983946440741,0.02141548129833878,-2.6367692585989033,-4.295907916255964,1.6591386576570606,0.649861773892487,-2.47236116244546,3.122222936337946,4452.0,4452000.0,-2.3504845146089792,0.0,1,0.002732407479632548,-2.6367692585989033,0.512261152267456,0.7435711026191711
L1w100_A1,0,1,17,0,0.0,3.1477981247007847,1.5161020349587488,1.6316960897420358,5.629680935293436,-2.4818828105926514,1.7884504381387443,-2.5113849230110645,0.10248751565814018,0.04080916259354665,-1.6093670392329642,-1.9464511114747753,0.33708407224181136,0.32627440889242254,-1.1558840322055965,1.482158441098019,4911.0,4911000.0,-2.464431502856314,1.0,1,0.07378092962322214,-1.6093670392329642,0.5589903593063354,0.6484460234642029
L1w100_A1,0,1,18,0,0.0,0.8801679015159607,-1.7592227945424384,2.639390696058399,4.244149386882782,-3.3639814853668213,4.821977010946269,-3.418399002403021,-0.021687272936105728,0.006344277809834456,-2.1656503426875133,-4.100766286249919,1.9351159435624057,0.5837754508478216,-1.592385158573558,2.17616060942138,3679.0,3679000.0,-2.282992685213685,0.0,1,0.011658655675997887,-2.1656503426875133,0.3562043607234955,0.6437759399414062
L1w100_A1,0,1,19,0,0.0,3.2632644176483154,3.6207407726305973,-0.3574763549822819,3.7634887099266052,-0.5002242922782898,1.1532895371803118,-0.7648582346737385,-0.07807794585824013,0.10208159148805586,-0.5864304600186827,-1.467066029562579,0.8806355695438962,1.5465995585319252,-0.4343155545248617,1.980915113056787,,,,,0,0.04771422591323615,-0.5864304600186827,0.25576356053352356,1.1723350286483765
L1w100_A1,0,1,20,0,0.0,-4.276548747904599,-8.804415110040281,4.527866362135683,-2.0388542460277677,-2.237694501876831,0.47675225192434784,-2.4964651511982083,-0.0813578562811017,0.032589221700953054,-1.7021217491572571,-3.8052416675497565,2.1031199183924993,0.5525873994297282,-1.6613756080646551,2.213963007494383,4996.0,4996000.0,-2.2420779149979353,0.0,1,0.09247404077321963,-1.7021217491572571,0.5212365984916687,0.7606586813926697
L1w100_A1,0,1,21,0,0.0,-5.081095185130835,-8.531515779162874,3.450420594032039,-3.0458187721669674,-2.035276412963867,0.599441392296716,-2.2968654297292233,-0.008008923381567001,0.0034868927355971267,-1.203120140510805,-1.728296174109855,0.52517603359905,0.4249070615646704,-0.34572340472084967,0.7706304662855199,,,,,0,0.0989004799811255,-1.203120140510805,0.39001673460006714,0.5911335349082947
L1w100_A1,0,1,22,0,0.0,-2.533668130636215,-4.232593911026925,1.6989257803907094,-1.0039752423763275,-1.5296928882598877,0.3962536491013229,-1.7662018612027168,-0.04275377839803696,0.02420662062315077,-1.5700149168314965,-4.285735615395196,2.7157206985636995,0.8862825745767309,-1.898395350676278,2.7846779252530087,,,,,0,0.10579574175664064,-1.5700149168314965,0.5460278987884521,1.0263595581054688
L1w100_A1,0,1,23,0,0.0,2.280544325709343,-4.991420204292808,7.271964530002151,2.9468448609113693,-0.6663005352020264,1.29216732500684,-0.4399087131023407,0.065363809466362,0.14858493937390077,-0.6199961235101485,-2.639387192489912,2.0193910689797643,1.013260631667268,-2.4839025905224443,3.4971632221897115,,,,,0,-0.05158720846005105,-0.6199961235101483,0.3203617036342621,0.9305052161216736
L1w100_A1,0,1,24,0,0.0,-4.322461623698473,-10.417930924144457,6.095469300445984,-3.6643719859421253,-0.6580896377563477,0.84775119016713,-0.5069289430975914,-0.005717255175113678,0.011278218087486516,-0.7341268232356697,-1.9446696981052958,1.2105428748696263,1.0574960176148376,-2.0046093024962857,3.0621053201111232,,,,,0,-0.06601469953948635,-0.7341268232356697,0.42080292105674744,1.1155422925949097
L1w100_A1,0,1,25,0,0.0,-7.95886917039752,-15.912695394232287,7.953826223834767,-7.354648541659117,-0.6042206287384033,0.924082100634879,-0.7266583293676376,0.0687049925327301,0.09454923965781757,-0.4905443394136455,-1.8776943368866426,1.3871499974729964,1.175706217759494,-1.850092401708594,3.025798619468088,,,,,0,0.05875655525209389,-0.4905443394136455,0.3073962926864624,0.8118629455566406
L1w100_A1,0,1,26,0,0.0,-1.8126691589131951,-4.865532345575048,3.0528631866618525,-0.5898979911580682,-1.222771167755127,0.32543058850945955,-0.9444388477131724,0.010951605625450611,0.011595886437717385,-0.8673304434383342,-2.5668360608668483,1.6995056174285144,0.673331352209956,-1.199291391562798,1.8726227437727543,,,,,0,-0.10030269413206838,-0.867330443438334,0.37513062357902527,0.7093154191970825
L1w100_A1,0,1,27,0,0.0,-2.2241950631141663,-2.6764114979632723,0.452216434849106,-0.8752376437187195,-1.3489574193954468,0.39350759213235165,-1.1997338868677616,0.04525701329112053,0.03772254312935723,-1.1580581601782214,-2.4868585326945345,1.3288003725163129,0.6911919273989544,-0.5521017337136744,1.243293661112629,,,,,0,-0.05644012303949175,-1.1580581601782214,0.5428682565689087,0.8584838509559631
L1w100_A1,0,1,28,0,0.0,1.7575353160500526,0.47487940623068425,1.2826559098193684,5.533183433115482,-3.7756481170654297,3.148263015022057,-3.8009191546589136,-0.1373153869062662,0.03612688965982193,-1.1567155701919205,-1.5632065415769993,0.406490971385079,-0.07855427087118905,-1.1288694367523657,1.0503151658811767,1703.0,1703000.0,-2.173163780273171,0.0,1,-0.03777357940224224,-1.1567155701919205,0.337130606174469,0.306362122297287
L1w100_A1,0,1,29,0,0.0,-9.252414770424366,-10.61667396883422,1.3642591984098544,-5.409256763756275,-3.843158006668091,0.584631893183943,-3.6461357101798058,0.16608630120754242,0.045551321840226304,-2.404347149140065,-2.9815348841343394,0.5771877349942738,0.6903472111543549,-1.524742156461072,2.215089367615427,3571.0,3571000.0,-2.597832478582859,1.0,1,-0.009529583698896893,-2.404347149140065,0.30804193019866943,0.6256175637245178
L1w100_A1,0,1,30,0,0.0,-5.737173180095851,-7.811761559223669,2.0745883791278175,-2.295256237499416,-3.4419169425964355,0.40006744880255973,-3.1098338218871504,-0.011064872378483415,0.003558026895394971,-1.692330941376369,-3.1569474832213382,1.4646165418449693,0.9563477922930309,-1.4960101451481058,2.4523579374411364,3081.0,3081000.0,-2.1305515989661217,1.0,1,-0.06922253832084024,-1.692330941376369,0.2017279416322708,0.49168267846107483
L1w100_A1,0,1,31,0,0.0,-1.8776269257068634,-2.4853656857667374,0.607738760059874,1.8658578097820282,-3.7434847354888916,0.9937319199231207,-3.7538800686597824,-0.05849209055304527,0.015581768592284365,-2.0418298706187414,-2.5131191089911695,0.4712892383724282,0.3739108513621757,-1.4153027009629733,1.789213552325149,3442.0,3442000.0,-2.4744642823934555,0.0,1,-0.018477514555331753,-2.0418298706187414,0.38417381048202515,0.5454356074333191
L1w100_A1,0,1,32,0,0.0,-5.183106295764446,-5.312529627824006,0.12942333205955947,-1.2363938018679619,-3.9467124938964844,0.23854301480915482,-3.873310287715867,0.07834117603488266,0.02022589728567326,-1.8520832634957287,-2.3917435414512522,0.5396602779555237,0.43345907061417377,-0.7077726580600697,1.1412317286742435,1316.0,1316000.0,-2.219730943441391,0.0,1,0.0014286424457928826,-1.8520832634957287,0.2892591953277588,0.4692724049091339
L1w100_A1,0,1,33,0,0.0,1.989743173122406,0.5661838184460066,1.4235593546763994,2.2393659502267838,-0.24962277710437775,1.1254547724934052,-0.3316758228465915,-0.09707215987145901,0.29267179934413656,-0.18127529806412113,0.15772182263801615,-0.3389971207021374,0.901132992584788,0.0973486523504814,0.8037843402343066,,,,,0,-0.004390089981224282,-0.18127529806412124,0.29230019450187683,0.7261969447135925
L1w100_A1,0,1,34,0,0.0,-3.5587378488853574,-3.8395905322686303,0.28085268338327296,0.6627863897010684,-4.221524238586426,0.1862419818050553,-4.270562242716551,-0.035779365338385105,0.0083781392952197,-1.8557357181020961,-2.337989853026194,0.48225413492409774,0.05004869468593948,-1.353631850710149,1.4036805453960883,1829.0,1829000.0,-2.2189531102776527,0.0,1,0.005596665941892398,-1.8557357181020961,0.42211467027664185,0.4395890235900879
L1w100_A1,0,1,35,0,0.0,1.9132512733340263,-3.00892170330917,4.922172976643196,2.9360433742403984,-1.022792100906372,1.534583258959006,-0.8619018662720919,-0.03660443611443043,0.042469377949896275,-1.124165178974209,-3.3044340557131804,2.180268876738971,0.8822047958233556,-1.5448825287051486,2.427087324528504,,,,,0,-0.09200310927649147,-1.1241651789742093,0.4658510982990265,1.0991140604019165
L1w100_A1,0,1,36,0,0.0,-1.5000702757388353,-5.598533362557646,4.0984630868188106,0.16284209303557873,-1.662912368774414,0.10855630944048504,-1.392198434099555,0.07427003420889378,0.05334730480208454,-1.4078109002338124,-2.980487199728022,1.5726762994942096,0.7294300421313785,-1.3236939787967503,2.053124020928128,,,,,0,-0.08355984471629041,-1.4078109002338124,0.42536237835884094,0.8465935587882996
L1w100_A1,0,1,37,0,0.0,0.8428706238046288,-3.3924933321541175,4.235363955958746,1.5503104636445642,-0.7074398398399353,1.839321978795069,-0.6209584837779403,-0.08996736165136099,0.14488466459785745,-0.6912769219273898,-2.0080312811076926,1.3167543591803028,0.9924241981467585,-0.717262878743236,1.7096870768899943,,,,,0,-0.06604280464482537,-0.6912769219273898,0.374288946390152,0.977152943611145
L1w100_A1,0,1,38,0,0.0,-3.60633048042655,-11.974773506924976,8.368443026498426,-3.329322960227728,-0.277007520198822,0.9231885370178115,-0.22644816059619188,-0.035695177502930164,0.15763067983838788,-0.2749848646369911,-2.2996713618306837,2.0246864971936924,1.6136829935123451,-1.4733048582846688,3.086987851797014,,,,,0,-0.018788061267577483,-0.27498486463699123,0.2178211361169815,0.9926981925964355
L1w100_A1,0,1,39,0,0.0,1.087642628699541,-3.208982646210643,4.296625274910184,2.1153513975441456,-1.0277087688446045,1.944895631824768,-0.7286304645240307,0.006542820483446121,0.008979614224228384,-1.0143817439575569,-2.1537788639889817,1.1393971200314248,0.795796851248769,-1.4783207286605335,2.2741175799093023,,,,,0,-0.13144108122431852,-1.014381743957557,0.44931671023368835,0.9870322942733765
L1w100_A1,0,1,40,0,0.0,-5.526428011246026,-3.6927279800293036,-1.833700031216722,-3.137439754791558,-2.3889882564544678,0.5677156652374759,-2.1743294643238187,0.10922809969633818,0.05023530310771296,-1.348428741320717,-2.129363298472926,0.7809345571522094,0.3841170656762522,-1.8064105301446016,2.190527595820854,4760.0,4760000.0,-2.1993274055421352,0.0,1,-0.04018886506356356,-1.348428741320717,0.3811875283718109,0.5644350647926331
L1w100_A1,0,1,41,0,0.0,-0.6850091386586428,-6.106275048972748,5.421265910314105,0.42635963670909405,-1.1113687753677368,0.6224145236134722,-1.6217449400573969,0.05386083386838436,0.03321165525972174,-1.2850353823493919,-3.1310343573575605,1.8459989750081687,1.118680938783882,-1.7312896658967771,2.8499706046806597,,,,,0,0.24293755853524246,-1.2850353823493919,0.4305594265460968,1.1562637090682983
L1w100_A1,0,1,42,0,0.0,-0.6330207213759422,-1.3446069880301366,0.7115862666541943,1.9962464943528175,-2.6292672157287598,3.1535247219297178,-2.658020218834281,-0.017672574147582054,0.006648773407499758,-1.2987560284915958,-1.5507711237511357,0.2520150952595399,0.4285553122863844,-0.3099678092920335,0.738523121578418,4951.0,4951000.0,-2.042017947882414,1.0,1,0.0035477155503804703,-1.2987560284915958,0.3201785385608673,0.4939612150192261
L1w100_A1,0,1,43,0,0.0,-5.7867370545864105,-9.639988098817412,3.8532510442310013,-5.339809685945511,-0.44692736864089966,0.9227669471716056,-0.3124727625399828,0.03831651620566845,0.12262353971017112,-0.4089046405168517,-0.556199564370472,0.14729492385362034,0.9780586105582776,-1.3084261519448015,2.2864847625030786,,,,,0,-0.036006162112790285,-0.4089046405168517,0.3745254576206207,0.914924144744873
L1w100_A1,0,1,44,0,0.0,5.011907953768969,-0.9626302057185967,5.974538159487565,5.598105628043413,-0.5861976742744446,1.116960981662407,-0.8764176778495312,-0.1313456855714321,0.14986654068151095,-0.48802485641825655,-1.0624656488051543,0.5744407923868972,1.2000381804457592,-1.539505382954545,2.7395435634003045,,,,,0,0.048156712314784134,-0.48802485641825655,0.3031120002269745,0.8325260877609253
L1w100_A1,0,1,45,0,0.0,-5.483583016321063,-8.729186692318763,3.2456036759976996,-4.528835637494922,-0.9547473788261414,0.8258898650782748,-0.7500354181975126,0.03335377760231495,0.04446960342549002,-0.83911858559566,-2.805081511514352,1.9659629259186922,0.895946922123927,-1.8599058427137152,2.755852764837642,,,,,0,-0.06165682611705936,-0.83911858559566,0.35981255769729614,0.8788906931877136
L1w100_A1,0,1,46,0,0.0,-4.550902251154184,-6.561592631645908,2.0106903804917238,-0.27055681124329567,-4.280345439910889,0.05945124643683084,-4.008272606879473,-0.05326404049992561,0.013288527434114026,-1.0413374635248829,-0.8189684843079061,-0.22236897921697674,-0.27259098813752036,-0.5867778187280646,0.3141868305905442,237.0,237000.0,-2.280329130589962,0.0,1,-0.11338617794835848,-1.0413374635248829,0.34851929545402527,0.24328351020812988
L1w100_A1,0,1,47,0,0.0,-2.717929584905505,-9.29914457158884,6.581214986683335,-1.8378749322146177,-0.8800546526908875,0.6762040276619291,-0.8472559389192611,0.035837771371006966,0.04229863695817907,-1.1567136888646203,-2.88979158877634,1.7330778999117193,1.13289798078165,-1.6413604386388712,2.774258419420521,,,,,0,0.0015438679376224146,-1.1567136888646203,0.5080087780952454,1.3143657445907593
L1w100_A1,0,1,48,0,0.0,-2.1700616776943207,-1.837030325860269,-0.33303135183405175,-0.8671316802501678,-1.3029299974441528,0.39958849518576395,-0.6703237425535917,0.02546774037182331,0.03799319456417313,-1.0661188209780192,-1.9101348257705706,0.8440160047925515,0.7672817468403441,-2.4998563346011666,3.2671380814415105,,,,,0,-0.22694250189351095,-1.0661188209780192,0.37379032373428345,0.8182471990585327
L1w100_A1,0,1,49,0,0.0,4.790972955524921,-1.3238918010774796,6.114864756602401,4.375986166298389,0.414986789226532,0.9133815212319302,0.45902888709679246,-0.07744613057002425,0.1687173351111859,0.4173542884316461,-1.610525388236072,2.0278796766677183,1.5066440689711187,-1.617546263835607,3.1241903328067253,,,,,0,-0.027247707509283403,0.4173542884316461,0.22428269684314728,1.0057049989700317
L1w100_A1,0,1,50,0,0.0,-3.995311583392322,-3.4072365094543784,-0.5880750739379437,0.5155169116333127,-4.510828495025635,0.1290304650521399,-4.406133070122451,0.10934939701110125,0.024817543018069203,-1.8498585605708087,-1.5179966027046705,-0.3318619578661377,0.20705662025767446,-0.5743677522626467,0.7814243725203214,917.0,917000.0,-2.2759141363203526,0.0,1,0.0015630856337280064,-1.8498585605708087,0.33586055040359497,0.41009286046028137
L1w100_A1,0,1,51,0,0.0,-3.1289806123822927,-9.481354499814188,6.352373887431895,-2.488321816548705,-0.6406587958335876,0.7952499950628287,-0.649120120331645,-0.07131743989884853,0.10986786214916802,-0.63203195143576,-2.5536030379401735,1.9215710865044138,0.7546790911890353,-1.8045081357600485,2.559187226949084,,,,,0,-0.03154085032404996,-0.63203195143576,0.5017944574356079,0.9865344166755676
L1w100_A1,0,1,52,0,0.0,2.6671555768698454,-2.82582912248472,5.492984699354565,2.836043132469058,-0.16888755559921265,1.0633212239525291,-0.5767812225967646,-0.08131037093698978,0.1409726387605287,-0.15240652883034755,-1.902221291329722,1.7498147624993747,0.8833918266922498,-1.43671177046259,2.32010359715484,,,,,0,0.12656589526364392,-0.15240652883034755,0.38754552602767944,0.9024142026901245
L1w100_A1,0,1,53,0,0.0,3.775203302502632,2.4387013581877,1.3365019443149322,7.884918287396431,-4.109714984893799,2.08860759423722,-4.149709045886993,-0.10569841414690018,0.02547128316180715,-1.8648383487584113,-2.2782028048946454,0.4133644561362345,0.4614605369742689,-0.6803241373389934,1.1417846743132625,1311.0,1311000.0,-2.3943408224731684,1.0,1,-0.01864419945154938,-1.8648383487584113,0.2837589681148529,0.4537634253501892
L1w100_A1,0,1,54,0,0.0,1.3382842019200325,-0.32712060378980823,1.6654048057098407,6.075741000473499,-4.737456798553467,4.539948235028592,-4.969139739871025,0.051934316754341125,0.010451369748698008,-1.0303742693784983,-1.7781443718993926,0.7477701025208943,-0.49669334668029097,-1.9008071117925467,1.4041137651122555,1077.0,1077000.0,-2.018321296200156,0.0,1,0.10121847919630511,-1.0303742693784983,0.35688406229019165,0.21749523282051086
L1w100_A1,0,1,55,0,0.0,-0.5274423314258456,-2.8463663891943725,2.318924057768527,1.442639951594174,-1.9700822830200195,2.7351614871226886,-1.5727901859208941,0.08347096014767885,0.05307189788878626,-2.0716175394051106,-2.9132406562003683,0.8416231167952578,1.0040934626883988,-1.0392685548403717,2.04336201752877,,,,,0,-0.12348938437830803,-2.0716175394051106,0.39350244402885437,1.0515385866165161
L1w100_A1,0,1,56,0,0.0,0.30292794294655323,-0.8407426140970529,1.143670557043606,2.505481930449605,-2.2025539875030518,8.27088417819434,-2.269000193104148,0.09953478910028934,0.04386724575995691,-1.4519872884862082,-1.919024770451127,0.467037481964919,0.4779396470099776,-1.9793925205936624,2.4573321676036404,4993.0,4993000.0,-2.2819362580776215,0.0,1,0.0701347289344838,-1.4519872884862082,0.42254674434661865,0.6592289209365845
L1w100_A1,0,1,57,0,0.0,-5.6384323593229055,-2.598455090781499,-3.0399772685414064,-2.2131832595914602,-3.4252490997314453,0.392517479780006,-3.2197598228231072,0.025145350955426693,0.007809697722539776,-1.5930950625361788,-1.0700358943668675,-0.5230591681693112,0.5603104611055433,0.6017423822013378,-0.041431921095794605,731.0,731000.0,-2.4794676564633846,1.0,1,-0.061784230588058264,-1.5930950625361788,0.34259113669395447,0.465103417634964
L1w100_A1,0,1,58,0,0.0,-7.53592934878543,-13.929672194644809,6.393742845859379,-6.985633340198547,-0.5502960085868835,0.9269770212647263,-0.659271736163646,-0.06326671363785863,0.09596454719265322,-0.4719035350964874,-2.867821913761238,2.395918378664751,1.2089712531491204,-2.002545007159781,3.2115162603089016,,,,,0,0.011898781514521062,-0.4719035350964873,0.260315865278244,0.8575448989868164
L1w100_A1,0,1,59,0,0.0,-5.535110875964165,-7.362757938666618,1.8276470627024537,-1.6920105665922165,-3.8431003093719482,0.30568684250565875,-3.8951246216893196,0.10697893053293228,0.02746482870849339,-2.0196364851279895,-3.368074083265983,1.3484375981379935,0.495302150245193,-0.9989008007756136,1.4942029510208064,1511.0,1511000.0,-2.535757949575782,1.0,1,0.05341383454590254,-2.0196364851279895,0.3359292149543762,0.5255227088928223
L1w100_A1,0,1,60,0,0.0,-1.8887138739228249,-4.725371265296417,2.836657391373592,-0.8282584324479103,-1.0604554414749146,0.438530390380218,-0.7764854729175568,0.1805274337530136,0.23249299574749557,-0.952950650542732,-2.238238626251265,1.2852879757085327,1.0106051490894048,-0.9786381915493025,1.989243340638707,,,,,0,-0.03386674358761166,-0.9529506505427321,0.3273966908454895,0.8986239433288574
L1w100_A1,0,1,61,0,0.0,-1.1416845135390759,-1.4747894891930855,0.33310497565400965,0.3575834222137928,-1.4992679357528687,0.3132068605409475,-1.4744613077491522,0.009564198553562164,0.006486571402923044,-0.976838275358503,-0.45660664281608687,-0.520231632542416,0.5653996816067565,-0.1901991221004391,0.7555988037071957,,,,,0,-0.005621153813048785,-0.976838275358503,0.3687833249568939,0.6515434980392456
L1w100_A1,0,1,62,0,0.0,-5.595585122704506,-3.96649892818823,-1.629086194516276,-1.1571333557367325,-4.438451766967773,0.20679398675244473,-4.31244283542037,0.1869659498333931,0.043354997844317615,-1.3369233236998639,-0.8779821538464367,-0.45894116985342703,-0.4240729217406719,-0.870356682319413,0.4462837605787411,234.0,234000.0,-2.4388955535832793,0.0,1,0.031697920845158434,-1.3369233236998639,0.5200044512748718,0.3012138903141022
L1w100_A1,0,1,63,0,0.0,1.127761914394796,0.22227255847974448,0.9054893559150514,0.8528559943661094,0.2749059200286865,0.7562376273575327,0.3681628070771694,0.028847340494394302,0.0783548472030954,0.29251543540928515,-0.510441666481726,0.8029571018910117,1.241183585512995,-2.300293870543003,3.5414774560559983,,,,,0,-0.022421424272292878,0.2925154354092854,0.34810715913772583,1.0640565156936646
