run_id,cos_sign,n,finite,n_dead,n_v_pos,n_dead_v_pos,sign_step,dead_step,exp,width,period,enc,c,lr,seed,dead_rate,git_hash
A_w5_T10000_std_lr0.01_s0,neg,3,True,2.0,1.0,1.0,10000,1000000,A,5,10000,std,,0.01,0,0.6666666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,pos,5,True,4.0,3.0,3.0,10000,1000000,A,5,10000,std,,0.01,1,0.8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,neg,0,True,0.0,0.0,0.0,10000,1000000,A,5,10000,std,,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,pos,4,True,4.0,3.0,3.0,10000,1000000,A,5,10000,std,,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,neg,1,True,1.0,0.0,0.0,10000,1000000,A,5,10000,std,,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,pos,4,True,3.0,2.0,2.0,10000,1000000,A,5,10000,std,,0.01,3,0.75,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,neg,1,True,1.0,1.0,1.0,10000,1000000,A,5,10000,std,,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,pos,3,True,3.0,1.0,1.0,10000,1000000,A,5,10000,std,,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,neg,2,True,1.0,2.0,1.0,10000,1000000,A,5,10000,std,,0.01,4,0.5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,pos,3,True,2.0,3.0,2.0,10000,1000000,A,5,10000,centered,,0.01,0,0.6666666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,neg,2,True,1.0,1.0,1.0,10000,1000000,A,5,10000,centered,,0.01,0,0.5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,pos,1,True,1.0,1.0,1.0,10000,1000000,A,5,10000,centered,,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,neg,4,True,3.0,1.0,1.0,10000,1000000,A,5,10000,centered,,0.01,1,0.75,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,pos,1,True,1.0,0.0,0.0,10000,1000000,A,5,10000,centered,,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,neg,4,True,3.0,1.0,0.0,10000,1000000,A,5,10000,centered,,0.01,2,0.75,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,pos,2,True,2.0,1.0,1.0,10000,1000000,A,5,10000,centered,,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,neg,3,True,3.0,2.0,2.0,10000,1000000,A,5,10000,centered,,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,pos,4,True,2.0,3.0,1.0,10000,1000000,A,5,10000,centered,,0.01,4,0.5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,neg,1,True,1.0,0.0,0.0,10000,1000000,A,5,10000,centered,,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,pos,3,True,1.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,0,0.3333333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,neg,1,True,0.0,1.0,0.0,10000,1000000,A,5,100000,std,,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,pos,3,True,2.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,1,0.6666666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,neg,1,True,1.0,1.0,1.0,10000,1000000,A,5,100000,std,,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,pos,2,True,2.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,neg,2,True,1.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,2,0.5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,pos,5,True,2.0,1.0,1.0,10000,1000000,A,5,100000,std,,0.01,3,0.4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,neg,0,True,0.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,pos,3,True,1.0,0.0,0.0,10000,1000000,A,5,100000,std,,0.01,4,0.3333333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,neg,1,True,0.0,1.0,0.0,10000,1000000,A,5,100000,std,,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,pos,3,True,1.0,3.0,1.0,10000,1000000,A,5,100000,centered,,0.01,0,0.3333333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,neg,2,True,0.0,0.0,0.0,10000,1000000,A,5,100000,centered,,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,pos,3,True,0.0,2.0,0.0,10000,1000000,A,5,100000,centered,,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,neg,2,True,0.0,0.0,0.0,10000,1000000,A,5,100000,centered,,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,pos,4,True,0.0,1.0,0.0,10000,1000000,A,5,100000,centered,,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,neg,1,True,0.0,1.0,0.0,10000,1000000,A,5,100000,centered,,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,pos,2,True,0.0,0.0,0.0,10000,1000000,A,5,100000,centered,,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,neg,3,True,0.0,2.0,0.0,10000,1000000,A,5,100000,centered,,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,pos,1,True,0.0,0.0,0.0,10000,1000000,A,5,100000,centered,,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,neg,4,True,2.0,4.0,2.0,10000,1000000,A,5,100000,centered,,0.01,4,0.5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s0,pos,54,True,51.0,24.0,23.0,10000,1000000,A,100,100,std,,0.01,0,0.9444444444444444,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s0,neg,42,True,40.0,31.0,29.0,10000,1000000,A,100,100,std,,0.01,0,0.9523809523809523,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s1,pos,37,True,32.0,24.0,20.0,10000,1000000,A,100,100,std,,0.01,1,0.8648648648648649,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s1,neg,53,True,47.0,17.0,14.0,10000,1000000,A,100,100,std,,0.01,1,0.8867924528301887,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s2,pos,32,True,26.0,13.0,10.0,10000,1000000,A,100,100,std,,0.01,2,0.8125,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s2,neg,61,True,55.0,29.0,27.0,10000,1000000,A,100,100,std,,0.01,2,0.9016393442622951,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s3,pos,50,True,45.0,25.0,21.0,10000,1000000,A,100,100,std,,0.01,3,0.9,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s3,neg,45,True,41.0,23.0,22.0,10000,1000000,A,100,100,std,,0.01,3,0.9111111111111111,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s4,pos,48,True,46.0,19.0,18.0,10000,1000000,A,100,100,std,,0.01,4,0.9583333333333334,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_std_lr0.01_s4,neg,46,True,45.0,19.0,19.0,10000,1000000,A,100,100,std,,0.01,4,0.9782608695652174,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s0,pos,30,True,11.0,16.0,7.0,10000,1000000,A,100,100,centered,,0.01,0,0.36666666666666664,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s0,neg,70,True,31.0,36.0,16.0,10000,1000000,A,100,100,centered,,0.01,0,0.44285714285714284,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s1,pos,44,True,21.0,18.0,10.0,10000,1000000,A,100,100,centered,,0.01,1,0.4772727272727273,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s1,neg,56,True,29.0,20.0,12.0,10000,1000000,A,100,100,centered,,0.01,1,0.5178571428571429,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s2,pos,59,True,28.0,31.0,13.0,10000,1000000,A,100,100,centered,,0.01,2,0.4745762711864407,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s2,neg,41,True,25.0,17.0,12.0,10000,1000000,A,100,100,centered,,0.01,2,0.6097560975609756,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s3,pos,47,True,16.0,28.0,12.0,10000,1000000,A,100,100,centered,,0.01,3,0.3404255319148936,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s3,neg,53,True,17.0,27.0,10.0,10000,1000000,A,100,100,centered,,0.01,3,0.32075471698113206,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s4,pos,60,True,28.0,34.0,18.0,10000,1000000,A,100,100,centered,,0.01,4,0.4666666666666667,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100_centered_lr0.01_s4,neg,40,True,17.0,20.0,7.0,10000,1000000,A,100,100,centered,,0.01,4,0.425,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s0,pos,49,True,49.0,21.0,21.0,10000,1000000,A,100,1000,std,,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s0,neg,49,True,48.0,33.0,33.0,10000,1000000,A,100,1000,std,,0.01,0,0.9795918367346939,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s1,pos,62,True,61.0,43.0,42.0,10000,1000000,A,100,1000,std,,0.01,1,0.9838709677419355,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s1,neg,37,True,37.0,15.0,15.0,10000,1000000,A,100,1000,std,,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s2,pos,55,True,53.0,36.0,35.0,10000,1000000,A,100,1000,std,,0.01,2,0.9636363636363636,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s2,neg,44,True,43.0,11.0,11.0,10000,1000000,A,100,1000,std,,0.01,2,0.9772727272727273,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s3,pos,62,True,62.0,38.0,38.0,10000,1000000,A,100,1000,std,,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s3,neg,35,True,34.0,13.0,13.0,10000,1000000,A,100,1000,std,,0.01,3,0.9714285714285714,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s4,pos,60,True,56.0,21.0,17.0,10000,1000000,A,100,1000,std,,0.01,4,0.9333333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_std_lr0.01_s4,neg,39,True,39.0,19.0,19.0,10000,1000000,A,100,1000,std,,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s0,pos,46,True,30.0,29.0,23.0,10000,1000000,A,100,1000,centered,,0.01,0,0.6521739130434783,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s0,neg,54,True,34.0,23.0,18.0,10000,1000000,A,100,1000,centered,,0.01,0,0.6296296296296297,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s1,pos,61,True,47.0,29.0,19.0,10000,1000000,A,100,1000,centered,,0.01,1,0.7704918032786885,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s1,neg,39,True,26.0,15.0,7.0,10000,1000000,A,100,1000,centered,,0.01,1,0.6666666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s2,pos,60,True,41.0,32.0,27.0,10000,1000000,A,100,1000,centered,,0.01,2,0.6833333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s2,neg,40,True,31.0,17.0,13.0,10000,1000000,A,100,1000,centered,,0.01,2,0.775,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s3,pos,45,True,31.0,26.0,19.0,10000,1000000,A,100,1000,centered,,0.01,3,0.6888888888888889,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s3,neg,55,True,36.0,21.0,14.0,10000,1000000,A,100,1000,centered,,0.01,3,0.6545454545454545,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s4,pos,57,True,43.0,29.0,24.0,10000,1000000,A,100,1000,centered,,0.01,4,0.7543859649122807,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T1000_centered_lr0.01_s4,neg,43,True,27.0,24.0,14.0,10000,1000000,A,100,1000,centered,,0.01,4,0.627906976744186,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s0,pos,54,True,53.0,24.0,24.0,10000,1000000,A,100,10000,std,,0.01,0,0.9814814814814815,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s0,neg,46,True,45.0,20.0,19.0,10000,1000000,A,100,10000,std,,0.01,0,0.9782608695652174,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s1,pos,57,True,56.0,20.0,20.0,10000,1000000,A,100,10000,std,,0.01,1,0.9824561403508771,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s1,neg,42,True,42.0,31.0,31.0,10000,1000000,A,100,10000,std,,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s2,pos,46,True,43.0,25.0,23.0,10000,1000000,A,100,10000,std,,0.01,2,0.9347826086956522,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s2,neg,52,True,50.0,30.0,29.0,10000,1000000,A,100,10000,std,,0.01,2,0.9615384615384616,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s3,pos,49,True,46.0,13.0,11.0,10000,1000000,A,100,10000,std,,0.01,3,0.9387755102040817,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s3,neg,49,True,44.0,35.0,30.0,10000,1000000,A,100,10000,std,,0.01,3,0.8979591836734694,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s4,pos,51,True,51.0,26.0,26.0,10000,1000000,A,100,10000,std,,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.01_s4,neg,49,True,47.0,29.0,27.0,10000,1000000,A,100,10000,std,,0.01,4,0.9591836734693877,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s0,pos,52,True,14.0,23.0,8.0,10000,1000000,A,100,10000,centered,,0.01,0,0.2692307692307692,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s0,neg,48,True,13.0,24.0,5.0,10000,1000000,A,100,10000,centered,,0.01,0,0.2708333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s1,pos,62,True,17.0,48.0,14.0,10000,1000000,A,100,10000,centered,,0.01,1,0.27419354838709675,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s1,neg,38,True,10.0,8.0,3.0,10000,1000000,A,100,10000,centered,,0.01,1,0.2631578947368421,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s2,pos,59,True,23.0,26.0,11.0,10000,1000000,A,100,10000,centered,,0.01,2,0.3898305084745763,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s2,neg,41,True,10.0,23.0,4.0,10000,1000000,A,100,10000,centered,,0.01,2,0.24390243902439024,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s3,pos,43,True,9.0,14.0,3.0,10000,1000000,A,100,10000,centered,,0.01,3,0.20930232558139536,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s3,neg,57,True,11.0,35.0,4.0,10000,1000000,A,100,10000,centered,,0.01,3,0.19298245614035087,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_centered_lr0.01_s4,pos,46,True,14.0,19.0,7.0,10000,1000000,A,100,10000,centered,,0.01,4,0.30434782608695654,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
