exp,width,period,enc,c,lr,ckpt,kind,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,git_hash
A,5,100000,centered,,0.01,300000,vsigned,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,1,0,1,2,1,1,2,4,2,1,3,2,1,3,1,2,3,0,3,1,2,0,1,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,centered,,0.01,1000000,vsigned,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,1,0,1,0,1,1,0,1,1,1,0,0,4,3,2,4,0,1,5,1,2,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,10000,vsigned,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,7,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,std,,0.01,1000000,vsigned,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,0,vsigned,0,1,7,15,20,27,41,63,78,89,143,152,144,228,202,221,253,258,273,313,295,363,369,374,437,453,495,569,619,644,786,781,893,912,935,867,826,682,444,103,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,10000,vsigned,0,0,3,21,27,45,84,129,188,200,249,284,304,438,436,496,560,579,624,707,774,774,868,936,915,956,1046,1095,1127,1117,1186,1131,1100,1029,970,966,738,514,250,48,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,50000,vsigned,0,0,0,2,6,10,29,24,30,57,87,96,97,135,156,151,187,211,222,259,297,313,386,423,437,537,563,600,617,642,754,805,822,810,922,880,924,945,996,406,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,100000,vsigned,0,1,3,9,22,20,44,45,54,58,70,75,116,139,159,155,167,183,196,219,242,271,275,291,317,346,337,394,424,506,514,529,573,602,642,628,663,601,471,183,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,300000,vsigned,0,0,3,8,8,16,48,52,60,67,104,129,132,147,183,197,248,279,277,301,319,341,406,374,425,497,484,551,573,581,621,598,655,572,553,435,337,253,96,18,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,centered,,0.01,1000000,vsigned,0,0,2,2,10,13,45,50,61,81,98,119,135,155,174,194,210,233,240,254,269,284,303,316,299,327,289,293,341,331,355,338,329,322,336,284,291,181,85,6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,0,vsigned,0,0,0,0,0,0,0,3,47,14,19,10,7,29,51,15,11,10,13,6,8,10,20,14,28,38,52,70,69,79,101,131,153,213,297,374,793,1485,2646,7225,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,10000,vsigned,0,0,0,1,3,16,21,20,18,15,29,33,41,39,39,37,40,35,31,30,64,36,32,23,23,28,23,37,39,57,68,75,129,129,156,249,258,323,294,118,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,50000,vsigned,0,0,0,0,0,1,0,3,6,11,15,14,6,11,8,21,7,18,11,8,15,9,16,7,6,12,10,18,14,10,12,12,34,32,49,50,69,83,75,36,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,0,0,0,0,1,2,3,3,3,1,0,3,2,0,0,3,0,0,5,16,19,40,74,33,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,300000,vsigned,0,0,0,0,0,0,1,5,2,4,6,13,7,3,4,0,0,5,3,1,17,1,0,1,4,0,4,1,3,4,5,5,8,13,32,42,34,55,35,22,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100,std,,0.01,1000000,vsigned,0,0,0,2,2,1,0,2,3,6,4,6,8,9,7,9,9,16,3,3,2,1,1,0,2,2,2,3,3,4,0,3,10,9,8,9,9,15,9,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,0,vsigned,3,13,14,25,37,41,56,83,108,126,118,161,188,166,217,264,254,294,327,338,338,361,359,427,431,442,484,471,559,600,621,658,683,710,728,692,761,627,462,215,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,10000,vsigned,2,11,48,54,68,91,104,114,129,176,164,154,200,204,259,260,283,324,336,388,431,503,508,561,617,663,716,814,857,915,1028,1079,1152,1263,1343,1548,1640,1728,1699,961,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,50000,vsigned,15,30,52,63,79,85,122,143,149,147,188,191,196,211,191,256,267,309,271,299,387,402,420,449,498,517,560,553,637,674,697,732,769,864,882,861,889,850,874,535,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,100000,vsigned,6,19,26,42,41,54,72,64,75,110,101,138,160,174,170,210,220,249,260,264,295,319,321,334,363,366,421,417,430,482,495,534,528,560,591,626,615,586,508,302,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,300000,vsigned,9,12,25,44,45,37,55,60,63,63,91,88,103,98,117,146,140,175,179,179,177,165,192,189,248,215,230,244,261,246,250,268,285,245,235,263,234,239,203,97,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,centered,,0.01,1000000,vsigned,1,6,8,4,14,20,16,21,21,25,22,37,32,41,49,46,47,42,80,60,57,84,55,82,80,99,81,88,96,94,113,108,104,97,92,97,71,82,76,74,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,28,20,11,28,30,18,39,20,14,34,71,89,214,669,1152,2559,8960,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,10000,vsigned,0,0,0,12,12,19,23,27,43,38,39,43,65,64,54,61,50,41,52,39,38,37,44,41,54,75,69,53,42,51,63,98,115,132,176,266,389,587,868,1576,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,50000,vsigned,0,0,0,0,1,4,8,8,14,13,23,12,20,18,21,22,15,19,16,15,18,11,15,15,16,19,20,20,33,22,24,34,47,51,47,91,95,118,147,55,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,3,6,11,7,3,5,6,4,4,2,4,1,0,3,4,9,4,7,12,13,14,14,9,22,12,21,35,44,45,59,69,27,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,300000,vsigned,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,6,2,0,0,0,1,1,0,1,1,0,0,0,1,2,3,0,0,1,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,1000,std,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,0,vsigned,10,29,51,91,98,117,125,151,174,188,220,229,262,271,279,289,315,323,312,347,361,387,380,416,365,374,381,397,367,390,400,328,342,390,435,496,493,544,627,585,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,10000,vsigned,2,16,20,41,42,62,82,88,111,131,151,178,196,222,239,252,293,314,383,406,424,462,502,497,587,600,726,755,768,864,973,1072,1135,1275,1275,1283,1318,1593,2416,2996,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,50000,vsigned,8,48,57,80,102,110,125,143,154,172,183,208,228,273,297,331,374,419,431,511,504,529,573,594,715,681,771,823,888,999,1006,1052,1130,1245,1334,1409,1428,1349,1033,586,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,100000,vsigned,16,51,60,84,90,129,134,188,181,193,231,254,271,322,326,371,330,385,393,415,439,485,476,501,497,546,532,559,603,665,702,737,753,878,954,987,1205,1421,2063,1781,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,300000,vsigned,23,48,77,92,115,148,146,188,224,232,263,300,315,363,370,427,386,439,424,486,489,507,584,558,548,604,639,635,659,626,661,740,757,723,727,733,693,637,536,294,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,centered,,0.01,1000000,vsigned,14,54,69,84,84,125,141,141,150,183,205,225,244,262,277,316,335,331,366,385,397,378,460,466,445,469,490,515,489,500,513,549,486,499,489,428,396,343,265,139,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,0,vsigned,0,0,0,0,0,4,14,37,28,65,79,37,35,33,43,41,53,63,91,73,63,64,61,90,87,157,107,110,128,107,144,161,189,236,346,449,732,1157,2281,5419,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,10000,vsigned,0,0,0,0,0,4,1,4,7,8,12,13,14,17,19,26,21,24,30,38,38,55,72,58,55,103,77,53,56,67,89,114,165,257,268,388,565,1014,1902,6636,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,50000,vsigned,0,0,0,0,0,0,0,0,3,3,8,7,12,16,13,19,29,12,17,20,27,30,37,58,46,56,84,82,112,136,123,127,156,217,311,342,451,945,2382,7348,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,100000,vsigned,0,0,0,0,0,0,3,9,16,21,28,17,16,14,18,18,41,49,50,45,38,30,47,43,51,53,45,42,54,62,79,111,191,202,244,326,747,1494,2602,5344,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,300000,vsigned,0,0,0,0,0,2,1,12,25,23,11,16,22,35,36,38,20,20,25,14,113,26,37,46,45,62,105,108,97,76,88,104,217,314,297,498,756,1392,2505,5368,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.001,1000000,vsigned,0,0,0,1,8,20,36,38,43,39,50,59,83,85,76,83,95,74,70,77,71,94,91,109,93,102,122,141,144,170,188,223,263,295,358,458,617,721,975,1941,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,0,vsigned,0,0,0,0,0,0,0,2,9,16,14,16,14,15,18,25,40,40,36,45,44,33,55,72,77,110,173,181,124,125,154,161,126,199,250,424,662,1184,2334,6846,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,10000,vsigned,0,0,0,0,0,0,7,48,66,91,54,57,57,54,37,31,31,25,26,21,9,8,11,30,36,37,43,45,62,49,62,137,112,129,157,269,680,1363,2610,6308,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,50000,vsigned,0,0,0,0,0,0,43,14,5,15,27,37,43,30,36,37,37,63,82,84,82,65,59,82,74,75,119,113,113,110,111,127,183,228,328,412,529,1048,2309,3967,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,100000,vsigned,0,0,0,0,0,0,3,14,41,40,46,19,26,37,36,24,33,23,28,26,33,32,40,62,92,108,102,129,150,156,182,202,276,298,357,461,643,987,1649,3629,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,300000,vsigned,0,0,0,0,0,19,23,44,39,60,49,50,44,67,45,42,40,51,57,52,45,55,59,58,52,75,75,74,75,72,83,103,128,169,190,257,344,480,719,808,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.003,1000000,vsigned,0,0,0,0,1,4,16,26,35,42,38,35,34,34,41,40,43,48,49,40,35,43,62,53,62,54,66,81,72,78,71,55,104,105,153,133,153,178,286,227,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,0,vsigned,0,0,0,0,2,29,74,19,7,20,44,17,18,29,24,18,28,44,25,19,23,30,42,39,50,68,82,113,165,169,127,152,158,233,276,547,736,1293,2256,6136,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,10000,vsigned,0,0,0,0,0,1,6,5,10,6,14,22,37,49,78,87,102,137,116,130,107,147,159,170,204,196,200,265,305,335,361,377,399,550,641,746,1083,1334,1873,2002,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,50000,vsigned,0,0,0,0,0,2,22,31,31,26,28,40,55,40,33,38,23,40,45,53,67,67,40,58,61,73,87,93,93,99,116,126,154,207,190,243,439,780,1471,1930,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,100000,vsigned,0,0,0,1,16,19,16,31,24,12,29,42,29,25,21,18,20,16,22,12,14,9,8,6,12,11,14,24,38,35,39,50,55,57,97,125,259,463,617,678,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,300000,vsigned,0,0,0,0,5,9,10,8,9,3,2,8,12,9,7,4,6,4,2,4,2,2,3,3,3,6,3,6,4,4,12,10,12,10,12,9,18,23,47,48,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,3,2,8,12,6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,0,vsigned,0,3,15,10,15,20,28,38,55,48,67,88,104,128,142,178,191,224,254,257,304,286,267,297,334,375,403,419,505,541,576,667,776,728,828,867,897,889,935,750,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,10000,vsigned,4,12,11,19,34,28,47,54,62,85,117,140,176,205,250,223,294,342,358,356,429,400,448,500,504,575,641,627,700,702,681,734,772,856,983,1220,1618,2365,3346,3832,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,50000,vsigned,0,0,0,0,4,8,5,13,22,33,50,56,68,102,126,154,165,180,233,281,288,348,391,441,502,592,650,750,842,959,1099,1271,1490,1687,1887,2081,2348,2356,2078,1190,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,100000,vsigned,9,40,63,115,132,159,179,224,214,242,291,309,293,338,377,459,457,448,507,540,610,648,702,724,810,859,874,932,947,1057,1088,1200,1257,1230,1345,1241,1201,1102,985,542,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,300000,vsigned,8,43,67,132,166,189,208,229,221,220,278,284,343,347,370,442,407,456,459,519,540,539,573,649,635,667,719,731,799,815,875,1014,1038,1128,1183,1240,1351,1303,1302,903,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,1000000,vsigned,10,43,81,104,154,180,177,246,237,261,280,321,377,358,384,378,392,456,411,419,464,506,547,542,576,630,631,638,706,766,791,795,883,927,967,1058,1184,1276,1384,1040,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,0,vsigned,0,0,10,9,7,4,12,12,10,11,13,19,18,15,14,19,46,56,36,21,22,45,38,79,24,17,33,46,27,29,70,58,147,80,56,86,215,583,1216,9751,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,10000,vsigned,0,0,19,63,80,90,34,36,43,23,27,43,42,33,40,46,38,38,25,31,22,32,43,31,46,30,44,56,55,73,84,70,71,91,126,203,282,600,1522,7409,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,50000,vsigned,0,9,69,282,222,141,121,99,97,99,77,81,61,86,99,74,59,63,68,71,65,76,84,72,57,65,73,55,71,105,109,109,151,180,237,330,517,923,1953,4523,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,100000,vsigned,0,34,124,184,188,126,103,98,63,60,43,58,54,53,42,33,40,51,51,53,171,31,33,46,73,72,75,93,85,81,60,71,74,104,99,210,306,657,1712,6127,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,300000,vsigned,0,38,181,212,186,146,114,79,63,61,74,65,55,60,41,41,50,35,34,32,294,34,32,43,38,45,56,80,60,52,57,62,60,92,145,233,442,766,1486,2594,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,1000000,vsigned,0,3,17,38,72,57,41,38,43,63,53,58,49,35,28,40,42,36,22,30,119,31,42,30,30,44,29,29,36,41,77,90,82,124,124,118,215,348,629,857,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,6,3,2,10,7,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,2,3,2,4,6,4,2,5,5,1,2,1,3,0,1,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,4,4,0,2,3,2,5,2,2,3,1,3,2,2,0,0,3,0,2,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,1,1,1,4,1,1,2,4,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,5,1,3,2,7,11,16,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,7,6,5,6,9,6,4,2,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,1,3,2,2,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,2,2,1,2,2,4,2,4,3,2,8,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2,3,1,1,2,3,1,0,1,3,5,3,8,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,2,4,1,2,1,2,0,0,4,3,24,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,3,3,0,0,2,1,3,1,5,9,16,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,2,2,1,2,3,1,2,10,19,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,4,5,4,5,6,5,5,3,5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,4,10,5,12,9,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,5,2,0,2,1,5,3,5,5,11,5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2,0,0,4,1,1,4,4,3,7,7,3,5,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,2,5,5,7,8,7,4,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,3,0,1,3,3,3,5,10,5,6,5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,3,1,2,4,3,3,6,2,8,6,4,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,16,31,50,78,115,192,257,347,428,506,538,576,506,473,482,570,1015,1856,2701,2779,3318,5398,2511,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,1,2,7,11,27,42,64,120,171,215,293,388,461,498,587,677,684,846,841,942,1120,1312,1631,2090,2564,2282,1507,405,12,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,50000,vsigned,0,0,0,0,0,0,0,2,1,8,20,35,67,93,124,185,235,302,432,433,568,592,632,665,646,640,597,482,381,328,248,156,94,67,25,12,3,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,100000,vsigned,0,0,0,0,0,1,0,1,5,5,11,19,35,44,37,68,94,115,103,113,123,106,83,84,76,79,54,35,23,23,15,5,5,2,0,1,1,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,5,10,1,1,4,9,6,5,3,6,2,1,0,0,0,0,1,0,0,0,1,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,16,23,25,47,73,100,129,224,350,631,1080,1908,3422,5112,6855,4738,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,39,81,146,256,437,654,1022,1369,1812,2161,2579,2774,3000,2895,2513,1737,875,168,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,10,36,25,50,55,56,71,84,96,104,111,104,75,62,35,18,12,9,5,4,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,4,4,7,8,8,17,13,10,9,9,10,5,0,2,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
