quantity,k,seed,value
dR_fix,1,3,0.07749999999999999
dR_fix,1,4,0.09517708333333336
dR_fix,1,5,0.04582291666666666
dR_fix,1,6,0.08346874999999998
dR_fix,1,7,0.08933333333333329
dR_fix,1,8,0.047802083333333356
dR_fix,1,9,0.09026041666666659
dR_b,1,0,0.0003541666666666554
dR_b,1,1,0.006416666666666682
dR_b,1,2,0.003791666666666693
dR_b,1,3,0.0025104166666666816
dR_b,1,4,0.0008749999999999869
dR_b,1,5,-0.00023958333333332082
dR_b,1,6,0.004729166666666673
dR_b,1,7,0.003947916666666662
dR_b,1,8,0.004479166666666645
dR_b,1,9,0.003645833333333348
R_none,2,0,0.10022916666666665
R_none,2,1,0.1266145833333333
R_none,2,2,0.0815104166666667
R_none,2,3,0.05672916666666669
R_none,2,4,0.06913541666666667
R_none,2,5,0.05014583333333336
R_none,2,6,0.07802083333333332
R_none,2,7,0.08186458333333335
R_none,2,8,0.07604166666666667
R_none,2,9,0.09165625
R_c12,2,0,0.053875000000000006
R_c12,2,1,0.05853124999999998
R_c12,2,2,0.04989583333333336
R_c12,2,3,0.0358854166666667
R_c12,2,4,0.029145833333333315
R_c12,2,5,0.040208333333333374
R_c12,2,6,0.05572916666666666
R_c12,2,7,0.04459374999999999
R_c12,2,8,0.03568749999999998
R_c12,2,9,0.04943750000000002
dR,2,0,0.04635416666666664
dR,2,1,0.06808333333333333
dR,2,2,0.031614583333333335
dR,2,3,0.020843749999999994
dR,2,4,0.039989583333333356
dR,2,5,0.009937499999999988
dR,2,6,0.022291666666666654
dR,2,7,0.037270833333333364
dR,2,8,0.04035416666666669
dR,2,9,0.04221874999999997
R_c1,2,0,0.07154166666666667
R_c1,2,1,0.08324999999999999
R_c1,2,2,0.07872916666666668
R_c1,2,3,0.058052083333333365
R_c1,2,4,0.07441666666666669
R_c1,2,5,0.053802083333333334
R_c1,2,6,0.10051041666666666
R_c1,2,7,0.06723958333333335
R_c1,2,8,0.04358333333333331
R_c1,2,9,0.050208333333333355
R_c2,2,0,0.09366666666666668
R_c2,2,1,0.10368749999999999
R_c2,2,2,0.07598958333333333
R_c2,2,3,0.047625
R_c2,2,4,0.06052083333333336
R_c2,2,5,0.06688541666666667
R_c2,2,6,0.07209375000000001
R_c2,2,7,0.09212500000000001
R_c2,2,8,0.08076041666666667
R_c2,2,9,0.06852083333333336
R_c12b,2,0,0.05190624999999999
R_c12b,2,1,0.05501041666666667
R_c12b,2,2,0.05173958333333334
R_c12b,2,3,0.038385416666666644
R_c12b,2,4,0.03208333333333335
R_c12b,2,5,0.04070833333333332
R_c12b,2,6,0.05687500000000001
R_c12b,2,7,0.04080208333333335
R_c12b,2,8,0.03025
R_c12b,2,9,0.03957291666666668
R_frz,2,0,0.0
R_frz,2,1,0.0
R_frz,2,2,0.0
R_frz,2,3,0.0
R_frz,2,4,0.0
R_frz,2,5,0.0
R_frz,2,6,0.0
R_frz,2,7,0.0
R_frz,2,8,0.0
R_frz,2,9,0.0
dclimb,2,0,-2.716042103584
dclimb,2,1,-7.906642383927981
dclimb,2,2,-4.9871170771627344
dclimb,2,3,-4.173037703293801
dclimb,2,4,-3.9946977798337757
dclimb,2,5,-3.3814309293693023
dclimb,2,6,-6.4362228385719265
dclimb,2,7,-4.270624486333739
dclimb,2,8,-2.9818453556779576
dclimb,2,9,-6.551350835027225
I,2,0,-0.08658333333333335
I,2,1,-0.08485416666666667
I,2,2,-0.13255208333333324
I,2,3,-0.07325000000000004
I,2,4,-0.10809374999999999
I,2,5,-0.1957395833333333
I,2,6,-0.0786979166666667
I,2,7,-0.08818750000000009
I,2,8,-0.02298958333333334
I,2,9,-0.06301041666666662
dR_fix,2,0,0.04634374999999996
dR_fix,2,1,0.016260416666666666
dR_fix,2,2,0.046239583333333334
dR_fix,2,3,0.055031250000000004
dR_fix,2,4,0.024708333333333332
dR_fix,2,5,0.03704166666666664
dR_fix,2,6,0.036354166666666576
dR_fix,2,7,0.020072916666666663
dR_fix,2,8,0.021510416666666643
dR_fix,2,9,0.058656249999999965
dR_b,2,0,0.001968750000000019
dR_b,2,1,0.0035208333333333064
dR_b,2,2,-0.0018437499999999774
dR_b,2,3,-0.0024999999999999467
dR_b,2,4,-0.0029375000000000373
dR_b,2,5,-0.0004999999999999449
dR_b,2,6,-0.001145833333333346
dR_b,2,7,0.0037916666666666377
dR_b,2,8,0.005437499999999984
dR_b,2,9,0.009864583333333343
rho_climb_E,1,0,-0.09999999999999998
rho_climb_E,1,1,0.29999999999999993
rho_climb_E,1,2,0.19999999999999996
rho_climb_E,1,3,0.19999999999999996
rho_climb_E,1,4,0.9999999999999998
rho_climb_E,1,5,-0.5999999999999999
rho_climb_E,1,6,-0.7999999999999998
rho_climb_E,1,7,0.8999999999999998
rho_climb_E,1,8,0.29999999999999993
rho_climb_E,1,9,0.8999999999999998
