arm,cond,layer,start,end,role,n,delta_median,delta_defined,self_median,self_defined,upstream_median,upstream_defined,cross_median,cross_defined,bias_median,bias_defined,self_share_median,self_share_defined,upstream_share_median,upstream_share_defined,cross_share_median,cross_share_defined,bias_share_median,bias_share_defined,upstream_growth_fraction_median,upstream_growth_fraction_defined,upstream_rotation_fraction_median,upstream_rotation_fraction_defined
SILU,raw,1,1,10,REGISTERED_REPORT_ONLY,10,-87.77229484153644,10,-87.79183690607607,10,0.0,10,0.0,10,0.00772896845403011,10,1.0001015675942688,10,0.0,10,0.0,10,-0.0001015675942689392,10,,0,,0
SILU,raw,1,10,50,REGISTERED_REPORT_ONLY,10,-78.30305408843225,10,-78.33312488656364,10,0.0,10,0.0,10,0.05286634462114307,10,1.0007222671010438,10,0.0,10,0.0,10,-0.0007222671010438492,10,,0,,0
SILU,raw,2,0,10,REGISTERED_REPORT_ONLY,10,-0.07312517627999202,10,-0.11855913769129584,10,0.029948165245652955,10,-0.023819031942796255,10,0.002750044759559387,10,1.057747475106412,10,-0.13503260004111622,10,0.5490875943497517,10,-0.002558695773494971,10,0.47339861477757683,10,0.5266013852224233,10
SILU,raw,2,0,50,REGISTERED_REPORT_ONLY,10,-0.21361585175966466,10,-0.2632648074477529,10,0.025964418641702607,10,-0.010837879984780904,10,0.003177970149608882,10,1.0877392568417574,10,-0.17597955770750084,10,0.03873864735242304,10,-0.0115651920339901,10,-0.20634042984179268,10,1.2063404298417923,10
SILU,raw,2,1,10,REGISTERED_REPORT_ONLY,10,-0.06041853815310417,10,-0.028866434663566753,10,0.026121179082235785,10,-0.049171661217142615,10,-0.005486323106451892,10,0.25908697922840723,10,-0.0969367163249662,10,0.4978574299083911,10,0.06374037202661598,10,-0.1110490340560536,10,1.1110490340560535,10
SILU,raw,2,10,50,REGISTERED_REPORT_ONLY,10,-0.12876312273788798,10,-0.13247400282955607,10,-0.035508897580462884,10,0.010404773275009608,10,-0.00012026059895106303,10,0.8201750804482714,10,0.21880338523776738,10,-0.10921577606500853,10,0.004246128559958727,10,1.0699366712955676,10,-0.06993667129556796,10
SILU,std,1,0,10,REGISTERED_REPORT_ONLY,10,-5.34807451757551,10,-5.261700613457537,10,0.0,10,0.0,10,-0.06503093124621956,10,0.9903029371051641,10,0.0,10,0.0,10,0.009697062894835998,10,,0,,0
SILU,std,1,0,50,REGISTERED_REPORT_ONLY,10,-5.348074514545228,10,-5.261700611088784,10,0.0,10,0.0,10,-0.06446041092320229,10,0.9901397296447275,10,0.0,10,0.0,10,0.009860270355272378,10,,0,,0
SILU,std,1,1,10,REGISTERED_REPORT_ONLY,10,-3.2917921191359256,10,-3.261474429663931,10,0.0,10,0.0,10,-0.0204076525484561,10,0.9963010466008382,10,0.0,10,0.0,10,0.0036989533991616946,10,,0,,0
SILU,std,1,10,50,REGISTERED_REPORT_ONLY,10,-7.211406916063368e-10,10,-7.211408361714465e-10,10,0.0,10,0.0,10,6.615300662815571e-10,10,0.9796378943216364,9,0.0,9,0.0,9,0.020362105678364655,9,,0,,0
SILU,std,2,0,10,REGISTERED_REPORT_ONLY,10,-359.9965548333332,10,-73.40996255428261,10,-166.04702062960388,10,-119.60172273311468,10,-0.1248570419765747,10,0.20260250706044436,10,0.45659108676592297,10,0.33762279402525464,10,0.0003520412420745605,10,1.0144884952543325,10,-0.014488495254332306,10
SILU,std,2,0,50,REGISTERED_REPORT_ONLY,10,-364.0659253071163,10,-73.44516186021795,10,-168.10227777286545,10,-119.60487712733605,10,-0.1253637165802502,10,0.20261264508570762,10,0.4608441476280205,10,0.3336834474203293,10,0.00034244555896810144,10,1.0155183396746534,10,-0.015518339674653204,10
SILU,std,2,1,10,REGISTERED_REPORT_ONLY,10,-350.3765442784187,10,-73.2933795638706,10,-165.96300396715384,10,-109.77328751229376,10,-0.1437764174019685,10,0.20812674153353972,10,0.46634065578641953,10,0.3209399763556554,10,0.00041091871762551514,10,1.0157689281020263,10,-0.01576892810202616,10
SILU,std,2,10,50,REGISTERED_REPORT_ONLY,10,-0.325102632785035,10,-0.06258281254677038,10,-0.2352043578569999,10,-0.0031543942213772993,10,-9.046199731528759e-05,10,0.6148584681735297,10,0.36726242438738654,10,0.0012280322931515666,10,4.8696662813334135e-05,10,1.0472169064672265,7,-0.047216906467226524,7
R,raw,1,0,10,REGISTERED_REPORT_ONLY,10,-7.1122239730658725,10,-7.112539543261325,10,0.0,10,0.0,10,-0.004568618234952737,10,0.9993705659177283,10,0.0,10,0.0,10,0.0006294340822716574,10,,0,,0
R,raw,1,0,50,REGISTERED_REPORT_ONLY,10,-7.1122239730658725,10,-7.112539543261325,10,0.0,10,0.0,10,-0.004568618234952737,10,0.9993705659177283,10,0.0,10,0.0,10,0.0006294340822716574,10,,0,,0
R,raw,1,1,10,REGISTERED_REPORT_ONLY,10,-0.43082627057677436,10,-0.43040345087295695,10,0.0,10,0.0,10,-0.00042281970381736756,10,0.999120081552408,6,0.0,6,0.0,6,0.0008799184475919322,6,,0,,0
R,raw,1,10,50,REGISTERED_REPORT_ONLY,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,0,,0,,0,,0,,0,,0
R,raw,2,0,10,REGISTERED_REPORT_ONLY,10,-0.14438528358900132,10,-0.017064535081784647,10,-0.01670345330404466,10,0.02129174345123072,10,-0.14310595181566896,10,0.0965002428325898,10,0.09262421658679723,10,-0.4064460405305369,10,1.0005190039357983,10,,0,,0
R,raw,2,0,50,REGISTERED_REPORT_ONLY,10,-0.14649823607840723,10,-0.017064535081784647,10,-0.01670345330404466,10,0.02129174345123072,10,-0.14521890430507484,10,0.09455699150991308,10,0.09262421658679723,10,-0.4064460405305369,10,1.0005190039357983,10,,0,,0
R,raw,2,1,10,REGISTERED_REPORT_ONLY,10,-0.04773205217109749,10,-0.00046654712476669415,10,-0.01063779569425614,10,0.00046654712476669415,10,-0.021423536216534558,10,0.05272706891977752,7,0.37481401140990667,7,-0.051247045572742726,7,0.6251859885900942,7,,0,,0
R,raw,2,10,50,REGISTERED_REPORT_ONLY,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,1,0.0,1,0.0,1,1.0,1,,0,,0
R,std,1,0,10,REGISTERED_REPORT_ONLY,10,-7.625155264988077,10,-7.461146188327199,10,0.0,10,0.0,10,-0.1799293551915616,10,0.9764139519787414,10,0.0,10,0.0,10,0.023586048021258566,10,,0,,0
R,std,1,0,50,REGISTERED_REPORT_ONLY,10,-7.625155264988077,10,-7.461146188327199,10,0.0,10,0.0,10,-0.1799293551915616,10,0.9764139519787414,10,0.0,10,0.0,10,0.023586048021258566,10,,0,,0
R,std,1,1,10,REGISTERED_REPORT_ONLY,10,-5.813444921945216,10,-5.672261685262734,10,0.0,10,0.0,10,-0.1351474516360031,10,0.9734893811041736,10,0.0,10,0.0,10,0.02651061889582637,10,,0,,0
R,std,1,10,50,REGISTERED_REPORT_ONLY,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,0,,0,,0,,0,,0,,0
R,std,2,0,10,REGISTERED_REPORT_ONLY,10,-430.84020978715927,10,-109.04832833698856,10,-203.85230362819232,10,-116.45061268644352,10,-0.1263004524918506,10,0.24983707393728033,10,0.48102014934043297,10,0.2689373343545434,10,0.00027443198068817607,10,1.0558379112636782,10,-0.055837911263678444,10
R,std,2,0,50,REGISTERED_REPORT_ONLY,10,-430.84020978715927,10,-109.04832833698856,10,-203.85230362819232,10,-116.45061268644352,10,-0.1263004524918506,10,0.24983707393728033,10,0.48102014934043297,10,0.2689373343545434,10,0.00027443198068817607,10,1.0558379112636782,10,-0.055837911263678444,10
R,std,2,1,10,REGISTERED_REPORT_ONLY,10,-419.3685343753926,10,-108.7060465356374,10,-203.57247357171786,10,-107.09467771675858,10,-0.13546137229306623,10,0.25509471228533415,10,0.49257444144932777,10,0.252453543142627,10,0.0003158322338227087,10,1.056241415603157,10,-0.05624141560315695,10
R,std,2,10,50,REGISTERED_REPORT_ONLY,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,0,,0,,0,,0,,0,,0
KKT1,raw,1,0,10,REGISTERED_REPORT_ONLY,10,-11.935933073248222,10,-11.826899259306144,10,0.0,10,0.0,10,-0.1198373327612353,10,0.9900221150135329,10,0.0,10,0.0,10,0.009977884986467109,10,,0,,0
KKT1,raw,1,0,50,REGISTERED_REPORT_ONLY,10,-15.433916952108891,10,-14.9570912418898,10,0.0,10,0.0,10,-0.5104827311143891,10,0.9670241773416735,10,0.0,10,0.0,10,0.03297582265832663,10,,0,,0
KKT1,raw,1,1,10,REGISTERED_REPORT_ONLY,10,-7.127531888647084,10,-7.011257305789789,10,0.0,10,0.0,10,-0.13394657549895783,10,0.9814434123203658,10,0.0,10,0.0,10,0.018556587679634026,10,,0,,0
KKT1,raw,1,10,50,REGISTERED_REPORT_ONLY,10,-4.19251058843188,10,-3.7475288920046044,10,0.0,10,0.0,10,-0.3884062471674406,10,0.8928279848109133,10,0.0,10,0.0,10,0.10717201518908673,10,,0,,0
KKT1,raw,2,0,10,REGISTERED_REPORT_ONLY,10,-29.443124877054018,10,-4.79937411076914,10,34.10593151879913,10,-58.379006423946734,10,-0.32013396626745816,10,0.15559913445135465,10,-1.1278909887791995,10,1.9842426903274317,10,0.010652817094060811,10,-0.21955220004427278,10,1.219552200044273,10
KKT1,raw,2,0,50,REGISTERED_REPORT_ONLY,10,-37.46294641873897,10,24.619888755647246,10,159.16081473621878,10,-216.2109998542765,10,-1.1694734861978213,10,-0.6577302191309579,10,-4.010075989161021,10,5.622313811330825,10,0.03174401328902053,10,-0.1512141935050532,10,1.1512141935050533,10
KKT1,raw,2,1,10,REGISTERED_REPORT_ONLY,10,-27.234745505698914,10,-4.837282251230001,10,34.56064210583388,10,-55.103118044618626,10,-0.3221550690170261,10,0.17663250283656362,10,-1.2773381833650872,10,2.111057733205093,10,0.011900113845751294,10,-0.21181149839312424,10,1.211811498393124,10
KKT1,raw,2,10,50,REGISTERED_REPORT_ONLY,10,-7.943931708832337,10,31.996744382266684,10,123.22079212833293,10,-158.10240293600586,10,-0.8769577090299572,10,-3.826091853829433,10,-14.178570755418576,10,18.935139400428948,10,0.09674421426212299,10,-0.13589755763214476,10,1.1358975576321448,10
KKT1,std,1,0,10,REGISTERED_REPORT_ONLY,10,-3.9264682693059587,10,-3.0972264668581264,10,0.0,10,0.0,10,-0.828868544492143,10,0.7895190591821943,10,0.0,10,0.0,10,0.2104809408178056,10,,0,,0
KKT1,std,1,0,50,REGISTERED_REPORT_ONLY,10,-10.40583524159512,10,-6.585795897615385,10,0.0,10,0.0,10,-3.7654548490325395,10,0.632853458428829,10,0.0,10,0.0,10,0.3671465415711709,10,,0,,0
KKT1,std,1,1,10,REGISTERED_REPORT_ONLY,10,-3.050453224220462,10,-2.2937517906524993,10,0.0,10,0.0,10,-0.7433293287776177,10,0.7411510570450675,10,0.0,10,0.0,10,0.25884894295493266,10,,0,,0
KKT1,std,1,10,50,REGISTERED_REPORT_ONLY,10,-6.287324537807808,10,-3.3150255794221763,10,0.0,10,0.0,10,-2.928805610612035,10,0.533575303406446,10,0.0,10,0.0,10,0.466424696593554,10,,0,,0
KKT1,std,2,0,10,REGISTERED_REPORT_ONLY,10,-33.50506166038754,10,-13.42083779927173,10,-10.421460691054545,10,-8.569966421313612,10,-0.27370129513161373,10,0.3989197450146333,10,0.31711814075730393,10,0.2742834472224892,10,0.008294043404978716,10,0.9467557446769508,10,0.0532442553230492,10
KKT1,std,2,0,50,REGISTERED_REPORT_ONLY,10,-45.12469358312192,10,-22.966727515227166,10,-11.573235854873227,10,-8.751653263056035,10,-1.3655531902991789,10,0.5159149673828842,10,0.25121953444195005,10,0.19301598161063482,10,0.030569193950407608,10,1.2601531335817668,10,-0.26015313358176706,10
KKT1,std,2,1,10,REGISTERED_REPORT_ONLY,10,-25.54236516911192,10,-13.17600184205451,10,-10.093125382618332,10,-2.2080254653219136,10,-0.23216481234456296,10,0.5040140952146286,10,0.3951506497771576,10,0.0829131874408762,10,0.009004040159146956,10,0.9734646753525562,10,0.02653532464744368,10
KKT1,std,2,10,50,REGISTERED_REPORT_ONLY,10,-11.308699332600225,10,-9.819325890223048,10,-0.4020833806998424,10,-0.48744761199197,10,-1.0957806015270761,10,0.8837849953387833,10,0.034491496735098354,10,0.04329060868538698,10,0.09580235411613351,10,-0.0355251832508956,10,1.0355251832508963,10
LR,raw,1,0,10,REGISTERED_REPORT_ONLY,10,-30.89045536420002,10,-30.595425513086866,10,0.0,10,0.0,10,-0.28917127572920437,10,0.9903787776355231,10,0.0,10,0.0,10,0.00962122236447698,10,,0,,0
LR,raw,1,0,50,REGISTERED_REPORT_ONLY,10,-39.44087328447834,10,-37.446451419026715,10,0.0,10,0.0,10,-1.9073304619925329,10,0.9524915747937511,10,0.0,10,0.0,10,0.04750842520624888,10,,0,,0
LR,raw,1,1,10,REGISTERED_REPORT_ONLY,10,-20.324913239435062,10,-19.93694654759654,10,0.0,10,0.0,10,-0.353412684162031,10,0.9829334674142609,10,0.0,10,0.0,10,0.017066532585738876,10,,0,,0
LR,raw,1,10,50,REGISTERED_REPORT_ONLY,10,-8.37303097906462,10,-6.734730962243736,10,0.0,10,0.0,10,-1.637775466516905,10,0.8103381990558927,10,0.0,10,0.0,10,0.18966180094410712,10,,0,,0
LR,raw,2,0,10,REGISTERED_REPORT_ONLY,10,-18.494973446474155,10,-8.865710532939074,10,8.906745200220517,10,-18.031699904831665,10,-0.33459163691084537,10,0.486334673956727,10,-0.46623987646738785,10,0.9479314635799845,10,0.017919086400429562,10,-0.3534265345167624,10,1.3534265345167622,10
LR,raw,2,0,50,REGISTERED_REPORT_ONLY,10,-29.423735866572407,10,-14.58854926587859,10,27.94464944845079,10,-42.07836482670312,10,-1.3339846570621012,10,0.4978535970894511,10,-0.9535222386953963,10,1.426994168532957,10,0.04557376015589959,10,-0.3218081026847298,10,1.32180810268473,10
LR,raw,2,1,10,REGISTERED_REPORT_ONLY,10,-15.862108063866954,10,-9.105092220708485,10,8.769457487002732,10,-15.108710869483623,10,-0.31577395491854987,10,0.5584386841842705,10,-0.5179763002760842,10,0.9345011499869134,10,0.019610287614184825,10,-0.3275243413739469,10,1.3275243413739468,10
LR,raw,2,10,50,REGISTERED_REPORT_ONLY,10,-11.01776692075395,10,-5.401085928812353,10,19.780259988104227,10,-24.125645099630738,10,-0.9842883051352691,10,0.4892518122430098,10,-1.8448940086682395,10,2.2105329620725067,10,0.09230603577910355,10,-0.30298098700636766,10,1.302980987006368,10
LR,std,1,0,10,REGISTERED_REPORT_ONLY,10,-7.418786774316392,10,-6.778327438492376,10,0.0,10,0.0,10,-0.6487891491044502,10,0.9135031465174213,10,0.0,10,0.0,10,0.08649685348257882,10,,0,,0
LR,std,1,0,50,REGISTERED_REPORT_ONLY,10,-22.58216929797883,10,-19.913791010224074,10,0.0,10,0.0,10,-2.6515604145468386,10,0.8801621047054664,10,0.0,10,0.0,10,0.11983789529453343,10,,0,,0
LR,std,1,1,10,REGISTERED_REPORT_ONLY,10,-5.762037838394079,10,-5.1784405003201925,10,0.0,10,0.0,10,-0.5837603826448321,10,0.898658703181382,10,0.0,10,0.0,10,0.10134129681861803,10,,0,,0
LR,std,1,10,50,REGISTERED_REPORT_ONLY,10,-14.386717091851647,10,-12.455010400092675,10,0.0,10,0.0,10,-1.988003476895392,10,0.8609101052098771,10,0.0,10,0.0,10,0.13908989479012301,10,,0,,0
LR,std,2,0,10,REGISTERED_REPORT_ONLY,10,-79.81059587247091,10,-33.014110974227634,10,-37.01081444870381,10,-9.476510708171089,10,-0.15032514194470423,10,0.4225671540502485,10,0.45891846665974345,10,0.12496572541852219,10,0.001882597390445568,10,0.9077708696746429,10,0.0922291303253571,10
LR,std,2,0,50,REGISTERED_REPORT_ONLY,10,-228.58245506257322,10,-120.36792642129289,10,-95.89100595483649,10,-3.337275655165559,10,-1.0418273008226242,10,0.5223195633434393,10,0.4384665496544847,10,0.01620584545339728,10,0.004475234279776093,10,0.884543888240996,10,0.11545611175900404,10
LR,std,2,1,10,REGISTERED_REPORT_ONLY,10,-71.45189863039575,10,-32.710040107153674,10,-36.917841922280815,10,-2.5311113242711647,10,-0.147566030024318,10,0.4671037580150247,10,0.5010400516943431,10,0.03587077022074309,10,0.002050973250541652,10,0.910048451434247,10,0.08995154856575316,10
LR,std,2,10,50,REGISTERED_REPORT_ONLY,10,-148.59315264748557,10,-86.21956137181961,10,-59.229447151203864,10,6.001191691253845,10,-0.888430299909087,10,0.5876110398413116,10,0.419182805376768,10,-0.04534040415605978,10,0.005771360596842131,10,0.8690632364919062,10,0.13093676350809386,10
