arm,cond,seed,R1,T1,T2,T_A,low_from_task1,T_star,layer,initial_low_layers,Q0_l1,Q0_l2,first_late_low_l1,Q10_l1,first_late_low_l2,Q10_l2,R2_context,R2,R2_reason,start,end,n_intervals,delta,delta_error,delta_median,self,self_error,self_rate,self_median,self_share,upstream,upstream_error,upstream_rate,upstream_median,upstream_share,cross,cross_error,cross_rate,cross_median,cross_share,bias,bias_error,bias_rate,bias_median,bias_share,upstream_growth,upstream_growth_error,upstream_growth_rate,upstream_growth_median,upstream_growth_share,upstream_rotation,upstream_rotation_error,upstream_rotation_rate,upstream_rotation_median,upstream_rotation_share,self_growth,self_growth_error,self_growth_rate,self_growth_median,self_growth_share,self_rotation,self_rotation_error,self_rotation_rate,self_rotation_median,self_rotation_share,closure_residual,upstream_growth_fraction,upstream_rotation_fraction,self_growth_fraction,self_rotation_fraction,bias_absolute_share
ELU,raw,6,L1_FIRST,1,2,3,False,1,L1_FIRST,,0.0,0.0,11,0.8894833333333333,11,0.9999833333333333,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.208145908694325,3.1642921524924354e-12,-2.1247643788841994,0.06674324768050205,2.772628441351778e-13,0.06674324768050205,0.05851808863699639,-0.03022592276067811,-0.3470179000799448,1.2606183732700537e-12,-0.3470179000799448,-0.25666753202446957,0.15715351902861174,-1.9331396783656853,2.8162714788397305e-12,-1.9331396783656853,-1.7910847981480167,0.8754583067876838,0.005268422070803354,4.310501241093256e-16,0.005268422070803354,0.009030608460307121,-0.0023859030556176277,-0.08205667165146249,2.386833208859709e-12,-0.08205667165146249,-0.05219234031470985,0.03716089200825617,-0.26496122842848235,2.9814190382677144e-12,-0.26496122842848235,-0.26892205694153365,0.1199926270203556,0.04386970412148191,2.4170922582970996e-13,0.04386970412148191,0.030392125127639405,-0.019867212555452023,0.022873543559020177,2.9322984702607367e-13,0.022873543559020177,0.00567661917388685,-0.010358710205226105,4.440892098500626e-16,0.2364623601046475,0.7635376398953526,0.6572905222036075,0.34270947779639305,0.0023859030556176277
ELU,std,6,L2_FIRST,6,2,3,False,2,L2_FIRST,,0.0,0.0,11,0.5024,11,1.0,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-102.87215631252333,4.0529568689942305e-11,-104.33399878476465,-22.78623796480107,1.0559417381621147e-11,-11.393118982400535,-22.99298639164739,0.22150053796458766,-21.438250574676275,3.4380246881908525e-11,-10.719125287338137,-23.176715608203793,0.20839701764923974,-58.63013593884274,4.314282690432618e-11,-29.31506796942137,-57.77938004295834,0.5699320208738086,-0.01753183420325513,9.976022924673168e-16,-0.008765917101627566,-0.04047081656608498,0.0001704235123641601,-19.75330237416385,8.614543207195037e-11,-9.876651187081926,-20.85913246257619,0.19201796756504022,-1.6849482005124292,8.511747741965265e-11,-0.8424741002562146,-1.7262616626724494,0.016379050084199594,-9.663469535502927,6.847877045170932e-12,-4.831734767751463,-9.59107941152947,0.09393668687322466,-13.122768429298144,9.824022880311512e-12,-6.561384214649072,-13.971260469626099,0.127563851091363,-1.4210854715202004e-14,0.9214045850129791,0.07859541498702127,0.4240923644539535,0.5759076355460465,0.0001704235123641601
ELU,raw,7,L1_FIRST,1,2,3,False,1,L1_FIRST,,0.0,0.0,11,0.9071416666666666,11,0.99985,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.676108194230541,3.6583472515231256e-12,-2.3261322931991453,0.10533326230991306,2.596111365871734e-13,0.10533326230991306,0.07216204954964048,-0.03936061424459688,-0.3341212359896866,1.3909555673474967e-12,-0.3341212359896866,-0.3054718505292514,0.12485341090095806,-2.44012905533776,3.297093411254411e-12,-2.44012905533776,-2.0114817431820353,0.9118200305198676,-0.00719116521300748,5.64982592081145e-16,-0.00719116521300748,-0.0009946748614311218,0.0026871728237711063,-0.09453076401312427,3.099588335307922e-12,-0.09453076401312427,-0.07921381464899974,0.035323969418323393,-0.23959047197656244,3.669232880986568e-12,-0.23959047197656244,-0.3028384644432214,0.0895294414826347,0.0484616752816387,2.228157486488281e-13,0.0484616752816387,0.04399748686695275,-0.018109011954792375,0.056871587028274356,2.635613906647523e-13,0.056871587028274356,0.05789344638722757,-0.0212516022898045,0.0,0.28292354340519127,0.7170764565948089,0.46007950593093805,0.5399204940690618,0.0026871728237711063
ELU,std,7,L2_FIRST,6,2,4,False,2,L2_FIRST,,0.0,0.0,11,0.5075416666666667,11,0.9999666666666667,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-103.82722124177259,3.8896133796333096e-11,-102.5883253782317,-23.40653316499751,9.780765718904754e-12,-11.703266582498754,-23.630626093135657,0.22543734566961912,-16.393209656780986,3.2425682547281815e-11,-8.196604828390493,-16.066238059937504,0.15788932286464333,-63.97755468143683,4.146795466736947e-11,-31.988777340718414,-65.47448260760257,0.6161924966908088,-0.04992373855726328,1.0707951459310644e-15,-0.02496186927863164,-0.0430913926102221,0.00048083477492873096,-14.912193858554947,8.040605264218863e-11,-7.456096929277473,-14.616518993335085,0.14362508868296048,-1.481015798226038,7.890431943732713e-11,-0.740507899113019,-1.1223996595697943,0.014264234181682827,-8.152640647345962,6.097999686054877e-12,-4.076320323672981,-8.025656626497742,0.07852122545359931,-15.25389251765155,9.167506683680601e-12,-7.626946258825775,-14.500299914139157,0.14691612021601982,0.0,0.90965675244607,0.09034324755392985,0.3483062010882306,0.6516937989117695,0.00048083477492873096
ELU,raw,8,L1_FIRST,1,2,3,False,1,L1_FIRST,,0.0,0.0,11,0.9304333333333333,11,0.9996833333333334,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.942163337847906,3.614156733163769e-12,-2.8059316894615,0.011722083103437933,2.803989136143391e-13,0.011722083103437933,0.048585942014824024,-0.003984171426733991,-0.23766313249655766,1.34791382595875e-12,-0.23766313249655766,-0.2493271831663632,0.08077836109208004,-2.7107872166501825,3.224710825119517e-12,-2.7107872166501825,-2.3138149799799255,0.921358505756187,-0.005435071804604377,4.743034675244884e-16,-0.005435071804604377,0.002432173117995262,0.0018473045784670643,-0.17960579667747908,2.6527627628320436e-12,-0.17960579667747908,-0.12803520135521296,0.06104548798057375,-0.058057335819078605,3.197829752939443e-12,-0.058057335819078605,-0.034523133572595406,0.019732873111506313,-0.026997127263237868,2.483729437361106e-13,-0.026997127263237868,-0.012120729153028387,0.009175944420198427,0.038719210366675805,2.950099017149049e-13,0.038719210366675805,0.04010322223099852,-0.013160115846932418,-4.440892098500626e-16,0.7557158520582932,0.244284147941707,-2.3030998010345076,3.303099801034508,0.0018473045784670643
ELU,std,8,L2_FIRST,5,2,4,False,2,L2_FIRST,,0.0,0.0,11,0.5002916666666667,11,0.9999666666666667,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-58.89251708703665,2.6906265838554614e-11,-60.654020596286436,-14.98117860212243,7.785817517637727e-12,-7.490589301061215,-14.789691926380183,0.2543816998003651,-12.881891724357825,2.8538164001416494e-11,-6.440945862178912,-14.156996336234123,0.21873562825171503,-31.028592564581853,2.894112056431376e-11,-15.514296282290926,-31.698381714506034,0.5268681676268823,-0.0008541959745343774,9.138935699237748e-16,-0.0004270979872671887,-0.011530248913913965,1.4504321037458289e-05,-11.790119522433242,6.860934009997195e-11,-5.895059761216621,-11.979251967691354,0.20019724246135964,-1.0917722019245835,7.178286400806228e-11,-0.5458861009622917,-1.594012532335799,0.01853838579035541,-5.18182389917946,4.618570183629575e-12,-2.59091194958973,-5.139135430302538,0.08798781501427924,-9.799354702942969,7.625191018059597e-12,-4.899677351471484,-9.994802453688262,0.16639388478608585,7.105427357601002e-15,0.9152475253413133,0.08475247465868678,0.3458889341620515,0.6541110658379484,1.4504321037458289e-05
ELU,raw,9,L1_FIRST,1,2,3,False,1,L1_FIRST,,0.0,0.0,11,0.9167666666666666,11,1.0,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.968066943683473,2.916814110450519e-12,-2.4798239136594162,-0.1185572516014296,2.780721252206393e-13,-0.1185572516014296,-0.1287611258810794,0.039944264685046485,-0.11887624375744237,1.157097654120087e-12,-0.11887624375744237,-0.04861373605759412,0.04005173940245191,-2.7119219731694595,2.60820243001148e-12,-2.7119219731694595,-2.2892221043320085,0.9136997327303781,-0.01871147515514167,4.464499576735307e-16,-0.01871147515514167,-0.013745184987783432,0.006304263182123543,-0.025810056795147415,2.03032376608517e-12,-0.025810056795147415,-0.05126508587616264,0.008695914642382105,-0.09306618696229493,2.6128695968327724e-12,-0.09306618696229493,-0.029306945145204207,0.031355824760069796,-0.027758438880736796,2.6232604425356543e-13,-0.027758438880736796,-0.012360095360691119,0.009352362802938542,-0.09079881272069283,3.0783555330326887e-13,-0.09079881272069283,-0.12785388715339788,0.03059190188210795,0.0,0.21711702842672928,0.7828829715732706,0.23413531020486372,0.7658646897951364,0.006304263182123543
ELU,std,9,L2_FIRST,,2,3,False,2,L2_FIRST,,0.0,0.0,,0.49073333333333335,11,1.0,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-100.05400268488742,3.791501221590693e-11,-99.16481236908584,-24.08741872676787,1.0411134590933188e-11,-12.043709363383934,-23.28563449720302,0.24074417894733693,-17.22133997499194,3.2186220919476194e-11,-8.61066998749597,-16.400305608409724,0.17212045008563281,-58.72284013023896,4.149590079208858e-11,-29.36142006511948,-58.45595287322679,0.5869114533596635,-0.02240385288867401,1.14540292634508e-15,-0.011201926444337006,-0.015985235571861267,0.00022391760736682634,-16.226420888397485,7.934323281047585e-11,-8.113210444198742,-15.813759936622771,0.16217662914997394,-0.9949190865944552,7.913269765036209e-11,-0.4974595432972276,-1.594189638866288,0.009943820935658898,-9.628792784923732,6.608809831566701e-12,-4.814396392461866,-9.742468958764167,0.09623595784817218,-14.458625941844137,9.69901244807375e-12,-7.229312970922068,-15.514760467316263,0.14450822109916475,-1.4210854715202004e-14,0.9422275451248724,0.057772454875127735,0.39974365431790526,0.6002563456820947,0.00022391760736682634
GELU,raw,0,L1_FIRST,1,,1,True,1,L1_FIRST,,8.333333333333334e-06,0.0,11,0.999925,,0.0003333333333333333,L2_LEDGER_WHEN_L1_FIRST,SELF_CARRIES,,0,1,1,-0.00033087665280000423,7.86333613981816e-14,-0.0010781646212260556,-0.033467435485201015,1.445429921467497e-13,-0.033467435485201015,-0.015170058290177747,101.1477697262313,0.0038363924297622094,7.850207720481361e-14,0.0038363924297622094,0.002010941442391577,-11.594630196168861,0.03356345862211408,1.4466428518123959e-13,0.03356345862211408,0.01530438265806695,-101.4379779839022,-0.004263292219475261,5.371839754370498e-16,-0.004263292219475261,-0.006832366925664246,12.884838453839699,0.007354006209641443,1.4408971894569984e-13,0.007354006209641443,0.010530841286295924,-22.22582387548061,-0.003517613779879232,1.4362619916799296e-13,-0.003517613779879232,0.009208066678252896,10.631193679311746,-0.03580291135172971,1.1542128791096143e-13,-0.03580291135172971,-0.008750540369749128,108.20621838607178,0.0023354758665286774,1.4668557364710844e-13,0.0023354758665286774,0.004698559897995689,-7.058448659840431,1.7509865085640897e-17,1.916906662777787,-0.9169066627777868,1.069783532340308,-0.06978353234030743,12.884838453839699
GELU,std,0,L2_FIRST,2,1,3,False,1,L2_FIRST,,0.0,0.0,11,0.5161166666666667,11,1.0,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,1,1,-10.041456051884063,8.467051288618332e-12,-10.495847591937002,-0.16469785679656979,1.6962270861833036e-13,-0.16469785679656979,-0.1577606935452434,0.016401790332555184,0.30070842926410607,4.994635044297132e-12,0.30070842926410607,-0.16045519476788436,-0.02994669574913736,-10.190197098504084,5.725574665921249e-12,-10.190197098504084,-10.210891968400679,1.014812697068182,0.01273047415248584,4.3234155577752084e-16,0.01273047415248584,0.014044714393094182,-0.0012677916515998933,0.25620716804498,1.7076506991086545e-11,0.25620716804498,-0.44096821175665246,-0.02551494192885585,0.044501261219126016,1.364432197650074e-11,0.044501261219126016,0.0860314093642647,-0.004431753820281503,-0.03571994691691489,1.191492144306404e-13,-0.03571994691691489,-0.032312766767090155,0.0035572477469751817,-0.12897790987965493,1.4535141873586007e-13,-0.12897790987965493,-0.13628137685012542,0.012844542585580007,1.7763568394002505e-15,0.8520119262102842,0.14798807378971565,0.21688167418617457,0.7831183258138257,0.0012677916515998933
