arm,seed,is_control,depth_median,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9
R_1216,6,1,4.556623697280884,3.032431411743164,3.4130631923675536,3.770152544975281,4.189564037322998,4.556623697280884,5.0145257949829105,5.6260739803314195,6.297833824157715,7.290452003479004
R_1216,7,1,5.131349086761475,2.8989224433898926,3.7464107513427733,4.189136743545532,4.704385757446289,5.131349086761475,5.5449858665466305,6.095541858673095,6.732384586334229,7.473421716690064
R_1216,8,1,4.818093299865723,3.036944532394409,3.6145731449127196,4.0082391738891605,4.354388427734375,4.818093299865723,5.315675735473633,5.789494228363037,6.487407779693603,7.325948047637939
R_1216,9,1,4.630713939666748,2.899542808532715,3.5106489658355713,3.9246397018432617,4.263413906097412,4.630713939666748,4.971732139587402,5.339690208435059,5.930452823638916,7.145900249481201
LR_1216,0,1,4.107373237609863,3.1489577770233153,3.4840967655181885,3.7043683052062986,3.9349950790405273,4.107373237609863,4.328726387023925,4.534083366394043,4.76212272644043,5.049472045898438
LR_1216,1,1,4.323202610015869,3.3158138751983643,3.682750368118286,3.937878227233887,4.151074981689453,4.323202610015869,4.524863433837891,4.7759318351745605,5.082732009887695,5.6185427665710455
LR_1216,2,1,4.068059206008911,3.172119975090027,3.5277249336242678,3.753277802467346,3.919430208206177,4.068059206008911,4.319924926757812,4.584154319763184,4.8757080078125,5.255644464492798
LR_1216,3,1,4.081892490386963,3.1432180643081664,3.4691837787628175,3.68582706451416,3.917126178741455,4.081892490386963,4.23629789352417,4.479117584228516,4.748587989807129,5.334432077407837
LR_1216,4,1,4.322962045669556,3.279684615135193,3.684400844573975,3.8979195594787597,4.117199897766113,4.322962045669556,4.543577671051025,4.781578826904297,4.9984426498413095,5.2768432140350345
LR_1216,5,1,4.126465797424316,3.1369919776916504,3.514815330505371,3.775876760482788,3.9695823192596436,4.126465797424316,4.271941184997559,4.491208553314209,4.687737941741943,5.148134708404541
LR_1216,6,1,4.167152404785156,3.123651123046875,3.4602019786834717,3.7223625659942625,3.9147233963012695,4.167152404785156,4.390556335449219,4.6048760414123535,4.921647930145264,5.310174751281738
LR_1216,7,1,4.102584362030029,3.334881329536438,3.53969144821167,3.7000885963439942,3.8974028110504153,4.102584362030029,4.282960510253906,4.526140022277832,4.759343719482422,5.060004711151123
LR_1216,8,1,4.379279613494873,3.474544811248779,3.7177852630615233,3.926743674278259,4.17840805053711,4.379279613494873,4.586115264892578,4.785183238983154,5.003879356384277,5.370448398590088
LR_1216,9,1,4.107219934463501,3.2877022504806517,3.54333553314209,3.7384701490402223,3.90556321144104,4.107219934463501,4.305058288574219,4.497870016098022,4.6795018196105955,5.049199867248535
E_1216,0,1,8.827492713928223,6.618949222564697,7.08900203704834,7.50744743347168,8.285471534729004,8.827492713928223,9.44233226776123,9.966436958312988,10.637456321716309,11.29044532775879
E_1216,1,1,9.022278785705566,6.989564609527588,7.808126735687256,8.187359237670899,8.652666473388672,9.022278785705566,9.589132118225098,10.38857078552246,11.245235252380372,12.615248489379884
E_1216,2,1,8.687708854675293,5.632726001739502,6.772140026092529,7.717884826660156,8.323262786865234,8.687708854675293,9.099008560180664,9.491096878051758,9.970576095581057,10.771692657470703
E_1216,3,1,8.846585750579834,6.740402269363403,7.442369747161865,7.991438913345337,8.537569808959962,8.846585750579834,9.198699951171875,9.651364994049072,10.243232536315919,11.263795375823975
E_1216,4,1,9.259541988372803,7.220528268814087,8.028505897521972,8.476680278778076,8.765300369262695,9.259541988372803,9.684333419799804,10.151949691772462,10.560796165466309,11.49605598449707
E_1216,5,1,8.360374927520752,6.041069507598877,6.691470050811768,7.26328649520874,7.864290237426759,8.360374927520752,8.762938499450684,9.25097484588623,9.873431777954101,10.71696481704712
E_1216,6,1,8.063016414642334,6.3966286182403564,6.9601030349731445,7.3873748779296875,7.709360599517822,8.063016414642334,8.34220027923584,8.798351764678955,9.560561180114746,10.535940647125244
E_1216,7,1,9.460891246795654,6.990139675140381,7.773589611053468,8.594506072998048,8.973899459838867,9.460891246795654,9.999724197387696,10.411244297027586,11.23639736175537,11.972567749023439
E_1216,8,1,9.153230667114258,6.987396717071533,7.626924705505371,8.067218589782716,8.591519546508788,9.153230667114258,9.534566497802734,9.920282173156739,10.38370876312256,10.952844047546387
E_1216,9,1,8.748008728027344,6.805091762542724,7.44991979598999,7.860300350189209,8.358188438415528,8.748008728027344,9.19331398010254,9.64367218017578,10.338718605041503,11.155845069885254
