arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,gamma_l1,beta_l1
LN,raw,0,0,0.001,19,none,0.9213833333,1,1,0,0.0700000003,0.1649029553,24.7464962,-0.7738497853,0.5033333302,66.47559283,0.4952500165,0.005624997895,0.5033333302,0.4813500047,0,0.006007245742,0.01851226576,0.9999967217,1.707431436,0,0.009999999776,4.256722927,1.159310937,3.869687557,1,58.25171891,0,3.660520077,1,0,1,0.9099630713,0.4740386307,0.1275928169,4.95839119,0.4956547916,21.23133278,8.172813416,21.23169136,0.8128656745,-1.049562931
LN,raw,0,0,0.001,20,none,0.9207125,1,1,0,0.09999999404,0.2439460605,24.70804214,-0.7785953879,0.5041666627,66.85281589,0.4954833388,0.008093541488,0.5041666627,0.4816166461,0,-0.01924630441,0.01988143288,0.9999979734,1.56979084,0,0.009999999776,3.846358299,1.196702361,3.702334404,1,66.952443,0,3.199981928,1,0,1,1.010180473,0.484908998,0.14997302,4.32706356,0.465195775,21.83662796,8.700486183,22.45746994,0.8105163574,-1.068892002
LN,raw,0,0,0.001,21,none,0.912925,1,1,0,0.1099999994,0.2889800668,26.29054451,-0.8457352519,0.5074999928,65.22591398,0.4948000014,0.008050787263,0.5074999928,0.4817166924,0,-0.02523941733,0.020005472,0.9999988675,1.698902607,0,0,4.229271889,1.517007828,3.972006083,1,51.7114047,0,2.777118921,1,0,1,1.066872358,0.4326737523,0.1540255696,4.929467678,0.4696312249,22.99857521,9.257231712,22.79546547,0.8209095597,-1.093977809
LN,raw,0,0,0.001,22,none,0.9144729167,1,1,0,0.1400000006,0.3116963804,28.12431717,-0.8930349946,0.5058333278,61.20906166,0.4952166677,0.009647097439,0.5058333278,0.4820833504,0,0.0428308621,0.02083347365,0.9999991655,1.984042645,0,0,4.860479355,1.825755,4.710438251,1,49.80297304,0,2.650005817,1,0,1,0.8555558324,0.3976801336,0.1482657194,5.617368221,0.5068061948,24.0537262,9.866523743,24.03945541,0.8267992139,-1.118060589
LN,raw,0,0,0.001,23,none,0.9169270833,1,1,0,0.1700000018,0.3812297583,29.36909294,-0.8924515843,0.5066666603,59.40340433,0.4951666594,0.01074171811,0.5066666603,0.4798499942,0,0.02919192612,0.02199862711,0.9999995232,2.053176641,0,0,4.937610149,1.945542812,4.567936897,1,45.92767161,8.333333426e-06,2.52586937,1,8.333333426e-06,1,1.10616219,0.4121851027,0.1617652476,5.624797344,0.5036234856,25.14598465,10.58516788,25.50234413,0.8328415751,-1.142242908
LN,raw,0,0,0.001,24,none,0.9141229167,1,1,0,0.1999999881,0.5074520111,29.65907097,-0.7753462195,0.5091666579,58.66448581,0.4918083251,0.01331443246,0.5091666579,0.4785083234,0,0.03111870587,0.02589808777,0.9999992847,2.324944258,0,0,4.750841618,2.060899973,4.288039684,1,49.25721051,0,2.304037094,1,0,1,1.387942791,0.4294050336,0.1851735115,5.446275234,0.4839019179,26.43514442,11.13738346,26.94936371,0.8408838511,-1.173737645
LN,raw,0,0,0.001,25,none,0.8681791667,1,1,0,0.1799999923,0.7834827304,32.05814743,-0.5774325132,0.5041666627,55.44834306,0.4931333363,0.0188143868,0.5041666627,0.4827166498,0,0.0807518214,0.02945130505,1.000000238,2.633734941,0,0,5.566780567,2.553119898,5.020856857,1,51.39601117,0,2.185092926,1,0,1,1.055074334,0.3827421367,0.1746743917,6.304004669,0.4941053987,28.15025711,11.8072958,28.97134972,0.8637371659,-1.20281446
LN,raw,0,0,0.001,26,none,0.87913125,1,1,0,0.1999999881,0.9557877779,31.77327728,-0.4877734482,0.5058333278,54.10437885,0.4927500188,0.02320724726,0.5058333278,0.4827999771,0,0.09083840996,0.03391243145,1.000000477,3.009728432,0,0,6.366205215,2.750120163,5.839099407,1,49.91861959,0,2.311686039,1,0,1,0.7672777772,0.3919765055,0.1688505709,7.145236969,0.5162369013,29.91114426,12.44140339,30.48471069,0.879298687,-1.225305676
LN,raw,0,0,0.001,27,none,0.8974875,0.9966666698,0.9966666698,0,0.2099999934,1.104854822,33.65982437,-0.5926975608,0.5091666579,52.19540521,0.491050005,0.02716295049,0.5091666579,0.4819166362,0,0.07960861176,0.03658270463,1.000000834,3.401177645,0,0,6.714221954,3.271175861,6.24344492,1,53.30939225,0,2.051889181,1,0,1,1.068388581,0.3584581316,0.1743966937,7.317231655,0.5252713561,31.06344032,12.94750023,33.33074188,0.8906069994,-1.254289031
LN,raw,0,0,0.001,28,none,0.8208020833,0.8991667032,0.8991667032,0,0.25,1.205968261,38.42218781,-0.7731301785,0.5074999928,48.00252593,0.493050009,0.02529360726,0.5074999928,0.4827999771,0,0.1449911743,0.03705439717,1.000001073,3.739293814,0,0,7.003763199,4.333692074,6.402831554,1,54.60708443,0,1.60872519,1,0,1,0.8372852802,0.2948745489,0.1826647967,7.543875694,0.5488414168,32.28305435,13.42523766,36.45768738,0.9063379765,-1.278424859
LN,raw,0,0,0.001,29,none,0.769575,0.8891667128,0.8891667128,0,0.25,1.270511031,38.32110977,-0.9770834446,0.5074999928,44.01480324,0.492200017,0.02801319212,0.5074999928,0.4819833338,0,0.118559204,0.03944975883,1.000000834,4.161972523,0,0,6.421254158,4.335724831,5.821664333,1,50.173062,0,1.478693128,1,0,1,0.9380354881,0.3104347885,0.2099324614,6.999033451,0.5523269773,34.17048645,13.90705872,39.1182518,0.9092454314,-1.317930102
LN,raw,0,0,0.001,30,none,0.6758854167,0.8375000358,0.8375000358,0,0.2800000012,1.530647993,43.05867767,-0.9931588173,0.5124999881,43.50044892,0.4886916578,0.03270462528,0.5124999881,0.4803416729,0,0.07979347557,0.04168507457,1.000000596,4.847399235,0,0,5.759878635,4.32694006,5.188705444,1,48.44597455,0,1.340613008,1,0,1,1.257926822,0.328643769,0.2469710708,6.267484665,0.5320788622,35.12089539,14.30202484,42.47059631,0.9162276983,-1.347369313
LN,raw,0,0,0.001,31,none,0.59149375,0.6991666555,0.6991666555,0,0.3299999833,1.444128394,42.74611664,-0.9488306642,0.5116666555,39.68338632,0.4886499941,0.02894333191,0.5116666555,0.4817000031,0,0.05753553659,0.04214166477,1.000000834,5.156504154,0,0.01999999955,5.188482285,4.478183746,4.701409817,1,42.6801116,0,1.164762616,1,0,1,1.447799206,0.3280093968,0.283339411,5.682941437,0.5361996889,36.25444794,14.59726906,45.96995544,0.9127457738,-1.382808328
LN,raw,0,0,0.001,32,none,0.52648125,0.6541666985,0.6541666985,0,0.3999999762,1.559660673,45.44948578,-1.007785916,0.5124999881,38.21244928,0.4870083332,0.031528797,0.5124999881,0.480191648,0,0.08078532666,0.04409929737,1.000000477,5.624365807,0,0.009999999776,4.322085857,3.664535284,3.89490819,1,33.44814548,0,1.179201126,1,0,1,1.828425765,0.4154269397,0.3519583344,4.888160706,0.5079340935,37.25257492,14.63532925,48.52770233,0.9023659229,-1.421594262
LN,raw,0,0,0.001,33,none,0.49635625,0.6100000143,0.6100000143,0,0.3799999952,1.631758094,46.16446686,-0.9718293548,0.5149999857,37.48678232,0.4863833487,0.03250984475,0.5149999857,0.48028332,0,0.09322547913,0.04699729756,1.000000596,5.991124153,0,0.009999999776,5.031627178,4.49783659,4.481675625,1,36.35325392,0,1.116941333,1,0,1,1.605561256,0.3472589552,0.3108996749,5.820750237,0.5148928165,39.17386627,14.80528355,52.34404373,0.9106268883,-1.435820937
LN,raw,0,0,0.001,34,none,0.3950958333,0.4941666722,0.4941666722,0,0.4399999976,1.738083124,51.5641861,-1.030357242,0.5166666508,31.55140524,0.4854916632,0.03137194738,0.5166666508,0.4807083309,0,0.02957692929,0.04426356405,1.000000238,6.157597065,0,0.05999999866,5.645821571,5.426686287,4.736710548,1,37.00016993,0,1.040084124,1,0,1,1.530852318,0.2930915654,0.2829028666,6.359193802,0.5261666775,40.52518463,15.15845013,55.41986847,0.9079983234,-1.460318446
LN,raw,0,0,0.001,35,none,0.329375,0.4475000203,0.4475000203,0,0.4899999797,1.654705405,56.52410889,-1.027199268,0.5149999857,25.21214959,0.4858166575,0.02762577869,0.5149999857,0.4812499881,0,0.001929785474,0.04006106034,1,6.137047768,0,0.1099999994,7.156554699,7.458099842,5.57324028,1,37.79807742,0,0.9631945491,1,0,1,1.441556215,0.2189795822,0.2299077809,7.566084862,0.5872578025,41.93856812,15.5810957,58.26069641,0.9087821841,-1.476700068
LN,raw,0,0,0.001,36,none,0.2389583333,0.3258333504,0.3258333504,0,0.5600000024,1.666586161,62.17572021,-0.9832417965,0.5166666508,21.66396338,0.4856249988,0.02558951639,0.5166666508,0.4807583392,0,-0.007552674972,0.03634525463,1.000000358,6.120957851,0,0.1599999964,8.016320229,8.125526428,5.761925697,1,31.77759599,0,0.988693893,1,0,1,1.279296994,0.203523472,0.2083184272,8.475435257,0.6174275875,43.03259277,15.88880348,62.1297493,0.9037572145,-1.493354201
LN,raw,0,0,0.001,37,none,0.2392583333,0.3158333302,0.3158333302,0,0.5500000119,1.830416679,76.64770508,-1.009077549,0.5149999857,20.99534028,0.4872916639,0.02484234609,0.5149999857,0.4812583029,0,-0.003063557902,0.03091392107,1.000000238,6.277780056,0,0.25,8.849618912,9.177956581,5.930370808,1,27.29968758,0,0.9635748863,1,0,1,1.295073986,0.178184852,0.1871374696,9.364774704,0.6374412775,44.40548706,16.13899612,65.1678772,0.9110851884,-1.492444992
LN,raw,0,0,0.001,38,none,0.1981416667,0.2558333278,0.2558333278,0,0.5799999833,1.920908451,85.01425934,-1.018625975,0.5166666508,17.61560222,0.4861083329,0.02127239108,0.5166666508,0.4798416793,0,-0.06002631038,0.0282991752,1.000000119,6.39196825,0,0.3899999857,10.1292038,10.97152233,5.601322174,1,20.61136428,0,0.9188869596,1,0,1,1.35483098,0.1515094042,0.1674554795,10.65065098,0.6521816254,46.04655075,16.36622238,68.10388184,0.9127862453,-1.508305311
LN,raw,0,0,0.001,39,none,0.1596770833,0.1933333427,0.1933333427,0,0.5899999738,1.951499104,98.53586578,-1.019198418,0.5124999881,13.18185635,0.4885666668,0.01957909018,0.5124999881,0.4805833399,0,-0.03365433961,0.02468185127,1,6.356711388,0,0.5399999619,11.68677139,12.05887318,5.029446602,1,12.96468112,8.333333426e-06,0.9682822824,1,8.333333426e-06,1,1.193726659,0.1363631338,0.1433776617,13.13177109,0.7187572718,48.55990601,16.64676666,69.60695648,0.9138373137,-1.516107798
LN,raw,0,0,0.001,40,none,0.1566104167,0.1875,0.1875,0,0.5999999642,1.95604372,107.9864273,-0.9459956884,0.5149999857,10.51459647,0.487983346,0.01784181967,0.5149999857,0.4809666276,0,-0.04233890772,0.02202248201,1.000000358,6.249491692,0,0.6699999571,12.80421543,13.069664,4.177118778,1,9.073728304,0.0001083333336,0.97884655,1,0.0001083333409,1,1.107075572,0.1237986311,0.1283033341,17.65337181,0.759335041,50.21647644,16.91601944,71.36791229,0.9112636447,-1.52443707
LN,raw,0,0,0.001,41,none,0.1673145833,0.2075000107,0.2075000107,0,0.6499999762,1.869215965,114.2248764,-1.040147901,0.5149999857,12.13341236,0.488558352,0.01592770033,0.5149999857,0.4816083312,0,-0.07828356326,0.02033309266,1.000000238,6.142744064,0,0.6100000143,12.58356094,12.31504631,4.844372272,1,8.813395812,0.0002333333396,1.019324303,1,0.000233333325,0.9899999499,1.091377735,0.1348157078,0.135294348,15.87845707,0.7785302401,51.21190643,17.03120804,73.06343842,0.9136091471,-1.528454304
LN,raw,0,0,0.001,42,none,0.13633125,0.1625000089,0.1625000089,0,0.6599999666,1.76320231,116.4428711,-1.062052608,0.5133333206,9.338712245,0.4900083244,0.01437201537,0.5133333206,0.48164168,0,-0.07034816593,0.01924767159,0.9999996424,6.051726341,0,0.7999999523,14.39671707,12.98814392,4.709658146,1,6.620783371,0.0006833333173,1.107318521,1,0.0006833333173,0.9899999499,1.016539812,0.1336433887,0.1250662059,20.96234131,0.8340928555,52.48386002,17.29907608,74.03408051,0.9119830132,-1.53110528
LN,raw,0,0,0.001,43,none,0.1540958333,0.1833333373,0.1833333373,0,0.6899999976,1.771077871,127.2260513,-1.24776876,0.5116666555,9.950264462,0.4898166656,0.01444019657,0.5116666555,0.4817333221,0,-0.06150845811,0.01787645556,0.9999998808,6.085711479,0,0.75,16.16639328,15.00825405,5.17375803,1,7.08379804,0.000941666658,1.074872732,1,0.000941666658,0.9899999499,1.095940351,0.110758163,0.1055144593,23.78031349,0.8175845742,53.56267548,17.5127182,75.70146179,0.9219766855,-1.52611208
LN,raw,0,0,0.001,44,none,0.1484458333,0.1616666764,0.1616666764,0,0.6699999571,1.876175404,132.1437073,-1.219535351,0.5124999881,9.825903525,0.4898250103,0.01440573111,0.5124999881,0.481774956,0,-0.05312879384,0.01759786718,0.9999995828,6.191939831,0,0.7699999809,18.30527306,18.03330231,4.694066048,1,6.7954284,0.001833333401,1.017561436,1,0.001833333285,0.9799999595,1.169427752,0.09311477095,0.09468834847,27.80839348,0.8151466846,54.59841537,17.69635201,76.15659332,0.9281436801,-1.522329092
LN,raw,0,0,0.001,45,none,0.1402020833,0.164166674,0.164166674,0,0.6699999571,1.779307127,142.1534576,-1.38876307,0.5149999857,8.02931366,0.4890916646,0.01320096292,0.5149999857,0.4811416566,0,-0.06834444404,0.01635116525,0.9999993443,6.206096172,0,0.8100000024,22.61502838,22.66872025,5.367686272,1,5.485399223,0.001058333321,0.9928606749,1,0.001058333321,0.9899999499,1.105368495,0.07441563159,0.07755193114,33.54906082,0.7948133349,56.13889694,17.97131538,77.69852448,0.9325081706,-1.525897741
LN,raw,0,0,0.001,46,none,0.1334770833,0.1450000107,0.1450000107,0,0.6699999571,1.844454765,136.4026947,-1.37350142,0.5133333206,7.927619009,0.4876416624,0.01356056426,0.5133333206,0.480791688,0,-0.04612328857,0.01722242124,0.9999997616,6.233989716,0,0.8499999642,23.96438789,23.37647629,5.479194641,1,5.191414455,0.001825000043,1.01997602,1,0.001825000043,0.9799999595,1.057378411,0.0737214461,0.07398451865,36.49597931,0.8026185036,56.16551971,18.12154198,79.63271332,0.9359449744,-1.522250056
LN,raw,0,0,0.001,47,none,0.1343604167,0.1483333409,0.1483333409,0,0.6599999666,1.949644446,145.0106049,-1.263090134,0.5158333182,7.551563618,0.4878750145,0.01383504923,0.5158333182,0.480858326,0,-0.07641015202,0.01668892056,0.9999998808,6.413604736,0,0.8599999547,23.56225395,22.21168327,4.734829903,1,5.472431174,0.001649999991,1.058619738,1,0.001649999991,0.9899999499,1.052977562,0.07648160309,0.07303715497,37.7223587,0.8025372028,57.2871933,18.17312813,80.23521423,0.9357783198,-1.526053786
LN,raw,0,0,0.001,48,none,0.1258520833,0.1358333379,0.1358333379,0,0.6599999666,2.005984783,149.4203033,-1.291505456,0.5141666532,7.616082858,0.4883750081,0.01408691984,0.5141666532,0.4811583459,0,-0.06646133214,0.01644392125,1.000000119,6.442331791,0,0.8399999738,25.74620247,24.58457947,6.140084267,1,6.598584838,0.0006166666863,1.048491001,1,0.0006166666863,0.9899999499,1.041330695,0.07025556266,0.06776948273,39.34267807,0.7964705229,58.6062355,18.33407593,80.42585754,0.9393256903,-1.523899674
LN,raw,0,0,0.001,49,none,0.13144375,0.1450000107,0.1450000107,0,0.6499999762,2.011635065,152.3300629,-1.274327636,0.5124999881,7.376923969,0.4895749986,0.01411976572,0.5124999881,0.4813416898,0,-0.03588211164,0.01637686044,0.9999995232,6.493339539,0,0.8399999738,26.5886097,24.60350037,6.552088737,1,5.519833127,0.001366666635,1.066503286,1,0.001366666635,0.9799999595,1.072720051,0.06819776446,0.06390973181,40.71043015,0.7979305983,59.20962906,18.334795,81.20133209,0.9383435845,-1.522434354
LN,raw,0,0,0.001,50,none,0.1261354167,0.1350000054,0.1350000054,0,0.6800000072,2.100543261,155.7564545,-1.25372839,0.5141666532,7.160066569,0.489533335,0.01381056476,0.5141666532,0.4812499881,0,-0.03024316207,0.01620461419,0.999999702,6.537817955,0,0.8299999833,28.4471302,27.15041542,5.947031021,1,4.46145131,0.000475000008,1.043999076,1,0.000475000008,0.9899999499,1.080359101,0.06330513209,0.06154599786,44.05600357,0.7904468179,59.53657532,18.43837738,81.81388855,0.9398991466,-1.520386815
LN,raw,1,1,0.001,1,none,0.9794625,1,1,0,0,0.005352579989,3.308997154,-0.1163392141,0.4875000119,80.12144129,0.5115500093,0.001415021019,0.4875000119,0.484649986,0,0.1444670409,0.01313800178,1.000058413,0.1244233847,0,0,0.04684198648,0.4964448512,-0.4430134296,0.5041666627,50.66565435,0.4712666571,0.09515929222,0.5041666627,0.3343333304,0.02999999933,0.2962971628,0.09920074791,0.08103514463,1.784973145,0.6210715175,3.783886909,0.9069992304,2.584640503,0.9897221923,-0.1705308855
LN,raw,1,1,0.001,2,none,0.9780625,1,1,0,0,0.01209561713,5.89556551,-0.209273681,0.4875000119,79.3762107,0.5110916495,0.002055414487,0.4875000119,0.4826250076,0,0.140782997,0.0126725575,1.000011563,0.2777846754,0,0,0.5491990447,0.5302323103,-0.3961269855,0.8458333611,58.87179874,0.192658335,1.012341738,0.8458333611,0.1814583391,0.03999999911,0.1468225718,0.1063168794,0.04560378939,1.545754075,0.6058885455,5.517615318,1.231356978,3.258430958,0.9856030345,-0.2717680931
