step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
5000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4941,9.44028,0.214398,0.498998,0,0.311013,19.9055,0.0156244,15.1332,0.297569,3.36056,3.36056,0,0.594486,-0.461581,nan,0.101681,-0.596527,-0.447061,-0.555696,-0.633532,0.2775,0.32715,nan,nan
5000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8505,11.2608,0.195611,0.49198,0,0.031226,4.66682,0.00669108,16.2336,0.245335,4.07606,4.07606,0,0.223672,-0.459442,nan,0.0994713,-0.584357,-0.445881,-0.615075,-0.643442,0.2515,0.328825,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5415,9.93965,0.204574,0.489975,0,0.0583942,6.37439,0.00916074,15.5032,0.27214,3.67458,3.67458,0,0.360749,-0.526365,nan,0.117001,-0.767549,-0.523817,-0.66247,-0.691493,0.25,0.29995,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6807,11.0337,0.189087,0.488471,0,0.0532655,5.48345,0.00971387,16.2368,0.241877,4.13434,4.13434,0,0.305592,-0.508642,nan,0.103395,-0.666118,-0.511919,-0.71808,-0.736445,0.2265,0.30865,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.155,8.60215,0.20739,0.493985,0,0.0701383,6.52908,0.0107424,15.4686,0.308271,3.24389,3.24389,0,0.358635,-0.536083,nan,0.112305,-0.727517,-0.54926,-0.723329,-0.770185,0.212,0.292325,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5791,10.6694,0.186262,0.490476,0,0.0391599,5.92876,0.00660508,16.0465,0.251667,3.97351,3.97351,0,0.192052,-0.546359,nan,0.0851684,-0.657789,-0.553348,-0.765823,-0.811152,0.209,0.293775,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.0363,8.02886,0.213014,0.491228,0,0.0265329,4.55608,0.00582361,15.2476,0.329778,3.03234,3.03234,0,0.202209,-0.566457,nan,0.102756,-0.746948,-0.590445,-0.77165,-0.855148,0.1885,0.280125,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5104,10.2211,0.19345,0.492481,0,0.0808711,8.60693,0.00939604,15.8122,0.26994,3.70452,3.70452,0,0.247691,-0.568297,nan,0.0981967,-0.673378,-0.57186,-0.788086,-0.88814,0.192,0.289175,nan,nan
9000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.9382,8.45795,0.201064,0.501504,0,0.0386102,6.49565,0.00594402,15.5474,0.296063,3.37766,3.37766,0,0.210109,-0.592968,nan,0.094299,-0.731738,-0.622427,-0.83403,-0.921107,0.1705,0.268575,nan,nan
9000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5785,10.733,0.193025,0.494486,0,0.066703,6.47303,0.0103048,15.8008,0.255895,3.90785,3.90785,0,0.294231,-0.616773,nan,0.0925188,-0.782827,-0.624943,-0.848418,-0.953404,0.178,0.272325,nan,nan
10000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.9149,8.8691,0.207397,0.495238,0,0.0404176,6.71168,0.00602198,15.1437,0.295458,3.38457,3.38457,0,0.212629,-0.59942,nan,0.0927278,-0.753536,-0.622816,-0.89195,-0.961311,0.162,0.270775,nan,nan
10000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.2587,9.98839,0.194416,0.496992,0,0.0841032,8.36384,0.0100556,15.7853,0.272642,3.66782,3.66782,0,0.250681,-0.617464,nan,0.109318,-0.837169,-0.626956,-0.879024,-0.964345,0.172,0.271875,nan,nan
11000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.1968,10.3001,0.212524,0.48396,0,0.0782218,12.5122,0.00625167,15.127,0.244142,4.09598,4.09598,0,0.352794,-0.599768,nan,0.122627,-0.806072,-0.598068,-0.905315,-1.00395,0.1535,0.281725,nan,nan
11000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.4975,6.43335,0.227231,0.497744,0.00526316,0.161079,23.7512,0.00678192,14.94,0.345599,2.89353,2.89353,0,0.424009,-0.607487,nan,0.153697,-0.758446,-0.595278,-0.877282,-0.926745,0.1785,0.280575,nan,nan
12000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.0347,9.90826,0.207133,0.484461,0,0.0309453,4.35723,0.00710205,15.1568,0.249532,4.0075,4.0075,0,0.266094,-0.632137,nan,0.127539,-0.857249,-0.640379,-1.02135,-1.09414,0.1335,0.269025,nan,nan
12000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.5802,6.33519,0.242375,0.493233,0,0.0589349,9.00774,0.0065427,14.9395,0.385775,2.59218,2.59218,0,0.275868,-0.616241,nan,0.157836,-0.795776,-0.597643,-0.83827,-1.00926,0.1665,0.281025,nan,nan
13000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.9339,9.43112,0.209429,0.488471,0,0.0717226,7.67893,0.00934018,15.5014,0.264724,3.77752,3.77752,0,0.29121,-0.648791,nan,0.15376,-0.873505,-0.661042,-1.03337,-1.14846,0.1285,0.2624,nan,nan
13000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.6187,6.15505,0.254126,0.492732,0,0.112587,10.7239,0.0104987,15.6262,0.41448,2.41266,2.41266,0,0.444934,-0.640205,nan,0.156129,-0.796565,-0.607836,-0.814002,-1.0673,0.153,0.275975,nan,nan
14000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.6407,8.3958,0.215473,0.490226,0,0.0512596,8.99762,0.00569702,15.1476,0.293043,3.41247,3.41247,0,0.245986,-0.675795,nan,0.148366,-0.917398,-0.685174,-1.08395,-1.12802,0.1355,0.256475,nan,nan
14000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.8986,6.39523,0.2601,0.49599,0,0.093489,8.98569,0.0104042,15.5728,0.406018,2.46294,2.46294,0,0.407006,-0.650137,nan,0.172905,-0.850147,-0.600569,-0.791706,-0.85758,0.2015,0.28,nan,nan
15000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5852,8.38268,0.230642,0.488471,0,0.152561,16.7875,0.00908777,14.8342,0.316333,3.16123,3.16123,0,0.314178,-0.681836,nan,0.156667,-0.918005,-0.682584,-1.08333,-1.22365,0.1145,0.258975,nan,nan
15000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.5622,6.05499,0.261899,0.49599,0,0.0839389,11.2962,0.00743072,15.5848,0.413094,2.42076,2.42076,0,0.253077,-0.658866,nan,0.193533,-0.835422,-0.605773,-0.815775,-0.888104,0.1925,0.277775,nan,nan
16000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.7517,8.75261,0.221749,0.489223,0,0.0284157,4.92119,0.00577417,15.2022,0.302886,3.30157,3.30157,0,0.236856,-0.713256,nan,0.147769,-0.948219,-0.721906,-1.03642,-1.26331,0.1115,0.245375,nan,nan
16000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.6956,6.41238,0.265753,0.491228,0,0.0675227,8.36381,0.0080732,15.4257,0.408593,2.44742,2.44742,0,0.244675,-0.679168,nan,0.18448,-0.880184,-0.618562,-0.786864,-0.862022,0.1825,0.2723,nan,nan
17000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.7251,8.63098,0.218696,0.490978,0,0.0200983,4.24143,0.00473856,15.067,0.30687,3.25871,3.25871,0,0.188832,-0.747441,nan,0.142457,-0.967576,-0.756306,-1.11176,-1.26777,0.114,0.234325,nan,nan
17000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.6202,6.23687,0.291569,0.491479,0,0.647521,41.0087,0.0157898,15.0761,0.42772,2.33798,2.33798,0,0.593736,-0.688059,nan,0.188796,-0.925615,-0.610013,-0.80579,-0.95085,0.159,0.27525,nan,nan
18000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.6763,8.89376,0.207719,0.488722,0,0.0487908,7.18885,0.00678701,15.6101,0.29282,3.41507,3.41507,0,0.215878,-0.748992,nan,0.151853,-0.99335,-0.75005,-1.1124,-1.26413,0.1175,0.237225,nan,nan
18000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.8125,7.11183,0.276822,0.497494,0,0.0813532,9.45739,0.00860207,15.4628,0.393513,2.54121,2.54121,0,0.310484,-0.717039,nan,0.199145,-0.933046,-0.640378,-0.859238,-0.93326,0.1755,0.265825,nan,nan
19000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5353,8.73245,0.202044,0.489474,0,0.0316528,4.98593,0.00634842,15.4235,0.284508,3.51484,3.51484,0,0.227093,-0.764449,nan,0.165647,-1.00212,-0.774063,-1.13946,-1.27373,0.1065,0.230225,nan,nan
19000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.7145,7.12214,0.280864,0.491479,0,0.0501238,7.72479,0.00648869,15.5092,0.38535,2.59504,2.59504,0,0.267522,-0.73244,nan,0.18404,-0.954127,-0.659032,-0.918428,-1.03301,0.1505,0.263525,nan,nan
20000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.8766,9.35244,0.199783,0.487719,0,0.0420433,6.39207,0.00657742,15.5428,0.263235,3.79889,3.79889,0,0.23284,-0.771855,nan,0.15796,-1.03544,-0.755425,-1.02489,-1.23785,0.1105,0.233325,nan,nan
20000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.7907,8.006,0.267241,0.487218,0,0.235257,23.3636,0.0100694,15.7219,0.360544,2.77359,2.77359,0,0.35364,-0.730486,nan,0.174014,-0.898948,-0.636662,-0.878722,-1.11099,0.134,0.2699,nan,nan
21000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.8749,10.3509,0.174833,0.486717,0,0.179992,19.6351,0.00916681,15.7471,0.202521,4.93776,4.93776,0,0.554862,-0.792927,nan,0.170646,-1.08305,-0.786899,-1.16087,-1.38067,0.086,0.22535,nan,nan
21000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.1136,9.58331,0.247688,0.484962,0,0.0375147,4.93238,0.0076058,15.749,0.321334,3.11203,3.11203,0,0.296433,-0.778096,nan,0.193827,-1.08304,-0.709009,-0.969675,-1.19897,0.1145,0.246725,nan,nan
22000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.4582,9.15137,0.177667,0.488972,0,0.0237973,4.39845,0.00541039,15.4489,0.208656,4.79258,4.79258,0,0.299989,-0.819651,nan,0.178152,-1.11449,-0.826987,-1.23345,-1.31521,0.098,0.2153,nan,nan
22000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.2108,10.0117,0.233354,0.481955,0,0.0445303,4.29646,0.0103644,15.5201,0.292976,3.41325,3.41325,0,0.422262,-0.802169,nan,0.187617,-1.09976,-0.74742,-0.985896,-1.28532,0.0985,0.235675,nan,nan
23000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.2985,8.45592,0.182516,0.495489,0,0.0735374,7.24253,0.0101535,15.4323,0.257122,3.88921,3.88921,0,0.440617,-0.832595,nan,0.179253,-1.13748,-0.840934,-1.24549,-1.35814,0.088,0.2118,nan,nan
23000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.8054,8.86465,0.233712,0.487719,0,0.104097,7.89284,0.0131887,15.5426,0.289931,3.44909,3.44909,0,0.33503,-0.822691,nan,0.187237,-1.02063,-0.784113,-1.11902,-1.34107,0.0905,0.2273,nan,nan
24000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.203,7.35734,0.181334,0.501504,0,0.0332798,7.01839,0.0047418,15.5723,0.298888,3.34574,3.34574,0,0.246371,-0.847349,nan,0.187295,-1.16167,-0.853259,-1.16985,-1.34941,0.09,0.2074,nan,nan
24000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.6014,8.45999,0.227749,0.492231,0,0.0173389,2.87575,0.00602933,15.8371,0.289624,3.45275,3.45275,0,0.218539,-0.8523,nan,0.192543,-1.05057,-0.83449,-1.10591,-1.41458,0.083,0.212725,nan,nan
25000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.3425,7.51782,0.179882,0.501754,0,0.0182893,4.72822,0.00386811,15.336,0.291664,3.42861,3.42861,0,0.239113,-0.858034,nan,0.173795,-1.18062,-0.854949,-1.15453,-1.21085,0.1065,0.2036,nan,nan
25000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.2879,7.46442,0.219231,0.487469,0,0.0106698,2.77479,0.00384526,15.7396,0.285695,3.50023,3.50023,0,0.147763,-0.857899,nan,0.201455,-1.07374,-0.849223,-1.14531,-1.3393,0.0895,0.208175,nan,nan
26000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.3504,7.13073,0.180877,0.503509,0,0.0095599,2.91198,0.00328295,15.5682,0.312403,3.20099,3.20099,0,0.210292,-0.858841,nan,0.187735,-1.20948,-0.856347,-1.16394,-1.21601,0.113,0.20375,nan,nan
26000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.2008,7.39391,0.213129,0.489474,0,0.0490752,5.4819,0.00895223,15.3859,0.268385,3.726,3.726,0,0.21373,-0.864812,nan,0.189905,-1.07145,-0.858011,-1.20424,-1.2804,0.1005,0.20555,nan,nan
27000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5612,7.9611,0.187594,0.498747,0,0.0302707,5.38121,0.00562527,15.6738,0.30123,3.31972,3.31972,0,0.269305,-0.841865,nan,0.193652,-1.22277,-0.825087,-1.15211,-1.25071,0.108,0.213525,nan,nan
27000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.1984,6.96354,0.212335,0.494236,0,0.0172577,3.91948,0.00440306,15.3487,0.280379,3.56661,3.56661,0,0.160263,-0.879922,nan,0.183757,-1.11635,-0.871686,-1.21435,-1.2871,0.103,0.19945,nan,nan
28000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.6207,8.46055,0.192358,0.494486,0,0.0228795,4.2773,0.00534906,15.8517,0.294422,3.39648,3.39648,0,0.274099,-0.841698,nan,0.194413,-1.24265,-0.82439,-1.20679,-1.32774,0.0965,0.213075,nan,nan
28000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.0018,6.51547,0.206232,0.488722,0,0.0146254,3.5125,0.0041638,15.2576,0.285478,3.50289,3.50289,0,0.155895,-0.903078,nan,0.185492,-1.11466,-0.904535,-1.26231,-1.35372,0.0895,0.193275,nan,nan
29000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5796,8.06929,0.201246,0.5,0,0.0237884,5.4122,0.00439532,15.4413,0.30118,3.32027,3.32027,0,0.212119,-0.862234,nan,0.200221,-1.2529,-0.842736,-1.20968,-1.37254,0.0875,0.2082,nan,nan
29000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.8526,6.57971,0.200651,0.489474,0,0.0195342,4.14875,0.00470846,15.3337,0.279071,3.58332,3.58332,0,0.172774,-0.929403,nan,0.171044,-1.13876,-0.947078,-1.30765,-1.38236,0.0815,0.1827,nan,nan
30000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5673,7.93666,0.194993,0.493233,0,0.036069,5.51083,0.00654512,15.7025,0.290468,3.44271,3.44271,0,0.238034,-0.886197,nan,0.201693,-1.26414,-0.870414,-1.3089,-1.41619,0.082,0.2029,nan,nan
30000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.8557,7.17288,0.202586,0.496491,0,0.0208068,3.14327,0.00661949,15.3627,0.264797,3.77647,3.77647,0,0.17918,-0.922676,nan,0.155472,-1.13048,-0.935045,-1.35139,-1.45847,0.0695,0.18785,nan,nan
31000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.834,9.02181,0.195716,0.493985,0,0.0223271,3.69925,0.00603558,15.7031,0.253477,3.94513,3.94513,0,0.269663,-0.911259,nan,0.205292,-1.29802,-0.903269,-1.40091,-1.49137,0.0665,0.194475,nan,nan
31000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.9239,7.73308,0.200348,0.493233,0,0.113086,14.2134,0.00795631,15.2777,0.214763,4.65629,4.65629,0,0.427861,-0.927254,nan,0.168432,-1.18583,-0.932416,-1.39018,-1.50177,0.0645,0.189525,nan,nan
32000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.5549,8.82812,0.199014,0.490476,0,0.023884,3.95962,0.00603189,15.4922,0.238186,4.19841,4.0982,0.05,0.238041,-0.895003,-1.32148,0.215225,-1.32148,-0.88157,nan,-1.60654,0.0495,0.1913,1,nan
32000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.9634,7.78484,0.201466,0.499248,0,0.0267625,6.23377,0.00429315,15.134,0.25512,3.91973,3.91973,0,0.263255,-0.931783,nan,0.178764,-1.22521,-0.926356,-1.39863,-1.49504,0.0635,0.1904,nan,nan
33000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.4409,7.69318,0.205382,0.494737,0,0.0145454,2.95457,0.00492302,15.3563,0.256304,3.90162,3.79737,0.05,0.203812,-0.90183,-1.32632,0.208506,-1.32632,-0.89038,nan,-1.6277,0.047,0.1886,1,1
33000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.764,7.39314,0.212799,0.5,0,0.034662,7.0167,0.00493994,14.4787,0.286939,3.48506,3.48506,0,0.235445,-0.92899,nan,0.203268,-1.23283,-0.913301,-1.34915,-1.54478,0.057,0.19675,nan,nan
34000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.5669,7.8381,0.205356,0.496241,0,0.0264944,5.85183,0.00452755,15.3265,0.267024,3.74498,3.74498,0,0.200298,-0.915855,nan,0.217853,-1.32352,-0.889713,-1.29847,-1.60295,0.0505,0.195925,nan,0
34000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.8034,7.54427,0.200869,0.494987,0,0.0745854,10.1705,0.00733353,14.9846,0.268085,3.73015,3.73015,0,0.274806,-0.920075,nan,0.221606,-1.26265,-0.88937,-1.45523,-1.55456,0.0565,0.203175,nan,nan
35000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.4755,7.30114,0.213395,0.501253,0,0.0164673,3.29691,0.00499476,15.1288,0.269329,3.71292,3.62362,0.05,0.176219,-0.912036,-1.35273,0.228124,-1.35273,-0.881434,nan,-1.7411,0.0345,0.189625,1,nan
35000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.0496,7.97074,0.204084,0.496992,0,0.0230176,5.25553,0.00437969,15.0372,0.263713,3.792,3.792,0,0.209843,-0.93872,nan,0.204597,-1.26018,-0.89361,-1.38363,-1.60562,0.05,0.19965,nan,nan
36000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.1352,6.26267,0.215778,0.501754,0,0.0160695,3.35525,0.00478938,14.9152,0.290302,3.44469,3.3642,0.05,0.167445,-0.929553,-1.35504,0.241681,-1.35504,-0.916014,nan,-1.73965,0.0345,0.182075,1,1
36000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,15.8784,7.67019,0.201584,0.494486,0,0.028661,5.06546,0.00565812,15.4619,0.277271,3.60658,3.60658,0,0.225402,-0.965075,nan,0.20564,-1.2837,-0.934756,-1.35484,-1.61107,0.051,0.188775,nan,nan
37000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.1333,6.52907,0.212845,0.498747,0,0.00521337,1.25201,0.00416402,15.2102,0.291668,3.42856,3.34569,0.05,0.156634,-0.94627,-1.35731,0.235959,-1.35731,-0.94552,nan,-1.75861,0.034,0.174325,1,1
37000,B_w20_K10000_c0.0_lr0.01_s1,0.1,0,0,15.9193,8.11045,0.206376,0.486216,0,0.0393443,7.12625,0.00552103,15.2383,0.276574,3.61566,3.53143,0.1,0.282153,-0.979042,-0.942077,0.207768,-1.29779,-0.867062,nan,-1.6424,0.046,0.18775,1,nan
38000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,16.162,7.19156,0.209906,0.489975,0,0.0105105,2.57906,0.00407534,15.37,0.278682,3.58832,3.49219,0.05,0.153723,-0.943385,-1.33208,0.232176,-1.33208,-0.937638,nan,-1.64734,0.0475,0.1777,1,1
38000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,15.7282,7.83662,0.20748,0.492732,0,0.0218714,5.29827,0.00412802,15.0446,0.291823,3.42673,3.3916,0.05,0.212783,-0.983744,-0.923012,0.217518,-1.3042,-0.911563,nan,-1.66622,0.042,0.186875,1,0.5
39000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.2821,7.60961,0.213212,0.494486,0,0.0279656,4.37272,0.00639547,15.4628,0.278948,3.5849,3.5849,0,0.199059,-0.961856,nan,0.229992,-1.31826,-0.959698,-1.51451,-1.6544,0.05,0.182375,nan,0
39000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,16.0418,8.45972,0.199698,0.493985,0,0.0246187,5.32339,0.00462463,15.2088,0.268252,3.72784,3.692,0.05,0.217241,-1.00051,-0.927663,0.19605,-1.32492,-0.906194,nan,-1.70298,0.039,0.18625,1,1
40000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,16.3185,7.35682,0.206464,0.485965,0,0.00638087,1.82026,0.00350547,15.2189,0.273708,3.65352,3.65352,0,0.136882,-0.97234,nan,0.227972,-1.31062,-0.967469,-1.40335,-1.62677,0.0505,0.1777,nan,nan
40000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,15.4762,7.78436,0.201942,0.491479,0,0.0327923,6.33504,0.00517635,15.2193,0.275953,3.6238,3.59104,0.05,0.208312,-1.00702,-0.930351,0.228609,-1.41019,-0.93129,nan,-1.72868,0.037,0.1833,1,1
41000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,15.9565,7.68327,0.210471,0.488221,0,0.0594894,7.72918,0.00769673,14.9156,0.262518,3.80926,3.72369,0.05,0.273839,-0.936779,-1.3222,0.243546,-1.3222,-0.893022,nan,-1.69057,0.0465,0.18845,1,nan
41000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,14.8851,5.66333,0.190841,0.492982,0,0.0484381,9.10568,0.00531954,15.4462,0.2465,4.0568,4.01971,0.05,0.388351,-1.00681,-0.932382,0.275017,-1.43627,-0.931076,nan,-1.75499,0.0355,0.181625,1,1
42000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,15.5828,7.0183,0.217138,0.496491,0,0.0306982,5.66987,0.00541428,14.9841,0.298901,3.34559,3.34559,0,0.23378,-0.953301,nan,0.26166,-1.33157,-0.934529,-1.4396,-1.62162,0.053,0.1894,nan,0
42000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,15.3333,5.94701,0.185378,0.495238,0,0.155842,13.4237,0.0116094,15.4174,0.235536,4.24563,4.20823,0.05,0.690677,-1.01964,-0.94082,0.251062,-1.44969,-0.918212,nan,-1.8206,0.0325,0.183675,1,1
43000,B_w20_K10000_c0.0_lr0.01_s0,0.1,0,0,15.4475,6.89077,0.219015,0.492231,0,0.0291863,6.42405,0.00454329,14.9056,0.297098,3.36589,3.23286,0.1,0.197259,-0.940831,-1.25253,0.245778,-1.35395,-0.862362,nan,-1.68325,0.0465,0.1868,1,nan
43000,B_w20_K10000_c0.0_lr0.01_s1,0.05,0,0,15.0535,4.88813,0.196428,0.504511,0,0.0519685,7.86933,0.00660394,15.2077,0.292834,3.4149,3.3896,0.05,0.295902,-0.983853,-0.951203,0.291171,-1.41334,-0.864972,nan,-1.92791,0.0255,0.2004,1,1
44000,B_w20_K10000_c0.0_lr0.01_s0,0.05,0,0,15.4992,7.04225,0.217946,0.49198,0,0.0328092,6.33887,0.00517587,14.87,0.292253,3.42169,3.36269,0.05,0.197183,-0.982358,-1.18662,0.233778,-1.33751,-0.915519,nan,-1.6826,0.046,0.18485,1,0.5
