seed,k0,k,lag,lbar_k,lbar_k0,That_k,That_k0,rho,rho_sub
4,82,84,2,-0.4156385660171509,-0.030849344655871393,-0.028516747755929828,-0.028516747755929828,-0.38478922136127947,-0.8315439149737359
4,92,94,2,0.2766969323158264,0.440095055103302,0.30250598583370447,0.6034568607807159,0.13755275215953588,0.16571364402770994
4,97,99,2,-0.20245424807071685,-0.03460767194628715,0.3484423663467169,0.3484423663467169,-0.1678465761244297,0.45197026729583734
5,2,4,2,-0.6742925405502319,-0.8465621590614318,-0.2246273636817932,-0.2246273636817932,0.17226961851119993,1.1231575816869737
5,2,6,4,-1.1131248950958252,-0.8465621590614318,-0.024679747223854062,-0.2246273636817932,-0.4665103524923325,1.1719821140170095
5,27,29,2,-1.9949473142623901,-0.7368022918701171,-0.5649841137230396,-0.5370582483708859,-1.2302191570401193,-0.7090467981994153
5,49,51,2,-0.6882366895675659,-0.064064159989357,0.3291336119174957,0.33473246246576305,-0.6185736790299415,-0.5643091797828675
5,61,63,2,-0.3245573043823242,-0.39866067171096803,-0.3588100433349609,-0.24504640698432922,0.1878670036792755,0.07593463659286492
5,82,86,4,-0.22620352506637573,0.0819850318133831,0.13896952345967295,-0.05370490103960038,-0.5008629813790322,0.10792325139045733
5,87,89,2,-0.8270272493362427,-0.6520718097686767,-0.4132515363395214,0.13896952345967295,0.37726562023162835,-0.15167265310883504
5,92,94,2,-0.8595647692680359,-0.4546224236488342,-0.4847398981451988,-0.43919218033552165,-0.3593946278095246,0.055025361478328705
5,95,97,2,-1.679962158203125,-0.33920924067497255,-0.44675785750150676,-0.44675785750150676,-1.3407529175281525,-0.3097003281116486
5,96,98,2,-1.511773943901062,-0.5305865049362183,-0.38905126601457596,-0.38905126601457596,-0.9811874389648437,-0.3612367615103721
6,26,28,2,-1.1334244847297668,-0.7704403877258301,-0.6641553938388824,-0.5395025193691254,-0.2383312225341796,-0.36801432184875016
6,30,32,2,-0.5767365574836731,-1.0085585236549377,-0.7230467706918716,-0.6063582390546799,0.5485104978084563,-0.08473481166438435
6,37,39,2,-0.008642698358744382,-0.5944334506988526,-0.08452648613601924,-0.16439497508108616,0.5059222633950412,0.10418019294738778
6,44,46,2,-0.39891008734703065,-0.24999887645244598,0.10548518002033233,0.2540165901184082,-0.00037980079650878906,0.2480590924620628
6,48,50,2,-0.4676668167114258,0.11830448508262634,-0.08718604184687137,0.007694038376212117,-0.49109122157096863,-0.39565944671630865
6,54,56,2,-0.3059703856706619,-0.3696393370628357,-0.6112153887748719,-0.6112153887748719,0.06366895139217377,0.25830473676323884
6,63,65,2,0.3377430126070976,0.30282859951257707,0.19526249617338182,0.19526249617338182,0.034914413094520536,0.0322101831436159
6,73,75,2,-0.319754084944725,0.18585789948701859,-0.26428830474615095,-0.23427445571869612,-0.47559813540428875,-0.14710876345634466
6,91,95,4,-0.40859428644180296,-0.2424176186323166,-0.14201198592782022,-0.20702491370029746,-0.23118959558196361,-0.06579951047897337
7,1,7,6,-0.48990833163261416,-0.47661137133836745,-0.45301445424556736,-0.779451522231102,-0.3397340282797814,-0.23448588959872718
7,2,8,6,-0.6040862500667572,-0.31397745907306673,-0.45301445424556736,-0.779451522231102,-0.6165458589792252,0.2487645037472248
7,16,18,2,-1.6125990867614746,-0.9575733780860901,-0.5915123909711838,-0.6856135785579681,-0.7491268962621688,-0.3888407852500677
7,22,24,2,0.6116229653358459,0.286780858039856,0.14995812401175498,0.14574914500117303,0.320633128285408,-0.6875935360789299
7,46,48,2,-0.9634734272956849,-0.9406675219535827,-0.5609472021460533,-0.2909585632383823,0.24718273356556886,-0.6070769876241683
7,70,72,2,-1.0983143091201781,-0.1686698317527771,-0.4152730524539947,-0.22696297224611042,-0.7413343971595168,0.3761153973639012
7,16,78,62,-0.793585741519928,-0.9575733780860901,-0.3192651644349098,-0.6856135785579681,-0.2023607775568962,-0.3016670167446137
7,81,83,2,-0.38283305168151854,-0.664052414894104,-0.38951769769191746,-0.4031719401478768,0.2675651207566262,0.5976808499544859
7,86,88,2,-0.3677960097789764,-0.4443400204181671,-0.17199480831623076,-0.19397675693035124,0.05456206202507022,-0.36797412592404727
7,96,98,2,-0.05917806848883629,0.27318623960018157,0.12918693907558917,0.12918693907558917,-0.33236430808901785,-0.47453081607818604
7,95,99,4,0.0011627282947301865,0.05934290811419487,0.23610860481858253,0.23610860481858253,-0.05818017981946468,0.2416526556015015
8,6,8,2,-0.49454652070999144,-0.5982420802116394,-0.4673259347677231,-0.6421342194080353,-0.07111272513866423,-0.4397866547107696
8,39,45,6,-0.3772370100021362,-0.573018878698349,-0.5446709930896759,-0.09844780713319778,0.642005054652691,-0.2090761810541153
8,44,46,2,-0.6741580724716186,-0.32233844995498656,-0.5966414779424667,-0.5966414779424667,-0.35181962251663207,0.013206118345260642
8,59,61,2,-2.6097438812255858,-1.3806660890579223,-0.35511810779571534,-0.481617384403944,-1.3555770687758921,-0.72744999229908
8,75,77,2,-0.09182766787707805,-0.05220637358725071,-0.1227257139980793,0.1480772241950035,0.2311816439032554,-0.9794097989797592
8,74,80,6,0.4508324503898621,0.4210347592830658,0.05127040073275566,-0.10502150673419236,-0.1264942163601517,-0.06751584708690628
9,6,8,2,-0.41402849424630406,-0.11236574351787568,0.2553150036139413,0.41885105110704896,-0.13812670323532078,-0.03250733613967882
9,40,42,2,0.0888542316854,0.029004830121994018,0.30126705504953866,0.29212416894733906,0.050706515461206386,0.10073219537734979
9,46,48,2,-0.2677900791168213,0.19843586385250092,0.41294718384742735,0.4096057519316674,-0.46956737488508216,0.03893796205520633
9,51,53,2,0.01691351649351418,0.07761871293187142,0.31198208034038544,0.5951293498277664,0.22244207304902375,-0.5150246366858482
9,67,69,2,-0.1602440893650055,0.46439543962478635,0.2710955947637558,0.16613352643325924,-0.7296015973202885,0.03874209523200989
9,88,90,2,0.7870500922203064,-0.052091391384601594,0.28261354011483486,0.138964255573228,0.6954921990633012,-0.3708576202392577
9,91,93,2,0.33683331608772277,0.5635312318801879,0.3632384483236819,-0.025197771517559888,-0.615134135633707,-0.3169889330863953
9,91,95,4,-0.20644067227840424,0.5635312318801879,0.8605963885784149,-0.025197771517559888,-1.6557660642545668,-0.5100450754165649
9,88,96,8,0.5906906366348267,-0.052091391384601594,0.8605963885784149,0.138964255573228,-0.07885010498575862,-0.22443176507949825
9,97,99,2,0.6480723857879639,0.724781048297882,0.7799714803695679,0.7799714803695679,-0.07670866250991815,0.005209255218505904
