arm,seed,block,task_lo,task_hi,n_task_ends,mean_log10_unfit,log10_mean_unfit,floor,floor_frac,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_submerged_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_M_median_alive,L1_B_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,L2_strict_dead_frac,L2_submerged_frac,L2_alive,L2_n_invalid,L2_b_median_alive,L2_b_q25_alive,L2_b_q75_alive,L2_b_median_all,L2_b_maxabs,L2_wall_frac,L2_M_median_alive,L2_B_median_alive,L2_beta_median_alive,L2_kappa_median_alive,L2_sigma_median_alive,L2_margin_median_alive,L2_p_hat_median_alive,L2_p_hat_thin_frac,L2_p_hat_sat_frac,L2_eff_rank,L2_eff_rank_W,L2_w_norm_median,L2_wcos_mean,unfit
both,1,1,1,50,50,-2.724976985098258,-2.656854461047956,1e-23,0.0,0.0038927890904246016,1.64197265625,0.0033574681923237044,0.0016,0.0016,99.84,0.0,0.0013359486695844718,-0.11974771422334012,0.1698109601065516,0.0008681606739992365,0.870981242954731,0.19633450343081965,-4.4141914840781854e-05,0.0018654921311581224,0.009771008398245589,2.0756161209405524,0.35734793302674656,0.5589446327392943,0.49875,0.12267676767676766,0.038482828282828285,16.37529645225119,19.400857593782103,1.5408756183147332,0.1818444893426019,0.0034000000000000002,0.0034000000000000002,99.66,0.0,-0.07676725650671866,-0.14147110862657425,-0.03491072535281997,-0.07704313064459707,0.4744187915325165,0.12005459435224938,0.0006601066693157845,-0.21433940819709318,-0.22432243486618858,1.980152564239559,0.362479858843428,0.619586120709155,0.408125,0.12447331849953354,0.0,22.75662113641109,79.37945797861647,1.5001302735181712,0.08447220246294755,0.002203664822275684
both,1,2,51,100,50,-2.772994888470245,-2.723077104572862,1e-23,0.0,0.003462018617986306,1.55728515625,0.002691586064963176,0.0,0.0,100.0,0.0,0.08676568280905482,-0.03479224290233103,0.24256852470338344,0.08676568280905482,0.9152071511745453,0.18435620117730042,0.000631118875161982,0.2058651462782414,0.2087859311551463,2.03711804316484,0.4021973067945704,0.6336619733949191,0.565625,0.044399999999999995,0.044800000000000006,15.544886350916364,19.37742630771995,1.7159174096775394,0.18241470695791803,0.0016,0.0016,99.84,0.0,-0.09489478886127468,-0.154358097910881,-0.05598444862291212,-0.09497885458171364,0.5659399926662445,0.11706062464668766,0.004075733732395596,-0.22349237119950716,-0.23164528150262137,1.9759771485755564,0.4446580556260574,0.7643489775488093,0.4021875,0.09676236592731437,0.0,23.177104846032943,79.17718504712278,1.5920782014252277,0.0849405249278314,0.0018920076820835021
both,1,3,101,150,50,-2.7160588061098396,-2.6301206457300714,1e-23,0.0,0.0036022833358185665,1.27689453125,0.002909098836031588,0.0002,0.0002,99.98,0.0,0.13175403513014314,0.009184450118409572,0.2814844159781933,0.1316584876924753,0.8137209510803223,0.17032506729791716,-3.421845754181689e-05,0.27164729427845763,0.27116962647775855,2.0406750031113874,0.4775163186724468,0.7451980931690195,0.59,0.021,0.05121212121212121,15.444283886752611,19.337650660228764,1.9181344671091927,0.1828483402923277,0.0002,0.0002,99.98,0.0,-0.10781876862049099,-0.16623577795922756,-0.06700155030935999,-0.1078261429071426,0.3951351657509804,0.11940430339818317,0.002397513305330892,-0.23082656307458738,-0.2330103932763501,1.9549785072094827,0.48343082827722483,0.8100250295959236,0.4028125,0.09063636363636364,0.0,23.58922613608087,78.90442743140106,1.6491418171935572,0.0869069998849771,0.002343577685893114
both,1,4,151,200,50,-2.7824244088801406,-2.7190807824585375,1e-23,0.0,0.004449704438130983,1.83427734375,0.003469995920294448,0.0,0.0,100.0,0.0,0.1829296528548002,0.054595988532528235,0.33122646547853946,0.1829296528548002,0.8767832112312317,0.17219729101101627,0.003555492866853894,0.3129173291789589,0.32098745184761396,2.0235652446136423,0.5189833472981641,0.8584933137003099,0.60375,0.005600000000000001,0.0644,15.256099282467055,19.2857026581041,2.062392631063324,0.18424936915059478,0.0,0.0,100.0,0.0,-0.12797314815223212,-0.17631755325943227,-0.08995523557066915,-0.12797314815223212,0.4173348081111908,0.11989395366968672,-0.0022820758586664185,-0.22982692162346463,-0.23860354726035407,1.9593358996077108,0.5630700915512666,0.9620022200909137,0.4003125,0.0582,0.0,23.90464482448835,78.72209982242246,1.6856550675905901,0.08841666995629179,0.001909498042693022
both,1,5,201,250,50,-2.748972747981268,-2.6883740185078175,1e-23,0.0,0.0036091921683171317,1.45328125,0.0029138009098195793,0.0,0.0,100.0,0.0,0.21500822335481642,0.09019252793863412,0.37114405252039434,0.21500822335481642,0.9435774111747741,0.1694896512235548,-0.002080727479105978,0.31773376021466426,0.32142548022814127,2.0353665526521194,0.578243620285851,0.9428262835391797,0.6121875,0.0024000000000000002,0.0702,15.212285897541403,19.18299711454056,2.213868497986523,0.18674961152288017,0.0,0.0,100.0,0.0,-0.1326641602069139,-0.17714969284832474,-0.09837300803512332,-0.1326641602069139,0.3705978584289551,0.11275880453355601,-0.0009504668248550518,-0.21808306823878915,-0.2254817464917416,1.9741615860724533,0.6176393970537601,1.070954954619762,0.4034375,0.0298,0.0,24.81116763516497,78.32071590246652,1.7014675284930945,0.08956978028678143,0.0020493964590293616
both,1,6,251,300,50,-2.801049551102909,-2.7191536128209415,1e-23,0.0,0.0026806750072866457,1.239609375,0.002139160420590612,0.0,0.0,100.0,0.0,0.17201179176568981,0.07320140119642016,0.28689611196517945,0.17201179176568981,0.6816612988710403,0.12431976487312074,0.0019677750069082307,0.23592371990714894,0.2385254369790681,2.0484615700690494,0.6704379213066386,1.14914241068298,0.575625,0.0026,0.05199999999999999,15.791073778800362,19.027536013197256,2.387927096651781,0.19222134768060242,0.0,0.0,100.0,0.0,-0.09743049941956994,-0.13077088259160516,-0.07170545119792218,-0.09743049941956994,0.2845811405777931,0.08358599489528515,-0.0011608907341987247,-0.15841135260730058,-0.16566265646266984,1.9518327905433162,0.6248395477538642,1.1209002472655343,0.4334375,0.009800000000000001,0.0,24.888924759020902,78.24831190604941,1.693131877238888,0.09046759773478362,0.0019091778503349222
both,1,7,301,350,50,-2.7565527531236556,-2.667835011860527,1e-23,0.0,0.0034144223342513127,1.38546875,0.002650393061752078,0.0,0.0,100.0,0.0,0.11381111331284043,0.037436926746740894,0.21904856018722058,0.11381111331284043,0.6127388685941696,0.08405425071016605,-0.001607118063068414,0.15045608842130476,0.1516997099438251,2.061256876419358,0.7211943990852387,1.334117633497226,0.5365625,0.0006,0.049199999999999994,16.045654749126417,18.91852569944706,2.486012519551392,0.1947244587414263,0.0,0.0,100.0,0.0,-0.08590473212301727,-0.1138903949782252,-0.06346650669351216,-0.08590473212301727,0.2577778518199921,0.07338217838129885,0.0011604531114446175,-0.142621429684802,-0.14379791513824608,1.9748543040982363,0.620013303664109,1.1352380684850059,0.435,0.007799999999999999,0.0,25.05965818550447,78.01052413804462,1.696847874682364,0.08972981099743965,0.002148646588285594
both,1,8,351,400,50,-2.7410687757662897,-2.6545465518333926,1e-23,0.0,0.00267079638430556,0.99556640625,0.0020968732943528858,0.0,0.0,100.0,0.0,0.08057065382599828,0.021030254654178827,0.16303259719163177,0.08057065382599828,0.4102711516618729,0.0625656955739322,0.003844152475877648,0.10154795352239424,0.11025995980609844,2.0731388658384335,0.7498171561187923,1.4276035224436783,0.5171875,0.0,0.04020000000000001,16.12075026842633,18.89485038343115,2.5933674491790146,0.1952380417221801,0.0,0.0,100.0,0.0,-0.07809723712503906,-0.10220271103084083,-0.05555419852957126,-0.07809723712503906,0.20721897006034845,0.07010515397057676,-0.0018910616349795,-0.13265162084706766,-0.14000772767284764,2.020278686648019,0.5946683352576906,1.1099571795700225,0.4371875,0.0058000000000000005,0.0,25.376786402184713,77.91895424430828,1.6912890219554044,0.09044469888895292,0.0022154066151303083
both,1,9,401,450,50,-2.7407482017604665,-2.679888209410053,1e-23,0.0,0.0022834581497115343,1.02513671875,0.0018322763572688522,0.0,0.0,100.0,0.0,0.06273116212338206,0.0067095571326353555,0.13580962337553498,0.06273116212338206,0.433275905251503,0.05421972375500246,0.0010906200328579076,0.07898779665256271,0.08428867044673022,2.0811594769197352,0.7913079216971367,1.5110221848089713,0.5040625,0.0002,0.037399999999999996,16.19975869600646,18.899725867918036,2.6408750852115306,0.19567674188181733,0.0,0.0,100.0,0.0,-0.07459456685930486,-0.09955627772957083,-0.05298809111118312,-0.07459456685930486,0.18956351190805434,0.06813344955288014,0.0016081142088512721,-0.13115166214348437,-0.13404665869223475,2.0078433404136673,0.5731012688103295,1.0781937503377967,0.4328125,0.0084,0.0,25.349782718732758,77.67812698923501,1.6896835127275365,0.09123336729379941,0.00208983400024878
both,1,10,451,500,50,-2.7660516002608673,-2.694057461901286,1e-23,0.0,0.00296302641658389,1.26970703125,0.002352141963769882,0.0,0.0,100.0,0.0,0.08051505260169503,0.015134235065197534,0.15830022238194938,0.08051505260169503,0.5136067575216293,0.05804359345826262,0.0009057296924604987,0.09135938933135668,0.09887401834156055,2.112434846689066,0.8169240258087598,1.5953312237199861,0.51375,0.0,0.0362,16.25041929002455,18.90589619815639,2.703006147405679,0.19556743845515429,0.0,0.0,100.0,0.0,-0.084528967551887,-0.10881828550249334,-0.062174756638705676,-0.084528967551887,0.2036988365650177,0.07520870168681118,-0.003927490611160147,-0.13991176380059434,-0.15083523653389583,1.9858741400012077,0.5975891832408151,1.0964587577921774,0.4359375,0.007000000000000001,0.0,25.17695408056553,77.26256400853518,1.693609003028447,0.09321836015969077,0.0020227515288618802
both,2,1,1,50,50,-2.859482340049055,-2.7981673149159247,1e-23,0.0,0.0028156429892077584,1.6217578125,0.0021915004222355424,0.0004,0.0004,99.96,0.0,-0.008046460734913115,-0.1078800849895924,0.1085536714084446,-0.008230880956398312,0.6564566373825074,0.16359282531399139,0.0010816035456966682,-0.024717552842270774,-0.02094634071287043,2.040422098273587,0.35074666346989786,0.5610638980590739,0.4921875,0.09961414141414142,0.0182,16.87169801258145,19.46667166078927,1.4990226599162608,0.17832955414143087,0.002,0.002,99.8,0.0,-0.06481615148950365,-0.12610480895265933,-0.02702199222607301,-0.06498709463048723,0.420172755420208,0.11085980348384254,-7.34926999492179e-05,-0.18386993965726425,-0.19255637341745901,1.9583460018786496,0.3461655240654591,0.5980817896071451,0.4165625,0.10588134405277261,0.0,22.34350647218663,79.91975970927743,1.4789208291044702,0.08271604660471446,0.0015915954359071944
both,2,2,51,100,50,-2.794414988891501,-2.6878886275044094,1e-23,0.0,0.004321119293427376,1.71060546875,0.0030966864272044575,0.0,0.0,100.0,0.0,0.06257594465139843,-0.059224517490365496,0.21270181234925986,0.06257594465139843,0.7427150541543961,0.19043329545600723,0.0006061829453997141,0.14932028982699838,0.1529736711937228,2.01641349638418,0.37540777952369053,0.5554778545701993,0.545625,0.0678,0.028000000000000004,15.427697768537216,19.289545119819653,1.6499471158078618,0.1836418545110633,0.0004,0.0004,99.96,0.0,-0.08731574546545741,-0.14192528747022148,-0.05153858387842771,-0.08732061307877298,0.44943357050418853,0.11428474775845497,0.000827925001515378,-0.20472319339843545,-0.2184694021845582,1.9495369548357053,0.44073778786461887,0.7426842450406683,0.41125,0.08042424242424241,0.0,22.543949719244065,79.42090378408272,1.5727801666174364,0.08499790487348187,0.002051688255840678
both,2,3,101,150,50,-2.6799324691020514,-2.607525322301194,1e-23,0.0,0.0035101499596501477,1.25798828125,0.00282530696029065,0.0,0.0,100.0,0.0,0.16676090411841865,0.012482764916967396,0.33681550100445745,0.16676090411841865,0.9347390294075012,0.20942395039219114,0.0013782710591903695,0.32891412888881577,0.3346766823440797,2.0203097234383987,0.43464359592501717,0.6244155060524644,0.61125,0.0362,0.058600000000000006,14.427020918496574,19.211865916093338,1.8302704515084744,0.18531587068178923,0.0,0.0,100.0,0.0,-0.1262378843128681,-0.1846508740633726,-0.0845767821744084,-0.1262378843128681,0.5027093625068665,0.12632228130090967,0.0035947799159966446,-0.2430158243623871,-0.24577804541470297,1.944678491989131,0.5432645950548547,0.9103832498004907,0.398125,0.06199999999999999,0.0,23.313796588558088,79.19452157937815,1.6233067376557715,0.08631992937715563,0.0024687361567197457
both,2,4,151,200,50,-2.7274190147192443,-2.6657200529921576,1e-23,0.0,0.0034414916994004196,1.29677734375,0.002602107958332485,0.0006,0.0006,99.94,0.0,0.17964967459440231,0.05295029740780589,0.3301004432141781,0.17947514459490777,0.9087815344333648,0.18070892569525562,-0.001975294488867588,0.31894442314460775,0.31599492147766656,2.0023487575505468,0.500856552318522,0.7810479036459583,0.60875,0.015814141414141412,0.04283232323232323,14.891749998625754,19.09814195327715,2.0202388261951008,0.18922517452367807,0.0,0.0,100.0,0.0,-0.12169051185250279,-0.16677118726074697,-0.0878299185633659,-0.12169051185250279,0.3725656569004059,0.11305389588528718,0.0024337400283200696,-0.20867602518922448,-0.21678143751354903,1.9257107524585186,0.5956671008168073,0.9973349176005231,0.4171875,0.03560000000000001,0.0,23.921661059169274,78.66104103400048,1.6416091993018147,0.08783651876403863,0.00215913574347817
both,2,5,201,250,50,-2.6394332540252514,-2.53494215668375,1e-23,0.0,0.004280233471914478,1.22685546875,0.0031733273732674795,0.0012000000000000001,0.0012000000000000001,99.88,0.0,0.16172677844762798,0.052348811943083946,0.3073406336456537,0.1614636032283306,0.7341121929883957,0.15012522612392895,0.00048351824572211003,0.2657625536304784,0.2684220272282386,1.998354873539275,0.576424607054904,0.9176259485083574,0.59125,0.014416161616161613,0.02642222222222222,15.028931823588572,18.956029432106718,2.185353466068362,0.1947305193553638,0.0,0.0,100.0,0.0,-0.10338254936039444,-0.14058679927140472,-0.07360867952927942,-0.10338254936039444,0.3249935179948807,0.09958985592409565,-0.008976041487061765,-0.17476866673423871,-0.18828296593327765,1.9085859089235138,0.6150946733255485,1.042274341733311,0.428125,0.013600000000000001,0.0,24.020202285363226,78.83664518646043,1.647786569173861,0.08744839624282472,0.00291781560952567
both,2,6,251,300,50,-2.6724742756637743,-2.5902719986596643,1e-23,0.0,0.0057926738229642115,1.49126953125,0.00367612206733839,0.0016,0.0016,99.84,0.0,0.15273090317845342,0.04999021295458073,0.2639374014735222,0.15231825634837148,0.624985460639,0.1202342895610237,0.0008825493143114317,0.21675778406705196,0.21736000434590177,2.0111131831298055,0.6332829938522229,1.0572807353865938,0.5753125,0.006200000000000001,0.030062626262626263,15.388589702650231,18.844699131363196,2.300125375842672,0.19804530477003493,0.0,0.0,100.0,0.0,-0.11183147102594372,-0.1485014762729406,-0.0820346499048173,-0.11183147102594372,0.29401344239711763,0.09441107270940559,0.0003657695063369542,-0.17817323730746126,-0.1806254345949318,1.9242234586044404,0.6388372728128231,1.1095603888387848,0.4328125,0.016,0.0,24.227978269231556,78.92179848167427,1.645081021464958,0.0856643621658163,0.0025687864477542278
both,2,7,301,350,50,-2.724195555840239,-2.6617259955460413,1e-23,0.0,0.004784073804039792,1.782578125,0.0038135056168691252,0.0024,0.0024,99.76,0.0,0.16432112410664554,0.07056224353611466,0.29354037702083585,0.16375459186732766,0.6683400583267212,0.11839121796828327,0.002120109121078802,0.21902906925024582,0.22293194768761235,2.0285169001263785,0.7042612205735536,1.2357516908716935,0.578125,0.003802020202020202,0.04008484848484848,15.481745472739604,18.75279860443571,2.467387780406306,0.20147121443475696,0.0,0.0,100.0,0.0,-0.13266659438610073,-0.17263223588466642,-0.09935615707188841,-0.13266659438610073,0.39380881786346433,0.1064657754125376,-0.0006830097412816986,-0.2025932225755395,-0.20805617602324225,1.9357869975405262,0.6745627394940492,1.1463958525055826,0.4165625,0.021,0.0,24.669563247890522,78.5482562341439,1.6522532401660015,0.08586356677802541,0.0021790841634098303
both,2,8,351,400,50,-2.706588527301286,-2.628148666181406,1e-23,0.0,0.0030942586999228782,1.23669921875,0.002668690459119276,0.0,0.0,100.0,0.0,0.16197922170162196,0.07529953628778455,0.2546567367017269,0.16197922170162196,0.6223421829938889,0.10335569828986185,0.0023491497033434694,0.19219653467023395,0.1957607242369895,2.042995780918456,0.7860987152616816,1.4062420784508867,0.56625,0.0,0.03900000000000001,15.709725168310072,18.665586757602746,2.62438090372748,0.20649813489210195,0.0,0.0,100.0,0.0,-0.11280013583600518,-0.14631104964762923,-0.08674945609644052,-0.11280013583600518,0.3249632769823074,0.09362433571722839,-0.0027452332166083976,-0.17350971516795938,-0.18115300046420163,1.9512978691482106,0.6726277198851075,1.1732367960194339,0.4309375,0.0158,0.0,25.101759519894912,78.38334181808176,1.6551284208247126,0.08732140477472804,0.002354243249557088
both,2,9,401,450,50,-2.7932983947822145,-2.7403362401397398,1e-23,0.0,0.003017646952176636,1.37025390625,0.002212742847541814,0.0,0.0,100.0,0.0,0.14290981523692603,0.05568146295845504,0.2288323774188757,0.14290981523692603,0.49956759810447693,0.08294160892711103,-0.001358057549386579,0.15006774692586777,0.1577019027948082,2.0440687992937128,0.8512004756055646,1.5397565119713545,0.54875,0.0,0.026000000000000006,15.907763212661115,18.603608462443937,2.7019271649988053,0.210452113034341,0.0,0.0,100.0,0.0,-0.10769829936325546,-0.13812894564121958,-0.08446676714345809,-0.10769829936325546,0.2728433805704117,0.08499767177095834,-7.903698723594116e-05,-0.16672109208112895,-0.17146895147905938,2.0016803229243205,0.670192885845404,1.2230641669584204,0.4240625,0.013199999999999998,0.0,25.555316584391658,78.35950533088554,1.6485063962390507,0.08864519853763216,0.0018182925522617422
