arm,seed,t,W_S,D_S,c_S,sigma,n1,hit999
LL_e8,6,17,595.4254611027454,345.5902860740014,-0.25888407511940076,57.473472211968236,27370.34435433863,
LL_e8,6,18,606.1528583791816,346.5490468031134,-0.2721483338833597,58.45223724406039,28914.611700442292,
LL_e8,6,19,610.8859539967796,375.1504307762896,-0.2492049364154516,59.55872092652529,30743.52520446625,
LL_e8,6,20,632.215822415342,354.7500178900284,-0.26467873293645783,60.60619788820958,32399.76861810013,
LL_e8,7,2,176.6589079967492,229.1575581345713,-0.3079452143615071,23.66171854517046,3165.853295486527,
LL_e8,7,3,242.4636756245037,226.77497844596036,-0.2625348078423464,27.933622708852305,4673.548917366526,
LL_e8,7,4,285.20997926467055,263.29355355823634,-0.2823407300549925,32.40975394881244,6355.612838315406,
LL_e8,7,5,329.03505417884884,278.7793205359115,-0.319275988293591,34.77237610013621,7946.541851892218,
LL_e8,7,6,356.9436551021572,281.70079017555156,-0.2420831483173906,38.53082358167293,9614.334917371561,
LL_e8,7,7,397.5934517426397,290.1341405176109,-0.25325617801509537,41.67720129791753,11307.8564963569,
LL_e8,7,8,428.7533317716842,303.7686470304838,-0.30505413783852847,43.30150065195586,12942.466205696208,
LL_e8,7,9,443.44469610830157,291.8817128082936,-0.2206031245223708,45.39426719214617,14710.632158614648,
LL_e8,7,10,474.0583392312606,308.5294124011811,-0.2735482956709194,46.442160290711016,16467.747683220034,
LL_e8,7,11,489.79878024299876,321.5620264993562,-0.2695283583201532,48.349729502076684,18046.077244150558,
LL_e8,7,12,508.33372707539763,339.2733209846573,-0.23192152229029825,51.27127503608527,19776.73313119653,
LL_e8,7,13,541.7686815343515,336.6300829346611,-0.27938214641747294,51.80659878832418,21590.76101146987,
LL_e8,7,14,552.2029732249831,332.0246184973468,-0.25069679790321,53.97232374232914,23310.011826759677,
LL_e8,7,15,568.542409473898,334.30974336742923,-0.27204604747700517,54.82652514239692,24882.128515316334,
LL_e8,7,16,575.8370344201659,347.05316081172543,-0.22767049618073534,56.20204061268832,26566.995733934935,
LL_e8,7,17,600.862781369568,335.47137492977333,-0.2690659219605832,58.61172985309654,28122.610961674527,
LL_e8,7,18,604.2389193358571,356.265309491162,-0.23631714090631475,60.15402349437514,29744.270451837667,
LL_e8,7,19,624.7287094240091,353.5744402658614,-0.2954176084850855,59.44656390232641,31009.291009107154,
LL_e8,7,20,620.3163503254636,322.41104651752516,-0.17018917673916406,60.86864930807374,32632.141833613652,
LL_e8,8,2,178.12034176323402,239.47764302778648,-0.26521797999069296,25.113212343177455,3127.8656189798403,
LL_e8,8,3,257.779375478225,245.96154329465244,-0.3293211711606021,28.610710391180888,4613.102773759507,
LL_e8,8,4,291.8678661326431,257.75420309607324,-0.2882709373461441,32.12730967155807,6082.092604649425,
LL_e8,8,5,329.01479858046895,275.39396001075585,-0.28706348068341375,34.89656799418132,7636.014413232028,
LL_e8,8,6,363.4166754812926,277.23048846038785,-0.30922320680491433,37.68971778398898,9231.222465555755,
LL_e8,8,7,382.9096952781046,286.0428947663913,-0.2335256234306651,41.56624520853231,10827.293093765427,
LL_e8,8,8,421.0521396156023,304.2795528658248,-0.2653669994253515,43.95261189095355,12693.321915422704,
LL_e8,8,9,449.3045819226582,307.92034617949173,-0.2744198409844395,46.24867922458127,14384.4394345115,
LL_e8,8,10,469.84844857728837,316.63004470140027,-0.2202683247755918,49.3205370301747,16104.791856285683,
LL_e8,8,11,505.44468932185714,323.6642001013062,-0.24352301853468164,51.989893739807194,17643.12273934056,
LL_e8,8,12,529.6743037167616,345.4483954699196,-0.25177854652652615,53.47315457108331,19405.838621894873,
LL_e8,8,13,554.7531281451277,345.91712898648854,-0.30909926537140625,54.17513193343736,21047.386252467106,
LL_e8,8,14,555.6781936877996,322.32990592154334,-0.21316160009219837,54.331217892309326,22697.990703437288,
LL_e8,8,15,579.927021358922,345.46845784045604,-0.29285271040032285,55.17931981907194,24263.506510589807,
LL_e8,8,16,581.6526266161698,338.237048724735,-0.28756619746694667,57.075134711499615,25692.654183313112,
LL_e8,8,17,582.7302663130799,332.3884452882442,-0.2763521742765825,57.361571412289805,27234.01142533779,
LL_e8,8,18,585.6635424816967,352.57246083025177,-0.2733686149244116,58.142389201349744,28783.179028799015,
LL_e8,8,19,595.3267932193246,327.4496030489218,-0.18830795060633138,59.69158491133007,30471.59168736842,
LL_e8,8,20,623.0729567674913,347.6957250894946,-0.24492503570141522,61.25654042738367,32131.26156387349,
LL_e8,9,2,184.8962983105479,235.52246142508727,-0.24820236401214163,25.27614250598831,3377.185596723319,
LL_e8,9,3,260.8455854748082,247.17365259903457,-0.33609485884985413,28.84845079391941,4761.603473891583,
LL_e8,9,4,292.9101725708504,268.7872624245649,-0.32143674583517173,31.63593432569347,6230.661596834303,
LL_e8,9,5,327.76393203658483,266.91460668893217,-0.2829035570804738,34.5777656935142,7737.91798261875,
LL_e8,9,6,359.4064242224321,287.1280925594536,-0.2930602438621536,38.05144271316752,9349.224023124767,
LL_e8,9,7,388.75495676148756,296.8401509732594,-0.3013186525284393,39.853661778244955,10977.948198550272,
LL_e8,9,8,411.94818079748353,314.0624993622682,-0.292486977648781,42.744441872448704,12640.41045724474,
LL_e8,9,9,438.92380173956514,318.43195480993563,-0.22719058114412588,45.92205373382224,14317.917833874857,
LL_e8,9,10,480.15138881626075,345.3795290943983,-0.3267581384727239,47.886930670969484,15895.544831671352,
LL_e8,9,11,491.38259639817784,317.59285902030143,-0.2807791311715087,48.65261066603477,17569.124168787075,
LL_e8,9,12,504.6637695424712,315.7324447026292,-0.21935664504193497,50.71965743998437,19306.07153258351,
LL_e8,9,13,533.3558665023714,336.5527415669511,-0.22550501364652972,52.57601493725889,20980.14780997579,
LL_e8,9,14,562.8311072521477,334.78447310572375,-0.2585732228997151,53.675596616067125,22705.54732163879,
LL_e8,9,15,575.6866209602165,348.73633314353464,-0.2609864453379159,55.76879641364519,24446.98393900911,
LL_e8,9,16,590.1180856642756,334.608223641476,-0.25849228633066224,56.544257460473204,25870.62682821669,
LL_e8,9,17,598.4305224733369,339.8689783386238,-0.26127833514758253,57.13497931017678,27505.490948870858,
LL_e8,9,18,606.0926266976186,374.08751199751447,-0.20688962335701908,61.896005804142575,29150.531430776296,
LL_e8,9,19,643.0185641725374,352.5108895117833,-0.2451416973526029,60.9281327148435,30699.939684503348,
LL_e8,9,20,653.1491033189873,363.666615382946,-0.24213663983599273,62.25285282835048,32204.20531484174,
LL_e6,0,2,155.50955822535727,214.87047075470008,-0.4354352367650018,19.959080764838635,2104.821827299186,
LL_e6,0,3,203.10814143125472,216.90007954994434,-0.22608074983597484,25.06985834013869,2925.059967198146,
LL_e6,0,4,261.49371145569773,229.74804071121326,-0.4573062726970474,24.731240407973615,3975.6898691654596,
LL_e6,0,5,257.3234047146505,211.79527209161344,-0.3996421793173219,25.360570978231863,4999.806722331223,
LL_e6,0,6,259.8300788006299,214.07440301935787,-0.36622275228684703,26.604875798583077,5937.498906922471,
LL_e6,0,7,269.4415080835843,223.3299933058633,-0.3845982536385272,27.13583509289843,6853.145170557977,
LL_e6,0,8,276.0237250772296,228.6288607266647,-0.3634678631022076,28.238625306729134,7802.626244521745,
LL_e6,0,9,287.37697768844436,236.52382233881772,-0.378439221689022,28.949420549816942,8705.670629157123,
LL_e6,0,10,295.0980884475446,234.6082842340647,-0.37023049706359357,29.393376252382044,9583.256933717048,
LL_e6,0,11,301.42991803147817,240.28650420676453,-0.3719573093158811,30.285461491982936,10578.699738132902,
LL_e6,0,12,307.7599795603246,241.40460947154105,-0.3803778098482251,30.72859540050239,11378.336124998816,
LL_e6,0,13,310.5998984819058,249.8144370370431,-0.34258049412222913,31.681124513020897,12312.412688107084,
LL_e6,0,14,325.1404409917846,260.4596688573794,-0.3734753218692859,32.73121263517492,13175.36052756512,
LL_e6,0,15,332.1133909867424,262.1501786389252,-0.38889944503714374,32.599140178918034,14041.961324630356,
LL_e6,0,16,333.6226326687368,248.08376018838936,-0.34816400358797794,33.124205104378674,14652.10693817349,
LL_e6,0,17,339.4364160343431,256.6009537283446,-0.33773626944724766,34.131218663916016,15799.379060269155,
LL_e6,0,18,349.61073929114315,254.57845097752005,-0.3404966249829101,34.892064593171085,16457.502787084304,
LL_e6,0,19,355.56598408237824,264.69576393466315,-0.3608214031798163,35.885279828845874,17144.953215990903,
LL_e6,0,20,358.569794798638,267.9375912723039,-0.35372042000726284,35.30155630588356,17966.864749093613,
LL_e6,1,2,153.5427328707929,214.05551111876005,-0.3595310044522316,20.805685248465792,2129.0807474815997,
LL_e6,1,3,213.92045302471104,193.39662696312587,-0.2607528224791048,23.43718936237375,3255.6237816966195,
LL_e6,1,4,248.170803790066,212.55098611245188,-0.3372740367856838,26.008209789357593,4362.372154227091,
LL_e6,1,5,266.80511159490374,231.3811917100651,-0.41393315476798026,26.621487103663192,5377.302628122528,
LL_e6,1,6,271.32081701235677,223.63303800531668,-0.36328551119149327,27.348588896601633,6380.046403305963,
LL_e6,1,7,282.030284076366,229.41763225059267,-0.3115905468675828,29.98797846686149,7411.433387958744,
LL_e6,1,8,303.0709806449057,249.0359220983962,-0.3794268012792803,30.182938745263133,8362.227422657841,
LL_e6,1,9,310.7989838122719,246.380003731023,-0.3732075550123787,31.11771468520827,9579.588871608608,
LL_e6,1,10,316.45321170136566,243.55651094923704,-0.33338060322175694,32.47463746598251,10327.982812723392,
LL_e6,1,11,328.7435108002948,240.42988576712244,-0.37535087388237304,32.10999793337203,11212.964796458995,
LL_e6,1,12,326.4100738699077,250.19604994473937,-0.3513167810734626,32.755548003376504,12120.744047785927,
LL_e6,1,13,334.30520202083704,246.88186910659138,-0.3391393386364024,33.35706320502309,13118.748514137935,
LL_e6,1,14,341.65720471172085,254.19467541823704,-0.32155439810218395,34.22641974060522,13893.574685165015,
LL_e6,1,15,354.248817217117,251.69078252595412,-0.3617769348705689,34.04931526079379,14694.54364871722,
LL_e6,1,16,352.60114960421214,265.35048347657255,-0.348019431332166,35.063038313335554,15546.73585497903,
LL_e6,1,17,360.0208957230472,257.2101239489243,-0.3012332891738348,37.12307698400551,16401.180811500846,
LL_e6,1,18,374.1431197044874,264.62113524921864,-0.3475882449201692,36.74836866423853,17280.584736649304,
LL_e6,1,19,375.74013970628073,273.31218498592784,-0.33386015247839307,37.29046219026206,18156.486885726765,
LL_e6,1,20,383.80866929571533,276.84634851499675,-0.32578258627438667,37.92295516872354,19066.98868882113,
LL_e6,2,2,157.1807487067716,222.34858985702644,-0.36833309235576733,21.269863204338783,2243.538471934987,
LL_e6,2,3,219.9977209417361,182.48600034599616,-0.24586318420131711,24.387115345260042,3341.882953637123,
LL_e6,2,4,248.9157344110601,197.91526023076253,-0.29800529240250484,26.712329479672633,4392.201135275144,
LL_e6,2,5,267.89455966093914,204.2468310516427,-0.3338647538213763,26.582758956124717,5376.94826119289,
LL_e6,2,6,277.3956827092526,220.4964900281407,-0.3565896036138324,28.126945398155065,6368.833665598861,
LL_e6,2,7,286.2614567023409,227.8385045359156,-0.3833423085474827,28.497440216925412,7300.664099980248,
LL_e6,2,8,289.57171012216367,232.28912495472665,-0.32969355087091085,29.76056605418828,8262.846570718968,
LL_e6,2,9,305.7069872295417,244.2705477667355,-0.3949759478043572,29.61352005648697,9218.18006417641,
LL_e6,2,10,306.8143352319518,242.81724318158538,-0.3657850508736681,30.409505127515146,10075.060110182381,
LL_e6,2,11,313.995884591513,233.81249773104054,-0.3285479028987635,32.29817910619737,11012.48621109324,
LL_e6,2,12,324.068275942673,242.26676165911553,-0.3593785871100841,32.09913354693734,11926.357469786602,
LL_e6,2,13,327.5410005834764,247.21926876632722,-0.34576355468970826,32.623586420749135,12879.371606979345,
LL_e6,2,14,335.2677271726102,250.28410530731432,-0.33518324772703134,33.452790421030755,13779.498144773177,
LL_e6,2,15,344.66602112720153,244.85775604711333,-0.3373837333405105,34.06800560630931,14615.003369202448,
LL_e6,2,16,349.0036690599234,249.95172286640735,-0.3159141971332548,34.37899620863014,15344.442293659307,
LL_e6,2,17,359.39179656573015,262.93418030778525,-0.34778993915943623,35.24565542405605,16188.349522422872,
LL_e6,2,18,364.0975980918195,253.9594849212979,-0.33982726118351747,35.21704069664658,17094.240222039203,
LL_e6,2,19,366.35709315439453,241.01166718761064,-0.2620558552438518,36.00780143937426,17824.908136302853,
LL_e6,2,20,382.1347941285012,253.28516955803556,-0.35173649328423423,35.494961304907804,18654.99603178248,
LL_e6,3,2,152.98181251807395,216.2848973883823,-0.40545120470748214,20.243844861070514,2084.345084470431,
LL_e6,3,3,208.2107877446056,193.8814512252231,-0.32451809340029153,23.024987430062737,3270.2517088743916,
LL_e6,3,4,233.96863118402513,198.89964514783907,-0.340393695257785,24.69229806707981,4290.648147043042,
LL_e6,3,5,250.24203912604736,205.0236888066035,-0.3611525249878527,25.99015237145352,5290.155731699677,
LL_e6,3,6,259.995261845233,224.6436041693766,-0.36795872797267176,26.84557674128071,6254.325588418847,
LL_e6,3,7,274.0074624320817,235.5762719610917,-0.41914099550098144,27.062520247780363,7500.741168455617,
LL_e6,3,8,276.5238774848168,222.12303237563074,-0.3206771669197605,28.974389474606006,8335.892913815715,
LL_e6,3,9,293.9568400278742,230.55807359165135,-0.3730628392110742,29.04409790687662,9243.683929190865,
LL_e6,3,10,298.3280673633355,235.87549740969283,-0.350080930256213,30.227051388276955,10344.119739985781,
LL_e6,3,11,308.8166111343865,235.25962558750882,-0.3273275356646416,31.022850496203993,11127.862979430449,
LL_e6,3,12,321.1739994552692,253.59698812853742,-0.3447354420139363,32.442294134897416,12182.164719828515,
LL_e6,3,13,333.62797019067614,254.85322665163426,-0.3553314722364466,33.45087863549502,12921.319137707267,
LL_e6,3,14,340.342246954862,254.54380060996164,-0.39045950475391006,32.732822520418864,13805.735985971078,
LL_e6,3,15,336.1142793660992,235.96380840163283,-0.31150022896227225,33.21055633000149,14610.999679977189,
LL_e6,3,16,345.3129878469576,257.0158148199551,-0.35628576432229486,34.13649190532155,15410.814944413578,
LL_e6,3,17,349.36631909434175,255.31291286420074,-0.33963365758586217,34.54649976888983,16210.798102604038,
