arm,window,metric,median,q05,q95,n_finite
dose1075,1M,layer1_median_M,-2.2153813987311852,-2.715887418751352,-1.8551307455777963,100
dose1075,1M,layer1_mu_norm,2.687,2.6869999999999994,2.687000000000001,100
dose1075,1M,layer1_dose,10.748,10.747999999999998,10.748000000000005,100
dose1075,1M,gamma,0.1654379591666059,-0.39683356510001266,0.380233479605015,100
dose1075,1M,gamma_negative,0.0,0.0,1.0,100
dose1075,1M,mu_cos_off,0.9934851324342462,0.964237936329339,0.9999978223769922,100
dose1075,5M,layer1_strict_dead,99.0,95.0,100.0,100
dose1075,5M,layer1_alive,1.0,0.0,5.0,100
dose1075,5M,layer1_eff_rank,1.0000000000000009,1.0,3.951469035526987,100
dose1075,5M,layer1_w_norm_median,3.6856882201237964,3.3556013053998557,4.146460565483583,100
dose1075,5M,layer1_median_M,-2.584189456725995,-2.812578577193813,-2.257555175107609,100
dose1075,5M,layer1_mu_norm,2.687,2.6869999999999994,2.687000000000001,100
dose1075,5M,layer1_dose,10.748,10.747999999999998,10.748000000000005,100
dose1075,5M,gamma,0.30354043215284054,0.0035404321528405445,0.4463995351926828,100
dose1075,5M,gamma_negative,0.0,0.0,0.0,100
dose1075,5M,mu_cos_off,0.9886133346514693,0.9821684446221907,0.9999978223769921,100
dose1146,early,layer1_strict_dead,49.0,29.0,71.0,100
dose1146,early,layer1_alive,51.0,29.0,71.0,100
dose1146,early,layer1_eff_rank,15.894521313942773,13.771095394547805,18.60050508220213,100
dose1146,early,layer1_w_norm_median,1.5603709455859662,1.4424746427508557,1.7718365493443917,100
dose1146,early,layer1_median_M,-1.549208702771518,-1.9672434465948985,-0.7287772931576535,100
dose1146,early,layer1_mu_norm,2.8640000000000003,2.8639999999999994,2.8640000000000008,100
dose1146,early,layer1_dose,11.456000000000001,11.455999999999998,11.456000000000003,100
dose1146,early,gamma,0.005013650892247057,-0.3564786137817336,0.2772701290668364,100
dose1146,early,gamma_negative,0.0,0.0,1.0,100
dose1146,early,mu_cos_off,0.9982962115734572,0.976579231517799,0.9999965291953701,100
dose1146,1M,layer1_strict_dead,95.0,89.0,97.0,100
dose1146,1M,layer1_alive,5.0,3.0,11.0,100
dose1146,1M,layer1_eff_rank,3.1856023916734255,1.7703565138173316,6.227105744023246,100
dose1146,1M,layer1_w_norm_median,3.0432097272317007,2.6739593037865377,3.3569259307023613,100
dose1146,1M,layer1_median_M,-2.382000864781256,-2.817483103088275,-2.037326696516249,100
dose1146,1M,layer1_mu_norm,2.8640000000000003,2.8639999999999994,2.8640000000000008,100
dose1146,1M,layer1_dose,11.456000000000001,11.455999999999998,11.456000000000003,100
dose1146,1M,gamma,0.05501365089224706,-0.495466020490384,0.2737832207957087,100
dose1146,1M,gamma_negative,0.0,0.0,1.0,100
dose1146,1M,mu_cos_off,0.9982962115734572,0.9505857884463267,0.9999965291953701,100
dose1146,5M,layer1_strict_dead,99.0,97.0,100.0,100
dose1146,5M,layer1_alive,1.0,0.0,3.0,100
dose1146,5M,layer1_eff_rank,1.0,1.0,1.9534110996668568,100
dose1146,5M,layer1_w_norm_median,3.650777896128912,3.367938728259241,4.613526422157651,100
dose1146,5M,layer1_median_M,-2.6610414559010174,-2.933744977765785,-2.421401378592821,100
dose1146,5M,layer1_mu_norm,2.8640000000000003,2.8639999999999994,2.8640000000000008,100
dose1146,5M,layer1_dose,11.456000000000001,11.455999999999998,11.456000000000003,100
dose1146,5M,gamma,0.19449008377725346,-0.10550991622274655,0.3435213862182664,100
dose1146,5M,gamma_negative,0.0,0.0,1.0,100
dose1146,5M,mu_cos_off,0.9959002326574373,0.9907452756411315,0.9999965291953701,100
dose1216,early,layer1_strict_dead,52.0,32.85,73.05,100
dose1216,early,layer1_alive,48.0,26.95,67.14999999999999,100
dose1216,early,layer1_eff_rank,15.949752667369937,11.736387765371322,18.741514299809484,100
dose1216,early,layer1_w_norm_median,1.574462370764558,1.4448892193735035,1.7851889981150673,100
dose1216,early,layer1_median_M,-1.6614535829248052,-2.0782577876397386,-0.7950468333089102,100
dose1216,early,layer1_mu_norm,3.041,3.040999999999999,3.0410000000000004,100
dose1216,early,layer1_dose,12.164,12.163999999999996,12.164000000000003,100
dose1216,early,gamma,-0.09977911962469524,-0.45545746186816255,0.17564818927531714,100
dose1216,early,gamma_negative,1.0,0.0,1.0,100
dose1216,early,mu_cos_off,0.9967017139597922,0.9659046791236886,0.9999999946708137,100
dose1216,1M,layer1_strict_dead,95.0,90.0,98.0,100
dose1216,1M,layer1_alive,5.0,2.0,10.0,100
dose1216,1M,layer1_eff_rank,3.6706300129485014,1.6016225246457287,6.682309126018082,100
dose1216,1M,layer1_w_norm_median,3.0380274620868195,2.5629140746780807,3.428036321845883,100
dose1216,1M,layer1_median_M,-2.4908398172837116,-3.0304625050564162,-2.174360277065785,100
dose1216,1M,layer1_mu_norm,3.041,3.040999999999999,3.0410000000000004,100
dose1216,1M,layer1_dose,12.164,12.163999999999996,12.164000000000001,100
dose1216,1M,gamma,-0.04977911962469524,-0.5910680084902916,0.17202217091444788,100
dose1216,1M,gamma_negative,0.5,0.0,1.0,100
dose1216,1M,mu_cos_off,0.9987799467991186,0.937193548713839,0.9999999946708139,100
dose1216,5M,layer1_strict_dead,99.0,96.95,100.0,100
dose1216,5M,layer1_alive,1.0,0.0,3.049999999999997,100
dose1216,5M,layer1_eff_rank,1.0,1.0,2.2790874437368114,100
dose1216,5M,layer1_w_norm_median,3.648293946841048,3.2876124471379793,4.091517299788984,100
dose1216,5M,layer1_median_M,-2.7597190165605365,-2.967700108719076,-2.517712588317315,100
dose1216,5M,layer1_mu_norm,3.0409999999999995,3.040999999999999,3.0410000000000004,100
dose1216,5M,layer1_dose,12.163999999999998,12.163999999999996,12.164000000000001,100
dose1216,5M,gamma,0.09073789834621201,-0.20926210165378797,0.24454253813183743,100
dose1216,5M,gamma_negative,0.0,0.0,1.0,100
dose1216,5M,mu_cos_off,0.9987799467991186,0.9940427082565926,0.9999999946708137,100
