quantity,k,seed,value
L_S_fix,1,3,0.5289375000000001
L_S_fix,1,4,0.5331770833333334
L_S_fix,1,5,0.598625
L_S_fix,1,6,0.41853125
L_S_fix,1,7,0.5367916666666667
L_S_fix,1,8,0.5393958333333333
L_S_fix,1,9,0.53259375
G_R,1,0,0.6671666666666667
G_R,1,1,0.68353125
G_R,1,2,0.6783229166666667
G_R,1,3,0.68209375
G_R,1,4,0.70234375
G_R,1,5,0.6646979166666667
G_R,1,6,0.6455729166666667
G_R,1,7,0.6918229166666667
G_R,1,8,0.7099375
G_R,1,9,0.6429583333333333
G_R_fix,1,0,0.7433750000000001
G_R_fix,1,1,0.7527604166666667
G_R_fix,1,2,0.7525625
G_R_fix,1,3,0.7607291666666667
G_R_fix,1,4,0.7829479166666666
G_R_fix,1,5,0.7531249999999999
G_R_fix,1,6,0.70159375
G_R_fix,1,7,0.7633229166666666
G_R_fix,1,8,0.7746041666666666
G_R_fix,1,9,0.7121354166666667
M_C,1,0,0.06270833333333334
M_C,1,1,0.10280208333333335
M_C,1,2,0.04347916666666668
M_C,1,3,0.09868749999999998
M_C,1,4,0.08987500000000001
M_C,1,5,0.04145833333333332
M_C,1,6,0.14715625
M_C,1,7,0.07185416666666664
M_C,1,8,0.07929166666666668
M_C,1,9,0.08552083333333335
P_C,1,0,-0.003312499999999996
P_C,1,1,-0.019385416666666683
P_C,1,2,-0.011791666666666673
P_C,1,3,-0.011843750000000014
P_C,1,4,-0.017677083333333315
P_C,1,5,-0.0061041666666666605
P_C,1,6,-0.01752083333333332
P_C,1,7,-0.016916666666666663
P_C,1,8,-0.012260416666666663
P_C,1,9,-0.011833333333333335
P_R,1,0,0.004364583333333338
P_R,1,1,0.006583333333333274
P_R,1,2,0.008281250000000018
P_R,1,3,0.013624999999999998
P_R,1,4,0.010406250000000061
P_R,1,5,0.010343749999999985
P_R,1,6,0.0115729166666666
P_R,1,7,0.006416666666666626
P_R,1,8,0.00867708333333339
P_R,1,9,0.00765624999999992
P_N,1,0,0.023291666666666683
P_N,1,1,0.07654166666666665
P_N,1,2,0.057697916666666654
P_N,1,3,0.060406249999999995
P_N,1,4,0.028781250000000008
P_N,1,5,0.023781250000000004
P_N,1,6,0.06233333333333335
P_N,1,7,0.06777083333333334
P_N,1,8,0.04824999999999999
P_N,1,9,0.08022916666666663
P_F,1,0,0.0543541666666667
P_F,1,1,0.06034375000000003
P_F,1,2,0.07082291666666662
P_F,1,3,0.05427083333333327
P_F,1,4,0.060083333333333266
P_F,1,5,0.07361458333333326
P_F,1,6,0.03677083333333331
P_F,1,7,0.05437499999999995
P_F,1,8,0.048833333333333284
P_F,1,9,0.06377083333333333
R_C,2,0,0.022572916666666637
R_C,2,1,0.039864583333333314
R_C,2,2,0.05131249999999998
R_C,2,3,0.038416666666666655
R_C,2,4,0.01879166666666665
R_C,2,5,0.025208333333333305
R_C,2,6,0.048739583333333336
R_C,2,7,0.04071875
R_C,2,8,0.02390624999999999
R_C,2,9,0.03489583333333335
R_R,2,0,-0.025697916666666654
R_R,2,1,-0.06860416666666666
R_R,2,2,-0.015229166666666655
R_R,2,3,-0.03586458333333334
R_R,2,4,-0.048666666666666664
R_R,2,5,-0.019916666666666666
R_R,2,6,-0.09537500000000002
R_R,2,7,-0.03890625
R_R,2,8,-0.04000000000000001
R_R,2,9,-0.06573958333333335
D,2,0,0.04827083333333329
D,2,1,0.10846874999999997
D,2,2,0.06654166666666664
D,2,3,0.07428125
D,2,4,0.06745833333333331
D,2,5,0.04512499999999997
D,2,6,0.14411458333333335
D,2,7,0.079625
D,2,8,0.06390625
D,2,9,0.1006354166666667
R_T2,2,0,0.10022916666666665
R_T2,2,1,0.1266145833333333
R_T2,2,2,0.0815104166666667
R_T2,2,3,0.05672916666666669
R_T2,2,4,0.06913541666666667
R_T2,2,5,0.05014583333333336
R_T2,2,6,0.07802083333333332
R_T2,2,7,0.08186458333333335
R_T2,2,8,0.07604166666666667
R_T2,2,9,0.09165625
R_C_minus_R_T2,2,0,-0.07765625000000001
R_C_minus_R_T2,2,1,-0.08675
R_C_minus_R_T2,2,2,-0.030197916666666713
R_C_minus_R_T2,2,3,-0.018312500000000037
R_C_minus_R_T2,2,4,-0.05034375000000002
R_C_minus_R_T2,2,5,-0.024937500000000057
R_C_minus_R_T2,2,6,-0.02928124999999998
R_C_minus_R_T2,2,7,-0.041145833333333354
R_C_minus_R_T2,2,8,-0.052135416666666684
R_C_minus_R_T2,2,9,-0.05676041666666665
TE,2,0,0.7113645833333333
TE,2,1,0.7304166666666667
TE,2,2,0.7306458333333333
TE,2,3,0.7041770833333334
TE,2,4,0.7263958333333334
TE,2,5,0.7441875
TE,2,6,0.7358229166666667
TE,2,7,0.7331770833333333
TE,2,8,0.72934375
TE,2,9,0.7323333333333333
L_S,2,0,0.5846875
L_S,2,1,0.5833645833333334
L_S,2,2,0.5791979166666668
L_S,2,3,0.5970833333333334
L_S,2,4,0.5952395833333333
L_S,2,5,0.6006770833333333
L_S,2,6,0.6027083333333334
L_S,2,7,0.5854270833333333
L_S,2,8,0.5940937500000001
L_S,2,9,0.5985208333333333
L_S_fix,2,0,0.4902083333333333
L_S_fix,2,1,0.41740625
L_S_fix,2,2,0.5110625
L_S_fix,2,3,0.4686145833333334
L_S_fix,2,4,0.4701666666666666
L_S_fix,2,5,0.5418124999999999
L_S_fix,2,6,0.3601770833333333
L_S_fix,2,7,0.47031249999999997
L_S_fix,2,8,0.46757291666666667
L_S_fix,2,9,0.47035416666666663
G_R,2,0,0.5144583333333334
G_R,2,1,0.6086145833333334
G_R,2,2,0.5564374999999999
G_R,2,3,0.5914375000000001
G_R,2,4,0.5956875
G_R,2,5,0.4969375
G_R,2,6,0.61934375
G_R,2,7,0.5923541666666666
G_R,2,8,0.596125
G_R,2,9,0.555375
G_R_fix,2,0,0.6213125
G_R_fix,2,1,0.6865208333333332
G_R_fix,2,2,0.6673020833333333
G_R_fix,2,3,0.6533333333333333
G_R_fix,2,4,0.6914166666666667
G_R_fix,2,5,0.5829791666666666
G_R_fix,2,6,0.72171875
G_R_fix,2,7,0.6842291666666667
G_R_fix,2,8,0.6638437500000001
G_R_fix,2,9,0.6758645833333333
M_C,2,0,0.09447916666666667
M_C,2,1,0.16595833333333337
M_C,2,2,0.06813541666666667
M_C,2,3,0.12846875
M_C,2,4,0.1250729166666667
M_C,2,5,0.05886458333333339
M_C,2,6,0.24253125000000003
M_C,2,7,0.11511458333333335
M_C,2,8,0.12652083333333336
M_C,2,9,0.12816666666666665
P_C,2,0,-0.014552083333333354
P_C,2,1,-0.02664583333333337
P_C,2,2,-0.01121875
P_C,2,3,-0.014520833333333344
P_C,2,4,-0.02668750000000003
P_C,2,5,-0.012072916666666711
P_C,2,6,-0.052302083333333305
P_C,2,7,-0.02986458333333336
P_C,2,8,-0.02864583333333337
P_C,2,9,-0.0224375
P_R,2,0,0.13028125000000002
P_R,2,1,0.08176041666666667
P_R,2,2,0.0968020833333334
P_R,2,3,0.05984374999999997
P_R,2,4,0.06555208333333329
P_R,2,5,0.14296874999999998
P_R,2,6,0.055770833333333325
P_R,2,7,0.07600000000000007
P_R,2,8,0.09751041666666671
P_R,2,9,0.09352083333333339
P_N,2,0,0.028885416666666663
P_N,2,1,0.05397916666666666
P_N,2,2,0.04392708333333334
P_N,2,3,0.0768125
P_N,2,4,0.05865625000000002
P_N,2,5,0.050437499999999996
P_N,2,6,0.08313541666666668
P_N,2,7,0.09494791666666669
P_N,2,8,0.06567708333333333
P_N,2,9,0.061
P_F,2,0,0.41434374999999996
P_F,2,1,0.3058229166666666
P_F,2,2,0.515125
P_F,2,3,0.4023541666666667
P_F,2,4,0.2985
P_F,2,5,0.4303541666666666
P_F,2,6,0.28978125
P_F,2,7,0.24062499999999998
P_F,2,8,0.32594791666666667
P_F,2,9,0.47462499999999996
