arm,run_id,seed,step,task,task_end,layer,median_M,q25_M,q75_M,median_B,n_na,mu_norm,sigma_rms,dose,w_norm_median,w_norm_q25,w_norm_q75,eff_rank,eff_rank_W,strict_dead,alive,eff_rank_per_alive,strict_dead_frac,signal_var,residual_var,unfit,eval_loss_exact
L1,L1_seed2,2,1000,,0,1,0.06083015307307972,-0.8995142121441055,1.0144665861727633,-0.01974657802062596,0,2.692582403567252,0.25,10.770329614269007,1.401262140757662,1.2957647758180681,1.4595014340745731,12.514328724267623,19.444974716868945,20,80,0.15642910905334528,0.2,1.0000000000000002,0.10952925835921593,0.1095292583592159,0.16420159191923067
L1,L1_seed3,3,1000,,0,1,0.15500837337890847,-1.7846070210854057,1.2338860557992006,-0.05859092440666955,0,2.692582403567252,0.25,10.770329614269007,1.3942410865868524,1.2753762787868599,1.499136236621224,12.251660881110865,19.43616066123247,25,75,0.16335547841481154,0.25,0.80859375,0.22491875350804108,0.2781603908118769,0.32604494883969376
L1,L1_seed4,4,1000,,0,1,-0.21662509746881997,-2.131665175280922,0.5796637923930448,-0.05510129444511377,0,3.0413812651491097,0.25,12.165525060596439,1.3747984759359668,1.2696007431653964,1.5090451162845155,15.348620000197826,19.463470461152266,28,72,0.21317527778052536,0.28,1.6865234374999996,0.3442420659366804,0.20411341952470227,0.3830011267452156
L1,L1_seed5,5,1000,,0,1,-0.24929393579022466,-1.144680145052789,0.7081944806322746,-0.04181724984515777,0,2.29128784747792,0.25,9.16515138991168,1.4139616180222916,1.323658595435984,1.5154192260833117,14.303420183700169,19.427835481763154,18,82,0.17443195345975815,0.18,1.1708984375000002,0.3230172190190995,0.2758712529404152,0.3371466241178808
L1,L1_seed6,6,1000,,0,1,-0.13813675181691584,-1.5434817891898556,0.6435114182903218,-0.06209193877650836,0,3.0413812651491097,0.25,12.165525060596439,1.4222829213512032,1.3385524591135436,1.5008036782863443,14.683334554155216,19.309935588056174,24,76,0.19320177044941075,0.24,2.12109375,0.5043854883141262,0.23779500001549966,0.5058633128813794
L1,L1_seed7,7,1000,,0,1,-0.7140660817869584,-2.2271620890099095,0.6256897190069064,-0.0172327231870873,0,2.8722813232690143,0.25,11.489125293076057,1.4277658731931486,1.291484060721058,1.5017593413195596,13.996993958636343,19.47782727571406,36,64,0.21870303060369287,0.36,3.0273437499999996,0.6169053321463018,0.20377776132832684,0.6182086123624246
L1,L1_seed8,8,1000,,0,1,-0.35513956315141515,-1.4901874489348004,0.5448296427267185,-0.08016623957601013,0,3.2015621187164243,0.25,12.806248474865697,1.4118159664193186,1.3074321643137377,1.5046164087761673,14.899087354369588,19.336843099701873,22,78,0.19101394044063574,0.22,1.5615234374999998,0.5834909691648236,0.37366776261712287,0.5856902880723002
L1,L1_seed9,9,1000,,0,1,-0.25434297653626337,-1.4901726432403675,0.47322417884108187,-0.04436002034577097,0,2.692582403567252,0.25,10.770329614269007,1.4295574583662596,1.3346474598533542,1.5476999616784055,16.733969324967262,19.5608629320387,22,78,0.21453806826881106,0.22,1.7568359375000002,0.7030787126695176,0.40019599876241574,0.8405073347598763
L1,L1_seed0,0,2000,,0,1,-0.594012909539652,-2.40985280651934,0.4430930601344907,-0.024990284788439482,0,3.0413812651491097,0.25,12.165525060596439,1.42422960813388,1.3328180196062518,1.5287149849473112,15.615678461217907,19.391411942195603,32,68,0.22964233031202805,0.32,0.609375,0.14367020800228425,0.2357664951832357,0.14379879057393374
L1,L1_seed1,1,2000,,0,1,-0.1778091633399204,-1.1389054445721642,1.0483106358003194,-0.04336786408622792,0,2.692582403567252,0.25,10.770329614269007,1.4122152264403902,1.3001457540818466,1.5099229146455129,14.286648118484527,19.481767818131527,19,81,0.1763783718331423,0.19,1.7724609374999993,0.28779057742841035,0.16236779685217206,0.344258776795386
L1,L1_seed2,2,2000,,0,1,-0.009944453640364472,-0.9033783812709131,0.8548065530842158,-0.016504555263944728,0,2.692582403567252,0.25,10.770329614269007,1.4102826767087269,1.2953763744723592,1.4600443838097457,13.475113976343234,19.427001578306655,20,80,0.16843892470429042,0.2,1.0000000000000002,0.054229676402945654,0.05422967640294564,0.0563218111676857
L1,L1_seed3,3,2000,,0,1,0.20186451649911424,-1.7846070210854057,1.078290339406952,-0.05888407272789262,0,2.692582403567252,0.25,10.770329614269007,1.396187698732003,1.2804574164481228,1.5003283073438372,13.334040934364541,19.419950999922765,26,74,0.18018974235627758,0.26,0.80859375,0.1265000045699333,0.15644445009614938,0.13017566959898536
L1,L1_seed4,4,2000,,0,1,-0.2807061757404447,-2.131665175280922,0.6418782389684623,-0.05640703770839273,0,3.0413812651491097,0.25,12.165525060596439,1.3808856693973042,1.285060897693166,1.5268860311637025,16.07931818207577,19.44639492642219,28,72,0.22332386363994125,0.28,1.6865234374999996,0.1649380489840373,0.09779766193378937,0.19423391810518775
L1,L1_seed5,5,2000,,0,1,-0.28949966579934333,-1.1858284384674576,0.6688009928535009,-0.03951120740060486,0,2.29128784747792,0.25,9.16515138991168,1.4103358850677286,1.3358934844682855,1.5183148233258505,15.58648202267061,19.409316470634177,18,82,0.19007904905695866,0.18,1.1708984375000002,0.18510045449313323,0.1580841246046442,0.19107744312263983
L1,L1_seed6,6,2000,,0,1,-0.17453117916653796,-1.579969875742977,0.4205251631627575,-0.06096763770842273,0,3.0413812651491097,0.25,12.165525060596439,1.4390357310640742,1.3376716524408268,1.514278653938014,15.592979271866946,19.29391311795954,24,76,0.20517077989298613,0.24,2.12109375,0.276376536784444,0.13029906706596256,0.3204002699560248
L1,L1_seed7,7,2000,,0,1,-0.8471849889964816,-2.2271620890099095,0.47754593933032485,-0.028422042578548988,0,2.8722813232690143,0.25,11.489125293076057,1.431919637180358,1.2902237844726925,1.5149406282507913,15.24416861660573,19.467426117457688,36,64,0.23819013463446453,0.36,3.0273437499999996,0.3568581797444847,0.11787831485753303,0.4838987671528778
L1,L1_seed8,8,2000,,0,1,-0.41303936666387653,-1.3252120382550883,0.4852600009598131,-0.078373112819642,0,3.2015621187164243,0.25,12.806248474865697,1.4212724977731783,1.3142022461638496,1.525906409130797,16.06784762218051,19.321954219495822,23,77,0.20867334574260402,0.23,1.5615234374999998,0.36556150457814995,0.23410567897937812,0.36667359996449683
L1,L1_seed9,9,2000,,0,1,-0.46330893352611047,-1.4745538889571483,0.3785324584301677,-0.04930451930481841,0,2.692582403567252,0.25,10.770329614269007,1.4492735600099598,1.3479603717029436,1.5620502546279895,18.44862050275645,19.556480624786747,22,78,0.23652077567636476,0.22,1.7568359375000002,0.3602706384952907,0.2050678898383422,0.37042017559506213
L1,L1_seed0,0,3000,,0,1,-0.6219270710852773,-2.40985280651934,0.3422353242074504,-0.03162791190908785,0,3.0413812651491097,0.25,12.165525060596439,1.4384683445711266,1.333542813502361,1.5537289232657123,16.135263606388346,19.38941920500124,33,67,0.24082482994609472,0.33,0.609375,0.08789468778245077,0.14423743636094485,0.10340941121524133
L1,L1_seed1,1,3000,,0,1,-0.15854194451392908,-1.103899950125144,0.9309913240178429,-0.056925389377262534,0,2.692582403567252,0.25,10.770329614269007,1.4306572226175929,1.2936558379110892,1.5346291694883711,15.174458049149933,19.475286872529804,19,81,0.18733898826111028,0.19,1.7724609374999993,0.18994776469506483,0.10716612178939199,0.19079355854930466
L1,L1_seed2,2,3000,,0,1,-0.011293909846396066,-0.9461436931750002,0.8748780014720764,-0.013670396981749641,0,2.692582403567252,0.25,10.770329614269007,1.4145753395729077,1.2994461424347414,1.4606875396914696,13.76335695171771,19.42252710770271,20,80,0.1720419618964714,0.2,1.0000000000000002,0.028416325764541697,0.02841632576454169,0.029843915421404507
L1,L1_seed3,3,3000,,0,1,0.22013538232835617,-1.7846070210854057,1.0279537709441755,-0.05976193587773431,0,2.692582403567252,0.25,10.770329614269007,1.3952155565777304,1.2733597126131824,1.5042693730318732,13.760908009693134,19.407772886254566,26,74,0.18595821634720452,0.26,0.80859375,0.05566476821838729,0.06884145248264321,0.07100556523701082
L1,L1_seed4,4,3000,,0,1,-0.28906801478647004,-2.131665175280922,0.48708117485793945,-0.05539589638102578,0,3.0413812651491097,0.25,12.165525060596439,1.4053155047306318,1.2894617244958964,1.5321948015192552,16.731436152979953,19.42719615424525,28,72,0.23238105768027711,0.28,1.6865234374999996,0.08593208532314958,0.050952203457385756,0.09462909544503195
L1,L1_seed5,5,3000,,0,1,-0.30657543767708373,-1.2151544388385382,0.6244223832685049,-0.05472173278323354,0,2.29128784747792,0.25,9.16515138991168,1.4267252197688125,1.337158091704398,1.5252379284860367,16.325442442901934,19.39712460906347,18,82,0.1990907614988041,0.18,1.1708984375000002,0.0963491743837203,0.08228653425265185,0.13174318621648404
L1,L1_seed6,6,3000,,0,1,-0.13319645762227988,-1.6178045252572726,0.30913715125552554,-0.06302061102521139,0,3.0413812651491097,0.25,12.165525060596439,1.4570827852080468,1.3391009050754095,1.539452685909307,16.35772406338607,19.26639179365511,24,76,0.215233211360343,0.24,2.12109375,0.1929122469954323,0.09094942031460529,0.19371783954894872
L1,L1_seed7,7,3000,,0,1,-0.8189250494950571,-2.2271620890099095,0.5833263804257466,-0.026784868854322005,0,2.8722813232690143,0.25,11.489125293076057,1.4349123031469526,1.2950308381521016,1.5472687225267032,15.147509551009897,19.452473746818836,36,64,0.23667983673452964,0.36,3.0273437499999996,0.13220037954533895,0.04366877053368616,0.2151653973380897
L1,L1_seed8,8,3000,,0,1,-0.3862287061384332,-1.3182852569838774,0.3834495491684142,-0.07603642937037472,0,3.2015621187164243,0.25,12.806248474865697,1.4382941076437767,1.3122704322296312,1.5555965832024654,16.540179662788162,19.298700418463564,23,77,0.21480752808815795,0.23,1.5615234374999998,0.1938229591650619,0.12412427153534923,0.23604045875098617
L1,L1_seed9,9,3000,,0,1,-0.41042953297069545,-1.5129368635802682,0.37582094506030406,-0.06064957612693664,0,2.692582403567252,0.25,10.770329614269007,1.47002755930365,1.3581951433381036,1.5863916331679977,18.75888914131758,19.53266496742015,22,78,0.2404985787348408,0.22,1.7568359375000002,0.1483103459695013,0.08441900737785954,0.17841140675292427
L1,L1_seed0,0,4000,,0,1,-0.6475750639093703,-2.40985280651934,0.39150234738703327,-0.030047031824011958,0,3.0413812651491097,0.25,12.165525060596439,1.4401277721070205,1.3338102636362967,1.556259823357524,16.50703888449598,19.386870758874416,33,67,0.24637371469396985,0.33,0.609375,0.04973573459824491,0.081617615750966,0.0498667673924126
L1,L1_seed1,1,4000,,0,1,-0.21079280571959044,-1.1665377072508045,0.8672540617139564,-0.05965974076885455,0,2.692582403567252,0.25,10.770329614269007,1.4361538734279404,1.2920098620001519,1.5488677137994755,15.687452267273077,19.464783327767933,19,81,0.19367225021324785,0.19,1.7724609374999993,0.11164767526991591,0.06299020356826113,0.1119957141246387
L1,L1_seed2,2,4000,,0,1,0.019117765706927532,-0.9793077151581064,0.8494561809337431,-0.017380982536784204,0,2.692582403567252,0.25,10.770329614269007,1.4170238614466393,1.3023962421642863,1.4667239046847627,13.952377336327851,19.421245808813357,20,80,0.17440471670409813,0.2,1.0000000000000002,0.014193738849883097,0.014193738849883094,0.014454506677013439
L1,L1_seed3,3,4000,,0,1,0.24804107890274252,-1.7846070210854057,0.9983098692494167,-0.0630235478320744,0,2.692582403567252,0.25,10.770329614269007,1.4020176728277438,1.2727065118778278,1.5106437060110087,13.969085440077011,19.399568635961433,26,74,0.18877142486590556,0.26,0.80859375,0.02316328227575849,0.028646378080165086,0.02372415259767801
L1,L1_seed4,4,4000,,0,1,-0.33825833392512134,-2.131665175280922,0.5692728961814113,-0.05358794856723702,0,3.0413812651491097,0.25,12.165525060596439,1.4130292587556337,1.293831177036874,1.5332551066498035,16.990925309974255,19.418481557832592,29,71,0.23930880718273598,0.29,1.6865234374999996,0.04176888343716287,0.02476626325399814,0.0436374476813649
L1,L1_seed5,5,4000,,0,1,-0.30122774862996193,-1.217050488984686,0.6443163581764363,-0.05658184714283844,0,2.29128784747792,0.25,9.16515138991168,1.4269103394227027,1.3395964949941124,1.5221176651099355,16.595723944565925,19.384668511931608,18,82,0.20238687737275518,0.18,1.1708984375000002,0.04300636306312989,0.036729370956334446,0.05266335314219561
L1,L1_seed6,6,4000,,0,1,-0.10715223605533604,-1.476992453799354,0.28391321889744486,-0.05468032401170035,0,3.0413812651491097,0.25,12.165525060596439,1.460995956194587,1.3385728749511057,1.5696043562453297,16.730625889403463,19.232773407562412,24,76,0.22013981433425608,0.24,2.12109375,0.08786717369336255,0.04142540785543428,0.13547254827618066
L1,L1_seed7,7,4000,,0,1,-0.8318594519068425,-2.2271620890099095,0.6148944181744485,-0.03375874054433351,0,2.8722813232690143,0.25,11.489125293076057,1.4361078026284462,1.3163544338852025,1.5633964825573785,15.29158029142798,19.43317542016392,36,64,0.2389309420535622,0.36,3.0273437499999996,0.04190306093335776,0.013841527224438177,0.04606485526198996
L1,L1_seed8,8,4000,,0,1,-0.49743207017900953,-1.468121429239125,0.3585656137960733,-0.07971732160801707,0,3.2015621187164243,0.25,12.806248474865697,1.4467314376750844,1.3239181773576558,1.5653421867302693,16.503690703487813,19.27437001902958,24,76,0.21715382504589228,0.24,1.5615234374999998,0.1838771303860264,0.1177549602972427,0.21197394264640662
L1,L1_seed9,9,4000,,0,1,-0.38150430229445154,-1.4367134742633694,0.4249501278642772,-0.05243045362460016,0,2.692582403567252,0.25,10.770329614269007,1.4855896343154913,1.3602630322656313,1.5977552330110676,18.859360558056295,19.50721637989952,22,78,0.24178667382123456,0.22,1.7568359375000002,0.03755833220502397,0.021378394762615088,0.0879063416312277
L1,L1_seed0,0,5000,,0,1,-0.6463784301170268,-2.40985280651934,0.41453260807818615,-0.02582112444504861,0,3.0413812651491097,0.25,12.165525060596439,1.4401277721070205,1.3334953919761667,1.5750498183116008,16.59198097549513,19.382678594915767,33,67,0.24764150709694224,0.33,0.609375,0.01858402980994465,0.030496869431704043,0.023137488766632186
L1,L1_seed1,1,5000,,0,1,-0.18531321847173965,-1.112497652979369,0.7899752073713091,-0.05493383922081707,0,2.692582403567252,0.25,10.770329614269007,1.4458860608607749,1.2975116738888686,1.5596218225861769,16.159404292413292,19.45853343170726,19,81,0.19949881842485545,0.19,1.7724609374999993,0.07264478937738665,0.04098526959914268,0.08557185716306057
L1,L1_seed2,2,5000,,0,1,0.022951070978318076,-0.9773728270221604,0.8781054242353392,-0.012747725514357492,0,2.692582403567252,0.25,10.770329614269007,1.4174308719998021,1.3047284730914974,1.4731510676533466,14.093243017244607,19.420169466978283,20,80,0.1761655377155576,0.2,1.0000000000000002,0.0074157147756099395,0.007415714775609938,0.014055520961182334
L1,L1_seed3,3,5000,,0,1,0.2775140017374856,-1.7846070210854057,1.0134128258026132,-0.06193823175161976,0,2.692582403567252,0.25,10.770329614269007,1.4059214370954107,1.274947045080239,1.5161673458593543,14.047803140639733,19.39303403526619,26,74,0.1898351775762126,0.26,0.80859375,0.010087800269507981,0.01247573366663789,0.012799505932743725
L1,L1_seed4,4,5000,,0,1,-0.2811604222069486,-2.131665175280922,0.5622034629995871,-0.05091553480287458,0,3.0413812651491097,0.25,12.165525060596439,1.4130292587556337,1.2954435047087074,1.5337728216446374,17.208735529245335,19.410810983076022,29,71,0.2423765567499343,0.29,1.6865234374999996,0.015232755078917736,0.009032044702265063,0.016810127378101065
L1,L1_seed5,5,5000,,0,1,-0.23548845294644372,-1.2232242250464687,0.6174372292392734,-0.05761475430944277,0,2.29128784747792,0.25,9.16515138991168,1.433047118437347,1.3439505303898687,1.5415582898288847,16.743075846311154,19.37724602439839,18,82,0.20418385178428236,0.18,1.1708984375000002,0.015796432101015712,0.013490864446572215,0.03130381362560365
L1,L1_seed6,6,5000,,0,1,-0.12117987774886452,-1.4686033647232706,0.27209826888400357,-0.05628012274155869,0,3.0413812651491097,0.25,12.165525060596439,1.464478680304544,1.340064986562857,1.5999620135469832,16.982819158191052,19.211202557153797,24,76,0.2234581468183033,0.24,2.12109375,0.059511471315614156,0.02805697358526192,0.11110667848490238
L1,L1_seed7,7,5000,,0,1,-0.8496834993918898,-2.2271620890099095,0.5668670818812848,-0.03690721822855682,0,2.8722813232690143,0.25,11.489125293076057,1.4465449958469152,1.317086116045078,1.5633964825573785,15.469225628211012,19.41935201338136,36,64,0.24170665044079706,0.36,3.0273437499999996,0.019814440903875716,0.0065451572534092695,0.02007106569057993
L1,L1_seed8,8,5000,,0,1,-0.4238831677993894,-1.4745545056779106,0.31527163408698583,-0.0812337019991296,0,3.2015621187164243,0.25,12.806248474865697,1.4549842139335643,1.3321166511009648,1.5698749868177402,16.648545476095606,19.249483217551404,24,76,0.21905980889599483,0.24,1.5615234374999998,0.058110924205221924,0.03721425039784069,0.05885963430234253
L1,L1_seed9,9,5000,,0,1,-0.4246945598499519,-1.3840136900001214,0.4211061741420835,-0.05982048834341028,0,2.692582403567252,0.25,10.770329614269007,1.492645592428466,1.3602630322656313,1.6112943871498095,18.952055771874942,19.4947747405604,22,78,0.24297507399839668,0.22,1.7568359375000002,0.007676953314152603,0.004369761085987918,0.019994100356850484
L1,L1_seed0,0,6000,,0,1,-0.6392554734736525,-2.40985280651934,0.4278521796420793,-0.025797616404177475,0,3.0413812651491097,0.25,12.165525060596439,1.4402521688945749,1.3340252005402156,1.5855465502598438,16.629224745977332,19.38023114369278,33,67,0.2481973842683184,0.33,0.609375,0.012423795697416553,0.0203877672983246,0.031402064696211915
L1,L1_seed1,1,6000,,0,1,-0.2177570504215952,-1.0916039728218707,0.8037442270628853,-0.057329255515158044,0,2.692582403567252,0.25,10.770329614269007,1.4513792604067675,1.310141567725962,1.5691461757224419,16.177649739892786,19.448520006294544,19,81,0.1997240708628739,0.19,1.7724609374999993,0.03712493005916806,0.020945415085723475,0.04047016440521336
L1,L1_seed2,2,6000,,0,1,0.025490195661637006,-1.0077495705092971,0.82533246164968,-0.016013661129151542,0,2.692582403567252,0.25,10.770329614269007,1.4172352535168096,1.3052144682138924,1.4775374750017298,14.170494911759025,19.419484330943558,20,80,0.17713118639698783,0.2,1.0000000000000002,0.0040539937275392525,0.004053993727539252,0.004209478845751957
L1,L1_seed3,3,6000,,0,1,0.20914323151619768,-1.7846070210854057,1.0041030971869394,-0.06431414595628161,0,2.692582403567252,0.25,10.770329614269007,1.4095961840462239,1.2762669623712746,1.516841787786379,14.126428320573245,19.3904900288109,26,74,0.19089768000774657,0.26,0.80859375,0.005436236917879353,0.006723075608585093,0.026350061816510978
L1,L1_seed4,4,6000,,0,1,-0.2899237996028077,-2.131665175280922,0.5923290176843432,-0.05154844061009875,0,3.0413812651491097,0.25,12.165525060596439,1.4130292587556337,1.2947309314775106,1.5342637643445378,17.22879866565688,19.404922310035847,29,71,0.24265913613601237,0.29,1.6865234374999996,0.008128448739473167,0.004819647660231919,0.010838679401877558
L1,L1_seed5,5,6000,,0,1,-0.25843122886681996,-1.2004578163147246,0.6177147694418265,-0.05900733375137174,0,2.29128784747792,0.25,9.16515138991168,1.4355735080989125,1.3456326700717844,1.5591155300292487,16.785490025243295,19.37146451168604,18,82,0.20470109786882068,0.18,1.1708984375000002,0.00511051301301173,0.004364608278001677,0.006997903504458852
L1,L1_seed6,6,6000,,0,1,-0.09436691963783789,-1.476447516245988,0.29437294613511356,-0.056558733545840664,0,3.0413812651491097,0.25,12.165525060596439,1.4632558328448086,1.342740782975644,1.6107364444692234,17.00211331211029,19.19724460750215,24,76,0.22371201726460907,0.24,2.12109375,0.018746599282850256,0.008838175720828113,0.02741465171334722
L1,L1_seed7,7,6000,,0,1,-0.8507873323740669,-2.2271620890099095,0.597483717764471,-0.03757603486150714,0,2.8722813232690143,0.25,11.489125293076057,1.4463922241297595,1.3177638975698767,1.5731836203560583,15.406256866354797,19.41035574822338,36,64,0.2407227635367937,0.36,3.0273437499999996,0.0074603119976303055,0.0024643095114753014,0.007635459509125588
L1,L1_seed8,8,6000,,0,1,-0.4763864956188948,-1.414997010212805,0.2829660125428185,-0.07650436672254725,0,3.2015621187164243,0.25,12.806248474865697,1.4625158310914774,1.335788327986864,1.5768401206706724,16.768691941041673,19.234986188401592,24,76,0.22064068343475887,0.24,1.5615234374999998,0.028679000176911048,0.018366038887527778,0.032128527956716287
L1,L1_seed9,9,6000,,0,1,-0.41682775393909854,-1.3620219603488788,0.4091085835964167,-0.05771254962395973,0,2.692582403567252,0.25,10.770329614269007,1.4933411387564854,1.3602630322656313,1.6149723975190877,18.970145673643277,19.490212278264718,22,78,0.24320699581593944,0.22,1.7568359375000002,0.0009893912834962465,0.00056316657826579,0.0009985311564230154
L1,L1_seed0,0,7000,,0,1,-0.6507287754280984,-2.40985280651934,0.4164506783584264,-0.027240434711153054,0,3.0413812651491097,0.25,12.165525060596439,1.4407864076405206,1.334337102324498,1.5882520941827885,16.707175215286256,19.37725530440307,33,67,0.24936082410875007,0.33,0.609375,0.0038809329236860106,0.006368710438869351,0.0042850058230271765
L1,L1_seed1,1,7000,,0,1,-0.22868999090172354,-1.0660624194468435,0.7713874205085964,-0.0551446545591104,0,2.692582403567252,0.25,10.770329614269007,1.4529021137099383,1.312998449929936,1.5768295082332986,16.23422366316456,19.44352893946726,19,81,0.2004225143600563,0.19,1.7724609374999993,0.017614301576859732,0.00993776573812913,0.02032874477987503
L1,L1_seed2,2,7000,,0,1,0.013346382643544145,-1.0196640067183882,0.8312422163049369,-0.016297001090329503,0,2.692582403567252,0.25,10.770329614269007,1.4170362667323078,1.3060215078740658,1.4786606509271627,14.227819294026379,19.419044763750424,20,80,0.17784774117532973,0.2,1.0000000000000002,0.002331788829141213,0.0023317888291412127,0.002334351183926009
L1,L1_seed3,3,7000,,0,1,0.21081536409673374,-1.7846070210854057,0.984461826971815,-0.06629334621992966,0,2.692582403567252,0.25,10.770329614269007,1.411029138734914,1.2773026570790276,1.5173419724927903,14.21962625507973,19.38911864995851,26,74,0.1921571115551315,0.26,0.80859375,0.002428464277863664,0.0030033181407396036,0.0092410841002288
L1,L1_seed4,4,7000,,0,1,-0.284623880900127,-2.131665175280922,0.5565916427290878,-0.04752102869968297,0,3.0413812651491097,0.25,12.165525060596439,1.4202586905882093,1.2945567414930672,1.5395226602469085,17.29065694960497,19.40075111007625,29,71,0.24353037957190096,0.29,1.6865234374999996,0.0035104840628612847,0.0020814914188592684,0.003964445302722537
L1,L1_seed5,5,7000,,0,1,-0.2621372678640269,-1.196377511493056,0.6229834408281889,-0.057972903178512336,0,2.29128784747792,0.25,9.16515138991168,1.4370371596795386,1.3459139052658076,1.5625417325304956,16.783634226813675,19.36872938800796,18,82,0.20467846618065458,0.18,1.1708984375000002,0.0009625623824163666,0.0008220716260169802,0.001191265801064719
L1,L1_seed6,6,7000,,0,1,-0.1590185706837723,-1.368801496457107,0.28232101067341364,-0.0557554432777697,0,3.0413812651491097,0.25,12.165525060596439,1.4630644676896485,1.3440047267681896,1.613184241608607,17.113049054696273,19.185713551236176,24,76,0.22517169808810886,0.24,2.12109375,0.004996008949864792,0.0023553928014095524,0.005308637621828044
L1,L1_seed7,7,7000,,0,1,-0.8536953888964334,-2.2271620890099095,0.6112227788942657,-0.03302873932190063,0,2.8722813232690143,0.25,11.489125293076057,1.4465665606743388,1.3196707829436813,1.5763205189352982,15.528619100129157,19.404349712346754,36,64,0.24263467343951808,0.36,3.0273437499999996,0.0028669613821634345,0.0009470220823662443,0.004846704658064712
