arm,seed,layer,block,block_name,task_start,task_end,n_task,strict_dead_frac,strict_dead,alive,eff_rank,eff_rank_per_alive,dose,log10_unfit,unfit,eval_loss_exact,log10_mean_unfit
L2_A1,6,1,7,B07,301,350,50,0.252,25.199999999999999,74.799999999999997,20.088231420109128,0.26867895507401029,0.31378829535184144,-1.6093697044793063,0.13808739657601188,0.11834906245818187,-0.85984595825898547
L2_A1,6,1,8,B08,351,400,50,0.27179999999999999,27.18,72.819999999999993,20.565955178154788,0.28252821094686437,0.27332136232915827,-2.0095324085576078,0.08591297700529886,0.12844187043830455,-1.0659412317900678
L2_A1,6,1,9,B09,401,450,50,0.29160000000000003,29.16,70.840000000000003,20.726851662678303,0.29268725391109085,0.30559428418867968,-2.4777701838142816,0.0090109419984334069,0.01806074251247651,-2.045229805764881
L2_A1,6,1,10,B10,451,500,50,0.31940000000000002,31.940000000000001,68.060000000000002,20.496348364909192,0.30155844054836989,0.29492575716351938,-2.3492739145067851,0.018021482682447663,0.029878615333374638,-1.744209481152958
L2_A1,6,2,1,B01,1,50,50,0.38900000000000001,38.899999999999999,61.100000000000001,18.52769444086567,0.3139267575670443,7.9013028864537462,-2.9774880625126574,0.001314067350252102,0.0024019540806390922,-2.8813823751923304
L2_A1,6,2,2,B02,51,100,50,0.63539999999999996,63.539999999999999,36.460000000000001,13.989255036653756,0.38595278222922857,7.5764132952044516,-2.9853747671520323,0.0012674491786382818,0.002012828799347902,-2.8970694457062276
L2_A1,6,2,3,B03,101,150,50,0.79079999999999995,79.079999999999998,20.920000000000002,10.183811946832011,0.49130329944281492,7.7866219458397259,-2.6237851314560503,0.0064926199394164195,0.008830193327733344,-2.187580018819093
L2_A1,6,2,4,B04,151,200,50,0.84920000000000007,84.920000000000002,15.08,7.3841583173231022,0.49502782566415626,7.7687210462651288,-2.7806290470252106,0.0076059400611773569,0.012696533602915498,-2.11884710138072
L2_A1,6,2,5,B05,201,250,50,0.86099999999999999,86.099999999999994,13.9,6.190190634838757,0.45856185820899564,7.3031510613882373,-2.6859038987164467,0.0065148376420987621,0.011138217439419857,-2.1860964029781358
L2_A1,6,2,6,B06,251,300,50,0.88900000000000001,88.900000000000006,11.1,5.866929465675887,0.54350583734086577,6.562659505858826,-2.490855919898125,0.013254951828132175,0.018350817154638984,-1.8776218462646783
L2_A1,6,2,7,B07,301,350,50,0.89560000000000006,89.560000000000002,10.44,5.8684526383229016,0.58705775180715558,6.8430908179079601,-1.6093697044793063,0.13808739657601188,0.11834906245818187,-0.85984595825898547
L2_A1,6,2,8,B08,351,400,50,0.91039999999999988,91.040000000000006,8.9600000000000009,4.6647415273837218,0.52555829274541321,6.9694103576961561,-2.0095324085576078,0.08591297700529886,0.12844187043830455,-1.0659412317900678
L2_A1,6,2,9,B09,401,450,50,0.89359999999999995,89.359999999999999,10.640000000000001,4.8520338640707621,0.46499070704269457,6.7714528414095341,-2.4777701838142816,0.0090109419984334069,0.01806074251247651,-2.045229805764881
L2_A1,6,2,10,B10,451,500,50,0.89239999999999997,89.239999999999995,10.76,5.6018784213602899,0.52384708704796479,6.9635738774980096,-2.3492739145067851,0.018021482682447663,0.029878615333374638,-1.744209481152958
L2_A1,7,1,1,B01,1,50,50,0.018600000000000002,1.8600000000000001,98.140000000000001,18.965451436343258,0.19334147643898614,0.29062629989691297,-3.0331533980295382,0.0011790737331975479,0.0021230782673290842,-2.9284590355159676
L2_A1,7,1,2,B02,51,100,50,0.070800000000000002,7.0800000000000001,92.920000000000002,19.186508168877694,0.20661492709924936,0.30196968558162135,-2.8069453510253854,0.001986545506706296,0.0030304060838998383,-2.7019014819123846
L2_A1,7,1,3,B03,101,150,50,0.085800000000000001,8.5800000000000001,91.420000000000002,19.578046455853851,0.21417002044784098,0.31925668219833464,-2.5339813626226313,0.010470939769900357,0.026681719192750881,-1.9800143385154048
L2_A1,7,1,4,B04,151,200,50,0.1032,10.32,89.680000000000007,20.257760841663995,0.22595147855363254,0.29835491299142303,-2.3124000705760897,0.018874826049975174,0.024113870662249317,-1.7241170421297156
L2_A1,7,1,5,B05,201,250,50,0.183,18.300000000000001,81.700000000000003,20.057522817883104,0.24582065403569836,0.30096763008222327,-1.7102661564155273,0.10403518533097075,0.22314427240945858,-0.98281975482848538
L2_A1,7,1,6,B06,251,300,50,0.26839999999999997,26.84,73.159999999999997,19.59775339604262,0.26856525346625931,0.31405801003917322,-1.9073925199158859,0.07855453408723076,0.1548483072984492,-1.1048287428679844
L2_A1,7,1,7,B07,301,350,50,0.30299999999999999,30.300000000000001,69.700000000000003,20.83066985849921,0.29919708747203816,0.28058329933822046,-2.2564201428818076,0.024064929408572647,0.029583507698286406,-1.6186154079326993
L2_A1,7,1,8,B08,351,400,50,0.36099999999999999,36.100000000000001,63.899999999999999,19.517516461705803,0.30582624330339536,0.28550717586018326,-2.4043528987298588,0.014542205569924893,0.041700021041899793,-1.8373697204229331
L2_A1,7,1,9,B09,401,450,50,0.40299999999999997,40.299999999999997,59.700000000000003,20.152552153173076,0.33781394647118679,0.3062556952015324,-2.3118471435898109,0.014060135631555009,0.025324323115869365,-1.8520104898601635
L2_A1,7,1,10,B10,451,500,50,0.47519999999999996,47.520000000000003,52.479999999999997,18.220306181608123,0.34814922218802791,0.31766377266472134,-2.4450281370607914,0.012275196464618263,0.022264213560304086,-1.9109715482626888
L2_A1,7,2,1,B01,1,50,50,0.33520000000000005,33.520000000000003,66.480000000000004,17.962808031646073,0.28331290721173485,8.0300083922636691,-3.0331533980295382,0.0011790737331975479,0.0021230782673290842,-2.9284590355159676
L2_A1,7,2,2,B02,51,100,50,0.64180000000000004,64.180000000000007,35.82,14.172354989840734,0.398799883459521,7.8838088265061819,-2.8069453510253854,0.001986545506706296,0.0030304060838998383,-2.7019014819123846
L2_A1,7,2,3,B03,101,150,50,0.80079999999999996,80.079999999999998,19.920000000000002,9.6249351312739506,0.49783464609917483,8.0608924823386481,-2.5339813626226313,0.010470939769900357,0.026681719192750881,-1.9800143385154048
L2_A1,7,2,4,B04,151,200,50,0.84739999999999993,84.739999999999995,15.26,7.5443303139413693,0.49753458745929108,7.6330456951118197,-2.3124000705760897,0.018874826049975174,0.024113870662249317,-1.7241170421297156
L2_A1,7,2,5,B05,201,250,50,0.89760000000000006,89.760000000000005,10.24,5.9324074935714641,0.60876543802551741,7.1762451165644769,-1.7102661564155273,0.10403518533097075,0.22314427240945858,-0.98281975482848538
L2_A1,7,2,6,B06,251,300,50,0.91839999999999999,91.840000000000003,8.1600000000000001,4.8746260650928637,0.60921198922771203,7.2159142737125457,-1.9073925199158859,0.07855453408723076,0.1548483072984492,-1.1048287428679844
L2_A1,7,2,7,B07,301,350,50,0.89300000000000002,89.299999999999997,10.699999999999999,6.1408348544035558,0.60070139561619496,6.5231069736765335,-2.2564201428818076,0.024064929408572647,0.029583507698286406,-1.6186154079326993
L2_A1,7,2,8,B08,351,400,50,0.90659999999999996,90.659999999999997,9.3399999999999999,4.7992855375603325,0.52909199123714057,7.2707096258249306,-2.4043528987298588,0.014542205569924893,0.041700021041899793,-1.8373697204229331
L2_A1,7,2,9,B09,401,450,50,0.89540000000000008,89.540000000000006,10.460000000000001,5.7175200996565696,0.55257827269987281,6.728805116494744,-2.3118471435898109,0.014060135631555009,0.025324323115869365,-1.8520104898601635
L2_A1,7,2,10,B10,451,500,50,0.92120000000000002,92.120000000000005,7.8799999999999999,4.0715169272934668,0.52987452964189463,7.6352252059448134,-2.4450281370607914,0.012275196464618263,0.022264213560304086,-1.9109715482626888
L2_A1,8,1,1,B01,1,50,50,0.012199999999999999,1.22,98.780000000000001,19.05256627101733,0.19299209417719745,0.29728072052719112,-2.8663581375297169,0.001757837842857424,0.0021874943428726022,-2.7550211902408357
L2_A1,8,1,2,B02,51,100,50,0.047400000000000005,4.7400000000000002,95.260000000000005,19.304579714658519,0.20269283787216882,0.29483347238978364,-2.7706016488584795,0.0021016003611469139,0.0031082162783333477,-2.677449865591182
L2_A1,8,1,3,B03,101,150,50,0.054000000000000006,5.4000000000000004,94.599999999999994,20.172697467380214,0.21331489441540455,0.32364420454824006,-2.7571400701992546,0.0022099797912981099,0.0032171581844717516,-2.6556116976125566
L2_A1,8,1,4,B04,151,200,50,0.08900000000000001,8.9000000000000004,91.099999999999994,19.808352693027125,0.21776261607316375,0.31809736671142669,-2.5726924345536224,0.0085991067363816141,0.015897738202898182,-2.0655466603388701
L2_A1,8,1,5,B05,201,250,50,0.23300000000000001,23.300000000000001,76.700000000000003,19.848859034199194,0.25993886179516401,0.30777801993414455,-2.5845205262792064,0.017022524028823063,0.030834267727618981,-1.7689760441034805
L2_A1,8,1,6,B06,251,300,50,0.32119999999999999,32.119999999999997,67.879999999999995,20.915906977994968,0.30895220101409171,0.29981709452213834,-2.7017299022559254,0.0044322131805418254,0.0073399489729450516,-2.3533793590859449
L2_A1,8,1,7,B07,301,350,50,0.3538,35.380000000000003,64.620000000000005,19.737202191929537,0.30556902132013186,0.29986004805971933,-2.4613556451184149,0.01468107013158243,0.021868610088589206,-1.8332422867018008
L2_A1,8,1,8,B08,351,400,50,0.3614,36.140000000000001,63.859999999999999,20.429641062622558,0.32052118967656523,0.31430618443840158,-2.4256451439962539,0.015055487729223185,0.021735766182808008,-1.8223051707603695
L2_A1,8,1,9,B09,401,450,50,0.34360000000000002,34.359999999999999,65.640000000000001,19.274511365414352,0.29365968737966619,0.30141161822085488,-2.0104801016564684,0.042165486965279247,0.051405204362357335,-1.3750428796814189
L2_A1,8,1,10,B10,451,500,50,0.34200000000000003,34.200000000000003,65.799999999999997,19.401672002250979,0.29514166552965548,0.31544486529754129,-1.9951385010257547,0.053834711476100638,0.073352820347804243,-1.2689376101800056
L2_A1,8,2,1,B01,1,50,50,0.38179999999999997,38.18,61.82,17.998800207732248,0.30324212284813362,7.95268831717034,-2.8663581375297169,0.001757837842857424,0.0021874943428726022,-2.7550211902408357
L2_A1,8,2,2,B02,51,100,50,0.68379999999999996,68.379999999999995,31.620000000000001,12.726779434391728,0.41694858573354987,8.1288776084869774,-2.7706016488584795,0.0021016003611469139,0.0031082162783333477,-2.677449865591182
L2_A1,8,2,3,B03,101,150,50,0.76859999999999995,76.859999999999999,23.140000000000001,10.867822381564313,0.47346329754313854,7.3710763027273671,-2.7571400701992546,0.0022099797912981099,0.0032171581844717516,-2.6556116976125566
L2_A1,8,2,4,B04,151,200,50,0.84140000000000004,84.140000000000001,15.859999999999999,8.3050426602226111,0.51814164414027186,7.4358101112220263,-2.5726924345536224,0.0085991067363816141,0.015897738202898182,-2.0655466603388701
L2_A1,8,2,5,B05,201,250,50,0.87459999999999993,87.459999999999994,12.539999999999999,5.7138574943285594,0.46619340690707906,7.3106258833043487,-2.5845205262792064,0.017022524028823063,0.030834267727618981,-1.7689760441034805
L2_A1,8,2,6,B06,251,300,50,0.84299999999999997,84.299999999999997,15.699999999999999,7.0765634466063974,0.45428195905423929,6.4415683241549289,-2.7017299022559254,0.0044322131805418254,0.0073399489729450516,-2.3533793590859449
L2_A1,8,2,7,B07,301,350,50,0.9022,90.219999999999999,9.7799999999999994,4.9737299782102422,0.50652271763429202,7.2734832489003143,-2.4613556451184149,0.01468107013158243,0.021868610088589206,-1.8332422867018008
L2_A1,8,2,8,B08,351,400,50,0.88439999999999996,88.439999999999998,11.56,4.3170361225672789,0.39882786814189586,6.783044209607608,-2.4256451439962539,0.015055487729223185,0.021735766182808008,-1.8223051707603695
L2_A1,8,2,9,B09,401,450,50,0.92720000000000002,92.719999999999999,7.2800000000000002,4.2666650131478114,0.60698753525370019,7.4745510987240484,-2.0104801016564684,0.042165486965279247,0.051405204362357335,-1.3750428796814189
L2_A1,8,2,10,B10,451,500,50,0.93319999999999992,93.319999999999993,6.6799999999999997,3.9591984192301277,0.60101297790168839,7.8121099886775163,-1.9951385010257547,0.053834711476100638,0.073352820347804243,-1.2689376101800056
L2_A1,9,1,1,B01,1,50,50,0.028000000000000004,2.7999999999999998,97.200000000000003,19.216922353560996,0.19783177848180369,0.289839778832782,-3.0775606690191024,0.001049183655335582,0.002554273385479484,-2.979148483667708
L2_A1,9,1,2,B02,51,100,50,0.053800000000000001,5.3799999999999999,94.620000000000005,20.089060695318736,0.21234603576043781,0.30719031889192994,-3.045738164464189,0.001164920177261546,0.0034808030889593462,-2.9337038323740363
L2_A1,9,1,3,B03,101,150,50,0.094200000000000006,9.4199999999999999,90.579999999999998,20.148151645276968,0.22268766554705913,0.29559026585434073,-2.8544214695546675,0.0019995884266255041,0.0045031112622486357,-2.6990593855557878
L2_A1,9,1,4,B04,151,200,50,0.1288,12.880000000000001,87.120000000000005,20.845342549926485,0.23940239163004598,0.29757718231942365,-2.8020822451831822,0.0022565320183147962,0.0036033375136327139,-2.6465584998221945
L2_A1,9,1,5,B05,201,250,50,0.2072,20.719999999999999,79.280000000000001,19.71797635278628,0.24896921453160614,0.3048375659467733,-2.6024345110265519,0.0066867661568577865,0.010338241863776732,-2.174783864262646
L2_A1,9,1,6,B06,251,300,50,0.28420000000000001,28.420000000000002,71.579999999999998,19.894318401243421,0.27946644361472539,0.32890638850089782,-2.4996773289288985,0.012191482522378345,0.022906127044662074,-1.9139434796039756
L2_A1,9,1,7,B07,301,350,50,0.33740000000000003,33.740000000000002,66.260000000000005,20.157920373815049,0.30445881196331775,0.31169254240099986,-2.1358614074020585,0.035191308378187826,0.042569906274727815,-1.4535645862235145
L2_A1,9,1,8,B08,351,400,50,0.32299999999999995,32.299999999999997,67.700000000000003,20.627128883908995,0.30482249919848958,0.2860193523830814,-2.4601350109935156,0.016543865648535366,0.020289251857981801,-1.7813630054440242
L2_A1,9,1,9,B09,401,450,50,0.38020000000000004,38.020000000000003,61.979999999999997,20.336950432222519,0.32880685888088024,0.27636334606743146,-1.9198534207739761,0.057720772605021189,0.05949075837140054,-1.2386678644140985
L2_A1,9,1,10,B10,451,500,50,0.41739999999999999,41.740000000000002,58.259999999999998,20.490286661894089,0.35206773047872836,0.31729455248419142,-2.1570785254317437,0.025743247373309745,0.032215554462632981,-1.5893366700441642
L2_A1,9,2,1,B01,1,50,50,0.45140000000000002,45.140000000000001,54.859999999999999,17.190909683415555,0.31999913040191147,7.9907697539756448,-3.0775606690191024,0.001049183655335582,0.002554273385479484,-2.979148483667708
L2_A1,9,2,2,B02,51,100,50,0.63739999999999997,63.740000000000002,36.259999999999998,14.522518910869305,0.40256589081113964,7.3733150241010712,-3.045738164464189,0.001164920177261546,0.0034808030889593462,-2.9337038323740363
L2_A1,9,2,3,B03,101,150,50,0.7802,78.019999999999996,21.98,9.5936377332914979,0.43661219503490606,7.3913194751085847,-2.8544214695546675,0.0019995884266255041,0.0045031112622486357,-2.6990593855557878
L2_A1,9,2,4,B04,151,200,50,0.79680000000000006,79.680000000000007,20.32,8.0696824586885914,0.3975715315715182,6.7187481453158409,-2.8020822451831822,0.0022565320183147962,0.0036033375136327139,-2.6465584998221945
L2_A1,9,2,5,B05,201,250,50,0.86919999999999997,86.920000000000002,13.08,6.6579093051064522,0.51495442093001953,7.7922757733178916,-2.6024345110265519,0.0066867661568577865,0.010338241863776732,-2.174783864262646
L2_A1,9,2,6,B06,251,300,50,0.89239999999999997,89.239999999999995,10.76,4.8631555890363298,0.45143917002718936,7.0172074325879361,-2.4996773289288985,0.012191482522378345,0.022906127044662074,-1.9139434796039756
L2_A1,9,2,7,B07,301,350,50,0.90700000000000003,90.700000000000003,9.3000000000000007,4.4499808897729984,0.48140721609546416,6.7536937170808633,-2.1358614074020585,0.035191308378187826,0.042569906274727815,-1.4535645862235145
L2_A1,9,2,8,B08,351,400,50,0.9012,90.120000000000005,9.8800000000000008,4.6849700248338157,0.4929209978132888,6.7616130899823705,-2.4601350109935156,0.016543865648535366,0.020289251857981801,-1.7813630054440242
L2_A1,9,2,9,B09,401,450,50,0.92900000000000005,92.900000000000006,7.0999999999999996,3.8556640918110205,0.60080944369783029,6.7137366043088518,-1.9198534207739761,0.057720772605021189,0.05949075837140054,-1.2386678644140985
L2_A1,9,2,10,B10,451,500,50,0.90780000000000005,90.780000000000001,9.2200000000000006,4.6588243644579777,0.51458538366003626,6.8058276030776712,-2.1570785254317437,0.025743247373309745,0.032215554462632981,-1.5893366700441642
L2_Aall,0,1,1,B01,1,50,50,0.0144,1.4399999999999999,98.560000000000002,13.665614450000378,0.13845803081770672,0.29757241519597444,-2.7027172803221897,0.002308800681432088,0.0043060362778258778,-2.6366135580705081
L2_Aall,0,1,2,B02,51,100,50,0.035400000000000001,3.54,96.459999999999994,10.617834869728314,0.11006381596226779,0.31470428771342734,-2.5666992221958371,0.0034817723470664404,0.0052798458400967066,-2.4581996282919159
L2_Aall,0,1,3,B03,101,150,50,0.041000000000000009,4.0999999999999996,95.900000000000006,9.5352999140257317,0.099416541833410324,0.29341587839242089,-2.5610943789469629,0.0032897293131296619,0.0082528522880493203,-2.4828398353784298
L2_Aall,0,1,4,B04,151,200,50,0.029399999999999999,2.9399999999999999,97.060000000000002,6.2520843206637062,0.06446022574280473,0.31159590833759859,-2.4175722940948554,0.0046754590019219963,0.0097385659780554398,-2.330175746884164
L2_Aall,0,1,5,B05,201,250,50,0.022799999999999997,2.2799999999999998,97.719999999999999,5.7439284626817546,0.058785110219345613,0.32068740121375572,-2.4601908358925799,0.0039316594776544998,0.0078906589252269958,-2.4054241036017792
L2_Aall,0,1,6,B06,251,300,50,0.018200000000000001,1.8200000000000001,98.180000000000007,5.3921559858875669,0.054924490140463585,0.32401600816541304,-2.3180359808132733,0.0055388667518542524,0.0079781852980444559,-2.256579082520854
L2_Aall,0,1,7,B07,301,350,50,0.0106,1.0600000000000001,98.939999999999998,4.5808733973957318,0.046301363333434625,0.30525507148858422,-2.2547428189958305,0.0075474901789962948,0.014661484152906239,-2.1221974434205308
L2_Aall,0,1,8,B08,351,400,50,0.01,1,99,3.7284924131532664,0.037661539526800618,0.29881061256964048,-2.0004137533461059,0.016770765256425544,0.030943430292317983,-1.7754471199186497
L2_Aall,0,1,9,B09,401,450,50,0.01,1,99,3.4591986585593628,0.034941400591508666,0.30726620718629244,-2.1446638930474635,0.010092888510230562,0.02093341837223614,-1.9959845240973066
L2_Aall,0,1,10,B10,451,500,50,0.0106,1.0600000000000001,98.939999999999998,3.2755635445658333,0.033106446517274873,0.30385167617764641,-2.1838744176945495,0.012755138904598022,0.013889184488385206,-1.8943148075228735
L2_Aall,0,2,1,B01,1,50,50,0.042800000000000005,4.2800000000000002,95.719999999999999,22.171053021754286,0.23183704913862521,1.0143228462991098,-2.7027172803221897,0.002308800681432088,0.0043060362778258778,-2.6366135580705081
L2_Aall,0,2,2,B02,51,100,50,0.1208,12.08,87.920000000000002,22.117795461400924,0.25191833230454963,1.0251411877719918,-2.5666992221958371,0.0034817723470664404,0.0052798458400967066,-2.4581996282919159
L2_Aall,0,2,3,B03,101,150,50,0.16760000000000003,16.760000000000002,83.239999999999995,22.653528417065608,0.27404677123798016,0.99147870331166388,-2.5610943789469629,0.0032897293131296619,0.0082528522880493203,-2.4828398353784298
L2_Aall,0,2,4,B04,151,200,50,0.39039999999999997,39.039999999999999,60.960000000000001,22.05099727951632,0.36487001350283976,1.0608796800155753,-2.4175722940948554,0.0046754590019219963,0.0097385659780554398,-2.330175746884164
L2_Aall,0,2,5,B05,201,250,50,0.43159999999999998,43.159999999999997,56.840000000000003,22.134121589516727,0.39014236581691697,1.0674161908836661,-2.4601908358925799,0.0039316594776544998,0.0078906589252269958,-2.4054241036017792
L2_Aall,0,2,6,B06,251,300,50,0.41240000000000004,41.240000000000002,58.759999999999998,22.400974662780108,0.38236640394944205,1.1212871149926276,-2.3180359808132733,0.0055388667518542524,0.0079781852980444559,-2.256579082520854
L2_Aall,0,2,7,B07,301,350,50,0.55420000000000003,55.420000000000002,44.579999999999998,20.592206864381893,0.46741507805037896,1.1073897408339624,-2.2547428189958305,0.0075474901789962948,0.014661484152906239,-2.1221974434205308
L2_Aall,0,2,8,B08,351,400,50,0.66299999999999992,66.299999999999997,33.700000000000003,18.424479880806231,0.5473383734699615,1.0349210481094879,-2.0004137533461059,0.016770765256425544,0.030943430292317983,-1.7754471199186497
L2_Aall,0,2,9,B09,401,450,50,0.62659999999999993,62.659999999999997,37.340000000000003,18.883659924453223,0.50720625342153236,1.0242829698586347,-2.1446638930474635,0.010092888510230562,0.02093341837223614,-1.9959845240973066
L2_Aall,0,2,10,B10,451,500,50,0.59420000000000006,59.420000000000002,40.579999999999998,20.104194365859357,0.49746749809981383,1.0525431142418993,-2.1838744176945495,0.012755138904598022,0.013889184488385206,-1.8943148075228735
L2_Aall,1,1,1,B01,1,50,50,0.043200000000000002,4.3200000000000003,95.680000000000007,13.920065022506833,0.14461044676210144,0.27326443361896446,-2.637827092261507,0.0031044903771666838,0.0065171059603390102,-2.508009681976763
L2_Aall,1,1,2,B02,51,100,50,0.086999999999999994,8.6999999999999993,91.299999999999997,10.479017084859089,0.11477960714904181,0.3130836406370841,-2.5498878792659982,0.0034763701248367342,0.0066283185896898345,-2.4588739909642108
L2_Aall,1,1,3,B03,101,150,50,0.077800000000000008,7.7800000000000002,92.219999999999999,8.7665234531249379,0.095119440185275406,0.30129685908341147,-2.5325168563538414,0.0036796234972504322,0.0069050076240890655,-2.4341966164981357
L2_Aall,1,1,4,B04,151,200,50,0.070000000000000007,7,93,6.5838273543557788,0.070793842519954561,0.30750104843995607,-2.4436969248496645,0.0044808938517178001,0.0082038718652885124,-2.3486353440046641
L2_Aall,1,1,5,B05,201,250,50,0.070000000000000007,7,93,5.3373400161426874,0.057390752861749279,0.31108886490838517,-2.3646511269362258,0.0054608477044242442,0.0098217314692332098,-2.2627399351748489
L2_Aall,1,1,6,B06,251,300,50,0.080199999999999994,8.0199999999999996,91.980000000000004,4.0507402820789116,0.044026824476886592,0.3059027400338068,-2.2074451905800725,0.0077593567969052321,0.010936776366326523,-2.11017427759906
L2_Aall,1,1,7,B07,301,350,50,0.080000000000000002,8,92,3.391318342889162,0.036861637495794408,0.29937448599016925,-2.1626144335615001,0.01168101872013514,0.019939604369453495,-1.9325192800626207
L2_Aall,1,1,8,B08,351,400,50,0.071000000000000008,7.0999999999999996,92.900000000000006,2.9266530791728886,0.03150812972480211,0.31387869364775439,-1.9360778801743594,0.02206565201365104,0.034406726587428264,-1.6562832351441794
L2_Aall,1,1,9,B09,401,450,50,0.07400000000000001,7.4000000000000004,92.599999999999994,2.9366308988617966,0.031713878954974691,0.29735540398090238,-2.0591761569768057,0.013191326954802685,0.020342940078470748,-1.8797115152828803
L2_Aall,1,1,10,B10,451,500,50,0.069200000000000012,6.9199999999999999,93.079999999999998,2.9855646548498265,0.032076642730556951,0.29365362308884874,-2.0640051770464978,0.011540263159688197,0.020360604516869198,-1.9377842875843312
L2_Aall,1,2,1,B01,1,50,50,0.059999999999999998,6,94,22.090127726465148,0.23587543689512219,0.94098895987498377,-2.637827092261507,0.0031044903771666838,0.0065171059603390102,-2.508009681976763
L2_Aall,1,2,2,B02,51,100,50,0.157,15.699999999999999,84.299999999999997,22.825342050081304,0.2710058687799235,1.0118440451269133,-2.5498878792659982,0.0034763701248367342,0.0066283185896898345,-2.4588739909642108
L2_Aall,1,2,3,B03,101,150,50,0.20660000000000001,20.66,79.340000000000003,23.154723302867197,0.29294075190511348,1.0028607125918845,-2.5325168563538414,0.0036796234972504322,0.0069050076240890655,-2.4341966164981357
L2_Aall,1,2,4,B04,151,200,50,0.35899999999999999,35.899999999999999,64.099999999999994,22.70586856867417,0.35586831412728748,1.0189994839779302,-2.4436969248496645,0.0044808938517178001,0.0082038718652885124,-2.3486353440046641
L2_Aall,1,2,5,B05,201,250,50,0.34999999999999998,35,65,22.636586787579287,0.35033661937591615,1.0780660303093512,-2.3646511269362258,0.0054608477044242442,0.0098217314692332098,-2.2627399351748489
L2_Aall,1,2,6,B06,251,300,50,0.49560000000000004,49.560000000000002,50.439999999999998,21.516578348207712,0.42925599541246406,1.0114412485377529,-2.2074451905800725,0.0077593567969052321,0.010936776366326523,-2.11017427759906
L2_Aall,1,2,7,B07,301,350,50,0.60140000000000005,60.140000000000001,39.859999999999999,19.018651748363368,0.47907103472476154,1.0070236371390859,-2.1626144335615001,0.01168101872013514,0.019939604369453495,-1.9325192800626207
L2_Aall,1,2,8,B08,351,400,50,0.65579999999999994,65.579999999999998,34.420000000000002,17.000426081707047,0.49753867694480619,1.0325472693734135,-1.9360778801743594,0.02206565201365104,0.034406726587428264,-1.6562832351441794
L2_Aall,1,2,9,B09,401,450,50,0.63319999999999999,63.32,36.68,18.994961379920753,0.52027281704655259,0.94587091027605208,-2.0591761569768057,0.013191326954802685,0.020342940078470748,-1.8797115152828803
L2_Aall,1,2,10,B10,451,500,50,0.5958,59.579999999999998,40.420000000000002,19.491131459302114,0.4831024400757975,1.0458686349249258,-2.0640051770464978,0.011540263159688197,0.020360604516869198,-1.9377842875843312
L2_Aall,2,1,1,B01,1,50,50,0.0118,1.1799999999999999,98.819999999999993,15.442471993927896,0.15619452725463595,0.31501796308024249,-2.7800138663220597,0.0019548563632951961,0.003590287252874132,-2.7088851476901121
L2_Aall,2,1,2,B02,51,100,50,0.0152,1.52,98.480000000000004,12.65013725360242,0.12845776874451559,0.28276770327882256,-2.6525281482095124,0.0027212223287460279,0.0036460251461291697,-2.5652359741323867
L2_Aall,2,1,3,B03,101,150,50,0.0258,2.5800000000000001,97.420000000000002,11.416646188582934,0.11720034975311794,0.29244175660550353,-2.6079834016091041,0.0032136456919309481,0.0043773812117115143,-2.4930020063907716
L2_Aall,2,1,4,B04,151,200,50,0.031800000000000002,3.1800000000000002,96.819999999999993,9.338184557434003,0.096418052278054944,0.3059426291136178,-2.5720820676160923,0.0032975963366995444,0.0048533897307232758,-2.4818025080224246
L2_Aall,2,1,5,B05,201,250,50,0.029999999999999999,3,97,7.633912891925478,0.078700132906448186,0.32194435784890424,-2.5030350789893507,0.0037523700268082059,0.0048269649925848975,-2.425694341754264
L2_Aall,2,1,6,B06,251,300,50,0.030200000000000001,3.02,96.980000000000004,6.7291914632271572,0.069387734276825166,0.34130174397036811,-2.4173767144987024,0.0047581418342667959,0.0048810805367710238,-2.3225626163295789
L2_Aall,2,1,7,B07,301,350,50,0.030200000000000001,3.02,96.980000000000004,6.1400156686735921,0.063313313813276192,0.3120587583549459,-2.4818847004331914,0.0042255513365624456,0.0048515498152166122,-2.3741166176479651
L2_Aall,2,1,8,B08,351,400,50,0.029999999999999999,3,97,5.4433878258342903,0.056116719367410486,0.29129768340363271,-2.3978261163540813,0.0047671912436725783,0.0059381572171323541,-2.3217374252901362
L2_Aall,2,1,9,B09,401,450,50,0.029999999999999999,3,97,4.7403826399961284,0.048869924123671374,0.31227053355077333,-2.3581834247277387,0.0056310400228501258,0.0076099049273254185,-2.2494113858820088
L2_Aall,2,1,10,B10,451,500,50,0.029999999999999999,3,97,4.2472898472579335,0.043786493270700298,0.3162231985912472,-2.3133103785806393,0.0058960829181431184,0.0073602160008020704,-2.2294364175101329
L2_Aall,2,2,1,B01,1,50,50,0.019400000000000001,1.9399999999999999,98.060000000000002,21.81224664030443,0.22259555614861945,1.0125324897744954,-2.7800138663220597,0.0019548563632951961,0.003590287252874132,-2.7088851476901121
L2_Aall,2,2,2,B02,51,100,50,0.072599999999999998,7.2599999999999998,92.739999999999995,22.733587934294828,0.24510228530800166,0.97122277767867837,-2.6525281482095124,0.0027212223287460279,0.0036460251461291697,-2.5652359741323867
L2_Aall,2,2,3,B03,101,150,50,0.064199999999999993,6.4199999999999999,93.579999999999998,23.193373111607293,0.24793472012824885,0.95222984446653891,-2.6079834016091041,0.0032136456919309481,0.0043773812117115143,-2.4930020063907716
