t,branch,seed,cond,status,hit99,hit999,stop_step,bundle_steps,correct_at_stop,stop_observed,min_correct_after_hit,memo_acc,online_acc,tc,parent_ckpt,parent_sha256,reused,stop_snap,end_snap
48,B,9,std,alive,100,100,600,600,1200,1,1200,1,1,1440600,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_B_seed9_stop.npz,snap/fork_t48_B_seed9_end.npz
48,C,0,std,alive,1900,2500,3000,3800,1200,1,1199,1,0.8354440789,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed0_stop.npz,snap/fork_t48_C_seed0_end.npz
48,C,1,std,alive,2400,2600,3100,3800,1200,1,1200,1,0.8297368421,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed1_stop.npz,snap/fork_t48_C_seed1_end.npz
48,C,2,std,alive,2000,2500,3000,3800,1200,1,1198,1,0.8334703947,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed2_stop.npz,snap/fork_t48_C_seed2_end.npz
48,C,3,std,alive,1900,2300,2800,3800,1200,1,1200,1,0.8385855263,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed3_stop.npz,snap/fork_t48_C_seed3_end.npz
48,C,4,std,alive,1900,2400,2900,3800,1200,1,1200,1,0.8388980263,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed4_stop.npz,snap/fork_t48_C_seed4_end.npz
48,C,5,std,alive,2000,2300,2800,3800,1200,1,1200,1,0.8267269737,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed5_stop.npz,snap/fork_t48_C_seed5_end.npz
48,C,6,std,alive,2000,2400,2900,3800,1200,1,1198,1,0.8241118421,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed6_stop.npz,snap/fork_t48_C_seed6_end.npz
48,C,7,std,alive,2100,3300,3800,3800,1200,1,1197,1,0.8175493421,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed7_stop.npz,snap/fork_t48_C_seed7_end.npz
48,C,8,std,alive,2200,2500,3000,3800,1200,1,1200,1,0.8243421053,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed8_stop.npz,snap/fork_t48_C_seed8_end.npz
48,C,9,std,alive,2000,2400,2900,3800,1200,1,1200,1,0.8263486842,1443800,results/altlabels_cifar_0923/LR_abab/ckpts/t48.pt,472a408067cd801b8820127567b0b846da5f730d3315641f13e6f60300ca3822,0,snap/fork_t48_C_seed9_stop.npz,snap/fork_t48_C_seed9_end.npz
