act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
R,none,0,0.001,8,49,0.1174541667,0.1174999997,0.1174999997,1,1,-8.777884483,3.219066858,-20.52113152,0,0,1,1,-1.249835849,0,-2.573614836,0,0,4.540952206,3.40158534,13.96567822,0,5.842628064,5.639955458,4.744189949,,,,,,,,,,
R,none,0,0.001,8,50,0.1145645833,0.1150000021,0.1150000021,1,1,-8.777884483,3.219066858,-20.52113152,0,0,1,1,-1.249835849,0,-2.573614836,0,0,4.540952206,3.40158534,13.96567822,0,5.842598389,5.639914765,4.744168991,,,,,,,,,,
R,none,0,0.001,9,1,0.9708791667,1,1,0.1899999976,0.1899999976,-0.6518620253,1.489770174,-4.934283257,0.3075000048,62.15556653,0.03999999911,0.03999999911,1.854130626,1.423424482,-3.783230782,0.9233333468,31.81543467,3.379873991,2.020426035,3.694786787,0,1.516621533,1.372367738,0.9484504304,,,,,,,,,,
R,none,0,0.001,9,2,0.7834479167,0.9233333468,0.9233333468,0.4799999893,0.4799999893,-4.525559425,2.436615229,-9.828193665,0.0008333333535,45.43062712,0,0,0.1854854226,1.740690708,-1.034651637,0.5741666555,59.97833931,3.732846498,3.149973869,9.827057838,0,4.221472371,4.03004781,3.258049405,,,,,,,,,,
R,none,0,0.001,9,3,0.17649375,0.1991666704,0.1991666704,0.6999999881,0.6999999881,-7.240585327,2.827269793,-12.89308071,0,24.13352102,0,0,-0.5270255208,0.4495352209,-2.207986832,0.03916666657,24.7806757,3.732846498,3.275547266,11.69262218,0,4.835719812,4.649188418,3.820966102,,,,,,,,,,
R,none,0,0.001,9,4,0.1171541667,0.1316666603,0.1316666603,0.8600000143,0.8600000143,-7.522894859,3.02263689,-15.03663254,0,12.71192941,0.01999999955,0.01999999955,-0.6126835346,0.2497970611,-2.255238533,0.009999999776,10.76211869,3.732846498,3.273440361,11.79829025,0,4.931802417,4.748186475,3.910684963,,,,,,,,,,
R,none,0,0.001,9,5,0.10614375,0.1158333346,0.1158333346,0.9700000286,0.9700000286,-7.956380844,3.02263689,-17.23363304,0,2.87255874,0.3000000119,0.3000000119,-0.4123416245,0.12719585,-2.216027737,0.002499999944,3.276173217,3.732846498,3.261170149,11.75459576,0,4.931207985,4.749722803,3.910784608,,,,,,,,,,
R,none,0,0.001,9,6,0.10813125,0.1174999997,0.1174999997,0.9800000191,0.9800000191,-7.956380844,3.02263689,-17.23363304,0,1.919768997,0.349999994,0.349999994,-0.6075510979,0.07251467556,-2.21472621,0.0008333333535,2.346289349,3.732846498,3.258086681,11.704216,0,4.929485243,4.749139526,3.909258763,,,,,,,,,,
R,none,0,0.001,9,7,0.09971041667,0.1099999994,0.1099999994,0.9800000191,0.9800000191,-7.956380844,3.02263689,-17.23363304,0,1.944890666,0.3600000143,0.3600000143,-0.6033964157,0.08037623763,-2.214910269,0.0008333333535,2.521103185,3.732846498,3.257985592,11.71909428,0,4.925891516,4.74671205,3.905839238,,,,,,,,,,
R,none,0,0.001,9,8,0.0973875,0.1083333343,0.1083333343,0.9900000095,0.9900000095,-7.956380844,3.02263689,-17.23363304,0,1,0.4900000095,0.4900000095,-0.6969557405,0.03244628385,-2.213553429,0.0008333333535,1.771615741,3.732846498,3.268460989,11.92482567,0,4.952744029,4.775194097,3.931235442,,,,,,,,,,
R,none,0,0.001,9,9,0.1150520833,0.1166666672,0.1166666672,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.7599999905,0.7599999905,-0.6958999038,0,-2.214334726,0,1.000004907,3.732846498,3.261877537,11.89584255,0,4.948463125,4.771770339,3.927215931,,,,,,,,,,
R,none,0,0.001,9,10,0.09860208333,0.1066666692,0.1066666692,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.8100000024,0.8100000024,-0.6958999038,0,-2.214334726,0,1.000006267,3.732846498,3.261877537,11.86314583,0,4.93730453,4.761442131,3.916609896,,,,,,,,,,
R,none,0,0.001,9,11,0.1101916667,0.113333337,0.113333337,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.8600000143,0.8600000143,-0.6958999038,0,-2.214334726,0,1.000006302,3.732846498,3.261877537,11.827672,0,4.929409422,4.754229393,3.909105971,,,,,,,,,,
R,none,0,0.001,9,12,0.1117708333,0.1174999997,0.1174999997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.8799999952,0.8799999952,-0.6958999038,0,-2.214334726,0,1.000003739,3.732846498,3.261877537,11.77029133,0,4.922420084,4.747783849,3.902463316,,,,,,,,,,
R,none,0,0.001,9,13,0.1113770833,0.112499997,0.112499997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.8899999857,0.8899999857,-0.6958999038,0,-2.214334726,0,1.000003662,3.732846498,3.261877537,11.72341156,0,4.915089419,4.740986876,3.895512022,,,,,,,,,,
R,none,0,0.001,9,14,0.119,0.1191666648,0.1191666648,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.9399999976,0.9399999976,-0.6958999038,0,-2.214334726,0,1.000001829,3.732846498,3.261877537,11.68549252,0,4.908047604,4.734545433,3.888835641,,,,,,,,,,
R,none,0,0.001,9,15,0.1121708333,0.112499997,0.112499997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.9399999976,0.9399999976,-0.6958999038,0,-2.214334726,0,1.000003631,3.732846498,3.261877537,11.67660236,0,4.904284915,4.731027836,3.885264969,,,,,,,,,,
R,none,0,0.001,9,16,0.1114333333,0.1116666645,0.1116666645,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.9700000286,0.9700000286,-0.6958999038,0,-2.214334726,0,1.000000202,3.732846498,3.261877537,11.66543961,0,4.900918668,4.727977929,3.882070538,,,,,,,,,,
R,none,0,0.001,9,17,0.1113375,0.1116666645,0.1116666645,1,1,-7.956380844,3.02263689,-18.95866776,0,0,0.9900000095,0.9900000095,-0.6958999038,0,-2.214334726,0,1,3.732846498,3.261877537,11.66693211,0,4.900740101,4.727861426,3.881888337,,,,,,,,,,
R,none,0,0.001,9,18,0.11210625,0.112499997,0.112499997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900625866,4.727754447,3.881799973,,,,,,,,,,
R,none,0,0.001,9,19,0.1180395833,0.1183333322,0.1183333322,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900708924,4.727940027,3.881831428,,,,,,,,,,
R,none,0,0.001,9,20,0.1130604167,0.113333337,0.113333337,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900662958,4.727886152,3.881811163,,,,,,,,,,
R,none,0,0.001,9,21,0.1257791667,0.1258333325,0.1258333325,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900809166,4.728035465,3.88188753,,,,,,,,,,
R,none,0,0.001,9,22,0.11806875,0.1183333322,0.1183333322,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900654588,4.72780561,3.88180811,,,,,,,,,,
R,none,0,0.001,9,23,0.1049354167,0.1066666692,0.1066666692,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900627559,4.727778941,3.881800325,,,,,,,,,,
R,none,0,0.001,9,24,0.11898125,0.1191666648,0.1191666648,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900710878,4.727814438,3.881832392,,,,,,,,,,
R,none,0,0.001,9,25,0.10853125,0.1099999994,0.1099999994,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900684449,4.727806506,3.88182,,,,,,,,,,
R,none,0,0.001,9,26,0.1140645833,0.1141666695,0.1141666695,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900667951,4.727832466,3.881813097,,,,,,,,,,
R,none,0,0.001,9,27,0.1079625,0.1083333343,0.1083333343,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900647951,4.727827129,3.881805877,,,,,,,,,,
R,none,0,0.001,9,28,0.12308125,0.1233333349,0.1233333349,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900731079,4.727862431,3.881842729,,,,,,,,,,
R,none,0,0.001,9,29,0.11126875,0.113333337,0.113333337,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900734512,4.727914902,3.881844548,,,,,,,,,,
R,none,0,0.001,9,30,0.1139541667,0.1141666695,0.1141666695,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900712534,4.727840335,3.881833214,,,,,,,,,,
R,none,0,0.001,9,31,0.12154375,0.1216666698,0.1216666698,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900807893,4.727945763,3.881886752,,,,,,,,,,
R,none,0,0.001,9,32,0.1116666667,0.1116666645,0.1116666645,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900713443,4.727845772,3.881833667,,,,,,,,,,
R,none,0,0.001,9,33,0.1181666667,0.1183333322,0.1183333322,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900739539,4.727907919,3.881847241,,,,,,,,,,
R,none,0,0.001,9,34,0.1090479167,0.1091666669,0.1091666669,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900730958,4.727880961,3.881842665,,,,,,,,,,
R,none,0,0.001,9,35,0.1275,0.1274999976,0.1274999976,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900784371,4.727948118,3.881872623,,,,,,,,,,
R,none,0,0.001,9,36,0.110175,0.1108333319,0.1108333319,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900733708,4.727877375,3.88184412,,,,,,,,,,
R,none,0,0.001,9,37,0.1082875,0.1083333343,0.1083333343,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.90071712,4.727891127,3.881835515,,,,,,,,,,
R,none,0,0.001,9,38,0.1198708333,0.1199999973,0.1199999973,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.90082753,4.727982727,3.881898897,,,,,,,,,,
R,none,0,0.001,9,39,0.1205041667,0.1208333299,0.1208333299,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900858672,4.728000644,3.881918718,,,,,,,,,,
R,none,0,0.001,9,40,0.11153125,0.113333337,0.113333337,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900795927,4.727987986,3.881879504,,,,,,,,,,
R,none,0,0.001,9,41,0.1188375,0.1191666648,0.1191666648,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900864314,4.7279414,3.881922375,,,,,,,,,,
R,none,0,0.001,9,42,0.115425,0.1158333346,0.1158333346,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900815357,4.727974603,3.881891333,,,,,,,,,,
R,none,0,0.001,9,43,0.11698125,0.1174999997,0.1174999997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900909235,4.728018255,3.881952126,,,,,,,,,,
R,none,0,0.001,9,44,0.1189458333,0.1191666648,0.1191666648,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900816398,4.728002579,3.881891976,,,,,,,,,,
R,none,0,0.001,9,45,0.1063229167,0.1066666692,0.1066666692,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900773797,4.727939728,3.881866438,,,,,,,,,,
R,none,0,0.001,9,46,0.1097416667,0.1099999994,0.1099999994,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900810727,4.727964405,3.881888486,,,,,,,,,,
R,none,0,0.001,9,47,0.1088708333,0.1091666669,0.1091666669,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900797826,4.727950732,3.881880646,,,,,,,,,,
R,none,0,0.001,9,48,0.1132354167,0.113333337,0.113333337,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900893177,4.727991372,3.881941369,,,,,,,,,,
R,none,0,0.001,9,49,0.1120166667,0.112499997,0.112499997,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900902085,4.72813556,3.881947321,,,,,,,,,,
R,none,0,0.001,9,50,0.1080291667,0.1083333343,0.1083333343,1,1,-7.956380844,3.02263689,-18.95866776,0,0,1,1,-0.6958999038,0,-2.214334726,0,0,3.732846498,3.261877537,11.66698074,0,4.900842891,4.727993186,3.881908593,,,,,,,,,,
R,l2,0.001,0.001,0,1,0.9498229167,1,1,0.2599999905,0.2599999905,-0.004652229138,0.7451179624,-2.338267326,0.4033333361,52.29156998,0.09000000358,0.09000000358,0.5564769506,0.3674825132,-0.0009957420407,0.9491666555,16.79463946,1.227079153,0.9335236549,2.749064207,0.2789923462,0.2789923462,0.3084469197,0.08572220014,,,,,,,,,,
R,l2,0.001,0.001,0,2,0.95285625,1,1,0.3100000024,0.3100000024,-0.3559577465,0.839237988,-2.420450687,0.2199999988,50.45741924,0.07999999821,0.07999999821,0.4186657965,0.3633133769,-0.1225178242,0.8766666651,20.36022234,1.381011963,0.9802417159,2.898071289,0.3318222921,0.3318222921,0.3739983426,0.1134836505,,,,,,,,,,
R,l2,0.001,0.001,0,3,0.9407166667,1,1,0.2899999917,0.2899999917,-0.1971193999,0.764369905,-1.068580985,0.2183333337,47.91095919,0.0700000003,0.0700000003,0.4040373266,0.3064885139,-0.0001543129765,0.9233333468,14.63708908,1.217594743,0.8725160956,2.800285816,0.296509718,0.296509718,0.3450047222,0.09529410649,,,,,,,,,,
R,l2,0.001,0.001,0,4,0.9474375,1,1,0.2899999917,0.2899999917,-0.1663920283,0.7577103972,-1.535075426,0.2508333325,40.22940362,0.1299999952,0.1299999952,0.49615556,0.3053289056,-0.04516845569,0.9658333063,12.34677978,1.248608351,0.8506323099,2.836656332,0.2970633481,0.2970633481,0.3481531719,0.09570407383,,,,,,,,,,
R,l2,0.001,0.001,0,5,0.9477104167,1,1,0.2800000012,0.2800000012,-0.09554219991,0.692802608,-2.36034894,0.2841666639,41.60211322,0.1400000006,0.1400000006,0.5006065369,0.3087617457,-0.002919028979,0.9683333039,11.42952329,1.181448936,0.910541594,2.801069736,0.2855183799,0.2855183799,0.3399337488,0.09014962841,,,,,,,,,,
R,l2,0.001,0.001,0,6,0.9424875,0.9975000024,0.9975000024,0.3799999952,0.3799999952,-0.3260631859,0.8406584859,-2.997864485,0.2158333361,45.03290792,0.2099999934,0.2099999934,0.4003306925,0.3458482921,-0.2195324898,0.8933333158,16.35436191,1.391552687,0.947363615,2.889528036,0.3359001039,0.3359001039,0.3926042706,0.1156062116,,,,,,,,,,
R,l2,0.001,0.001,0,7,0.9306541667,1,1,0.2399999946,0.2399999946,-0.1031525433,0.7260481119,-1.853965402,0.337500006,51.69016,0.03999999911,0.03999999911,0.3614787161,0.2883672416,-6.97091964e-05,0.9275000095,14.35311294,1.201327801,0.8481258154,2.807843924,0.2871360119,0.2871360119,0.3466301625,0.09063936628,,,,,,,,,,
R,l2,0.001,0.001,0,8,0.94466875,1,1,0.2800000012,0.2800000012,-0.1657923162,0.7731361389,-1.004769206,0.2691666782,48.79433028,0.0700000003,0.0700000003,0.3952740729,0.3410653472,-0.003277904587,0.9024999738,16.76218445,1.287149668,0.8905487657,2.853443146,0.3089510638,0.3089510638,0.370633411,0.1017783102,,,,,,,,,,
R,l2,0.001,0.001,0,9,0.9432833333,0.8833333254,0.8833333254,0.3000000119,0.3000000119,-0.3521795869,0.8046826124,-3.062051296,0.1800000072,50.65557019,0.0700000003,0.0700000003,0.229394868,0.2782562375,-0.1036811993,0.8374999762,18.10971642,1.265586019,0.8445420265,2.91399169,0.3081038061,0.3081038061,0.3694361968,0.1020331665,,,,,,,,,,
R,l2,0.001,0.001,0,10,0.938575,1,1,0.3000000119,0.3000000119,-0.2414429933,0.7539178729,-2.513495445,0.2558333278,51.30188808,0.09000000358,0.09000000358,0.3247278929,0.3174583018,-0.0005008656881,0.8924999833,15.68682359,1.251891017,0.8863304257,2.875281811,0.3073932641,0.3073932641,0.3706253771,0.1011019835,,,,,,,,,,
R,l2,0.001,0.001,0,11,0.9469958333,1,1,0.3100000024,0.3100000024,-0.3085404336,0.8030346036,-1.815759063,0.2241666615,41.47997633,0.25,0.25,0.4499205649,0.3551740348,-0.1734074205,0.9125000238,13.82914381,1.341740489,0.9464749694,2.914399624,0.3372601818,0.3372601818,0.4003857521,0.1168236353,,,,,,,,,,
R,l2,0.001,0.001,0,12,0.9452666667,1,1,0.2800000012,0.2800000012,-0.1091683432,0.75958395,-0.7611306906,0.2633333206,49.23046828,0.09000000358,0.09000000358,0.3576940298,0.309192121,-0.0004343548499,0.9024999738,16.71709318,1.237545371,0.8648338914,2.836110353,0.3043524267,0.3043524267,0.3677993712,0.09945598184,,,,,,,,,,
R,l2,0.001,0.001,0,13,0.9455229167,1,1,0.349999994,0.349999994,-0.05937967449,0.6627669334,-0.9116166234,0.2683333457,47.69626042,0.0700000003,0.0700000003,0.3435703218,0.2654882073,-0.0008696180303,0.9166666865,14.41380124,1.099263549,0.8125653267,2.914479494,0.2913673119,0.2913673119,0.3543155356,0.09398673801,,,,,,,,,,
R,l2,0.001,0.001,0,14,0.9503125,1,1,0.3300000131,0.3300000131,-0.04040014744,0.7004041076,-0.8637862206,0.2099999934,44.54772533,0.09000000358,0.09000000358,0.3717467487,0.3142851889,-9.598323231e-05,0.9024999738,15.5858444,1.133308649,0.8797039986,2.902233601,0.303545,0.303545,0.3660857359,0.09958756312,,,,,,,,,,
R,l2,0.001,0.001,0,15,0.939625,1,1,0.3899999857,0.3899999857,-0.1608804762,0.8054472208,-1.525971055,0.2291666716,45.09267371,0.1599999964,0.1599999964,0.3665769696,0.3626372814,-0.004773589782,0.8666666746,17.79369453,1.232931376,0.9463516474,2.87305522,0.319656279,0.319656279,0.3863051424,0.1072901467,,,,,,,,,,
R,l2,0.001,0.001,0,16,0.94590625,1,1,0.3199999928,0.3199999928,-0.1874598265,0.757586062,-0.6449735165,0.2633333206,50.26653284,0.1199999973,0.1199999973,0.335403651,0.2806643546,-0.0002114502568,0.8974999785,16.32353096,1.209310532,0.8209661841,2.836886168,0.3007166265,0.3007166265,0.3680074584,0.09761619839,,,,,,,,,,
R,l2,0.001,0.001,0,17,0.9520375,1,1,0.3000000119,0.3000000119,-0.1827556342,0.7153494954,-0.8563068509,0.2624999881,40.29105752,0.1800000072,0.1800000072,0.4345073402,0.2641833425,-0.0107624447,0.9700000286,9.775430979,1.190797091,0.7804727554,2.855988264,0.2869757213,0.2869757213,0.3531163029,0.09124651069,,,,,,,,,,
R,l2,0.001,0.001,0,18,0.9476583333,1,1,0.3400000036,0.3400000036,-0.2068242133,0.7601061463,-0.7070086002,0.2675000131,40.87435355,0.2800000012,0.2800000012,0.4586146176,0.2885548174,-0.008514051326,0.9549999833,10.91415614,1.105448246,0.8046500087,2.792398214,0.2878043563,0.2878043563,0.3545168727,0.09090757058,,,,,,,,,,
R,l2,0.001,0.001,0,19,0.9422041667,1,1,0.3400000036,0.3400000036,-0.1438269317,0.6880730987,-1.111660004,0.2649999857,48.29594549,0.05999999866,0.05999999866,0.3235991299,0.2690925598,-6.343190034e-05,0.9091666937,12.73013976,1.034260511,0.791538775,2.847878218,0.2932707706,0.2932707706,0.3587315284,0.09395664997,,,,,,,,,,
R,l2,0.001,0.001,0,20,0.9391145833,1,1,0.3799999952,0.3799999952,-0.2797930539,0.755941689,-1.42463398,0.210833326,47.06124007,0.1400000006,0.1400000006,0.3133095205,0.2639562488,-0.003451257478,0.8908333182,13.65973792,1.24390161,0.7578479052,2.866078854,0.3137853959,0.3137853959,0.3816369139,0.1043076122,,,,,,,,,,
R,l2,0.001,0.001,0,21,0.9455520833,1,1,0.2800000012,0.2800000012,-0.1613072455,0.7378047705,-1.58246994,0.2533333302,51.49082852,0.05000000075,0.05000000075,0.3082567453,0.2535555959,-4.715557679e-06,0.9024999738,13.38987454,1.150082827,0.7456391454,2.840532541,0.2929699187,0.2929699187,0.3602441336,0.09388300885,,,,,,,,,,
R,l2,0.001,0.001,0,22,0.93195,1,1,0.3700000048,0.3700000048,-0.283854872,0.7682030797,-2.038780451,0.212500006,49.06561148,0.0700000003,0.0700000003,0.3397819996,0.2958726287,-0.02747061662,0.8708333373,17.3130085,1.267663598,0.8434625864,2.888593912,0.3277683498,0.3277683498,0.3965345261,0.111518933,,,,,,,,,,
R,l2,0.001,0.001,0,23,0.92560625,1,1,0.349999994,0.349999994,-0.1980320811,0.7613677382,-1.732763648,0.2333333343,47.2545063,0.2199999988,0.2199999988,0.3655600846,0.2807390094,-0.09344954044,0.8899999857,14.84483834,1.337653637,0.7713639736,2.821114302,0.3170199063,0.3170199063,0.3847600449,0.1060124247,,,,,,,,,,
R,l2,0.001,0.001,0,24,0.9485958333,1,1,0.2700000107,0.2700000107,-0.1694347709,0.6754683256,-0.6521430612,0.2824999988,48.97940063,0.1000000015,0.1000000015,0.3361820579,0.2783108354,-7.876187738e-06,0.9091666937,14.47946122,1.144172072,0.7874125838,2.79481411,0.2888974023,0.2888974023,0.3567250392,0.09167493784,,,,,,,,,,
R,l2,0.001,0.001,0,25,0.9403708333,0.9599999785,0.9599999785,0.3799999952,0.3799999952,-0.2191994041,0.7531015873,-2.167807341,0.1566666663,46.89416096,0.1000000015,0.1000000015,0.2747791409,0.3121440411,-0.1994461715,0.8516666889,16.48811901,1.276062727,0.9263461232,2.907498598,0.3280184709,0.3280184709,0.3953546073,0.1118497563,,,,,,,,,,
R,l2,0.001,0.001,0,26,0.94128125,1,1,0.3000000119,0.3000000119,-0.1751987934,0.7537571788,-0.7227601409,0.2708333433,42.36826787,0.1400000006,0.1400000006,0.5273717642,0.3129105866,-0.0001574954804,0.9649999738,11.07011365,1.187219262,0.8231757283,2.812981606,0.2876029861,0.2876029861,0.3572121773,0.09089790916,,,,,,,,,,
R,l2,0.001,0.001,0,27,0.9515708333,1,1,0.25,0.25,-0.1578889042,0.7433975935,-0.8224058151,0.2641666532,41.36871307,0.1199999973,0.1199999973,0.5177509785,0.3029084802,-0.02553815953,0.9741666913,9.993758986,1.19973743,0.8502036929,2.800123215,0.2898997613,0.2898997613,0.3589136778,0.0921139105,,,,,,,,,,
R,l2,0.001,0.001,0,28,0.9466083333,1,1,0.3199999928,0.3199999928,-0.07011960447,0.7321202755,-0.7813803554,0.2450000048,46.49789643,0.05999999866,0.05999999866,0.4002584815,0.2946035564,-0.002293725498,0.9216666818,13.98643919,1.150680184,0.781979084,2.786287546,0.2865347142,0.2865347142,0.3542311301,0.09019588797,,,,,,,,,,
R,l2,0.001,0.001,0,29,0.9405416667,1,1,0.3600000143,0.3600000143,-0.09125604481,0.673540771,-1.781573296,0.2333333343,42.91974531,0.1800000072,0.1800000072,0.3173893094,0.2871293426,-0.0005092680221,0.9424999952,11.66920151,1.079033017,0.8324368,2.859051228,0.2937825733,0.2937825733,0.3610952162,0.0943907574,,,,,,,,,,
R,l2,0.001,0.001,0,30,0.9467916667,1,1,0.3100000024,0.3100000024,-0.402343452,0.8188355565,-2.588046789,0.226666674,49.30283316,0.1000000015,0.1000000015,0.3440283239,0.31664446,-0.05617972091,0.8766666651,16.19610921,1.343321681,0.8884729743,2.911175251,0.3345051212,0.3345051212,0.4005580604,0.1152416629,,,,,,,,,,
R,l2,0.001,0.001,0,31,0.9402458333,1,1,0.25,0.25,-0.2873103321,0.7925857306,-1.508386254,0.2450000048,53.62215399,0.1299999952,0.1299999952,0.3215401173,0.3304105103,-0.02691826224,0.8716666698,16.43512188,1.348334074,0.9363740683,2.897772074,0.3326039783,0.3326039783,0.3987480704,0.1141169571,,,,,,,,,,
R,l2,0.001,0.001,0,32,0.9417333333,0.9150000215,0.9150000215,0.3600000143,0.3600000143,-0.5099537373,0.8720766306,-3.374708652,0.164166674,51.86513425,0.1599999964,0.1599999964,0.2320094258,0.3157219291,-0.1268517375,0.7691666484,18.82036662,1.416849852,0.9141862392,2.898682356,0.3416024123,0.3416024123,0.4105161973,0.1187884715,,,,,,,,,,
R,l2,0.001,0.001,0,33,0.9394708333,1,1,0.2899999917,0.2899999917,-0.2436220795,0.7872648835,-1.092431903,0.2716666758,44.44603603,0.2800000012,0.2800000012,0.410382539,0.270062685,-0.0338915363,0.9533333182,10.78105292,1.239797354,0.749204874,2.80035305,0.3020193054,0.3020193054,0.3693157379,0.09793977571,,,,,,,,,,
R,l2,0.001,0.001,0,34,0.95730625,1,1,0.3000000119,0.3000000119,-0.2841516733,0.7743240595,-0.8703855276,0.2824999988,43.92086913,0.2099999934,0.2099999934,0.4587627649,0.3001069427,-0.03275957704,0.959166646,11.36678499,1.271327376,0.7983475924,2.811290026,0.3046545778,0.3046545778,0.3719534107,0.09934383144,,,,,,,,,,
