arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKA,raw,0,0,0.001,11,none,0.9339729167,1,1,0,0,-9.216393471,11.15012741,-35.95676041,0.6592882276,80.70520479,0,0,-32.39934158,32.13909149,-62.74863434,0.5346147418,78.06700814,14.25293446,2.586012125,1.17002213,0.05518325791,0.03673395514,0.0812439099,0,1.200000048,0.0190942958,0.01368215866,0.02917108126,0,1.200000048
KKA,raw,0,0,0.001,12,none,0.93948125,1,1,0,0,-9.043781281,11.66300774,-47.7371254,0.7188841105,76.30304607,0,0,-37.35019684,38.5864296,-98.47862244,0.5471556783,76.73345582,14.89728832,2.648942471,1.210814953,0.05291798338,0.03779675066,0.07380786538,0,1.200000048,0.01598124765,0.009418705478,0.02902640402,0,1.200000048
KKA,raw,0,0,0.001,13,none,0.9365833333,1,1,0,0,-9.940460205,11.39899063,-39.36059189,0.6779824495,79.08989159,0,0,-36.6464386,35.89414215,-94.49596405,0.5386317372,77.95438439,15.41211414,2.706169128,1.220035791,0.05415561423,0.0366653353,0.07782125473,0,1.200000048,0.01721737906,0.009989058599,0.02696732432,0,1.200000048
KKA,raw,0,0,0.001,14,none,0.9448125,1,1,0,0,-7.452023506,11.01756287,-39.86727905,0.7797448635,79.28904687,0,0,-28.53108215,35.04790497,-72.06790161,0.5907385945,80.31298838,15.600173,2.700091362,1.217562437,0.05647754669,0.04103606194,0.07139062136,0,1.200000048,0.01772571914,0.01164261904,0.02591840737,0,1.200000048
KKA,raw,0,0,0.001,15,none,0.9404083333,1,1,0,0,-9.20321846,11.18014336,-45.88574219,0.7404824495,78.93366681,0,0,-32.55415344,34.62910843,-85.2756958,0.5732403398,79.09733548,15.90506935,2.699069738,1.258054256,0.05535799637,0.03543601185,0.07613550127,0,1.200000048,0.01793050393,0.01104854979,0.02448581532,0,1.200000048
KKA,raw,0,0,0.001,16,none,0.9457541667,1,1,0,0,-9.652546883,10.94618607,-28.87013435,0.6037268043,85.1854465,0,0,-26.3083477,29.3962059,-76.84806061,0.5482395291,80.75342845,16.13280678,2.701631308,1.289692283,0.0566261746,0.04078443348,0.07950996608,0,1.200000048,0.02106183022,0.01473372243,0.03178888187,0,1.200000048
KKA,raw,0,0,0.001,17,none,0.9423979167,1,1,0,0,-9.861546516,11.16949844,-34.27845764,0.6674314737,82.26405862,0,0,-28.59464264,32.28014374,-81.10520935,0.5660092235,79.2463888,16.49095154,2.701773643,1.311063886,0.05516768992,0.04128734022,0.07533998042,0,1.200000048,0.01922838017,0.01266729832,0.02615628578,0,1.200000048
KKA,raw,0,0,0.001,18,none,0.9427770833,1,1,0,0,-10.91541576,11.47993946,-35.77076721,0.6285136342,83.28314225,0,0,-33.64039612,31.90564156,-73.4805603,0.550101161,79.13704303,16.97481728,2.742277145,1.432721972,0.05362239853,0.035745278,0.07361650467,0,1.200000048,0.01911982149,0.01312982198,0.02837358974,0,1.200000048
KKA,raw,0,0,0.001,19,none,0.9387604167,1,1,0,0,-10.36424351,11.839715,-40.16690826,0.6728494167,81.58066451,0,0,-31.94600296,35.1507225,-91.177948,0.5552096367,78.30725193,17.274086,2.801959753,1.427289367,0.05214486644,0.03753361106,0.07342102379,0,1.200000048,0.01755441353,0.01145061105,0.02772004157,0,1.200000048
KKA,raw,0,0,0.001,20,none,0.9442270833,1,1,0,0,-8.364720345,11.63254642,-39.94504547,0.7312731743,80.72656839,0,0,-33.47119904,37.29133987,-91.07035065,0.5778856277,79.03031607,17.49938774,2.726612091,1.438713431,0.05337885022,0.03445552289,0.07159056515,0,1.200000048,0.01647771895,0.01124183554,0.02456901409,0,1.200000048
KKA,raw,0,0,0.001,21,none,0.9446208333,1,1,0,0,-9.746747017,11.83819008,-38.74914169,0.704793632,81.47534087,0,0,-32.72362137,36.48653793,-80.12979889,0.5579961538,79.78754939,17.78460121,2.81432724,1.460892916,0.05232281983,0.03800530359,0.07119545341,0,1.200000048,0.01689703949,0.01183393598,0.02497987635,0,1.200000048
KKA,raw,0,0,0.001,22,none,0.9433625,1,1,0,0,-11.01857281,11.67095089,-33.11656189,0.6221256852,83.87437791,0,0,-29.25771523,33.39850235,-79.51184082,0.5636262298,80.29606614,18.13556671,2.851887226,1.555603623,0.05306347087,0.03896632791,0.06770651788,0,1.200000048,0.01859088615,0.01331549231,0.02596017532,0,1.200000048
KKA,raw,0,0,0.001,23,none,0.9411083333,1,1,0,0,-10.64334297,11.90517902,-32.96562576,0.6368218064,84.55190656,0,0,-32.3335495,33.48060226,-72.25999451,0.539837122,80.56049904,18.44585609,2.842331409,1.578056812,0.05185877532,0.03961796686,0.06866643578,0,1.200000048,0.01844426058,0.01259770337,0.02523806877,0,1.200000048
KKA,raw,0,0,0.001,24,none,0.94596875,1,1,0,0,-9.878134727,11.84031963,-38.51276779,0.655780077,83.59002384,0,0,-37.66571045,34.24687576,-77.55583954,0.5402479172,79.58586124,18.69851112,2.837235928,1.611753106,0.05225202814,0.03750358149,0.06752745807,0,1.200000048,0.01805500686,0.01255012769,0.02628969774,0,1.200000048
KKA,raw,0,0,0.001,25,none,0.9427583333,1,1,0,0,-9.645262718,12.04094219,-40.25803375,0.670465827,83.49749308,0,0,-36.93937302,35.97299194,-78.5146637,0.551453948,80.1955765,19.15976906,2.826423883,1.684718251,0.05116481707,0.0393964313,0.06774772704,0,1.200000048,0.01701593958,0.01092080027,0.02539963461,0,1.200000048
KKA,raw,0,0,0.001,26,none,0.945075,1,1,0,0,-10.06534863,11.95217228,-37.15891647,0.6928759813,83.77418046,0,0,-31.1137085,34.73905182,-82.16713715,0.5532495975,80.19667775,19.25595474,2.803612947,1.699669123,0.05178947374,0.04003605619,0.06472726911,0,1.200000048,0.01772782579,0.01184499729,0.02595791966,0,1.200000048
KKA,raw,0,0,0.001,27,none,0.951775,1,1,0,0,-10.95580292,11.60709572,-33.19074249,0.6093742251,86.15647676,0,0,-31.28013039,29.45281219,-78.66976929,0.5231609941,81.4253655,19.42754364,2.755781889,1.708858252,0.05308043212,0.03705165535,0.07133615017,0,1.200000048,0.02093454078,0.01351940725,0.0271042455,0,1.200000048
KKA,raw,0,0,0.001,28,none,0.9482583333,1,1,0,0,-10.33793926,12.01394367,-38.32801437,0.6699672341,82.96472361,0,0,-37.79175186,36.09024048,-89.00759125,0.5388157368,78.46804243,19.81456566,2.822154522,1.824697495,0.05124704912,0.03378777578,0.06839342415,0,1.200000048,0.01716132276,0.01182621345,0.02705009468,0,1.200000048
KKA,raw,0,0,0.001,29,none,0.9475375,0.7883333564,0.7883333564,0,0,-11.91760635,11.86270905,-29.41249657,0.5427788496,87.93713977,0,0,-35.98967361,29.0983448,-65.13710785,0.4530768991,79.31960947,20.0041275,2.824737787,1.862755895,0.0517632328,0.0378264226,0.06490577012,0,1.200000048,0.01839965209,0.01337838173,0.02448480017,0,1.200000048
KKA,raw,0,0,0.001,30,none,0.9497270833,1,1,0,0,-11.32974625,11.93005753,-43.13867188,0.6299789548,82.49126034,0,0,-39.69035339,34.30634689,-92.01300049,0.5445643067,78.23756666,20.33264732,2.823183298,1.90753305,0.05172304437,0.03639682382,0.06903357804,0,1.200000048,0.01803811081,0.01197194587,0.02490316518,0,1.200000048
KKA,raw,0,0,0.001,31,none,0.9487375,1,1,0,0,-10.50132179,11.94745445,-35.31873322,0.6109085083,85.67841712,0,0,-34.46392059,32.09028244,-65.65278625,0.5316204429,80.78040916,20.42490959,2.825117111,1.982986808,0.05146149546,0.04004393891,0.0710606724,0,1.200000048,0.01933534443,0.01453476306,0.02496585809,0,1.200000048
KKA,raw,0,0,0.001,32,none,0.9450145833,1,1,0,0,-11.27050972,12.02449226,-29.99356842,0.5669729114,87.57197776,0,0,-35.55865479,31.54675484,-75.64944458,0.5250335336,80.72742881,20.75730896,2.853146076,2.063266277,0.0511453934,0.03887291253,0.0682008788,0,1.200000048,0.01950117759,0.01383277681,0.02992324159,0,1.200000048
KKA,raw,0,0,0.001,33,none,0.9462708333,1,1,0,0,-10.93217754,12.03094387,-34.14348984,0.6276381612,86.13757169,0,0,-38.72817993,33.42159653,-75.92408752,0.5361064076,79.61704981,20.95685196,2.855879307,2.114069223,0.05139251426,0.03529100493,0.0658127293,0,1.200000048,0.01857756637,0.01364709157,0.0267031379,0,1.200000048
KKA,raw,0,0,0.001,34,none,0.9490083333,1,1,0,0,-10.43087292,12.06657982,-37.21010971,0.648860395,84.72882816,0,0,-35.27570343,34.70281219,-73.87776184,0.5378719568,80.66602778,21.01245117,2.83107543,2.159834862,0.0511389412,0.0386634469,0.07114305347,0,1.200000048,0.01784190722,0.01354789454,0.02601845935,0,1.200000048
KKA,raw,0,0,0.001,35,none,0.95346875,1,1,0,0,-12.03136063,12.05216122,-33.6978569,0.5653043389,87.62043379,0,0,-32.67123795,30.70105362,-68.66316986,0.5397367477,81.35466384,21.21279335,2.829469919,2.247018576,0.05147289112,0.04089329019,0.0666224882,0,1.200000048,0.02021489106,0.01543514803,0.0292976629,0,1.200000048
KKA,raw,0,0,0.001,36,none,0.9489458333,1,1,0,0,-10.81977367,12.06896496,-30.58308601,0.6154797673,85.99394072,0,0,-36.7050972,33.60300446,-64.66152954,0.5335999131,80.91921173,21.39888,2.896989584,2.288677216,0.05093399435,0.03924138471,0.06696953624,0,1.200000048,0.01839242689,0.01385827176,0.02422773838,0,1.200000048
KKA,raw,0,0,0.001,37,none,0.9494729167,1,1,0,0,-11.72810459,11.91952896,-33.72909546,0.5728091598,87.71146567,0,0,-32.02001953,30.73789024,-81.8007431,0.5316227674,81.13252546,21.55620384,2.818286419,2.349122763,0.05175128207,0.03707672283,0.06377299875,0,1.200000048,0.02012581751,0.01455852948,0.02698746882,0,1.200000048
KKA,raw,0,0,0.001,38,none,0.9546208333,1,1,0,0,-11.97577667,12.02680206,-33.97089767,0.6130217314,85.61839678,0,0,-33.50945663,33.46903229,-79.66256714,0.5510391593,80.86381932,21.63767242,2.82558465,2.384999275,0.05119310692,0.03676947206,0.06220531091,0,1.200000048,0.01847220026,0.01318014786,0.02438442409,0,1.200000048
KKA,raw,0,0,0.001,39,none,0.95375,1,1,0,0,-11.55263138,12.11872292,-30.30516434,0.5888175368,87.80201198,0,0,-34.1370697,30.93181038,-69.51231384,0.5363865495,81.28705616,21.79297447,2.813762188,2.466585875,0.05077102408,0.03883709013,0.06519059837,0,1.200000048,0.0200049486,0.01414395403,0.02534779534,0,1.200000048
KKA,raw,0,0,0.001,40,none,0.9490166667,1,1,0,0,-11.7084198,12.15525246,-35.95137405,0.6226466298,84.42995794,0,0,-36.39289856,33.87470245,-89.15412903,0.5567505956,79.74452651,22.04982948,2.851174593,2.540096521,0.05090254173,0.03195147216,0.06501137465,0,1.200000048,0.01823498495,0.01218929514,0.02667803504,0,1.200000048
KKA,raw,0,0,0.001,41,none,0.9577395833,1,1,0,0,-10.73925781,12.2600193,-41.26018524,0.6206037402,84.52291011,0,0,-34.24050903,32.58337021,-87.48219299,0.5433053374,80.64272728,22.05559158,2.838438988,2.576409817,0.05046282336,0.03402375802,0.06627815962,0,1.200000048,0.01898507401,0.01236848906,0.02704430372,0,1.200000048
KKA,raw,0,0,0.001,42,none,0.9583604167,1,1,0,0,-9.028796196,12.24376106,-40.94020462,0.68400985,85.13978923,0,0,-33.51966095,34.58032608,-76.93547821,0.5487493873,80.40074254,22.09783745,2.865900517,2.644784451,0.05025961995,0.03537987545,0.0687860027,0,1.200000048,0.01788316481,0.01308937278,0.02430107631,0,1.200000048
KKA,raw,0,0,0.001,43,none,0.9514791667,1,1,0,0,-13.07697964,12.27571297,-26.07886696,0.5753521323,87.5784352,0,0,-38.90157318,30.93300438,-71.37657928,0.5255248547,79.66319623,22.29838181,2.855531693,2.692803144,0.05041461065,0.03653712198,0.06739342213,0,1.200000048,0.01995150559,0.0156538263,0.02699168213,0,1.200000048
KKA,raw,0,0,0.001,44,none,0.9585333333,1,1,0,0,-10.39334297,11.93920517,-44.42266464,0.6354036331,85.85436171,0,0,-33.06214142,32.7096138,-67.78629303,0.5586484075,81.95185757,22.37545967,2.8272717,2.711035967,0.05163058639,0.03634406626,0.0644043535,0,1.200000048,0.01896325499,0.01331952307,0.02381351031,0,1.200000048
KKA,raw,0,0,0.001,45,none,0.9563520833,1,1,0,0,-10.25029469,12.1691246,-43.75625229,0.6969311833,83.6355442,0,0,-39.43254852,34.79862213,-81.07365417,0.5457023978,80.04024419,22.49590492,2.814446211,2.772454977,0.05093431473,0.03496302292,0.06313221157,0,1.200000048,0.01771759428,0.01278031897,0.02379400283,0,1.200000048
KKA,raw,0,0,0.001,46,none,0.96035,1,1,0,0,-12.1356411,11.88690758,-34.74895096,0.6287071109,85.55698896,0,0,-32.99328232,32.61371994,-69.27516937,0.55097574,81.74127185,22.65480423,2.805341721,2.818523169,0.05193408951,0.03524917364,0.06691416353,0,1.200000048,0.01894766837,0.01401253976,0.02701823041,0,1.200000048
KKA,raw,0,0,0.001,47,none,0.9552,1,1,0,0,-10.92422199,12.23161697,-38.29590988,0.6241929531,85.19987304,0,0,-38.40354156,33.63175201,-86.75832367,0.5404133201,80.31516154,22.80246162,2.856987715,2.867198467,0.05049448833,0.04083932191,0.06583537906,0,1.200000048,0.01838792674,0.0144959325,0.02438188158,0,1.200000048
KKA,raw,0,0,0.001,48,none,0.9607395833,1,1,0,0,-10.18543434,11.81720448,-33.34895706,0.6581099629,85.1015728,0,0,-38.15026855,33.04143906,-74.26834869,0.5482310057,80.21498063,22.74629784,2.838149071,2.909654856,0.0523282513,0.03965675086,0.06509771198,0,1.200000048,0.01882366091,0.01418170705,0.02552091144,0,1.200000048
KKA,raw,0,0,0.001,49,none,0.9572625,1,1,0,0,-11.27822113,11.94818974,-29.66518211,0.5939455032,88.19584409,0,0,-28.55560875,30.46990204,-65.62471771,0.554017067,83.03674397,22.9315834,2.831355333,2.985798359,0.05188125744,0.03771632165,0.06827822328,0,1.200000048,0.0203641504,0.01678841002,0.02493372932,0,1.200000048
KKA,raw,0,0,0.001,50,none,0.9545729167,1,1,0,0,-11.52586079,12.0763731,-36.41735077,0.6511315107,85.63417027,0,0,-35.04542923,33.24949265,-82.70147705,0.541806221,80.82148508,23.14027214,2.791725397,3.026741266,0.05121284351,0.04075269029,0.06689951569,0,1.200000048,0.01867712103,0.01347691473,0.02427538671,0,1.200000048
KKA,std,0,1,0.001,1,none,0.97888125,1,1,0,0,-1.115316033,11.47610855,-4.383104324,0.9477484226,77.85859621,0,0,-6.10884285,12.22503281,-13.63843346,0.7455043793,78.81571947,3.004542828,0.791980803,0.7363018394,0.05392635614,0.03579490259,0.08116860688,0,1.200000048,0.05027131364,0.03296840563,0.07072252035,0,1.200000048
KKA,std,0,1,0.001,2,none,0.9864625,1,1,0,0,-1.42896533,15.50069237,-5.571503162,0.9550032616,79.33156464,0,0,-14.53036785,19.84609795,-30.8240242,0.6368877292,79.82612638,4.277873516,0.9340072274,0.6882549524,0.03984753415,0.02113481052,0.05271537229,0,1.200000048,0.03107113205,0.01953365467,0.05117576942,0,1.200000048
KKA,std,0,1,0.001,3,none,0.9873625,1,1,0,0,-1.708167315,17.20925331,-10.04909325,0.9537549019,81.35285725,0,0,-16.72340012,22.34909248,-38.62660217,0.6373254657,81.56518772,5.094726562,1.025182724,0.6491776705,0.03555339202,0.02377741598,0.05053794011,0,1.200000048,0.02779000252,0.01824093238,0.04811050743,0,1.200000048
KKA,std,0,1,0.001,4,none,0.9872875,1,1,0,0,-1.934964657,19.2102623,-9.286606789,0.954108119,81.79404074,0,0,-20.77252579,26.54335213,-46.87843323,0.6135578752,81.64053463,5.860148907,1.115480304,0.6309583187,0.03236522153,0.01512023713,0.0490065217,0,1.200000048,0.02339054458,0.01284887455,0.03343554214,0,1.200000048
KKA,std,0,1,0.001,5,none,0.9877208333,1,1,0,0,-2.506981373,19.88183403,-12.17697525,0.9440010786,83.27845353,0,0,-24.92255211,29.77549744,-45.57120895,0.6080926657,82.59957567,6.487822533,1.179248571,0.6119368076,0.03097738512,0.02218538336,0.04007871822,0,1.200000048,0.02075281553,0.01497761626,0.02937804721,0,1.200000048
KKA,std,0,1,0.001,6,none,0.98755,1,1,0,0,-3.013674736,21.12309837,-10.35369396,0.9379398823,83.95256238,0,0,-24.74083328,31.39926338,-46.08384705,0.6162223816,83.34365446,6.962159634,1.241713881,0.5871292353,0.02920729667,0.02007821761,0.03902467713,0,1.200000048,0.01958315447,0.01298801322,0.03038567677,0,1.200000048
KKA,std,0,1,0.001,7,none,0.9867833333,1,1,0,0,-3.269151211,22.06989098,-8.678682327,0.9250816107,84.29187648,0,0,-25.40246773,32.80229187,-52.05989838,0.6156001091,83.65846866,7.452307701,1.271215677,0.5787069201,0.02795193903,0.02071522921,0.03625981137,0,1.200000048,0.01876666211,0.01263603661,0.02634843811,0,1.200000048
KKA,std,0,1,0.001,8,none,0.9872020833,1,1,0,0,-4.006249905,22.51582336,-11.79655457,0.9187168479,85.13787921,0,0,-25.34722137,34.68308258,-54.49015427,0.6373841763,84.10490005,7.88962841,1.313216925,0.5804786682,0.02751188539,0.01834686473,0.03613774851,0,1.200000048,0.01785247587,0.01189092081,0.02823646739,0,1.200000048
KKA,std,0,1,0.001,9,none,0.9870875,1,1,0,0,-4.05680275,24.2513485,-11.06127834,0.9142230153,84.62215566,0,0,-30.24037552,37.96868515,-61.12794495,0.6112920642,83.39088898,8.299613953,1.372808933,0.5787385702,0.02549966983,0.01756241173,0.03545648977,0,1.200000048,0.0163192749,0.01053076424,0.02423899621,0,1.200000048
KKA,std,0,1,0.001,10,none,0.9875375,1,1,0,0,-4.08850956,23.69755554,-10.71094227,0.9167433977,84.93657142,0,0,-31.90444756,38.02020645,-67.62698364,0.6060691476,84.06402999,8.585680962,1.375988722,0.5657785535,0.02606807463,0.01587566361,0.03495695814,0,1.200000048,0.01631664112,0.01097792853,0.02263202146,0,1.200000048
KKA,std,0,1,0.001,11,none,0.9873125,1,1,0,0,-4.177184582,24.41107178,-11.47427464,0.914339602,85.44016203,0,0,-30.45930481,39.35817719,-68.44654083,0.6189603806,84.35739775,8.918951988,1.406590104,0.5686358213,0.02530454472,0.01809359901,0.03241550177,0,1.200000048,0.01566601917,0.01147246361,0.02242631279,0,1.200000048
KKA,std,0,1,0.001,12,none,0.9869583333,1,1,0,0,-4.718106747,24.55435753,-12.9994297,0.9057585001,86.03262432,0,0,-30.36886215,38.91326141,-59.65478134,0.6273731589,84.92352011,9.246951103,1.422854066,0.5773286223,0.0251011122,0.01449774113,0.0330311954,0,1.200000048,0.01577818394,0.01091873646,0.02041783184,0,1.200000048
KKA,std,0,1,0.001,13,none,0.9872583333,1,1,0,0,-4.984469414,25.24024963,-12.48002434,0.9053190351,85.79946439,0,0,-30.85791016,40.01729965,-54.38573837,0.6182496548,85.1076943,9.464032173,1.452923417,0.57797575,0.02447791025,0.01631339453,0.03318306059,0,1.200000048,0.0155114755,0.01134410594,0.02042304166,0,1.200000048
KKA,std,0,1,0.001,14,none,0.9867708333,1,1,0,0,-5.223011017,25.15582848,-12.64030933,0.9002740979,86.69457842,0,0,-30.66187286,39.93802261,-47.59280014,0.6230084896,85.71638213,9.659428596,1.444003463,0.5829318166,0.02461871505,0.01734441519,0.03115717135,0,1.200000048,0.01545262896,0.01169523876,0.02077766135,0,1.200000048
KKA,std,0,1,0.001,15,none,0.9869666667,1,1,0,0,-5.060388088,25.51779556,-12.08263111,0.8968886733,86.61683486,0,0,-32.29726028,41.59345627,-51.75212479,0.6153439283,85.07355208,9.942622185,1.452966928,0.5904853344,0.02407114021,0.0185001567,0.02976234816,0,1.200000048,0.01490098517,0.01142334938,0.02041355148,0,1.200000048
KKA,std,0,1,0.001,16,none,0.9873166667,1,1,0,0,-5.866539478,27.05379486,-16.5055809,0.8920051455,85.66736646,0,0,-37.17153549,44.51599884,-68.17607117,0.6090570688,84.26921041,10.30395222,1.475181937,0.5982204676,0.02285891026,0.01589236595,0.02879108675,0,1.200000048,0.01391250361,0.01019622479,0.01932919212,0,1.200000048
KKA,std,0,1,0.001,17,none,0.98726875,1,1,0,0,-5.448723793,27.1937561,-14.79159832,0.8992503881,85.9581088,0,0,-37.27466583,45.60884094,-70.13470459,0.5989714861,83.99602972,10.55337906,1.49387753,0.5902283788,0.02276936918,0.01623044163,0.02929220535,0,1.200000048,0.01359895803,0.009604029357,0.01930911094,0,1.200000048
KKA,std,0,1,0.001,18,none,0.98734375,1,1,0,0,-5.792007923,26.94441032,-15.94933987,0.8837239742,86.91618601,0,0,-34.06045151,43.79571533,-54.47931671,0.6258464456,85.30747844,10.75420761,1.513195157,0.5844843984,0.02294439636,0.01730654389,0.0284701325,0,1.200000048,0.01407043543,0.01046133973,0.01935118623,0,1.200000048
KKA,std,0,1,0.001,19,none,0.9871979167,1,1,0,0,-5.839715958,27.59320641,-15.16403866,0.900139153,86.16757881,0,0,-37.34543991,44.40711975,-64.70438385,0.596724093,85.16593191,10.92937565,1.512929559,0.5953937173,0.02252504416,0.01396638341,0.02780741826,0,1.200000048,0.01392840501,0.01024234109,0.01837274991,0,1.200000048
KKA,std,0,1,0.001,20,none,0.9867520833,1,1,0,0,-6.21732378,27.9661293,-14.05910206,0.8854871988,86.75461929,0,0,-35.72129059,44.33324432,-64.21360779,0.6083014607,85.23795915,11.17479897,1.510082483,0.5846427083,0.02206369303,0.01391909085,0.02813427895,0,1.200000048,0.01398560964,0.008983708918,0.0189021118,0,1.200000048
KKA,std,0,1,0.001,21,none,0.9865916667,1,1,0,0,-6.439677715,27.61238098,-13.88212585,0.8778164983,86.37314075,0,0,-35.9391098,44.64248276,-64.04069519,0.6120425463,84.8598075,11.35827637,1.519819379,0.597710669,0.02226410992,0.01339858677,0.0277003441,0,1.200000048,0.01378803793,0.0102759162,0.01808085293,0,1.200000048
KKA,std,0,1,0.001,22,none,0.9867625,1,1,0,0,-6.855679035,27.9549675,-16.99636459,0.8714312911,86.1366922,0,0,-37.30826569,45.5106163,-60.90892029,0.6020305753,84.89596076,11.48076916,1.516102791,0.6058775783,0.02206738852,0.01267900225,0.02747417614,0,1.200000048,0.01356977504,0.01051628403,0.01911944523,0,1.200000048
KKA,std,0,1,0.001,23,none,0.9870354167,1,1,0,0,-6.402470112,28.18616486,-16.22494125,0.8793013692,86.39394404,0,0,-36.98157501,43.74785614,-70.55685425,0.5975695252,84.99752919,11.60889626,1.507025361,0.6103047132,0.02195904776,0.01203793567,0.03039006703,0,1.200000048,0.01410278864,0.009612802416,0.02046685293,0,1.200000048
KKA,std,0,1,0.001,24,none,0.9876645833,1,1,0,0,-6.61904335,27.87148476,-16.90417862,0.8765510321,86.95961053,0,0,-35.41110611,45.02687454,-56.61785126,0.6164075136,85.07482629,11.83945084,1.519570947,0.6143510938,0.02213819139,0.01360757183,0.02833434567,0,1.200000048,0.01379893813,0.01028348878,0.02002548985,0,1.200000048
KKA,std,0,1,0.001,25,none,0.9869833333,1,1,0,0,-6.896474838,27.71348953,-16.82982063,0.8621318936,87.23688001,0,0,-36.47694778,44.29661179,-55.99843216,0.6102548242,85.64603178,12.02448654,1.507934928,0.6204435825,0.02237615921,0.01398979966,0.02730352059,0,1.200000048,0.01400761493,0.01035112794,0.01914196834,0,1.200000048
