replicate,rho_005,rho_strict
210,-0.14609045487380257,-0.023768302244107913
211,-0.1194880438428132,-0.007416731974558414
212,-0.14909022458326313,-0.054817738841203514
213,-0.14398894622451555,0.014840679369369655
214,0.0017496474830919668,-0.053463488482518536
215,-0.1194880438428132,-0.009385289844722406
216,-0.12690206744378704,-0.002698871470510201
217,-0.17685237783933097,-0.10020351422716699
218,0.03815353270187201,-0.007214184547052483
219,-0.23701872336823143,-0.0301828077400242
220,-0.2152763271548768,-0.09575946627336003
221,-0.03341979016601905,0.015719275446928214
222,-0.15721149027526335,-0.07169730152441367
223,-0.19690782634896445,-0.051135830006241764
224,-0.11878754095971752,-0.0948707266770971
225,-0.204155291753416,0.01285431925655223
226,-0.18241289554006138,-0.02137723417214431
227,-0.1749988719390875,-0.09105053515395042
228,-0.05967194975546057,-0.02940069147314947
229,-0.027859272465288656,-0.01491696231056007
230,-0.0859241093449021,-0.06379325981761882
231,-0.14954946392524596,-0.07246441283142992
232,-0.14609045487380257,-0.05053828552479469
233,-0.14020957036112816,-0.010059924521611927
234,-0.19690782634896445,-0.030532940633186106
235,-0.20971580945414642,-0.10865562189231656
236,-0.11322702325898715,-0.04498214955869201
237,-0.08308415862403316,0.010348034413895778
238,-0.14020957036112816,-0.029357869548535427
239,,0.039073800879682485
240,-0.005664376117881888,-0.0602680952906997
241,-0.09253538137027599,-0.05039734474766903
242,-0.0756701350230593,-0.016973749343539
243,-0.07191536972616937,-0.012216081269448894
244,-0.12690206744378704,-0.02348892799441141
245,0.11557331520802328,-0.058344703894743825
246,-0.1751228733136093,-0.035502968989025545
247,-0.12434805866044793,-0.05122447769355167
248,-0.06628322178083447,0.01627855820968879
249,-0.03274797703914177,-0.06027340030522339
250,-0.05152708081903629,-0.0014977129286713477
251,-0.09713121401501808,-0.053547098575207286
252,-0.06628322178083447,0.02317144348593625
253,-0.08308415862403316,-0.03995248915523322
254,-0.06072270408010408,-0.011507279726489199
255,-0.06072270408010408,-0.017114101465192558
256,-0.11668603231043052,-0.056503816150311005
257,-0.11878754095971752,0.016699838699424884
258,-0.11878754095971752,-0.017239170988751648
259,-0.22589768796677065,0.005224720493193576
260,-0.12226519516717589,-0.027663863703139144
261,-0.14465798452171247,-0.012653080948508026
262,-0.11322702325898715,-0.002584455551128077
263,-0.03926624980427926,-0.03680679307820872
264,-0.17685237783933097,-0.030630666505765448
265,-0.0756701350230593,0.0010141678585450394
266,-0.14609045487380257,-0.07849766536764383
267,-0.2097158094541464,-0.03642008423687279
268,-0.0756701350230593,0.02023037581236503
269,-0.17302334365011413,-0.040655659844541996
270,-0.1194880438428132,0.03395828482095261
271,-0.11668603231043052,0.017810237960126617
272,-0.11836723922986012,-0.022322730497764967
273,-0.02546350022247861,-0.02298452818626118
274,-0.16205190149239618,0.017864194687490863
275,-0.16050394113018443,-0.007155944414532161
276,-0.0005563585512036243,0.022134381751638055
277,-0.0005563585512036243,-0.00688513581761065
278,-0.14954946392524596,-0.049335808758555574
279,-0.1712918601386006,-0.026274476967841093
280,-0.11878754095971752,-0.07582236751510193
281,-0.1194880438428132,0.046948938919899506
282,-0.18664843214305218,-0.04871924023461674
283,-0.1194880438428132,0.07100494079230887
284,-0.0859241093449021,-0.024111331673591068
285,-0.11322702325898715,0.011062980350238647
286,-0.19690782634896445,-0.05299570483834262
287,-0.1522676632693948,-0.07483914627259217
288,-0.16147141635656678,-0.06364747332293923
289,-0.0005563585512036243,0.02886286025644493
290,-0.08308415862403316,-0.03594709819148551
291,0.11557331520802328,0.04298420390240078
292,0.0017496474830919668,-0.004099291005713308
293,-0.11668603231043052,0.020414518709160567
294,-0.23701872336823143,-0.029706590225093674
295,-0.20432184994993832,0.02322482135021144
296,-0.23701872336823143,-0.05025809504584554
297,-0.0961780836667449,-0.02567575978003961
298,-0.11878754095971752,-0.030005578740956506
299,-0.14465798452171247,-0.06586325540737556
300,-0.03926624980427926,0.01000345369843076
301,-0.2097158094541464,-0.00035473007727994735
302,-0.11391882506927582,-0.032527602911019575
303,-0.14954946392524596,-0.012131683602651535
304,-0.1194880438428132,-0.011430154429617635
305,0.0017496474830919668,-0.003979486049989764
306,-0.06628322178083447,0.013813273511577318
307,-0.24072573516871834,-0.11639387863065805
308,-0.11878754095971752,-0.00015575417854588245
309,-0.06628322178083447,-0.02523736840398355
310,-0.11591031779491258,-0.019759417498544967
311,0.030205564414324794,0.0009429973728447907
312,-0.10348609138728138,-0.01803462713758314
313,-0.11668603231043052,0.08369242004405944
314,-0.16650031565298049,-0.03138246784447367
315,,0.09198303840505283
316,-0.23701872336823143,-0.03971224042929783
317,-0.21740059931725556,-0.018192593819327
318,-0.24813975876969221,0.02845336595594128
319,-0.12434805866044792,-0.024368720391770265
320,-0.0756701350230593,-0.0470729710209121
321,-0.13576115620054385,-0.04496535125241066
322,-0.07191536972616937,0.0053813097895522135
323,-0.1709487298135648,-0.09331478835813864
324,-0.2425792410689618,-0.03518601267162651
325,-0.15165097257453294,-0.11624134162633311
326,-0.050073038594901344,-0.01463877624604603
327,-0.14609045487380257,-0.0028540225046776654
328,-0.23701872336823143,-0.04201480548323922
329,-0.12434805866044793,-0.0033877275248219863
330,-0.0914846270456325,-0.04047477287578909
331,-0.0756701350230593,-0.026952942596925215
332,-0.11322702325898715,0.0075512357020618304
333,-0.24072573516871834,-0.07225844274110994
334,-0.0036211690912105856,0.01402575832273601
335,-0.14052993717307216,-0.03291690524147096
336,-0.11391882506927582,-0.06973172806692361
337,-0.06628322178083447,0.019411521843993914
338,-0.03926624980427926,-0.011229059704380685
339,-0.12281565339044445,-0.04509519727350547
340,-0.050073038594901344,-0.026281257586100684
341,-0.14609045487380257,-0.04640505811401193
342,-0.19555826818598754,0.02169247051583026
343,-0.0961780836667449,-0.04358724681507567
344,-0.204155291753416,-0.10061686901852442
345,0.04727911457306449,0.05220766053056329
346,-0.17685237783933097,0.009051261638262314
347,-0.1544909232954019,-0.04801798739644196
348,-0.18241289554006138,-0.04957465414563597
349,-0.18241289554006138,-0.12883368109743337
350,-0.23701872336823143,0.005638534592448176
351,-0.1194880438428132,0.006939567815995199
352,-0.13999599248649883,0.0017035858807119796
353,-0.11668603231043052,-0.1038674987227746
354,-0.14609045487380257,-0.023654659603451526
355,-0.24813975876969221,-0.012239486221712795
356,-0.1911098540254032,-0.005424254601864508
357,-0.005664376117881888,-0.03133105976371858
358,-0.18241289554006138,-0.04282713397063702
359,-0.2347945162879393,-0.07746079791148557
360,-0.03341979016601905,0.03247260586522041
361,-0.16050394113018443,-0.027811746855286444
362,-0.11207402024183934,-0.030152155533883774
363,-0.13999599248649883,0.0024255058024937604
364,-0.0859241093449021,-0.042903474248371286
365,-0.17422420573542094,-0.04541246617271051
366,-0.17639987770527887,-0.05224888748112548
367,-0.14465798452171247,-0.018011045564715014
368,-0.11836723922986012,-0.03824555140427936
369,-0.22589768796677065,-0.030808542611270053
370,-0.0005563585512036243,0.04953079568148882
371,-0.027859272465288656,-0.03827147150679788
372,-0.0914846270456325,-0.018474473324404828
373,-0.18544757005774534,-0.06570784931583036
374,-0.17129186013860057,-0.030410893127649212
375,-0.21740059931725556,-0.06138626661153157
376,-0.20432184994993832,0.05274677007326451
377,-0.07191536972616937,-0.05694674031373005
378,-0.14052993717307216,-0.08189784728925889
379,-0.06628322178083447,-0.038424030888719
380,-0.14020957036112816,-0.026143137117926613
381,-0.14465798452171247,-0.05497176111561528
382,-0.15308991752921056,0.0375291886610979
383,0.0017496474830919668,-0.012245940871555283
384,0.00043192974920877196,-0.014142518448898082
385,-0.12690206744378704,-0.02343116020369434
386,-0.11391882506927582,0.004724821333707573
387,-0.040667255570470594,0.016653094504711252
388,-0.05516218637937368,-0.008562887218917669
389,-0.05516218637937369,-0.08178470950567827
390,-0.16481910873355088,-0.06760902311076518
391,-0.15721149027526335,0.0009239574082279668
392,-0.1911098540254032,-0.034360796389789866
393,-0.14020957036112816,-0.03111723540788097
394,-0.22589768796677065,-0.06834929870678351
395,-0.1779031321639745,-0.033613979032572724
396,-0.03926624980427926,0.002979964402077132
397,-0.2097158094541464,0.013797077851685413
398,-0.05516218637937369,-0.016821625298607753
399,-0.18949380274799063,0.014364428515214191
400,-0.15165097257453294,-0.029901574336150212
401,-0.11668603231043052,-0.010732060143107357
402,0.11557331520802328,-0.03047737106612049
403,-0.24369134460910788,-0.001538132210943207
404,-0.04562462443431703,0.04021259238389877
405,-0.1712918601386006,-0.02276273231966427
406,-0.12281565339044445,-0.03180342757663795
407,-0.15165097257453294,-0.048109584152212496
408,-0.0914846270456325,-0.04047477287578909
409,-0.05516218637937369,-0.07761234707141597
410,-0.18241289554006138,-0.06208326175474016
411,-0.11878754095971752,-0.07319925153316108
412,-0.07937714682354623,-0.015592518222358107
413,-0.10735341543655319,-0.03920567179801609
414,0.11557331520802328,7.634450520364415e-05
415,-0.22589768796677065,-0.05053541185857941
416,-0.08470698760738685,-0.047019198090257924
417,-0.18241289554006138,-0.0506779519425614
418,0.05866148134555762,-0.03847472466736489
419,-0.11668603231043052,0.05398042145597756
420,-0.13348855948950025,-0.06630370990423026
421,-0.03926624980427926,0.01713177233104249
422,-0.19859477405268564,0.020726877397506678
423,-0.16050394113018443,-0.01078092240288802
424,-0.17685237783933097,-0.09217211834017677
425,-0.19690782634896445,-0.10685951294509337
426,-0.19555826818598754,-0.017301551683563864
427,-0.15165097257453294,-0.02866667783945212
428,-0.24257924106896184,-0.06164111127314069
429,-0.005664376117881888,0.011967442364744086
430,-0.23331171156774452,-0.07067372165863292
431,-0.06628322178083447,0.059236797645529096
432,-0.23145820566750103,0.026150667355704513
433,-0.0859241093449021,-0.07379776921916366
434,-0.07030618459893082,0.025532431932658507
435,-0.005664376117881888,-0.07378584043805941
436,-0.15308991752921056,0.02337738073213255
437,-0.037126277810580276,-0.01497698261016576
438,-0.13576115620054385,-0.008950619763878013
439,-0.06628322178083447,-0.023785041373995636
440,0.11557331520802328,-0.026635234663966206
441,-0.1712918601386006,0.03947975744866891
442,-0.204155291753416,-0.0818437000663449
443,-0.0859241093449021,-0.03391950406132838
444,-0.22589768796677065,-0.06224794451459189
445,-0.24813975876969221,-0.09038872004544347
446,-0.2097158094541464,-0.007856949345932111
447,-0.11808703807662185,-0.010339020094100352
448,-0.1362889806860119,-0.08158352594970972
449,-0.07937714682354623,-0.03145900743114139
450,-0.06746695556558505,-0.017226622024281105
451,0.03815353270187201,0.03717878370699892
452,-0.15165097257453294,-0.039993298949143115
453,-0.20432184994993832,-0.043427507685649736
454,-0.16050394113018443,-0.03155273371956526
455,0.04727911457306449,-0.009080215836072535
456,-0.18949380274799063,-0.0260413346390995
457,-0.1194880438428132,0.014890846333594752
458,-0.22589768796677065,-0.043267895820140595
459,-0.204155291753416,-0.04823349674990729
460,-0.022465312961080574,-0.003058167958728161
461,-0.022465312961080574,-0.046125156817122655
462,-0.18241289554006138,-0.029148114206402637
463,-0.12281565339044445,-0.04344065569906361
464,0.0017496474830919668,0.016174141701019145
465,-0.11668603231043052,0.0646204847367661
466,0.03815353270187201,-0.014691920079306503
467,-0.11322702325898715,-0.039223800024032376
468,0.11557331520802328,0.10506533487893628
469,-0.18347099345692056,-0.07738695655504069
470,-0.12690206744378704,-0.002698871470510198
471,0.024645046713594403,-0.016515837421394577
472,-0.0914846270456325,-0.0032706477198850598
473,-0.13999599248649883,-0.044421710976343357
474,-0.14020957036112816,-0.04635198219957806
475,-0.21295218515667128,-0.10319330845656872
476,-0.24813975876969221,-0.00010604608215855349
477,-0.18241289554006138,-0.01702104463421994
478,-0.13348855948950025,-0.07915083120564212
479,-0.22589768796677065,-0.05653023559429095
480,-0.0005563585512036243,-0.0430553193134616
481,-0.23701872336823143,-0.04631710098468656
482,-0.19690782634896445,-0.024152344682646678
483,-0.14020957036112816,-0.08862808275052816
484,-0.16050394113018443,-0.06462363146468654
485,-0.14398894622451555,0.03137189063062853
486,-0.03926624980427926,-0.007808765608253448
487,-0.05516218637937369,-0.032261572049669965
488,-0.23701872336823143,-0.005636635578599674
489,-0.2152763271548768,-0.04124078440639286
490,0.03815353270187201,-0.02182023871191823
491,-0.1749988719390875,-0.05008106693212404
492,-0.1194880438428132,-0.029532800209491793
493,-0.19690782634896445,-0.02843784017822609
494,-0.0982061150180217,-0.011048171222343674
495,-0.17685237783933097,-0.00904708348060267
496,-0.03341979016601905,0.009723615573664175
497,-0.12179404987710879,-0.05318068918192869
498,-0.20432184994993832,-0.005817043513027781
499,-0.11878754095971752,-0.053653179066133865
500,-0.20850377099608694,-0.04902345007020946
501,-0.02785927246528866,-0.0008517356647599904
502,-0.1194880438428132,-0.0018977592739104986
503,-0.23701872336823143,-0.002508115273393801
504,0.03815353270187201,0.038136590474693526
505,-0.08308415862403316,-0.025822149081955157
506,-0.10128610123342317,-0.026608361881460197
507,-0.20971580945414642,-0.04724534054204878
508,-0.204155291753416,-0.05316465908038324
509,-0.11878754095971752,-0.048302550987149084
510,-0.08308415862403316,-0.0273116766434393
511,0.11557331520802328,-0.09692741793071863
512,-0.2152763271548768,-0.06333683539910259
513,-0.005664376117881888,-0.07919276758684213
514,-0.22589768796677065,-0.0742133552931581
515,-0.16650031565298049,-0.1025682206917598
516,-0.11668603231043052,0.06854318523883751
517,-0.20405535683550263,-0.04205236455508657
518,-0.11836723922986012,-0.030098901538437382
519,0.024645046713594403,0.0005440841186133217
520,-0.15819793509588884,0.012659335145495696
521,0.11557331520802328,-0.01417166165075566
522,-0.09757908943293625,0.0040348807720748305
523,-0.11878754095971752,0.013188094051248067
524,-0.03341979016601905,0.021832542584431867
525,-0.040667255570470594,-0.016577282401109
526,-0.10128610123342317,-0.06629029002548795
527,-0.005664376117881888,0.051544541172513746
528,-0.05516218637937369,-0.012139299101038665
529,-0.24813975876969221,-0.0778674221062406
530,-0.18949380274799063,-0.003043781618692988
531,-0.23701872336823143,-0.025514071741506928
532,-0.23145820566750103,-0.01999581078376419
533,-0.07191536972616937,-0.04736544718749689
534,-0.16050394113018443,0.029014239081318782
535,-0.11878754095971752,0.01318809405124806
536,,-0.05875945706580068
537,-0.18241289554006138,-0.013509299986043128
538,-0.0005563585512036243,0.04144109263594823
539,-0.16205190149239618,-0.054371342967952915
540,-0.20432184994993832,-0.034858908376267
541,-0.09757908943293625,-0.052091350593065314
542,-0.15308991752921056,-0.04381040681582067
543,-0.05152708081903629,-0.006712182181421216
544,-0.0756701350230593,-0.06653004140469487
545,-0.16650031565298049,-0.037733712814860786
546,-0.16786932836315768,-0.022769760485192754
547,-0.022465312961080574,0.001022118524717033
548,-0.15165097257453294,-0.03311630676675902
549,-0.11668603231043052,0.10068583889635895
550,-0.23701872336823143,0.02028755498798157
551,-0.11668603231043052,-0.02794420174209167
552,-0.04562462443431703,-0.05383297458707182
553,-0.0914846270456325,0.021207454819622926
554,-0.21740059931725556,-0.05093963537884901
555,-0.14910639868229678,-0.013164719270578107
556,-0.1911098540254032,-0.09506041726071245
557,-0.1522676632693948,-0.0192475310580408
558,-0.14020957036112816,-0.04180546703683413
559,-0.040667255570470594,-0.012283052291969498
560,-0.16037069457296657,-0.00017109118282280473
561,-0.05516218637937369,0.021116047882194473
562,-0.24257924106896184,-0.024545949390837964
563,-0.19555826818598754,-0.049855161194979895
564,-0.0756701350230593,-0.10621196954872264
565,-0.0036211690912105856,-0.01147830085918439
566,-0.1712918601386006,-0.0906066103649652
567,-0.1194880438428132,-0.0038053248010514427
568,-0.14609045487380257,0.014764779839117082
569,-0.0756701350230593,0.06328805777905355
570,-0.24369134460910793,-0.03374707723045275
571,-0.15165097257453294,0.03845873848049676
572,-0.1194880438428132,0.029787393181345618
573,-0.19690782634896445,-0.0313069259914963
574,0.03815353270187201,-0.07988463890205481
575,0.0017496474830919668,-0.09468103609348177
576,-0.23331171156774452,-0.008833199349800331
577,-0.22589768796677065,0.01245649762227386
578,-0.06072270408010408,0.0005586318383786244
579,-0.07636378388675369,-0.06493535976470176
580,-0.15819793509588884,-0.03876455506282081
581,-0.0756701350230593,0.08134794921811143
582,-0.23145820566750103,-0.07911816821767309
583,-0.1362889806860119,-0.03102012767353598
584,0.11557331520802328,-0.03900707531332117
585,-0.10030865270114972,-0.036986089391021305
586,-0.24369134460910793,-0.0442497232205626
587,-0.05516218637937369,-0.013737222763756714
588,-0.10030865270114972,-0.07182049331665633
589,-0.11808703807662185,-0.03921241382856207
590,-0.11668603231043052,0.03196204588909197
591,-0.14910639868229678,-0.054516431423555146
592,-0.17094872981356482,-0.07328154211535483
593,-0.06628322178083447,0.026902545259051665
594,-0.0914846270456325,-0.0013631292288837414
595,-0.06628322178083447,0.00737125447881626
596,-0.11668603231043052,0.025242520293801134
597,-0.16050394113018443,-0.08290322671815276
598,-0.17870588373957444,-0.048192076975671225
599,-0.04562462443431703,-0.02276803811453306
600,0.11557331520802328,0.01068869544766137
601,-0.0859241093449021,-0.0032521191853365585
602,-0.15165097257453294,-0.014918881451367678
603,-0.005664376117881888,0.05154454117251374
604,-0.17870588373957444,0.0096810066001795
605,-0.005664376117881888,0.08420298002018788
606,-0.12156779981008271,-0.04170944403643119
607,-0.14020957036112816,-0.03926388527372294
608,-0.050073038594901344,-0.06155688435291412
609,-0.2152763271548768,-0.0668485800472794
610,-0.13243899791676006,-0.04823734452138056
611,0.11557331520802328,-0.022502007253183447
612,-0.14020957036112816,-0.08603391034360582
613,-0.11808703807662185,-0.07176602333997809
614,-0.11322702325898713,-0.03028546159643267
615,-0.08308415862403316,-0.035467892176704346
616,-0.24813975876969221,-0.002095790911324311
617,-0.07636378388675369,-0.0031336397902269088
618,0.11557331520802328,0.00271333163472433
619,-0.05862119543081708,0.0006614690670545103
620,0.030205564414324794,-0.03051806510937722
621,-0.18241289554006138,-0.010721316099512926
622,-0.06628322178083447,0.01608357409863226
623,-0.1194880438428132,-0.003700495464793341
624,0.04727911457306449,-0.04626351395996336
625,-0.06628322178083447,0.03754260853984021
626,-0.0937577008574374,-0.049343468419204034
627,-0.14954946392524596,-0.05334923121361479
628,-0.06628322178083447,-0.012998740009914692
629,-0.11878754095971752,-0.01723917098875165
630,-0.24072573516871834,-0.10946256789701396
631,-0.02785927246528866,0.0338592368123878
632,-0.0756701350230593,-0.0036681583390240475
633,-0.15819793509588884,-0.035651661858421856
634,-0.1712918601386006,-0.019041328998971267
635,-0.027859272465288656,-0.01284618062799358
636,-0.0756701350230593,0.05843137124320535
637,,-0.057100476879231775
638,-0.12281565339044445,-0.0037587275550358522
639,-0.06072270408010408,-0.054805781854951864
640,0.0008272450693737304,0.004772325989114867
641,-0.2152763271548768,-0.027271481239509746
642,-0.0756701350230593,-0.022995264089255025
643,-0.11668603231043052,0.018585201021227377
