a,arm,batch,block,c,death_rate,deltas,dropped,dzbar,dzbar_ci,dzmax,dzmax_ci,frac_dn,frac_mid,frac_up,freeze_v,half_med,judgment,k,label,lin_rate,lr,med_dn,med_mid,med_up,n_pairs,n_seeds,per,per_a,ref,rule,section,settle_zbar,steps,unfit_cutoff_failed,unfit_ref,unfit_tail,unfit_vf,v_abs_med,w_flip_ratio,w_flip_tail,w_free_ratio,w_free_tail,w_med,well_dn,well_up,zbar_alive,zbar_alive_ci,zbar_all,zmax_med
0.7,LRa0p7_off0_1216,online,1 a×c,0.0,0.669,,[],,,,,0.0,1.0,0.0,False,1.0856444773508702,,,,0.794,0.01,nan,-0.01926122686098097,nan,,10,,,,,arm,"[-0.13099692928706647, -0.11492619033058873, -0.12043841671198606]",5000000,,,0.45915705537500406,,0.0648718870524317,0.2776023166069129,0.34111355035347013,0.2326646815003611,0.1624515965243385,1.2326877164840697,-0.0,-0.0,-0.12043841671198606,"[-0.13429218849167227, -0.10873486559052253]",-0.01926122686098097,0.9651273131370545
0.7,LRa0p7_offm0p5_1216,online,1 a×c,-0.5,0.9410000000000001,,[],,,,,0.0,0.059,0.941,False,2.5383760826149953,,,,0.95,0.01,nan,0.11038617972284555,0.4999473482370377,,10,,,,,arm,"[0.11616780509240926, 0.1342242574132979, 0.11038617972284555]",5000000,,,0.51092883132592,,0.1730244170874357,0.2358480415152655,0.28980652527876427,0.03176351516034436,0.02217798471064876,2.9161928844451905,0.7142857142857143,0.5,0.11038617972284555,"[0.07676124286837877, 0.14683292072149925]",0.4998883432149887,2.654508054256439
0.7,LRa0p7_offp0p5_1216,online,1 a×c,0.5,0.938,,[],,,,,0.939,0.061,0.0,False,2.4763357796194034,,,,0.947,0.01,-0.7141287100315094,-0.7021779263112694,nan,,10,,,,,arm,"[-0.6994194780290127, -0.6791826653666795, -0.7068111582705752]",5000000,,,0.5088039877432649,,0.15556507850531487,0.29031392288857094,0.3567333809169585,0.08476800513576949,0.059186885090110705,2.9025773108005524,-0.7142857142857143,-0.5,-0.7068111582705752,"[-0.723140899837017, -0.6542632616125047]",-0.7141112297773362,1.782248309366405
0.1,LRvf1_1216,online,2 v凍結,0.0,0.0030000000000000027,,[],,,,,0.325,0.503,0.172,True,9.81122430920601,,,,0.297,0.01,-11.432135124206543,-0.9413584196567535,11.263244588375091,,10,,,,,arm,"[-1.4361305943131446, -1.8618958193063735, -2.730024037361145]",5000000,,,0.27742171161352314,,0.08518961817026138,4.491180990305145,5.518695634850663,13.562319806947494,9.469509901565612,11.181376399993896,-0.0,-0.0,-2.730024037361145,"[-3.327959861755371, -2.2847895762212613]",-2.6706159120798114,3.8522669088840487
0.1,LRoffm0p5_vf1_1216,online,2 v凍結,-0.5,0.0040000000000000036,,[],,,,,0.293,0.509,0.198,True,9.88620552569628,,,,0.297,0.01,-11.777010531425477,-0.6969067066907882,12.8192005610466,,10,,,,,arm,"[-1.6368090283870698, -1.5731023293361068, -1.638570160679519]",5000000,,,0.294846261919134,,0.08551936596632004,4.547162222838085,5.587484531196633,13.715320759924582,9.57633853116505,11.125451192855834,5.0,0.5,-1.638570160679519,"[-2.290998023312481, -0.9161781771713868]",-1.5625473694130778,4.9187152692768725
0.1,LRoffp0p5_vf1_1216,online,2 v凍結,0.5,0.0050000000000000044,,[],,,,,0.323,0.5,0.177,True,9.959470441937448,,,,0.297,0.01,-12.221430416107177,-0.2973052781820297,12.514622859954834,,10,,,,,arm,"[-1.8165459322929383, -1.8684061584621667, -1.9640730553865433]",5000000,,,0.2938316877086115,,0.08518961817026138,4.645618104075104,5.708465636874852,13.638738880003244,9.52286737869863,11.387710342407226,-5.0,-0.5,-1.9640730553865433,"[-2.579851398151368, -1.450010254085064]",-1.9236871652305125,4.074017570996657
0.1,LRoffm1_lr0p00125_1216,online,3 ラダーB,-1.0,0.0,,[],,,,,0.736,0.264,0.0,False,3.7222441621497273,,,,0.001,0.00125,-4.468411254882812,-3.0736678445339205,nan,,10,,,,,arm,"[-4.034074070453643, -4.131967550516128, -4.17637071609497]",40000000,,,0.09906631772571944,,1.4191661286354065,1.710593856218025,2.10195199607651,5.058139335722759,3.5317041040861366,4.200023646354675,10.0,1.0,-4.17637071609497,"[-4.283141934752464, -4.054081816673278]",-4.17637071609497,-0.5604549063788726
0.1,LRoffm0p5_lr0p00125_1216,online,3 ラダーB,-0.5,0.0,,[],,,,,0.759,0.241,0.0,False,3.8863783050794156,,,,0.0,0.00125,-4.725884485244751,-3.2780060386657714,nan,,10,,,,,arm,"[-4.3060418951511386, -4.445854933261872, -4.479078617095947]",40000000,,,0.1156006059743457,,1.454425255060196,1.7348929688480161,2.131810380116554,5.260206217677757,3.6727916441743114,4.290230917930603,5.0,0.5,-4.479078617095947,"[-4.6015849828720095, -4.354666604995727]",-4.479078617095947,-0.6617566891747992
0.1,LRoffp0p5_lr0p00125_1216,online,3 ラダーB,0.5,0.0010000000000000009,,[],,,,,0.991,0.009,0.0,False,2.0948820066452023,,,,0.216,0.00125,-5.149736347198487,-1.3276542151346802,nan,,10,,,,,arm,"[-5.1558556079864495, -5.11805695772171, -5.143946399688721]",40000000,,,0.47911482302170383,,0.13495631415396928,1.6680040772543665,2.049618316413329,2.9619232745671056,2.0680799579599114,2.9051795530319215,-5.0,-0.5,-5.143946399688721,"[-5.207708930969238, -5.06147144317627]",-5.143462629318238,-3.039342412948608
0.1,LRoffp1_lr0p00125_1216,online,3 ラダーB,1.0,0.007000000000000006,,[],,,,,1.0,0.0,0.0,False,1.9108978939056405,,,,0.171,0.00125,-9.886189546585083,nan,nan,,10,,,,,arm,"[-9.556766872406007, -9.70500295639038, -9.886370010375977]",40000000,,,0.5741957275539256,,0.15244173839513678,2.8601587441388303,3.5145200361178226,2.8850706275278926,2.014419749938084,4.072366857528687,-10.0,-1.0,-9.886370010375977,"[-10.025270943164827, -9.663358422756195]",-9.886189546585083,-7.931037931442261
0.1,FBLRoff0_1216,full32,4 full-batch,0.0,0.0010000000000000009,,[],,,,,0.726,0.274,0.0,False,3.3983146908134225,,,,0.0,0.01,-3.923371458053589,-3.04212810754776,nan,,10,,,,,arm,"[-3.2243245697021483, -3.50303183555603, -3.6799113035202025]",5000000,,,0.03157093337113729,,1.6583368015289306,1.3119037245612915,1.6120475602540383,4.680703320066279,3.268169978778488,3.6430410528182984,-0.0,-0.0,-3.6799113035202025,"[-3.83403018116951, -3.5583140828013424]",-3.679429521560669,-0.5218628299482316
0.1,FBLRoffp0p5_1216,full32,4 full-batch,0.5,0.0030000000000000027,,[],,,,,0.97,0.03,0.0,False,2.8697262060642243,,,,0.016,0.01,-4.4398182988166806,-2.3208283530920744,nan,,10,,,,,arm,"[-4.077366986274719, -4.2274616956710815, -4.424672026634216]",5000000,,,0.46179438511433346,,1.3251019668579103,1.424028801640228,1.7498251681412635,3.967375441808399,2.770108769311542,3.3267572355270385,-5.0,-0.5,-4.424672026634216,"[-4.578783874511719, -4.241954073905944]",-4.415767853260041,-1.6593882071971893
0.1,FBLRoffm0p5_1216,full32,4 full-batch,-0.5,0.0,,[],,,,,0.388,0.612,0.0,False,2.9727699966314707,,,,0.004,0.01,-3.243810075521469,-2.128538615703583,nan,,10,,,,,arm,"[-2.4155646884441375, -2.5409561347961427, -2.5672552037239074]",5000000,,,0.0003045736233785113,,1.0655512380599976,1.1855966122423118,1.4568432808206269,4.021990474714919,2.8082421861785956,3.1897314643859866,5.0,0.5,-2.5672552037239074,"[-2.6196400524973873, -2.497317347675562]",-2.5672552037239074,0.24946539046541147
0.1,LRoffm0p25_1216,online,5 小さいc,-0.25,0.0,,[],,,,,0.226,0.774,0.0,False,3.195195033203345,,,,0.019,0.01,-3.217828429341316,-2.730073687359691,nan,,10,,,,,arm,"[-2.8057102899253366, -2.7959999185800553, -2.8518962794542313]",5000000,,,0.012480850142459478,,0.5695699076354503,1.26393838791443,1.5531084761804768,4.248843506645906,2.966635961185303,3.400312552452087,2.5,0.25,-2.8518962794542313,"[-2.911544156074524, -2.789355979561806]",-2.8518962794542313,0.29884318955475464
0.1,LRoffp0p25_1216,online,5 小さいc,0.25,0.050000000000000044,,[],,,,,0.666,0.334,0.0,False,4.117668123317417,,,,0.286,0.01,-2.5597589552402495,-4.346406861841679,nan,,10,,,,,arm,"[-3.503852949142456, -3.6272966408729554, -3.777054834216833]",5000000,,,0.07326545621856408,,0.2912239333242178,1.2421340793715427,1.526315669870439,5.283773629207499,3.6892469291116887,4.331271052360535,-2.5,-0.25,-3.777054834216833,"[-3.9344807226657865, -3.636021455824375]",-3.626698667705059,-0.3800186111641233
1.0,Eoff0_1216,online,6 ELU,0.0,0.17400000000000004,,[],,,,,0.349,0.651,0.0,False,6.774189120102674,,,,0.341,0.01,-8.529876832962037,-4.80321375131607,nan,,10,,,,,arm,"[-6.945435400009155, -7.026241326332093, -6.890834763050079]",5000000,,,0.03439313539865741,,0.14121762618888167,2.185527808853995,2.68554369209418,8.282912309960974,5.783311501974435,7.015238151550293,-0.0,-0.0,-6.890834763050079,"[-7.129819249033928, -6.720489406585694]",-6.347754499912262,0.2791874266602099
0.1,AO:LRoffm0p5_1216,online,参照(act_offset),-0.5,0.10199999999999998,,[],,,,,0.061,0.837,0.102,False,2.7318449517339465,,,,0.13,0.01,-2.638590463399887,-2.0444294798374174,0.4999183881282806,,10,,,,,arm,"[-2.052055787742138, -2.0888762588798997, -2.0933349258452654]",5000000,,,0.007673282712939376,,0.4470549303028383,1.1131873958823708,1.367867925093221,3.539782241860233,2.4715537950602293,2.931942179203033,5.0,0.5,-2.0933349258452654,"[-2.192013275027275, -1.9959915782548487]",-2.006602796912193,0.6155387759953737
0.1,AO:LRoffp0p5_1216,online,参照(act_offset),0.5,0.015000000000000013,,[],,,,,0.983,0.017,0.0,False,1.0527074050903322,,,,0.467,0.01,-5.015892419815064,-4.570650959648192,nan,,10,,,,,arm,"[-4.951843938827515, -4.958226351737976, -5.014625043869018]",5000000,,,0.504482161758678,,0.058370404946617785,1.4704846446764253,1.8069094091751012,1.5773995022241294,1.1013750167861596,2.1379534292221067,-5.0,-0.5,-5.014625043869018,"[-5.04434720993042, -4.974895012974739]",-5.015356478691102,-3.9418487548828125
0.1,AO:LRoff0_lr0p00125_1216,online,参照(act_offset),0.0,0.0,,[],,,,,0.868,0.132,0.0,False,3.9556482696859163,,,,0.002,0.00125,-4.995685758590699,-3.44327766418457,nan,,10,,,,,arm,"[-4.637671315670014, -4.775257625579834, -4.888398895263672]",40000000,,,0.24526463295763906,,1.2678113633394241,1.8413543541581707,2.2626285287637735,5.337986886992249,3.727099817754371,4.415212349891663,-0.0,-0.0,-4.888398895263672,"[-5.002846015393734, -4.758666367948056]",-4.888398895263672,-0.9390411658585072
0.1,AO:LRoffm2_lr0p00125_1216,online,参照(act_offset),-2.0,0.18200000000000005,,[],,,,,0.279,0.214,0.507,False,3.16377077891957,,,,0.337,0.00125,-4.3726281070709225,-2.860965966880322,1.9751735281944276,,10,,,,,arm,"[-2.172261668741703, -2.336422519683838, -2.389669801350683]",40000000,,,0.15041817391955642,,0.9606549739837646,0.6741735044933049,0.8284142599486709,1.4507592572032288,1.0129520131088834,3.598618621826172,20.0,2.0,-2.389669801350683,"[-2.8245714931190014, -1.5767302076518535]",1.8841096127033232,1.902100615540985
0.1,AO:LRoffp2_lr0p00125_1216,online,参照(act_offset),2.0,0.0,,[],,,,,1.0,0.0,0.0,False,3.143525686264039,,,,0.174,0.00125,-19.645687446594238,nan,nan,,10,,,,,arm,"[-19.30149425506592, -19.483851051330568, -19.645687446594238]",40000000,,,0.5887674622072439,,0.15118684052897152,5.348862150551039,6.5726013414699525,4.341966178617916,3.0316562583653974,7.248441772460938,-20.0,-2.0,-19.645687446594238,"[-19.839883460998536, -19.517807388305663]",-19.645687446594238,-16.533050308227537
1.0,AO:Eoffm1_1216,online,参照(act_offset),-1.0,0.8160000000000001,,[],,,,,0.038,0.118,0.844,False,7.229002492800355,,,,0.854,0.01,-11.322737345695495,-4.984250742141157,0.9994668263196945,,10,,,,,arm,"[-4.756523122899234, -5.495286133885384, -5.434768332522363]",5000000,,,0.2305441975753771,,0.19644013231620194,0.4021069357259302,0.4941029532597603,0.4245474360242818,0.2964283549084866,8.159611797332765,1.0,1.0,-5.434768332522363,"[-6.504010667651892, -4.198993527889252]",0.9977373695373535,1.6244511505961419
1.0,AO:Eoffp1_1216,online,参照(act_offset),1.0,0.0020000000000000018,,[],,,,,0.919,0.081,0.0,False,6.610198488384485,,,,0.015,0.01,-10.092796173095703,-6.506128979921341,nan,,10,,,,,arm,"[-8.558169679641724, -9.350258159637452, -9.79936240196228]",5000000,,,0.09031081026283422,,1.0252470254898072,3.070058508668594,3.77244170900678,9.003518358531117,6.286454489987993,7.5053023958206175,-1.0,-1.0,-9.79936240196228,"[-10.344314289093017, -9.219820899963379]",-9.795781106948851,-3.2701455181464554
,LRbp2_1216,,7 b+2,,,,,,,,,,,,,,,,NOT_RUN,,,,,,,,,,,,arm,,,,,,,,,,,,,,,,,,
,Ebp2_1216,,7 b+2,,,,,,,,,,,,,,,,NOT_RUN,,,,,,,,,,,,arm,,,,,,,,,,,,,,,,,,
,,,1 a×c,,,,,,,,,,,,,,§2 ブロック 1,4,NOT_DETERMINED,,,,,,,,,"[{""a"": 0.2, ""arm"": ""LRa0p2_offp0p5_1216"", ""target"": -2.5, ""dn_frac"": 0.753, ""dn_med"": -2.483452067375183, ""dn_ci"": [-2.507159063816071, -2.462376714169979], ""diff"": 0.01654793262481702, ""diff_ci"": [-0.007159063816070788, 0.03762328583002095], ""within"": true, ""unsettled"": true, ""dropped"": 0, ""up_frac"": 0.0, ""mid_frac"": 0.247}, {""a"": 0.3, ""arm"": ""LRa0p3_offp0p5_1216"", ""target"": -1.6666666666666667, ""dn_frac"": 0.678, ""dn_med"": -1.6622018754482268, ""dn_ci"": [-1.6663669587373735, -1.6578658270835875], ""diff"": 0.004464791218439901, ""diff_ci"": [0.00029970792929323586, 0.0088008395830792], ""within"": true, ""unsettled"": false, ""dropped"": 0, ""up_frac"": 0.0, ""mid_frac"": 0.322}, {""a"": 0.5, ""arm"": ""LRa0p5_offp0p5_1216"", ""target"": -1.0, ""dn_frac"": 0.8, ""dn_med"": -1.0001905691623687, ""dn_ci"": [-1.0007916372418402, -0.9995279669761659], ""diff"": -0.00019056916236870336, ""diff_ci"": [-0.0007916372418401707, 0.0004720330238341397], ""within"": true, ""unsettled"": true, ""dropped"": 0, ""up_frac"": 0.0, ""mid_frac"": 0.2}, {""a"": 0.7, ""arm"": ""LRa0p7_offp0p5_1216"", ""target"": -0.7142857142857143, ""dn_frac"": 0.939, ""dn_med"": -0.7141287100315094, ""dn_ci"": [-0.7144761720746755, -0.7137322819232941], ""diff"": 0.000157004254204951, ""diff_ci"": [-0.0001904577889612069, 0.0005534323624202253], ""within"": true, ""unsettled"": false, ""dropped"": 0, ""up_frac"": 0.0, ""mid_frac"": 0.061}]",,,verdict,,,,,,,,,,,,,,,,,,
,,,2 v凍結,,,"{""LRoffm0p5_vf1_1216"": {""dzbar"": {""point"": 0.2783932256698609, ""ci"": [-0.17290273141115908, 0.893964082105201], ""n_pairs"": 995, ""n_seeds"": 10}, ""dzmax"": {""point"": 0.31588776227843485, ""ci"": [-0.06197672221809647, 0.8414569059018975], ""n_pairs"": 995, ""n_seeds"": 10}}, ""LRoffp0p5_vf1_1216"": {""dzbar"": {""point"": 0.1095993375778197, ""ci"": [-0.21478497266769425, 0.384473963528871], ""n_pairs"": 994, ""n_seeds"": 10}, ""dzmax"": {""point"": 0.15314976923167695, ""ci"": [-0.12784620072692654, 0.4495477134361865], ""n_pairs"": 994, ""n_seeds"": 10}}}",,,,,,,,,,,§2 ブロック 2,,INCONCLUSIVE,,,,,,,,,,,,verdict,,,False,0.01952127101590034,,0.27742171161352314,,,,,,,,,,,,
0.2,LRa0p2_offm0p5_1216,,1 a×c,-0.5,,,,0.8503681553900242,"[0.7971821931004524, 0.888315127333626]",0.5576188133482355,"[0.4866533923388633, 0.6221194050135092]",,,,,,,,,,,,,,727,,,,LRa0p2_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.2,LRa0p2_offp0p5_1216,,1 a×c,0.5,,,,-0.9687626177072526,"[-1.1097185111045837, -0.844438854120672]",-2.0715786683093755,"[-2.227367299441248, -0.5717195978475502]",,,,,,,,,,,,,,563,,,,LRa0p2_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.3,LRa0p3_offm0p5_1216,,1 a×c,-0.5,,,,0.39049321485683325,"[0.34238306213612674, 0.4321047848463059]",0.7348850307427346,"[0.7036162945894683, 0.7737745989253744]",,,,,,,,,,,,,,518,,,,LRa0p3_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.3,LRa0p3_offp0p5_1216,,1 a×c,0.5,,,,-1.4155709792859854,"[-1.4422449018773622, -1.3634371171705424]",0.44337991570908347,"[0.3996550290903541, 0.514021312876628]",,,,,,,,,,,,,,324,,,,LRa0p3_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.5,LRa0p5_offm0p5_1216,,1 a×c,-0.5,,,,0.10510470382869247,"[0.06716027973554445, 0.1602580575086177]",1.5189963702527896,"[1.3884997954964637, 1.674122097492218]",,,,,,,,,,,,,,138,,,,LRa0p5_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.5,LRa0p5_offp0p5_1216,,1 a×c,0.5,,,,-0.85576653778553,"[-0.8826392857561587, -0.8038488280819729]",0.8333644968271254,"[0.6828415423072873, 0.8953630568453809]",,,,,,,,,,,,,,179,,,,LRa0p5_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.7,LRa0p7_offm0p5_1216,,1 a×c,-0.5,,,,0.21176560598774813,"[0.056649504516390156, 0.41252167357306463]",1.9378008285164832,"[1.0919579339027403, 2.1647899533063173]",,,,,,,,,,,,,,21,,,,LRa0p7_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.7,LRa0p7_offp0p5_1216,,1 a×c,0.5,,,,-0.5820247329771518,"[-0.6257313844119199, -0.4579017770476639]",0.5121734464541077,"[0.25211777471005903, 1.283819667994976]",,,,,,,,,,,,,,18,,,,LRa0p7_off0_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffm0p25_1216,,5 小さいc / 参照,-0.25,,,,0.751223091930151,"[0.6718425470888616, 0.8078795307874675]",0.1744683036452625,"[0.1518315824714955, 0.19596601161989385]",,,,,,,,,,,,,,1000,,,,LRoff0_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffp0p25_1216,,5 小さいc / 参照,0.25,,,,-0.10233943879604324,"[-0.20722407355904604, 0.021057637929915884]",-0.7495637735005585,"[-0.9319079919205979, -0.6080063662678004]",,,,,,,,,,,,,,950,,,,LRoff0_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,AO:LRoffm0p5_1216,,5 小さいc / 参照,-0.5,,,,1.5023602061718704,"[1.4349650649242103, 1.5683291424810888]",0.46911148119776047,"[0.4427068510907702, 0.4845405330369249]",,,,,,,,,,,,,,898,,,,LRoff0_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,AO:LRoffp0p5_1216,,5 小さいc / 参照,0.5,,,,-1.429712913036346,"[-1.4661810088157652, -1.3807534325122832]",-3.985166839882732,"[-4.040937654706649, -3.9350582953728734]",,,,,,,,,,,,,,985,,,,LRoff0_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffm1_lr0p00125_1216,,3 ラダーB,-1.0,,,,0.7132070374488824,"[0.6223561446964743, 0.7953196525573727]",0.4481433318927885,"[0.3640552811138333, 0.5317274661315605]",,,,,,,,,,,,,,1000,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffm0p5_lr0p00125_1216,,3 ラダーB,-0.5,,,,0.46757921218872056,"[0.376744033098221, 0.590937552452087]",0.3217628665198572,"[0.22236540394823526, 0.41181150171905767]",,,,,,,,,,,,,,1000,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffp0p5_lr0p00125_1216,,3 ラダーB,0.5,,,,-0.282460145950318,"[-0.4157434967756274, -0.10407184123992863]",-2.097464490039274,"[-2.2258806431293485, -1.9729157851831989]",,,,,,,,,,,,,,999,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,LRoffp1_lr0p00125_1216,,3 ラダーB,1.0,,,,-4.952102313041688,"[-5.1710440969467175, -4.7222405263781555]",-7.010373421069235,"[-7.1201671172392675, -6.807973713874817]",,,,,,,,,,,,,,993,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,AO:LRoffm2_lr0p00125_1216,,3 ラダーB,-2.0,,,,2.7880733388662335,"[2.1574131646752357, 3.481493090391159]",2.251075129518285,"[1.9523642247775568, 2.5666161137364107]",,,,,,,,,,,,,,818,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,AO:LRoffp2_lr0p00125_1216,,3 ラダーB,2.0,,,,-14.749880738258362,"[-14.95482073107362, -14.521989345669747]",-15.615842505916952,"[-15.754752979846671, -15.471162167787552]",,,,,,,,,,,,,,1000,,,,AO:LRoff0_lr0p00125_1216,,delta,,,,,,,,,,,,,,,,,,
0.1,FBLRoffm0p5_1216,,4 full-batch,-0.5,,,,1.0957845568656919,"[0.9497456145286556, 1.2450747326258573]",0.7575530003040973,"[0.6916452755446939, 0.8303623813900048]",,,,,,,,,,,,,,999,,,,FBLRoff0_1216,,delta,,,,,,,,,,,,,,,,,,
