population,k,band,band_left,band_right,band_center,n_pair,n_seed,seed_ids,guard_main,H,F0,D,F_path,T1,T2
A,5,5,0.5,0.6000000000000001,0.55,5728,10,"10,11,12,13,14,15,16,17,18,19",True,7.341092129156419e-06,-0.0003151051471562704,-0.0003077640550271138,-0.00015779135923188687,0.0001573137879243836,-0.00014997269579522705
A,5,6,0.6000000000000001,0.7000000000000001,0.65,2997,10,"10,11,12,13,14,15,16,17,18,19",True,0.0002414074421138455,-0.00043134165803859195,-0.00018993421592474667,-0.00043409683226331515,-2.7551742247231243e-06,0.00024416261633856837
A,5,7,0.7000000000000001,0.8,0.75,1714,10,"10,11,12,13,14,15,16,17,18,19",True,0.0012089983795632506,-0.0017602742233296601,-0.0005512758437664095,-0.0014691928099089156,0.0002910814134207447,0.0009179169661425056
A,5,8,0.8,0.9,0.8500000000000001,705,8,"10,11,12,14,15,16,18,19",True,0.001222313691122661,-0.006022608163053951,-0.00480029447193129,-0.003404953939812402,0.002617654223241549,-0.001395340532118888
A,10,1,0.1,0.2,0.15000000000000002,79031,10,"10,11,12,13,14,15,16,17,18,19",True,-4.4169219552482e-06,3.473214774649955e-06,-9.437071805982728e-07,-1.5496645186273577e-05,-1.896985996092355e-05,1.4552938005675285e-05
A,10,2,0.2,0.30000000000000004,0.25,41945,10,"10,11,12,13,14,15,16,17,18,19",True,2.6300148437856654e-06,-6.564414176296481e-05,-6.301412691917916e-05,2.1796579638449913e-06,6.782379972680974e-05,-6.519378488302414e-05
A,10,3,0.30000000000000004,0.4,0.35000000000000003,16623,10,"10,11,12,13,14,15,16,17,18,19",True,9.118970867551284e-05,-0.00015395953771357853,-6.276982903806568e-05,-0.00011422227819002991,3.97372595235486e-05,5.145244915196437e-05
A,10,4,0.4,0.5,0.45,8505,10,"10,11,12,13,14,15,16,17,18,19",True,0.00027546362161079446,-0.00041084998705405554,-0.00013538636544326106,-0.00024321495485409247,0.00016763503219996323,0.00010782858941083112
A,10,5,0.5,0.6000000000000001,0.55,5728,10,"10,11,12,13,14,15,16,17,18,19",True,0.0001438599249837656,-0.0003151051471562704,-0.00017124522217250486,1.5002017918766932e-05,0.00033010716507503746,-0.0001862472400912717
A,10,6,0.6000000000000001,0.7000000000000001,0.65,2997,10,"10,11,12,13,14,15,16,17,18,19",True,0.00016837910030870093,-0.00043134165803859195,-0.0002629625577298912,-0.00038789459171012584,4.344706632846599e-05,0.0001249320339802343
A,10,7,0.7000000000000001,0.8,0.75,1714,10,"10,11,12,13,14,15,16,17,18,19",True,0.0012747165141967318,-0.0017602742233296601,-0.00048555770913292877,-0.0013442882392075961,0.0004159859841220637,0.0008587305300746676
A,10,8,0.8,0.9,0.8500000000000001,705,8,"10,11,12,14,15,16,18,19",True,0.0027546310267508247,-0.006022608163053951,-0.003267977136303127,-0.0014128356008226129,0.004609772562231338,-0.0018551415354805135
A,20,1,0.1,0.2,0.15000000000000002,79031,10,"10,11,12,13,14,15,16,17,18,19",True,-1.9140284834734955e-06,3.473214774649955e-06,1.5591862911764348e-06,-1.8287678674252806e-05,-2.176089344890278e-05,1.984686496542925e-05
A,20,2,0.2,0.30000000000000004,0.25,41945,10,"10,11,12,13,14,15,16,17,18,19",True,3.1186848756138176e-05,-6.564414176296481e-05,-3.445729300682669e-05,2.630065974759037e-05,9.194480151055516e-05,-6.075795275441714e-05
A,20,3,0.30000000000000004,0.4,0.35000000000000003,16623,10,"10,11,12,13,14,15,16,17,18,19",True,9.362442536697287e-05,-0.00015395953771357853,-6.03351123466057e-05,-0.00010484596322522438,4.911357448835419e-05,4.451085087861867e-05
A,20,4,0.4,0.5,0.45,8505,10,"10,11,12,13,14,15,16,17,18,19",True,0.0003231811970809301,-0.00041084998705405554,-8.766878997312542e-05,-0.0001762500899608237,0.00023459989709323173,8.858129998769839e-05
A,20,5,0.5,0.6000000000000001,0.55,5728,10,"10,11,12,13,14,15,16,17,18,19",True,0.0002469584673900348,-0.0003151051471562704,-6.814667976623586e-05,3.092465461952727e-05,0.00034602980177579786,-9.907133438576302e-05
A,20,6,0.6000000000000001,0.7000000000000001,0.65,2997,10,"10,11,12,13,14,15,16,17,18,19",True,0.00023431242078318122,-0.00043134165803859195,-0.00019702923725541075,-0.00025061696349227435,0.0001807246945463179,5.35877262368635e-05
A,20,7,0.7000000000000001,0.8,0.75,1714,10,"10,11,12,13,14,15,16,17,18,19",True,0.0012738766802264465,-0.0017602742233296601,-0.0004863975431032134,-0.0006667698765681619,0.0010935043467614986,0.00018037233346494813
A,20,8,0.8,0.9,0.8500000000000001,705,8,"10,11,12,14,15,16,18,19",True,0.004723040164756957,-0.006022608163053951,-0.0012995679982969943,-0.00020467363547212408,0.005817934527581827,-0.0010948943628248703
A,40,1,0.1,0.2,0.15000000000000002,79031,10,"10,11,12,13,14,15,16,17,18,19",True,-4.743967804277458e-06,3.473214774649955e-06,-1.2707530296275124e-06,-1.9300063932833733e-05,-2.2773278707483714e-05,1.802931090320621e-05
A,40,2,0.2,0.30000000000000004,0.25,41945,10,"10,11,12,13,14,15,16,17,18,19",True,5.883119345553686e-05,-6.564414176296481e-05,-6.812948307427895e-06,2.3164752555517306e-05,8.880889431848212e-05,-2.9977700862945186e-05
A,40,3,0.30000000000000004,0.4,0.35000000000000003,16623,10,"10,11,12,13,14,15,16,17,18,19",True,9.900365369345725e-05,-0.00015395953771357853,-5.495588402012128e-05,-7.480213912515253e-05,7.915739858842599e-05,1.9846255105031232e-05
A,40,4,0.4,0.5,0.45,8505,10,"10,11,12,13,14,15,16,17,18,19",True,0.0003723796204833412,-0.00041084998705405554,-3.847036657071412e-05,-0.00012188725781023131,0.00028896272924382426,8.341689123951696e-05
A,40,5,0.5,0.6000000000000001,0.55,5728,10,"10,11,12,13,14,15,16,17,18,19",True,0.0002673291687178026,-0.0003151051471562704,-4.7775978438468094e-05,0.00014728910146043946,0.0004623942486167099,-0.00019506507989890758
A,40,6,0.6000000000000001,0.7000000000000001,0.65,2997,10,"10,11,12,13,14,15,16,17,18,19",True,0.0003186463537918006,-0.00043134165803859195,-0.00011269530424679124,-3.872516415147088e-05,0.000392616493887121,-7.397014009532031e-05
A,40,7,0.7000000000000001,0.8,0.75,1714,10,"10,11,12,13,14,15,16,17,18,19",True,0.0013997023410986912,-0.0017602742233296601,-0.00036057188223096934,-0.00012152474944220897,0.0016387494738874515,-0.00023904713278876045
A,40,8,0.8,0.9,0.8500000000000001,705,8,"10,11,12,14,15,16,18,19",True,0.005297219094394274,-0.006022608163053951,-0.0007253890686596767,0.00022498664897507284,0.006247594812029024,-0.0009503757176347492
