a,start,seed,geometry,phase_start,phase_end,nupdates,erosion,recovery,injection,inward,net,self_linear,rest_linear
0.55,1000000,2,centered,20,100,80,0.18073376979376388,0.14732472845281736,0.007923869113409433,0.03340904134094652,-0.0254851722275371,0.0,0.0
0.55,1000000,2,centered,100,1000,900,0.886568914295839,0.8066939611492531,0.0224834063015961,0.07987495314658588,-0.057391546844989816,0.0,0.0
0.55,1000000,2,centered,1000,10000,9000,8.928659956300466,8.789288635007082,0.2308005980985001,0.1393713212933836,0.09142927680511725,0.0,0.0
0.55,1000000,3,centered,0,20,20,0.03991097494413494,0.033768325109815325,0.002028602081465972,0.006142649834319613,-0.004114047752853643,0.0,0.0
0.55,1000000,3,centered,20,100,80,0.1453892409411333,0.12419077865453283,0.006079640096978669,0.02119846228660048,-0.015118822189621822,0.0,0.0
0.55,1000000,3,centered,100,1000,900,0.7329172424809145,0.6764890784288331,0.01683390660432977,0.0564281640520814,-0.03959425744775158,0.0,0.0
0.55,1000000,3,centered,1000,10000,9000,5.262326570260875,5.222140512017068,0.09652648600070166,0.0401860582438065,0.056340427756895295,0.0,0.0
0.55,1000000,4,centered,0,20,20,0.06648177436174316,0.05338490114252005,0.004251183375153395,0.013096873219223107,-0.008845689844069714,0.0,0.0
0.55,1000000,4,centered,20,100,80,0.16122140450231331,0.13385389421745583,0.006939931487659544,0.027367510284857482,-0.02042757879719795,0.0,0.0
0.55,1000000,4,centered,100,1000,900,0.8440160510142587,0.7707872415114145,0.021106852707565675,0.07322880950284416,-0.052121956795278535,0.0,0.0
0.55,1000000,4,centered,1000,10000,9000,7.116035867776041,7.01506441543675,0.17086652631214755,0.10097145233929172,0.0698950739728561,0.0,0.0
0.55,1000000,5,centered,0,20,20,0.05547077709399094,0.04587719574353013,0.00289190109152924,0.00959358135046081,-0.006701680258931572,0.0,0.0
0.55,1000000,5,centered,20,100,80,0.16320213684670637,0.13705713982015846,0.0064397720424066215,0.026144997026547906,-0.01970522498414129,0.0,0.0
0.55,1000000,5,centered,100,1000,900,0.7693058648260166,0.7066685340334604,0.016767231202388648,0.06263733079255618,-0.045870099590167523,0.0,0.0
0.55,1000000,5,centered,1000,10000,9000,6.048048119647887,5.977453865550791,0.1102954427682941,0.07059425409709608,0.03970118867119776,0.0,0.0
0.55,1000000,6,centered,0,20,20,0.05643443630928634,0.048091845743841476,0.002860037303281903,0.008342590565444861,-0.005482553262162959,0.0,0.0
0.55,1000000,6,centered,20,100,80,0.1766864709222561,0.14854130650080416,0.007296019196159911,0.02814516442145193,-0.02084914522529202,0.0,0.0
0.55,1000000,6,centered,100,1000,900,0.8474380419628081,0.7829803847543301,0.019049619260765448,0.06445765720847807,-0.04540803794771264,0.0,0.0
0.55,1000000,6,centered,1000,10000,9000,6.874278694738216,6.798297302123295,0.13992167798150232,0.07598139261492065,0.06394028536658158,0.0,0.0
0.55,1000000,7,centered,0,20,20,0.07332393644742491,0.058955641393355226,0.004701216212442112,0.014368295054069682,-0.009667078841627569,0.0,0.0
0.55,1000000,7,centered,20,100,80,0.19710938115366078,0.16126486086732678,0.00912619641224231,0.035844520286334,-0.026718323874091704,0.0,0.0
0.55,1000000,7,centered,100,1000,900,0.9552079744495312,0.8710246445250599,0.0255813114243117,0.0841833299244713,-0.05860201850015956,0.0,0.0
0.55,1000000,7,centered,1000,10000,9000,9.098784432303567,8.951152474015815,0.23344404310469807,0.14763195828775189,0.08581208481694702,0.0,0.0
0.55,1000000,8,centered,0,20,20,0.072004859268063,0.05765935752748267,0.004061048687061509,0.014345501740580337,-0.010284453053518827,0.0,0.0
0.55,1000000,8,centered,20,100,80,0.17703081733557663,0.15070924719612902,0.006344032704237402,0.02632157013944761,-0.01997753743521022,0.0,0.0
0.55,1000000,8,centered,100,1000,900,0.9315688103693642,0.8609036178306575,0.019434205487865883,0.07066519253870673,-0.05123098705084084,0.0,0.0
0.55,1000000,8,centered,1000,10000,9000,8.679355948421986,8.605495220183212,0.16665418779787097,0.07386072823877399,0.0927934595590969,0.0,0.0
0.55,1000000,9,centered,0,20,20,0.08125260935412483,0.06550913347033886,0.004250214686617127,0.015743475883785968,-0.011493261197168841,0.0,0.0
0.55,1000000,9,centered,20,100,80,0.18640601524042,0.15455854993856527,0.006539105605949375,0.03184746530185473,-0.025308359695905364,0.0,0.0
0.55,1000000,9,centered,100,1000,900,1.1964721681390518,1.0876479092435587,0.031834999904846104,0.10882425889549308,-0.0769892589906469,0.0,0.0
0.55,1000000,9,centered,1000,10000,9000,13.435436738368674,13.167002499435892,0.38481149478268145,0.26843423893278207,0.11637725584989944,0.0,0.0
0.55,1000000,0,variance,0,20,20,0.023620863676986587,0.019535135166424432,0.0006083902504670701,0.004085728510562155,-0.0034773382600950843,-0.009729200912516724,0.005643475225837305
0.55,1000000,0,variance,20,100,80,0.050432900930305044,0.04479841311643916,0.0008247870969489472,0.005634487813865885,-0.004809700716916936,-0.023941554716701778,0.018307058926684605
0.55,1000000,0,variance,100,1000,900,0.2757199049945779,0.2604741717457094,0.0025180089754128976,0.015245733248868465,-0.012727724273455587,-0.16031402515217744,0.14506827511007314
0.55,1000000,0,variance,1000,10000,9000,2.6257042747103907,2.6188327612405646,0.02164505175938006,0.006871513469826063,0.014773538289554189,-3.4382185084508534,3.431347046741382
0.55,1000000,1,variance,0,20,20,0.01817425573772996,0.01681596501100037,0.0004964586267141089,0.0013582907267295913,-0.0008618321000154819,-0.008269158657243375,0.0069108663828297045
0.55,1000000,1,variance,20,100,80,0.052991960940868554,0.04700073586310191,0.0010410811235685117,0.005991225077766643,-0.004950143954198134,-0.02313350102028108,0.017142273096178922
0.55,1000000,1,variance,100,1000,900,0.2699757876372616,0.25575798683139456,0.0027502420551881444,0.014217800805867042,-0.011467558750678897,-0.13557309393768083,0.12135527340202024
0.55,1000000,1,variance,1000,10000,9000,2.3291453884883886,2.3246648673622445,0.021287252268848974,0.004480521126144055,0.016806731142704923,-2.561873660694009,2.5573930416462365
0.55,1000000,2,variance,0,20,20,0.024598461322200192,0.02218110885978382,0.0007114236844741246,0.0024173524624163736,-0.0017059287779422477,-0.009202412363626258,0.006785058113642627
0.55,1000000,2,variance,20,100,80,0.062348710212003375,0.05526136670504879,0.001318814198071398,0.007087343506954585,-0.005768529308883184,-0.02760445180339976,0.020517106971225364
0.55,1000000,2,variance,100,1000,900,0.310331732653861,0.292280583833197,0.0036717762823955695,0.018051148820663998,-0.014379372538268431,-0.1781125016036927,0.16006132090737596
0.55,1000000,2,variance,1000,10000,9000,3.1024455154697987,3.0870117151199272,0.03681580174227458,0.015433800349871518,0.021382001392403094,-3.1440127957777544,3.1285790003337217
0.55,1000000,3,variance,0,20,20,0.011179694366939648,0.009895737314091832,0.00024320100546416668,0.0012839570528478152,-0.0010407560473836477,-0.006614811062114559,0.005330855365851188
0.55,1000000,3,variance,20,100,80,0.04139602142558701,0.03689243667223524,0.0007534536778126954,0.004503584753351768,-0.003750131075539072,-0.023020446054130946,0.018516861308287717
0.55,1000000,3,variance,100,1000,900,0.21235524043642728,0.2005790441257838,0.0021087258876965375,0.011776196310643472,-0.009667470422946939,-0.13809179060128868,0.12631555100494984
0.55,1000000,3,variance,1000,10000,9000,1.5645800814349298,1.5670168336626888,0.0121770949009385,-0.002436752227759076,0.014613847128697621,-2.405719327554766,2.4081560372261035
0.55,1000000,4,variance,0,20,20,0.01970653047465053,0.016518830773398892,0.0006772966925395219,0.003187699701251639,-0.0025104030087121157,-0.011913167071143604,0.008725465894885823
0.55,1000000,4,variance,20,100,80,0.046675492203814485,0.04091743738459307,0.0010726419334481487,0.005758054819221418,-0.004685412885773267,-0.03228772930975786,0.0265296858980822
0.55,1000000,4,variance,100,1000,900,0.24893187080839851,0.2328458973634237,0.003182392958338786,0.01608597344497481,-0.012903580486636035,-0.21943375599131532,0.20334779507849018
0.55,1000000,4,variance,1000,10000,9000,2.1229093618700166,2.115321474097808,0.02517283973877238,0.007587887772208646,0.017584951966563622,-4.02469584230205,4.01710798881177
0.55,1000000,5,variance,0,20,20,0.01714933151180304,0.01511940313007222,0.00043547433202934416,0.002029928381730821,-0.001594454049701476,-0.00999401235616792,0.00796408162907507
0.55,1000000,5,variance,20,100,80,0.04843775105302258,0.043678215284181296,0.0009177322964400736,0.0047595357688412845,-0.003841803472401213,-0.027509562438790873,0.022750031656431816
0.55,1000000,5,variance,100,1000,900,0.24044017034064052,0.22712443985224667,0.0024511780032357164,0.013315730488393851,-0.010864552485158135,-0.17148048767053853,0.15816477706037824
0.55,1000000,5,variance,1000,10000,9000,1.9596488002221686,1.9523065593554498,0.01657383535626384,0.007342240866718752,0.009231594489545136,-2.997252838024134,2.9899106728876426
0.55,1000000,6,variance,0,20,20,0.01455003569202155,0.013152368212916026,0.0003469076086218078,0.0013976674791055244,-0.0010507598704837164,-0.007900775655166965,0.006503108205382156
0.55,1000000,6,variance,20,100,80,0.047667604476263295,0.041522906923954044,0.0009324324812861913,0.0061446975523092515,-0.005212265071023063,-0.023059333650704172,0.01691463185424943
0.55,1000000,6,variance,100,1000,900,0.2252299155913041,0.21226731302346255,0.0022906271189409803,0.012962602567841541,-0.010671975448900556,-0.148933800906416,0.13597121600850187
0.55,1000000,6,variance,1000,10000,9000,1.8357553830947277,1.8345271845453996,0.016841776174297614,0.0012281985493280967,0.01561357762496951,-2.6879596953692158,2.686731481773465
0.55,1000000,7,variance,0,20,20,0.0242712729965112,0.021125015402872246,0.0007033519711916985,0.0031462575936389535,-0.0024429056224472556,-0.010151209746164624,0.00700494911434629
0.55,1000000,7,variance,20,100,80,0.06213700228470622,0.0544636270816188,0.0013169196554929008,0.007673375203087418,-0.006356455547594515,-0.026306624345350922,0.01863324308148681
0.55,1000000,7,variance,100,1000,900,0.30833097829585493,0.2914858763277045,0.003635997514123683,0.016845101968150422,-0.013209104454026732,-0.16603017461613115,0.1491850524339999
0.55,1000000,7,variance,1000,10000,9000,3.0393221448821945,3.0264624393089283,0.03390877807660718,0.012859705573266211,0.02104907250334076,-3.5184684940946105,3.505608792930783
0.55,1000000,8,variance,0,20,20,0.016812720947997323,0.014215242226828078,0.00044040988369225826,0.0025974787211692444,-0.002157068837476987,-0.008674974614163895,0.006077498553058951
0.55,1000000,8,variance,20,100,80,0.04317565363206869,0.03744857596992191,0.0007104971325112459,0.005727077662146779,-0.0050165805296355295,-0.025029025222651942,0.019301948763116895
0.55,1000000,8,variance,100,1000,900,0.22643333203251426,0.21280871937727858,0.0021380845916545003,0.01362461265523568,-0.011486528063581192,-0.17879649116688087,0.16517187023716148
0.55,1000000,8,variance,1000,10000,9000,2.1845585556748666,2.18959224844274,0.01902686289992025,-0.0050336927678733545,0.024060555667793526,-3.4154824119509812,3.420516177766694
0.55,1000000,9,variance,0,20,20,0.02977934879485549,0.025285718160374455,0.0011776656223745833,0.004493630634481036,-0.003315965012106452,-0.010547984689830531,0.006054353401130608
0.55,1000000,9,variance,20,100,80,0.06895002701200899,0.06140996013570832,0.0017538359449400752,0.007540066876300669,-0.005786230931360589,-0.029719474769767863,0.022179400418414714
0.55,1000000,9,variance,100,1000,900,0.4535603529957524,0.42763621755955095,0.008243991736743388,0.02592413543620148,-0.017680143699458084,-0.1918727045209724,0.16594856898797233
0.55,1000000,9,variance,1000,10000,9000,5.1661250745500995,5.090759536758769,0.10212652479783449,0.07536553779133026,0.026760987006504422,-4.006449680715642,3.931084155008608
0.6,1000000,0,full,0,20,20,0.053237384309533245,0.03970378842877999,0.005764360119582141,0.013533595880753257,-0.0077692357611711185,0.0,0.0
0.6,1000000,0,full,20,100,80,0.13115646202244896,0.10650173169299468,0.0103413474945195,0.024654730329454283,-0.014313382834934787,0.0,0.0
0.6,1000000,0,full,100,1000,900,0.7771413520351109,0.687104373346241,0.04138232461039022,0.09003697868886995,-0.04865465407847969,0.0,0.0
0.6,1000000,0,full,1000,10000,9000,7.887165525874916,7.477655057358454,0.45640012062069213,0.4095104685164612,0.04688965210423124,0.0,0.0
0.6,1000000,1,full,0,20,20,0.03680278899617405,0.029948444005803033,0.004123542496769679,0.006854344990371016,-0.002730802493601338,0.0,0.0
0.6,1000000,1,full,20,100,80,0.11434882091255141,0.09279142725784584,0.00984195476248557,0.021557393654705576,-0.011715438892220001,0.0,0.0
0.6,1000000,1,full,100,1000,900,0.6378186697373247,0.5651091139188767,0.03348697087210756,0.07270955581844796,-0.039222584946340344,0.0,0.0
0.6,1000000,1,full,1000,10000,9000,5.750175240645545,5.508072807892563,0.31642330663180435,0.24210243275298193,0.0743208738788228,0.0,0.0
0.6,1000000,2,full,0,20,20,0.045813708586638364,0.03569904530195469,0.005295658495765394,0.010114663284683675,-0.00481900478891828,0.0,0.0
0.6,1000000,2,full,20,100,80,0.12501342971636747,0.09937403022164375,0.010316200253720594,0.025639399494723727,-0.01532319924100313,0.0,0.0
0.6,1000000,2,full,100,1000,900,0.7117067133658537,0.6247011696942022,0.04081047255040845,0.08700554367165148,-0.04619507112124299,0.0,0.0
0.6,1000000,2,full,1000,10000,9000,7.64624277435276,7.190982304441986,0.4992002578700962,0.4552604699107734,0.04393978795932263,0.0,0.0
0.6,1000000,3,full,0,20,20,0.029857857192195542,0.024532405413210147,0.002633487416871589,0.005325451778985395,-0.0026919643621138058,0.0,0.0
0.6,1000000,3,full,20,100,80,0.11239435151874495,0.09321722149778532,0.008978581150178529,0.019177130020959637,-0.010198548870781102,0.0,0.0
0.6,1000000,3,full,100,1000,900,0.6225030264962462,0.5601443876146223,0.029956899553710975,0.06235863888162396,-0.032401739327913015,0.0,0.0
0.6,1000000,3,full,1000,10000,9000,5.119800699440789,4.942431746973321,0.23175277604801744,0.17736895246746798,0.05438382358054916,0.0,0.0
0.6,1000000,4,full,0,20,20,0.04620927906733444,0.036037787662470296,0.00521026314291484,0.010171491404864147,-0.0049612282619493075,0.0,0.0
0.6,1000000,4,full,20,100,80,0.12567788537849303,0.10139378861145776,0.010450311599075116,0.024284096767035274,-0.013833785167960161,0.0,0.0
0.6,1000000,4,full,100,1000,900,0.7083955522265373,0.6249080065026074,0.03832215641327974,0.08348754572392991,-0.04516538931065017,0.0,0.0
0.6,1000000,4,full,1000,10000,9000,6.509877356024468,6.180608476592167,0.37346728025593656,0.3292688794323011,0.04419840082363535,0.0,0.0
0.6,1000000,5,full,0,20,20,0.038223773767890226,0.030369943162886333,0.0036751085428162224,0.007853830605003893,-0.0041787220621876675,0.0,0.0
0.6,1000000,5,full,20,100,80,0.11334855432168149,0.09233542912037188,0.008692003542908586,0.021013125201309615,-0.012321121658401032,0.0,0.0
0.6,1000000,5,full,100,1000,900,0.6279192712680522,0.5552950462955852,0.031055019016068712,0.07262422497246701,-0.04156920595639835,0.0,0.0
0.6,1000000,5,full,1000,10000,9000,5.592373127408145,5.3521051443286485,0.27399859035667207,0.24026798307949626,0.03373060727717547,0.0,0.0
0.6,1000000,6,full,0,20,20,0.03942535772896749,0.03152455041589224,0.004279065497929542,0.007900807313075249,-0.0036217418151457056,0.0,0.0
0.6,1000000,6,full,20,100,80,0.12483603396293541,0.10006398720802212,0.011313534095926212,0.02477204675491329,-0.013458512658987079,0.0,0.0
0.6,1000000,6,full,100,1000,900,0.679417295248703,0.6025873848366411,0.037376533055045666,0.07682991041206189,-0.03945337735701626,0.0,0.0
0.6,1000000,6,full,1000,10000,9000,6.044496213623467,5.757446034625787,0.3456995472898067,0.2870501789976796,0.05864936829212741,0.0,0.0
0.6,1000000,7,full,0,20,20,0.04926461687461147,0.03821936035679199,0.00551344002458401,0.011045256517819478,-0.005531816493235468,0.0,0.0
0.6,1000000,7,full,20,100,80,0.14575248667573207,0.1137923763537891,0.013845267939331034,0.03196011032194297,-0.018114842382611934,0.0,0.0
0.6,1000000,7,full,100,1000,900,0.7477338860713998,0.6500610272018479,0.045015287467859114,0.0976728588695519,-0.052657571401692804,0.0,0.0
0.6,1000000,7,full,1000,10000,9000,7.923571188918295,7.473822449622979,0.5342563748606007,0.4497487392953161,0.08450763556528429,0.0,0.0
0.6,1000000,8,full,0,20,20,0.040398839681085166,0.030627156007588786,0.005031326019761825,0.00977168367349638,-0.004740357653734553,0.0,0.0
0.6,1000000,8,full,20,100,80,0.10888447639105799,0.08895037853844566,0.009472178085331894,0.019934097852612326,-0.010461919767280434,0.0,0.0
0.6,1000000,8,full,100,1000,900,0.6695289252865292,0.5904218302980485,0.03881638272267714,0.07910709498848068,-0.0402907122658035,0.0,0.0
0.6,1000000,8,full,1000,10000,9000,6.786305738758962,6.44533265464775,0.42601218683509395,0.3409730841112122,0.08503910272388193,0.0,0.0
0.6,1000000,9,full,0,20,20,0.04692191040434597,0.03414976517337455,0.006118622952271257,0.012772145230971421,-0.006653522278700162,0.0,0.0
0.6,1000000,9,full,20,100,80,0.11694254923909768,0.0937627597611121,0.010608135893078735,0.023179789477985574,-0.012571653584906833,0.0,0.0
0.6,1000000,9,full,100,1000,900,0.8452023872118899,0.7246469161659855,0.06964160724037646,0.12055547104590436,-0.05091386380552787,0.0,0.0
0.6,1000000,9,full,1000,10000,9000,9.244176644446172,8.4832643299899,0.8353818688000099,0.7609123144562719,0.0744695543437377,0.0,0.0
0.6,1000000,0,centered,0,20,20,0.051265008915674745,0.04110378645368416,0.002569937334218779,0.010161222461990582,-0.007591285127771803,0.0,0.0
0.6,1000000,0,centered,20,100,80,0.13032810877390708,0.11114734291703299,0.004736905169847644,0.019180765856874088,-0.014443860687026439,0.0,0.0
0.6,1000000,0,centered,100,1000,900,0.7851326552390839,0.7166389853982815,0.018954765918939413,0.06849366984080241,-0.049538903921863,0.0,0.0
0.6,1000000,0,centered,1000,10000,9000,8.179462386683529,8.019532728917335,0.20921298163019508,0.1599296577661935,0.04928332386400136,0.0,0.0
0.6,1000000,1,centered,0,20,20,0.03753436156502468,0.03261105847225187,0.0019210580565138281,0.004923303092772814,-0.0030022450362589825,0.0,0.0
0.6,1000000,1,centered,20,100,80,0.11680022720267388,0.09942580022711411,0.004536629992871348,0.01737442697555977,-0.012837796982688415,0.0,0.0
0.6,1000000,1,centered,100,1000,900,0.6580322587086257,0.6032769175340417,0.01543604944649676,0.05475534117458403,-0.039319291728087236,0.0,0.0
0.6,1000000,1,centered,1000,10000,9000,6.206921670449592,6.136940899187025,0.14538140637176894,0.06998077126256685,0.07540063510920181,0.0,0.0
0.6,1000000,2,centered,0,20,20,0.04596905397410515,0.038750381056091826,0.0024612099486574913,0.0072186729180133205,-0.004757462969355829,0.0,0.0
0.6,1000000,2,centered,20,100,80,0.12256906564882444,0.10251479590032964,0.004673531327143485,0.020054269748494807,-0.01538073842135132,0.0,0.0
0.6,1000000,2,centered,100,1000,900,0.7164873206647712,0.6518844460932989,0.018637857819461246,0.06460287457147229,-0.045965016752011034,0.0,0.0
0.6,1000000,2,centered,1000,10000,9000,7.899410555239801,7.71517416353022,0.22871441144341748,0.1842363917095815,0.044478019733835694,0.0,0.0
0.6,1000000,3,centered,0,20,20,0.02902640809860855,0.02489720734899559,0.0012432700381868193,0.004129200749612958,-0.0028859307114261386,0.0,0.0
0.6,1000000,3,centered,20,100,80,0.10928684037234618,0.09485633256209346,0.004202735356104878,0.014430507810252721,-0.01022777245414784,0.0,0.0
0.6,1000000,3,centered,100,1000,900,0.6103066670686927,0.5638834207906589,0.014024678293049153,0.04642324627803385,-0.03239856798498475,0.0,0.0
0.6,1000000,3,centered,1000,10000,9000,5.14766934246981,5.0932561570360075,0.10843047527395633,0.0544131854338028,0.05401728984015364,0.0,0.0
0.6,1000000,4,centered,0,20,20,0.043993691302037743,0.03663731325342192,0.002378967261463261,0.007356378048615823,-0.00497741078715256,0.0,0.0
0.6,1000000,4,centered,20,100,80,0.12049908626710884,0.10162999233463288,0.004852748952830861,0.01886909393247596,-0.014016344979645101,0.0,0.0
0.6,1000000,4,centered,100,1000,900,0.7067878593007639,0.6454117967302022,0.017797872083839435,0.06137606257056172,-0.04357819048672229,0.0,0.0
0.6,1000000,4,centered,1000,10000,9000,6.674720914978184,6.544655886635786,0.17402760647420298,0.13006502834239786,0.04396257813180515,0.0,0.0
0.6,1000000,5,centered,0,20,20,0.037566046615137474,0.0316199897875393,0.0017051726993028492,0.005946056827598176,-0.004240884128295326,0.0,0.0
0.6,1000000,5,centered,20,100,80,0.11441842600635521,0.09795889211270711,0.004077873607158187,0.0164595338936481,-0.012381660286489918,0.0,0.0
0.6,1000000,5,centered,100,1000,900,0.6462719487988287,0.5912853736228529,0.0144569954676974,0.054986575175975716,-0.04052957970827831,0.0,0.0
0.6,1000000,5,centered,1000,10000,9000,5.882682997599739,5.789251564888861,0.12695212950391851,0.09343143271087762,0.03352069679304126,0.0,0.0
0.6,1000000,6,centered,0,20,20,0.039591453896304606,0.03388928797294053,0.0019005794484219616,0.005702165923364075,-0.003801586474942116,0.0,0.0
0.6,1000000,6,centered,20,100,80,0.12474859143594441,0.10625011962045368,0.004872134526502354,0.018498471815490733,-0.013626337288988377,0.0,0.0
0.6,1000000,6,centered,100,1000,900,0.7013591172045094,0.646012489328806,0.016524962480661133,0.055346627875703436,-0.03882166539504228,0.0,0.0
0.6,1000000,6,centered,1000,10000,9000,6.454546763243191,6.359819007904727,0.15351839022538555,0.09472775533846356,0.05879063488692182,0.0,0.0
0.6,1000000,7,centered,0,20,20,0.04857526202771598,0.03977062325345856,0.002520686189023004,0.008804638774257426,-0.006283952585234419,0.0,0.0
0.6,1000000,7,centered,20,100,80,0.1480603634436759,0.12381985585463631,0.006342603267672678,0.02424050758903959,-0.017897904321366898,0.0,0.0
0.6,1000000,7,centered,100,1000,900,0.7850065512924292,0.7138757172458285,0.0207356418333315,0.0711308340466007,-0.05039519221326916,0.0,0.0
0.6,1000000,7,centered,1000,10000,9000,8.451909370657152,8.290227943733477,0.24507894685710724,0.16168142692367482,0.08339751993343292,0.0,0.0
0.6,1000000,8,centered,0,20,20,0.042068642653501596,0.035034535695009195,0.002024677138721414,0.007034106958492402,-0.00500942981977099,0.0,0.0
0.6,1000000,8,centered,20,100,80,0.11875333613221109,0.10422086699918713,0.0038788021844020333,0.01453246913302396,-0.010653666948621923,0.0,0.0
0.6,1000000,8,centered,100,1000,900,0.7420933114266257,0.6847722402478349,0.015970052883903053,0.05732107117879082,-0.04135101829488774,0.0,0.0
0.6,1000000,8,centered,1000,10000,9000,7.73315924361837,7.643604945358741,0.17368459626597188,0.08955429825962824,0.08413029800634408,0.0,0.0
0.6,1000000,9,centered,0,20,20,0.04512501377705762,0.03617536506096959,0.0023145910811641435,0.008949648716088027,-0.006635057634923884,0.0,0.0
0.6,1000000,9,centered,20,100,80,0.11521979079317504,0.09853266202058261,0.003971310756023345,0.01668712877259243,-0.012715818016569083,0.0,0.0
0.6,1000000,9,centered,100,1000,900,0.8587485106750208,0.7807247769410511,0.02620441911604434,0.07802373373396965,-0.05181931461792533,0.0,0.0
0.6,1000000,9,centered,1000,10000,9000,9.783608801198792,9.545634794208192,0.31392683851283265,0.23797400699059956,0.07595283152223331,0.0,0.0
0.6,1000000,0,variance,0,20,20,0.015705935202365004,0.013319373689430276,0.0003216601749729959,0.0023865615129347283,-0.0020649013379617324,-0.008663783362771715,0.006277223071963689
0.6,1000000,0,variance,20,100,80,0.03730422822356255,0.03356168573398231,0.000553436327612241,0.003742542489580239,-0.0031891061619679986,-0.023077123190511976,0.019334574944972854
0.6,1000000,0,variance,100,1000,900,0.23098731116047544,0.21782905323595347,0.002184666126197326,0.013158257924521966,-0.010973591798324633,-0.1535788263309084,0.14042058905734922
0.6,1000000,0,variance,1000,10000,9000,2.4906706460800505,2.477548290053743,0.024131505401945006,0.013122356026307624,0.01100914937563724,-3.1915569182462495,3.178434548543009
0.6,1000000,1,variance,0,20,20,0.011717338766748402,0.010973568976071272,0.0002850302385200734,0.0007437697906771297,-0.00045873955215705586,-0.005636183444843367,0.004892411911308139
0.6,1000000,1,variance,20,100,80,0.0362330626637748,0.03274837740356811,0.0006983161833930976,0.0034846852602066908,-0.002786369076813594,-0.01814268870724584,0.01465800819096583
0.6,1000000,1,variance,100,1000,900,0.2118909880031281,0.2004288001811973,0.002352333483796359,0.011462187821930814,-0.009109854338134465,-0.09935734292293397,0.08789513882525717
0.6,1000000,1,variance,1000,10000,9000,2.0682626978450385,2.063557832985472,0.02244478905468906,0.004704864859566449,0.017739924195122825,-1.855412372555452,1.850707525285117
0.6,1000000,2,variance,0,20,20,0.015396610386373405,0.014066548126751014,0.00037140371197806577,0.0013300622596223912,-0.0009586585476443251,-0.006317933120430381,0.004987872232241517
0.6,1000000,2,variance,20,100,80,0.04383520905876648,0.03950603946984009,0.0007790643362997842,0.004329169588926388,-0.003550105252626605,-0.019208576944568102,0.014879413051890583
0.6,1000000,2,variance,100,1000,900,0.2600322776347674,0.24613840298838055,0.002985736542375941,0.013893874646386833,-0.010908138104010895,-0.11926221351054374,0.10536835798994759
0.6,1000000,2,variance,1000,10000,9000,2.878389786113794,2.8522733602881307,0.03618167036657921,0.026116425825663203,0.010065244540915952,-2.184035411081822,2.157918908960076
0.6,1000000,3,variance,0,20,20,0.008191477593376257,0.007264968232167712,0.00015130732929657565,0.0009265093612085447,-0.0007752020319119687,-0.00591302454403313,0.00498651266848252
0.6,1000000,3,variance,20,100,80,0.030613039550059052,0.027720782003804113,0.000518962164404583,0.0028922575462549394,-0.002373295381850358,-0.021124166655894082,0.018231907182118014
0.6,1000000,3,variance,100,1000,900,0.17333746980778336,0.16388126614786996,0.0017627785894872767,0.009456203659913398,-0.007693425070426113,-0.130415289401958,0.1209590743904611
0.6,1000000,3,variance,1000,10000,9000,1.5050207746792075,1.505590693632728,0.013606916562419242,-0.0005699189535204319,0.014176835515939734,-2.1045241710617786,2.1050940886396967
0.6,1000000,4,variance,0,20,20,0.012342437559423455,0.010686490480707193,0.000379374464619588,0.0016559470787162623,-0.0012765726140966747,-0.010114693696218025,0.00845874834204693
0.6,1000000,4,variance,20,100,80,0.032895625995729996,0.029091383598362452,0.0007179995220679489,0.0038042423973675445,-0.003086242875299596,-0.0284113073712077,0.02460706885120743
0.6,1000000,4,variance,100,1000,900,0.19782985793133065,0.1845167132012675,0.0026872576078419324,0.013313144730063148,-0.010625887122221206,-0.17393502018325996,0.1606218818581206
0.6,1000000,4,variance,1000,10000,9000,1.8880321423285178,1.8734304200263163,0.02571277094605285,0.01460172230220147,0.011111048643851484,-2.9871579543595708,2.972556217682313
0.6,1000000,5,variance,0,20,20,0.01199570559559714,0.010571213525739052,0.00025565062627582136,0.0014244920698580875,-0.0011688414435822667,-0.007735093543493285,0.006310601190827564
0.6,1000000,5,variance,20,100,80,0.03507874344343044,0.03222326759380247,0.0005808907692563954,0.0028554758496279684,-0.002274585080371573,-0.022053241272365284,0.01919775970921559
0.6,1000000,5,variance,100,1000,900,0.2102687331828479,0.19861613190014976,0.0021059053645714632,0.011652601282698127,-0.009546695918126652,-0.1331278461666188,0.12147525975103277
0.6,1000000,5,variance,1000,10000,9000,1.9644615387061264,1.9533062724829686,0.018898512218139644,0.011155266223157767,0.007743245994981773,-2.340047405403974,2.3288921059007177
0.6,1000000,6,variance,0,20,20,0.010457952833246477,0.009458849700833006,0.0002452712579950992,0.0009991031324134703,-0.000753831874418371,-0.00573315873303161,0.004734053337282834
0.6,1000000,6,variance,20,100,80,0.03383487313517046,0.0296913876564879,0.000623239250147795,0.004143485478682561,-0.003520246228534765,-0.017515514298872253,0.013372031595375231
0.6,1000000,6,variance,100,1000,900,0.18662311143231705,0.1754349868195838,0.001988099636481447,0.011188124612733247,-0.009200024976251803,-0.11049974246086329,0.09931160830082578
0.6,1000000,6,variance,1000,10000,9000,1.7428237763831933,1.7392170226307666,0.01845198905523904,0.0036067537524266946,0.014845235302812343,-2.004847978139584,2.0012412890649967
