a,start,seed,geometry,phase,expected_linear,expected_injection,fullbatch_injection,noise_injection,expected_net,q,self_variance_rate
0.55,1000000,8,centered,9999,-4.1671644414843705e-06,1.372428908942618e-05,2.820472834217701e-06,1.090381625520848e-05,9.557124647941805e-06,-0.0065268355876941355,-0.04893716644014252
0.55,1000000,9,centered,0,-0.0009732062421463863,0.0002142585677834702,5.8687693859642704e-05,0.00015557087392382749,-0.0007589476743629163,0.030901830200176426,-0.06657968454236071
0.55,1000000,9,centered,20,-0.0007524790535354721,0.0001241000706970468,2.3656272628252746e-05,0.00010044379806879406,-0.0006283789828384252,0.0156480282757935,-0.04830209207281263
0.55,1000000,9,centered,100,-0.0003057859799119713,4.553893653409153e-05,2.285229762108875e-06,4.3253706771982655e-05,-0.00026024704337787986,-0.005192237759197072,-0.0304738413369051
0.55,1000000,9,centered,1000,-0.000166339421298792,3.7644074598794055e-05,4.70299572817683e-06,3.294107887061722e-05,-0.00012869534669999793,-0.013088686805898558,-0.0214467869743548
0.55,1000000,9,centered,5000,-4.9090350908921515e-05,3.628978036575686e-05,4.153457698349313e-06,3.213632266740755e-05,-1.2800570543164652e-05,-0.0004336639987030697,-0.046547912390464304
0.55,1000000,9,centered,9999,-2.841635555789357e-05,4.325250229081666e-05,1.0119142962463593e-05,3.313335932835306e-05,1.4836146732923092e-05,0.0003764062913229047,-0.058838750122163504
0.55,1000000,0,variance,0,-3.796575427947636e-05,2.490192209030635e-05,5.374486721628294e-06,1.9527435368678054e-05,-1.3063832189170007e-05,0.029802760007785672,-0.054439652626242716
0.55,1000000,0,variance,20,-0.00011173414268393797,2.944360908803939e-05,8.31311325655985e-06,2.1130495831479542e-05,-8.22905335958986e-05,0.02114628146495094,-0.03941799411340925
0.55,1000000,0,variance,100,-5.132194826091219e-05,6.406241207449967e-06,8.102329043831646e-07,5.596008303066802e-06,-4.491570705346221e-05,0.0010362062438263448,-0.026570859936147877
0.55,1000000,0,variance,1000,-9.87096885187537e-06,2.2591047137503515e-06,2.914080518530629e-07,1.967696661897289e-06,-7.6118641381250145e-06,-0.002847103150943629,-0.020173763151422733
0.55,1000000,0,variance,5000,-3.11336547999932e-05,3.000604394403401e-06,6.468530724585893e-07,2.353751321944811e-06,-2.81330504055898e-05,0.007931702901342454,-0.03820583200903593
0.55,1000000,0,variance,9999,8.94630555330443e-06,2.17123796625194e-06,4.868685910843088e-07,1.6843693751676315e-06,1.1117543519556373e-05,0.008344470117904464,-0.048408210848099674
0.55,1000000,1,variance,0,-5.3265974134209074e-05,2.1464549438214567e-05,4.237542698802003e-06,1.7227006739412562e-05,-3.180142469599449e-05,0.028993460661706414,-0.04274062308394114
0.55,1000000,1,variance,20,-6.267139093210491e-05,1.704057354926931e-05,2.112191874861468e-06,1.4928381674407843e-05,-4.563081738283562e-05,0.022546649693163605,-0.037273746235472735
0.55,1000000,1,variance,100,-6.365599212058084e-05,8.64273100134155e-06,1.8621478577710348e-06,6.780583143570516e-06,-5.5013261119239305e-05,0.004197003750867968,-0.023894772207155968
0.55,1000000,1,variance,1000,-3.00970646652194e-06,2.1058275294320724e-06,1.9720195066623027e-07,1.908625578765842e-06,-9.03878937089873e-07,-0.003534412949301119,-0.014703237205618966
0.55,1000000,1,variance,5000,-3.817471858820264e-06,3.0415643372664087e-06,6.856493101946855e-07,2.3559150270717235e-06,-7.759075215538656e-07,0.008586587805135916,-0.027542437624668598
0.55,1000000,1,variance,9999,-1.7029187628169947e-07,1.798797298671929e-06,2.80764999005496e-07,1.518032299666433e-06,1.6285054223902289e-06,0.010316050935258373,-0.040131186051316735
0.55,1000000,2,variance,0,-5.7264514696427533e-05,2.2749654837585356e-05,2.534139953649565e-06,2.0215514883935792e-05,-3.45148598588422e-05,0.014916254340830278,-0.050622211741536506
0.55,1000000,2,variance,20,-9.779757883397451e-05,3.5792124988925546e-05,1.1715413808393464e-05,2.4076711180532082e-05,-6.200545384504896e-05,0.005041174668049678,-0.042680120973109
0.55,1000000,2,variance,100,-2.556837903922405e-05,1.0244655627297566e-05,2.1168431864053272e-06,8.12781244089224e-06,-1.532372341192648e-05,-0.010529759167062875,-0.02923805090643596
0.55,1000000,2,variance,1000,-4.86306871402932e-06,3.6732649216214623e-06,6.25667136711648e-07,3.047597784909814e-06,-1.1898037924078561e-06,-0.014498756149596274,-0.020037325025759004
0.55,1000000,2,variance,5000,-2.040246294632505e-06,3.705393383656544e-06,5.52180929674003e-07,3.1532124539825408e-06,1.6651470890240612e-06,-0.0081022086190411,-0.034912147883773836
0.55,1000000,2,variance,9999,-3.245560037138899e-05,5.494135538189888e-06,1.8000749277731144e-06,3.6940606104167736e-06,-2.6961464833199098e-05,-0.010558441320348912,-0.04647728313195165
0.55,1000000,3,variance,0,-7.860720053227826e-05,1.269182576626988e-05,2.1932448225235568e-06,1.0498580943746324e-05,-6.591537476600838e-05,0.0017067830114194616,-0.035634950416523495
0.55,1000000,3,variance,20,-7.488325588106393e-05,1.4282840091001075e-05,3.452271718689313e-06,1.0830568372311763e-05,-6.0600415790062844e-05,-0.0039849028185345485,-0.03367779071295972
0.55,1000000,3,variance,100,-2.9098908016289262e-05,5.343364624353277e-06,7.433788665579271e-07,4.59998575779535e-06,-2.3755543391935983e-05,-0.01935646901287024,-0.02389461990380802
0.55,1000000,3,variance,1000,-1.1164138277765921e-05,1.3130486616330898e-06,1.4581324396155862e-07,1.167235417671531e-06,-9.851089616132833e-06,-0.028879656827576386,-0.01350088741589093
0.55,1000000,3,variance,5000,7.434024295452878e-06,1.062469879160199e-06,1.1220214905037546e-07,9.502677301098234e-07,8.496494174613075e-06,-0.017457307814776238,-0.025689922220152896
0.55,1000000,3,variance,9999,4.721775207805832e-06,7.941669975819377e-07,1.4185425678424435e-07,6.523127407976932e-07,5.515942205387767e-06,-0.010734092094192065,-0.037887073772848265
0.55,1000000,4,variance,0,-7.94863811549825e-05,3.0443243960972185e-05,6.878993216915214e-06,2.356425074405697e-05,-4.9043137194010314e-05,0.025553538675281935,-0.06360360841113856
0.55,1000000,4,variance,20,-0.0001213710268954614,3.045988159403049e-05,9.25261538314203e-06,2.120726621088846e-05,-9.091114530143096e-05,0.016155851975853952,-0.052495719718571365
0.55,1000000,4,variance,100,-9.316467468105177e-05,9.792331306879936e-06,1.9707963570511443e-06,7.821534949828794e-06,-8.337234337417184e-05,-0.004589517032672296,-0.03681188009150806
0.55,1000000,4,variance,1000,-2.633985160847606e-06,2.5844843341914465e-06,3.437976249398342e-07,2.240686709251612e-06,-4.950082665615982e-08,-0.015964155580248416,-0.025010341504814078
0.55,1000000,4,variance,5000,-2.495396417798491e-05,3.425897887225096e-06,8.081704637507095e-07,2.6177274234743863e-06,-2.15280662907598e-05,-0.003149612638356676,-0.044475649112154576
0.55,1000000,4,variance,9999,9.044491502391183e-07,2.6896394084047245e-06,5.976250264519165e-07,2.0920143819528075e-06,3.5940885586438473e-06,-0.00040415098508241254,-0.060515433799715766
0.55,1000000,5,variance,0,-2.901326450146057e-05,1.7185309654071243e-05,3.107273182156682e-06,1.4078036471914564e-05,-1.1827954847389326e-05,0.031055378205238612,-0.049098722578775345
0.55,1000000,5,variance,20,-8.507678087365812e-05,2.4727733852506004e-05,7.408336757889027e-06,1.7319397094616983e-05,-6.0349047021152144e-05,0.024316741127679276,-0.04250957856326067
0.55,1000000,5,variance,100,-6.955469977473725e-05,8.423135276710029e-06,1.9941106490124748e-06,6.429024627697556e-06,-6.113156449802724e-05,0.00709051915763605,-0.030725328970383374
0.55,1000000,5,variance,1000,-1.30263283605772e-05,1.6493793686645369e-06,2.025663269749682e-07,1.4468130416895687e-06,-1.137694899191266e-05,-0.0005804868872502917,-0.017735744835761295
0.55,1000000,5,variance,5000,-5.146792593126057e-06,1.409797206472642e-06,9.318059978487228e-08,1.3166166066877695e-06,-3.7369953866534147e-06,0.009770020482228782,-0.033171905020491506
0.55,1000000,5,variance,9999,1.2796390435423982e-05,2.1464293635138646e-06,7.087402745776692e-07,1.437689088936195e-06,1.4942819798937838e-05,0.010117195760215077,-0.04491162260125661
0.55,1000000,6,variance,0,-5.4072555305246264e-05,1.1579090563958089e-05,1.2274774607453228e-06,1.0351613103212765e-05,-4.249346474128818e-05,0.013032853082443657,-0.04097870104858367
0.55,1000000,6,variance,20,-0.00015265146947153935,1.8234027082621056e-05,3.52221466290874e-06,1.4711812419712315e-05,-0.0001344174423889183,0.007639243765168557,-0.038423917542715826
0.55,1000000,6,variance,100,-1.5228032850857877e-05,6.319234998368522e-06,1.1094723878588777e-06,5.209762610509645e-06,-8.908797852489349e-06,-0.009041169540380058,-0.024088314375546826
0.55,1000000,6,variance,1000,-1.011857035465834e-05,2.018538330993548e-06,2.509228998232228e-07,1.7676154311703256e-06,-8.10003202366479e-06,-0.01458104234989272,-0.01574498861880505
0.55,1000000,6,variance,5000,-8.642491583906071e-06,2.309834778918476e-06,4.363094206466916e-07,1.8735253582717839e-06,-6.332656804987595e-06,-0.0003875627962249633,-0.029944936243222798
0.55,1000000,6,variance,9999,-1.0549947353154035e-05,2.0757789985067975e-06,4.727483220636152e-07,1.6030306764431827e-06,-8.474168354647233e-06,-0.000987807002197648,-0.039646475339336504
0.55,1000000,7,variance,0,8.473788109581102e-06,2.2924944723577385e-05,3.190290893515887e-06,1.9734653830061498e-05,3.139873283315847e-05,0.026423207971316896,-0.05252340316967242
0.55,1000000,7,variance,20,-1.4917372466023877e-05,3.0664659999092044e-05,8.073640841122795e-06,2.259101915796925e-05,1.57472875330682e-05,0.013316018115767275,-0.04361784480267888
0.55,1000000,7,variance,100,-0.00011105270963140631,6.561193473521946e-06,5.797729679760164e-07,5.98142050554593e-06,-0.00010449151615788438,-0.00647209347372637,-0.026503671362019532
0.55,1000000,7,variance,1000,2.8966060409953766e-05,2.6264267993405715e-06,2.6126659968078416e-07,2.3651601996597874e-06,3.159248720929434e-05,-0.008615684590493578,-0.01852312842395463
0.55,1000000,7,variance,5000,1.827711841260866e-05,3.3240409126903852e-06,5.340465967965829e-07,2.789994315893802e-06,2.160115932529904e-05,0.00793530803127015,-0.038456889653077427
0.55,1000000,7,variance,9999,2.6481179599611932e-05,2.650620635171752e-06,2.921560803056003e-07,2.3584645548661517e-06,2.9131800234783683e-05,0.006119340414384866,-0.05136015368174326
0.55,1000000,8,variance,0,-5.20473667240762e-05,1.729280372369664e-05,2.9833885783740578e-06,1.4309415145322585e-05,-3.475456300037958e-05,0.010504784365793817,-0.0460853523834622
0.55,1000000,8,variance,20,-9.835468025004709e-05,2.0415029097307155e-05,4.196631714837707e-06,1.621839738246945e-05,-7.793965115273994e-05,0.002435083099166794,-0.03893453083094677
0.55,1000000,8,variance,100,-3.561973436324437e-05,7.223411725163644e-06,1.3567215836430495e-06,5.866690141520594e-06,-2.839632263808072e-05,-0.012557664923523724,-0.02656249475866247
0.55,1000000,8,variance,1000,6.958656591293248e-07,2.051361026176638e-06,2.6556751779301327e-07,1.7857935083836245e-06,2.7472266853059634e-06,-0.01606046858531031,-0.020108058331432026
0.55,1000000,8,variance,5000,2.0648576684933925e-06,1.9057159003058114e-06,1.977457763048969e-07,1.7079701240009142e-06,3.970573568799199e-06,-0.006658311678630581,-0.03804866715581487
0.55,1000000,8,variance,9999,1.4400827499781169e-05,1.6398615196401926e-06,2.2283109900528375e-07,1.417030420634909e-06,1.6040689019421365e-05,-0.0065268355876941355,-0.04893716644014252
0.55,1000000,9,variance,0,-0.0003828392686729973,5.712396151516513e-05,1.6358844626177194e-05,4.0765116888987943e-05,-0.00032571530715783223,0.030901830200176426,-0.06657968454236071
0.55,1000000,9,variance,20,-0.00013557914554135914,3.35376679625948e-05,6.605347599147219e-06,2.6932320363447585e-05,-0.00010204147757876434,0.0156480282757935,-0.04830209207281263
0.55,1000000,9,variance,100,-0.00013129826663332066,1.1444239247970653e-05,5.500452750667206e-07,1.0894193972903931e-05,-0.00011985402738535003,-0.005192237759197072,-0.0304738413369051
0.55,1000000,9,variance,1000,-7.815359417177567e-05,9.911418300258337e-06,1.2826076728093356e-06,8.628810627449002e-06,-6.824217587151733e-05,-0.013088686805898558,-0.0214467869743548
0.55,1000000,9,variance,5000,-2.7702316344117244e-06,9.569982447652687e-06,1.0800441729186246e-06,8.489938274734061e-06,6.799750813240988e-06,-0.0004336639987030697,-0.046547912390464304
0.55,1000000,9,variance,9999,-8.959153745352375e-05,1.2054573286343261e-05,2.964793990193413e-06,9.089779296149847e-06,-7.75369641671805e-05,0.0003764062913229047,-0.058838750122163504
0.6,1000000,0,full,0,-0.0004198655355907779,0.0003041203029676886,0.00010658635718104669,0.00019753394578664196,-0.00011574523262308919,0.03783801825392885,-0.04696400005927303
0.6,1000000,0,full,20,-0.0005542190971957081,0.00025038470531392915,9.77030524215423e-05,0.00015268165289238688,-0.000303834391881779,0.03355853334552948,-0.03664403211146817
0.6,1000000,0,full,100,-0.00015960317955431426,9.50671975272988e-05,1.541915493944564e-05,7.964804258785319e-05,-6.45359820270155e-05,0.01357061278133774,-0.026215761765042523
0.6,1000000,0,full,1000,-5.830440674478358e-05,3.6164303663827334e-05,3.2238023503717875e-06,3.294050131345555e-05,-2.2140103080956258e-05,-0.008399342317404841,-0.018033807780978177
0.6,1000000,0,full,5000,-0.0001187114554157217,5.5323344508348734e-05,1.724370850959659e-05,3.807963599875215e-05,-6.338811090737295e-05,0.005142093966240445,-0.03521754892063058
0.6,1000000,0,full,9999,2.451752113536227e-06,5.480322259304161e-05,1.6672565827959454e-05,3.813065676508216e-05,5.7254974706577824e-05,0.009364745172762838,-0.04559650954119119
0.6,1000000,1,full,0,-0.0001894698116766966,0.0002460748841330161,8.85200286081079e-05,0.00015755485552490823,5.6605072456319533e-05,0.03511590197932942,-0.030098944990457205
0.6,1000000,1,full,20,-0.00012371803531242183,0.0001597950377456383,3.16285591360371e-05,0.00012816647860960123,3.607700243321643e-05,0.030620248217117996,-0.02691620977327643
0.6,1000000,1,full,100,-0.0002117020433249681,9.167316156766119e-05,2.1656072560197956e-05,7.001708900746323e-05,-0.00012002888175730686,0.01677436642220521,-0.019092001623381948
0.6,1000000,1,full,1000,-4.800258782428855e-05,2.629533143944329e-05,2.556637920362327e-06,2.373869351908096e-05,-2.1707256384845274e-05,-0.0023476050734354617,-0.00971972619228847
0.6,1000000,1,full,5000,6.131697117660217e-06,4.268229365506236e-05,1.2319626253425223e-05,3.0362667401637128e-05,4.881399077272258e-05,0.011401377273269878,-0.020092833114231417
0.6,1000000,1,full,9999,1.2466761230258059e-05,3.090373998642674e-05,4.86275393142923e-06,2.6040986054997516e-05,4.3370501216684794e-05,0.01234273150645656,-0.029499071210614843
0.6,1000000,2,full,0,-0.0002996307306570738,0.0002521305065773575,7.125937060693947e-05,0.00018087113597041807,-4.750022407971631e-05,0.02640939916696018,-0.03511593128228614
0.6,1000000,2,full,20,-0.00037859346410443575,0.00019122977988149815,4.690456848246479e-05,0.00014432521139903337,-0.00018736368422293752,0.02136091671637202,-0.03132782263035134
0.6,1000000,2,full,100,-0.0002629115909979235,0.00010322358034487744,2.3098981172597385e-05,8.012459917228002e-05,-0.0001596880106530461,0.009736201155581175,-0.018575114255792353
0.6,1000000,2,full,1000,-2.2419338172613227e-05,4.337516006838289e-05,8.824913915408989e-06,3.4550246152973905e-05,2.095582189576966e-05,-0.0032842549463081047,-0.01405445105824307
0.6,1000000,2,full,5000,-6.886877630449579e-05,5.6693737478025006e-05,9.537848234465332e-06,4.7155889243559665e-05,-1.2175038826470824e-05,-0.0023135966748125255,-0.023692873133487252
0.6,1000000,2,full,9999,-5.9512461685503706e-05,7.029874641536716e-05,2.1636758514146916e-05,4.8661987901220254e-05,1.0786284729863437e-05,-0.0021929395613454446,-0.030832144145359185
0.6,1000000,3,full,0,-0.00029665471544925337,0.0001912786565711518,6.056409354876732e-05,0.00013071456302238442,-0.00010537605887810162,0.017579914083984363,-0.03065338949709993
0.6,1000000,3,full,20,-0.0003735819637843528,0.0001625484167003085,6.0524231697691766e-05,0.00010202418500261673,-0.00021103354708404426,0.014287190193996635,-0.029555481423121945
0.6,1000000,3,full,100,-0.0001752886044758789,7.104851692543548e-05,1.196938959687461e-05,5.9079127328560884e-05,-0.0001042400875504434,0.0009291922521986242,-0.023027637788233263
0.6,1000000,3,full,1000,4.5892427456954144e-07,2.0032874388437246e-05,2.3308287025426384e-06,1.7702045685894613e-05,2.049179866300678e-05,-0.014929126659844695,-0.012463865533293782
0.6,1000000,3,full,5000,-5.542200352949285e-06,2.187331550451163e-05,3.11425355065039e-06,1.8759061953861245e-05,1.6331115151562337e-05,-0.00709281421477723,-0.0221967404050933
0.6,1000000,3,full,9999,9.944713429714068e-07,2.1525364930519246e-05,5.380607191057175e-06,1.614475773946207e-05,2.2519836273490644e-05,-0.003933785532171805,-0.03315887776747948
0.6,1000000,4,full,0,-0.00038531083149098455,0.00028648484276581085,6.853836283936096e-05,0.0002179464799264499,-9.882598872517376e-05,0.034566109662590654,-0.05189405933762102
0.6,1000000,4,full,20,-0.00037755074907892805,0.00024063598269204788,9.24449256647222e-05,0.00014819105702732572,-0.00013691476638688012,0.028952422442512026,-0.04379132443346129
0.6,1000000,4,full,100,-0.00021023788962805666,8.345078947649122e-05,1.1050244145715291e-05,7.240054533077592e-05,-0.0001267871001515655,0.010552091681114085,-0.030831778569159432
0.6,1000000,4,full,1000,-2.7419313109046028e-05,3.222107406501011e-05,2.7714858466588533e-06,2.944958821835126e-05,4.801760955964078e-06,-0.005854168464339414,-0.018071746402556724
0.6,1000000,4,full,5000,-0.00019791248980619903,4.4132233136483944e-05,1.0272176268382729e-05,3.3860056868101216e-05,-0.00015378025666971506,0.003978797251978772,-0.033065708116365916
0.6,1000000,4,full,9999,-5.8991569633404436e-05,4.1463010035840295e-05,9.81987592579988e-06,3.164313411004042e-05,-1.75285595975641e-05,0.00840271337769015,-0.045304079378440186
0.6,1000000,5,full,0,-0.00027053560006312015,0.00022907314009275277,7.70033648615349e-05,0.00015206977523121785,-4.146245997036739e-05,0.025593462712910468,-0.03704996793693175
0.6,1000000,5,full,20,-0.0004783542598612576,0.0001871299116355107,6.887497230542737e-05,0.00011825493933008333,-0.0002912243482257469,0.01973019319365877,-0.032396500296619106
0.6,1000000,5,full,100,-0.00015745363056748305,8.948617728438023e-05,2.8710727053452336e-05,6.077545023092789e-05,-6.79674532831028e-05,0.007739151498263249,-0.025255338305801806
0.6,1000000,5,full,1000,2.4687744923302096e-05,2.1324224236072318e-05,2.803507380645286e-06,1.852071685542703e-05,4.6011969159374414e-05,-0.005578501617243401,-0.013336934915889926
0.6,1000000,5,full,5000,-1.7711774177853982e-05,2.9233550013169242e-05,2.497542717666952e-06,2.673600729550229e-05,1.1521775835315255e-05,0.0015182607192221087,-0.026052838052124827
0.6,1000000,5,full,9999,-1.6595788778520354e-05,2.954443733949594e-05,8.326480194786708e-06,2.121795714470923e-05,1.2948648560975587e-05,0.002514086848515756,-0.03547936204041704
0.6,1000000,6,full,0,-0.0002959158224271523,0.0001879514685534453,4.777391409936467e-05,0.00014017755445408064,-0.00010796435387370704,0.030984651839791752,-0.029063392697631044
0.6,1000000,6,full,20,-0.0003387766094199175,0.00016250707905109,3.550729566656399e-05,0.000126999783384526,-0.00017626953036882744,0.025445346016052146,-0.027298779290839834
0.6,1000000,6,full,100,-0.00014715027830228478,7.987035439344397e-05,2.2030470384690275e-05,5.78398840087537e-05,-6.72799239088408e-05,0.00867209610271331,-0.018223419286694683
0.6,1000000,6,full,1000,-4.5518107666222346e-05,3.298626915014978e-05,4.907797216139846e-06,2.8078471934009932e-05,-1.253183851607257e-05,-0.00473995951273614,-0.01120600852349032
0.6,1000000,6,full,5000,-2.3731606609862365e-05,4.090584662173004e-05,9.457917361203896e-06,3.1447929260526145e-05,1.717424001186766e-05,0.009454976764062047,-0.02225137668238334
0.6,1000000,6,full,9999,-6.04697631006099e-05,4.735278617384749e-05,1.6594834936576973e-05,3.075795123727051e-05,-1.3116976926762438e-05,0.008488934170511572,-0.029860908871067366
0.6,1000000,7,full,0,-0.0005089415777572186,0.00036928983727873844,0.00014585263195535951,0.00022343720532337885,-0.00013965174047848029,0.03536945954637222,-0.04277173439072958
0.6,1000000,7,full,20,-0.0005038518626272012,0.000283182490455676,9.134608831400506e-05,0.00019183640214167098,-0.00022066937217152515,0.02676931750996718,-0.03719896475635883
0.6,1000000,7,full,100,-0.0001928907202761226,7.984041220286244e-05,5.316828682399216e-06,7.452358352046322e-05,-0.00011305030807326018,0.009520212309714783,-0.023710531465180013
0.6,1000000,7,full,1000,5.3925485509406566e-05,3.6428433671807847e-05,2.839099831360828e-06,3.358933384044702e-05,9.035391918121441e-05,-0.0004045731662068852,-0.015533416267833403
0.6,1000000,7,full,5000,-6.003614081336865e-06,5.944719917204025e-05,1.1917641432055777e-05,4.752955773998448e-05,5.344358509070339e-05,0.009760118066556996,-0.0313556284137084
0.6,1000000,7,full,9999,5.4492344306325705e-05,4.5796441185580595e-05,5.814587068989005e-06,3.998185411659159e-05,0.00010028878549190629,0.006987775092528815,-0.041629601289926405
0.6,1000000,8,full,0,-0.0002588867034353957,0.0002851421830840122,0.00010417105577307931,0.00018097112731093283,2.6255479648616437e-05,0.026172003559181634,-0.03676662678057114
0.6,1000000,8,full,20,-0.000587727802309883,0.0002393340916645808,0.00010654487777953003,0.00013278921388505078,-0.0003483937106453022,0.01923880161481421,-0.031399253921406446
0.6,1000000,8,full,100,-0.0005529719880814618,0.00012368814929936543,4.979767625854287e-05,7.389047304082256e-05,-0.0004292838387820963,0.005098871464345285,-0.02383115720753596
0.6,1000000,8,full,1000,6.093498587879276e-05,3.763965583473573e-05,8.448170648731326e-06,2.919148518600441e-05,9.857464171352849e-05,-0.008542151007414706,-0.015282667405474503
0.6,1000000,8,full,5000,-6.93860661860917e-05,4.547147171086662e-05,8.037143771527494e-06,3.7434327939339124e-05,-2.3914594475225057e-05,0.0005687135051063636,-0.030098184761347253
0.6,1000000,8,full,9999,5.688567951720605e-06,4.189362589524023e-05,8.718601272637831e-06,3.3175024622602405e-05,4.758219384696084e-05,0.002425878677211272,-0.03942704067956602
0.6,1000000,9,full,0,-0.0008704087968859707,0.0003235218380229415,9.555346922564e-05,0.00022796836879730153,-0.0005468869588630291,0.037299683435180656,-0.057592800757216865
0.6,1000000,9,full,20,-0.0004222421462859743,0.00018371211064861887,3.1032156137078246e-05,0.0001526799545115406,-0.00023853003563735535,0.028494034045215277,-0.040671542782435566
0.6,1000000,9,full,100,-0.00019925042414650117,9.244042641846367e-05,4.543182525981544e-06,8.789724389248211e-05,-0.0001068099977280375,0.00978980658349754,-0.02882040961663865
0.6,1000000,9,full,1000,-0.000204268183862617,8.659238859489728e-05,1.0573360157331472e-05,7.601902843756581e-05,-0.0001176757952677197,-0.012691713551568,-0.01760651831116251
0.6,1000000,9,full,5000,-0.00015764204980928522,8.830474832223092e-05,8.86609527496401e-06,7.94386530472669e-05,-6.933730148705433e-05,-5.737695429048273e-05,-0.04004429464337216
0.6,1000000,9,full,9999,-0.00017690916330557988,8.847591099292488e-05,1.3953186019665852e-05,7.452272497325901e-05,-8.843325231265495e-05,-0.0007424744743736324,-0.051776579322864225
0.6,1000000,0,centered,0,-0.0004573541932454508,0.0001399080963780419,4.242584874324777e-05,9.748224763479411e-05,-0.000317446096867409,0.03783801825392885,-0.04696400005927303
0.6,1000000,0,centered,20,-0.0005657989683097595,0.00011565815944216514,3.949470680754563e-05,7.616345263461952e-05,-0.00045014080886759446,0.03355853334552948,-0.03664403211146817
0.6,1000000,0,centered,100,-0.00019246198875248833,4.394884923619531e-05,6.220361348119176e-06,3.772848788807613e-05,-0.00014851313951629296,0.01357061278133774,-0.026215761765042523
0.6,1000000,0,centered,1000,-4.6885995905317804e-05,1.6452410735380492e-05,1.279474932107524e-06,1.5172935803272971e-05,-3.0433585169937305e-05,-0.008399342317404841,-0.018033807780978177
0.6,1000000,0,centered,5000,0.00011280207420105606,2.519696278243013e-05,6.745953478104203e-06,1.845100930432593e-05,0.0001379990369834862,0.005142093966240445,-0.03521754892063058
0.6,1000000,0,centered,9999,7.2529492556663025e-06,2.5436458458714153e-05,6.827572888076655e-06,1.8608885570637497e-05,3.2689407714380423e-05,0.009364745172762838,-0.04559650954119119
0.6,1000000,1,centered,0,-0.00029620398680561024,0.00011285657948929508,3.477704048604846e-05,7.807953900324664e-05,-0.00018334740731631508,0.03511590197932942,-0.030098944990457205
0.6,1000000,1,centered,20,-0.00024119515217804616,7.387339447883504e-05,1.3309707468051445e-05,6.0563687010783606e-05,-0.00016732175769921116,0.030620248217117996,-0.02691620977327643
0.6,1000000,1,centered,100,-0.000189979087323316,4.197177155329122e-05,8.747915293955482e-06,3.322385625933575e-05,-0.0001480073157700248,0.01677436642220521,-0.019092001623381948
0.6,1000000,1,centered,1000,-3.282349082239117e-05,1.2026575175520083e-05,1.0819725694143061e-06,1.0944602606105775e-05,-2.0796915646871078e-05,-0.0023476050734354617,-0.00971972619228847
0.6,1000000,1,centered,5000,6.665546985967805e-06,1.9438558790406005e-05,4.892490074573072e-06,1.4546068715832933e-05,2.6104105776373828e-05,0.011401377273269878,-0.020092833114231417
0.6,1000000,1,centered,9999,1.5879259244626114e-05,1.4255682008054996e-05,2.0547727787749898e-06,1.2200909229280008e-05,3.0134941252681116e-05,0.01234273150645656,-0.029499071210614843
0.6,1000000,2,centered,0,-0.00027979629864437785,0.0001151523091856356,2.7980194493808977e-05,8.717211469182662e-05,-0.00016464398945874214,0.02640939916696018,-0.03511593128228614
0.6,1000000,2,centered,20,-0.000331104355513782,8.677159667948318e-05,1.853375205614369e-05,6.82378446233395e-05,-0.00024433275883429883,0.02136091671637202,-0.03132782263035134
0.6,1000000,2,centered,100,-0.0002573156478790152,4.682201822992846e-05,9.182212293862864e-06,3.7639805936065595e-05,-0.00021049362964908674,0.009736201155581175,-0.018575114255792353
0.6,1000000,2,centered,1000,-3.174887767558568e-05,2.0225044690098214e-05,3.616901587178611e-06,1.6608143102919598e-05,-1.1523832985487458e-05,-0.0032842549463081047,-0.01405445105824307
0.6,1000000,2,centered,5000,-6.231490532141896e-05,2.6531304870178887e-05,4.101547602388882e-06,2.242975726779e-05,-3.578360045124007e-05,-0.0023135966748125255,-0.023692873133487252
0.6,1000000,2,centered,9999,2.5895022897186905e-05,3.227880327249011e-05,8.519064264153578e-06,2.3759739008336524e-05,5.8173826169676996e-05,-0.0021929395613454446,-0.030832144145359185
0.6,1000000,3,centered,0,-0.00019027595892753943,9.016027873208978e-05,2.526653927337819e-05,6.48937394587116e-05,-0.00010011568019544959,0.017579914083984363,-0.03065338949709993
0.6,1000000,3,centered,20,-0.00024784944734036,7.624178985756091e-05,2.4658379811060512e-05,5.158341004650041e-05,-0.00017160765748279908,0.014287190193996635,-0.029555481423121945
0.6,1000000,3,centered,100,-0.0001198328076113083,3.3267818082194095e-05,5.08564871818004e-06,2.818216936401405e-05,-8.656498952911421e-05,0.0009291922521986242,-0.023027637788233263
0.6,1000000,3,centered,1000,-1.0397946216402158e-05,9.366395070841045e-06,9.552529964873348e-07,8.411142074353709e-06,-1.031551145561107e-06,-0.014929126659844695,-0.012463865533293782
0.6,1000000,3,centered,5000,4.367977739809174e-06,1.0226604389814785e-05,1.2845778173489128e-06,8.942026572465872e-06,1.4594582129623952e-05,-0.00709281421477723,-0.0221967404050933
0.6,1000000,3,centered,9999,9.444547332508189e-06,1.0224252288428764e-05,2.255108103506027e-06,7.969144184922737e-06,1.9668799620936958e-05,-0.003933785532171805,-0.03315887776747948
0.6,1000000,4,centered,0,-0.000354790435011791,0.0001318806348539689,2.7723929365546657e-05,0.00010415670548842226,-0.00022290980015782206,0.034566109662590654,-0.05189405933762102
