seed,branch,task,online_ce,online_acc,online_ce_first75,online_acc_first75,endpoint_ce,endpoint_acc,probe_auc,early75_probe_auc
1,AF,21,2.3098432779908182,0.111125,2.7832534662882487,0.09166666666666666,2.278533697128296,0.13166667520999908,2.3012968672513963,2.7032166576385497
1,AF,22,2.294545051534971,0.110875,2.4149296538035077,0.09833333333333333,2.2618513107299805,0.12916666269302368,2.287990621884664,2.37054905573527
1,AF,23,2.284336843172709,0.12588541666666667,2.5120164171854653,0.115,2.2628283500671387,0.14416666328907013,2.278358726243178,2.463755610783895
1,AF,24,2.311548002719879,0.10494791666666667,2.525790672302246,0.10166666666666667,2.2969675064086914,0.10999999940395355,2.3034965299367904,2.488657536506653
1,AF,25,2.302191797375679,0.10823958333333333,2.3861980120340984,0.10083333333333333,2.275726556777954,0.11083333939313889,2.28889184341828,2.363827622731527
1,BF,21,1.939627084751924,0.30659375,3.803494087855021,0.09333333333333334,1.6276732683181763,0.42500001192092896,1.8828977797230084,3.5469130579630535
1,BF,22,1.987451950619618,0.283375,3.2357899856567385,0.09166666666666666,1.6687864065170288,0.39666667580604553,1.9548181835611662,3.091724902788798
1,BF,23,1.989153309683005,0.30052083333333335,3.266022704442342,0.11,1.6932144165039062,0.398333340883255,1.9537761094172796,3.1348333517710367
1,BF,24,2.0416062782208124,0.25966666666666666,3.263491770426432,0.09916666666666667,1.7451303005218506,0.3774999976158142,1.9985500404437384,3.1264947191874186
1,BF,25,2.046266593694687,0.2536041666666667,3.0733256721496582,0.09416666666666666,1.7763395309448242,0.36916667222976685,2.012794266184171,2.9540749422709145
2,A,21,2.3131368174155553,0.103625,2.5541763432820637,0.10166666666666667,2.287851095199585,0.1158333346247673,2.302465224345525,2.4477661911646527
2,A,22,2.3150554405649504,0.09828125,2.3760105037689208,0.1075,2.3081560134887695,0.10916666686534882,2.3137064878145854,2.353236707051595
2,A,23,2.293289891044299,0.10765625,2.4169591649373374,0.09583333333333334,2.2375500202178955,0.13333334028720856,2.277954953213533,2.3910821119944257
2,A,24,2.314086043079694,0.09984375,2.4964338048299153,0.0825,2.2962324619293213,0.1158333346247673,2.3098306295871733,2.446275691986084
2,A,25,2.3106050164699554,0.10555208333333334,2.4578398863474527,0.1025,2.2927091121673584,0.11500000208616257,2.3022934288779893,2.4143686374028523
2,B,21,0.952277777445813,0.6619479166666666,5.2284547805786135,0.1025,0.6687811613082886,0.7408333420753479,0.9278698216776053,4.170412209828695
2,B,22,1.2012796501095095,0.6275729166666667,9.548520418802896,0.10083333333333333,0.8066133260726929,0.6916666626930237,1.1980493993659813,7.9720131842295325
2,B,23,1.2381709856217107,0.61128125,8.950906235376994,0.09416666666666666,0.6852080821990967,0.7441666722297668,1.2004165377616882,7.592618198394775
2,B,24,1.250109055519104,0.6033645833333333,8.553478107452392,0.10583333333333333,0.6648557782173157,0.7441666722297668,1.2248630772531033,7.338057661056519
2,B,25,1.286773878035446,0.59209375,8.178526198069255,0.09666666666666666,0.696709394454956,0.737500011920929,1.259503823041916,7.078068933486938
2,C,21,5.295184379518032,0.12873958333333332,23.340375709533692,0.09166666666666666,2.7310631275177,0.1925000101327896,5.335368007580439,22.465534222920734
2,C,22,2.436200157225132,0.17944791666666668,3.6757217025756836,0.1075,1.9053796529769897,0.27916666865348816,2.3960696788628897,3.5083027044932047
2,C,23,2.1905791066884994,0.20888541666666666,3.1765809933344524,0.1,1.7568103075027466,0.34833332896232605,2.1511893392006556,3.100781086285909
2,C,24,2.1516460603078205,0.20146875,3.2240930938720704,0.09,1.781555414199829,0.3166666626930237,2.1007867797414463,3.0995839770634968
2,C,25,2.2083184681932133,0.1820625,3.1251524257659913,0.0975,1.9427006244659424,0.27250000834465027,2.186671698232492,2.971887003580729
2,D,21,2.2666249369780225,0.16854166666666667,10.45173833847046,0.10416666666666667,2.03597092628479,0.19583334028720856,2.234294919749101,9.231024033228556
2,D,22,2.2267235866983732,0.13678125,3.3105636850992837,0.10333333333333333,2.1689767837524414,0.1525000035762787,2.2193350484371184,2.979293508529663
2,D,23,2.275693673769633,0.11605208333333333,2.7543685976664225,0.09416666666666666,2.234320640563965,0.13750000298023224,2.263704504410426,2.705113795598348
2,D,24,2.300506806751092,0.10538541666666666,2.6130797799428302,0.09166666666666666,2.285280227661133,0.12166666984558105,2.295433372537295,2.4773544295628867
2,D,25,2.3125636437733967,0.10561458333333333,2.4650323518117268,0.09833333333333333,2.3038673400878906,0.11500000208616257,2.304411678155263,2.406999479929606
2,AF,21,2.3152373512983324,0.1043125,2.5738688691457114,0.10166666666666667,2.2840559482574463,0.10999999940395355,2.3043350675702094,2.5198474645614626
2,AF,22,2.3050871007442475,0.10270833333333333,2.400302899678548,0.10333333333333333,2.28330659866333,0.1066666692495346,2.3038973502318063,2.376851733525594
2,AF,23,2.306608958601952,0.1025625,2.5101984469095866,0.08916666666666667,2.2789418697357178,0.11500000208616257,2.2943642581303916,2.4547669474283853
2,AF,24,2.3020819735924403,0.10464583333333333,2.474075126647949,0.08583333333333333,2.2835371494293213,0.125,2.2986665478348733,2.4304277181625364
2,AF,25,2.2928187092741332,0.11115625,2.406881144841512,0.10083333333333333,2.269347906112671,0.125,2.2845187059839565,2.3796462361017863
2,BF,21,2.0206017245749632,0.2728333333333333,3.750620034535726,0.09333333333333334,1.9043225049972534,0.3058333396911621,1.98522092183431,3.4893617073694867
2,BF,22,2.0746156125863395,0.25666666666666665,3.197501287460327,0.105,1.8029108047485352,0.36500000953674316,2.034226342240969,3.1020722945531207
2,BF,23,2.0338412120938303,0.2609270833333333,3.0351129945119224,0.09833333333333333,1.7498571872711182,0.3633333444595337,1.9922245848973592,2.922179848353068
2,BF,24,2.067535934905211,0.250125,3.012402760187785,0.09166666666666666,1.8039474487304688,0.3566666841506958,2.015742316146692,2.9081663529078168
2,BF,25,2.062574238280455,0.24291666666666667,2.9372767925262453,0.09583333333333334,1.7874138355255127,0.3541666865348816,2.0243520923058194,2.847411454518636
