metric,seed,A_minus_B,C_minus_D,response_interaction,AF_minus_BF,A_minus_C,B_minus_D,A_minus_D
endpoint_ce_task21,2,1.6190699338912964,0.6950922012329102,-0.9239777326583862,0.37973344326019287,-0.44321203231811523,-1.3671897649765015,0.2518801689147949
endpoint_acc_task21_pp_cost,0,62.416667491197586,8.5833340883255,-53.833333402872086,22.749999910593033,1.6666658222675323,-52.16666758060455,10.249999910593033
endpoint_acc_task21_pp_cost,1,63.41667026281357,2.5000005960464478,-60.91666966676712,29.333333671092987,3.083333373069763,-57.83333629369736,5.583333969116211
endpoint_acc_task21_pp_cost,2,62.50000074505806,0.33333301544189453,-62.166667729616165,19.583334028720856,7.666667550802231,-54.500000178813934,8.000000566244125
online_ce_all5_mean,0,1.055892591928442,0.5472788897713028,-0.5086137021571393,0.21687101853688562,-0.5130701030373581,-1.0216838051944974,0.034208786733944674
online_ce_all5_mean,1,1.1809323808625343,0.3863917025844259,-0.7945406782781084,0.29967195116480205,-0.36390113229751586,-1.1584418105756242,0.02249057028691004
online_ce_all5_mean,2,1.123512372368574,0.5799631047924363,-0.5435492675761378,0.25253307421406124,-0.5471509926716491,-1.0907002602477869,0.03281211212078716
online_acc_all5_mean_pp_cost,0,48.33666666666667,-2.4668750000000017,-50.803541666666675,13.29645833333333,4.674583333333333,-46.128958333333344,2.207708333333331
online_acc_all5_mean_pp_cost,1,53.42645833333333,-5.064375000000002,-58.49083333333333,16.853750000000005,6.469791666666669,-52.02104166666666,1.4054166666666674
online_acc_all5_mean_pp_cost,2,51.626041666666666,-5.364583333333336,-56.990625,15.161666666666667,7.712916666666665,-49.27770833333334,2.348333333333329
endpoint_ce_all5_mean,0,1.5426922559738157,-0.015773582458495916,-1.5584658384323116,0.4183903217315674,0.08819251060485822,-1.4702733278274533,0.0724189281463623
endpoint_ce_all5_mean,1,1.6638122797012327,-0.20510866641998282,-1.8689209461212155,0.5729526996612551,0.2506915807723997,-1.6182293653488158,0.0455829143524169
endpoint_ce_all5_mean,2,1.580066192150116,-0.18218135833740234,-1.7622475504875184,0.47014753818511945,0.26099791526794425,-1.501249635219574,0.0788165569305419
endpoint_acc_all5_mean_pp_cost,0,60.65000236034393,-8.616666942834852,-69.26666930317879,20.70000037550926,11.350000202655792,-57.916669100522995,2.73333325982094
endpoint_acc_all5_mean_pp_cost,1,64.51666831970215,-11.283333301544191,-75.80000162124634,26.816667169332504,13.083333671092987,-62.71666795015335,1.8000003695487958
endpoint_acc_all5_mean_pp_cost,2,61.383333653211594,-13.733333200216293,-75.11666685342789,23.266667872667313,16.400000005960464,-58.71666684746742,2.666666805744171
online_ce_task21,0,1.3261828400070468,2.6425517663955693,1.3163689263885225,0.2692744985620181,-2.5458506177266442,-1.2294816913381217,0.0967011486689251
online_ce_task21,1,1.4174294878418245,2.2139774798949565,0.796547992053132,0.3702161932388943,-2.1681150396664943,-1.3715670476133623,0.0458624402284622
online_ce_task21,2,1.3608590399697422,3.0285594425400095,1.6677004025702673,0.2946356267233692,-2.9820475621024767,-1.3143471595322094,0.04651188043753285
online_acc_task21_pp_cost,0,54.375,7.256249999999998,-47.118750000000006,15.57916666666667,0.27291666666666714,-46.84583333333333,7.529166666666665
online_acc_task21_pp_cost,1,58.002083333333324,3.0427083333333336,-54.959374999999994,19.546875,1.5979166666666647,-53.361458333333324,4.640624999999998
online_acc_task21_pp_cost,2,55.83229166666666,3.9802083333333353,-51.852083333333326,16.852083333333333,2.5114583333333336,-49.34062499999999,6.491666666666669
online_ce_task22,0,0.988105437397957,0.30654133615891155,-0.6815641012390454,0.20715009222428016,-0.2589306637446085,-0.9404947649836539,0.04761067241430306
online_ce_task22,1,1.1610427626843252,0.036657564878463944,-1.1243851978058612,0.3070931009153528,-0.010591670274734621,-1.1349768680805958,0.026065894603729323
online_ce_task22,2,1.1137757904554408,0.20947657052675872,-0.9042992199286821,0.23047148815790797,-0.12114471666018156,-1.0254439365888637,0.08833185386657716
online_acc_task22_pp_cost,0,47.489583333333336,0.48854166666666643,-47.001041666666666,12.928125000000001,1.8270833333333325,-45.17395833333333,2.315624999999999
online_acc_task22_pp_cost,1,53.824999999999996,-4.788541666666665,-58.61354166666666,17.25,5.957291666666666,-52.65624999999999,1.168750000000001
online_acc_task22_pp_cost,2,52.92916666666667,-4.2666666666666675,-57.19583333333333,15.39583333333333,8.116666666666667,-49.079166666666666,3.8499999999999996
online_ce_task23,0,1.028939808435738,0.031501607616742255,-0.9974382008189957,0.211471522370974,-0.01415298901001627,-1.011591189829012,0.017348618606725985
online_ce_task23,1,1.1701313551490506,-0.10166752213239638,-1.271798877281447,0.29518353348970416,0.13254569528500237,-1.1392531819964447,0.030878173152605992
online_ce_task23,2,1.0551189054225882,-0.08511456708113352,-1.1402334725037218,0.2727677465081215,0.1027107843557995,-1.0375226881479223,0.01759621727466598
online_acc_task23_pp_cost,0,48.60104166666667,-3.230208333333332,-51.83125,13.089583333333335,4.003124999999999,-47.828125,0.7729166666666671
online_acc_task23_pp_cost,1,53.467708333333334,-7.452083333333334,-60.91979166666667,17.46354166666667,8.33125,-52.58854166666667,0.8791666666666664
online_acc_task23_pp_cost,2,50.3625,-9.283333333333331,-59.64583333333333,15.836458333333331,10.122916666666665,-49.52291666666666,0.8395833333333336
online_ce_task24,0,0.9938493746941288,-0.13389932125806814,-1.127748695952197,0.19840963637828857,0.14414526911576564,-0.9836034268364313,0.010245947857697502
online_ce_task24,1,1.109137576793631,-0.08576745921373385,-1.1949050360073648,0.2699417244990667,0.09099189901351945,-1.1039131369938453,0.005224439799785596
online_ce_task24,2,1.0639769875605902,-0.14886074644327163,-1.2128377340038619,0.23454603868722934,0.16243998277187366,-1.0503977512319882,0.013579236328602029
online_acc_task24_pp_cost,0,46.346875000000004,-8.584375,-54.931250000000006,12.185416666666665,8.998958333333334,-45.93229166666667,0.41458333333333464
online_acc_task24_pp_cost,1,52.36562500000001,-7.479166666666666,-59.84479166666667,15.471874999999999,7.742708333333333,-52.10208333333334,0.2635416666666668
online_acc_task24_pp_cost,2,50.35208333333333,-9.608333333333336,-59.96041666666667,14.547916666666666,10.162500000000001,-49.797916666666666,0.5541666666666654
online_ce_task25,0,0.9423854991073408,-0.11030094005664193,-1.0526864391639827,0.19804934314886724,0.10943848617871588,-0.9432479529852669,-0.0008624538779260504
online_ce_task25,1,1.0469207218438386,-0.13124155050516118,-1.1781622723489997,0.25592520368099203,0.13566345415512693,-1.0424988181938728,0.004421903649965753
online_ce_task25,2,1.0238311384345093,-0.10424517558018342,-1.1280763140146928,0.23024447099367817,0.1022865482767421,-1.0257897657379507,-0.001958627303441318
online_acc_task25_pp_cost,0,44.87083333333334,-8.26458333333333,-53.13541666666667,12.699999999999998,8.270833333333332,-44.86458333333333,0.006250000000001421
online_acc_task25_pp_cost,1,49.471875,-8.644791666666666,-58.11666666666666,14.536458333333336,8.719791666666666,-49.396874999999994,0.07499999999999929
online_acc_task25_pp_cost,2,48.65416666666666,-7.644791666666665,-56.298958333333324,13.176041666666668,7.6510416666666625,-48.64791666666666,0.006249999999997868
