seed,env,act1,act2,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
2,PM,ELU1,ELU1,22,0.1158333,0.9910729,0.03923768,True,1,4.598856e-05,1.926031,7.423791,3.460738,2.514779,7.369852,0.3561167,0.1993917
2,PM,ELU1,LR,22,0.1158333,0.9909375,0.03566904,True,1,2.734582e-05,1.881171,7.198133,2.717408,2.748211,7.143992,0.4231,0.180725
2,PM,LR,ELU1,22,0.1158333,0.9898646,0.04400294,True,1,5.471945e-05,1.334659,6.700987,3.263909,2.66027,6.625519,0,0.1661167
2,PM,LR,LR,22,0.1158333,0.9898854,0.04351287,True,1,5.293369e-05,1.467083,6.657483,3.025085,3.467921,6.572897,0,0.1583167
0,RL,ELU1,ELU1,23,0.1066667,0.1088646,2.28748,True,0.1408333,2.212698,14.6394,12.59904,4.182618,3.825909,12.45161,0.6864834,0.04770834
0,RL,ELU1,LR,23,0.1066667,0.43025,1.599591,True,0.7008333,0.8421711,1.437403,18.83435,4.113082,4.214064,18.76118,0.9080833,0.02114167
0,RL,LR,ELU1,23,0.1066667,0.1039479,2.301806,True,0.1166667,2.277375,12.20841,13.93732,5.015124,4.488018,13.53308,0,0.04023333
0,RL,LR,LR,23,0.1066667,0.5126145,1.492561,True,0.845,0.5808481,0.9948709,16.37793,3.741549,6.253445,16.24847,0,0.03246667
0,PM,ELU1,ELU1,23,0.1191667,0.9927083,0.03318547,True,1,3.169696e-05,1.980458,7.391162,3.477223,2.49421,7.315521,0.3900084,0.185575
0,PM,ELU1,LR,23,0.1191667,0.9919375,0.03431137,True,1,2.729654e-05,1.738539,7.310748,2.739471,2.74837,7.244432,0.401575,0.193925
0,PM,LR,ELU1,23,0.1191667,0.9908125,0.03862011,True,1,5.102158e-05,1.799869,6.66704,3.471903,2.596405,6.596087,0,0.1728084
0,PM,LR,LR,23,0.1191667,0.99075,0.03785858,True,1,3.85499e-05,1.466853,6.737591,3.023282,3.422577,6.666938,0,0.1625417
1,RL,ELU1,ELU1,23,0.1333333,0.1211875,2.306078,True,0.1383333,2.296497,15.51686,11.98066,3.992873,3.827053,11.81714,0.6536084,0.0424
1,RL,ELU1,LR,23,0.1333333,0.3811979,1.716275,True,0.6525,0.9889523,1.393683,18.93121,4.066038,4.125026,18.86907,0.9268001,0.01739167
1,RL,LR,ELU1,23,0.1333333,0.1234479,2.290547,True,0.1508333,2.253486,9.809181,14.6452,4.923318,4.533934,14.13661,0,0.03125833
1,RL,LR,LR,23,0.1333333,0.5053229,1.503131,True,0.85,0.5604004,1.111152,15.69068,3.701076,6.074047,15.58492,0,0.03588333
1,PM,ELU1,ELU1,23,0.1141667,0.9908125,0.04299516,True,1,5.345503e-05,2.358965,7.603201,3.509076,2.52829,7.531562,0.4135917,0.1696083
1,PM,ELU1,LR,23,0.1141667,0.9914063,0.03714752,True,1,3.652652e-05,2.175913,7.302494,2.765919,2.678338,7.241821,0.388475,0.183975
1,PM,LR,ELU1,23,0.1141667,0.9906146,0.0404058,True,1,7.043839e-05,1.461236,6.678864,3.327408,2.676408,6.58925,0,0.14195
1,PM,LR,LR,23,0.1141667,0.9881875,0.05141396,True,1,6.537596e-05,1.370918,6.855079,3.096059,3.482618,6.750962,0,0.147975
2,RL,ELU1,ELU1,23,0.1091667,0.099875,2.31452,True,0.1141667,2.292301,15.86207,12.76222,4.459169,4.1145,12.62448,0.7370167,0.038425
2,RL,ELU1,LR,23,0.1091667,0.3524271,1.76166,True,0.6058334,1.061965,1.295429,19.56932,4.04811,4.106972,19.49227,0.9402334,0.01384167
2,RL,LR,ELU1,23,0.1091667,0.1080833,2.285595,True,0.1308333,2.220625,5.04032,16.35972,5.327033,4.726635,15.76299,0,0.02314167
2,RL,LR,LR,23,0.1091667,0.5149062,1.480929,True,0.8291667,0.6097883,1.204508,15.73571,3.798966,6.080906,15.6161,0,0.03455
2,PM,ELU1,ELU1,23,0.1158333,0.9901667,0.0422274,True,1,5.562147e-05,2.247874,7.609039,3.530878,2.539135,7.554506,0.3398584,0.2003167
2,PM,ELU1,LR,23,0.1158333,0.9910104,0.03534244,True,1,2.484957e-05,2.06617,7.3627,2.760101,2.738737,7.311937,0.3687917,0.2025917
2,PM,LR,ELU1,23,0.1158333,0.9882292,0.04893839,True,1,6.788016e-05,1.477067,6.901309,3.361293,2.711282,6.812069,0,0.1504083
2,PM,LR,LR,23,0.1158333,0.9891458,0.04448929,True,1,4.082442e-05,1.526376,6.811577,3.074147,3.476556,6.721732,0,0.1468
0,RL,ELU1,ELU1,24,0.1183333,0.1093229,2.303012,True,0.1083333,2.289584,15.36769,12.66758,4.188879,3.820574,12.51033,0.7183667,0.04003333
0,RL,ELU1,LR,24,0.1183333,0.4216667,1.63141,True,0.6858333,0.8907689,1.424129,19.33221,4.134201,4.127786,19.26424,0.9087167,0.02099167
0,RL,LR,ELU1,24,0.1183333,0.1075417,2.30474,True,0.1108333,2.276153,12.76332,14.08197,5.017741,4.484911,13.66602,0,0.04263333
0,RL,LR,LR,24,0.1183333,0.5141875,1.496223,True,0.8041667,0.66731,1.015476,16.67889,3.756291,6.206839,16.53787,0,0.03179167
0,PM,ELU1,ELU1,24,0.1191667,0.9908125,0.04229851,True,1,4.430374e-05,2.253788,7.555405,3.538585,2.532126,7.472029,0.4208499,0.1604417
0,PM,ELU1,LR,24,0.1191667,0.9899271,0.04546741,True,1,3.575246e-05,1.925135,7.465189,2.771817,2.763844,7.390248,0.4136333,0.1782917
0,PM,LR,ELU1,24,0.1191667,0.9898958,0.04440806,True,1,4.84403e-05,1.635929,6.821734,3.556298,2.649468,6.744021,0,0.184725
0,PM,LR,LR,24,0.1191667,0.9895208,0.05013532,True,1,5.32802e-05,1.65937,6.889834,3.064473,3.422374,6.820388,0,0.1511167
1,RL,ELU1,ELU1,24,0.1158333,0.1025729,2.314545,True,0.1075,2.302533,15.7554,12.01517,3.994101,3.825029,11.8491,0.6496333,0.04210833
1,RL,ELU1,LR,24,0.1158333,0.3712292,1.726296,True,0.6483334,0.9848686,1.340107,19.35354,4.087386,4.050512,19.29188,0.9279666,0.01813333
1,RL,LR,ELU1,24,0.1158333,0.1103646,2.279531,True,0.135,2.222666,9.737556,14.88543,4.956255,4.531766,14.35069,0,0.0336
1,RL,LR,LR,24,0.1158333,0.5217813,1.452786,True,0.865,0.5163982,1.061031,15.88244,3.718018,6.094266,15.76797,0,0.03459167
1,PM,ELU1,ELU1,24,0.1141667,0.9923646,0.0355795,True,1,5.225182e-05,2.228961,7.752007,3.562366,2.544898,7.679663,0.39435,0.1716166
1,PM,ELU1,LR,24,0.1141667,0.9915937,0.03477348,True,1,2.874375e-05,1.806854,7.457677,2.78541,2.666077,7.399247,0.3968833,0.1939
1,PM,LR,ELU1,24,0.1141667,0.9913646,0.03638169,True,1,3.901641e-05,1.289181,6.82838,3.42564,2.675868,6.735083,0,0.1579334
1,PM,LR,LR,24,0.1141667,0.9905416,0.04233659,True,1,2.967199e-05,1.25068,6.996654,3.13777,3.485771,6.896875,0,0.1574667
2,RL,ELU1,ELU1,24,0.11,0.103375,2.304222,True,0.1233333,2.273784,16.30228,12.87868,4.464779,4.112834,12.73967,0.7215167,0.04050834
2,RL,ELU1,LR,24,0.11,0.3440729,1.78987,True,0.5316667,1.202098,1.243426,20.01681,4.051751,3.969506,19.9355,0.9484833,0.0122
2,RL,LR,ELU1,24,0.11,0.1175104,2.261565,True,0.155,2.18463,5.258924,16.66117,5.353549,4.726749,16.08094,0,0.027525
2,RL,LR,LR,24,0.11,0.4913958,1.553092,True,0.7858334,0.7116629,1.14678,16.01339,3.787358,6.024701,15.88451,0,0.02981666
2,PM,ELU1,ELU1,24,0.1158333,0.9902604,0.04391776,True,1,4.408757e-05,2.025897,7.785608,3.597494,2.554068,7.729313,0.3925,0.1808084
2,PM,ELU1,LR,24,0.1158333,0.9902396,0.03895469,True,1,2.93692e-05,2.033312,7.525035,2.79905,2.745674,7.464541,0.4430584,0.1637417
2,PM,LR,ELU1,24,0.1158333,0.9898125,0.04287308,True,1,6.848812e-05,1.446079,7.070898,3.444847,2.765309,6.972859,0,0.1466
2,PM,LR,LR,24,0.1158333,0.9856979,0.06417755,True,1,5.239169e-05,1.768257,6.988308,3.129202,3.456343,6.893154,0,0.1414583
0,RL,ELU1,ELU1,25,0.1083333,0.1009167,2.307065,True,0.1133333,2.295489,15.64529,12.74059,4.192446,3.817216,12.57279,0.7262584,0.03681667
0,RL,ELU1,LR,25,0.1083333,0.3963646,1.678994,True,0.6633334,0.9289071,1.410663,19.73855,4.144209,4.03767,19.66251,0.9136083,0.02076667
0,RL,LR,ELU1,25,0.1083333,0.1066458,2.290578,True,0.1316667,2.232822,13.20507,14.23754,5.033947,4.482552,13.81398,0,0.04621667
0,RL,LR,LR,25,0.1083333,0.4989479,1.513122,True,0.7991667,0.6720433,1.041859,17.02829,3.788087,6.169446,16.87999,0,0.02858334
0,PM,ELU1,ELU1,25,0.1191667,0.9921771,0.03655838,True,1,4.932006e-05,2.195244,7.713984,3.596549,2.551353,7.627796,0.4298167,0.1642583
0,PM,ELU1,LR,25,0.1191667,0.990625,0.04192556,True,1,3.335714e-05,1.820834,7.632212,2.79873,2.777583,7.550097,0.4190083,0.1823917
0,PM,LR,ELU1,25,0.1191667,0.9905313,0.03859745,True,1,5.074104e-05,1.511907,6.985272,3.63758,2.688622,6.897851,0,0.15385
0,PM,LR,LR,25,0.1191667,0.9904271,0.04206535,True,1,4.12639e-05,1.298231,7.036469,3.114583,3.450684,6.962751,0,0.1600667
1,RL,ELU1,ELU1,25,0.1183333,0.1032083,2.319311,True,0.1008333,2.303955,16.28536,12.02398,3.99566,3.822372,11.84808,0.6456917,0.04370834
1,RL,ELU1,LR,25,0.1183333,0.3611146,1.74284,True,0.62,1.018924,1.324321,19.78615,4.106998,3.990084,19.71745,0.9338083,0.01549167
1,RL,LR,ELU1,25,0.1183333,0.1156667,2.282601,True,0.135,2.204669,10.19041,15.00848,4.973127,4.527585,14.45475,0,0.03335
1,RL,LR,LR,25,0.1183333,0.502875,1.497164,True,0.8333334,0.6048924,1.08929,16.31022,3.717004,6.051472,16.18922,0,0.03093333
1,PM,ELU1,ELU1,25,0.1141667,0.9904062,0.04126781,True,1,3.785769e-05,2.456866,7.916885,3.63963,2.543505,7.850852,0.4011083,0.1620667
1,PM,ELU1,LR,25,0.1141667,0.9911146,0.03622188,True,1,2.975782e-05,1.825697,7.594784,2.796393,2.673992,7.534995,0.4047417,0.1919333
1,PM,LR,ELU1,25,0.1141667,0.9895,0.04434715,True,1,7.11147e-05,1.628324,7.037516,3.512637,2.72833,6.930421,0,0.13805
1,PM,LR,LR,25,0.1141667,0.9885,0.04909571,True,1,4.598379e-05,1.382677,7.153365,3.167419,3.499891,7.037935,0,0.1335167
2,RL,ELU1,ELU1,25,0.1175,0.1036979,2.312555,True,0.1141667,2.302364,16.88382,12.8991,4.470205,4.109087,12.74738,0.7327083,0.03623333
2,RL,ELU1,LR,25,0.1175,0.3430521,1.77801,True,0.5516667,1.189404,1.25837,20.438,4.072402,3.860074,20.33943,0.949325,0.01258333
2,RL,LR,ELU1,25,0.1175,0.1176042,2.277486,True,0.1516667,2.204684,5.578929,16.82879,5.376604,4.721162,16.20678,0,0.02970833
2,RL,LR,LR,25,0.1175,0.5187187,1.481858,True,0.8325,0.6011559,1.199818,16.31176,3.811206,6.015061,16.16794,0,0.02934167
2,PM,ELU1,ELU1,25,0.1158333,0.991375,0.03653176,True,1,4.470189e-05,1.837984,7.951271,3.664826,2.589361,7.892714,0.4424666,0.168925
2,PM,ELU1,LR,25,0.1158333,0.9896354,0.0411347,True,1,2.121846e-05,2.127049,7.695366,2.838256,2.756433,7.642442,0.3749917,0.19065
2,PM,LR,ELU1,25,0.1158333,0.9899271,0.04524496,True,1,5.751133e-05,1.518132,7.231336,3.5381,2.793278,7.137408,0,0.1552417
2,PM,LR,LR,25,0.1158333,0.9866146,0.05910712,True,1,8.413076e-05,1.813667,7.175592,3.214207,3.495663,7.075015,0,0.1518083
0,RL,ELU1,ELU1,26,0.1075,0.09780208,2.316684,True,0.1008333,2.304577,16.10452,12.774,4.194623,3.814669,12.59152,0.7288083,0.03515
0,RL,ELU1,LR,26,0.1075,0.3851354,1.725211,True,0.615,1.073434,1.405151,20.11204,4.130967,3.900406,20.03695,0.9233917,0.01789167
0,RL,LR,ELU1,26,0.1075,0.1073854,2.290022,True,0.1275,2.243535,13.79368,14.35353,5.045146,4.478872,13.92403,0,0.05165
0,RL,LR,LR,26,0.1075,0.4562187,1.636952,True,0.7375,0.8124157,1.030175,17.27779,3.755404,6.032169,17.12756,0,0.02559167
0,PM,ELU1,ELU1,26,0.1191667,0.9913958,0.04145859,True,1,4.490693e-05,2.309011,7.85683,3.648556,2.55827,7.775535,0.3993833,0.1760667
0,PM,ELU1,LR,26,0.1191667,0.9903646,0.04069774,True,1,3.151178e-05,1.943514,7.809951,2.830153,2.748478,7.737196,0.3946083,0.1854917
0,PM,LR,ELU1,26,0.1191667,0.9909375,0.03763282,True,1,5.031109e-05,1.622449,7.130811,3.711653,2.724608,7.039296,0,0.1670833
0,PM,LR,LR,26,0.1191667,0.9891042,0.04636444,True,1,5.498052e-05,1.473249,7.191831,3.195537,3.499826,7.117078,0,0.1391917
1,RL,ELU1,ELU1,26,0.1233333,0.1052187,2.318423,True,0.125,2.316453,16.59458,12.0643,3.996948,3.820952,11.88963,0.64575,0.04371667
1,RL,ELU1,LR,26,0.1233333,0.3544375,1.749977,True,0.5533333,1.179637,1.272943,20.26494,4.128642,3.911233,20.20455,0.9465668,0.01235833
1,RL,LR,ELU1,26,0.1233333,0.1255729,2.25704,True,0.1758333,2.161966,10.74317,15.13178,4.987926,4.526524,14.59278,0,0.0407
1,RL,LR,LR,26,0.1233333,0.5007917,1.538173,True,0.8225,0.6302508,1.092723,16.59098,3.697838,5.949911,16.46723,0,0.03356666
1,PM,ELU1,ELU1,26,0.1141667,0.9916146,0.03605056,True,1,4.08109e-05,2.227275,8.054862,3.699323,2.572348,7.98786,0.408975,0.1720583
1,PM,ELU1,LR,26,0.1141667,0.9913125,0.03567581,True,1,3.960451e-05,1.987106,7.739979,2.844749,2.696358,7.684444,0.3995834,0.18225
1,PM,LR,ELU1,26,0.1141667,0.9910625,0.04147929,True,1,7.288774e-05,1.177946,7.187381,3.585064,2.770781,7.08122,0,0.1484833
1,PM,LR,LR,26,0.1141667,0.9890729,0.04392903,True,1,3.777584e-05,1.436569,7.308722,3.230812,3.504208,7.190903,0,0.1520583
2,RL,ELU1,ELU1,26,0.1158333,0.1089375,2.297445,True,0.1158333,2.257806,16.88558,13.05778,4.487051,4.108225,12.91262,0.6907001,0.04818334
2,RL,ELU1,LR,26,0.1158333,0.3372083,1.769914,True,0.565,1.119999,1.321617,20.87166,4.102958,3.811893,20.78262,0.9453751,0.013225
2,RL,LR,ELU1,26,0.1158333,0.1147292,2.285254,True,0.1316667,2.220241,5.582759,17.02135,5.388295,4.715819,16.36627,0,0.02743333
2,RL,LR,LR,26,0.1158333,0.4982292,1.525439,True,0.8033333,0.6568061,1.144727,16.69521,3.816154,5.968182,16.54434,0,0.0311
2,PM,ELU1,ELU1,26,0.1158333,0.9908125,0.04104692,True,1,5.738338e-05,2.107059,8.104467,3.736721,2.621674,8.040121,0.41405,0.16955
2,PM,ELU1,LR,26,0.1158333,0.989,0.04618683,True,1,3.646056e-05,2.110535,7.873712,2.887154,2.780513,7.812899,0.4244,0.1743333
2,PM,LR,ELU1,26,0.1158333,0.9889896,0.04587439,True,1,6.465991e-05,1.576171,7.39141,3.629531,2.84273,7.294242,0,0.1393917
2,PM,LR,LR,26,0.1158333,0.9885208,0.04688169,True,1,5.934318e-05,1.516072,7.340363,3.270426,3.518661,7.239401,0,0.1306333
0,RL,ELU1,ELU1,27,0.125,0.1096667,2.311913,True,0.1283333,2.293406,17.05785,12.83887,4.19471,3.812597,12.64377,0.7188416,0.03654167
0,RL,ELU1,LR,27,0.125,0.3769479,1.729676,True,0.6341667,1.04327,1.436277,20.48569,4.123804,3.813974,20.39681,0.9252333,0.016575
0,RL,LR,ELU1,27,0.125,0.1235521,2.275121,True,0.1508333,2.222057,14.36739,14.52486,5.063731,4.474805,14.07985,0,0.05070833
0,RL,LR,LR,27,0.125,0.4736354,1.578924,True,0.7725,0.7633684,1.026647,17.59767,3.747912,5.978458,17.43973,0,0.02401667
0,PM,ELU1,ELU1,27,0.1191667,0.9904687,0.04106905,True,1,2.902746e-05,2.333732,8.011993,3.705575,2.562329,7.925096,0.4169084,0.1648417
0,PM,ELU1,LR,27,0.1191667,0.9919688,0.03374856,True,1,1.882076e-05,2.035531,7.947715,2.858435,2.723249,7.879107,0.3828333,0.2012084
0,PM,LR,ELU1,27,0.1191667,0.990375,0.04135373,True,1,5.221129e-05,1.576555,7.280619,3.772955,2.753759,7.189308,0,0.1596417
0,PM,LR,LR,27,0.1191667,0.9894167,0.04469473,True,1,4.83044e-05,1.34967,7.351081,3.240569,3.510375,7.274348,0,0.1490917
1,RL,ELU1,ELU1,27,0.1183333,0.09965625,2.321015,True,0.12,2.300014,16.65289,12.0652,3.998039,3.819333,11.88825,0.6450584,0.04256666
1,RL,ELU1,LR,27,0.1183333,0.3665417,1.714126,True,0.6041667,1.060782,1.341813,20.72013,4.149156,3.854903,20.64352,0.9395416,0.01421667
1,RL,LR,ELU1,27,0.1183333,0.1143958,2.280548,True,0.12,2.225525,10.79638,15.25139,4.995216,4.522628,14.68855,0,0.03618333
1,RL,LR,LR,27,0.1183333,0.4957396,1.510712,True,0.82,0.6155832,1.118917,17.0178,3.720118,5.95601,16.88659,0,0.02938334
1,PM,ELU1,ELU1,27,0.1141667,0.9915937,0.03789971,True,1,5.181869e-05,2.164961,8.201666,3.748297,2.584583,8.12709,0.410775,0.1681333
1,PM,ELU1,LR,27,0.1141667,0.9909479,0.03684986,True,1,3.509124e-05,1.951103,7.883276,2.887077,2.711045,7.821444,0.452375,0.1627083
1,PM,LR,ELU1,27,0.1141667,0.9909791,0.03987914,True,1,7.920424e-05,1.395525,7.363132,3.669502,2.824469,7.246794,0,0.1342833
1,PM,LR,LR,27,0.1141667,0.9909375,0.0344548,True,1,2.842983e-05,1.206269,7.461903,3.283252,3.535016,7.342689,0,0.14075
2,RL,ELU1,ELU1,27,0.1183333,0.1108854,2.300279,True,0.1258333,2.267246,17.42702,13.15318,4.489639,4.105307,12.99577,0.6772417,0.04615834
2,RL,ELU1,LR,27,0.1183333,0.3466979,1.800699,True,0.5458333,1.181331,1.348399,21.28736,4.106816,3.663701,21.19226,0.9446084,0.01240833
2,RL,LR,ELU1,27,0.1183333,0.1214896,2.272707,True,0.1491667,2.215321,5.573264,17.21074,5.400546,4.713413,16.49895,0,0.02908333
2,RL,LR,LR,27,0.1183333,0.4769687,1.582022,True,0.7683334,0.7185013,1.170755,16.97029,3.800678,5.884287,16.81376,0,0.02843333
2,PM,ELU1,ELU1,27,0.1158333,0.9896562,0.04693516,True,1,4.902959e-05,2.301518,8.263325,3.796199,2.638433,8.200274,0.3940667,0.167975
2,PM,ELU1,LR,27,0.1158333,0.9899063,0.04049312,True,1,2.987067e-05,2.044483,8.034079,2.930145,2.805942,7.969531,0.4299583,0.1711916
2,PM,LR,ELU1,27,0.1158333,0.9888854,0.04601241,True,1,7.679701e-05,1.709726,7.574498,3.709073,2.895094,7.473558,0,0.125075
2,PM,LR,LR,27,0.1158333,0.9877291,0.04837653,True,1,4.960696e-05,1.71415,7.478693,3.318845,3.50725,7.377867,0,0.1443583
0,RL,ELU1,ELU1,28,0.1125,0.1079583,2.29253,True,0.1283333,2.251996,17.32773,12.98271,4.203238,3.811729,12.80385,0.6801583,0.046525
0,RL,ELU1,LR,28,0.1125,0.3626667,1.760819,True,0.5708333,1.147105,1.393117,20.87187,4.128004,3.725573,20.79053,0.9312667,0.01504167
0,RL,LR,ELU1,28,0.1125,0.1088021,2.296657,True,0.125,2.270508,14.76453,14.65392,5.079337,4.467854,14.18556,0,0.04811667
0,RL,LR,LR,28,0.1125,0.4860521,1.560103,True,0.8116667,0.6437598,1.031183,18.01752,3.760906,5.925311,17.85963,0,0.03301667
0,PM,ELU1,ELU1,28,0.1191667,0.9898646,0.04565741,True,1,5.081892e-05,2.301816,8.17352,3.765289,2.588124,8.091201,0.4025584,0.1659667
0,PM,ELU1,LR,28,0.1191667,0.990052,0.04246452,True,1,3.745238e-05,2.001048,8.101974,2.893533,2.719991,8.028428,0.4142833,0.1747667
0,PM,LR,ELU1,28,0.1191667,0.9895208,0.05174177,True,1,6.831805e-05,1.737142,7.430861,3.848031,2.785732,7.335739,0,0.1474417
0,PM,LR,LR,28,0.1191667,0.9887083,0.05060199,True,1,4.791657e-05,1.411284,7.494989,3.284832,3.520741,7.408488,0,0.1475333
1,RL,ELU1,ELU1,28,0.1125,0.1018958,2.317468,True,0.1058333,2.316275,16.65569,12.07889,3.99913,3.818253,11.90229,0.6406417,0.0431
1,RL,ELU1,LR,28,0.1125,0.3397604,1.794299,True,0.5466667,1.189379,1.328411,21.09573,4.159621,3.763264,21.01855,0.9467333,0.01295
1,RL,LR,ELU1,28,0.1125,0.1099271,2.295026,True,0.1158333,2.278536,11.14765,15.36888,5.010404,4.518951,14.79766,0,0.03326667
1,RL,LR,LR,28,0.1125,0.4626146,1.621073,True,0.7858334,0.7645646,1.129883,17.32268,3.698366,5.833635,17.17684,0,0.02826667
1,PM,ELU1,ELU1,28,0.1141667,0.9900938,0.04882016,True,1,4.300634e-05,2.370589,8.355741,3.795663,2.585368,8.285094,0.386875,0.1673667
1,PM,ELU1,LR,28,0.1141667,0.9907708,0.04060154,True,1,4.417102e-05,2.251238,8.034273,2.923859,2.726766,7.973757,0.4414917,0.1615833
1,PM,LR,ELU1,28,0.1141667,0.9898542,0.04872784,True,1,7.664839e-05,1.548349,7.518512,3.735804,2.854233,7.406261,0,0.1419833
1,PM,LR,LR,28,0.1141667,0.9890937,0.04094322,True,1,4.005194e-05,1.363574,7.596473,3.331364,3.553076,7.486507,0,0.1487
2,RL,ELU1,ELU1,28,0.1091667,0.1005521,2.31602,True,0.1116667,2.309551,17.835,13.17964,4.489815,4.104562,13.01357,0.6648417,0.04858333
2,RL,ELU1,LR,28,0.1091667,0.3352396,1.800918,True,0.5458333,1.213269,1.357766,21.6999,4.11424,3.57954,21.6058,0.94815,0.01161667
2,RL,LR,ELU1,28,0.1091667,0.1159583,2.274898,True,0.1416667,2.217013,5.848585,17.4749,5.427376,4.709116,16.73125,0,0.02835
2,RL,LR,LR,28,0.1091667,0.5266458,1.458327,True,0.8483334,0.5307148,1.151844,17.34182,3.817644,5.893617,17.18165,0,0.03715
2,PM,ELU1,ELU1,28,0.1158333,0.9918958,0.03478808,True,1,5.31292e-05,2.154168,8.420093,3.858121,2.691289,8.356956,0.4100167,0.1759917
2,PM,ELU1,LR,28,0.1158333,0.9899791,0.0393627,True,1,2.575914e-05,1.98298,8.180058,2.953186,2.793357,8.115058,0.4563,0.1622
2,PM,LR,ELU1,28,0.1158333,0.9879687,0.05040916,True,1,7.72651e-05,1.503419,7.759814,3.781587,2.954155,7.651587,0,0.1319333
2,PM,LR,LR,28,0.1158333,0.9891562,0.04672352,True,1,6.928683e-05,1.645879,7.636875,3.354336,3.544323,7.531891,0,0.1246333
0,RL,ELU1,ELU1,29,0.1158333,0.1008646,2.319987,True,0.1175,2.321853,18.33444,12.99753,4.199749,3.807624,12.80354,0.7200917,0.037
0,RL,ELU1,LR,29,0.1158333,0.3558854,1.773396,True,0.5766667,1.160941,1.452018,21.34679,4.142488,3.653096,21.26234,0.929875,0.01460833
0,RL,LR,ELU1,29,0.1158333,0.1064896,2.30731,True,0.1275,2.300426,15.15663,14.7585,5.087143,4.464256,14.2666,0,0.04498333
0,RL,LR,LR,29,0.1158333,0.4905312,1.536543,True,0.7808334,0.694618,1.068195,18.47496,3.800568,5.899595,18.31227,0,0.02679167
0,PM,ELU1,ELU1,29,0.1191667,0.9919583,0.03496739,True,1,5.854289e-05,2.36855,8.314032,3.824445,2.627502,8.232662,0.3835917,0.17625
0,PM,ELU1,LR,29,0.1191667,0.9919583,0.0359318,True,1,2.46048e-05,1.877071,8.234207,2.928161,2.712379,8.164918,0.3861583,0.195325
0,PM,LR,ELU1,29,0.1191667,0.9915,0.04009766,True,1,6.59728e-05,1.605935,7.572777,3.924076,2.824629,7.479757,0,0.1416834
0,PM,LR,LR,29,0.1191667,0.9909583,0.03884292,True,1,2.793312e-05,1.440379,7.621514,3.342419,3.520417,7.544465,0,0.1521167
1,RL,ELU1,ELU1,29,0.1216667,0.117,2.27914,True,0.1041667,2.228429,16.49403,12.30749,4.01083,3.81709,12.1358,0.6255917,0.046925
1,RL,ELU1,LR,29,0.1216667,0.3103437,1.860597,True,0.5158333,1.258765,1.334757,21.49915,4.141658,3.629015,21.42653,0.9520168,0.01123333
1,RL,LR,ELU1,29,0.1216667,0.1149271,2.290664,True,0.1141667,2.251427,11.79996,15.47123,5.022471,4.513588,14.87582,0,0.03941666
1,RL,LR,LR,29,0.1216667,0.4667917,1.579737,True,0.7616667,0.7355832,1.081757,17.65668,3.732404,5.81288,17.50577,0,0.03090834
1,PM,ELU1,ELU1,29,0.1141667,0.9919167,0.03511471,True,1,5.103986e-05,2.256676,8.523078,3.837247,2.619245,8.446744,0.435425,0.15465
1,PM,ELU1,LR,29,0.1141667,0.9917917,0.03348151,True,1,4.067898e-05,2.100472,8.181234,2.957995,2.752151,8.11654,0.4299417,0.1749583
1,PM,LR,ELU1,29,0.1141667,0.9906979,0.03926482,True,1,6.602526e-05,1.548663,7.68041,3.817253,2.898466,7.566292,0,0.1452833
1,PM,LR,LR,29,0.1141667,0.9899687,0.0414069,True,1,5.897602e-05,1.365811,7.76934,3.409092,3.597682,7.640245,0,0.1267833
2,RL,ELU1,ELU1,29,0.1116667,0.09945833,2.318427,True,0.1016667,2.313585,18.25359,13.1903,4.489644,4.10294,13.02033,0.6708917,0.04508333
2,RL,ELU1,LR,29,0.1116667,0.2844167,1.926321,True,0.4866667,1.385519,1.29908,22.1014,4.091238,3.446655,22.0074,0.9592583,0.008649999
2,RL,LR,ELU1,29,0.1116667,0.1176979,2.261764,True,0.1358333,2.205033,6.018048,17.74784,5.444144,4.706939,16.98133,0,0.02584166
2,RL,LR,LR,29,0.1116667,0.4780625,1.559177,True,0.79,0.7193098,1.171027,17.69912,3.810466,5.793717,17.54097,0,0.028925
2,PM,ELU1,ELU1,29,0.1158333,0.9894792,0.04872112,True,1,7.76124e-05,2.329966,8.59461,3.915034,2.740913,8.52282,0.4731334,0.1425667
2,PM,ELU1,LR,29,0.1158333,0.9888333,0.04888528,True,1,3.778934e-05,2.34063,8.370313,2.994512,2.82626,8.298134,0.4617667,0.142275
2,PM,LR,ELU1,29,0.1158333,0.9886146,0.05313581,True,1,8.706252e-05,1.497228,7.947255,3.852883,2.984049,7.831872,0,0.127625
2,PM,LR,LR,29,0.1158333,0.9877396,0.05559544,True,1,5.362749e-05,1.673935,7.784036,3.405568,3.568202,7.687619,0,0.1534583
0,RL,ELU1,ELU1,30,0.12,0.1044583,2.314848,True,0.1,2.310339,18.53697,13.03143,4.201074,3.806682,12.83722,0.7087751,0.0383
0,RL,ELU1,LR,30,0.12,0.3777708,1.724426,True,0.6141667,1.07169,1.505512,21.81636,4.164537,3.60285,21.72646,0.9269667,0.01529167
0,RL,LR,ELU1,30,0.12,0.1075208,2.300063,True,0.1216667,2.249303,15.22834,14.81793,5.08958,4.461351,14.34217,0,0.04894167
