seed,env,act1,act2,arm,eps,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
0,PM,ELU1,ELU1,inLN_a,1e-08,1,0.1191667,0.993,0.02581956,True,1,1.715819e-05,0.8117633,0.7837102,0.8663402,1.120303,0.7815527,0.1463417,0.3139917
0,PM,ELU1,ELU1,preLN,1e-08,1,0.1191667,0.9932292,0.02916916,True,1,6.22654e-05,0.7548999,0.8931059,0.6068802,1.581462,0.8899744,0.005708334,0.6961084
0,PM,ELU1,ELU1,preLN_a,1e-08,1,0.1191667,0.9932812,0.0278338,True,1,3.553947e-05,0.7690083,0.8699729,0.6062539,1.385502,0.8669223,0.011475,0.6835499
0,PM,ELU1,LR,none,1e-08,1,0.1191667,0.9888333,0.04271858,True,1,5.850951e-05,1.751588,1.602507,1.128707,1.41592,1.576861,0.04694167,0.4097167
0,PM,ELU1,LR,inLN,1e-08,1,0.1191667,0.9928229,0.02796129,True,1,2.256592e-05,0.8272907,0.8045198,0.9533213,1.256579,0.8025219,0.160125,0.35525
0,PM,ELU1,LR,inLN_a,1e-08,1,0.1191667,0.9930416,0.02716376,True,1,1.711686e-05,0.8231811,0.7915033,0.907625,1.182732,0.7896784,0.1420333,0.3710333
0,PM,ELU1,LR,preLN,1e-08,1,0.1191667,0.9931875,0.03222837,True,1,6.988883e-05,0.7573949,0.8887236,0.6090147,1.8502,0.8860965,0.006516667,0.70165
0,PM,ELU1,LR,preLN_a,1e-08,1,0.1191667,0.9932917,0.02971168,True,1,3.293753e-05,0.7746436,0.852486,0.6064825,1.557289,0.8500324,0.012775,0.686775
0,PM,LR,ELU1,none,1e-08,1,0.1191667,0.9898333,0.03899468,True,1,4.46415e-05,1.530091,1.503299,1.056512,1.438226,1.493848,0,0.4768917
0,PM,LR,ELU1,inLN,1e-08,1,0.1191667,0.9934791,0.02466792,True,1,1.982053e-05,0.6708606,0.7511514,0.8836219,1.183071,0.7500184,0,0.4960334
0,PM,LR,ELU1,inLN_a,1e-08,1,0.1191667,0.9936354,0.02409861,True,1,1.570145e-05,0.6805996,0.7468608,0.8541949,1.128934,0.7456632,0,0.4964083
0,PM,LR,ELU1,preLN,1e-08,1,0.1191667,0.9942917,0.02435905,True,1,5.200545e-05,0.7201391,0.8202597,0.6102788,1.481851,0.8174841,0,0.6753166
0,PM,LR,ELU1,preLN_a,1e-08,1,0.1191667,0.9943229,0.02345963,True,1,2.804836e-05,0.693472,0.7965489,0.6065139,1.301877,0.7939761,0,0.6743916
0,PM,LR,LR,none,1e-08,1,0.1191667,0.9883021,0.04333531,True,1,5.462984e-05,1.803502,1.608235,1.075464,1.370513,1.589615,0,0.37315
0,PM,LR,LR,inLN,1e-08,1,0.1191667,0.9932708,0.02707447,True,1,2.168139e-05,0.7721898,0.7710346,0.9406685,1.241038,0.7694598,0,0.4627084
0,PM,LR,LR,inLN_a,1e-08,1,0.1191667,0.9931875,0.02652507,True,1,1.670996e-05,0.8171368,0.7679106,0.8979204,1.171255,0.7667373,0,0.4669583
0,PM,LR,LR,preLN,1e-08,1,0.1191667,0.9940625,0.02817476,True,1,5.86315e-05,0.7207767,0.8203736,0.6089877,1.74423,0.8175165,0,0.6772249
0,PM,LR,LR,preLN_a,1e-08,1,0.1191667,0.9939792,0.02680703,True,1,2.84481e-05,0.697302,0.8110923,0.6070307,1.459183,0.808419,0,0.6782249
1,RL,ELU1,ELU1,none,1e-08,1,0.1241667,0.800052,0.5881906,True,1,0.005554294,0.7195928,3.343224,1.612986,2.46771,3.33772,0.03724167,0.6138334
1,RL,ELU1,ELU1,inLN,1e-08,1,0.1241667,0.8776875,0.3565546,True,1,0.0004593245,1.04783,1.777256,1.179566,1.727868,1.7725,0.5947417,0.1215333
1,RL,ELU1,ELU1,inLN_a,1e-08,1,0.1241667,0.8771666,0.3577612,True,1,0.0004174332,1.051302,1.764197,1.129546,1.600511,1.759894,0.5835667,0.1240333
1,RL,ELU1,ELU1,preLN,1e-08,1,0.1241667,0.8405729,0.4749556,True,1,0.001676037,0.7480786,2.34735,0.8472817,2.119675,2.344956,0.006075,0.7082166
1,RL,ELU1,ELU1,preLN_a,1e-08,1,0.1241667,0.8517292,0.4351503,True,1,0.0008532457,0.8027865,2.245112,0.8222647,1.756435,2.242252,0.031825,0.651025
1,RL,ELU1,LR,none,1e-08,1,0.1241667,0.8216041,0.5383677,True,0.9925,0.0455597,0.861244,3.453643,1.802994,2.778339,3.446092,0.03228334,0.5907
1,RL,ELU1,LR,inLN,1e-08,1,0.1241667,0.8745,0.3683211,True,1,0.0004624109,1.056892,1.773527,1.287159,2.012088,1.76915,0.5592917,0.1394417
1,RL,ELU1,LR,inLN_a,1e-08,1,0.1241667,0.8797812,0.3510573,True,1,0.0002868617,1.012298,1.649563,1.193231,1.812714,1.645063,0.531525,0.1466333
1,RL,ELU1,LR,preLN,1e-08,1,0.1241667,0.8575417,0.4443342,True,1,0.002296792,0.7613185,2.363649,0.8511845,2.84715,2.361249,0.005358333,0.7010667
1,RL,ELU1,LR,preLN_a,1e-08,1,0.1241667,0.8697187,0.3955038,True,1,0.0006223262,0.7994543,1.980822,0.7741959,2.182015,1.978437,0.021125,0.6536167
1,RL,LR,ELU1,none,1e-08,1,0.1241667,0.8738854,0.3752347,True,1,0.001325467,0.679757,2.586874,1.556549,2.684951,2.580611,0,0.6211417
1,RL,LR,ELU1,inLN,1e-08,1,0.1241667,0.8661354,0.3966139,True,1,0.0007886358,1.031314,1.806276,1.194712,1.825406,1.80293,0,0.170875
1,RL,LR,ELU1,inLN_a,1e-08,1,0.1241667,0.8672708,0.3903373,True,1,0.0005656068,0.9977038,1.734669,1.144275,1.717705,1.732088,0,0.1756333
1,RL,LR,ELU1,preLN,1e-08,1,0.1241667,0.8811458,0.3543642,True,1,0.0007579462,0.7071635,2.076757,0.8626508,1.873943,2.073745,0,0.6787333
1,RL,LR,ELU1,preLN_a,1e-08,1,0.1241667,0.8842708,0.3383649,True,1,0.0003651389,0.5875627,1.900854,0.8028352,1.591734,1.897938,0,0.6916417
1,RL,LR,LR,none,1e-08,1,0.1241667,0.8613333,0.4136801,True,1,0.001649264,0.832066,2.778154,1.599712,2.449395,2.771496,0,0.5829334
1,RL,LR,LR,inLN,1e-08,1,0.1241667,0.8662708,0.3935984,True,1,0.0006682575,0.9752162,1.731246,1.273429,2.06971,1.727678,0,0.1866333
1,RL,LR,LR,inLN_a,1e-08,1,0.1241667,0.8725521,0.3735017,True,1,0.0004984431,0.9831255,1.67455,1.206568,1.886729,1.671308,0,0.201525
1,RL,LR,LR,preLN,1e-08,1,0.1241667,0.8862396,0.3466788,True,1,0.0005929498,0.6970401,1.850285,0.7826016,2.229985,1.847664,0,0.6803499
1,RL,LR,LR,preLN_a,1e-08,1,0.1241667,0.8814791,0.3530846,True,1,0.0005701399,0.596035,2.060969,0.8379349,1.931848,2.057317,0,0.6866834
1,PM,ELU1,ELU1,none,1e-08,1,0.1141667,0.9887396,0.04018169,True,1,5.719582e-05,1.596516,1.548439,1.123096,1.436904,1.534448,0.008141667,0.4660333
1,PM,ELU1,ELU1,inLN,1e-08,1,0.1141667,0.9928333,0.02663252,True,1,2.265851e-05,0.8629969,0.81001,0.8848701,1.187861,0.8070654,0.228725,0.262075
1,PM,ELU1,ELU1,inLN_a,1e-08,1,0.1141667,0.9928645,0.0262301,True,1,1.831055e-05,0.8635678,0.8046658,0.8547078,1.133381,0.8019489,0.21295,0.2780833
1,PM,ELU1,ELU1,preLN,1e-08,1,0.1141667,0.9928958,0.03057041,True,1,6.943703e-05,0.7546269,0.9289663,0.6097949,1.623552,0.9261068,0.005524999,0.6947
1,PM,ELU1,ELU1,preLN_a,1e-08,1,0.1141667,0.9917291,0.03315742,True,1,6.979783e-05,0.7614164,1.14111,0.663967,1.520091,1.137082,0.01899167,0.7057834
1,PM,ELU1,LR,none,1e-08,1,0.1141667,0.9875417,0.04364438,True,1,6.57177e-05,1.917383,1.640435,1.131493,1.385832,1.620755,0.01308333,0.400275
1,PM,ELU1,LR,inLN,1e-08,1,0.1141667,0.9923854,0.02855795,True,1,2.278408e-05,0.8738982,0.8195479,0.9284748,1.244876,0.8166386,0.233875,0.3115917
1,PM,ELU1,LR,inLN_a,1e-08,1,0.1141667,0.9923958,0.02791034,True,1,1.766642e-05,0.8827037,0.8151242,0.8869106,1.176553,0.8124154,0.2245584,0.312775
1,PM,ELU1,LR,preLN,1e-08,1,0.1141667,0.9926562,0.03378008,True,1,8.093675e-05,0.7531256,0.9186604,0.6094711,1.910316,0.9154138,0.006058333,0.6973251
1,PM,ELU1,LR,preLN_a,1e-08,1,0.1141667,0.9930521,0.03040349,True,1,3.639738e-05,0.7673451,0.8579342,0.6022854,1.582959,0.8553807,0.01184167,0.6908
1,PM,LR,ELU1,none,1e-08,1,0.1141667,0.9885833,0.03994071,True,1,5.55404e-05,1.617183,1.525637,1.057091,1.460809,1.51333,0,0.456975
1,PM,LR,ELU1,inLN,1e-08,1,0.1141667,0.9934688,0.02475103,True,1,2.25083e-05,0.7650157,0.7828816,0.878439,1.215106,0.7816128,0,0.3861584
1,PM,LR,ELU1,inLN_a,1e-08,1,0.1141667,0.9936354,0.02385821,True,1,1.735608e-05,0.7268238,0.7629264,0.8466075,1.154076,0.7616155,0,0.4103083
1,PM,LR,ELU1,preLN,1e-08,1,0.1141667,0.9946146,0.02318017,True,1,4.943848e-05,0.7341981,0.7975848,0.6055152,1.479551,0.7955175,0,0.6963918
1,PM,LR,ELU1,preLN_a,1e-08,1,0.1141667,0.9945104,0.02287441,True,1,2.832492e-05,0.6969951,0.8016,0.6051866,1.309149,0.7995169,0,0.6882917
1,PM,LR,LR,none,1e-08,1,0.1141667,0.9876041,0.04334859,True,1,6.228149e-05,1.897308,1.614876,1.091702,1.376304,1.598308,0,0.3868334
1,PM,LR,LR,inLN,1e-08,1,0.1141667,0.9925417,0.02818525,True,1,2.319217e-05,0.7900488,0.7892912,0.9196961,1.253029,0.7864012,0,0.3954667
1,PM,LR,LR,inLN_a,1e-08,1,0.1141667,0.9924375,0.02765274,True,1,1.802007e-05,0.7796199,0.7814056,0.8791903,1.183178,0.7788844,0,0.3821167
1,PM,LR,LR,preLN,1e-08,1,0.1141667,0.9943021,0.02656572,True,1,5.601367e-05,0.7369726,0.7940021,0.5977881,1.757551,0.7916691,0,0.7040583
1,PM,LR,LR,preLN_a,1e-08,1,0.1141667,0.9943959,0.02479496,True,1,2.349615e-05,0.6998593,0.7736675,0.5972375,1.463192,0.7718381,0,0.6898918
2,RL,ELU1,ELU1,none,1e-08,1,0.1083333,0.7901354,0.613493,True,0.965,0.1021999,0.7257776,3.359058,1.600348,2.458695,3.352214,0.043875,0.5898501
2,RL,ELU1,ELU1,inLN,1e-08,1,0.1083333,0.8760521,0.3607277,True,1,0.0004136412,1.010572,1.693245,1.164223,1.743883,1.687982,0.6005833,0.1160417
2,RL,ELU1,ELU1,inLN_a,1e-08,1,0.1083333,0.8726041,0.3705938,True,1,0.0004173843,1.067178,1.811377,1.159547,1.669609,1.806542,0.6076084,0.1148333
2,RL,ELU1,ELU1,preLN,1e-08,1,0.1083333,0.828,0.5092959,True,1,0.001918441,0.7454413,2.411642,0.861329,2.13723,2.408871,0.006325,0.7103418
2,RL,ELU1,ELU1,preLN_a,1e-08,1,0.1083333,0.8405208,0.4678513,True,1,0.001063979,0.8010184,2.294207,0.8433966,1.780824,2.291063,0.03325833,0.6493416
2,RL,ELU1,LR,none,1e-08,1,0.1083333,0.8149479,0.5558543,True,0.7441667,0.979583,0.9125068,3.428908,1.784276,2.755657,3.421609,0.039625,0.56165
2,RL,ELU1,LR,inLN,1e-08,1,0.1083333,0.8698854,0.3803624,True,1,0.000547696,1.03271,1.75339,1.297237,2.015573,1.749038,0.5486333,0.1397834
2,RL,ELU1,LR,inLN_a,1e-08,1,0.1083333,0.8698334,0.3788312,True,1,0.0003922761,1.068874,1.775048,1.234622,1.863159,1.770781,0.543175,0.1442583
2,RL,ELU1,LR,preLN,1e-08,1,0.1083333,0.8533334,0.4556193,True,1,0.001848946,0.7590523,2.278738,0.8275416,2.790658,2.275625,0.006058333,0.7041667
2,RL,ELU1,LR,preLN_a,1e-08,1,0.1083333,0.860625,0.4236579,True,1,0.001022999,0.7963877,2.180749,0.819315,2.214788,2.177816,0.024175,0.65385
2,RL,LR,ELU1,none,1e-08,1,0.1083333,0.8640104,0.4068238,True,1,0.004178007,0.6206442,2.810538,1.578824,2.60968,2.804958,0,0.5720167
2,RL,LR,ELU1,inLN,1e-08,1,0.1083333,0.8666875,0.3925957,True,1,0.0007868739,0.9728197,1.736119,1.188525,1.856709,1.733263,0,0.1670917
2,RL,LR,ELU1,inLN_a,1e-08,1,0.1083333,0.8660729,0.3919042,True,1,0.0005740564,0.9339828,1.698747,1.14271,1.764096,1.69577,0,0.1663667
2,RL,LR,ELU1,preLN,1e-08,1,0.1083333,0.8723125,0.3793762,True,1,0.0007016071,0.7008373,2.127629,0.8611881,1.906919,2.123659,0,0.6758333
2,RL,LR,ELU1,preLN_a,1e-08,1,0.1083333,0.8777916,0.3572331,True,1,0.0003685284,0.4959626,1.902566,0.802776,1.588626,1.898017,0,0.7460917
2,RL,LR,LR,none,1e-08,1,0.1083333,0.8529062,0.4427381,True,1,0.003700872,0.7521163,2.966312,1.643492,2.4739,2.959337,0,0.5155751
2,RL,LR,LR,inLN,1e-08,1,0.1083333,0.8618646,0.4049991,True,1,0.0007038689,0.9261776,1.696327,1.294671,2.09224,1.692316,0,0.193025
2,RL,LR,LR,inLN_a,1e-08,1,0.1083333,0.8622187,0.4019301,True,1,0.0005578244,1.031519,1.715412,1.242231,1.945714,1.712899,0,0.2076834
2,RL,LR,LR,preLN,1e-08,1,0.1083333,0.8767396,0.3762022,True,1,0.0007905042,0.6994615,2.012297,0.8222573,2.31285,2.009106,0,0.6764167
2,RL,LR,LR,preLN_a,1e-08,1,0.1083333,0.8745416,0.3748495,True,1,0.0006955966,0.5577963,2.129328,0.8520538,1.94861,2.125674,0,0.7036084
2,PM,ELU1,ELU1,none,1e-08,1,0.1158333,0.9891354,0.04022153,True,1,5.514542e-05,1.527749,1.538643,1.135413,1.452752,1.525734,0.004833333,0.4882167
2,PM,ELU1,ELU1,inLN,1e-08,1,0.1158333,0.9924479,0.0277575,True,1,2.545675e-05,0.8185083,0.8085172,0.908555,1.218734,0.8065678,0.1541083,0.3534667
2,PM,ELU1,ELU1,inLN_a,1e-08,1,0.1158333,0.992375,0.02756669,True,1,2.101263e-05,0.8427743,0.8144559,0.8775491,1.163352,0.8127297,0.1521667,0.3618917
2,PM,ELU1,ELU1,preLN,1e-08,1,0.1158333,0.992625,0.03047304,True,1,6.644169e-05,0.7543433,0.9189817,0.6094971,1.630018,0.9163681,0.007433333,0.7012749
2,PM,ELU1,ELU1,preLN_a,1e-08,1,0.1158333,0.9927917,0.02872394,True,1,3.786167e-05,0.7662584,0.8866701,0.6085964,1.422663,0.8841427,0.014025,0.6911333
2,PM,ELU1,LR,none,1e-08,1,0.1158333,0.9880833,0.04313936,True,1,6.217996e-05,1.873629,1.621724,1.134434,1.417338,1.603754,0.0078,0.4167334
2,PM,ELU1,LR,inLN,1e-08,1,0.1158333,0.9923854,0.0297388,True,1,2.70311e-05,0.8469622,0.8215487,0.9673753,1.296286,0.8200274,0.1385417,0.41765
2,PM,ELU1,LR,inLN_a,1e-08,1,0.1158333,0.9924167,0.02922039,True,1,2.123753e-05,0.8845351,0.8276799,0.9227708,1.224016,0.8262921,0.139425,0.4068917
2,PM,ELU1,LR,preLN,1e-08,1,0.1158333,0.9927188,0.03386352,True,1,7.879377e-05,0.7626989,0.9189595,0.6093161,1.923102,0.9162701,0.005525,0.689775
2,PM,ELU1,LR,preLN_a,1e-08,1,0.1158333,0.9929583,0.03112517,True,1,3.875017e-05,0.7746248,0.8839964,0.6079943,1.609382,0.8815557,0.010975,0.6780084
2,PM,LR,ELU1,none,1e-08,1,0.1158333,0.9886459,0.04082477,True,1,5.579949e-05,1.625516,1.544166,1.055938,1.473991,1.532,0,0.4423917
2,PM,LR,ELU1,inLN,1e-08,1,0.1158333,0.9932708,0.02555191,True,1,2.187093e-05,0.723267,0.7699931,0.8879169,1.21629,0.7691607,0,0.4746751
2,PM,LR,ELU1,inLN_a,1e-08,1,0.1158333,0.9932604,0.02518388,True,1,1.740058e-05,0.7341266,0.7622783,0.8567744,1.157745,0.7614099,0,0.4801167
2,PM,LR,ELU1,preLN,1e-08,1,0.1158333,0.9937395,0.02534313,True,1,5.285263e-05,0.71852,0.8319039,0.614361,1.504255,0.8296999,0,0.6854501
2,PM,LR,ELU1,preLN_a,1e-08,1,0.1158333,0.9927917,0.02746293,True,1,4.071792e-05,0.674082,0.9740133,0.6484781,1.372692,0.9715359,0,0.6783335
2,PM,LR,LR,none,1e-08,1,0.1158333,0.9872916,0.04475292,True,1,6.36816e-05,1.85898,1.634898,1.072652,1.380396,1.619327,0,0.3973833
2,PM,LR,LR,inLN,1e-08,1,0.1158333,0.9926354,0.02830003,True,1,2.249479e-05,0.7858682,0.7745501,0.9385883,1.264586,0.7734079,0,0.47995
2,PM,LR,LR,inLN_a,1e-08,1,0.1158333,0.9924375,0.02862816,True,1,2.014955e-05,0.9627123,0.8336182,0.9075578,1.210744,0.8326145,0,0.3935501
2,PM,LR,LR,preLN,1e-08,1,0.1158333,0.9936562,0.02955655,True,1,6.332874e-05,0.7226329,0.8383899,0.6158521,1.785487,0.8361933,0,0.676475
2,PM,LR,LR,preLN_a,1e-08,1,0.1158333,0.9934791,0.02791471,True,1,2.965768e-05,0.6930026,0.8213591,0.610999,1.49056,0.8193406,0,0.6760001
0,RL,ELU1,ELU1,eps1e-6,1e-06,1,0.1166667,0.7892812,0.616407,True,0.9516667,0.1421205,0.726568,3.473658,1.608547,2.364986,3.466918,0.05717501,0.5462334
0,RL,ELU1,ELU1,eps1e-30,1e-30,1,0.1166667,0.7912709,0.6087606,True,1,0.006539688,0.7184551,3.460055,1.614603,2.444045,3.45358,0.04482501,0.5891417
0,RL,LR,ELU1,eps1e-6,1e-06,1,0.1166667,0.8704896,0.3896883,True,0.725,1.089557,0.5064889,2.724336,1.584831,2.618022,2.71453,0,0.4441167
0,RL,LR,ELU1,eps1e-30,1e-30,1,0.1166667,0.8690104,0.3941585,True,1,0.003184826,0.6155735,2.859306,1.597808,2.589955,2.85235,0,0.5389917
1,RL,ELU1,ELU1,eps1e-6,1e-06,1,0.1241667,0.7990313,0.59009,True,1,0.006983605,0.7204148,3.334667,1.614473,2.46018,3.329025,0.04078333,0.60465
1,RL,ELU1,ELU1,eps1e-30,1e-30,1,0.1241667,0.7987604,0.5906758,True,1,0.005898848,0.7188436,3.382755,1.619634,2.465554,3.377438,0.04060001,0.6054084
1,RL,LR,ELU1,eps1e-6,1e-06,1,0.1241667,0.8729479,0.3794823,True,1,0.001646914,0.66466,2.598834,1.564275,2.644372,2.592937,0,0.6035584
1,RL,LR,ELU1,eps1e-30,1e-30,1,0.1241667,0.8735521,0.3770661,True,1,0.001283981,0.6706763,2.57002,1.563339,2.689611,2.563559,0,0.620575
2,RL,ELU1,ELU1,eps1e-6,1e-06,1,0.1083333,0.790177,0.6145943,True,0.9941667,0.03336725,0.7299984,3.368541,1.598566,2.453698,3.361323,0.04118334,0.5950918
2,RL,ELU1,ELU1,eps1e-30,1e-30,1,0.1083333,0.7904167,0.6129323,True,0.985,0.06525158,0.725939,3.369522,1.601695,2.468389,3.36272,0.04233333,0.5969501
2,RL,LR,ELU1,eps1e-6,1e-06,1,0.1083333,0.8630104,0.4111544,True,1,0.003793965,0.6158065,2.781584,1.585302,2.611877,2.775539,0,0.5547083
2,RL,LR,ELU1,eps1e-30,1e-30,1,0.1083333,0.8651562,0.4053771,True,1,0.003416205,0.6172954,2.848779,1.591085,2.610366,2.842888,0,0.5483333
0,RL,ELU1,ELU1,none,1e-08,2,0.1108333,0.7601146,0.7170394,True,1,0.004009939,0.9678118,4.462159,1.931425,2.621977,4.44889,0.25495,0.2962917
0,RL,ELU1,ELU1,inLN,1e-08,2,0.1108333,0.8359375,0.4835793,True,1,0.0005537852,1.308545,2.362672,1.503316,2.024427,2.337008,0.711125,0.08977501
0,RL,ELU1,ELU1,inLN_a,1e-08,2,0.1108333,0.8296146,0.5003113,True,1,0.0006389475,1.48478,2.47664,1.500194,1.85124,2.457235,0.685025,0.09369999
0,RL,ELU1,ELU1,preLN,1e-08,2,0.1108333,0.7583959,0.7026933,True,1,0.002485899,0.757189,3.840372,1.141742,2.580167,3.83385,0.0052,0.7010917
0,RL,ELU1,ELU1,preLN_a,1e-08,2,0.1108333,0.8020833,0.576697,True,1,0.0009292476,0.8347492,3.585804,1.089136,1.974256,3.578354,0.05055,0.6079167
0,RL,ELU1,LR,none,1e-08,2,0.1108333,0.7914792,0.6430846,True,1,0.007107707,1.122647,4.606774,2.16506,3.736175,4.592875,0.25695,0.2942167
0,RL,ELU1,LR,inLN,1e-08,2,0.1108333,0.8124583,0.5485046,True,1,0.0006709337,1.4048,2.526815,1.694935,2.829605,2.513814,0.6851916,0.09199167
0,RL,ELU1,LR,inLN_a,1e-08,2,0.1108333,0.8071042,0.5614681,True,1,0.0007744746,1.478006,2.529767,1.561732,2.502056,2.507171,0.7073084,0.08470833
0,RL,ELU1,LR,preLN,1e-08,2,0.1108333,0.8026667,0.5797297,True,1,0.002548906,0.765059,3.752532,1.123075,3.720702,3.745614,0.005725,0.7037416
0,RL,ELU1,LR,preLN_a,1e-08,2,0.1108333,0.8056563,0.5649787,True,1,0.001179123,0.8439461,3.554749,1.11588,2.818786,3.544701,0.03995,0.6020001
0,RL,LR,ELU1,none,1e-08,2,0.1108333,0.7999687,0.6039967,True,1,0.003341739,0.4472201,4.008487,2.104591,3.597669,3.98551,0,0.2500083
0,RL,LR,ELU1,inLN,1e-08,2,0.1108333,0.8164791,0.53984,True,1,0.001014822,1.640068,2.43927,1.569538,2.146783,2.433065,0,0.1393333
0,RL,LR,ELU1,inLN_a,1e-08,2,0.1108333,0.8173229,0.5377359,True,1,0.0006710223,1.615218,2.385433,1.510478,1.983179,2.380388,0,0.1394333
0,RL,LR,ELU1,preLN,1e-08,2,0.1108333,0.8381041,0.4802853,True,1,0.0008832431,0.7161502,3.358086,1.207418,2.233216,3.348656,0,0.6828917
0,RL,LR,ELU1,preLN_a,1e-08,2,0.1108333,0.8497187,0.4433404,True,1,0.0003943332,0.446598,3.09525,1.099403,1.831454,3.084405,0,0.7382166
0,RL,LR,LR,none,1e-08,2,0.1108333,0.7877917,0.6255155,True,1,0.001952457,0.5684371,4.150035,2.154079,4.187498,4.131255,0,0.2723334
0,RL,LR,LR,inLN,1e-08,2,0.1108333,0.8000104,0.5833108,True,1,0.0007556387,1.580683,2.382317,1.653823,2.859293,2.377553,0,0.1526
0,RL,LR,LR,inLN_a,1e-08,2,0.1108333,0.8017291,0.5756728,True,1,0.0007784816,1.662533,2.446478,1.587696,2.677399,2.440682,0,0.1460333
0,RL,LR,LR,preLN,1e-08,2,0.1108333,0.8471667,0.4500955,True,1,0.0006304467,0.7027385,3.206359,1.121644,2.989583,3.198078,0,0.6753084
0,RL,LR,LR,preLN_a,1e-08,2,0.1108333,0.8388958,0.4774062,True,1,0.0005716936,0.4917446,3.276883,1.133812,2.365855,3.265356,0,0.6938499
0,PM,ELU1,ELU1,none,1e-08,2,0.1191667,0.99225,0.03309713,True,1,5.960226e-05,1.096247,2.015637,1.289886,1.605128,2.001749,0.04545834,0.487575
