arm,cell,eps,seed,task,open_frac,n_img,n_unit,npos,apos,a1_rms,mu2,zbar2_med,p_pos2,w2_row_med,cos2_med,dcos,dcos_pos,drms,dcos_grad
LE_e8,LE,1e-08,0,13,4.166666667e-05,1,5,22,136.5824932,102.6116378,988.4044511,-598.5438125,2.5e-05,2.572738262,-0.2315581624,0.9296560354,0.853652191,0.04531187606,0.06995213803
LE_e8,LE,1e-08,0,14,4.166666667e-05,1,5,22,136.617707,102.6221403,988.5082077,-598.4086882,1.666666667e-05,2.572738262,-0.2315612378,0.4323446142,0.3440917281,6.066147421e-05,0.04150606079
LE_e8,LE,1e-08,0,15,2.5e-05,1,3,20,143.7792013,103.9212054,1001.079526,-621.3868784,1.666666667e-05,2.572738262,-0.2389442456,0.9865396375,0.9623371836,0.03726774808,0.2663244367
LE_e8,LE,1e-08,0,16,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0.968104351,0.9700035256,0.05010369757,0.184270238
LE_e8,LE,1e-08,0,17,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.957533416e-13,0.004133595716
LE_e8,LE,1e-08,0,18,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.510447965e-12,0.006518656917
LE_e8,LE,1e-08,0,19,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.314398036e-12,0.008009006074
LE_e8,LE,1e-08,0,20,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.713968952e-12,0.004286725655
LE_e8,LE,1e-08,0,21,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.391470854e-12,0.006030867826
LE_e8,LE,1e-08,0,22,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.555789462e-12,0.004083488081
LE_e8,LE,1e-08,0,23,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.571903923e-12,0.02171944871
LE_e8,LE,1e-08,0,24,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.451399206e-12,0.007805575909
LE_e8,LE,1e-08,0,25,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.442133082e-12,0.008029592145
LE_e8,LE,1e-08,0,26,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,5.907341373e-14,0.01471456971
LE_e8,LE,1e-08,0,27,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,8.598053321e-12,0.02260435231
LE_e8,LE,1e-08,0,28,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.555188659e-12,0.02040914773
LE_e8,LE,1e-08,0,29,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.881761273e-14,0.01215053832
LE_e8,LE,1e-08,0,30,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.592177217e-12,0.005971761197
LE_e8,LE,1e-08,0,31,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.50272683e-12,0.004087234884
LE_e8,LE,1e-08,0,32,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.669595626e-12,0.01125653565
LE_e8,LE,1e-08,0,33,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.639797837e-12,0.005742159418
LE_e8,LE,1e-08,0,34,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.745005931e-12,0.0208120075
LE_e8,LE,1e-08,0,35,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.849389007e-12,0.004277901065
LE_e8,LE,1e-08,0,36,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.513714382e-12,0.01455732755
LE_e8,LE,1e-08,0,37,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.570817532e-12,0.006703264369
LE_e8,LE,1e-08,0,38,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,7.016047355e-14,0.01342739793
LE_e8,LE,1e-08,0,39,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.541162196e-12,0.006412648406
LE_e8,LE,1e-08,0,40,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.548493356e-12,0.01278441152
LE_e8,LE,1e-08,0,41,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.1945038e-14,0.0114482585
LE_e8,LE,1e-08,0,42,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.456390621e-12,0.008296616691
LE_e8,LE,1e-08,0,43,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,5.291993313e-14,0.0124770153
LE_e8,LE,1e-08,0,44,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.340150349e-12,0.02031569438
LE_e8,LE,1e-08,0,45,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.932197262e-13,0.00717294826
LE_e8,LE,1e-08,0,46,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.469412404e-12,0.004105776022
LE_e8,LE,1e-08,0,47,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,3.113063883e-13,0.004286420047
LE_e8,LE,1e-08,0,48,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.759081109e-12,0.004280537446
LE_e8,LE,1e-08,0,49,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.792322608e-12,0.004264920965
LE_e8,LE,1e-08,0,50,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.544161677e-12,0.004121879072
LE_e8,LE,1e-08,1,0,1,1200,100,53,0.2548215225,0.2427107718,2.196044389,-0.001914780677,0.4801333333,0.574613114,-0.03136665102,nan,nan,nan,nan
LE_e8,LE,1e-08,1,1,0.988175,1200,100,8,3.348256051,3.710577873,16.61544466,-0.5327617149,0.4573666667,1.585871331,-0.01903897158,0.04738734511,0.007699685343,0.1212347823,0.07222864176
LE_e8,LE,1e-08,1,2,0.3018916667,1200,100,10,11.89807645,7.840790586,49.82811306,-31.00786982,0.08280833333,2.456988827,-0.2616194094,0.0578973218,0.04528253339,0.1601548131,0.06286116139
LE_e8,LE,1e-08,1,3,0.002508333333,159,40,15,60.70124843,39.17112464,370.1292158,-213.8015419,0.001508333333,2.531367128,-0.2258176102,0.3098615063,0.2580159124,0.1415594688,0.256555416
LE_e8,LE,1e-08,1,4,0.0001083333333,8,7,12,162.7261472,78.14818204,750.6613536,-421.5248881,8.333333333e-05,2.555062848,-0.2286811643,0.6449774756,0.7400140462,0.1053259752,0.3201122221
LE_e8,LE,1e-08,1,5,0,0,0,13,172.4592604,89.70183275,863.6407713,-511.6104199,0,2.555062848,-0.2342314399,0.8958462379,0.5504163795,0.04773659442,0.2611746503
LE_e8,LE,1e-08,1,6,0,0,0,14,182.9062524,97.47743958,938.6647358,-563.6739062,0,2.555062848,-0.2362761637,0.9837532028,0.9824375792,0.03681109997,-0.1763229702
LE_e8,LE,1e-08,1,7,8.333333333e-06,1,1,14,209.8953724,106.4580379,1025.083387,-570.7222894,8.333333333e-06,2.555062848,-0.2271081654,0.9144015471,0.8601665288,0.04781646765,-0.09390986025
LE_e8,LE,1e-08,1,8,0,0,0,17,186.0663675,111.3967836,1072.714938,-587.0330701,0,2.555062848,-0.2286124525,0.8920652071,0.8898365658,0.01989968618,0.3429560892
LE_e8,LE,1e-08,1,9,0,0,0,17,186.0663677,111.3967835,1072.714938,-587.0330693,0,2.555062848,-0.2286124522,0.01674371464,0,8.572637985e-09,0.1078352288
LE_e8,LE,1e-08,1,10,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330752,0,2.555062848,-0.2286124545,0.02184404196,0.02214567375,4.517348049e-08,0.199294493
LE_e8,LE,1e-08,1,11,0,0,0,17,186.0663663,111.3967839,1072.714941,-587.0330734,0,2.555062848,-0.2286124538,0.01755281461,-0.01672867308,1.770773205e-08,0.1364637527
LE_e8,LE,1e-08,1,12,0,0,0,17,186.0663662,111.3967839,1072.714942,-587.0330742,0,2.555062848,-0.2286124541,0.01675829981,0,8.90943093e-09,0.1073022325
LE_e8,LE,1e-08,1,13,0,0,0,17,186.0663658,111.3967841,1072.714944,-587.033076,0,2.555062848,-0.2286124547,0.01743589959,0.01672867308,1.715932273e-08,0.1343443435
LE_e8,LE,1e-08,1,14,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330751,0,2.555062848,-0.2286124544,0.0167557951,0,9.850963468e-09,0.1107241126
LE_e8,LE,1e-08,1,15,0,0,0,17,186.0663663,111.3967839,1072.714941,-587.0330733,0,2.555062848,-0.2286124538,0.01772283348,-0.01672867308,1.679801804e-08,0.1340978615
LE_e8,LE,1e-08,1,16,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330753,0,2.555062848,-0.2286124545,0.01780500721,0.01672867308,1.876247885e-08,0.1396259536
LE_e8,LE,1e-08,1,17,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330761,0,2.555062848,-0.2286124548,0,0,8.874379285e-09,0.1065827133
LE_e8,LE,1e-08,1,18,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330763,0,2.555062848,-0.2286124548,0,0,2.497685723e-09,0.06943262859
LE_e8,LE,1e-08,1,19,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330766,0,2.555062848,-0.2286124549,0,0,4.103713959e-09,0.08129831445
LE_e8,LE,1e-08,1,20,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330765,0,2.555062848,-0.2286124549,0,0,1.784647616e-09,0.0636565625
LE_e8,LE,1e-08,1,21,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330762,0,2.555062848,-0.2286124548,0,0,4.033973767e-09,0.08128620276
LE_e8,LE,1e-08,1,22,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330759,0,2.555062848,-0.2286124547,0,0,3.013705979e-09,0.0738716614
LE_e8,LE,1e-08,1,23,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330759,0,2.555062848,-0.2286124547,0,0,1.051542018e-09,0.05710634443
LE_e8,LE,1e-08,1,24,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330764,0,2.555062848,-0.2286124549,0,0,6.664746235e-09,0.09604062215
LE_e8,LE,1e-08,1,25,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330766,0,2.555062848,-0.228612455,0,0,2.193294077e-09,0.06710726183
LE_e8,LE,1e-08,1,26,0,0,0,17,186.0663656,111.3967841,1072.714944,-587.0330767,0,2.555062848,-0.228612455,0,0,1.821047101e-09,0.06407508444
LE_e8,LE,1e-08,1,27,0,0,0,17,186.0663656,111.3967842,1072.714944,-587.033077,0,2.555062848,-0.228612455,0,0,3.309424627e-09,0.07569351171
LE_e8,LE,1e-08,1,28,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.033077,0,2.555062848,-0.228612455,0,0,1.035399346e-09,0.05565063729
LE_e8,LE,1e-08,1,29,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330773,0,2.555062848,-0.2286124551,0,0,3.604359743e-09,0.0779174241
LE_e8,LE,1e-08,1,30,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,2.732361111e-09,0.0707737049
LE_e8,LE,1e-08,1,31,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.723900506e-09,0.06287830028
LE_e8,LE,1e-08,1,32,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.649032063e-09,0.06223741861
LE_e8,LE,1e-08,1,33,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.321603578e-09,0.05957431844
LE_e8,LE,1e-08,1,34,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.155908382e-09,0.05740134041
LE_e8,LE,1e-08,1,35,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.352055934e-09,0.05975003988
LE_e8,LE,1e-08,1,36,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,5.728054592e-10,0.04241967985
LE_e8,LE,1e-08,1,37,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.460442206e-09,0.06052559741
LE_e8,LE,1e-08,1,38,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,7.975996755e-11,0.02624840947
LE_e8,LE,1e-08,1,39,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,5.373591491e-11,0.02256608523
LE_e8,LE,1e-08,1,40,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,6.532621548e-11,0.02466935875
LE_e8,LE,1e-08,1,41,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,6.724636606e-11,0.02525662511
LE_e8,LE,1e-08,1,42,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,5.917812649e-10,0.04324563961
LE_e8,LE,1e-08,1,43,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.321184135e-09,0.0593177638
LE_e8,LE,1e-08,1,44,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.591532857e-09,0.06182460593
LE_e8,LE,1e-08,1,45,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.313685177e-09,0.05950829285
LE_e8,LE,1e-08,1,46,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,1.130682621e-09,0.05693367091
LE_e8,LE,1e-08,1,47,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,8.043181724e-11,0.02635329143
LE_e8,LE,1e-08,1,48,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,3.96480838e-10,0.03755125743
LE_e8,LE,1e-08,1,49,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330777,0,2.555062848,-0.2286124552,0,0,3.961964537e-10,0.03767498366
LE_e8,LE,1e-08,1,50,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.005107682e-09,0.05477638076
LE_e8,LE,1e-08,2,0,1,1200,100,45,0.2409753447,0.2112550128,1.885951213,-0.01644038574,0.4670333333,0.5717375824,-0.0126594306,nan,nan,nan,nan
LE_e8,LE,1e-08,2,1,0.9906083333,1200,100,14,4.532884212,4.115112268,23.85285957,0.3281384778,0.5171,1.530655115,0.009487210594,0.04673611898,0.01747045339,0.1172490745,0.08476434309
LE_e8,LE,1e-08,2,2,0.3124166667,1200,100,11,9.726139962,7.806801852,44.58199357,-30.18921878,0.09135,2.388930629,-0.2875559742,0.05309793837,0.06222603902,0.1693258048,0.05344264576
LE_e8,LE,1e-08,2,3,0.0004333333333,18,22,13,68.75051839,37.47295061,356.0704417,-248.9199829,0.000225,2.445392971,-0.2924739607,0.4506412836,0.4033988017,0.1305593801,0.3284478079
LE_e8,LE,1e-08,2,4,0,0,0,21,91.82611874,63.08524046,604.8049385,-402.4013197,0,2.445392971,-0.2717855747,0.8913711628,0.8462075195,0.06646758852,0.2458459378
LE_e8,LE,1e-08,2,5,0,0,0,22,115.5552616,76.01246121,730.0575303,-406.2896579,0,2.445392971,-0.2236699875,0.9949879113,0.9958309881,0.02970292673,-0.3245710999
LE_e8,LE,1e-08,2,6,0,0,0,22,115.5552972,76.01247508,730.0576643,-406.289885,0,2.445392971,-0.2236699187,0.04591744943,-0.04879049727,3.556226835e-07,0.3644232954
LE_e8,LE,1e-08,2,7,0,0,0,22,115.5552885,76.01247565,730.05767,-406.2897298,0,2.445392971,-0.2236698633,0.03270720574,-0.02747837608,1.412455816e-07,0.2946880156
LE_e8,LE,1e-08,2,8,0,0,0,22,115.5552813,76.01247411,730.0576549,-406.2896428,0,2.445392971,-0.2236698254,0.02713476812,-0.02449191685,1.008948662e-07,0.2532445483
LE_e8,LE,1e-08,2,9,0,0,0,22,115.5553005,76.01246409,730.0575556,-406.2903422,0,2.445392971,-0.2236700974,0.04682358785,0.06133414033,4.419027835e-07,0.4360661145
LE_e8,LE,1e-08,2,10,0,0,0,22,115.5552642,76.01244901,730.0574108,-406.2900928,0,2.445392971,-0.2236702069,0.05187501149,0.01769521468,4.66825194e-07,0.4238420852
LE_e8,LE,1e-08,2,11,0,0,0,22,115.5552695,76.01245181,730.0574378,-406.2901039,0,2.445392971,-0.2236701866,0.03232845366,-0.03773044263,1.144693554e-07,0.2532819687
LE_e8,LE,1e-08,2,12,0,0,0,22,115.5552718,76.01245235,730.0574431,-406.2901214,0,2.445392971,-0.2236701906,0.02183753085,0.03380666352,3.5749998e-08,0.1671849945
LE_e8,LE,1e-08,2,13,0,0,0,22,115.5552706,76.01245155,730.0574352,-406.2901735,0,2.445392971,-0.2236702141,0.02721441911,0.001356797021,8.657852323e-08,0.235778278
LE_e8,LE,1e-08,2,14,0,0,0,22,115.5553034,76.01246675,730.0575814,-406.2902319,0,2.445392971,-0.2236700664,0.04978297804,-0.06501920595,4.097503057e-07,0.4132012281
LE_e8,LE,1e-08,2,15,0,0,0,22,115.5553059,76.01246764,730.0575901,-406.2902436,0,2.445392971,-0.2236700664,0.0252299032,0.0465840219,2.960645069e-08,0.1554944099
LE_e8,LE,1e-08,2,16,0,0,0,22,115.5553078,76.01246829,730.0575965,-406.2902519,0,2.445392971,-0.2236700663,0.02499517489,0.05032811616,2.414610485e-08,0.1572436543
LE_e8,LE,1e-08,2,17,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0.9779319165,0.6238307943,0.02983315252,-0.1998079549
LE_e8,LE,1e-08,2,18,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.097582899e-11,0.008524373207
LE_e8,LE,1e-08,2,19,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,2.558600284e-12,0.006245502031
LE_e8,LE,1e-08,2,20,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.941807182e-12,0.004085324748
LE_e8,LE,1e-08,2,21,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.033658027e-11,0.005676130447
LE_e8,LE,1e-08,2,22,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.793753307e-12,0.004070747829
LE_e8,LE,1e-08,2,23,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.780752967e-11,0.009937201552
LE_e8,LE,1e-08,2,24,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.279411435e-11,0.0091976927
LE_e8,LE,1e-08,2,25,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.4767754e-11,0.01167610423
LE_e8,LE,1e-08,2,26,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.781512209e-11,0.008223246699
LE_e8,LE,1e-08,2,27,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,6.190713885e-13,0.0002224652977
LE_e8,LE,1e-08,2,28,0,0,0,23,119.2033655,76.99721991,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.074469564e-11,0.01241626517
LE_e8,LE,1e-08,2,29,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.268294899e-11,0.007311251325
LE_e8,LE,1e-08,2,30,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.286854392e-11,0.01007010466
LE_e8,LE,1e-08,2,31,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.292608649e-11,0.009118058332
LE_e8,LE,1e-08,2,32,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.210396545e-11,0.0115800307
LE_e8,LE,1e-08,2,33,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.899470185e-11,0.009924015724
LE_e8,LE,1e-08,2,34,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.264652478e-11,0.006156044912
LE_e8,LE,1e-08,2,35,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,7.000462602e-12,0.007118139858
LE_e8,LE,1e-08,2,36,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.191211003e-11,0.01033408792
LE_e8,LE,1e-08,2,37,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.058187534e-11,0.008408952028
LE_e8,LE,1e-08,2,38,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.254989344e-12,0.003600627394
LE_e8,LE,1e-08,2,39,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.280635256e-11,0.006530895264
LE_e8,LE,1e-08,2,40,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.787875969e-11,0.008113839567
LE_e8,LE,1e-08,2,41,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.152102323e-11,0.01034477946
LE_e8,LE,1e-08,2,42,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.118546137e-11,0.007323172358
LE_e8,LE,1e-08,2,43,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.940272065e-11,0.0121345677
LE_e8,LE,1e-08,2,44,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.123992198e-11,0.007661873337
LE_e8,LE,1e-08,2,45,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.230237086e-11,0.00944117476
LE_e8,LE,1e-08,2,46,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.76999572e-11,0.008728227603
LE_e8,LE,1e-08,2,47,0,0,0,23,119.2033655,76.99721992,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,5.747277115e-12,0.005228681981
LE_e8,LE,1e-08,2,48,0,0,0,23,119.2033655,76.99721991,739.4394419,-446.5876889,0,2.445392971,-0.2545646312,0,0,1.873582902e-11,0.01220169635
