seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm,excess_over_floor,initial_G1,initial_Q1,initial_Q_count1,initial_pair_count1,initial_neff_zero_units1,initial_zero_count1,initial_zero1,initial_dead_unit1,initial_neff1,initial_neff_fraction1,initial_zmean1,initial_zsd1,initial_diag_gdiff1,initial_Wnorm1,initial_bias1,initial_G2,initial_Q2,initial_Q_count2,initial_pair_count2,initial_neff_zero_units2,initial_zero_count2,initial_zero2,initial_dead_unit2,initial_neff2,initial_neff_fraction2,initial_zmean2,initial_zsd2,initial_diag_gdiff2,initial_Wnorm2,initial_bias2,initial_mu2_norm,initial_memo_acc,initial_memo_ce
0,11,30000,0.4710969675483197,0.49456666666666665,59348,120000,0,32694,0.27245,0.0,566.8780979631425,0.4723984149692855,-8.306003861497251,189.201495401059,0.0,18.48183538791069,-0.12174203112721443,9.166668408248387e-05,0.9999,119988,120000,21,119677,0.9973083333333334,0.21,0.8640146881053685,0.0007200122400878072,-757.5409313243232,386.9638029671473,0.0,2.1787558611317657,-0.2175860116677359,848.0386009027601,0.1066666692495346,2.2924728393554688,0.10227291666666667,2.3094731770833334,0.1075,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.00585667600373482,0.46984970989875924,0.4942416666666667,59309,120000,0,32336,0.2694666666666667,0.0,565.4978183632584,0.471248181969382,-9.2098245431236,182.98778682935307,0.0,18.078041080722034,-0.12795266467262992,0.00013333333480669544,0.9998666666666667,119984,120000,25,119663,0.9971916666666667,0.25,0.9094231723648888,0.0007578526436374074,-732.4568650228979,370.4939959736273,0.0,2.178306010067101,-0.21331981968600303,812.597173134017,0.11083333939313889,2.2797274589538574
1,11,30000,0.4583118027264181,0.509025,61083,120000,0,35488,0.29573333333333335,0.0,551.4994207096382,0.4595828505913652,-16.24425844600542,198.5695768237421,0.0,18.214047687824877,-0.12587121198885143,2.500000000404731e-05,0.999975,119997,120000,19,119708,0.9975666666666667,0.19,0.8669708264652739,0.0007224756887210616,-785.603012569825,395.34781901063644,0.0,2.2775288572415104,-0.2571254584053531,895.3132956812354,0.10249999910593033,2.306694746017456,0.10400833333333333,2.317213541666667,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.012419962335216585,0.4598846937508065,0.506725,60807,120000,0,35208,0.2934,0.0,553.3504944014643,0.46112541200122026,-15.485431325795012,197.5898166097163,0.0,18.045111889551944,-0.13036198849702488,1.6666666675294887e-05,0.9999833333333333,119998,120000,20,119735,0.9977916666666667,0.2,0.8382134192099528,0.0006985111826749607,-787.0795562006157,397.1931991962703,0.0,2.2791071818778157,-0.25537991082761435,889.7836406893907,0.11500000208616257,2.303271770477295
2,11,30000,0.4548639773939844,0.5063416666666667,60761,120000,0,31552,0.26293333333333335,0.0,547.7160456038599,0.45643003800321663,-13.46130006910661,190.08812241664404,0.0,18.312755216056345,-0.16418933873064817,1.2667110539152583e-14,1.0,120000,120000,14,119581,0.9965083333333333,0.14,0.9125743022323017,0.0007604785851935849,-779.9703321629524,395.21814760624187,0.0,2.1648137609018265,-0.23520567225874403,946.0539217902411,0.0925000011920929,2.3149821758270264,0.09675625,2.3213734375,0.10833333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.012983644859813086,0.4539760956550878,0.5083583333333334,61003,120000,0,31992,0.2666,0.0,546.5929022102233,0.45549408517518614,-13.461212215391113,190.20410545796597,0.0,18.20909121038862,-0.1562212327681482,8.33333333523117e-06,0.9999916666666666,119999,120000,15,119626,0.9968833333333333,0.15,0.880530397921047,0.0007337753316008726,-788.3285659371377,399.64114120115903,0.0,2.171278817598252,-0.2315861289051827,947.1043454358557,0.11416666954755783,2.306556463241577
3,11,30000,0.4643684699467567,0.502075,60249,120000,0,33949,0.2829083333333334,0.0,558.7975687476842,0.46566464062307017,-10.453707318542433,196.61747212037974,0.0,19.384809596861967,-0.09727305353619159,4.166794395316022e-05,0.9999416666666666,119993,120000,2,119590,0.9965833333333334,0.02,1.0228905156144474,0.0008524087630120395,-771.1486256438177,376.99446401214607,0.0,2.2014149653033717,-0.2505464629351627,914.8069467709788,0.11833333969116211,2.302772283554077,0.100825,2.3160471354166665,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.01601694915254238,0.46407684904558805,0.501775,60213,120000,0,33283,0.2773583333333334,0.0,558.4697351015878,0.4653914459179899,-10.273663152758747,193.49481115015723,0.0,19.171195796362987,-0.1006448153196834,2.5000000577942504e-05,0.999975,119997,120000,1,119619,0.9968250000000001,0.01,1.033035026728816,0.0008608625222740133,-759.5742832912605,366.7840174557992,0.0,2.201011678709131,-0.24860889500821942,896.2096402672082,0.1066666692495346,2.305790901184082
4,11,30000,0.47128562008719954,0.491625,58995,120000,0,32451,0.270425,0.0,567.2245965636689,0.4726871638030575,-7.950694997578302,213.99066245365523,0.0,19.23773960088694,-0.12135122223757208,5.8333347073205705e-05,0.9999333333333333,119992,120000,7,119459,0.9954916666666667,0.07,1.0018919139952869,0.0008349099283294058,-866.298416361483,479.3788211601948,0.0,2.2257871788947057,-0.2340132789500058,1025.8073957820975,0.10583333671092987,2.2923595905303955,0.10173333333333333,2.31386015625,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.011181988742964355,0.4717027808279002,0.49309166666666665,59171,120000,0,33033,0.275275,0.0,567.6491862138042,0.47304098851150356,-8.382328274134423,213.23630305639279,0.0,19.022122615810755,-0.12125980954617262,6.666670208913022e-05,0.9999166666666667,119990,120000,3,119410,0.9950833333333334,0.03,1.036521884921634,0.0008637682374346951,-858.5331682035685,473.5347747402187,0.0,2.2223625788051287,-0.23241483291145415,1017.2403168954893,0.1158333346247673,2.3022210597991943
5,11,30000,0.4607647396098965,0.5067333333333334,60808,120000,0,35390,0.29491666666666666,0.0,554.4251089062174,0.4620209240885145,-13.117705681913085,212.67488503506874,0.0,18.781030727009885,-0.08072723865741864,0.00010000000007888001,0.9999,119988,120000,12,119527,0.9960583333333334,0.12,0.9634820919256448,0.0008029017432713707,-823.9861359793504,458.3423918963506,0.0,2.166716187136679,-0.22760307995951734,981.5880451381887,0.11250000447034836,2.308377265930176,0.10160208333333333,2.31289140625,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.0113297373358349,0.4663633204358221,0.4979166666666667,59750,120000,0,33432,0.2786,0.0,561.2276168880593,0.46768968074004946,-10.83125031370707,203.81957575058007,0.0,18.012664598873258,-0.08409051580354572,4.1969164117065326e-05,0.9999416666666666,119993,120000,1,119529,0.996075,0.01,1.0994750167345078,0.0009162291806120899,-803.6886651524068,446.9990652153411,0.0,2.1682231914685337,-0.22105576610541902,959.0087540495884,0.1133333370089531,2.3051445484161377
6,11,30000,0.460692772234659,0.5034666666666666,60416,120000,0,32879,0.2739916666666667,0.0,554.4145836818386,0.46201215306819887,-8.370620589083156,197.36230179091646,0.0,19.48796268800148,-0.08947173044318334,6.66701838420405e-05,0.999925,119991,120000,40,119770,0.9980833333333334,0.4,0.6484048835074809,0.0005403374029229008,-805.0999754808148,415.59641616313473,0.0,2.2397759611055053,-0.2632551065366715,935.2255681417863,0.10583333671092987,2.3043594360351562,0.10425416666666666,2.3122973958333333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.00834427767354597,0.45937963838887363,0.5039083333333333,60469,120000,0,32147,0.2678916666666667,0.0,552.9199168625355,0.4607665973854463,-8.614644518730852,191.16398043732056,0.0,19.058241164130006,-0.1059089527768083,9.166667437605772e-05,0.9999083333333333,119989,120000,29,119741,0.9978416666666667,0.29,0.8052000446424026,0.0006710000372020022,-781.1360419822375,406.88912226787727,0.0,2.242699699244553,-0.25737711805850266,904.026673047854,0.12416666746139526,2.2869644165039062
7,11,30000,0.4528536831142963,0.510225,61227,120000,0,33208,0.27673333333333333,0.0,545.1947399539755,0.4543289499616463,-12.283170571710961,197.2978865935348,0.0,19.179718193423906,-0.1630032853060402,3.333333333351408e-05,0.9999666666666667,119996,120000,25,119719,0.9976583333333334,0.25,0.827349625803323,0.0006894580215027693,-803.5042057346662,427.28526863757156,0.0,2.2519971755003643,-0.2825626852666028,965.3476786066112,0.11416666954755783,2.2949137687683105,0.10314583333333334,2.3134098958333333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.009591932457786107,0.45384228251400677,0.5088916666666666,61067,120000,0,33012,0.2751,0.0,546.3878449899776,0.4553232041583147,-12.826917341514584,194.37478605398428,0.0,18.848667117803647,-0.15993833388201892,1.666666780005789e-05,0.9999833333333333,119998,120000,23,119650,0.9970833333333334,0.23,0.8404037752481663,0.000700336479373472,-786.2461510519664,419.17373295395186,0.0,2.2522329350910115,-0.27960867977933956,949.6625139334204,0.1133333370089531,2.3082292079925537
8,11,30000,0.47504664890190956,0.48736666666666667,58484,120000,0,30756,0.25630000000000003,0.0,571.7667655412536,0.47647230461771134,-8.60834435494072,174.82645290278342,0.0,16.376168111622995,-0.11941651176777668,3.1020268617669786e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762992791114845,0.0008969160659262371,-666.3710322145146,344.92548625204074,0.0,2.1357020933622506,-0.21516884814947845,773.9134153446194,0.08416666835546494,2.311444044113159,0.10213333333333334,2.3186919270833335,0.1175,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.017412653446647764,0.47504664841778543,0.48736666666666667,58484,120000,0,30756,0.25630000000000003,0.0,571.7667652171745,0.4764723043476454,-8.608344433404769,174.82645304577778,0.0,16.376168111526987,-0.119416511770105,4.965318244454502e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762990825599343,0.0008969159021332786,-666.3651154395104,344.92473734192305,0.0,2.135701150795603,-0.21516884814947845,773.9134151784333,0.11250000447034836,2.326519250869751
9,11,30000,0.46324035209390085,0.5009,60108,120000,0,33418,0.27848333333333336,0.0,557.5475760652546,0.46462298005437885,-8.701194961474805,216.74984082831682,0.0,19.712809095955066,-0.20573957649059593,0.00011666828511329344,0.9998583333333333,119983,120000,0,119653,0.9971083333333334,0.0,1.018018721915697,0.0008483489349297476,-872.0345815542778,448.26006476575134,0.0,2.2104810495794562,-0.23451196342706682,1055.4948533138615,0.11666666716337204,2.304860830307007,0.10485,2.3057875,0.11083333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10,-0.006729147141518284,0.4642741123622486,0.4984,59808,120000,0,32897,0.2741416666666667,0.0,558.8115063895871,0.4656762553246559,-8.41726337010786,212.40726095060904,0.0,19.235350672079647,-0.21295784772373735,0.00027056658097592104,0.9997083333333333,119965,120000,2,119547,0.996225,0.02,1.1524018294543001,0.0009603348578785835,-858.1607453310913,448.17887826519814,0.0,2.2035739530649145,-0.22748664878308775,1028.7187344164251,0.12250000238418579,2.289327383041382
0,2,30000,0.46426921817875894,0.36801666666666666,44162,120000,0,704,0.005866666666666667,0.0,565.3393209886158,0.47111610082384653,-3.6424291433157867,33.56497271588586,0.0,5.975736493047223,-0.1026694198383484,0.05813681672410233,0.8544583333333333,102535,120000,0,12413,0.10344166666666667,0.0,72.709500926723,0.060591250772269165,-51.633956638672885,38.36297560215593,0.0,1.450491342786149,-0.00876943568699062,116.68466464089514,0.8508333563804626,0.4313218295574188,0.96505625,0.135750732421875,0.11083333333333334,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9607005623242736,0.4780855590502191,0.2225,26700,120000,0,0,0.0,0.0,590.690919760379,0.4922424331336492,-2.007487221956312,16.831030640519916,0.0,3.650591957490941,-0.08101118516060524,0.34215947619112885,0.26631666666666665,31958,120000,0,10,8.333333333333334e-05,0.0,432.4981201578434,0.3604151001315362,-7.155478249936728,12.778447943373058,0.0,1.0095413383148826,0.02071558649535291,52.486653037604576,1.0,0.00013493825099430978
1,2,30000,0.4463908032290488,0.3766,45192,120000,0,529,0.0044083333333333335,0.0,544.4663848917944,0.4537219874098287,-5.17545627192274,31.7115816257494,0.0,5.972898445918522,-0.11310213888064027,0.11572089173702853,0.7432583333333334,89191,120000,0,6477,0.053975,0.0,144.28136216071695,0.12023446846726414,-37.720367942057116,33.84635609635381,0.0,1.4268341168634888,-0.005298277371330187,100.20603082810952,1.0,0.0006043234607204795,0.9726916666666666,0.11433965657552084,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9690849056603773,0.46300099095387454,0.2514416666666667,30173,120000,0,8,6.666666666666667e-05,0.0,570.9330298859944,0.47577752490499536,-2.6935224272025518,18.16536768149862,0.0,3.9230340605784795,-0.08781939128311933,0.34191185564970183,0.2991083333333333,35893,120000,0,12,0.0001,0.0,429.60885593746013,0.35800737994788345,-7.705053135586739,13.950297908784396,0.0,1.029780298148048,0.012957268270329224,55.972293698385556,1.0,0.00022043347416911274
