seed,unit,s_inf,share_b,share_wmu,nonimitable_frac,v_u,npos,arm,step,rank,ok
5,33,0.8345388947342927,0.01623272178492461,0.14922838348078266,1.0917787537568217e-28,0.27781230211257935,16,LR_a0p1_q0,200000,2,True
6,25,0.7558547031260456,0.023671247077266443,0.22047404979668797,1.0265895841485629e-29,-0.3761225938796997,14,LR_a0p1_q0,200000,2,True
7,58,0.7868136014117582,0.020608445661401083,0.1925779529268407,2.83176229086187e-28,-0.2935211658477783,16,LR_a0p1_q0,200000,2,True
8,3,0.2753350116255505,0.07154223309675553,0.6531227552776939,2.326229000390676e-29,-0.8797552585601807,16,LR_a0p1_q0,200000,2,True
9,12,0.09657706955245382,0.09159206413357066,0.8118308663139755,5.341467788294786e-28,1.2500035762786865,15,LR_a0p1_q0,200000,2,True
0,4,0.5645064581289384,0.04233024942431392,0.39316329244674764,7.052050369576309e-30,0.6174188852310181,22,LR_a0p1_q0,200000,3,True
1,59,0.5733263533459034,0.042286005162272156,0.38438764149182436,1.729392990885786e-29,-0.5159035325050354,14,LR_a0p1_q0,200000,3,True
2,21,0.355053422812321,0.0645450204631983,0.5804015567244807,4.015810935689769e-29,-0.8258880972862244,16,LR_a0p1_q0,200000,3,True
3,84,0.8095864848514673,0.0192752822537208,0.1711382328948119,1.9774181002904669e-28,-0.3957999050617218,12,LR_a0p1_q0,200000,3,True
4,59,0.36898456254204504,0.06162297388561642,0.5693924635723385,7.516274165801813e-29,-0.6878044009208679,20,LR_a0p1_q0,200000,3,True
5,89,0.5462101263279393,0.04428659230142683,0.40950328137063385,7.869060000112807e-30,-0.5827580094337463,18,LR_a0p1_q0,200000,3,True
6,2,0.37423248342893056,0.0625817769656898,0.5631857396053797,2.4764693018220233e-28,-0.6419020295143127,12,LR_a0p1_q0,200000,3,True
7,41,0.4750113010121093,0.05115498072194874,0.473833718265942,3.6989191724603363e-28,0.4089500904083252,13,LR_a0p1_q0,200000,3,True
8,39,0.39570402248321546,0.05909015903424557,0.545205818482539,9.01666022757854e-29,-0.7099785804748535,12,LR_a0p1_q0,200000,3,True
9,33,0.6465136275311393,0.03421261511601867,0.319273757352842,4.186772385033424e-29,0.3314965069293976,12,LR_a0p1_q0,200000,3,True
0,63,0.2135929223891806,0.07959778658570647,0.7068092910251129,2.930701718214729e-28,-1.205418586730957,20,LR_a0p1_q0,200000,4,True
1,38,0.4203269200724503,0.05745588374748628,0.5222171961800633,9.626882850343234e-29,-0.6977595686912537,12,LR_a0p1_q0,200000,4,True
2,68,0.9770671717586968,0.0021639198873277064,0.020768908353975445,1.129360519616527e-28,-0.09209150075912476,13,LR_a0p1_q0,200000,4,True
3,59,0.49449794843422645,0.04867541609057885,0.45682663547519464,9.112154611282025e-29,0.6572980284690857,18,LR_a0p1_q0,200000,4,True
4,87,0.9935576970362534,0.0006459250645274917,0.005796377899219036,1.1656322673264399e-29,-0.05985800176858902,6,LR_a0p1_q0,200000,4,True
5,9,0.31344927762145103,0.0691695842083826,0.6173811381701664,5.737831955905703e-28,0.9413862228393555,16,LR_a0p1_q0,200000,4,True
6,43,0.8558605097063943,0.013852276154990588,0.13028721413861505,1.4235830210988588e-29,0.19529816508293152,12,LR_a0p1_q0,200000,4,True
7,17,0.7237295806011939,0.0273214612613926,0.24894895813741363,4.659115279795109e-29,-0.29378220438957214,21,LR_a0p1_q0,200000,4,True
8,16,0.4799476806832106,0.0522212830893154,0.467831036227474,1.741176070873038e-28,0.5924856662750244,14,LR_a0p1_q0,200000,4,True
9,21,0.3299249434891399,0.06632176896032083,0.6037532875505393,6.68700288067663e-29,0.7295272350311279,16,LR_a0p1_q0,200000,4,True
0,23,0.6655130840043624,0.031258050095587415,0.30322886590005016,3.476582904334881e-29,-0.3331323564052582,17,LR_a0p1_q0,5000000,0,True
1,98,0.12267724341951469,0.08520029948841204,0.7921224570920733,1.093819812928378e-28,1.519585371017456,16,LR_a0p1_q0,5000000,0,True
2,6,0.28695585802396006,0.06616556275859635,0.6468785792174436,3.146942513335705e-28,-0.43186911940574646,17,LR_a0p1_q0,5000000,0,True
3,62,0.9982486856823749,0.0002067382383645806,0.0015445760792605068,1.5179552983528369e-25,-0.6834357380867004,0,LR_a0p1_q0,5000000,0,False
4,33,0.3673723214279865,0.06429064254065076,0.5683370360313628,4.980636186158607e-28,0.48446258902549744,15,LR_a0p1_q0,5000000,0,True
5,39,0.09113314745246326,0.0889730487301294,0.8198938038174073,6.656078586598669e-28,-1.3440539836883545,16,LR_a0p1_q0,5000000,0,True
6,45,0.27526928514079274,0.07179642244143497,0.6529342924177723,4.2060143848241855e-29,-0.8072782158851624,18,LR_a0p1_q0,5000000,0,True
7,62,0.8823110406542927,0.01114993218529128,0.10653902716041609,1.5478100816562494e-28,-0.5483862161636353,1,LR_a0p1_q0,5000000,0,False
8,62,0.9937781588887019,0.000659977602117967,0.005561863509180084,1.5576093860166732e-29,-1.3441669940948486,0,LR_a0p1_q0,5000000,0,False
9,99,0.3403708121339287,0.06466092393576933,0.5949682639303019,4.3941977469750335e-28,-0.7951036691665649,17,LR_a0p1_q0,5000000,0,True
0,63,0.9972802325964772,0.00026240494320677044,0.0024573624603159974,1.837354076840918e-29,-1.0037716627120972,0,LR_a0p1_q0,5000000,1,False
1,62,0.7131898699582881,0.02777830862215549,0.2590318214195564,4.504607052590356e-28,-0.3230960965156555,5,LR_a0p1_q0,5000000,1,False
2,62,0.08120371740857779,0.08928110339709308,0.8295151791943292,4.1803357472522176e-27,-0.9877065420150757,19,LR_a0p1_q0,5000000,1,False
3,74,0.9959702988778731,0.00047569605452322893,0.0035540050676036495,1.342607791250183e-26,1.036697506904602,0,LR_a0p1_q0,5000000,1,False
4,63,0.9977620820137862,0.0002604279125240158,0.0019774900736897983,2.9440618515950586e-27,0.8374077081680298,0,LR_a0p1_q0,5000000,1,False
5,62,0.9955164024447222,0.0004622217455201013,0.004021375809757655,1.2202388693532183e-28,1.0860841274261475,0,LR_a0p1_q0,5000000,1,False
6,62,0.7538412750135359,0.02394470604234636,0.22221401894411774,1.3807829210371076e-28,0.2550773620605469,12,LR_a0p1_q0,5000000,1,False
7,74,0.9999665606626079,3.776856121148619e-06,2.9662481270888384e-05,9.201056725856329e-29,-0.10224307328462601,0,LR_a0p1_q0,5000000,1,False
8,74,0.9988087416618728,0.00012636192526236875,0.0010648964128647587,2.8983782919019738e-28,0.5881617069244385,0,LR_a0p1_q0,5000000,1,False
9,74,0.14973272652300895,0.08182068576418841,0.7684465877128026,5.150591255665002e-27,0.9382534623146057,12,LR_a0p1_q0,5000000,1,False
0,74,0.9002525850503831,0.009752830971408909,0.08999458397820799,1.5586167524914695e-29,0.28036460280418396,5,LR_a0p1_q0,5000000,2,False
1,74,0.9964934225261491,0.0003452848936304467,0.0031612925802204776,2.6434538043428524e-29,-1.0695509910583496,0,LR_a0p1_q0,5000000,2,False
2,74,0.9977296788997102,0.00022737518213561408,0.002042945918154126,1.7370301922628633e-28,0.8055790066719055,0,LR_a0p1_q0,5000000,2,False
3,73,0.9996320742726098,4.3432704206305e-05,0.00032449302318399045,3.737124464231755e-27,-0.31325334310531616,0,LR_a0p1_q0,5000000,2,False
4,74,0.9989460188821163,0.0001226524403758671,0.000931328677507793,8.543260402843913e-28,0.5746868848800659,0,LR_a0p1_q0,5000000,2,False
5,74,0.9859696285386406,0.0014464150065233118,0.012583956454836148,1.4241577018860887e-28,-1.9212538003921509,0,LR_a0p1_q0,5000000,2,False
6,74,0.5397341544927181,0.05204248559882896,0.40822335990845293,1.7592420319938176e-27,-0.9289692044258118,1,LR_a0p1_q0,5000000,2,False
7,73,0.9977788155938371,0.0002508750045571784,0.0019703094016057477,2.887321655686092e-28,-0.8332923054695129,0,LR_a0p1_q0,5000000,2,False
8,73,0.995329173937489,0.0004954547262623761,0.004175371336248708,1.816901414067337e-29,1.1646370887756348,0,LR_a0p1_q0,5000000,2,False
9,51,0.9962946753817766,0.00036850641753757764,0.003336818200685714,6.246576985898423e-30,1.0529897212982178,0,LR_a0p1_q0,5000000,2,False
0,73,0.997467748294907,0.00024431330561558787,0.002287938399477396,7.358191565302893e-30,0.968550980091095,0,LR_a0p1_q0,5000000,3,False
1,73,0.7942926338531402,0.02050974717298257,0.18519761897387715,7.029995855252945e-29,-0.6864072680473328,1,LR_a0p1_q0,5000000,3,False
2,73,0.09719744975105193,0.09077011163684248,0.8120324386121056,1.8906089660714774e-28,1.3626759052276611,7,LR_a0p1_q0,5000000,3,False
3,72,0.9995837715800486,4.91347152432994e-05,0.00036709370470809443,2.164845041026794e-29,-0.3331819772720337,0,LR_a0p1_q0,5000000,3,False
4,73,0.22535098446362334,0.08002850802008032,0.6946205075162963,1.070272678046166e-27,1.3316521644592285,2,LR_a0p1_q0,5000000,3,False
5,73,0.999015578821982,0.00010148566405003544,0.0008829355139680603,9.022371673259583e-31,0.5089095830917358,0,LR_a0p1_q0,5000000,3,False
6,73,0.990507473541782,0.0009776022071511777,0.008514924251066779,3.0389213485634275e-29,-1.6871832609176636,0,LR_a0p1_q0,5000000,3,False
7,72,0.2980214199712754,0.0705618619178523,0.6314167181108723,2.699147541752431e-28,0.8913389444351196,6,LR_a0p1_q0,5000000,3,False
8,72,0.9973396357862072,0.00028219634078908924,0.0023781678730037206,7.51933069602625e-28,0.878950297832489,0,LR_a0p1_q0,5000000,3,False
9,73,0.997283124274847,0.0002702020048248879,0.0024466737203281278,2.01038356457022e-28,0.9016664028167725,0,LR_a0p1_q0,5000000,3,False
0,72,0.9880354585255192,0.0011543468099660566,0.010810194664514702,4.670835717386167e-29,2.1053149700164795,0,LR_a0p1_q0,5000000,4,False
1,72,0.9974244655154669,0.00025360715887931556,0.0023219273256537306,5.577580868033739e-29,0.9166287183761597,0,LR_a0p1_q0,5000000,4,False
2,72,0.17892240834310258,0.08303951476166484,0.7380380768952326,8.77110707679715e-29,1.7026784420013428,2,LR_a0p1_q0,5000000,4,False
3,71,0.9994641621525046,6.325430650878477e-05,0.0004725835409866723,3.26812073507243e-26,-0.3780352771282196,0,LR_a0p1_q0,5000000,4,False
4,72,0.4407547400888857,0.057212635452155235,0.502032624458959,3.53029931269104e-27,0.7177202105522156,2,LR_a0p1_q0,5000000,4,False
5,72,0.4672106230911743,0.05397661149583152,0.47881276541299417,3.7370334783392955e-29,1.0178128480911255,2,LR_a0p1_q0,5000000,4,False
6,72,0.9898805829293368,0.0010421634858651548,0.009077253584798032,3.1487153563725488e-30,1.7420037984848022,0,LR_a0p1_q0,5000000,4,False
7,71,0.993983577580894,0.0006795338548313404,0.005336888564274769,4.4297432234791435e-29,-1.371431827545166,0,LR_a0p1_q0,5000000,4,False
8,71,0.996555124258522,0.00036541287229700483,0.003079462869180997,7.8954177272250635e-28,-1.000185489654541,0,LR_a0p1_q0,5000000,4,False
9,72,0.9994633932942194,5.33672579728404e-05,0.00048323944780772986,1.2754633325891157e-28,0.40071818232536316,0,LR_a0p1_q0,5000000,4,False
0,92,0.9878197314443947,0.0011911473658771546,0.01098912118972821,1.8532949575124267e-27,0.062045931816101074,16,LR_a0p7_q0,200000,0,True
1,43,0.9991382118876961,9.143808691921393e-05,0.000770350025384567,1.836711385387284e-27,-0.016874589025974274,14,LR_a0p7_q0,200000,0,True
2,63,0.750294541145434,0.024758287735298645,0.22494717111926738,1.2710728672182868e-26,-0.22914232313632965,16,LR_a0p7_q0,200000,0,True
3,99,0.9983759482678272,0.00015686102905344588,0.001467190703119353,5.804053618349794e-28,0.020169317722320557,16,LR_a0p7_q0,200000,0,True
4,83,0.8840012971428491,0.01124165823522247,0.10475704462192834,8.832100109784967e-27,-0.10635561496019363,16,LR_a0p7_q0,200000,0,True
5,94,0.8551094156799025,0.014393694942550803,0.13049688937754664,7.370283376515194e-28,-0.19048604369163513,16,LR_a0p7_q0,200000,0,True
6,90,0.9885581079700517,0.0011345655773375234,0.010307326452610746,1.1058542262999733e-26,0.043990764766931534,16,LR_a0p7_q0,200000,0,True
7,2,0.18949536877471929,0.07966153252791126,0.7308430986973694,8.500011485142388e-27,0.7590769529342651,15,LR_a0p7_q0,200000,0,True
8,78,0.9990641073986413,9.275688551604769e-05,0.0008431357158426617,2.097429710839456e-26,0.010479752905666828,13,LR_a0p7_q0,200000,0,True
9,77,0.9440644452307865,0.005512834395776291,0.05042272037343726,6.724969654499833e-28,-0.09416947513818741,16,LR_a0p7_q0,200000,0,True
0,30,0.9994808764573714,5.094407950594976e-05,0.00046817946312271595,9.788498335878928e-27,0.011507980525493622,18,LR_a0p7_q0,200000,1,True
1,79,0.9193142830108282,0.007831832698393923,0.07285388429077788,3.0128795057833855e-27,0.11850275844335556,15,LR_a0p7_q0,200000,1,True
2,2,0.9772546188661637,0.002243269422324182,0.020502111711512064,3.4034120361549745e-28,-0.085833340883255,16,LR_a0p7_q0,200000,1,True
3,72,0.9742399773198134,0.0025634631063714466,0.023196559573815115,6.005684071154159e-27,-0.06012054532766342,14,LR_a0p7_q0,200000,1,True
4,36,0.9230327077615657,0.007610589970225571,0.06935670226820873,1.848347425885591e-27,0.14948709309101105,16,LR_a0p7_q0,200000,1,True
5,2,0.8544074745712018,0.014234460167154628,0.13135806526164356,1.6148432094726742e-27,0.1820705533027649,16,LR_a0p7_q0,200000,1,True
6,57,0.9968280508213551,0.00031154633403575273,0.0028604028446092113,4.273495822203257e-26,-0.01942061260342598,16,LR_a0p7_q0,200000,1,True
7,27,0.9109987981676207,0.008683130043680806,0.08031807178869843,5.517348654125449e-27,0.1321229785680771,16,LR_a0p7_q0,200000,1,True
8,37,0.9859405184785432,0.0013926554144108078,0.012666826107045953,8.145173272092596e-28,0.04660716652870178,14,LR_a0p7_q0,200000,1,True
9,10,0.999800606057449,1.9440330748303386e-05,0.00017995361180267444,3.137022891655404e-26,0.005014454014599323,16,LR_a0p7_q0,200000,1,True
0,96,0.9903466306916247,0.0009526232983362049,0.00870074601003909,1.0225146008001068e-26,-0.047187089920043945,16,LR_a0p7_q0,200000,2,True
1,24,0.8707719778739483,0.012521336778145374,0.11670668534790628,3.7360019656929523e-26,-0.1260657012462616,19,LR_a0p7_q0,200000,2,True
2,83,0.8364097112086333,0.016062657690126807,0.14752763110123984,7.811300387990719e-28,0.1979062557220459,16,LR_a0p7_q0,200000,2,True
3,2,0.9916154610993093,0.0008262827962098563,0.007558256104480835,9.26098559471471e-27,0.03511323407292366,18,LR_a0p7_q0,200000,2,True
4,17,0.8968052653419913,0.010164291483894318,0.0930304431741143,3.096743076667103e-26,0.12321650981903076,16,LR_a0p7_q0,200000,2,True
5,89,0.8033178927484528,0.019294034663953123,0.17738807258759418,6.608395176822409e-27,-0.20025360584259033,16,LR_a0p7_q0,200000,2,True
6,16,0.9990509142384283,9.48353562254777e-05,0.000854250405346273,8.346802732447386e-26,0.01329217478632927,15,LR_a0p7_q0,200000,2,True
7,12,0.5623508848734367,0.043302788179020564,0.3943463269475428,1.5420569916069912e-26,0.3363725244998932,15,LR_a0p7_q0,200000,2,True
8,83,0.9709817014459868,0.002855775903256746,0.026162522650756442,7.152784215278233e-27,-0.07772289961576462,14,LR_a0p7_q0,200000,2,True
9,69,0.9994027632828244,5.890812109356181e-05,0.0005383285960820119,3.6797756705959735e-27,0.010051230899989605,17,LR_a0p7_q0,200000,2,True
0,18,0.9870334384302508,0.0012040151632875594,0.011762546406461622,2.7583803960308962e-27,-0.06845486164093018,12,LR_a0p7_q0,200000,3,True
1,54,0.9987775626585138,0.00011799729135775101,0.0011044400501283866,5.904955207206418e-27,-0.012319226749241352,13,LR_a0p7_q0,200000,3,True
2,88,0.9996545703775443,3.3694764650163737e-05,0.00031173485780539847,2.6723659928059504e-26,-0.0075136953964829445,14,LR_a0p7_q0,200000,3,True
3,36,0.9977724918105109,0.000211305595318905,0.0020162025941702862,3.5201379498191506e-26,-0.026169417425990105,13,LR_a0p7_q0,200000,3,True
4,32,0.9998372223825818,1.5868176685804277e-05,0.0001469094407324331,1.4506727662576617e-26,-0.004465898033231497,16,LR_a0p7_q0,200000,3,True
5,91,0.6391976143262343,0.03462917467186747,0.3261732110018983,1.0228136172189457e-26,0.3681829869747162,10,LR_a0p7_q0,200000,3,True
6,70,0.9939873424630723,0.0006011676055977047,0.005411489931330048,2.0031731364286194e-26,0.032836515456438065,16,LR_a0p7_q0,200000,3,True
7,67,0.9957389025762328,0.00041241787964021765,0.0038486795441270657,2.952231591189394e-27,-0.02290961518883705,13,LR_a0p7_q0,200000,3,True
8,32,0.9999347037692512,6.488212918544735e-06,5.880801783025328e-05,2.4191139031166407e-28,-0.004139488562941551,17,LR_a0p7_q0,200000,3,True
9,38,0.8048627662279221,0.019315825508571725,0.17582140826350623,3.784069662258862e-27,0.1857011914253235,16,LR_a0p7_q0,200000,3,True
0,99,0.9803004485209912,0.0019254541690679249,0.017774097309940878,4.221121769397233e-26,-0.06880764663219452,17,LR_a0p7_q0,200000,4,True
1,66,0.9967571979336193,0.00032376451971012437,0.002919037546670554,9.820824957712043e-27,0.023272141814231873,19,LR_a0p7_q0,200000,4,True
2,18,0.7802756473070591,0.02144642550136992,0.198277927191571,7.045285360062795e-27,-0.23040805757045746,16,LR_a0p7_q0,200000,4,True
3,15,0.9561104167729798,0.004168944230754152,0.039720638996266024,6.75946019557395e-27,-0.11522654443979263,14,LR_a0p7_q0,200000,4,True
4,31,0.9571344656502887,0.0042385797434532245,0.03862695460625805,8.733705274973158e-26,0.11155902594327927,16,LR_a0p7_q0,200000,4,True
5,16,0.7606193230226422,0.023482763797145752,0.21589791318021198,1.702429804636407e-27,0.2544662356376648,16,LR_a0p7_q0,200000,4,True
6,72,0.9997557049349008,2.388107544013895e-05,0.0002204139896589548,8.158010463207374e-27,-0.007024520542472601,16,LR_a0p7_q0,200000,4,True
7,11,0.5479956286144962,0.04463971093431909,0.40736466045118475,1.4679060866967075e-27,-0.33261436223983765,15,LR_a0p7_q0,200000,4,True
8,13,0.9299051800144507,0.006797144835735519,0.0632976751498138,3.097382609596464e-27,-0.1261076182126999,17,LR_a0p7_q0,200000,4,True
9,96,0.6239715796234058,0.0372425653954305,0.3387858549811637,1.4963344646455111e-27,0.34625327587127686,16,LR_a0p7_q0,200000,4,True
0,1,0.4765777884826222,0.05127773322178522,0.4721444782955926,1.0554897933898526e-26,-0.29989179968833923,16,LR_a0p7_q0,5000000,0,True
1,95,0.9999736588352699,2.5317355361449587e-06,2.3809429194018835e-05,3.134194689577326e-26,-0.0020172775257378817,19,LR_a0p7_q0,5000000,0,True
2,23,0.7043401813499998,0.02894022183950598,0.2667195968104943,1.2325265476974295e-27,-0.2504679560661316,16,LR_a0p7_q0,5000000,0,True
3,84,0.9999702193530693,2.91491003002997e-06,2.686573690071917e-05,2.0278701032734996e-26,0.0019708340987563133,15,LR_a0p7_q0,5000000,0,True
4,42,0.9999999989121531,1.0782760888604185e-10,9.800192842835624e-10,1.8186535812282857e-27,-1.3195330211601686e-05,14,LR_a0p7_q0,5000000,0,True
5,29,0.9999234683496557,7.342726982124783e-06,6.918892336212067e-05,4.920076004231243e-26,-0.003895697183907032,23,LR_a0p7_q0,5000000,0,True
6,1,0.999998317766038,1.6087075819942362e-07,1.5213632038979892e-06,3.588158057376641e-26,0.0006075988640077412,13,LR_a0p7_q0,5000000,0,True
7,9,0.9999996215522461,3.715458882146475e-08,3.4129316507771363e-07,1.949366616537396e-27,-0.0002422917023068294,16,LR_a0p7_q0,5000000,0,True
8,31,0.9999959988029575,3.8861841599523043e-07,3.6125786264198007e-06,4.279324063852814e-27,-0.0009296074858866632,16,LR_a0p7_q0,5000000,0,True
9,12,0.9999828729764854,1.6802403154398183e-06,1.5446783199175182e-05,1.3957341442973626e-27,-0.002014089608564973,16,LR_a0p7_q0,5000000,0,True
0,37,0.9999960853241202,3.8154118793361145e-07,3.5331346918419197e-06,4.590480591573081e-27,-0.0006142095662653446,16,LR_a0p7_q0,5000000,1,True
1,38,0.9998750456888532,1.1985489192222766e-05,0.00011296882195458327,2.016215201883593e-27,-0.004371013026684523,13,LR_a0p7_q0,5000000,1,True
2,56,0.9999989669126271,1.0604151556212649e-07,9.270458572952641e-07,7.562980070588257e-27,0.0007074084714986384,28,LR_a0p7_q0,5000000,1,True
3,75,0.9999740445574565,2.537154230394538e-06,2.3418288313111563e-05,1.40019016084626e-26,0.0017479280941188335,14,LR_a0p7_q0,5000000,1,True
4,32,0.9999998759131778,1.2670758505503761e-08,1.1141606365199343e-07,2.1056661451222e-27,0.00013507617404684424,12,LR_a0p7_q0,5000000,1,True
5,43,0.9999990344769394,1.0444385039496325e-07,8.610792102664705e-07,7.142488824183562e-27,0.0005131925572641194,1,LR_a0p7_q0,5000000,1,True
6,30,0.9999998476732528,1.575571970916388e-08,1.365710274338294e-07,3.3533640992281053e-26,-0.0001882946671685204,26,LR_a0p7_q0,5000000,1,True
7,79,0.9999996864898391,3.0652885121766707e-08,2.828572758342215e-07,1.586108122432691e-26,-0.00021446734899654984,19,LR_a0p7_q0,5000000,1,True
8,54,0.9999956577510282,4.2174326817620134e-07,3.92050570364241e-06,1.428002634882308e-27,-0.0009684161050245166,16,LR_a0p7_q0,5000000,1,True
9,68,0.9999995047942555,4.911220555909561e-08,4.4609353904410365e-07,2.0222182474293503e-27,0.0003186941903550178,19,LR_a0p7_q0,5000000,1,True
0,25,0.9999798361477544,1.934606302226349e-06,1.822924594334184e-05,1.3065575316355513e-26,-0.002214592881500721,15,LR_a0p7_q0,5000000,2,True
1,55,0.9999731022497833,2.620877762837595e-06,2.4276872453885286e-05,1.030159312327596e-26,-0.0021361028775572777,19,LR_a0p7_q0,5000000,2,True
2,89,0.9997748433990977,2.1607478049264628e-05,0.0002035491228530314,9.74321978879202e-27,-0.008899417705833912,19,LR_a0p7_q0,5000000,2,True
3,63,0.9999993122319432,6.758531953897855e-08,6.201827372626443e-07,1.060327201813712e-27,0.0003950699756387621,30,LR_a0p7_q0,5000000,2,True
4,4,0.9999951618313849,4.65797898256175e-07,4.372370716786006e-06,6.179541234377297e-27,0.0007479562773369253,17,LR_a0p7_q0,5000000,2,True
5,68,0.9999832491243382,1.581991529577973e-06,1.51688841322541e-05,5.999016455884791e-27,-0.001971967052668333,24,LR_a0p7_q0,5000000,2,True
6,37,0.9999717789258766,2.5717353746268998e-06,2.564933874866782e-05,1.919806611168523e-26,0.003598014358431101,6,LR_a0p7_q0,5000000,2,True
7,71,0.8338449299366275,0.01616253425693076,0.14999253580644184,4.7280316228499354e-26,0.21068865060806274,16,LR_a0p7_q0,5000000,2,True
8,17,0.9999774838268455,2.1868954347524303e-06,2.0329277719815096e-05,1.3390522017356613e-27,-0.002205220051109791,16,LR_a0p7_q0,5000000,2,True
9,98,0.9999861118227171,1.355394142515931e-06,1.2532783140415579e-05,1.812730457347284e-27,-0.001683985348790884,19,LR_a0p7_q0,5000000,2,True
0,96,0.9999997920292907,1.9914470155973437e-08,1.880562391289871e-07,3.992254400611125e-27,-0.00017569493502378464,13,LR_a0p7_q0,5000000,3,True
1,63,0.9999303625817356,6.468894134337528e-06,6.316852413002896e-05,1.0914667795106576e-27,-0.0037676880601793528,7,LR_a0p7_q0,5000000,3,True
2,45,0.999919847302516,7.679199695191056e-06,7.247349778866381e-05,6.270503035704411e-28,-0.004400087054818869,21,LR_a0p7_q0,5000000,3,True
3,2,0.999998948269718,1.0498212409178127e-07,9.467481578400431e-07,1.103158271479976e-27,0.0006985104409977794,31,LR_a0p7_q0,5000000,3,True
4,89,0.9999954609174169,4.583218472373798e-07,4.080760735838206e-06,2.556143127035129e-27,0.0006396834505721927,13,LR_a0p7_q0,5000000,3,True
5,77,0.9999980251283581,2.1700602615446987e-07,1.7578656157776197e-06,2.5329373392884955e-27,0.00080586300464347,31,LR_a0p7_q0,5000000,3,True
6,50,0.9999989394201285,9.367716073233985e-08,9.66902710833705e-07,3.058918546895086e-27,-0.0007261126884259284,31,LR_a0p7_q0,5000000,3,True
7,35,0.9999999101783252,8.605176027351597e-09,8.121649870596372e-08,2.2995301579981162e-27,-0.0001776781864464283,8,LR_a0p7_q0,5000000,3,True
