arm,step,group,rank,seed,unit,mode,t,rel_err,rel_err_vs_pred,cos,surv_emp,surv_pred,surv_PA_emp,surv_PA_pred,eta_lam_max,eta_lam_min_pos,rank_HA,gate_mismatch,v_u,k_u
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,10,3.424350106418513e-14,3.888884048434529e-14,1.0,0.8805482662299852,0.8805482662299963,0.8805482662299885,0.8805482662299996,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,10,3.3121325311022065e-14,3.340020667334545e-14,1.0,0.991650310279489,0.9916503102794887,0.9916503102794865,0.9916503102794862,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,10,1.0045045361733706e-14,1.0214422413289262e-14,1.0000000000000002,0.9834178532370846,0.9834178532370865,0.9834178532370822,0.9834178532370841,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,10,3.558706182307201e-14,4.668954610728921e-14,1.0,0.7622062065305742,0.7622062065305906,0.7622062065305741,0.7622062065305905,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,20,6.631813701157122e-14,8.553112600622111e-14,1.0,0.7753684548330009,0.775368454833011,0.7753684548330037,0.7753684548330139,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,20,3.536189542888176e-14,3.595989584600829e-14,1.0000000000000002,0.9833703518028154,0.9833703518028151,0.983370351802813,0.9833703518028128,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,20,4.115278632145476e-14,4.255230044411096e-14,0.9999999999999999,0.9671107294305994,0.9671107294306133,0.967110729430597,0.9671107294306108,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,20,3.899009369164166e-14,6.711265468606349e-14,0.9999999999999998,0.5809648548999748,0.5809648548999848,0.5809648548999746,0.5809648548999847,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,50,8.489630591799572e-14,1.6036115679520032e-13,0.9999999999999998,0.5294069188239693,0.5294069188239774,0.5294069188239713,0.5294069188239793,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,50,8.49277386826892e-14,8.856390094313525e-14,1.0,0.9589430657217738,0.9589430657217692,0.9589430657217716,0.9589430657217668,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,50,2.891084519632444e-14,3.1431860592549585e-14,1.0,0.9197942677048241,0.9197942677048296,0.9197942677048219,0.9197942677048272,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,50,7.893502997487131e-14,3.0676837853629454e-13,0.9999999999999999,0.2573114945923909,0.2573114945924334,0.2573114945923909,0.25731149459243335,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,100,8.189574760626956e-14,2.921090586765016e-13,1.0,0.28036017772722227,0.2803601777272016,0.2803601777272234,0.2803601777272027,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,100,8.443590084904834e-14,9.182085467542173e-14,1.0,0.9195721510927322,0.9195721510927063,0.91957215109273,0.9195721510927038,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,100,5.4715773022845314e-14,6.467410569751887e-14,1.0,0.8460228778230412,0.8460228778230235,0.8460228778230392,0.8460228778230214,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,100,9.97443432737141e-14,1.5005397777975225e-12,1.0,0.06647230866486294,0.06647230866489783,0.06647230866486292,0.06647230866489781,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,200,1.276989976527909e-13,1.6144980066747614e-12,0.9999999999999998,0.07909517207507755,0.07909517207506575,0.07909517207507785,0.07909517207506606,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,200,7.010486286543751e-14,8.290406183491062e-14,1.0,0.8456143319616956,0.8456143319616771,0.8456143319616932,0.845614331961675,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,200,7.768632602105384e-14,1.0853679734103555e-13,1.0,0.7157602575737695,0.71576025757379,0.7157602575737678,0.7157602575737884,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,200,1.4034158275368987e-13,1.9011410265285715e-11,1.0,0.007381965924368253,0.0073819659244295805,0.007381965924368253,0.0073819659244295805,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,500,1.981860570462253e-13,2.2012435550494388e-11,1.0,0.009003367964027753,0.009003367964058576,0.009003367964027759,0.00900336796405858,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,500,1.1974793789865303e-13,1.8210860126644355e-13,0.9999999999999999,0.6575633279586385,0.6575633279586258,0.6575633279586369,0.657563327958624,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,500,9.513652314024758e-14,2.1947616147855222e-13,1.0,0.43347087218650265,0.4334708721864746,0.4334708721865016,0.43347087218647357,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,500,1.3551127389619038e-13,2.7920324984508128e-11,1.0,0.004853499161320437,0.004853499161323522,0.004853499161320439,0.004853499161323523,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,1000,1.334577717546695e-13,1.7402456593871996e-11,1.0,0.0076689041592221075,0.007668904159293497,0.007668904159222112,0.007668904159293501,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,1000,1.7362394502575295e-13,4.0151166176151095e-13,1.0000000000000002,0.4324256592299962,0.432425659229997,0.43242565922999515,0.43242565922999593,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,1000,2.472221780345659e-13,1.3145727467979726e-12,1.0000000000000002,0.18806275927806404,0.18806275927806052,0.1880627592780636,0.18806275927806004,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,1000,2.6527724077536495e-13,7.66095896390292e-11,1.0000000000000002,0.0034627158560126955,0.003462715856138954,0.003462715856012697,0.0034627158561389548,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,fullbatch_wonly,2000,3.455419205763592e-13,5.981749526598033e-11,1.0,0.0057766029659680005,0.005776602966070319,0.005776602965968003,0.005776602966070321,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,fullbatch_wonly,2000,2.7854111048843643e-13,1.4882604107594906e-12,0.9999999999999999,0.18715885235852045,0.18715885235856744,0.18715885235851998,0.18715885235856697,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,fullbatch_wonly,2000,4.859540391181222e-13,1.3307878881239753e-11,1.0,0.036516265548810635,0.03651626554876273,0.03651626554881056,0.036516265548762646,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,fullbatch_wonly,2000,3.711914276911534e-13,2.1059946292936393e-10,1.0000000000000002,0.0017625468863463139,0.0017625468865305356,0.001762546886346314,0.001762546886530536,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1,0.004779522849218113,0.0048407125507302995,0.999988521599988,0.9866669427942429,0.9873593606579769,0.9866669427942467,0.9873593606579806,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1,0.00035374649458953854,0.0003540432265635655,0.9999999488523647,0.9990101258999389,0.9991618764270479,0.9990101258999363,0.9991618764270455,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1,0.0006038569507954648,0.0006048675164236636,0.9999998226135105,0.9984342421336377,0.9983292777331242,0.9984342421336353,0.9983292777331217,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1,0.011458846673394951,0.011774265250802003,0.999944265635412,0.9680843128125379,0.9732111880709016,0.9680843128125378,0.9732111880709016,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,2,0.00948274017549513,0.009727099115234113,0.9999535472251796,0.9735572920777592,0.9748785391364749,0.9735572920777629,0.9748785391364787,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,2,0.0005982869552614219,0.0005992910941914434,0.9999998400755776,0.9981263831669404,0.9983244554445178,0.9981263831669378,0.9983244554445152,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,2,0.0007739457066302109,0.0007765382982907341,0.999999698569756,0.9966733075312358,0.9966613473331194,0.9966733075312333,0.9966613473331171,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,2,0.019464067758788645,0.02055035801014843,0.9998208094375178,0.9393951249527165,0.9471400814125311,0.9393951249527164,0.947140081412531,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,5,0.013536356799842572,0.014425318390782177,0.9998966004610204,0.9393483771257883,0.938374906753694,0.9393483771257918,0.9383749067536974,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,5,0.0005246800002241316,0.0005268842721304782,0.9999998709918286,0.9956768924309479,0.9958164021532974,0.9956768924309455,0.9958164021532947,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,5,0.001338928981392581,0.0013501701460002795,0.9999992018783462,0.99120128570826,0.9916742607285467,0.9912012857082576,0.9916742607285444,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,5,0.03769855824364639,0.043180628831882575,0.9991588882425348,0.8604970173129846,0.8730432896292496,0.8604970173129843,0.8730432896292495,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,10,0.012798508736303196,0.014534704373559311,0.9998979375614935,0.8781049793994019,0.8805482662299963,0.8781049793994051,0.8805482662299996,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,10,0.0010728134238400695,0.0010818465064945178,0.9999994225125927,0.9917728676129389,0.9916503102794887,0.9917728676129365,0.9916503102794862,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,10,0.0017359779265524052,0.001765249553725448,0.9999986128998893,0.9839915218118019,0.9834178532370865,0.9839915218117995,0.9834178532370841,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,10,0.03512651764821352,0.04608532093710226,0.9989897156598145,0.7536516215222067,0.7622062065305906,0.7536516215222067,0.7622062065305905,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,20,0.028988738631172968,0.037387049280224065,0.9993721606621608,0.7656255878983987,0.775368454833011,0.7656255878984015,0.7753684548330139,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,20,0.0010658881534040203,0.001083913249418111,0.9999994217361207,0.9835029581802666,0.9833703518028151,0.9835029581802641,0.9833703518028128,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,20,0.0022510213559080853,0.0023275735522377823,0.9999977784200283,0.9661539080866329,0.9671107294306133,0.9661539080866305,0.9671107294306108,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,20,0.04650032024523009,0.08003981626949755,0.997022111866983,0.5667817636998714,0.5809648548999848,0.5667817636998713,0.5809648548999847,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,50,0.02490928524429802,0.04705130280433701,0.9988941220827736,0.5278608772676298,0.5294069188239774,0.5278608772676318,0.5294069188239793,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,50,0.0017985286153053433,0.0018755322183300234,0.9999982540606371,0.9587875253975185,0.9589430657217692,0.9587875253975159,0.9589430657217668,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,50,0.002906803346523083,0.0031602755622476904,0.9999951513374935,0.9202851665714247,0.9197942677048296,0.9202851665714225,0.9197942677048272,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,50,0.040305079822679064,0.15663925114002386,0.9876961422347535,0.2564401829917302,0.2573114945924334,0.25644018299173016,0.25731149459243335,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,100,0.036512890734246725,0.13023565268878806,0.9915516126429932,0.2812602273277738,0.2803601777272016,0.2812602273277749,0.2803601777272027,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,100,0.0005801951595188369,0.0006309403333163193,0.9999998072334254,0.9196750011778257,0.9195721510927063,0.9196750011778234,0.9195721510927038,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,100,0.00448042201782207,0.005295863900691481,0.9999859815859179,0.8459283722424098,0.8460228778230235,0.8459283722424077,0.8460228778230214,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,100,0.03457537285942044,0.5201470139050357,0.8906611381494315,0.07599828837161286,0.06647230866489783,0.07599828837161286,0.06647230866489781,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,200,0.035023723726478134,0.4428048237032553,0.9153642246572277,0.08697840695549232,0.07909517207506575,0.0869784069554926,0.07909517207506606,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,200,0.0030177156450301923,0.0035686666261079336,0.9999936327658067,0.8456350612547866,0.8456143319616771,0.8456350612547845,0.845614331961675,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,200,0.003989279209516238,0.005573485210032035,0.9999854898325596,0.7167730868108062,0.71576025757379,0.7167730868108043,0.7157602575737884,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,200,0.031589592845334045,4.279292693670222,0.7898089570383977,0.037093769562893855,0.0073819659244295805,0.03709376956289385,0.0073819659244295805,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,500,0.031100012603873916,3.454264307315339,0.3875683796984612,0.033461511189971586,0.009003367964058576,0.0334615111899716,0.00900336796405858,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,500,0.005873795504398187,0.0089326689227532,0.9999693520716283,0.6547150673223039,0.6575633279586258,0.6547150673223023,0.657563327958624,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,500,0.008736458215830132,0.020154660385281437,0.9997975635683222,0.4328741945213946,0.4334708721864746,0.4328741945213935,0.43347087218647357,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,500,0.026034401555817797,5.364047811789126,0.8992988813557061,0.030312474997360603,0.004853499161323522,0.03031247499736061,0.004853499161323523,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1000,0.026468049537049603,3.4513470226348466,0.3917657635803445,0.02851464849761804,0.007668904159293497,0.028514648497618058,0.007668904159293501,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1000,0.005325852929016186,0.012316227807803354,0.9999265550958962,0.4314460040461896,0.432425659229997,0.43144600404618866,0.43242565922999593,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1000,0.010043424599027647,0.05340464341575423,0.9985761413561397,0.18826948528547868,0.18806275927806052,0.18826948528547824,0.18806275927806004,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1000,0.018480123295874604,5.336887016909488,0.9138356018324603,0.021590901430566918,0.003462715856138954,0.02159090143056692,0.0034627158561389548,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,2000,0.019293744513129214,3.33998106265113,0.4184011741609063,0.02098360173632224,0.005776602966070319,0.02098360173632225,0.005776602966070321,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,2000,0.005349547575938016,0.028582925726051735,0.9995916624979585,0.18695338666164174,0.18715885235856744,0.18695338666164124,0.18715885235856697,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,2000,0.009542697367405007,0.261327307817443,0.9678923563947572,0.037953533318126925,0.03651626554876273,0.03795353331812685,0.036516265548762646,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,2000,0.009674852823614709,5.489132174327037,0.9155757003411388,0.011262598859882338,0.0017625468865305356,0.01126259885988234,0.001762546886530536,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,1,0.004779522849218113,0.0048407125507302995,0.999988521599988,0.9866669427942429,0.9873593606579769,0.9866669427942467,0.9873593606579806,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,1,0.00035374649458953854,0.0003540432265635655,0.9999999488523647,0.9990101258999389,0.9991618764270479,0.9990101258999363,0.9991618764270455,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,1,0.0006038569507954648,0.0006048675164236636,0.9999998226135105,0.9984342421336377,0.9983292777331242,0.9984342421336353,0.9983292777331217,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,1,0.011458846673394951,0.011774265250802003,0.999944265635412,0.9680843128125379,0.9732111880709016,0.9680843128125378,0.9732111880709016,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,2,0.013511010395597035,0.013859173069462355,0.999990308672468,0.9876802756474234,0.9748785391364749,0.9876802756474272,0.9748785391364787,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,2,0.0006724894849070393,0.0006736181621511055,0.9999999424135687,0.9989053066214699,0.9983244554445178,0.9989053066214676,0.9983244554445152,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,2,0.001212534875048038,0.001216596668760714,0.9999998183766343,0.9977144543039379,0.9966613473331194,0.9977144543039353,0.9966613473331171,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,2,0.016345878106397062,0.01725814209237075,0.9999153362781812,0.9577974373061159,0.9471400814125311,0.9577974373061159,0.947140081412531,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,5,0.03878460518340136,0.04133167341140507,0.999985350694026,0.9768117384878351,0.938374906753694,0.9768117384878388,0.9383749067536974,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,5,0.002984223474262801,0.0029967607159410953,0.999999972629885,0.9987914894466883,0.9958164021532974,0.9987914894466857,0.9958164021532947,0.0008382085446920433,1.8785056491915225e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,5,0.005730642620486837,0.005778755028164937,0.9999998225150771,0.997374188334039,0.9916742607285467,0.9973741883340366,0.9916742607285444,0.0016708917193104741,3.744628414716596e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,5,0.08656769933030126,0.09915625073650526,0.999939405640586,0.9590229329532513,0.8730432896292496,0.9590229329532511,0.8730432896292495,0.026790036724362976,0.0006750653938166916,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,10,0.09543188336120113,0.10837779940194062,0.9999831011087587,0.9758278713909954,0.8805482662299963,0.9758278713909992,0.8805482662299996,0.012641928383726568,0.0002833177260705448,6,0,-0.36890166997909546,1.0
