metric,contrast,mean,sd,ci_low,ci_high,seed_values,verdict
L,W_harm_ELU1_d1,-0.14241536458333334,0.02201782105870554,-0.19711066420901918,-0.08772006495764749,"[-0.16357421875, -0.14404296875, -0.11962890625]",
L,W_harm_ELU1_d4,0.038248697916666664,0.18354980808637011,-0.41771430236177115,0.4942116981951045,"[0.234375, 0.009765625, -0.12939453125]",
L,W_depth_interaction_ELU1,0.1806640625,0.20517982504344426,-0.32903087861043356,0.6903590036104336,"[0.39794921875, 0.15380859375, -0.009765625]",
L,Depth_harm_ELU1_n5,0.2880859375,0.2275752092064004,-0.27724222198200854,0.8534140969820085,"[0.2099609375, 0.10986328125, 0.54443359375]",
L,Depth_harm_ELU1_n10,0.46875,0.1813391367647453,0.018278611720215,0.9192213882797851,"[0.60791015625, 0.263671875, 0.53466796875]",
L,W_harm_LR_d1,-0.13834635416666666,0.08305566941518928,-0.34466807474762073,0.06797536641428739,"[-0.0537109375, -0.2197265625, -0.1416015625]",
L,W_harm_LR_d4,-0.361328125,0.16642799772611586,-0.7747581904666161,0.05210194046661609,"[-0.38818359375, -0.5126953125, -0.18310546875]",
L,W_depth_interaction_LR,-0.22298177083333334,0.15852856228073603,-0.6167885508074015,0.1708250091407348,"[-0.33447265625, -0.29296875, -0.04150390625]",
L,Depth_harm_LR_n5,0.39794921875,0.05398765719603511,0.2638364435324709,0.5320619939675291,"[0.439453125, 0.3369140625, 0.41748046875]",
L,Depth_harm_LR_n10,0.17496744791666666,0.1767337564920669,-0.26406354155014067,0.613998437383474,"[0.10498046875, 0.0439453125, 0.3759765625]",
L,H_ELU_minus_LR_d1,-0.004069010416666667,0.09547532145873999,-0.24124285700761855,0.23310483617428523,"[-0.10986328125, 0.07568359375, 0.02197265625]",DESCRIPTIVE
L,H_ELU_minus_LR_d4,0.3995768229166667,0.3036812361967346,-0.3548091883145282,1.1539628341478616,"[0.62255859375, 0.5224609375, 0.0537109375]",DESCRIPTIVE
L,J_three_way,0.4036458333333333,0.352327432980631,-0.4715840298690029,1.2788756965356696,"[0.732421875, 0.44677734375, 0.03173828125]",DESCRIPTIVE
late_test_ce,W_harm_ELU1_d1,0.032683042933543564,0.003560314435986929,0.023838731576904332,0.0415273542901828,"[0.03002522960305215, 0.03672817125916486, 0.031295727938413676]",
late_test_ce,W_harm_ELU1_d4,0.028752360741297407,0.003792639851622266,0.01933092105824676,0.03817380042434805,"[0.027443048357963573, 0.03302618712186811, 0.02578784674406054]",
late_test_ce,W_depth_interaction_ELU1,-0.003930682192246154,0.0014761968529078,-0.007597758464735105,-0.00026360591975720365,"[-0.0025821812450885773, -0.003701984137296749, -0.005507881194353137]",
late_test_ce,Depth_harm_ELU1_n5,0.07036269952853523,0.00655509655489099,0.05407893697141767,0.0866464620856528,"[0.06854312494397163, 0.06490961387753494, 0.07763535976409913]",
late_test_ce,Depth_harm_ELU1_n10,0.06643201733628908,0.005475144508934897,0.052831004383569184,0.08003303028900896,"[0.06596094369888306, 0.06120762974023819, 0.072127478569746]",
late_test_ce,W_harm_LR_d1,0.05200524926185609,0.0038007086563903803,0.042563765556591054,0.06144673296712112,"[0.055359628796577465, 0.04787724539637564, 0.052778873592615155]",
late_test_ce,W_harm_LR_d4,0.01934075653553008,0.005271933918707712,0.0062445466734499765,0.03243696639761018,"[0.015490242838859525, 0.01718270033597946, 0.02534932643175125]",
late_test_ce,W_depth_interaction_LR,-0.03266449272632601,0.0064496447714432695,-0.0486862985313945,-0.016642686921257515,"[-0.03986938595771794, -0.030694545060396178, -0.027429547160863904]",
late_test_ce,Depth_harm_LR_n5,0.07967321972052259,0.0025588555458887774,0.07331667015968867,0.08602976928135651,"[0.08223647028207781, 0.07711878195405006, 0.07966440692543988]",
late_test_ce,Depth_harm_LR_n10,0.04700872699419658,0.00495978523152539,0.03468793745766459,0.05932951653072857,"[0.04236708432435987, 0.04642423689365388, 0.05223485976457598]",
late_test_ce,H_ELU_minus_LR_d1,-0.019322206328312524,0.007335400862662947,-0.03754435224312051,-0.0011000604135045396,"[-0.025334399193525314, -0.01114907413721078, -0.02148314565420148]",DESCRIPTIVE
late_test_ce,H_ELU_minus_LR_d4,0.009411604205767329,0.008010713207898798,-0.010488110573149271,0.029311318984683928,"[0.011952805519104048, 0.01584348678588865, 0.00043852031230928734]",DESCRIPTIVE
late_test_ce,J_three_way,0.028733810534079852,0.007829361908573557,0.009284597356918237,0.04818302371124147,"[0.03728720471262936, 0.02699256092309943, 0.021921665966510767]",DESCRIPTIVE
late_task_train_ce,W_harm_ELU1_d1,0.02946558793385824,0.003625103013031947,0.020460332829681467,0.03847084303803501,"[0.02750542387366295, 0.03364874497056006, 0.027242594957351707]",
late_task_train_ce,W_harm_ELU1_d4,0.0256360078851382,0.00441141657127396,0.014677441617558115,0.03659457415271829,"[0.030180891603231425, 0.025355705618858332, 0.021371426433324847]",
late_task_train_ce,W_depth_interaction_ELU1,-0.003829580048720036,0.005762213075273064,-0.018143710852980194,0.01048455075554012,"[0.002675467729568476, -0.008293039351701725, -0.00587116852402686]",
late_task_train_ce,Depth_harm_ELU1_n5,0.07859024628996851,0.0016170715030540926,0.07457321798640114,0.08260727459353588,"[0.07684510573744777, 0.07888767868280414, 0.08003795444965364]",
late_task_train_ce,Depth_harm_ELU1_n10,0.07476066624124848,0.00449250435966735,0.06360066674054622,0.08592066574195074,"[0.07952057346701624, 0.07059463933110241, 0.07416678592562678]",
late_task_train_ce,W_harm_LR_d1,0.051139988750219356,0.001299984160764652,0.04791064907159774,0.05436932842884097,"[0.05216342508792876, 0.049677275121212006, 0.0515792660415173]",
late_task_train_ce,W_harm_LR_d4,-0.00822754800319673,0.0030992129304136507,-0.015926419720829827,-0.0005286762855636331,"[-0.009865951538085949, -0.010163676738739025, -0.00465301573276522]",
late_task_train_ce,W_depth_interaction_LR,-0.059367536753416085,0.002927399627197588,-0.06663960056512491,-0.05209547294170726,"[-0.06202937662601471, -0.05984095185995103, -0.05623228177428252]",
late_task_train_ce,Depth_harm_LR_n5,0.11609796409805621,0.003034976122346342,0.10855866545783488,0.12363726273827755,"[0.11746606305241591, 0.11820807084441187, 0.11261975839734081]",
late_task_train_ce,Depth_harm_LR_n10,0.056730427344640115,0.001495015097719453,0.05301660396054286,0.06044425072873737,"[0.055436686426401205, 0.05836711898446084, 0.05638747662305829]",
late_task_train_ce,H_ELU_minus_LR_d1,-0.021674400816361118,0.004892106391276056,-0.03382706679353242,-0.009521734839189815,"[-0.024658001214265812, -0.01602853015065195, -0.024336671084165595]",DESCRIPTIVE
late_task_train_ce,H_ELU_minus_LR_d4,0.03386355588833493,0.0071563435670561875,0.016086212954133625,0.05164089882253624,"[0.04004684314131737, 0.03551938235759736, 0.026024442166090067]",DESCRIPTIVE
late_task_train_ce,J_three_way,0.05553795670469605,0.007960904158616899,0.035761974463494245,0.07531393894589786,"[0.06470484435558319, 0.051547912508249305, 0.05036111325025566]",DESCRIPTIVE
late_adapt_ce_auc,W_harm_ELU1_d1,0.04063055875202023,0.004987053336465705,0.028242031487674096,0.05301908601636636,"[0.03717681862413874, 0.04634797518551359, 0.038366882446408346]",
late_adapt_ce_auc,W_harm_ELU1_d4,0.03925643785993257,0.007860064592395802,0.01973095498803172,0.058781920731833415,"[0.039315133255720225, 0.04708699038624764, 0.03136718993782983]",
late_adapt_ce_auc,W_depth_interaction_ELU1,-0.0013741208920876602,0.0049218697395901415,-0.013600723125238247,0.010852481341062927,"[0.002138314631581484, 0.00073901520073405, -0.0069996925085785144]",
late_adapt_ce_auc,Depth_harm_ELU1_n5,0.1737383162081242,0.010616623151971623,0.14736516226333415,0.20011147015291422,"[0.16992751041352744, 0.16555307955443865, 0.18573435865640647]",
late_adapt_ce_auc,Depth_harm_ELU1_n10,0.17236419531603653,0.006226649526772869,0.15689634040782702,0.18783205022424604,"[0.17206582504510892, 0.1662920947551727, 0.17873466614782796]",
late_adapt_ce_auc,W_harm_LR_d1,0.0851909796675046,0.010093633301427181,0.06011700453339032,0.11026495480161887,"[0.09654717834591858, 0.07724153779447074, 0.08178422286212444]",
late_adapt_ce_auc,W_harm_LR_d4,0.07796383013923965,0.003844639750480599,0.0684132155464203,0.087514444732059,"[0.07474507678747178, 0.07692538224458689, 0.08222103138566028]",
late_adapt_ce_auc,W_depth_interaction_LR,-0.007227149528264938,0.012627892093914255,-0.038596572500497785,0.024142273443967906,"[-0.021802101558446807, -0.0003161555498838453, 0.00043680852353583655]",
late_adapt_ce_auc,Depth_harm_LR_n5,0.09115180215835572,0.006137579137034798,0.07590521036430774,0.1063983939524037,"[0.09518496061563492, 0.08408843164145952, 0.09418201421797273]",
late_adapt_ce_auc,Depth_harm_LR_n10,0.08392465263009079,0.01061880183248382,0.057546086542878225,0.11030321871730335,"[0.07338285905718811, 0.08377227609157567, 0.09461882274150857]",
late_adapt_ce_auc,H_ELU_minus_LR_d1,-0.044560420915484365,0.014272770166401811,-0.08001594753905267,-0.009104894291916063,"[-0.05937035972177984, -0.030893562608957148, -0.0434173404157161]",DESCRIPTIVE
late_adapt_ce_auc,H_ELU_minus_LR_d4,-0.038707392279307085,0.010884325109153596,-0.06574555475148096,-0.011669229807133207,"[-0.03542994353175155, -0.029838391858339253, -0.05085384144783045]",DESCRIPTIVE
late_adapt_ce_auc,J_three_way,0.005853028636177278,0.016229365785785228,-0.034462950952429884,0.046169008224784445,"[0.02394041619002829, 0.0010551707506178953, -0.007436501032114351]",DESCRIPTIVE
