step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
10000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,18.0083,13.38,0.164791,0.499749,0,0.0475754,5.39899,0.00881192,16.1779,0.170812,5.85438,5.85438,0,0.15575,-0.334525,nan,0.0707872,-0.464826,-0.299363,-0.393591,-0.424599,0.329,0.3827,nan,nan
11000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5524,11.3752,0.189821,0.491729,0,0.0796453,11.5599,0.00688979,15.5612,0.216767,4.61325,4.61325,0,0.314339,-0.316113,nan,0.078145,-0.417587,-0.30077,-0.392221,-0.434217,0.332,0.384775,nan,nan
11000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.4081,9.81819,0.18821,0.487469,0,0.0601582,14.1554,0.00424984,16.0335,0.250456,3.99272,3.99272,0,0.298713,-0.310357,nan,0.186512,-0.474622,-0.29008,-0.43816,-0.457758,0.31,0.389025,nan,nan
12000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4458,10.4905,0.195859,0.486466,0,0.0170897,4.01093,0.00426078,14.9543,0.239052,4.18319,4.18319,0,0.19297,-0.335394,nan,0.0939992,-0.4628,-0.328698,-0.440976,-0.47225,0.3045,0.3748,nan,nan
12000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.1962,8.47485,0.196828,0.484712,0,0.0338706,7.73134,0.00438095,15.8057,0.291507,3.43045,3.43045,0,0.212758,-0.323161,nan,0.206111,-0.504745,-0.31015,-0.470321,-0.493881,0.308,0.3816,nan,nan
13000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3603,9.85027,0.200886,0.485464,0,0.0403157,5.80272,0.00694772,15.2519,0.263245,3.79874,3.79874,0,0.19728,-0.337763,nan,0.103508,-0.512511,-0.333333,-0.473108,-0.533196,0.307,0.372775,nan,nan
13000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0442,7.73357,0.207645,0.484962,0,0.0609972,7.51643,0.00811519,15.5575,0.327775,3.05087,3.05087,0,0.269925,-0.340932,nan,0.19687,-0.529556,-0.330602,-0.503587,-0.526892,0.302,0.374125,nan,nan
14000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4024,9.77457,0.196401,0.486717,0,0.0224309,4.99843,0.00448759,15.375,0.261682,3.82143,3.82143,0,0.157654,-0.350857,nan,0.10013,-0.560701,-0.344872,-0.47152,-0.549974,0.308,0.3697,nan,nan
14000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0656,7.87714,0.207929,0.485213,0,0.0454695,6.28339,0.00723646,15.5008,0.325573,3.07151,3.07151,0,0.20999,-0.361657,nan,0.180371,-0.548692,-0.350063,-0.52708,-0.557027,0.284,0.367,nan,nan
15000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4945,10.0232,0.201019,0.486717,0,0.0483861,6.97778,0.00693431,15.4077,0.265306,3.76923,3.76923,0,0.18174,-0.367124,nan,0.0979555,-0.549846,-0.35882,-0.474817,-0.546328,0.3115,0.3638,nan,nan
15000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.9256,7.62277,0.212326,0.488471,0,0.0294196,6.41392,0.00458684,15.5177,0.330312,3.02744,3.02744,0,0.158031,-0.380144,nan,0.185649,-0.556278,-0.37115,-0.544382,-0.591406,0.2745,0.360475,nan,nan
16000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5033,9.79168,0.200341,0.488722,0,0.0115625,3.31027,0.00349293,15.6152,0.273965,3.6501,3.6501,0,0.130333,-0.398248,nan,0.0972695,-0.618528,-0.396555,-0.521832,-0.619721,0.281,0.349825,nan,nan
16000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0242,7.92066,0.207037,0.493233,0,0.0381429,6.64393,0.00574101,15.5597,0.325519,3.07201,3.07201,0,0.151165,-0.388744,nan,0.178282,-0.578269,-0.377493,-0.574746,-0.591098,0.279,0.3576,nan,nan
17000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5774,10.0767,0.19843,0.490727,0,0.0150733,3.56779,0.00422484,15.5283,0.26949,3.71072,3.71072,0,0.124405,-0.407414,nan,0.0923256,-0.591385,-0.400711,-0.517117,-0.584519,0.2955,0.3488,nan,nan
17000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.9046,7.73068,0.216823,0.496241,0,0.136568,10.948,0.0124743,15.3622,0.331557,3.01607,3.01607,0,0.21441,-0.391469,nan,0.18779,-0.595706,-0.38094,-0.598497,-0.626467,0.2665,0.357275,nan,nan
18000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4521,9.84351,0.190286,0.490476,0,0.0490058,6.1511,0.00796699,15.3587,0.258521,3.86817,3.86817,0,0.147998,-0.415038,nan,0.104396,-0.620169,-0.413489,-0.558213,-0.612936,0.281,0.3441,nan,nan
18000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0173,8.28378,0.213981,0.501504,0,0.0421427,5.86473,0.00718579,15.6043,0.314423,3.18043,3.18043,0,0.150567,-0.401531,nan,0.186106,-0.623721,-0.391276,-0.610018,-0.640559,0.2645,0.353175,nan,nan
19000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5595,10.2029,0.182382,0.488972,0,0.0315156,3.96774,0.00794295,15.5988,0.241303,4.14416,4.14416,0,0.140695,-0.425096,nan,0.108988,-0.606856,-0.422761,-0.577323,-0.582818,0.2835,0.3403,nan,nan
19000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.9783,8.00138,0.214575,0.492481,0,0.0234306,4.76895,0.00491316,15.6252,0.318817,3.1366,3.1366,0,0.14272,-0.414141,nan,0.191766,-0.626348,-0.405071,-0.636797,-0.668812,0.256,0.348125,nan,nan
20000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4627,10.1237,0.179291,0.493985,0,0.0214575,3.90159,0.00549968,15.7896,0.238995,4.18419,4.18419,0,0.114814,-0.428686,nan,0.117416,-0.626992,-0.428012,-0.60659,-0.648975,0.263,0.337325,nan,nan
20000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,16.9711,8.0005,0.217074,0.493233,0,0.0753332,8.77622,0.00858379,15.8231,0.315575,3.16881,3.16881,0,0.167851,-0.407089,nan,0.195326,-0.617561,-0.394903,-0.625049,-0.699436,0.2425,0.351925,nan,nan
21000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.49,11.1747,0.181215,0.494988,0,0.0698456,8.78914,0.00794681,15.8855,0.189065,5.28918,5.28918,0,0.315888,-0.420787,nan,0.127138,-0.667221,-0.427588,-0.695657,-0.757849,0.2365,0.3375,nan,nan
21000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.4826,9.72341,0.214356,0.495739,0,0.031675,4.87541,0.00649687,16.0424,0.284612,3.51355,3.51355,0,0.220158,-0.417984,nan,0.168157,-0.682768,-0.398498,-0.594523,-0.761214,0.24,0.35,nan,nan
22000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4541,10.3913,0.188307,0.496241,0,0.0215294,4.69564,0.00458499,16.075,0.21368,4.67989,4.67989,0,0.202502,-0.430007,nan,0.149259,-0.689944,-0.440401,-0.665334,-0.808614,0.225,0.3323,nan,nan
22000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6718,10.6164,0.21103,0.494486,0,0.0583826,5.48997,0.0106344,15.8882,0.27069,3.69427,3.69427,0,0.263065,-0.421358,nan,0.153284,-0.691452,-0.401087,-0.613359,-0.777421,0.2375,0.3494,nan,nan
23000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.532,10.7918,0.18148,0.492982,0,0.0461215,6.06253,0.00760764,16.3552,0.207738,4.81376,4.81376,0,0.252281,-0.437729,nan,0.144588,-0.702254,-0.449479,-0.625871,-0.828621,0.218,0.32985,nan,nan
23000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7103,10.8506,0.217489,0.502757,0,0.0353607,4.31091,0.00820261,15.7469,0.275328,3.63203,3.63203,0,0.188923,-0.431569,nan,0.143843,-0.701059,-0.411763,-0.649766,-0.806592,0.23,0.345725,nan,nan
24000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5542,10.6944,0.185423,0.501253,0,0.0253817,5.83659,0.00434872,16.2976,0.217003,4.60824,4.60824,0,0.188212,-0.453579,nan,0.133349,-0.716144,-0.463671,-0.633092,-0.856089,0.2095,0.32495,nan,nan
24000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7504,11.0685,0.216,0.506015,0,0.0164277,3.16779,0.00518587,15.7596,0.272506,3.66964,3.66964,0,0.14148,-0.437897,nan,0.137496,-0.712072,-0.417058,-0.625631,-0.838378,0.22,0.343475,nan,nan
25000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5807,10.6609,0.180949,0.499248,0,0.0200452,5.08159,0.00394466,16.4881,0.215704,4.63599,4.63599,0,0.168405,-0.470725,nan,0.125937,-0.730685,-0.481705,-0.671059,-0.844724,0.198,0.3174,nan,nan
25000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8088,11.326,0.216495,0.507519,0,0.0117557,3.0126,0.00390217,15.5223,0.263328,3.79754,3.79754,0,0.114424,-0.451257,nan,0.136009,-0.721906,-0.429629,-0.645472,-0.860098,0.212,0.338675,nan,nan
26000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5924,10.9562,0.184088,0.50401,0,0.0154586,4.39721,0.00351555,16.5431,0.223842,4.46744,4.46744,0,0.150788,-0.468859,nan,0.122823,-0.729763,-0.479132,-0.695382,-0.882763,0.198,0.317075,nan,nan
26000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8085,11.4492,0.208494,0.502757,0,0.0271292,4.23931,0.00639944,15.636,0.254345,3.93167,3.93167,0,0.121569,-0.455341,nan,0.134661,-0.727677,-0.434226,-0.680514,-0.877634,0.2125,0.33785,nan,nan
27000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5311,10.8212,0.183314,0.501504,0,0.0131696,3.86677,0.00340584,16.5805,0.221741,4.50976,4.50976,0,0.140469,-0.468594,nan,0.131689,-0.723054,-0.479685,-0.705409,-0.824231,0.2055,0.316575,nan,nan
27000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8153,11.2809,0.216782,0.506767,0,0.0236662,3.79093,0.00624284,15.7146,0.261058,3.83056,3.83056,0,0.114696,-0.459319,nan,0.138058,-0.746903,-0.436789,-0.608535,-0.925666,0.2,0.33775,nan,nan
28000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5154,10.8533,0.181723,0.497995,0,0.0157118,3.60801,0.0043547,16.6835,0.218462,4.57746,4.57746,0,0.153347,-0.470807,nan,0.141163,-0.748567,-0.482702,-0.738204,-0.880131,0.185,0.31595,nan,nan
28000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7837,11.2919,0.221489,0.506767,0,0.0202236,3.47274,0.00582354,15.7833,0.26345,3.79578,3.79578,0,0.111396,-0.472347,nan,0.137715,-0.757587,-0.454187,-0.644006,-0.957166,0.189,0.331325,nan,nan
29000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4792,10.9209,0.183733,0.50802,0,0.0203479,4.55535,0.00446681,16.3389,0.220499,4.53517,4.53517,0,0.133514,-0.473344,nan,0.13819,-0.760939,-0.484687,-0.766427,-0.915777,0.1815,0.3143,nan,nan
29000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7834,11.4564,0.214362,0.506015,0,0.00628257,2.30739,0.0027228,15.9294,0.251834,3.97087,3.97087,0,0.0830756,-0.474,nan,0.144559,-0.771457,-0.457557,-0.658948,-0.994228,0.18,0.328775,nan,nan
30000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5141,10.9221,0.181116,0.50802,0,0.0200792,3.96166,0.00506838,16.4521,0.218691,4.57266,4.57266,0,0.136824,-0.494432,nan,0.130465,-0.761127,-0.507694,-0.788785,-0.908201,0.177,0.306875,nan,nan
30000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7602,11.57,0.207814,0.493484,0,0.0291937,3.75526,0.0077741,16.0373,0.24368,4.10375,4.10375,0,0.115906,-0.475483,nan,0.148032,-0.784674,-0.461188,-0.669588,-1.03396,0.1715,0.32755,nan,nan
31000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.6829,11.591,0.174183,0.496241,0,0.0170057,2.96076,0.0057437,16.5514,0.171201,5.84109,5.84109,0,0.202431,-0.497088,nan,0.138684,-0.778376,-0.516561,-0.684194,-0.969749,0.172,0.3051,nan,nan
31000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.772,12.1718,0.205077,0.487469,0,0.0494576,9.50741,0.00520201,15.6784,0.210645,4.74732,4.74732,0,0.238139,-0.460378,nan,0.150333,-0.793388,-0.442164,-0.663429,-1.06638,0.159,0.33485,nan,nan
32000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5368,10.5513,0.175081,0.497744,0,0.0180124,3.11606,0.00578052,16.3643,0.190368,5.25297,5.25297,0,0.194335,-0.501404,nan,0.14901,-0.782035,-0.529599,-0.709675,-0.980814,0.1665,0.300375,nan,nan
32000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7919,12.092,0.20293,0.490727,0,0.0185107,5.23128,0.00353846,16.0609,0.202237,4.94469,4.94469,0,0.174812,-0.466275,nan,0.15653,-0.79825,-0.452502,-0.673251,-1.08801,0.1525,0.33115,nan,nan
33000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5424,10.2962,0.180715,0.498496,0,0.0123561,2.5637,0.00481964,16.3461,0.202296,4.94324,4.94324,0,0.15672,-0.506884,nan,0.142989,-0.779622,-0.53733,-0.722625,-0.981929,0.168,0.298325,nan,nan
33000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7379,11.7904,0.203595,0.491479,0,0.0363315,6.23854,0.00582373,15.7751,0.218364,4.5795,4.5795,0,0.174733,-0.468163,nan,0.156819,-0.804314,-0.452365,-0.615135,-1.1082,0.147,0.3311,nan,nan
34000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4749,9.61448,0.187669,0.497243,0,0.0144872,3.00762,0.00481685,16.3686,0.226176,4.42134,4.42134,0,0.143947,-0.508203,nan,0.153661,-0.777903,-0.539758,-0.735058,-0.981258,0.17,0.29825,nan,nan
34000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7177,11.7639,0.201924,0.493734,0,0.0409254,6.37706,0.00641759,15.9935,0.20765,4.81579,4.81579,0,0.174809,-0.470304,nan,0.158488,-0.810036,-0.452283,-0.626696,-1.12998,0.1395,0.330525,nan,nan
35000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4936,9.72234,0.1815,0.500251,0,0.0131284,2.60353,0.00504252,16.3565,0.213037,4.69401,4.69401,0,0.1368,-0.518126,nan,0.153032,-0.786421,-0.555429,-0.769603,-1.00546,0.163,0.292725,nan,nan
35000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6999,11.8092,0.193922,0.491729,0,0.0126453,4.14796,0.00304856,15.9695,0.198087,5.04829,5.04829,0,0.123714,-0.479989,nan,0.152352,-0.799183,-0.461561,-0.641143,-1.0831,0.1515,0.3264,nan,nan
36000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3898,9.23095,0.189863,0.49599,0,0.00640987,2.19916,0.00291469,16.2423,0.22288,4.48672,4.48672,0,0.103818,-0.532504,nan,0.154025,-0.797428,-0.57381,-0.798883,-1.03169,0.153,0.287725,nan,nan
36000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7121,11.7918,0.190347,0.492982,0,0.0136982,3.69525,0.00370697,16.0719,0.205615,4.86347,4.86347,0,0.116072,-0.489983,nan,0.147076,-0.793435,-0.47181,-0.656116,-1.06101,0.158,0.320375,nan,nan
37000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3902,9.40783,0.184799,0.489223,0,0.00519403,1.65902,0.00313079,16.2494,0.21565,4.63714,4.63714,0,0.0951828,-0.536767,nan,0.154064,-0.814117,-0.581588,-0.820952,-1.09106,0.1415,0.2861,nan,nan
37000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6937,11.9317,0.185219,0.492732,0,0.0232696,4.44836,0.00523105,16.1529,0.204112,4.89927,4.89927,0,0.135117,-0.507829,nan,0.147551,-0.817286,-0.494242,-0.67936,-1.15391,0.1355,0.3127,nan,nan
38000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3944,9.63658,0.185956,0.490977,0,0.00497631,1.7736,0.00280577,16.1749,0.206688,4.8382,4.8382,0,0.0881015,-0.542193,nan,0.156321,-0.815477,-0.587037,-0.846749,-1.09827,0.1395,0.283175,nan,nan
38000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.608,11.7068,0.180426,0.489975,0,0.0145046,3.36893,0.00430539,16.3049,0.195302,5.12026,5.12026,0,0.108224,-0.512017,nan,0.164977,-0.824121,-0.501815,-0.714421,-1.15774,0.1315,0.312175,nan,nan
39000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3464,9.64994,0.19035,0.489474,0,0.0099973,2.24748,0.00444822,15.9687,0.212574,4.70424,4.70424,0,0.0977423,-0.544953,nan,0.154084,-0.82014,-0.58978,-0.872409,-1.11651,0.134,0.2828,nan,nan
39000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6962,12.1292,0.181257,0.489724,0,0.0124143,3.29634,0.00376608,16.211,0.191137,5.23185,5.23185,0,0.102233,-0.519397,nan,0.149551,-0.819631,-0.502662,-0.702007,-1.14518,0.1425,0.31075,nan,nan
40000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3287,9.45648,0.184954,0.495489,0,0.00501521,1.84356,0.00272039,16.0177,0.211149,4.73598,4.73598,0,0.0883695,-0.550822,nan,0.161656,-0.825035,-0.598038,-0.895123,-1.13526,0.1275,0.280675,nan,nan
40000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.65,12.0779,0.177666,0.488221,0,0.0228452,4.61097,0.00495453,16.0399,0.193428,5.16989,5.16989,0,0.116175,-0.52794,nan,0.149095,-0.82809,-0.509541,-0.720676,-1.17529,0.128,0.309325,nan,nan
41000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.236,9.80222,0.176382,0.504762,0,0.0355589,5.98713,0.00593921,16.604,0.219346,4.559,4.559,0,0.191133,-0.526721,nan,0.179833,-0.830514,-0.56321,-0.880042,-1.16307,0.1185,0.2903,nan,nan
41000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.17,10.6354,0.169308,0.510526,0,0.0432436,8.27747,0.00522425,16.3194,0.185802,5.38209,5.38209,0,0.27615,-0.504371,nan,0.197434,-0.849451,-0.493174,-0.692936,-1.26318,0.118,0.31565,nan,nan
42000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.0908,9.35382,0.181306,0.507017,0,0.0193907,4.97605,0.00389681,16.4791,0.229686,4.35377,4.35377,0,0.14947,-0.525027,nan,0.187405,-0.829541,-0.557783,-0.82502,-1.15662,0.123,0.2938,nan,nan
42000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0643,10.337,0.170594,0.512782,0,0.0767261,8.32206,0.00921961,16.434,0.198237,5.04446,5.04446,0,0.331346,-0.50549,nan,0.198062,-0.861803,-0.497852,-0.72317,-1.31577,0.106,0.316525,nan,nan
43000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.0779,9.26775,0.18388,0.504762,0,0.0241499,6.13599,0.00393579,16.3987,0.232657,4.29817,4.29817,0,0.143273,-0.54042,nan,0.178054,-0.839711,-0.569214,-0.808605,-1.19872,0.113,0.289225,nan,nan
43000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.0359,10.3508,0.167809,0.514035,0,0.0483823,7.44553,0.00649817,16.4326,0.20804,4.80676,4.80676,0,0.190195,-0.496835,nan,0.199853,-0.860576,-0.487453,-0.741364,-1.29839,0.113,0.32035,nan,nan
44000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.1527,9.34286,0.17458,0.499499,0,0.0205182,4.75655,0.00431367,16.3153,0.229607,4.35526,4.35526,0,0.118677,-0.548869,nan,0.17341,-0.844147,-0.570592,-0.793175,-1.20416,0.1145,0.289425,nan,nan
