step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
6000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.56793,3.23042,0.308943,0.485714,0,0.0214218,3.32916,0.00643459,4.4279,0.577347,1.73206,1.73206,0,0.190554,-0.0504508,nan,0.162581,-0.216004,-0.0609039,-0.211916,-0.257997,0.4035,0.4731,nan,nan
6000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.70943,3.66124,0.270461,0.428571,0,0.00830373,2.99419,0.00277329,4.64796,0.444344,2.25051,2.25051,0,0.183425,-0.153245,nan,0.197282,-0.380878,-0.125562,-0.276872,-0.297754,0.3785,0.4465,nan,nan
7000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.57436,3.23086,0.301802,0.47619,0,0.0104135,2.72946,0.00381523,4.44209,0.568035,1.76045,1.76045,0,0.158122,-0.0828106,nan,0.160734,-0.260982,-0.0853556,-0.236304,-0.253936,0.4015,0.463,nan,nan
7000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.68945,3.59541,0.281229,0.438095,0,0.0192125,3.60284,0.00533258,4.62063,0.445151,2.24643,2.24643,0,0.222851,-0.15434,nan,0.220717,-0.405491,-0.126837,-0.286855,-0.325104,0.3715,0.4496,nan,nan
8000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.58877,3.30935,0.304873,0.485714,0,0.0107695,2.9919,0.00359955,4.39429,0.558774,1.78963,1.78963,0,0.157768,-0.138557,nan,0.121089,-0.272188,-0.1294,-0.279008,-0.328481,0.377,0.4479,nan,nan
8000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.68988,3.48893,0.254661,0.438095,0,0.0143609,4.25232,0.00337719,4.63796,0.453724,2.20398,2.20398,0,0.180638,-0.171136,nan,0.251307,-0.43265,-0.141882,-0.316963,-0.358586,0.356,0.4465,nan,nan
9000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.60782,3.34662,0.334377,0.47619,0,0.017326,3.59754,0.00481605,4.24712,0.563465,1.77473,1.77473,0,0.162071,-0.119349,nan,0.094271,-0.242394,-0.108513,-0.2227,-0.281647,0.3945,0.4536,nan,nan
9000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.69551,3.55352,0.25039,0.447619,0,0.00559686,2.62448,0.00213256,4.64816,0.446831,2.23798,2.23798,0,0.167784,-0.203803,nan,0.227427,-0.456959,-0.167978,-0.346344,-0.391017,0.346,0.4329,nan,nan
10000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.6611,3.579,0.304236,0.466667,0,0.0147587,3.67906,0.00401155,4.40735,0.544101,1.83789,1.83789,0,0.157864,-0.1744,nan,0.0697729,-0.270908,-0.147085,-0.250391,-0.310653,0.374,0.4405,nan,nan
10000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.70005,3.56705,0.239357,0.438095,0,0.00673859,2.82579,0.00238468,4.62506,0.431052,2.3199,2.3199,0,0.168337,-0.19237,nan,0.238208,-0.489534,-0.159642,-0.345384,-0.432308,0.337,0.4345,nan,nan
11000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.55851,3.40575,0.275639,0.447619,0,0.0436848,8.1501,0.00536003,4.53924,0.394477,2.53501,2.53501,0,0.28902,-0.0581016,nan,0.310172,-0.354153,-0.0701353,-0.268782,-0.270185,0.403,0.4724,nan,nan
11000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.61275,3.31366,0.196695,0.457143,0,0.0172873,2.63477,0.00656119,4.72974,0.434517,2.30141,2.30141,0,0.229886,-0.175542,nan,0.354872,-0.501576,-0.160255,-0.400479,-0.458389,0.327,0.4381,nan,nan
12000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.56807,3.11702,0.337067,0.447619,0,0.0250372,4.34587,0.00576114,4.3861,0.487302,2.05212,2.05212,0,0.234814,-0.0280222,nan,0.371312,-0.331101,-0.0413785,-0.241408,-0.252398,0.4055,0.4786,nan,nan
12000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.4998,3.00512,0.213574,0.438095,0,0.00701225,1.94942,0.00359709,4.6491,0.468665,2.13372,2.13372,0,0.1648,-0.14837,nan,0.469687,-0.524873,-0.144511,-0.441046,-0.494069,0.316,0.4455,nan,nan
13000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.56072,3.02707,0.330988,0.438095,0,0.0242604,5.26258,0.00460997,4.36606,0.535611,1.86703,1.86703,0,0.194329,-0.0670672,nan,0.345424,-0.348384,-0.0719539,-0.257659,-0.275444,0.4065,0.4704,nan,nan
13000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.50035,2.88902,0.236431,0.457143,0,0.0155446,2.03698,0.00763121,4.53638,0.536835,1.86277,1.86277,0,0.233102,-0.188462,nan,0.424821,-0.530792,-0.178026,-0.462519,-0.508758,0.3095,0.4294,nan,nan
14000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.60866,3.22702,0.336062,0.447619,0,0.0192855,4.07804,0.00472912,4.3922,0.539759,1.85268,1.85268,0,0.190038,-0.135517,nan,0.307655,-0.373475,-0.115564,-0.266265,-0.304938,0.3865,0.4497,nan,nan
14000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.47396,2.81934,0.260722,0.447619,0,0.0160007,3.23504,0.00494605,4.50738,0.554007,1.80503,1.80503,0,0.165801,-0.210518,nan,0.424718,-0.559581,-0.199612,-0.502818,-0.551239,0.295,0.4245,nan,nan
15000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.61347,3.18507,0.325847,0.447619,0,0.0180902,4.73816,0.00381798,4.34453,0.557107,1.79499,1.79499,0,0.181202,-0.203366,nan,0.269004,-0.390435,-0.163737,-0.305828,-0.330197,0.374,0.4308,nan,nan
15000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.44741,2.80044,0.266361,0.457143,0,0.00584676,1.82928,0.00319621,4.47015,0.572481,1.74678,1.74678,0,0.145767,-0.268904,nan,0.393436,-0.58018,-0.250212,-0.537161,-0.585089,0.2815,0.4024,nan,nan
16000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.64004,3.29314,0.293255,0.438095,0,0.0131883,3.82391,0.00344892,4.3745,0.546711,1.82912,1.82912,0,0.163911,-0.226554,nan,0.259688,-0.414826,-0.177513,-0.310016,-0.355388,0.365,0.4316,nan,nan
16000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.45416,2.88512,0.240224,0.457143,0,0.0255275,4.13572,0.00617245,4.59559,0.544715,1.83582,1.83582,0,0.176852,-0.297695,nan,0.368359,-0.590926,-0.275641,-0.565361,-0.60448,0.2715,0.3948,nan,nan
17000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.61657,3.27477,0.284923,0.476191,0,0.0355159,6.56554,0.00540944,4.44366,0.550608,1.81617,1.81617,0,0.178911,-0.21617,nan,0.25547,-0.462533,-0.166816,-0.329082,-0.391983,0.3625,0.4335,nan,nan
17000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.43651,2.80707,0.227149,0.447619,0,0.0142485,3.1423,0.00453441,4.56408,0.549764,1.81896,1.81896,0,0.164812,-0.327511,nan,0.381738,-0.609817,-0.300605,-0.594164,-0.633798,0.265,0.3837,nan,nan
18000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.62172,3.28448,0.297382,0.457143,0,0.0306121,5.34237,0.00573006,4.37309,0.553848,1.80555,1.80555,0,0.178149,-0.229019,nan,0.238696,-0.473464,-0.173626,-0.333612,-0.396675,0.3545,0.4281,nan,nan
18000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.41393,2.78833,0.240652,0.466667,0,0.0172818,3.21039,0.00538309,4.55886,0.557168,1.79479,1.79479,0,0.157156,-0.30183,nan,0.386123,-0.615405,-0.281203,-0.606156,-0.632961,0.2665,0.393,nan,nan
19000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.64595,3.33464,0.267901,0.466667,0,0.0525038,6.60021,0.00795487,4.34429,0.565024,1.76984,1.76984,0,0.20248,-0.226714,nan,0.210926,-0.428783,-0.167818,-0.312831,-0.345747,0.37,0.4343,nan,nan
19000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.38949,2.74568,0.222875,0.457143,0,0.0211295,2.90096,0.00728362,4.59426,0.538164,1.85817,1.85817,0,0.185091,-0.319211,nan,0.378218,-0.641408,-0.299566,-0.628039,-0.66709,0.244,0.3842,nan,nan
20000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63897,3.31729,0.252854,0.447619,0,0.0144535,4.00938,0.00360491,4.41271,0.554126,1.80464,1.80464,0,0.150616,-0.265012,nan,0.201329,-0.491085,-0.196334,-0.356133,-0.394445,0.3505,0.424,nan,nan
20000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.44922,2.84473,0.220991,0.447619,0,0.00687643,1.75731,0.00391303,4.52897,0.549648,1.81935,1.81935,0,0.145347,-0.31311,nan,0.356172,-0.624103,-0.285717,-0.597027,-0.656917,0.25,0.3907,nan,nan
21000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63167,3.63481,0.231152,0.428571,0,0.0390029,4.28019,0.00911242,4.69757,0.40852,2.44786,2.44786,0,0.280249,-0.173958,nan,0.306473,-0.556323,-0.14158,-0.369878,-0.486466,0.317,0.4445,nan,nan
21000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.29012,3.12793,0.0906089,0.476191,0,0.0347934,4.78919,0.00726498,4.86969,0.324043,3.08601,3.08601,0,0.230791,-0.253667,nan,0.484261,-0.660568,-0.262,-0.656824,-0.716324,0.2325,0.3976,nan,nan
22000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.54723,3.23282,0.313012,0.409524,0,0.0110117,3.82155,0.00288147,4.47932,0.515182,1.94106,1.94106,0,0.164562,-0.149194,nan,0.330874,-0.564549,-0.131352,-0.392352,-0.504154,0.314,0.4524,nan,nan
22000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.24378,3.06668,0.0736202,0.485714,0,0.0155445,3.76872,0.00412462,4.87848,0.302523,3.30553,3.30553,0,0.209928,-0.255694,nan,0.504807,-0.689835,-0.271481,-0.689921,-0.750099,0.2225,0.3942,nan,nan
23000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.54059,3.16843,0.314298,0.428571,0,0.05656,7.10922,0.00795587,4.45587,0.537062,1.86198,1.86198,0,0.224682,-0.186276,nan,0.311641,-0.589602,-0.160578,-0.419807,-0.54625,0.2995,0.4387,nan,nan
23000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.21826,3.0786,0.0748361,0.466667,0,0.00833226,2.19506,0.00379591,4.87935,0.311717,3.20804,3.20804,0,0.179336,-0.245513,nan,0.517008,-0.683451,-0.264193,-0.695879,-0.731301,0.227,0.3975,nan,nan
24000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.51787,3.11927,0.330738,0.438095,0,0.0159724,3.66204,0.00436162,4.4698,0.552518,1.8099,1.8099,0,0.181347,-0.225798,nan,0.299037,-0.614469,-0.189923,-0.451733,-0.582795,0.2925,0.427,nan,nan
24000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.15198,2.92106,0.105969,0.457143,0,0.0106823,3.00437,0.0035556,4.87084,0.327177,3.05645,3.05645,0,0.176188,-0.234944,nan,0.56961,-0.665716,-0.256365,-0.684973,-0.685308,0.234,0.3994,nan,nan
25000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.52772,3.08849,0.321178,0.447619,0,0.0150847,3.53734,0.00426441,4.3498,0.566223,1.76609,1.76609,0,0.174796,-0.246006,nan,0.280679,-0.624378,-0.208693,-0.471714,-0.609259,0.28,0.4199,nan,nan
25000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.17524,3.00928,0.134946,0.485714,0,0.0112597,2.33552,0.00482109,4.8574,0.307969,3.24708,3.24708,0,0.179034,-0.223291,nan,0.58367,-0.646826,-0.236127,-0.655088,-0.667297,0.236,0.4024,nan,nan
26000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.51332,3.1296,0.318495,0.438095,0,0.00946301,2.8515,0.0033186,4.32233,0.570605,1.75253,1.75253,0,0.162518,-0.262207,nan,0.268418,-0.647748,-0.22139,-0.488245,-0.65048,0.27,0.4187,nan,nan
26000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.2124,2.95973,0.127228,0.47619,0,0.0129264,3.23563,0.00399502,4.84941,0.301174,3.32034,3.32034,0,0.165555,-0.242721,nan,0.553749,-0.653477,-0.252745,-0.638485,-0.700609,0.2285,0.3986,nan,nan
27000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.5101,3.1456,0.306598,0.428571,0,0.0171505,3.44912,0.00497244,4.412,0.560417,1.78439,1.78439,0,0.186913,-0.274227,nan,0.260954,-0.662654,-0.230601,-0.51423,-0.677115,0.262,0.416,nan,nan
27000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.19095,2.91689,0.136978,0.47619,0,0.00861742,2.60073,0.00331346,4.82061,0.331033,3.02085,3.02085,0,0.163843,-0.255226,nan,0.54306,-0.685593,-0.268112,-0.674953,-0.736818,0.224,0.3967,nan,nan
28000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.49007,3.13716,0.281722,0.447619,0,0.0184109,3.74354,0.00491804,4.45292,0.546053,1.83132,1.83132,0,0.167152,-0.295182,nan,0.269499,-0.682612,-0.249728,-0.557219,-0.715884,0.252,0.4076,nan,nan
28000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.24645,2.97852,0.13395,0.495238,0,0.0117598,2.81377,0.00417939,4.85195,0.335634,2.97943,2.97943,0,0.160029,-0.237133,nan,0.564649,-0.674415,-0.240444,-0.62449,-0.679955,0.2355,0.4041,nan,nan
29000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.49359,3.20176,0.27314,0.438095,0,0.0190483,3.63109,0.00524589,4.46794,0.544048,1.83807,1.83807,0,0.17714,-0.316274,nan,0.255297,-0.697538,-0.264942,-0.574225,-0.749743,0.238,0.4015,nan,nan
29000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.26818,3.0366,0.169843,0.514286,0,0.0162315,3.4178,0.00474911,4.83826,0.324304,3.08352,3.08352,0,0.150735,-0.247718,nan,0.571897,-0.686517,-0.244742,-0.622371,-0.663377,0.2395,0.4023,nan,nan
30000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.44009,3.06991,0.291912,0.466667,0,0.0521695,6.00409,0.00868901,4.47359,0.559663,1.78679,1.78679,0,0.204516,-0.300697,nan,0.278418,-0.708653,-0.261059,-0.591012,-0.77605,0.2285,0.404,nan,nan
30000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.32163,3.04391,0.198197,0.485714,0,0.0185186,3.63061,0.00510068,4.78242,0.350192,2.85558,2.85558,0,0.160201,-0.26199,nan,0.545451,-0.633384,-0.248756,-0.574261,-0.597045,0.279,0.4025,nan,nan
31000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.52483,3.50174,0.286128,0.447619,0,0.0191986,2.92813,0.0065566,4.54042,0.52266,1.91329,1.91329,0,0.373442,-0.369328,nan,0.221477,-0.733978,-0.311726,-0.634523,-0.836797,0.212,0.3854,nan,nan
31000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.51119,3.34612,0.191849,0.457143,0,0.0229644,4.05416,0.00566441,4.84747,0.349994,2.85719,2.85719,0,0.230011,-0.243671,nan,0.479994,-0.577929,-0.203911,-0.447967,-0.450244,0.321,0.4254,nan,nan
32000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.579,3.81155,0.258836,0.466667,0,0.0166241,3.3971,0.00489362,4.59448,0.452159,2.21161,2.21161,0,0.279144,-0.30486,nan,0.283792,-0.702744,-0.254939,-0.568044,-0.736123,0.2225,0.4013,nan,nan
32000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.47477,3.36695,0.229052,0.485714,0,0.0700454,7.33112,0.00955453,4.80357,0.324059,3.08586,3.08586,0,0.247206,-0.236719,nan,0.487641,-0.622014,-0.197984,-0.441359,-0.496558,0.315,0.4254,nan,nan
33000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.6698,3.77238,0.287282,0.457143,0,0.0243876,5.69195,0.00428457,4.57397,0.411562,2.42976,2.42976,0,0.28245,-0.245506,nan,0.320086,-0.498048,-0.185273,-0.384197,-0.413487,0.3295,0.4269,nan,nan
33000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.46284,3.32003,0.216632,0.476191,0,0.0164001,3.53153,0.00464389,4.81262,0.332324,3.00912,3.00912,0,0.194268,-0.253471,nan,0.491533,-0.646621,-0.211399,-0.459353,-0.516548,0.31,0.4187,nan,nan
34000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.64973,3.53959,0.305985,0.428571,0,0.00834047,3.02339,0.00275865,4.44329,0.440879,2.2682,2.2682,0,0.203144,-0.218209,nan,0.357288,-0.52343,-0.16665,-0.352314,-0.376855,0.3525,0.4352,nan,nan
34000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.46722,3.34483,0.244185,0.485714,0,0.0412545,5.47245,0.00753858,4.7454,0.361714,2.76462,2.76462,0,0.24048,-0.237958,nan,0.51731,-0.647754,-0.194472,-0.469256,-0.515117,0.314,0.4243,nan,nan
35000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.67017,3.56554,0.302788,0.447619,0,0.0120697,3.91814,0.00308048,4.441,0.448608,2.22912,2.22912,0,0.222822,-0.238976,nan,0.380483,-0.558486,-0.178727,-0.374772,-0.400881,0.3355,0.4241,nan,nan
35000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.46134,3.49107,0.233849,0.47619,0,0.00517125,2.69496,0.00191886,4.77873,0.355593,2.8122,2.8122,0,0.162792,-0.215584,nan,0.508343,-0.640614,-0.174032,-0.464386,-0.508557,0.313,0.4311,nan,nan
36000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.65894,3.48625,0.29735,0.428571,0,0.00413902,2.82549,0.00146489,4.35383,0.459595,2.17583,2.17583,0,0.180902,-0.267497,nan,0.388732,-0.578082,-0.203554,-0.407052,-0.425468,0.328,0.4178,nan,nan
36000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.50381,3.655,0.209219,0.495238,0,0.0219027,3.13734,0.0069813,4.78481,0.312726,3.19769,3.19769,0,0.233319,-0.227711,nan,0.490893,-0.608998,-0.17885,-0.45824,-0.476004,0.3185,0.4291,nan,nan
37000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.66846,3.43861,0.286628,0.419048,0,0.00783826,2.86186,0.00273887,4.33382,0.477679,2.09346,2.09346,0,0.19271,-0.284337,nan,0.384271,-0.577149,-0.215797,-0.420602,-0.423628,0.3285,0.4113,nan,nan
37000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.56181,3.7313,0.192825,0.466667,0,0.0163801,2.53505,0.00646145,4.83503,0.339866,2.94233,2.94233,0,0.186887,-0.207444,nan,0.500179,-0.593575,-0.154962,-0.41456,-0.461189,0.3295,0.4365,nan,nan
38000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.64658,3.26793,0.292379,0.428571,0,0.0341121,4.73954,0.00719735,4.38314,0.501107,1.99558,1.99558,0,0.268381,-0.319713,nan,0.368798,-0.586994,-0.245082,-0.449291,-0.453445,0.3185,0.4022,nan,nan
38000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.5313,3.75777,0.168514,0.495238,0,0.00594689,2.74311,0.00216794,4.85073,0.317249,3.1521,3.1521,0,0.147834,-0.215849,nan,0.497324,-0.572574,-0.16177,-0.407089,-0.44389,0.323,0.4326,nan,nan
39000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.65779,3.33753,0.276118,0.438095,0,0.0212238,3.86233,0.00549506,4.41561,0.497953,2.00822,2.00822,0,0.205329,-0.326024,nan,0.364152,-0.621489,-0.249641,-0.46919,-0.498731,0.303,0.4005,nan,nan
39000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.5425,3.80672,0.18121,0.495238,0,0.0135325,3.05143,0.00443482,4.83598,0.321571,3.10973,3.10973,0,0.15597,-0.200038,nan,0.483411,-0.586099,-0.15218,-0.405646,-0.459532,0.3195,0.4338,nan,nan
40000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63586,3.23112,0.296512,0.428571,0,0.0179878,4.21153,0.00427108,4.41015,0.511283,1.95587,1.95587,0,0.190336,-0.336525,nan,0.368006,-0.651833,-0.258401,-0.490565,-0.538724,0.2885,0.397,nan,nan
40000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.57676,3.74386,0.192207,0.466667,0,0.0118475,2.57664,0.00459801,4.81897,0.351892,2.84178,2.84178,0,0.162538,-0.204702,nan,0.469503,-0.537205,-0.152038,-0.379376,-0.404427,0.3365,0.4335,nan,nan
41000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.49024,3.07289,0.238532,0.438095,0,0.0281503,5.40565,0.00520758,4.7963,0.398216,2.5112,2.5112,0,0.257903,-0.311631,nan,0.448151,-0.616218,-0.257603,-0.490105,-0.501329,0.3005,0.3953,nan,nan
41000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.65416,4.04887,0.204991,0.495238,0,0.0317793,7.27026,0.00437114,4.78597,0.356524,2.80486,2.80486,0,0.305037,-0.147407,nan,0.406093,-0.605101,-0.10667,-0.41928,-0.476709,0.322,0.4595,nan,nan
42000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.44269,3.02746,0.236476,0.485714,0,0.0191024,2.71113,0.00704593,4.70811,0.393365,2.54217,2.54217,0,0.253989,-0.268473,nan,0.517257,-0.603898,-0.227151,-0.491672,-0.500365,0.29,0.4053,nan,nan
42000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.63977,3.71417,0.297102,0.447619,0,0.0505497,6.57671,0.00768617,4.60262,0.468901,2.13265,2.13265,0,0.298361,-0.086809,nan,0.374578,-0.617947,-0.0670521,-0.406909,-0.495216,0.3155,0.4739,nan,nan
43000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.38587,2.88938,0.299478,0.485714,0,0.0134619,3.7103,0.00362825,4.59755,0.467071,2.141,2.141,0,0.186182,-0.2325,nan,0.574876,-0.618903,-0.197773,-0.510032,-0.535444,0.2795,0.4168,nan,nan
43000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.67196,3.67157,0.370782,0.438095,0,0.0257962,5.17426,0.00498548,4.49442,0.532243,1.87884,1.87884,0,0.228113,-0.0862054,nan,0.322881,-0.554178,-0.061097,-0.351763,-0.427755,0.345,0.4764,nan,nan
44000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.36842,2.81343,0.317325,0.466667,0,0.0091948,3.33539,0.00275674,4.4733,0.485226,2.0609,2.0609,0,0.170147,-0.244375,nan,0.560238,-0.654082,-0.212718,-0.553405,-0.583165,0.265,0.413,nan,nan
