fork_set,t,seed,src_arm,hit999_A,hit99_A,hit_full_A,hit_full_source_A,horizon_A,last_correct_A,correct_at_hit999_plus_500_A,hit_plus_500_observed_A,min_correct_after_hit999_A,stop_step_A,bundle_steps_A,correct_at_stop_A,stop_observed_A,min_correct_after_hit_A,memo_acc_A,tc_A,slot_status_A,parent_sha256_A,N_all_stop_A,sigma_med_stop_A,hit999_B,hit99_B,hit_full_B,hit_full_source_B,horizon_B,last_correct_B,correct_at_hit999_plus_500_B,hit_plus_500_observed_B,min_correct_after_hit999_B,stop_step_B,bundle_steps_B,correct_at_stop_B,stop_observed_B,min_correct_after_hit_B,memo_acc_B,tc_B,slot_status_B,parent_sha256_B,N_all_stop_B,sigma_med_stop_B,hit999_C,hit99_C,hit_full_C,hit_full_source_C,horizon_C,last_correct_C,correct_at_hit999_plus_500_C,hit_plus_500_observed_C,min_correct_after_hit999_C,stop_step_C,bundle_steps_C,correct_at_stop_C,stop_observed_C,min_correct_after_hit_C,memo_acc_C,tc_C,slot_status_C,parent_sha256_C,N_all_stop_C,sigma_med_stop_C,ratio_AC_hit999_lo,ratio_AC_hit999_hi,ratio_AC_hit999,sign_AC_hit999,censoring_AC_hit999,ratio_nextC_hit999_lo,ratio_nextC_hit999_hi,ratio_nextC_hit999,sign_nextC_hit999,censoring_nextC_hit999,ratio_AC_hit99_lo,ratio_AC_hit99_hi,ratio_AC_hit99,sign_AC_hit99,censoring_AC_hit99,ratio_nextC_hit99_lo,ratio_nextC_hit99_hi,ratio_nextC_hit99,sign_nextC_hit99,censoring_nextC_hit99,ratio_AC_hit_full_lo,ratio_AC_hit_full_hi,ratio_AC_hit_full,sign_AC_hit_full,censoring_AC_hit_full,ratio_nextC_hit_full_lo,ratio_nextC_hit_full_hi,ratio_nextC_hit_full,sign_nextC_hit_full,censoring_nextC_hit_full,status,hit999_next,hit99_next,hit_full_next,hit_full_source_next,horizon_next,last_correct_next,correct_at_hit999_plus_500_next,hit_plus_500_observed_next,min_correct_after_hit999_next,stop_step_next,bundle_steps_next,correct_at_stop_next,stop_observed_next,min_correct_after_hit_next,memo_acc_next,tc_next,slot_status_next,parent_sha256_next,N_all_stop_next,sigma_med_stop_next
LR_abab_fork,10,0,LR_abab,500,400,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11521.28985,35.53015347,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11368.51769,35.21473563,2200,1700,2300,bundle_trace,3200,1200,1200,True,1200,2700,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11838.22523,37.89624364,0.2272727273,0.2272727273,0.2272727273,-1,observed,,,,,branch_missing,0.2352941176,0.2352941176,0.2352941176,-1,observed,,,,,branch_missing,0.2173913043,0.2173913043,0.2173913043,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,1,LR_abab,500,400,600,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11463.11127,36.8202087,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11313.41012,37.36965957,1900,1600,2100,bundle_trace,3200,1200,1200,True,1199,2400,3200,1200,1,1199,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11771.83291,38.90478044,0.2631578947,0.2631578947,0.2631578947,-1,observed,,,,,branch_missing,0.25,0.25,0.25,-1,observed,,,,,branch_missing,0.2857142857,0.2857142857,0.2857142857,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,2,LR_abab,500,400,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11748.16962,36.9893431,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11623.2764,35.93831696,2100,1800,2100,bundle_trace,3200,1200,1200,True,1199,2600,3200,1200,1,1199,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12085.36145,38.91980908,0.2380952381,0.2380952381,0.2380952381,-1,observed,,,,,branch_missing,0.2222222222,0.2222222222,0.2222222222,-1,observed,,,,,branch_missing,0.2380952381,0.2380952381,0.2380952381,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,3,LR_abab,500,500,600,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11782.8427,36.51201653,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11639.42234,36.86133496,2100,1900,2100,bundle_trace,3200,1200,1200,True,1199,2600,3200,1200,1,1199,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12089.04711,38.27571795,0.2380952381,0.2380952381,0.2380952381,-1,observed,,,,,branch_missing,0.2631578947,0.2631578947,0.2631578947,-1,observed,,,,,branch_missing,0.2857142857,0.2857142857,0.2857142857,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,4,LR_abab,500,400,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11591.53486,35.41854058,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11464.52805,34.9484829,2000,1700,2000,bundle_trace,3200,1200,1200,True,1200,2500,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11948.00039,36.5126391,0.25,0.25,0.25,-1,observed,,,,,branch_missing,0.2352941176,0.2352941176,0.2352941176,-1,observed,,,,,branch_missing,0.25,0.25,0.25,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,5,LR_abab,500,400,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11718.90208,35.60226707,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11522.74524,35.15338512,1800,1700,1800,bundle_trace,3200,1200,1200,True,1200,2300,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11961.09602,36.95683333,0.2777777778,0.2777777778,0.2777777778,-1,observed,,,,,branch_missing,0.2352941176,0.2352941176,0.2352941176,-1,observed,,,,,branch_missing,0.2777777778,0.2777777778,0.2777777778,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,6,LR_abab,500,400,600,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11373.94185,36.22203,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11203.87298,36.08054556,1800,1700,2000,bundle_trace,3200,1200,1200,True,1199,2300,3200,1200,1,1199,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11589.4107,37.49907318,0.2777777778,0.2777777778,0.2777777778,-1,observed,,,,,branch_missing,0.2352941176,0.2352941176,0.2352941176,-1,observed,,,,,branch_missing,0.3,0.3,0.3,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,7,LR_abab,500,400,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12093.09974,36.03833515,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11973.99906,36.03655518,2100,1700,2200,bundle_trace,3200,1200,1200,True,1200,2600,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12358.91583,39.34567148,0.2380952381,0.2380952381,0.2380952381,-1,observed,,,,,branch_missing,0.2352941176,0.2352941176,0.2352941176,-1,observed,,,,,branch_missing,0.2272727273,0.2272727273,0.2272727273,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,8,LR_abab,500,500,500,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12143.95275,36.89448847,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11966.39553,36.63456963,2000,1700,2000,bundle_trace,3200,1200,1200,True,1200,2500,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12356.32663,38.86498018,0.25,0.25,0.25,-1,observed,,,,,branch_missing,0.2941176471,0.2941176471,0.2941176471,-1,observed,,,,,branch_missing,0.25,0.25,0.25,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,10,9,LR_abab,500,400,600,bundle_trace,1000,1200,1200,True,1200,1000,1000,1200,1,1200,1,301000,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11998.71516,37.19347339,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,300600,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,11859.15999,36.3859799,2700,1800,2700,bundle_trace,3200,1200,1200,True,1200,3200,3200,1200,1,1200,1,303200,alive,fd7c8fa39e2f723877b15336a8a1239ce0decad2facc61c7fea02bcb4f4d8d99,12516.67168,38.69620932,0.1851851852,0.1851851852,0.1851851852,-1,observed,,,,,branch_missing,0.2222222222,0.2222222222,0.2222222222,-1,observed,,,,,branch_missing,0.2222222222,0.2222222222,0.2222222222,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,20,0,LR_abab,400,300,400,bundle_trace,900,1200,1200,True,1200,900,900,1200,1,1200,1,600900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20285.30566,42.489235,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,600600,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20188.39377,43.34610977,1900,1700,2200,bundle_trace,2900,1200,1199,True,1199,2400,2900,1199,1,1199,1,602900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20368.21277,45.47236744,0.2105263158,0.2105263158,0.2105263158,-1,observed,,,,,branch_missing,0.1764705882,0.1764705882,0.1764705882,-1,observed,,,,,branch_missing,0.1818181818,0.1818181818,0.1818181818,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,20,1,LR_abab,400,300,400,bundle_trace,900,1200,1200,True,1200,900,900,1200,1,1200,1,600900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20639.6593,44.41229189,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,600600,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20558.11617,44.97980924,2100,1800,2100,bundle_trace,2900,1200,1200,True,1200,2600,2900,1200,1,1200,1,602900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20808.45064,46.19368186,0.1904761905,0.1904761905,0.1904761905,-1,observed,,,,,branch_missing,0.1666666667,0.1666666667,0.1666666667,-1,observed,,,,,branch_missing,0.1904761905,0.1904761905,0.1904761905,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,20,2,LR_abab,400,300,400,bundle_trace,900,1200,1200,True,1200,900,900,1200,1,1200,1,600900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20894.8699,44.41779294,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,600600,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20791.12114,44.50234663,2400,1900,2500,bundle_trace,2900,1200,1200,True,1200,2900,2900,1200,1,1200,1,602900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,21130.623,45.24266841,0.1666666667,0.1666666667,0.1666666667,-1,observed,,,,,branch_missing,0.1578947368,0.1578947368,0.1578947368,-1,observed,,,,,branch_missing,0.16,0.16,0.16,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,20,3,LR_abab,400,300,400,bundle_trace,900,1200,1200,True,1200,900,900,1200,1,1200,1,600900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20745.2488,42.89987377,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,600600,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20676.55147,44.10106502,2300,1800,2400,bundle_trace,2900,1200,1200,True,1200,2800,2900,1200,1,1200,1,602900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,21013.614,46.65994005,0.1739130435,0.1739130435,0.1739130435,-1,observed,,,,,branch_missing,0.1666666667,0.1666666667,0.1666666667,-1,observed,,,,,branch_missing,0.1666666667,0.1666666667,0.1666666667,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
LR_abab_fork,20,4,LR_abab,400,300,400,bundle_trace,900,1200,1200,True,1200,900,900,1200,1,1200,1,600900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20250.61012,41.6483341,100,100,100,bundle_trace,600,1200,1200,True,1200,600,600,1200,1,1200,1,600600,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20130.44848,42.07634312,2300,2000,2400,bundle_trace,2900,1200,1200,True,1200,2800,2900,1200,1,1200,1,602900,alive,a28ca4bbb11363524d3019ce3015c48dad3ae0c60db71777e4d3f98031bf1fef,20447.21435,43.46216436,0.1739130435,0.1739130435,0.1739130435,-1,observed,,,,,branch_missing,0.15,0.15,0.15,-1,observed,,,,,branch_missing,0.1666666667,0.1666666667,0.1666666667,-1,observed,,,,,branch_missing,ok,,,,,,,,,,,,,,,,,,,,
