arm,seed,t,band,N,d,e,dN,identity_residual,identity_residual_rel,V,sigma_med,sigma_med_lower,sigma_med_band,H,hit99,hit999,hit_full,hit99_per_task,hit999_per_task,hit_agrees_with_per_task,tc,tc_per_task,steps,stop_step,status
LR_iid,0,6,comp,42.80149818,5.248407347,-0.2144660689,5.033941278,-6.161737787e-15,1.439607969e-16,0,38.16030088,38.13206401,0,1.05543806,1700,2200,2300,1700,2200,True,180000,,30000,,ok
LR_iid,0,6,all,9093.95536,2509.162256,-958.5557809,1550.606475,1.023181539e-12,1.125122677e-16,153693.7942,38.16030088,38.13206401,,1.05543806,1700,2200,2300,1700,2200,True,180000,,30000,,ok
LR_iid,0,7,top,763.6114138,346.5718755,-252.7194716,93.85240388,0,0,115701.3888,40.41961333,40.36713489,31.88379053,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,mid1,5044.963908,1127.370442,-278.0562123,849.3142301,-3.410605132e-13,6.760415325e-17,57706.15478,40.41961333,40.36713489,23.80770077,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,mid2,4041.931137,810.2641249,-189.0128608,621.2512641,-5.684341886e-14,1.40634308e-17,3993.045037,40.41961333,40.36713489,6.279495135,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,low,886.4496669,155.1162441,-33.23311999,121.8831241,2.842170943e-14,3.206240635e-17,67.32198063,40.41961333,40.36713489,0.8201440833,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,mu,0.5224273253,0.03712248409,-0.01345407558,0.02366840851,-5.204170428e-17,9.961520342e-17,0,40.41961333,40.36713489,0,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,comp,47.27494953,4.541587563,-0.06813621767,4.473451346,7.424616477e-15,1.570518118e-16,0,40.41961333,40.36713489,0,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,7,all,10784.7535,2443.901397,-753.103255,1690.798142,-6.821210263e-13,6.324864321e-17,177467.9106,40.41961333,40.36713489,,1.086264351,1700,2100,2400,1700,2100,True,210000,,30000,,ok
LR_iid,0,8,top,869.5422987,407.0189234,-301.0880384,105.930885,0,0,133936.3421,44.36805125,44.28155329,35.85011625,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,mid1,5868.582627,1308.741991,-485.1232725,823.6187189,-1.705302566e-13,2.905816744e-17,66914.15494,44.36805125,44.28155329,25.75210023,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,mid2,4667.799396,859.9189448,-234.0506861,625.8682588,3.97903932e-13,8.524443711e-17,4608.188779,44.36805125,44.28155329,6.693141859,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,low,1030.114061,166.0145993,-22.35020533,143.6643939,-2.09610107e-13,2.034824249e-16,78.47004445,44.36805125,44.28155329,0.8830883626,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,mu,0.652502196,0.02867059797,0.1014042728,0.1300748708,6.52256027e-16,9.996227306e-16,0,44.36805125,44.28155329,0,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,comp,51.57606043,4.552879905,-0.2517690077,4.301110898,-7.549516567e-15,1.463763712e-16,0,44.36805125,44.28155329,0,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,8,all,12488.26694,2746.276009,-1042.762567,1703.513442,-9.094947018e-13,7.282793568e-17,205537.1558,44.36805125,44.28155329,,1.044118125,1900,2200,2300,1900,2200,True,240000,,30000,,ok
LR_iid,0,9,top,947.2697617,408.9029206,-331.1754576,77.72746295,0,0,144061.2074,44.61230197,44.53061805,33.84822317,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,mid1,6656.119874,1416.311288,-628.7740404,787.5372476,6.821210263e-13,1.024802797e-16,76217.52154,44.61230197,44.53061805,27.30086375,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,mid2,5368.193277,975.8202255,-275.426344,700.3938814,-3.97903932e-13,7.412250481e-17,5271.778194,44.61230197,44.53061805,7.343466523,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,low,1186.047273,184.896856,-28.96364365,155.9332123,1.030286967e-13,8.686727672e-17,90.85713445,44.61230197,44.53061805,0.9429842371,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,mu,0.7972730221,0.03701462711,0.1077561989,0.144770826,-2.498001805e-16,3.133182406e-16,0,44.61230197,44.53061805,0,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,comp,56.43095194,4.977450343,-0.1225588271,4.854891516,-5.273559367e-15,9.345154008e-17,0,44.61230197,44.53061805,0,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,9,all,14214.85841,2990.945755,-1264.354288,1726.591467,-6.821210263e-13,4.798648053e-17,225641.3643,44.61230197,44.53061805,,1.133729509,1900,2500,2500,1900,2500,True,270000,,30000,,ok
LR_iid,0,10,top,1069.119992,481.6165014,-359.7662706,121.8502308,0,0,161505.6047,49.0348312,48.89585965,37.86244952,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,mid1,7341.467434,1450.686646,-765.3390865,685.3475599,-1.364242053e-12,1.858268888e-16,82907.85322,49.0348312,48.89585965,28.2912326,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,mid2,6128.989668,1011.911486,-251.1150959,760.7963905,-6.536993169e-13,1.066569455e-16,6049.890971,49.0348312,48.89585965,7.791772372,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,low,1360.241687,191.3834698,-17.18905611,174.1944137,8.171241461e-14,6.007198235e-17,104.7188776,49.0348312,48.89585965,1.020486534,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,mu,0.9690538203,0.03855567717,0.1332251211,0.1717807983,0,0,0,49.0348312,48.89585965,0,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,comp,60.57270219,4.363291116,-0.2215408671,4.141750248,5.051514762e-15,8.339589583e-17,0,49.0348312,48.89585965,0,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,10,all,15961.36054,3139.999951,-1393.497825,1746.502126,6.821210263e-13,4.273576959e-17,250568.0677,49.0348312,48.89585965,,1.042116698,2300,2700,2700,2300,2700,True,300000,,30000,,ok
LR_iid,0,11,top,1061.653761,457.7890549,-465.2552861,-7.466231148,-1.705302566e-13,1.595052546e-16,152080.4624,48.69359756,48.65502105,37.3359335,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,mid1,8095.040043,1493.313834,-739.741225,753.5726092,2.273736754e-13,2.808802356e-17,90262.09016,48.69359756,48.65502105,29.36088739,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,mid2,6850.277276,1032.688039,-311.40043,721.2876088,6.252776075e-13,9.127770778e-17,6818.162418,48.69359756,48.65502105,8.219077057,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,low,1519.745378,192.5208408,-33.0171496,159.5036912,5.684341886e-14,3.740325168e-17,117.3790788,48.69359756,48.65502105,1.083776287,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,mu,1.170969199,0.03070402702,0.1712113516,0.2019153786,3.60822483e-16,3.081400291e-16,0,48.69359756,48.65502105,0,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,comp,65.15154631,4.692806754,-0.1139626333,4.578844121,6.245004514e-15,9.585351181e-17,0,48.69359756,48.65502105,0,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,11,all,17593.03897,3181.035279,-1549.356842,1631.678437,2.955857781e-12,1.680129161e-16,249278.094,48.69359756,48.65502105,,1.051333229,2100,2800,2800,2100,2800,True,330000,,30000,,ok
LR_iid,0,12,top,1117.347471,440.774575,-385.080865,55.69370997,2.273736754e-13,2.034941514e-16,151239.2756,48.82562985,48.76720166,36.03722171,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,mid1,8823.807014,1504.227164,-775.460193,728.7669708,1.705302566e-12,1.932615438e-16,97219.95669,48.82562985,48.76720166,30.53618715,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,mid2,7583.161241,989.9060507,-257.0220857,732.883965,-1.023181539e-12,1.349281002e-16,7534.862728,48.82562985,48.76720166,8.650281903,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,low,1680.328155,182.8012857,-22.21850859,160.5827771,1.421085472e-14,8.457190146e-18,129.6425336,48.82562985,48.76720166,1.13205167,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,mu,1.291340432,0.0279382346,0.09243299855,0.1203712331,-3.053113318e-16,2.364297781e-16,0,48.82562985,48.76720166,0,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,comp,69.73477287,4.571465121,0.01176144041,4.583226562,-4.649058916e-15,6.666772865e-17,0,48.82562985,48.76720166,0,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,12,all,19275.67,3122.308478,-1439.677458,1682.631021,-5.911715562e-12,3.066931299e-16,256123.7376,48.82562985,48.76720166,,1.074370616,2200,2400,2600,2200,2400,True,360000,,30000,,ok
LR_iid,0,13,top,1211.78291,443.5820164,-349.1465776,94.43543883,-1.136868377e-13,9.38178256e-17,167525.1266,51.56997402,51.53510011,38.82857939,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,mid1,9580.238952,1466.820774,-710.3888362,756.4319376,-2.273736754e-13,2.373361214e-17,104398.3112,51.56997402,51.53510011,31.83420817,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,mid2,8285.23541,957.589984,-255.5158157,702.0741682,1.818989404e-12,2.195458926e-16,8223.036977,51.56997402,51.53510011,9.014098051,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,low,1833.006532,176.3129801,-23.63460275,152.6783773,2.842170943e-14,1.550551453e-17,141.3486907,51.56997402,51.53510011,1.186474576,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,mu,1.401494424,0.03220828584,0.07794570636,0.1101539922,-5.134781489e-16,3.663790166e-16,0,51.56997402,51.53510011,0,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,comp,73.72446946,4.199181212,-0.209484625,3.989696587,2.442490654e-15,3.312998618e-17,0,51.56997402,51.53510011,0,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,13,all,20985.38977,3048.537144,-1338.817371,1709.719773,2.728484105e-12,1.300182715e-16,280287.8234,51.56997402,51.53510011,,1.053926697,2100,2700,3000,2100,2700,True,390000,,30000,,ok
LR_iid,0,14,top,1247.095918,471.0237506,-435.710743,35.31300766,5.684341886e-14,4.558063101e-17,188595.7488,54.01992711,53.96221202,40.8990411,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,mid1,10520.3815,1698.060791,-757.9182417,940.1425492,-1.932676241e-12,1.837078096e-16,115806.9574,54.01992711,53.96221202,33.93830132,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,mid2,9082.628003,1092.721168,-295.3285744,797.3925936,-1.818989404e-12,2.002712654e-16,8977.97781,54.01992711,53.96221202,9.477971575,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,low,2012.040217,213.0833155,-34.04963099,179.0336845,-5.684341886e-14,2.825163154e-17,155.2530032,54.01992711,53.96221202,1.239460054,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,mu,1.577711574,0.04078588228,0.1354312674,0.1762171497,9.714451465e-16,6.157305065e-16,0,54.01992711,53.96221202,0,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,comp,78.31399494,4.63318297,-0.04365749341,4.589525476,-6.980527267e-15,8.913511912e-17,0,54.01992711,53.96221202,0,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,14,all,22942.03735,3479.562994,-1522.915416,1956.647578,-2.273736754e-13,9.910788306e-18,313535.937,54.01992711,53.96221202,,1.074432999,2300,2700,2900,2300,2700,True,420000,,30000,,ok
LR_iid,0,15,top,1396.797567,514.1210355,-364.4193861,149.7016495,-5.684341886e-14,4.069553112e-17,208231.7134,55.77793683,55.65478722,42.30449148,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,mid1,11192.42843,1689.418253,-1017.371323,672.0469299,1.136868377e-12,1.01574773e-16,124122.8428,55.77793683,55.65478722,34.52689686,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,mid2,9837.076979,1113.466273,-359.017298,754.4489753,3.97903932e-13,4.044940717e-17,9704.273291,55.77793683,55.65478722,9.885369933,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,low,2183.367736,209.6568696,-38.32935103,171.3275186,-2.98427949e-13,1.366824031e-16,168.2138584,55.77793683,55.65478722,1.293159763,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,mu,1.789513931,0.03503689851,0.1767654586,0.2118023572,-1.33226763e-15,7.444857547e-16,0,55.77793683,55.65478722,0,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,comp,83.17286539,5.189402965,-0.330532514,4.858870451,3.663735981e-15,4.404965447e-17,0,55.77793683,55.65478722,0,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,15,all,24694.63309,3531.886871,-1779.291125,1752.595746,-1.591615728e-12,6.445188808e-17,342227.0434,55.77793683,55.65478722,,1.099991763,2300,2800,2800,2300,2800,True,450000,,30000,,ok
LR_iid,0,16,top,1437.096739,491.5656736,-451.2665023,40.29917127,0,0,207849.2348,57.67548961,57.58315719,42.9111376,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,mid1,11789.44791,1705.076175,-1108.056694,597.0194805,1.364242053e-12,1.157172128e-16,131078.1094,57.67548961,57.58315719,35.44700333,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,mid2,10547.60945,1095.283364,-384.7508931,710.5324704,6.252776075e-13,5.92814524e-17,10395.26854,57.67548961,57.58315719,10.22144429,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,low,2350.033095,200.1719525,-33.50659334,166.6653592,-7.105427358e-14,3.023543529e-17,181.1122323,57.67548961,57.58315719,1.345353407,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,mu,2.004995673,0.03526186697,0.180219875,0.215481742,6.106226635e-16,3.045506141e-16,0,57.67548961,57.58315719,0,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,comp,86.73012603,3.861262384,-0.3040017453,3.557260639,-1.731947918e-14,1.996939239e-16,0,57.67548961,57.58315719,0,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,16,all,26212.92232,3495.993689,-1977.704465,1518.289224,-1.136868377e-12,4.337053166e-17,349503.725,57.67548961,57.58315719,,1.050677009,2300,3600,3700,2300,3600,True,480000,,30000,,ok
LR_iid,0,17,top,1474.767543,524.1509319,-486.4801277,37.67080418,-2.273736754e-13,1.541759422e-16,223910.0711,59.47637232,59.44400953,45.36181559,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,mid1,12411.25666,1660.559756,-1038.751012,621.8087439,-6.821210263e-13,5.495986791e-17,136611.9413,59.47637232,59.44400953,35.98338849,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,mid2,11201.0641,1089.982351,-436.5276954,653.4546555,-7.958078641e-13,7.10475234e-17,10969.56044,59.47637232,59.44400953,10.48038534,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,low,2522.103464,199.4178835,-27.34751462,172.0703689,1.172395514e-13,4.648483026e-17,194.7249007,59.47637232,59.44400953,1.39197044,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,mu,2.290268007,0.0347851971,0.2504871368,0.2852723339,-1.110223025e-16,4.84756815e-17,0,59.47637232,59.44400953,0,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,comp,90.17713867,3.732396944,-0.2853842995,3.447012644,1.604272271e-14,1.779023258e-16,0,59.47637232,59.44400953,0,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
LR_iid,0,17,all,27701.65917,3477.878105,-1989.141247,1488.736857,5.456968211e-12,1.969906631e-16,371686.2978,59.47637232,59.44400953,,1.050721474,2200,2700,2800,2200,2700,True,510000,,30000,,ok
