arm,seed,band,slope_cycle,slope_cycle_intercept,slope_cycle_n,slope_cycle_resid_sd,growth_window,growth_complete,slope_task,slope_task_n,slope_task_resid_sd,slope_task_window,beta_loglog,beta_n,beta_resid_sd,beta_nonpositive_points,beta_window,N_25,N_49,N_50,sigma_med_25,sigma_med_50,H_50,V_top_50,V_50,T_present,status,rho,rho_status,rho_task,rho_ref_arm
LR_iid,1,top,49.53333724,632.7058819,12,101.5190282,j14-25 (t27-50),True,48.25891294,25,106.4880908,t26-50,0.6835358209,45,0.05751175694,0,t6-50,2030.048757,3141.733883,3034.338274,69.38647014,85.74263618,1.071970671,438619.5166,438619.5166,50,ok,1,ok,1,LR_iid
LR_iid,1,mid1,532.9305578,4166.253897,12,138.9101995,j14-25 (t27-50),True,535.3851839,25,161.1164805,t26-50,0.9035513157,45,0.02964938896,0,t6-50,17319.53852,30214.7099,30612.28491,69.38647014,85.74263618,1.071970671,438619.5166,314824.1971,50,ok,1,ok,1,LR_iid
LR_iid,1,mid2,754.1543008,-2083.109187,12,181.0508718,j14-25 (t27-50),True,752.0504459,25,180.6928477,t26-50,1.104692536,45,0.01138627568,0,t6-50,16902.83013,34631.14851,35276.6384,69.38647014,85.74263618,1.071970671,438619.5166,33960.09697,50,ok,1,ok,1,LR_iid
LR_iid,1,low,194.593239,-1069.505947,12,35.12678052,j14-25 (t27-50),True,194.3603051,25,35.24282977,t26-50,1.158176449,45,0.007543636265,0,t6-50,3855.094392,8497.870012,8701.849812,69.38647014,85.74263618,1.071970671,438619.5166,687.5504402,50,ok,1,ok,1,LR_iid
LR_iid,1,mu,0.5516269092,-10.22326436,12,0.4407068995,j14-25 (t27-50),True,0.5455277064,25,0.4435148984,t26-50,1.780765897,45,0.08238624798,0,t6-50,4.386654055,17.53481252,18.42998013,69.38647014,85.74263618,1.071970671,438619.5166,0,50,ok,1,ok,1,LR_iid
LR_iid,1,comp,3.782254988,28.51822615,12,0.6453556678,j14-25 (t27-50),True,3.775051832,25,0.6841896287,t26-50,0.7824241669,45,0.01413651593,0,t6-50,124.0883357,213.5064015,216.9260314,69.38647014,85.74263618,1.071970671,438619.5166,0,50,ok,1,ok,1,LR_iid
LR_iid,1,all,1535.545317,1664.639607,12,273.5049622,j14-25 (t27-50),True,1534.375427,25,278.5789863,t26-50,0.9997430994,45,0.0174007951,0,t6-50,40235.98679,76716.50352,77860.4674,69.38647014,85.74263618,1.071970671,438619.5166,788091.3612,50,ok,1,ok,1,LR_iid
LR_abab,1,top,13.21929905,568.8752766,12,27.20608332,j14-25 (t27-50),True,13.53095643,25,34.31098884,t26-50,0.4839613106,45,0.02747578339,0,t6-50,854.4051879,1203.502072,1233.981547,46.40655471,56.32556442,1.157402899,202520.2302,202520.2302,50,ok,0.2668768105,ok,0.2803825368,LR_iid
LR_abab,1,mid1,228.9105767,3554.160845,12,78.67215021,j14-25 (t27-50),True,230.6414019,25,84.36346074,t26-50,0.7398565247,45,0.005547044979,0,t6-50,9036.762301,14641.83025,14884.53804,46.40655471,56.32556442,1.157402899,202520.2302,143730.8728,50,ok,0.4295317154,ok,0.4307952645,LR_iid
LR_abab,1,mid2,421.1371465,1191.700425,12,67.69762773,j14-25 (t27-50),True,422.5210766,25,69.79433333,t26-50,0.9440280111,45,0.003082352062,0,t6-50,11564.16862,21744.92297,22163.27084,46.40655471,56.32556442,1.157402899,202520.2302,20404.0262,50,ok,0.5584230523,ok,0.5618254452,LR_iid
LR_abab,1,low,146.4902611,-336.4606442,12,8.801594586,j14-25 (t27-50),True,146.3933296,25,9.503459509,t26-50,1.062979003,45,0.002973653713,0,t6-50,3342.509491,6840.87957,6983.005527,46.40655471,56.32556442,1.157402899,202520.2302,538.9505823,50,ok,0.7528024193,ok,0.7532059058,LR_iid
LR_abab,1,mu,0.2813192468,-4.912571397,12,0.2272255999,j14-25 (t27-50),True,0.2766859647,25,0.2357006169,t26-50,1.531445056,45,0.06134770804,0,t6-50,2.72175374,9.155673761,9.52767272,46.40655471,56.32556442,1.157402899,202520.2302,0,50,ok,0.5099810073,ok,0.5071895734,LR_iid
LR_abab,1,comp,4.93969241,-9.293801948,12,1.466096387,j14-25 (t27-50),True,4.9164648,25,1.67178505,t26-50,0.8663699558,45,0.04129588771,0,t6-50,117.6505008,233.6838223,239.5335578,46.40655471,56.32556442,1.157402899,202520.2302,0,50,ok,1.306017819,ok,1.3023569,LR_iid
LR_abab,1,all,814.978295,4964.069529,12,156.5095508,j14-25 (t27-50),True,818.2799153,25,162.1825355,t26-50,0.865079268,45,0.004071461609,0,t6-50,24918.21785,44673.97436,45513.85718,46.40655471,56.32556442,1.157402899,202520.2302,367194.0798,50,ok,0.5307419365,ok,0.5332983706,LR_iid
LR_aaaa,1,top,2.62912499,1172.167083,12,29.10600406,j14-25 (t27-50),True,4.038554046,25,40.21136613,t26-50,0.5788722598,45,0.07806806646,0,t6-50,1030.020245,1285.754289,1285.823972,48.2264487,52.88808979,1.066460889,185261.828,185261.828,50,ok,0.05307788929,ok,0.08368514333,LR_iid
LR_aaaa,1,mid1,13.54269069,8786.348576,12,184.1847871,j14-25 (t27-50),True,22.6727054,25,259.4340864,t26-50,0.6889418777,45,0.1110644285,0,t6-50,7826.529973,9366.490954,9366.474214,48.2264487,52.88808979,1.066460889,185261.828,103988.3941,50,ok,0.02541173609,ok,0.04234839903,LR_iid
LR_aaaa,1,mid2,15.56966854,8074.307221,12,214.8913825,j14-25 (t27-50),True,25.25495064,25,286.8252186,t26-50,0.7367896345,45,0.1150148724,0,t6-50,7125.109651,8741.035941,8741.012806,48.2264487,52.88808979,1.066460889,185261.828,8904.81995,50,ok,0.02064520288,ok,0.03358145823,LR_iid
LR_aaaa,1,low,3.483223882,1760.23661,12,48.20805972,j14-25 (t27-50),True,5.693794031,25,64.98809573,t26-50,0.7648305709,45,0.1176630513,0,t6-50,1546.053454,1909.378533,1909.371575,48.2264487,52.88808979,1.066460889,185261.828,150.0699151,50,ok,0.0179000252,ok,0.02929504576,LR_iid
LR_aaaa,1,mu,0.002013225953,1.017434283,12,0.03454089862,j14-25 (t27-50),True,0.003325991366,25,0.04272172943,t26-50,0.9914942168,45,0.1716774687,0,t6-50,0.9022195822,1.102692509,1.102608653,48.2264487,52.88808979,1.066460889,185261.828,0,50,ok,0.003649615201,ok,0.006096833079,LR_iid
LR_aaaa,1,comp,0.2128131909,99.7007371,12,2.941237418,j14-25 (t27-50),True,0.3336014354,25,3.751064943,t26-50,0.6584753405,45,0.0887684023,0,t6-50,88.14467763,108.8164609,108.8167475,48.2264487,52.88808979,1.066460889,185261.828,0,50,ok,0.05626621992,ok,0.08837002781,LR_iid
LR_aaaa,1,all,35.43953452,19893.77766,12,479.1076638,j14-25 (t27-50),True,57.99693154,25,654.6986316,t26-50,0.7068978658,45,0.1103137941,0,t6-50,17616.76022,21412.57887,21412.60192,48.2264487,52.88808979,1.066460889,185261.828,298305.112,50,ok,0.02307944554,ok,0.03779839699,LR_iid
LR_abc,1,top,,,0,,n/a,False,32.29920573,9,21.41107733,t4-12,0.4346832165,9,0.02898500189,0,t4-12,,,,,,,,,12,incomplete_window,,ok,0.6692899563,LR_iid
LR_abc,1,mid1,,,0,,n/a,False,427.834383,9,74.26081317,t4-12,0.7740146172,9,0.008697681394,0,t4-12,,,,,,,,,12,incomplete_window,,ok,0.7991150967,LR_iid
LR_abc,1,mid2,,,0,,n/a,False,560.8245476,9,20.80007852,t4-12,1.024809466,9,0.005489431908,0,t4-12,,,,,,,,,12,incomplete_window,,ok,0.7457272988,LR_iid
LR_abc,1,low,,,0,,n/a,False,165.7657496,9,10.17905355,t4-12,1.193739333,9,0.005077564397,0,t4-12,,,,,,,,,12,incomplete_window,,ok,0.8528786241,LR_iid
LR_abc,1,mu,,,0,,n/a,False,0.09333148853,9,0.02476585582,t4-12,1.382715909,9,0.03618494581,0,t4-12,,,,,,,,,12,incomplete_window,,ok,0.1710847817,LR_iid
