geometry,optimizer,seed,task,n_keys,n_mismatched_keys,mismatched_keys,max_abs_difference,main_snapshot,priority_snapshot
avg16,adam,301,25,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t025.npz
avg16,adam,301,26,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t026.npz
avg16,adam,301,27,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t027.npz
avg16,adam,301,28,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t028.npz
avg16,adam,301,29,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t029.npz
avg16,adam,301,30,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t030.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t030.npz
avg16,adam,301,31,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t031.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t031.npz
avg16,adam,301,32,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t032.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t032.npz
avg16,adam,301,33,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t033.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t033.npz
avg16,adam,301,34,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t034.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t034.npz
avg16,adam,301,35,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t035.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t035.npz
avg16,adam,301,36,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t036.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t036.npz
avg16,adam,301,37,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t037.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t037.npz
avg16,adam,301,38,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t038.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t038.npz
avg16,adam,301,39,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t039.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t039.npz
avg16,adam,301,40,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t040.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t040.npz
avg16,adam,301,41,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t041.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t041.npz
avg16,adam,301,42,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t042.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t042.npz
avg16,adam,301,43,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t043.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t043.npz
avg16,adam,301,44,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t044.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t044.npz
avg16,adam,301,45,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t045.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t045.npz
avg16,adam,301,46,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t046.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t046.npz
avg16,adam,301,47,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t047.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t047.npz
avg16,adam,301,48,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t048.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t048.npz
avg16,adam,301,49,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t049.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t049.npz
avg16,adam,301,50,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed301/t050.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed301/t050.npz
avg16,adam,302,0,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t000.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t000.npz
avg16,adam,302,1,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t001.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t001.npz
