geometry,optimizer,seed,task,observed_V,model_V,constant_V
rgb32,sgd,300,45,1682.8710847931357,1588.9750612636244,1590.91861463848
rgb32,sgd,300,46,1638.4294693756865,1588.9668850522696,1590.91861463848
rgb32,sgd,300,47,1630.0706447512393,1588.9600974338232,1590.91861463848
rgb32,sgd,300,48,1707.2526768712064,1588.9544625789772,1590.91861463848
rgb32,sgd,300,49,1715.1127272813774,1588.9497847100918,1590.91861463848
rgb32,sgd,300,50,1793.0446645264933,1588.945901299089,1590.91861463848
rgb32,sgd,301,26,1578.9344375602861,1638.7169751371966,1627.3040490549515
rgb32,sgd,301,27,1613.6106415960926,1648.4221563939857,1627.3040490549515
rgb32,sgd,301,28,1632.9996168271527,1656.6751269773717,1627.3040490549515
rgb32,sgd,301,29,1633.4751620378263,1663.6931848217412,1627.3040490549515
rgb32,sgd,301,30,1713.5158249929884,1669.6611130252013,1627.3040490549515
rgb32,sgd,301,31,1707.7152994584726,1674.7360451262853,1627.3040490549515
rgb32,sgd,301,32,1691.4491323800025,1679.051602377071,1627.3040490549515
rgb32,sgd,301,33,1714.4147762760474,1682.721411945722,1627.3040490549515
rgb32,sgd,301,34,1680.4294788466311,1685.842098681533,1627.3040490549515
rgb32,sgd,301,35,1664.8209862496935,1688.4958292146537,1627.3040490549515
rgb32,sgd,301,36,1690.6411699837101,1690.7524753757707,1627.3040490549515
rgb32,sgd,301,37,1687.9560806276224,1692.6714538978651,1627.3040490549515
rgb32,sgd,301,38,1718.2610589469991,1694.3032908387688,1627.3040490549515
rgb32,sgd,301,39,1655.3962674768982,1695.6909519152418,1627.3040490549515
rgb32,sgd,301,40,1666.0095942026364,1696.8709737758154,1627.3040490549515
rgb32,sgd,301,41,1652.7069966788808,1697.8744259984367,1627.3040490549515
rgb32,sgd,301,42,1633.0415104103404,1698.7277291419853,1627.3040490549515
rgb32,sgd,301,43,1691.3916113660755,1699.453350390686,1627.3040490549515
rgb32,sgd,301,44,1705.3773306895582,1700.0703951074981,1627.3040490549515
rgb32,sgd,301,45,1761.5966456621888,1700.5951098718847,1627.3040490549515
rgb32,sgd,301,46,1709.8117654814455,1701.0413102467742,1627.3040490549515
rgb32,sgd,301,47,1682.6874835766284,1701.4207445376776,1627.3040490549515
rgb32,sgd,301,48,1658.387789144119,1701.7434031216133,1627.3040490549515
rgb32,sgd,301,49,1702.8879477794685,1702.017781490367,1627.3040490549515
rgb32,sgd,301,50,1680.3306904188014,1702.2511039339286,1627.3040490549515
rgb32,sgd,302,26,1496.8972474960856,1580.6028153075765,1581.644127904201
rgb32,sgd,302,27,1489.0211433985357,1579.7321240083133,1581.644127904201
rgb32,sgd,302,28,1550.7486441263964,1579.00409734171,1581.644127904201
rgb32,sgd,302,29,1577.6665980993782,1578.3953594024033,1581.644127904201
rgb32,sgd,302,30,1538.6920810286674,1577.8863644771486,1581.644127904201
rgb32,sgd,302,31,1567.0002945800798,1577.4607694596436,1581.644127904201
rgb32,sgd,302,32,1555.1316422426344,1577.1049090965284,1581.644127904201
rgb32,sgd,302,33,1568.2154695709035,1576.8073572154492,1581.644127904201
rgb32,sgd,302,34,1555.1380265521411,1576.5585598468444,1581.644127904201
rgb32,sgd,302,35,1548.1724114624417,1576.3505284595108,1581.644127904201
rgb32,sgd,302,36,1511.5706043904013,1576.176583460178,1581.644127904201
rgb32,sgd,302,37,1583.7703237966073,1576.0311397212276,1581.644127904201
rgb32,sgd,302,38,1573.854675856034,1575.9095272501531,1581.644127904201
rgb32,sgd,302,39,1603.50547992588,1575.8078412427144,1581.644127904201
rgb32,sgd,302,40,1596.205413265486,1575.722816705202,1581.644127904201
rgb32,sgd,302,41,1649.1476448051415,1575.651723620113,1581.644127904201
rgb32,sgd,302,42,1677.8548828763574,1575.592279289155,1581.644127904201
rgb32,sgd,302,43,1673.8812948597597,1575.5425750390348,1581.644127904201
rgb32,sgd,302,44,1680.2480475684517,1575.5010149366638,1581.644127904201
rgb32,sgd,302,45,1778.4735662649723,1575.4662645460046,1581.644127904201
rgb32,sgd,302,46,1824.814173988016,1575.4372080812207,1581.644127904201
rgb32,sgd,302,47,1812.7475173071873,1575.4129125803722,1581.644127904201
rgb32,sgd,302,48,1722.831248617101,1575.3925979493301,1581.644127904201
rgb32,sgd,302,49,1709.4635088371028,1575.3756119140576,1581.644127904201
rgb32,sgd,302,50,1694.2006961748532,1575.3614090770145,1581.644127904201
rgb32,sgd,303,26,1742.559367871953,1726.722824856046,1728.8749051349628
rgb32,sgd,303,27,1749.0660553594157,1724.9004920198186,1728.8749051349628
rgb32,sgd,303,28,1736.5123802395515,1723.357381849382,1728.8749051349628
rgb32,sgd,303,29,1713.622765307061,1722.0507111080287,1728.8749051349628
rgb32,sgd,303,30,1806.4693145240449,1720.9442519199429,1728.8749051349628
rgb32,sgd,303,31,1823.5552330554797,1720.0073273404337,1728.8749051349628
rgb32,sgd,303,32,1802.6380360182397,1719.2139608275597,1728.8749051349628
rgb32,sgd,303,33,1731.7866413243437,1718.5421560339669,1728.8749051349628
rgb32,sgd,303,34,1714.656327371895,1717.9732869509248,1728.8749051349628
rgb32,sgd,303,35,1704.2904188856387,1717.4915814961155,1728.8749051349628
rgb32,sgd,303,36,1722.6097759133309,1717.083684227464,1728.8749051349628
rgb32,sgd,303,37,1770.7552473120486,1716.7382860591179,1728.8749051349628
rgb32,sgd,303,38,1862.6213100123646,1716.4458107133255,1728.8749051349628
rgb32,sgd,303,39,1820.6929262830179,1716.1981492149853,1728.8749051349628
rgb32,sgd,303,40,1794.4865369178865,1715.988435067648,1728.8749051349628
rgb32,sgd,303,41,1773.3387595876234,1715.8108538776437,1728.8749051349628
rgb32,sgd,303,42,1705.4840148926103,1715.6604821481078,1728.8749051349628
rgb32,sgd,303,43,1688.922512457657,1715.5331507734104,1728.8749051349628
rgb32,sgd,303,44,1675.478971317856,1715.4253294493333,1728.8749051349628
rgb32,sgd,303,45,1610.1615980907236,1715.3340287942247,1728.8749051349628
rgb32,sgd,303,46,1654.2384491445955,1715.2567174674105,1728.8749051349628
rgb32,sgd,303,47,1613.568835328084,1715.1912519869425,1728.8749051349628
rgb32,sgd,303,48,1688.449261338651,1715.1358173008553,1728.8749051349628
rgb32,sgd,303,49,1680.1732590838772,1715.088876464255,1728.8749051349628
rgb32,sgd,303,50,1764.6952567074882,1715.0491280270176,1728.8749051349628
rgb32,sgd,304,26,1574.8577692149545,1594.4360152267905,1591.1265943936105
rgb32,sgd,304,27,1633.9374834334153,1597.2199584785783,1591.1265943936105
rgb32,sgd,304,28,1666.0256704576686,1599.561860708561,1591.1265943936105
rgb32,sgd,304,29,1695.4601963489392,1601.5319102242167,1591.1265943936105
rgb32,sgd,304,30,1686.5802746767827,1603.189150669376,1591.1265943936105
rgb32,sgd,304,31,1736.7684299216417,1604.5832505999847,1591.1265943936105
rgb32,sgd,304,32,1785.42764652316,1605.7559920824895,1591.1265943936105
rgb32,sgd,304,33,1692.6804248149513,1606.7425229290889,1591.1265943936105
rgb32,sgd,304,34,1746.9618251973436,1607.5724101001417,1591.1265943936105
rgb32,sgd,304,35,1733.7126632714476,1608.270525844877,1591.1265943936105
rgb32,sgd,304,36,1768.816398639444,1608.8577931386094,1591.1265943936105
rgb32,sgd,304,37,1705.0472919071653,1609.351812757689,1591.1265943936105
rgb32,sgd,304,38,1750.4601278375444,1609.7673907860253,1591.1265943936105
rgb32,sgd,304,39,1666.1996420646446,1610.1169823628893,1591.1265943936105
rgb32,sgd,304,40,1638.9703648890866,1610.4110649714034,1591.1265943936105
rgb32,sgd,304,41,1622.3115703079359,1610.6584524554105,1591.1265943936105
rgb32,sgd,304,42,1669.0653998621897,1610.8665591760105,1591.1265943936105
rgb32,sgd,304,43,1741.159294407077,1611.0416222247038,1591.1265943936105
rgb32,sgd,304,44,1748.595602714595,1611.1888883530128,1591.1265943936105
rgb32,sgd,304,45,1708.0716440487897,1611.3127712209794,1591.1265943936105
rgb32,sgd,304,46,1635.2634280323125,1611.4169836773794,1591.1265943936105
rgb32,sgd,304,47,1711.7119480875308,1611.5046490361754,1591.1265943936105
rgb32,sgd,304,48,1742.67362538854,1611.5783946842323,1591.1265943936105
rgb32,sgd,304,49,1676.8270130471408,1611.6404308257825,1591.1265943936105
rgb32,sgd,304,50,1726.1843543077816,1611.6926167236604,1591.1265943936105
