population,k,band,n_pair,n_seed,seed_ids,F,D,H,F_path
A,20,3,270273,10,"0,1,2,3,4,5,6,7,8,9",4.7406873947562395e-06,-1.8772527077268338e-06,-6.617940102483051e-06,-2.9855830400852945e-07
A,20,4,119828,10,"0,1,2,3,4,5,6,7,8,9",-3.0456591702532905e-05,-2.1052703464583596e-05,9.403888237949372e-06,-1.5701144369876755e-05
A,20,5,37127,10,"0,1,2,3,4,5,6,7,8,9",-0.0004011380542576216,-9.421066837959786e-05,0.0003069273858780237,-0.00013117264243499985
A,20,6,7555,10,"0,1,2,3,4,5,6,7,8,9",-0.0006042480838529712,-0.00015014411890060792,0.0004541039649523631,3.7312006286856226e-05
A,40,0,171686,10,"0,1,2,3,4,5,6,7,8,9",3.362521137587118e-05,1.4644799916584516e-05,-1.898041145928666e-05,1.0494728034297881e-05
A,40,1,205126,10,"0,1,2,3,4,5,6,7,8,9",8.831844212452559e-05,2.122128078132007e-05,-6.709716134320564e-05,2.4975121313210315e-05
A,40,2,283405,10,"0,1,2,3,4,5,6,7,8,9",-1.0515148470566486e-05,-5.72021233619015e-06,4.794936134376346e-06,7.73019005173262e-06
A,40,3,270273,10,"0,1,2,3,4,5,6,7,8,9",4.7406873947562395e-06,-3.6065453357037166e-06,-8.347232730459939e-06,-1.5869572449100614e-06
A,40,4,119828,10,"0,1,2,3,4,5,6,7,8,9",-3.0456591702532905e-05,-1.2750478195335316e-05,1.770611350719761e-05,-1.7854946379338403e-06
A,40,5,37127,10,"0,1,2,3,4,5,6,7,8,9",-0.0004011380542576216,-6.064460386811933e-05,0.0003404934503895022,-6.605573141418489e-05
A,40,6,7555,10,"0,1,2,3,4,5,6,7,8,9",-0.0006042480838529712,-6.191976678615436e-05,0.0005423283170668166,9.328026786728833e-05
