population,k,band,n_pair,n_seed,seed_ids,F,D,H,F_path
A_no_near,1,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,1.476026489280518e-05,1.1013792980477051e-05,3.746471912328134e-06
A_no_near,1,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-4.335711927340954e-05,-2.2567959991588243e-05,-2.0789159281821287e-05
A_no_near,1,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,5.911630489275567e-05,0.00010301401888724191,-4.3897713994486205e-05
A_no_near,1,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-0.00019867700838251153,9.800796316171179e-06,-0.00020847780469868273
A_no_near,1,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.00026160861510154937,0.00030713181217454874,-0.0005687404272760982
A_no_near,1,5,6266,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0008153634568991289,-0.00012198059633165086,-0.0006933828605674783
A_no_near,1,6,3346,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,-0.0007020435635622607,-0.0009271038391568282,0.00022506027559456723
A_no_near,1,7,1663,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0011699944948812908,0.00034193418502605487,-0.0015119286799073458
A_no_near,1,8,1108,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.005651933781453515,-0.0024255980485238544,-0.003226335732929661
A_no_near,1,9,754,5,"1,4,6,7,8",-0.006320425786383252,-0.0067420211602672465,-0.0004215953738839936,-0.006320425786383252
A_no_near,1,10,383,4,"0,1,7,8",-0.0009865457077454234,-0.0005065556964971989,0.0004799900112482244,-0.0009865457077454234
A_no_near,1,11,180,2,"1,8",-0.0033427173630274946,-0.004206973125522672,-0.0008642557624951781,-0.0033427173630274946
A_no_near,1,12,121,2,"1,8",-0.0001788868699445803,-0.0004088187605933652,-0.00022993189064878487,-0.0001788868699445803
A_no_near,2,-21,60,1,9,0.00015640025164126808,9.687644871547718e-05,-5.9523802925790884e-05,0.00015430869134434034
A_no_near,2,-17,300,3,"0,2,9",-8.235461533117224e-05,-1.69677881226941e-05,6.538682720847815e-05,-8.382974882829542e-05
A_no_near,2,-16,383,4,"0,2,4,9",-2.3134048145015975e-05,-3.500187281844252e-05,-1.1867824673426542e-05,-1.9602476845535432e-05
A_no_near,2,-15,780,5,"0,1,2,4,9",4.014801674869337e-05,9.030667871551044e-05,5.015866196681708e-05,3.828561061217907e-05
A_no_near,2,-14,903,7,"0,1,2,4,5,6,9",0.00015117782760721521,0.0001946202097111235,4.344238210390829e-05,0.0001533340291598683
A_no_near,2,-13,2102,9,"0,1,2,4,5,6,7,8,9",-0.00027704410039250117,-0.00019352402343291927,8.35200769595819e-05,-0.00026997721114832573
A_no_near,2,-12,3149,9,"0,1,2,3,4,5,6,8,9",7.667480493633696e-05,0.00015728397497574584,8.060917003940888e-05,7.110187207177997e-05
A_no_near,2,-11,4303,10,"0,1,2,3,4,5,6,7,8,9",-0.00015466003868964436,-0.00026517276469375763,-0.00011051272600411331,-0.00013779890579838499
A_no_near,2,-10,6799,10,"0,1,2,3,4,5,6,7,8,9",7.704252490139151e-06,-9.649665766321181e-06,-1.735391825646032e-05,2.052052243636038e-06
A_no_near,2,-9,10138,10,"0,1,2,3,4,5,6,7,8,9",6.685453593427841e-05,6.323798321541539e-05,-3.61655271886301e-06,6.631147291152129e-05
A_no_near,2,-8,14755,10,"0,1,2,3,4,5,6,7,8,9",3.6849124002282535e-05,3.619042836932916e-05,-6.586956329533603e-07,3.155445903211403e-05
A_no_near,2,-7,19199,10,"0,1,2,3,4,5,6,7,8,9",5.461094603518715e-05,5.804225182412502e-05,3.43130578893786e-06,4.816016331193037e-05
A_no_near,2,-6,27999,10,"0,1,2,3,4,5,6,7,8,9",7.146556598607606e-05,7.948003014841068e-05,8.0144641623346e-06,6.710741893412196e-05
A_no_near,2,-5,42928,10,"0,1,2,3,4,5,6,7,8,9",0.00017754341082322475,0.00012339514749969716,-5.414826332352761e-05,0.0001623105510352177
A_no_near,2,-4,64889,10,"0,1,2,3,4,5,6,7,8,9",8.5826625119189e-05,7.911915645358948e-05,-6.7074686655995374e-06,7.694325112609935e-05
A_no_near,2,-3,103906,10,"0,1,2,3,4,5,6,7,8,9",-9.946371747269489e-06,-2.4850949936461416e-05,-1.4904578189191915e-05,-7.5693358653651005e-06
A_no_near,2,-2,148371,10,"0,1,2,3,4,5,6,7,8,9",-1.3059241867098488e-05,-1.3983382601068369e-05,-9.241407339698808e-07,-1.2786012999440916e-05
A_no_near,2,-1,148489,10,"0,1,2,3,4,5,6,7,8,9",4.2560301229675185e-06,-1.928008730266391e-06,-6.1840388532338995e-06,3.074818752647623e-06
A_no_near,2,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,1.0402411624328974e-05,6.655939712000832e-06,3.245674016292773e-06
A_no_near,2,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-3.636622964037086e-05,-1.5577070358549563e-05,-1.9959131357344113e-05
A_no_near,2,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,4.961787343788766e-05,9.351558743237388e-05,-5.81591482667565e-05
A_no_near,2,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-0.00016293200081850636,4.5545803880176386e-05,-0.00017768575223985392
A_no_near,2,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.0002961076347742238,0.0002726327925018744,-0.000540835977560727
A_no_near,2,5,6266,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0007356070200501278,-4.2224159482649506e-05,-0.0005745891129271078
A_no_near,2,6,3346,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,-0.00038505564509642477,-0.000610115920690992,0.0002483960960330037
A_no_near,2,7,1663,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0010505343549504053,0.0004613943249569403,-0.0013787147091947768
A_no_near,2,8,1108,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.004859702266180906,-0.0016333665332512453,-0.002197730588458998
A_no_near,2,9,754,5,"1,4,6,7,8",-0.006320425786383252,-0.004911152222140559,0.0014092735642426929,-0.0048391513081712505
A_no_near,2,10,383,4,"0,1,7,8",-0.0009865457077454234,-0.0007606068608281851,0.0002259388469172383,-0.0009174723397039371
A_no_near,2,11,180,2,"1,8",-0.0033427173630274946,-0.0027375014149355467,0.0006052159480919481,-0.0025491948233763947
A_no_near,2,12,121,2,"1,8",-0.0001788868699445803,-0.00021368638122944874,-3.479951128486841e-05,-6.645027763915707e-05
A_no_near,5,-21,60,1,9,0.00015640025164126808,9.687644871547717e-05,-5.952380292579093e-05,0.00014276924997830062
A_no_near,5,-17,300,3,"0,2,9",-8.235461533117224e-05,-8.275978043937156e-05,-4.051651081992793e-07,-8.564129330249769e-05
A_no_near,5,-16,383,4,"0,2,4,9",-2.3134048145015975e-05,-3.503275927848097e-05,-1.1898711133464995e-05,-9.757496332147721e-06
A_no_near,5,-15,780,5,"0,1,2,4,9",4.014801674869337e-05,0.00010278410911186596,6.26360923631725e-05,3.449587398620006e-05
A_no_near,5,-14,903,7,"0,1,2,4,5,6,9",0.00015117782760721521,0.00024125045632113863,9.007262871392347e-05,0.0001444636638568669
A_no_near,5,-13,2102,9,"0,1,2,4,5,6,7,8,9",-0.00027704410039250117,-0.0001916706772897598,8.537342310274129e-05,-0.00024947556363775326
A_no_near,5,-12,3149,9,"0,1,2,3,4,5,6,8,9",7.667480493633696e-05,0.00015610671271038367,7.943190777404668e-05,5.78765799656307e-05
A_no_near,5,-11,4303,10,"0,1,2,3,4,5,6,7,8,9",-0.00015466003868964436,-0.00026705655996697047,-0.00011239652127732624,-8.319939060500577e-05
A_no_near,5,-10,6799,10,"0,1,2,3,4,5,6,7,8,9",7.704252490139151e-06,-1.4327996191030952e-05,-2.2032248681170086e-05,-1.6050978511335344e-05
A_no_near,5,-9,10138,10,"0,1,2,3,4,5,6,7,8,9",6.685453593427841e-05,6.869943654863864e-05,1.8449006143602078e-06,7.090133154293234e-05
A_no_near,5,-8,14755,10,"0,1,2,3,4,5,6,7,8,9",3.6849124002282535e-05,2.41304762973236e-05,-1.2718647704959026e-05,1.1388802162835512e-05
A_no_near,5,-7,19199,10,"0,1,2,3,4,5,6,7,8,9",5.461094603518715e-05,3.597024058032962e-05,-1.8640705454857377e-05,4.0945046144132476e-05
A_no_near,5,-6,27999,10,"0,1,2,3,4,5,6,7,8,9",7.146556598607606e-05,5.9016209890526805e-05,-1.2449356095549456e-05,6.422571027057855e-05
A_no_near,5,-5,42928,10,"0,1,2,3,4,5,6,7,8,9",0.00017754341082322475,9.481785626609492e-05,-8.272555455713008e-05,0.0001305203063932927
A_no_near,5,-4,64889,10,"0,1,2,3,4,5,6,7,8,9",8.5826625119189e-05,5.796433282580265e-05,-2.7862292293386406e-05,5.886962318822759e-05
A_no_near,5,-3,103906,10,"0,1,2,3,4,5,6,7,8,9",-9.946371747269489e-06,-1.1685159485161925e-05,-1.738787737892376e-06,-5.5496436211793075e-06
A_no_near,5,-2,148371,10,"0,1,2,3,4,5,6,7,8,9",-1.3059241867098488e-05,-1.8139723996427497e-05,-5.080482129329014e-06,-1.1582248086224551e-05
A_no_near,5,-1,148489,10,"0,1,2,3,4,5,6,7,8,9",4.2560301229675185e-06,-5.388099195895333e-06,-9.644129318862855e-06,3.0472120965613144e-06
A_no_near,5,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,3.4855468846804734e-06,-2.609250276476637e-07,1.4935915539264882e-06
A_no_near,5,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-3.88079675808042e-05,-1.8018808298982972e-05,-1.9142675233735327e-05
A_no_near,5,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,1.3185192766369493e-05,5.708290676085566e-05,-7.19461817441039e-05
A_no_near,5,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-7.616063429334265e-05,0.00013231717040534008,-0.00014019328671212365
A_no_near,5,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.00025821091948696994,0.00031052950778912806,-0.00045645055255598047
A_no_near,5,5,6266,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0005213416074670472,0.0001720412531004311,-0.0003418196912762535
A_no_near,5,6,3346,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,-0.0002646914939790315,-0.0004897517695735983,0.00013964585882405986
A_no_near,5,7,1663,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0008298575622657239,0.0006820711176416218,-0.0009727530827768635
A_no_near,5,8,1108,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.001302916408451224,0.0019234193244784374,-0.0007052689522641197
A_no_near,5,9,754,5,"1,4,6,7,8",-0.006320425786383252,-0.002946378713737354,0.0033740470726458987,-0.0028809216384414367
A_no_near,5,10,383,4,"0,1,7,8",-0.0009865457077454234,-0.0006251129243095852,0.0003614327834358383,-0.0005794644025665413
A_no_near,5,11,180,2,"1,8",-0.0033427173630274946,-0.0009082127508362639,0.0024345046121912297,-0.00241413370591685
A_no_near,5,12,121,2,"1,8",-0.0001788868699445803,-5.905359961400304e-05,0.0001198332703305772,5.377621844625621e-05
A_no_near,10,-21,60,1,9,0.00015640025164126808,0.00010060312205008399,-5.579712959118411e-05,0.00013945608260002015
A_no_near,10,-17,300,3,"0,2,9",-8.235461533117224e-05,-0.00010462881960408134,-2.2274204272909078e-05,-8.239145661271422e-05
A_no_near,10,-16,383,4,"0,2,4,9",-2.3134048145015975e-05,-2.8006044744836524e-05,-4.871996599820543e-06,5.11244720237298e-06
A_no_near,10,-15,780,5,"0,1,2,4,9",4.014801674869337e-05,7.68809803117362e-05,3.6732963563042886e-05,3.400301813855155e-05
A_no_near,10,-14,903,7,"0,1,2,4,5,6,9",0.00015117782760721521,0.0002677062354231589,0.00011652840781594359,8.421765831429526e-05
A_no_near,10,-13,2102,9,"0,1,2,4,5,6,7,8,9",-0.00027704410039250117,-0.00019812711128183713,7.891698911066413e-05,-0.0002104371946041162
A_no_near,10,-12,3149,9,"0,1,2,3,4,5,6,8,9",7.667480493633696e-05,0.00016639132683495992,8.971652189862289e-05,3.8714965965139015e-05
A_no_near,10,-11,4303,10,"0,1,2,3,4,5,6,7,8,9",-0.00015466003868964436,-0.0001928323826479554,-3.817234395831111e-05,2.047527027415801e-06
A_no_near,10,-10,6799,10,"0,1,2,3,4,5,6,7,8,9",7.704252490139151e-06,-5.1093340032355436e-05,-5.8797592522494366e-05,-2.3313886989638183e-05
A_no_near,10,-9,10138,10,"0,1,2,3,4,5,6,7,8,9",6.685453593427841e-05,9.73028037914901e-05,3.0448267857211665e-05,6.667152176422861e-05
A_no_near,10,-8,14755,10,"0,1,2,3,4,5,6,7,8,9",3.6849124002282535e-05,8.418329753065732e-06,-2.8430794249216967e-05,-1.309674518809447e-05
A_no_near,10,-7,19199,10,"0,1,2,3,4,5,6,7,8,9",5.461094603518715e-05,6.038340366572766e-06,-4.857260566861422e-05,4.875076018883618e-05
A_no_near,10,-6,27999,10,"0,1,2,3,4,5,6,7,8,9",7.146556598607606e-05,5.392331240433073e-05,-1.7542253581745323e-05,5.3816021318785714e-05
A_no_near,10,-5,42928,10,"0,1,2,3,4,5,6,7,8,9",0.00017754341082322475,7.476932336785333e-05,-0.00010277408745537129,0.0001068085597304404
A_no_near,10,-4,64889,10,"0,1,2,3,4,5,6,7,8,9",8.5826625119189e-05,4.7615749376509885e-05,-3.821087574267918e-05,4.0574141417809315e-05
A_no_near,10,-3,103906,10,"0,1,2,3,4,5,6,7,8,9",-9.946371747269489e-06,-8.315086149835794e-06,1.6312855974336539e-06,-4.361874177128055e-06
A_no_near,10,-2,148371,10,"0,1,2,3,4,5,6,7,8,9",-1.3059241867098488e-05,-2.2690675022650275e-05,-9.63143315555173e-06,-5.799355634672456e-06
A_no_near,10,-1,148489,10,"0,1,2,3,4,5,6,7,8,9",4.2560301229675185e-06,-4.97466496728706e-06,-9.230695090254584e-06,2.42054826539707e-06
A_no_near,10,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,1.3303571570804945e-06,-2.4161147552476833e-06,3.319524488315002e-07
A_no_near,10,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-3.158129135862502e-05,-1.0792132076803746e-05,-1.4085825443196806e-05
A_no_near,10,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-1.765669073666711e-05,2.62410232578191e-05,-6.138241225935848e-05
A_no_near,10,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-4.7436438858322856e-05,0.00016104136584035983,-0.0001377916771330025
A_no_near,10,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.00020501024432798093,0.00036373018294811704,-0.0003477745789961996
A_no_near,10,5,6266,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.00032949050672438906,0.0003638923538430895,-0.00011537255628895138
A_no_near,10,6,3346,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,-0.00029286467962387404,-0.0005179249552184412,-6.703411682405304e-05
A_no_near,10,7,1663,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.0005001095073520572,0.0010118191725552888,-0.0005387411531084091
A_no_near,10,8,1108,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.0007265573135531118,0.0024997784193765494,-0.000502759317572306
A_no_near,10,9,754,5,"1,4,6,7,8",-0.006320425786383252,-0.0017674762433475186,0.004552949543035732,-0.001744953275780891
A_no_near,10,10,383,4,"0,1,7,8",-0.0009865457077454234,-0.0003320835897336326,0.0006544621180117911,-0.0002646653713398018
A_no_near,10,11,180,2,"1,8",-0.0033427173630274946,-0.0010108397121831674,0.0023318776508443276,-0.0021710142945365455
A_no_near,10,12,121,2,"1,8",-0.0001788868699445803,-0.00010512272827839075,7.376414166618953e-05,8.522534472518352e-05
A_no_near,20,-21,60,1,9,0.00015640025164126808,0.00012284062375454618,-3.3559627886721906e-05,0.0001291287831407336
A_no_near,20,-17,300,3,"0,2,9",-8.235461533117224e-05,-0.00010072518455615607,-1.837056922498381e-05,-7.541887690128635e-05
A_no_near,20,-16,383,4,"0,2,4,9",-2.3134048145015975e-05,-1.1761851000216975e-05,1.137219714479896e-05,1.3372244587619523e-05
A_no_near,20,-15,780,5,"0,1,2,4,9",4.014801674869337e-05,6.663705372569465e-05,2.648903697700138e-05,3.574268337594433e-05
A_no_near,20,-14,903,7,"0,1,2,4,5,6,9",0.00015117782760721521,0.00011945428666552492,-3.1723540941690476e-05,-1.4370905732233878e-05
A_no_near,20,-13,2102,9,"0,1,2,4,5,6,7,8,9",-0.00027704410039250117,-0.00018704023642676987,9.000386396573129e-05,-0.00014491791788729785
A_no_near,20,-12,3149,9,"0,1,2,3,4,5,6,8,9",7.667480493633696e-05,0.00012576711327870027,4.909230834236343e-05,-3.334223112049232e-06
A_no_near,20,-11,4303,10,"0,1,2,3,4,5,6,7,8,9",-0.00015466003868964436,-9.655287720592042e-05,5.8107161483724e-05,6.76129208348237e-05
A_no_near,20,-10,6799,10,"0,1,2,3,4,5,6,7,8,9",7.704252490139151e-06,-5.1162971987846745e-05,-5.886722447798587e-05,-1.7912498092223287e-05
A_no_near,20,-9,10138,10,"0,1,2,3,4,5,6,7,8,9",6.685453593427841e-05,7.524884746461087e-05,8.394311530332435e-06,5.528081248326076e-05
A_no_near,20,-8,14755,10,"0,1,2,3,4,5,6,7,8,9",3.6849124002282535e-05,1.3386435958259046e-06,-3.5510480406456576e-05,-2.850389613931748e-05
A_no_near,20,-7,19199,10,"0,1,2,3,4,5,6,7,8,9",5.461094603518715e-05,-1.5809312680474982e-07,-5.476903916199193e-05,4.514252922134049e-05
A_no_near,20,-6,27999,10,"0,1,2,3,4,5,6,7,8,9",7.146556598607606e-05,4.0763172642675284e-05,-3.0702393343400716e-05,3.2382470453820556e-05
A_no_near,20,-5,42928,10,"0,1,2,3,4,5,6,7,8,9",0.00017754341082322475,5.058956694020701e-05,-0.0001269538438830174,8.330225488363076e-05
A_no_near,20,-4,64889,10,"0,1,2,3,4,5,6,7,8,9",8.5826625119189e-05,2.6971214817049826e-05,-5.885541030213911e-05,1.8423773777172368e-05
A_no_near,20,-3,103906,10,"0,1,2,3,4,5,6,7,8,9",-9.946371747269489e-06,-7.30386695026075e-06,2.642504797008825e-06,1.950983922229596e-06
A_no_near,20,-2,148371,10,"0,1,2,3,4,5,6,7,8,9",-1.3059241867098488e-05,-1.6838054022471647e-05,-3.7788121553731984e-06,3.816393443302588e-06
A_no_near,20,-1,148489,10,"0,1,2,3,4,5,6,7,8,9",4.2560301229675185e-06,-5.708477452044323e-06,-9.964507575011831e-06,1.6768659938195067e-06
A_no_near,20,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,1.8545437203290579e-06,-1.891928191999117e-06,-3.288500034324089e-06
A_no_near,20,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-2.5817787469517203e-05,-5.0286281876958565e-06,-1.1506118373269677e-06
A_no_near,20,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-9.090866312608675e-06,3.4806847681877523e-05,-4.480487457727192e-05
A_no_near,20,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-2.9462382555840986e-05,0.0001790154221428417,-0.00010537674013899106
A_no_near,20,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-0.00013635005442302789,0.00043239037285307,-0.0002521667949222143
A_no_near,20,5,6266,10,"0,1,2,3,4,5,6,7,8,9",-0.0006933828605674783,-0.0001917204601218495,0.0005016624004456286,-1.882324732090967e-05
A_no_near,20,6,3346,10,"0,1,2,3,4,5,6,7,8,9",0.00022506027559456723,-0.00018124257310051238,-0.0004063028486950795,1.7154376844866292e-05
A_no_near,20,7,1663,10,"0,1,2,3,4,5,6,7,8,9",-0.0015119286799073458,-0.00020673219568749006,0.0013051964842198558,-0.0004054319722265517
A_no_near,20,8,1108,10,"0,1,2,3,4,5,6,7,8,9",-0.003226335732929661,-0.0005663811009308072,0.002659954631998854,-0.00015638925672771593
A_no_near,20,9,754,5,"1,4,6,7,8",-0.006320425786383252,-0.0011397631256640842,0.005180662660719168,-0.0002607890837486697
A_no_near,20,10,383,4,"0,1,7,8",-0.0009865457077454234,-0.0001850117656110636,0.0008015339421343595,-0.00012160356190197029
A_no_near,20,11,180,2,"1,8",-0.0033427173630274946,-0.0004975786197722447,0.0028451387432552495,-0.0019779268053145504
A_no_near,20,12,121,2,"1,8",-0.0001788868699445803,-8.294642467163418e-05,9.594044527294629e-05,0.00011604611830946356
A_no_near,40,-21,60,1,9,0.00015640025164126808,0.00014224463881603206,-1.4155612825235867e-05,0.00010397280233218477
A_no_near,40,-17,300,3,"0,2,9",-8.235461533117224e-05,-8.783262850906681e-05,-5.478013177894591e-06,-7.543853606051301e-05
A_no_near,40,-16,383,4,"0,2,4,9",-2.3134048145015975e-05,1.3154729820702193e-05,3.628877796571821e-05,9.598558113355878e-06
A_no_near,40,-15,780,5,"0,1,2,4,9",4.014801674869337e-05,2.66557998142778e-05,-1.3492216934415485e-05,7.205902573956524e-06
A_no_near,40,-14,903,7,"0,1,2,4,5,6,9",0.00015117782760721521,5.772000745891031e-05,-9.34578201483048e-05,2.214076947279796e-05
A_no_near,40,-13,2102,9,"0,1,2,4,5,6,7,8,9",-0.00027704410039250117,-0.00011637927454156149,0.00016066482585093972,-7.687174109030385e-05
A_no_near,40,-12,3149,9,"0,1,2,3,4,5,6,8,9",7.667480493633696e-05,5.97314345091825e-05,-1.694337042715447e-05,-4.236964369717369e-05
A_no_near,40,-11,4303,10,"0,1,2,3,4,5,6,7,8,9",-0.00015466003868964436,-3.4587667071664495e-06,0.00015120127198247732,0.00010206765135995291
A_no_near,40,-10,6799,10,"0,1,2,3,4,5,6,7,8,9",7.704252490139151e-06,-2.5037055082740114e-05,-3.274130757287936e-05,-1.2276464154934769e-05
A_no_near,40,-9,10138,10,"0,1,2,3,4,5,6,7,8,9",6.685453593427841e-05,5.5627931006567956e-05,-1.122660492771049e-05,3.675598635130755e-05
A_no_near,40,-8,14755,10,"0,1,2,3,4,5,6,7,8,9",3.6849124002282535e-05,-1.0653397235649544e-05,-4.7502521237932e-05,-2.5425727357385945e-05
A_no_near,40,-7,19199,10,"0,1,2,3,4,5,6,7,8,9",5.461094603518715e-05,-1.2806345745824832e-05,-6.741729178101217e-05,3.616950619841568e-05
A_no_near,40,-6,27999,10,"0,1,2,3,4,5,6,7,8,9",7.146556598607606e-05,2.8459837884977566e-05,-4.3005728101098604e-05,1.7501081005115268e-05
A_no_near,40,-5,42928,10,"0,1,2,3,4,5,6,7,8,9",0.00017754341082322475,3.398301332027108e-05,-0.00014356039750295323,6.240629144291262e-05
A_no_near,40,-4,64889,10,"0,1,2,3,4,5,6,7,8,9",8.5826625119189e-05,1.012721194784186e-05,-7.569941317134719e-05,1.6099031783439846e-05
A_no_near,40,-3,103906,10,"0,1,2,3,4,5,6,7,8,9",-9.946371747269489e-06,-4.403525368915303e-06,5.542846378354216e-06,9.170798903397135e-06
A_no_near,40,-2,148371,10,"0,1,2,3,4,5,6,7,8,9",-1.3059241867098488e-05,-8.327561579484379e-06,4.731680287614083e-06,7.346829061517599e-06
A_no_near,40,-1,148489,10,"0,1,2,3,4,5,6,7,8,9",4.2560301229675185e-06,-4.5602326491513175e-06,-8.816262772118799e-06,-1.6140239397905627e-07
A_no_near,40,0,120306,10,"0,1,2,3,4,5,6,7,8,9",3.746471912328134e-06,-3.0150979292155595e-06,-6.7615698415436875e-06,-3.0284532009006094e-06
A_no_near,40,1,80027,10,"0,1,2,3,4,5,6,7,8,9",-2.0789159281821287e-05,-9.271157984866959e-06,1.1518001296954354e-05,4.514031828787001e-06
A_no_near,40,2,39741,10,"0,1,2,3,4,5,6,7,8,9",-4.3897713994486205e-05,-1.8771828029591017e-05,2.512588596489515e-05,-1.41326667075536e-05
A_no_near,40,3,18550,10,"0,1,2,3,4,5,6,7,8,9",-0.00020847780469868273,-4.262985547903152e-05,0.00016584794921965137,-7.411966693742578e-05
A_no_near,40,4,12311,10,"0,1,2,3,4,5,6,7,8,9",-0.0005687404272760982,-6.0181100428352956e-05,0.0005085593268477453,-0.000167521807428666
