population,k,band,band_left,band_right,band_center,n_pair,n_seed,seed_ids,guard_main,guard_descriptive,F,D,H,F_path
U,1,-28,-2.8,-2.7,-2.75,300,3,"4,5,8",False,False,0.0,0.0,0.0,0.0
U,1,-27,-2.7,-2.6,-2.65,1020,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,1,-26,-2.6,-2.5,-2.55,1260,7,"0,1,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,1,-25,-2.5,-2.4,-2.45,2040,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,1,-24,-2.4,-2.3,-2.35,4320,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.6682995476742995e-06,-2.516804018933764e-06,-6.185103566608063e-06,3.6682995476742995e-06
U,1,-23,-2.3,-2.2,-2.25,5700,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.1013566241536965e-07,-1.3492365070888467e-06,-1.139100844673477e-06,-2.1013566241536965e-07
U,1,-22,-2.2,-2.1,-2.15,10320,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.9292718484915287e-08,-2.0216053897570418e-08,9.076664587344871e-09,-2.9292718484915287e-08
U,1,-21,-2.1,-2.0,-2.05,18202,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.506789469822827e-07,1.0671211035817303e-06,4.1644215659944763e-07,6.506789469822827e-07
U,1,-20,-2.0,-1.9,-1.95,25118,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.177549937024701e-07,8.763691015625651e-07,1.7941240952650349e-06,-9.177549937024701e-07
U,1,-19,-1.9,-1.8,-1.85,32923,10,"0,1,2,3,4,5,6,7,8,9",True,True,-6.032070228593411e-08,1.0990162847547955e-06,1.1593369870407299e-06,-6.032070228593411e-08
U,1,-18,-1.8,-1.7,-1.75,45165,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.8472728267212934e-06,-1.3858732337992882e-06,4.6139959292200557e-07,-1.8472728267212934e-06
U,1,-17,-1.7,-1.6,-1.65,63486,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.5240630716650144e-07,-9.443077387037385e-07,-6.919014315372371e-07,-2.5240630716650144e-07
U,1,-16,-1.6,-1.5,-1.55,85377,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.930180803088696e-07,6.091788431926185e-07,3.1616076288374865e-07,2.930180803088696e-07
U,1,-15,-1.5,-1.4,-1.45,125580,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4424769128903053e-06,-4.7639966802853894e-07,-2.9188765809188447e-06,2.4424769128903053e-06
U,1,-14,-1.4,-1.3,-1.35,170259,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.3091492161516585e-06,3.450943129098588e-06,-8.582060870530691e-07,4.3091492161516585e-06
U,1,-13,-1.3,-1.2,-1.25,216717,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.1638057849588712e-06,-1.31733777667078e-06,-1.53531991711909e-07,-1.1638057849588712e-06
U,1,-12,-1.2,-1.1,-1.15,272611,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1539105002788554e-06,1.8463361166213564e-06,6.924256163425008e-07,1.1539105002788554e-06
U,1,-11,-1.1,-1.0,-1.05,349244,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.6520222606353944e-06,-3.3424734614254614e-07,1.317774914492848e-06,-1.6520222606353944e-06
U,1,-10,-1.0,-0.9,-0.95,425547,10,"0,1,2,3,4,5,6,7,8,9",True,True,9.490773774931975e-07,9.689487507192002e-07,1.9871373226002488e-08,9.490773774931975e-07
U,1,-9,-0.9,-0.8,-0.85,468600,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4427167862501407e-06,3.0829328851678505e-06,6.40216098917711e-07,2.4427167862501407e-06
U,1,-8,-0.8,-0.7,-0.75,534557,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.207131547182057e-06,2.8266133222229306e-06,6.19481775040873e-07,2.207131547182057e-06
U,1,-7,-0.7,-0.6,-0.65,566600,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.568398059615304e-06,4.085830771716233e-06,5.174327121009282e-07,3.568398059615304e-06
U,1,-6,-0.6,-0.5,-0.55,555220,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.607957456498189e-06,6.603578398489832e-06,1.9956209419916435e-06,4.607957456498189e-06
U,1,-5,-0.5,-0.4,-0.45,517252,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.420230864007414e-05,1.0865362640740923e-05,-3.3369459993332146e-06,1.420230864007414e-05
U,1,-4,-0.4,-0.3,-0.35,437954,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1542410501766306e-05,1.2519483420256635e-05,9.770729184903264e-07,1.1542410501766306e-05
U,1,-3,-0.3,-0.2,-0.25,336222,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.015811841341135e-08,-7.01424335158947e-06,-6.924085233176053e-06,-9.015811841341135e-08
U,1,-2,-0.2,-0.1,-0.15,225643,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.144355475929904e-06,-9.390293733573834e-06,-2.459382576439329e-07,-9.144355475929904e-06
U,1,-1,-0.1,0.0,-0.05,157767,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.051685526231393e-06,4.072026966574246e-06,2.0341440342846768e-08,4.051685526231393e-06
U,1,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.476026489280518e-05,1.1013792980477051e-05,3.746471912328134e-06
U,1,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-4.337015711821368e-05,-2.2551260810491163e-05,-2.0818896307722517e-05
U,1,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,5.911630489275567e-05,0.00010301401888724191,-4.3897713994486205e-05
U,1,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-0.00019867700838251153,9.800796316171179e-06,-0.00020847780469868273
U,1,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00026160861510154937,0.00030713181217454874,-0.0005687404272760982
U,1,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0008153634568991289,-0.00012198059633165086,-0.0006933828605674783
U,1,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.0007020435635622607,-0.0009271038391568282,0.00022506027559456723
U,1,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0011699944948812908,0.00034193418502605487,-0.0015119286799073458
U,1,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.005651933781453515,-0.0024255980485238544,-0.003226335732929661
U,1,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.0067420211602672465,-0.0004215953738839936,-0.006320425786383252
U,1,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0005065556964971989,0.0004799900112482244,-0.0009865457077454234
U,1,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.004206973125522672,-0.0008642557624951781,-0.0033427173630274946
U,1,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-0.0004088187605933652,-0.00022993189064878487,-0.0001788868699445803
U,2,-29,-2.9,-2.8,-2.85,180,3,"2,5,9",False,False,0.0,0.0,0.0,0.0
U,2,-28,-2.8,-2.7,-2.75,300,3,"4,5,8",False,False,0.0,0.0,0.0,0.0
U,2,-27,-2.7,-2.6,-2.65,1020,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,2,-26,-2.6,-2.5,-2.55,1260,7,"0,1,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,2,-25,-2.5,-2.4,-2.45,2040,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,2,-24,-2.4,-2.3,-2.35,4320,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.6682995476742995e-06,-2.516804018933764e-06,-6.185103566608063e-06,3.585178860551726e-06
U,2,-23,-2.3,-2.2,-2.25,5700,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.1013566241536965e-07,-1.3492365070888467e-06,-1.139100844673477e-06,-2.0513262796839624e-07
U,2,-22,-2.2,-2.1,-2.15,10320,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.9292718484915287e-08,-2.0216053897570418e-08,9.076664587344871e-09,-2.8902321500052292e-08
U,2,-21,-2.1,-2.0,-2.05,18202,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.506789469822827e-07,1.0671211035817303e-06,4.1644215659944763e-07,7.277021019367427e-07
U,2,-20,-2.0,-1.9,-1.95,25118,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.177549937024701e-07,8.763691015625651e-07,1.7941240952650349e-06,-9.820029187117828e-07
U,2,-19,-1.9,-1.8,-1.85,32923,10,"0,1,2,3,4,5,6,7,8,9",True,True,-6.032070228593411e-08,1.0990162847547955e-06,1.1593369870407299e-06,-1.0017113201360678e-07
U,2,-18,-1.8,-1.7,-1.75,45165,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.8472728267212934e-06,-1.3858732337992882e-06,4.6139959292200557e-07,-1.8510522657490574e-06
U,2,-17,-1.7,-1.6,-1.65,63486,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.5240630716650144e-07,-9.443077387037385e-07,-6.919014315372371e-07,-2.2199004289337336e-07
U,2,-16,-1.6,-1.5,-1.55,85377,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.930180803088696e-07,6.106089356679766e-07,3.175908553591068e-07,3.006963324362302e-07
U,2,-15,-1.5,-1.4,-1.45,125580,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4424769128903053e-06,-6.017220091574998e-07,-3.0441989220478054e-06,2.4531953577352357e-06
U,2,-14,-1.4,-1.3,-1.35,170259,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.3091492161516585e-06,3.7691403728654123e-06,-5.400088432862454e-07,4.086411418373499e-06
U,2,-13,-1.3,-1.2,-1.25,216717,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.1638057849588712e-06,-1.440415039954303e-06,-2.766092549954319e-07,-1.1457998623146685e-06
U,2,-12,-1.2,-1.1,-1.15,272611,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1539105002788554e-06,1.8993930872866215e-06,7.454825870077664e-07,1.114769820246497e-06
U,2,-11,-1.1,-1.0,-1.05,349244,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.6520222606353944e-06,-2.697855100292163e-07,1.3822367506061776e-06,-1.5497932784526723e-06
U,2,-10,-1.0,-0.9,-0.95,425547,10,"0,1,2,3,4,5,6,7,8,9",True,True,9.490773774931975e-07,1.0698628379563852e-06,1.2078546046318748e-07,8.300857071740479e-07
U,2,-9,-0.9,-0.8,-0.85,468600,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4427167862501407e-06,2.7726882557837206e-06,3.2997146953358096e-07,2.348313112882741e-06
U,2,-8,-0.8,-0.7,-0.75,534557,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.207131547182057e-06,3.086435012119176e-06,8.793034649371177e-07,1.9911503983862554e-06
U,2,-7,-0.7,-0.6,-0.65,566600,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.568398059615304e-06,3.681172110387798e-06,1.1277405077249407e-07,3.319383917296512e-06
U,2,-6,-0.6,-0.5,-0.55,555220,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.607957456498189e-06,5.340365934352668e-06,7.324084778544787e-07,4.32854141828841e-06
U,2,-5,-0.5,-0.4,-0.45,517252,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.420230864007414e-05,1.0588351685429431e-05,-3.613956954644706e-06,1.3070288456443829e-05
U,2,-4,-0.4,-0.3,-0.35,437954,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1542410501766306e-05,1.154346769312116e-05,1.0571913548554232e-09,1.0363229097805545e-05
U,2,-3,-0.3,-0.2,-0.25,336222,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.015811841341135e-08,-4.885672818274178e-06,-4.7955146998607635e-06,3.245349629896243e-07
U,2,-2,-0.2,-0.1,-0.15,225643,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.144355475929904e-06,-9.644565897207633e-06,-5.0021042127773e-07,-8.84230482926964e-06
U,2,-1,-0.1,0.0,-0.05,157767,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.051685526231393e-06,-1.7276028846767586e-06,-5.779288410908143e-06,2.948386034205927e-06
U,2,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.0402411624328974e-05,6.655939712000832e-06,3.245674016292773e-06
U,2,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-3.6379263233007107e-05,-1.556036692528459e-05,-1.9987625464670437e-05
U,2,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,4.961787343788766e-05,9.351558743237388e-05,-5.81591482667565e-05
U,2,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-0.00016293200081850636,4.5545803880176386e-05,-0.00017768575223985392
U,2,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.0002961076347742238,0.0002726327925018744,-0.000540835977560727
U,2,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0007356070200501278,-4.2224159482649506e-05,-0.0005745891129271078
U,2,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.00038505564509642477,-0.000610115920690992,0.0002483960960330037
U,2,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0010505343549504053,0.0004613943249569403,-0.0013787147091947768
U,2,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.004859702266180906,-0.0016333665332512453,-0.002197730588458998
U,2,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.004911152222140559,0.0014092735642426929,-0.0048391513081712505
U,2,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0007606068608281851,0.0002259388469172383,-0.0009174723397039371
U,2,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0027375014149355467,0.0006052159480919481,-0.0025491948233763947
U,2,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-0.00021368638122944874,-3.479951128486841e-05,-6.645027763915707e-05
U,5,-29,-2.9,-2.8,-2.85,180,3,"2,5,9",False,False,0.0,0.0,0.0,0.0
U,5,-28,-2.8,-2.7,-2.75,300,3,"4,5,8",False,False,0.0,0.0,0.0,0.0
U,5,-27,-2.7,-2.6,-2.65,1020,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,5,-26,-2.6,-2.5,-2.55,1260,7,"0,1,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,5,-25,-2.5,-2.4,-2.45,2040,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,5,-24,-2.4,-2.3,-2.35,4320,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.6682995476742995e-06,-2.516804018933765e-06,-6.1851035666080645e-06,3.4388252584297633e-06
U,5,-23,-2.3,-2.2,-2.25,5700,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.1013566241536965e-07,-1.208765803397682e-06,-9.986301409823123e-07,-1.6130034020989125e-07
U,5,-22,-2.2,-2.1,-2.15,10320,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.9292718484915287e-08,-2.0216053897570418e-08,9.076664587344871e-09,-2.7760663341622504e-08
U,5,-21,-2.1,-2.0,-2.05,18202,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.506789469822827e-07,9.703851092248518e-07,3.197061622425682e-07,9.520227544055906e-07
U,5,-20,-2.0,-1.9,-1.95,25118,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.177549937024701e-07,9.480137444814397e-07,1.8657687381839108e-06,-1.1598721845049602e-06
U,5,-19,-1.9,-1.8,-1.85,32923,10,"0,1,2,3,4,5,6,7,8,9",True,True,-6.032070228593411e-08,1.099016284754795e-06,1.1593369870407297e-06,-2.946845724381557e-07
U,5,-18,-1.8,-1.7,-1.75,45165,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.8472728267212934e-06,-1.4470476090864313e-06,4.002252176348627e-07,-1.7703159562796107e-06
U,5,-17,-1.7,-1.6,-1.65,63486,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.5240630716650144e-07,-8.428462396383137e-07,-5.904399324718122e-07,-1.7917126944386062e-07
U,5,-16,-1.6,-1.5,-1.55,85377,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.930180803088696e-07,7.031872266252862e-07,4.101691463164169e-07,2.8928463924097627e-07
U,5,-15,-1.5,-1.4,-1.45,125580,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4424769128903053e-06,-3.5771839009266026e-07,-2.8001953029829665e-06,2.4590350842951722e-06
U,5,-14,-1.4,-1.3,-1.35,170259,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.3091492161516585e-06,4.167114860274591e-06,-1.4203435587706506e-07,3.3241932521298078e-06
U,5,-13,-1.3,-1.2,-1.25,216717,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.1638057849588712e-06,-1.4615481411152966e-06,-2.9774235615642765e-07,-1.0146436236604421e-06
U,5,-12,-1.2,-1.1,-1.15,272611,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1539105002788554e-06,1.871005598228381e-06,7.170950979495251e-07,9.989761674081298e-07
U,5,-11,-1.1,-1.0,-1.05,349244,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.6520222606353944e-06,-2.3814777842241688e-07,1.4138744822129747e-06,-1.2875193427680027e-06
U,5,-10,-1.0,-0.9,-0.95,425547,10,"0,1,2,3,4,5,6,7,8,9",True,True,9.490773774931975e-07,8.445176636491596e-07,-1.045597138440415e-07,5.000807206017949e-07
U,5,-9,-0.9,-0.8,-0.85,468600,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4427167862501407e-06,2.8240675705939557e-06,3.813507843438148e-07,2.2332881474289148e-06
U,5,-8,-0.8,-0.7,-0.75,534557,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.207131547182057e-06,2.8011584237469315e-06,5.940268765648704e-07,1.2533838487840683e-06
U,5,-7,-0.7,-0.6,-0.65,566600,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.568398059615304e-06,2.7565207744481075e-06,-8.118772851671853e-07,2.9447600337464803e-06
U,5,-6,-0.6,-0.5,-0.55,555220,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.607957456498189e-06,4.175948170972904e-06,-4.320092855252856e-07,4.101865650926407e-06
U,5,-5,-0.5,-0.4,-0.45,517252,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.420230864007414e-05,8.518125304373742e-06,-5.684183335700411e-06,1.06536540689447e-05
U,5,-4,-0.4,-0.3,-0.35,437954,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1542410501766306e-05,8.632215856632463e-06,-2.9101946451338507e-06,7.893754037839924e-06
U,5,-3,-0.3,-0.2,-0.25,336222,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.015811841341135e-08,-1.2813656656042705e-06,-1.1912075471908463e-06,3.5345658405122224e-07
U,5,-2,-0.2,-0.1,-0.15,225643,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.144355475929904e-06,-1.1757847739282147e-05,-2.6134922633522395e-06,-7.877076492471971e-06
U,5,-1,-0.1,0.0,-0.05,157767,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.051685526231393e-06,-4.944213358097612e-06,-8.995898884329007e-06,2.899658316502564e-06
U,5,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,3.4855468846804734e-06,-2.609250276476637e-07,1.4935915539264882e-06
U,5,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-3.881524252498251e-05,-1.7996346217260053e-05,-1.9165373457941076e-05
U,5,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,1.3185192766369493e-05,5.708290676085566e-05,-7.19461817441039e-05
U,5,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-7.616063429334265e-05,0.00013231717040534008,-0.00014019328671212365
U,5,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00025821091948696994,0.00031052950778912806,-0.00045645055255598047
U,5,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0005213416074670472,0.0001720412531004311,-0.0003418196912762535
U,5,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.0002646914939790315,-0.0004897517695735983,0.00013964585882405986
U,5,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0008298575622657239,0.0006820711176416218,-0.0009727530827768635
U,5,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.001302916408451224,0.0019234193244784374,-0.0007052689522641197
U,5,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.002946378713737354,0.0033740470726458987,-0.0028809216384414367
U,5,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0006251129243095852,0.0003614327834358383,-0.0005794644025665413
U,5,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0009082127508362639,0.0024345046121912297,-0.00241413370591685
U,5,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-5.905359961400304e-05,0.0001198332703305772,5.377621844625621e-05
U,10,-29,-2.9,-2.8,-2.85,180,3,"2,5,9",False,False,0.0,0.0,0.0,0.0
U,10,-28,-2.8,-2.7,-2.75,300,3,"4,5,8",False,False,0.0,0.0,0.0,0.0
U,10,-27,-2.7,-2.6,-2.65,1020,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,10,-26,-2.6,-2.5,-2.55,1260,7,"0,1,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,10,-25,-2.5,-2.4,-2.45,2040,6,"0,2,4,5,8,9",False,True,0.0,0.0,0.0,0.0
U,10,-24,-2.4,-2.3,-2.35,4320,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.6682995476742995e-06,-2.5168040189337646e-06,-6.1851035666080594e-06,3.1568435743186765e-06
U,10,-23,-2.3,-2.2,-2.25,5700,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.1013566241536965e-07,-9.278243960153534e-07,-7.17688733599984e-07,-1.3834677433679747e-07
U,10,-22,-2.2,-2.1,-2.15,10320,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.9292718484915287e-08,-2.0216053897570418e-08,9.076664587344871e-09,-2.5971788005563204e-08
U,10,-21,-2.1,-2.0,-2.05,18202,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.506789469822827e-07,9.517733290445967e-07,3.0109438206231316e-07,1.2809766597932635e-06
U,10,-20,-2.0,-1.9,-1.95,25118,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.177549937024701e-07,8.120425492409985e-07,1.729797542943469e-06,-1.3594165640426166e-06
U,10,-19,-1.9,-1.8,-1.85,32923,10,"0,1,2,3,4,5,6,7,8,9",True,True,-6.032070228593411e-08,8.29370047100472e-07,8.896907493864066e-07,-5.755982105083447e-07
U,10,-18,-1.8,-1.7,-1.75,45165,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.8472728267212934e-06,-1.4596069021871663e-06,3.8766592453412914e-07,-1.5768938728407423e-06
U,10,-17,-1.7,-1.6,-1.65,63486,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.5240630716650144e-07,-6.968218657345416e-07,-4.4441555856804056e-07,-2.145291166243135e-07
U,10,-16,-1.6,-1.5,-1.55,85377,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.930180803088696e-07,8.533743453415265e-07,5.603562650326574e-07,1.7586221186215298e-07
U,10,-15,-1.5,-1.4,-1.45,125580,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4424769128903053e-06,1.0284892672709376e-08,-2.4321920202175897e-06,2.381538040523807e-06
U,10,-14,-1.4,-1.3,-1.35,170259,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.3091492161516585e-06,3.4153448455672034e-06,-8.93804370584455e-07,2.05918131369203e-06
U,10,-13,-1.3,-1.2,-1.25,216717,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.1638057849588712e-06,-1.4350050323828467e-06,-2.7119924742396875e-07,-5.791963854800216e-07
U,10,-12,-1.2,-1.1,-1.15,272611,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1539105002788554e-06,2.052065336925741e-06,8.98154836646886e-07,8.081451427518731e-07
U,10,-11,-1.1,-1.0,-1.05,349244,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.6520222606353944e-06,2.477220779654723e-07,1.8997443386008628e-06,-8.665365907644496e-07
U,10,-10,-1.0,-0.9,-0.95,425547,10,"0,1,2,3,4,5,6,7,8,9",True,True,9.490773774931975e-07,3.161973720960813e-07,-6.328800053971152e-07,2.703265940305328e-07
U,10,-9,-0.9,-0.8,-0.85,468600,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.4427167862501407e-06,2.8527313374559014e-06,4.100145512057618e-07,1.9103440096237348e-06
U,10,-8,-0.8,-0.7,-0.75,534557,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.207131547182057e-06,2.1708236306253754e-06,-3.6307916556687764e-08,3.218275384148893e-07
U,10,-7,-0.7,-0.6,-0.65,566600,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.568398059615304e-06,1.7593567614725366e-06,-1.809041298142773e-06,3.022394988393101e-06
U,10,-6,-0.6,-0.5,-0.55,555220,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.607957456498189e-06,3.9014890667924796e-06,-7.064683897057166e-07,3.5532366684005917e-06
U,10,-5,-0.5,-0.4,-0.45,517252,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.420230864007414e-05,6.933055049063993e-06,-7.269253591010135e-06,8.799562185478805e-06
U,10,-4,-0.4,-0.3,-0.35,437954,10,"0,1,2,3,4,5,6,7,8,9",True,True,1.1542410501766306e-05,7.124259764322486e-06,-4.418150737443814e-06,5.348575481997347e-06
U,10,-3,-0.3,-0.2,-0.25,336222,10,"0,1,2,3,4,5,6,7,8,9",True,True,-9.015811841341135e-08,-7.031207046376604e-07,-6.129625862242538e-07,1.8617478270642385e-07
