arm,seed,is_control,source,median_s__all,median_M__all,median_B__all,median_denom__all,median_zbar__all,median_wmu__all,median_b_raw__all,median_s__p_hat_positive,median_M__p_hat_positive,median_B__p_hat_positive,median_denom__p_hat_positive,median_zbar__p_hat_positive,median_wmu__p_hat_positive,median_b_raw__p_hat_positive,median_M_plus_median_B__all,median_M_plus_median_B__p_hat_positive,n_records,n_na_M,n_na_B,alive_units_median,alive_records_used
R_1216,1,1,results/gate_dose_0830/logs,-3.2818480782210826,-2.8315414667129515,-0.49219515919685364,1.6277326822280884,-5.6296075820922855,-4.875119151676364,-0.7883595428080106,-0.6155297011137009,-0.42495834827423096,-0.1905713528394699,2.6195220947265625,-1.6123936176300049,-1.1131877826428536,-0.49920586938492306,-3.323736625909805,-0.6155297011137009,10,0,0,1.0,1
R_1216,2,1,results/gate_dose_0830/logs,-3.295701193809509,-2.8316038250923157,-0.42627252638339996,1.4858100533485412,-4.763034296035767,-4.1426117728196505,-0.648610821244489,nan,nan,nan,nan,nan,nan,nan,-3.2578763514757156,nan,10,0,0,0.0,0
R_1216,3,1,results/gate_dose_0830/logs,-3.316172135621309,-2.8293824434280395,-0.49790289998054504,1.5678226351737976,-4.998698806762695,-4.291074544127943,-0.6787583368177721,nan,nan,nan,nan,nan,nan,nan,-3.3272853434085845,nan,10,0,0,0.0,0
R_1216,4,1,results/gate_dose_0830/logs,-3.252881221473217,-2.778517413139343,-0.45064730048179624,1.6110594868659973,-5.2865633249282835,-4.472282739622902,-0.6572261787979781,-0.8091151834465563,-0.7066150814294815,-0.10274916598573328,2.08656929731369,-1.6913334937766193,-1.4654907963202106,-0.22143456903034572,-3.2291647136211394,-0.8093642474152147,10,0,0,2.5,5
R_1216,5,1,results/gate_dose_0830/logs,-3.0456309407949447,-2.529836082458496,-0.468754343688488,1.5929254293441772,-4.60532238483429,-3.859965040937463,-0.7036577421720285,-1.6854255944490433,-1.28396874666214,-0.3304569274187088,1.5814304947853088,-2.6915606260299683,-2.0141848402786735,-0.5959113338601671,-2.998590426146984,-1.6144256740808487,10,0,0,1.5,2
R_1216,6,1,results/gate_dose_0830/logs,-3.3022452116012575,-2.754578912258148,-0.5416374802589417,1.3328181266784669,-4.508345437049866,-3.791814939849272,-0.7811446851313963,nan,nan,nan,nan,nan,nan,nan,-3.2962163925170898,nan,10,0,0,2.0,0
R_1216,7,1,results/gate_dose_0830/logs,-3.2944094732403757,-2.854503130912781,-0.45651455521583556,1.5270154356956482,-5.119191074371338,-4.435110949520437,-0.6450626203052273,-1.4246555659919977,-1.4494332075119019,-0.21087661385536194,2.0773420333862305,-2.9594969749450684,-3.0109685265503003,-0.565407511104965,-3.3110176861286162,-1.6603098213672638,10,0,0,1.0,1
R_1216,8,1,results/gate_dose_0830/logs,-3.111622396111488,-2.6173144578933716,-0.48949067294597626,1.53186354637146,-4.738829278945923,-4.03899376224484,-0.7252820469710943,-0.27188459504395723,-0.1770495343953371,-0.2840716578066349,1.8162150382995605,-0.6138591961935163,-0.37250796568953426,-0.5121318225886973,-3.106805130839348,-0.461121192201972,10,0,0,2.0,4
R_1216,9,1,results/gate_dose_0830/logs,-3.2164771176874636,-2.6993837118148805,-0.5464000105857849,1.4577106833457947,-4.592251992225647,-3.778448146260928,-0.7193732058318734,nan,nan,nan,nan,nan,nan,nan,-3.2457837224006654,nan,10,0,0,1.0,0
LR_933,0,1,results/gate_dose_0830/logs,-2.046392685174942,-1.1992508530616761,-0.7315814703702926,1.6247845530509948,-3.0701557040214538,-1.7801917118932888,-1.1773666157053069,-1.5430157832801341,-0.8398780703544617,-0.6367531746625901,1.719809889793396,-2.5356141328811646,-1.388582011097866,-1.1252838193080585,-1.9308323234319689,-1.4766312450170518,10,0,0,49.0,10
LR_933,1,1,results/gate_dose_0830/logs,-2.3020124420523644,-1.3951216161251068,-0.8186948806047439,1.6646688818931579,-3.739300775527954,-2.2292589713145348,-1.421183803394322,-1.4752257362008094,-0.7423565000295639,-0.6412948340177536,1.8161617815494537,-2.561185097694397,-1.320665334161075,-1.1693345131445665,-2.2138164967298506,-1.3836513340473173,10,0,0,29.0,10
LR_933,2,1,results/gate_dose_0830/logs,-2.3004679277539255,-1.5132721781730651,-0.7614800274372101,1.4925246238708496,-3.258977246284485,-2.1376380345313244,-1.1513590511809064,-1.4697825040668249,-0.8935501098632812,-0.5441485717892647,1.6196534097194673,-2.3173157811164855,-1.5198361225856776,-0.9104100363262682,-2.2747522056102754,-1.4376986816525459,10,0,0,31.0,10
LR_933,3,1,results/gate_dose_0830/logs,-2.303466559946537,-1.4627728939056397,-0.7938778907060623,1.5274693250656128,-3.416129767894745,-2.17481298588538,-1.1618234321150616,-1.474784955382347,-0.8766809821128845,-0.6358213573694229,1.7192552506923675,-2.414268809556961,-1.444779905132944,-0.9790923857506616,-2.256650784611702,-1.5125023394823074,10,0,0,32.0,10
LR_933,4,1,results/gate_dose_0830/logs,-2.285323765873909,-1.4624165534973144,-0.8053685963153839,1.6243848264217378,-3.5723089218139648,-2.1608236853702585,-1.2740795903046067,-1.5353275075554849,-0.8037615060806275,-0.6389349550008774,1.68248330950737,-2.365522575378418,-1.2603122512372054,-1.045196978690699,-2.267785149812698,-1.4426964610815047,10,0,0,28.5,10
LR_933,5,1,results/gate_dose_0830/logs,-2.1088341526687144,-1.2261553168296815,-0.805095162987709,1.5625069081783294,-3.0315443754196165,-1.9000577196729327,-1.162291459408309,-1.5103618547320365,-0.7778849959373474,-0.6720223963260651,1.654336792230606,-2.4138365149497987,-1.2346497554638478,-0.9971268588793916,-2.0312504798173903,-1.4499073922634125,10,0,0,46.5,10
LR_933,6,1,results/gate_dose_0830/logs,-2.234347033500671,-1.326524132490158,-0.7909636825323105,1.5730408132076263,-3.242689609527588,-1.9412711291139373,-1.2512448693104372,-1.4843982227146626,-0.7666069209575653,-0.6118624329566955,1.6990348637104034,-2.264115798473358,-1.229019490575785,-1.0100879504710385,-2.1174878150224687,-1.378469353914261,10,0,0,37.5,10
LR_933,7,1,results/gate_dose_0830/logs,-2.2188850581645965,-1.3692387878894805,-0.7574668794870376,1.610278809070587,-3.476718080043793,-2.1731180175413605,-1.2206347516550486,-1.4709801569581031,-0.7999124169349671,-0.6085744440555573,1.7430287718772888,-2.4273194789886476,-1.3682648609635184,-1.0344378714741622,-2.126705667376518,-1.4084868609905243,10,0,0,35.0,10
LR_933,8,1,results/gate_dose_0830/logs,-2.293196341395378,-1.4118566036224365,-0.8734564930200577,1.6506124436855316,-3.505569815635681,-2.1378566703619803,-1.3470218628410549,-1.4781068256124854,-0.7915542274713516,-0.5908714935183526,1.810037100315094,-2.532961642742157,-1.4195032031836081,-1.0249945866593024,-2.2853130966424944,-1.3824257209897042,10,0,0,28.5,10
LR_933,9,1,results/gate_dose_0830/logs,-2.2728350341320036,-1.3773556053638458,-0.8451977431774139,1.6100733757019043,-3.491494190692902,-2.0458104627132188,-1.275798202138499,-1.4791370570659637,-0.8109413310885429,-0.5872175842523575,1.8114345252513886,-2.477152395248413,-1.373324741133893,-1.0408228514167503,-2.22255334854126,-1.3981589153409004,10,0,0,30.0,10
LR_1216,0,1,results/gate_dose_0830/logs,-2.1202322714962065,-1.7007258713245392,-0.3319237232208252,1.7775339961051941,-3.538385784626007,-2.8589981431498392,-0.5724556731132007,-1.5728595618158578,-1.2488714694976806,-0.26939579024910926,1.8894789278507234,-2.8040817022323608,-2.2325863265745474,-0.4723291061759272,-2.032649594545364,-1.5182672597467899,10,0,0,47.0,10
LR_1216,1,1,results/gate_dose_0830/logs,-2.2293035860639066,-1.8265415608882904,-0.32908261716365816,1.7918778300285338,-3.881097412109375,-3.140135467271216,-0.652641137637452,-1.4530528131872416,-1.1981457948684693,-0.21935859099030494,1.946510648727417,-2.6074733257293703,-2.1508349716491786,-0.38742775194649565,-2.1556241780519487,-1.4175043858587741,10,0,0,35.0,10
LR_1216,2,1,results/gate_dose_0830/logs,-2.2751259529963135,-1.9158427178859712,-0.3404679849743843,1.6992310523986816,-3.7648239493370057,-3.136459974181517,-0.6056371824268423,-1.4984131710603834,-1.291116088628769,-0.19249618873000146,1.8041568219661712,-2.5450332045555113,-2.223165358037994,-0.3227142565315443,-2.2563107028603553,-1.4836122773587703,10,0,0,29.0,10
LR_1216,3,1,results/gate_dose_0830/logs,-2.220858763158321,-1.8585808455944062,-0.3151336506009102,1.7261384546756744,-3.7091985940933228,-3.1147851774324264,-0.5501517194832639,-1.5408748619258403,-1.3122729122638703,-0.20311163142323493,1.8377142071723938,-2.7531681418418885,-2.2926592645992687,-0.3573721757596712,-2.1737144961953163,-1.5153845436871052,10,0,0,34.5,10
LR_1216,4,1,results/gate_dose_0830/logs,-2.2071415051352234,-1.8512979686260223,-0.2865744650363922,1.799647569656372,-3.8654531121253966,-3.2163856572251843,-0.5334786838910499,-1.51842993311584,-1.319555151462555,-0.16703664660453796,1.8647917807102203,-2.7717318296432496,-2.3726330983490387,-0.32694891844972596,-2.1378724336624146,-1.4865917980670929,10,0,0,37.5,10
LR_1216,5,1,results/gate_dose_0830/logs,-2.229409427382052,-1.8353430569171905,-0.3749572515487671,1.7285175383090974,-3.7126957297325136,-3.001484215821429,-0.6552642900861463,-1.5284737575799228,-1.1528275907039642,-0.288933140039444,1.8314015924930573,-2.638506031036377,-2.030032946072434,-0.5338657983680056,-2.2103003084659574,-1.4417607307434082,10,0,0,35.5,10
LR_1216,6,1,results/gate_dose_0830/logs,-2.1775030666962265,-1.7190611362457275,-0.3808168485760689,1.739760971069336,-3.6201979756355285,-2.9228557291265744,-0.6425483019619804,-1.5020964367315173,-1.1585574984550475,-0.3276351563632488,1.7670523524284363,-2.6171085357666017,-2.063083039695779,-0.5741889648398237,-2.0998779848217963,-1.4861926548182964,10,0,0,39.0,10
LR_1216,7,1,results/gate_dose_0830/logs,-2.164463202655315,-1.7848837673664093,-0.32383118718862536,1.8011406421661378,-3.6570196390151977,-3.1017781959479587,-0.6051670392556723,-1.5392330082133412,-1.2773969531059266,-0.2523907147347927,1.9689823806285858,-2.855802047252655,-2.3777290463085903,-0.48443442302633766,-2.1087149545550345,-1.5297876678407194,10,0,0,36.5,10
LR_1216,8,1,results/gate_dose_0830/logs,-2.20889599584043,-1.817341583967209,-0.3659549966454506,1.8118021488189697,-3.8599325299263,-3.1740981673433053,-0.700913203178765,-1.5096328917890787,-1.2655953407287597,-0.2233825795352459,1.8912364363670349,-2.796656060218811,-2.3243762744362506,-0.4419996601288979,-2.1832965806126596,-1.4889779202640057,10,0,0,36.0,10
LR_1216,9,1,results/gate_dose_0830/logs,-2.226065593957901,-1.8414564311504364,-0.33529449701309205,1.762637186050415,-3.767672431468964,-3.1198472892985776,-0.62084982243545,-1.5399561911821364,-1.2475285589694978,-0.24560756534337996,1.8903760671615601,-2.84263436794281,-2.2931807823779806,-0.45990705064618326,-2.1767509281635284,-1.4931361243128778,10,0,0,33.5,10
