arm,step,dtype,mode,t,metric,mean,lo,hi,sd,n
LR_a0p1_q0,200000,float64,switch,1,oldmean_W,-0.0006486891414150166,-0.004138643049041622,0.002841264766211589,0.004878619159887892,10
LR_a0p1_q0,200000,float64,switch,1,radial,4.8339854810833675e-05,-1.260591525534694e-05,0.00010928562487701429,8.51963118794297e-05,10
LR_a0p1_q0,200000,float64,switch,1,tangent,-0.0007332166998267354,-0.004384617891074711,0.0029181844914212404,0.0051043069001946734,10
LR_a0p1_q0,200000,float64,switch,1,self_pos,-0.006894038555984983,-0.010450074449660231,-0.003338002662309734,0.004970995406621649,10
LR_a0p1_q0,200000,float64,switch,1,self_neg,0.0009394724700544886,0.0006964616165368564,0.001182483323572121,0.00033970574896162063,10
LR_a0p1_q0,200000,float64,switch,1,rest_pos,0.006175676574736005,0.0014777898579410855,0.010873563291530924,0.006567192792275315,10
LR_a0p1_q0,200000,float64,switch,1,rest_neg,-0.0009059873338214096,-0.0013536701574669416,-0.0004583045101758775,0.0006258174344987601,10
LR_a0p1_q0,200000,float64,switch,1,pos,-0.0007183619812489777,-0.0038731420306529867,0.002436418068155031,0.004410078414107573,10
LR_a0p1_q0,200000,float64,switch,1,neg,3.3485136233078945e-05,-0.0005827117912306432,0.000649682063696801,0.0008613839082571059,10
LR_a0p1_q0,200000,float64,switch,1,down,-0.010147213928383811,-0.016424858468124595,-0.0038695693886430264,0.00877554195303766,10
LR_a0p1_q0,200000,float64,switch,1,up,0.009462337083367908,0.004690273650418359,0.014234400516317455,0.0066708846914315546,10
LR_a0p1_q0,200000,float64,switch,1,common_mu,-0.0008114605990622127,-0.004586048159762445,0.0029631269616380196,0.0052765095705318045,10
LR_a0p1_q0,200000,float64,switch,1,input_correlation,0.00012658375404631287,-0.00012065247075295846,0.0003738199788455842,0.00034561241072216615,10
LR_a0p1_q0,200000,float64,switch,1,centered_transport,-0.00043379697658923257,-0.0016939905626149622,0.000826396609436497,0.0017616291609232157,10
LR_a0p1_q0,200000,float64,switch,1,rowmean_transport,-0.000251079868426669,-0.0027378842214000314,0.0022357244845466933,0.0034763127778839687,10
LR_a0p1_q0,200000,float64,switch,1,E,0.0022314838016067027,0.0007906075187325192,0.003672360084480886,0.0020142061547851627,10
LR_a0p1_q0,200000,float64,switch,1,R,0.0018933595969875977,0.0008640714130857838,0.0029226477808894117,0.0014388456661436396,10
LR_a0p1_q0,200000,float64,switch,1,J,0.00010516986396471311,4.406847529964597e-06,0.00020593288039946162,0.00014085698424623946,10
LR_a0p1_q0,200000,float64,switch,1,W_round,-2.4267222888292582e-18,-5.6962136471148206e-18,8.427690694563045e-19,4.5704337666932906e-18,10
LR_a0p1_q0,200000,float64,switch,1,z_learning,-0.0007726243137123472,-0.004850566381216009,0.0033053177537913144,0.005700569930153006,10
LR_a0p1_q0,200000,float64,switch,1,input_jump,0.04935360881328721,0.01632690762178709,0.08238031000478732,0.046168144762209755,10
LR_a0p1_q0,200000,float64,switch,1,z_own_task_change,0.04858098449957487,0.018030633279360272,0.07913133571978946,0.04270644620220861,10
LR_a0p1_q0,200000,float64,control,1,W,1.3178071518894419e-05,-3.6591179083439486e-05,6.294732212122832e-05,6.957261499391304e-05,10
LR_a0p1_q0,200000,float64,control,1,bias,1.623645458075283e-06,-4.1203166441676846e-06,7.3676075603182505e-06,8.029505348031847e-06,10
LR_a0p1_q0,200000,float64,control,1,loss,0.0008641146476983327,9.521488607571816e-05,0.0016330144093209473,0.0010748477511086552,10
LR_a0p1_q0,200000,float64,control,1,cos_change,2.2339640258422374e-06,-6.182093736413457e-06,1.0650021788097932e-05,1.1764837512592379e-05,10
LR_a0p1_q0,200000,float64,control,1,length,2.550127606350961e-07,-3.146949041703295e-07,8.247204254405217e-07,7.963964002449823e-07,10
LR_a0p1_q0,200000,float64,control,1,direction,1.2923058758258069e-05,-3.7192048856240226e-05,6.303816637275637e-05,7.005608975913545e-05,10
LR_a0p1_q0,200000,float64,control,1,centered_norm_change,3.310155179123808e-06,-8.74063677669887e-06,1.5360947134946486e-05,1.68458455565911e-05,10
LR_a0p1_q0,200000,float64,control,1,fraction_units_down,0.515,0.46787926690225184,0.5621207330977481,0.06587024281789834,10
LR_a0p1_q0,200000,float64,control,1,oldmean_W,1.4043061935022831e-05,-3.851946979331466e-05,6.660559366336032e-05,7.347735275864238e-05,10
LR_a0p1_q0,200000,float64,control,1,radial,2.5135378438596994e-07,-3.1689568847466267e-07,8.196032572466025e-07,7.943579884639226e-07,10
LR_a0p1_q0,200000,float64,control,1,tangent,1.2926717734508446e-05,-3.7190016561079624e-05,6.304345203009651e-05,7.005836370250022e-05,10
LR_a0p1_q0,200000,float64,control,1,self_pos,-0.005773762155784098,-0.008209332114102984,-0.003338192197465212,0.003404692032733048,10
LR_a0p1_q0,200000,float64,control,1,self_neg,0.0009220343980987483,0.0006905217695022722,0.0011535470266952244,0.0003236323388565567,10
LR_a0p1_q0,200000,float64,control,1,rest_pos,0.005786972804819731,0.003357595817820422,0.00821634979181904,0.0033960348557799946,10
LR_a0p1_q0,200000,float64,control,1,rest_neg,-0.0009220669756154855,-0.001156048373426879,-0.0006880855778040917,0.0003270834402498783,10
LR_a0p1_q0,200000,float64,control,1,pos,1.321064903563184e-05,-3.104521878838643e-05,5.746651685965011e-05,6.186543731477321e-05,10
LR_a0p1_q0,200000,float64,control,1,neg,-3.2577516737083306e-08,-6.251355909138505e-06,6.186200875664338e-06,8.693252753271723e-06,10
LR_a0p1_q0,200000,float64,control,1,down,-0.0001035574561153063,-0.0001752884990235453,-3.1826413207067293e-05,0.00010027308370065634,10
LR_a0p1_q0,200000,float64,control,1,up,0.00011673552763420073,2.1375279689040826e-05,0.00021209577557936064,0.00013330443468042853,10
LR_a0p1_q0,200000,float64,control,1,common_mu,1.5014955253377409e-05,-3.8103373944256254e-05,6.813328445101106e-05,7.425430404639434e-05,10
LR_a0p1_q0,200000,float64,control,1,input_correlation,-1.8368837344826483e-06,-6.426900628920528e-06,2.753133159955231e-06,6.416401178387599e-06,10
LR_a0p1_q0,200000,float64,control,1,centered_transport,4.271593001151691e-06,-1.1251369237063806e-05,1.9794555239367186e-05,2.1699604922597985e-05,10
LR_a0p1_q0,200000,float64,control,1,rowmean_transport,8.906478517742724e-06,-2.582735918513538e-05,4.3640316220620824e-05,4.8554557051137866e-05,10
LR_a0p1_q0,200000,float64,control,1,E,2.1576256477217182e-05,5.784912578345425e-06,3.736760037608894e-05,2.207477661440138e-05,10
LR_a0p1_q0,200000,float64,control,1,R,2.486770675951242e-05,3.210357857897227e-06,4.652505566112761e-05,3.02748861733968e-05,10
LR_a0p1_q0,200000,float64,control,1,J,1.8704896773147052e-08,-1.9354701698112972e-09,3.93452637161054e-08,2.885324342392631e-08,10
LR_a0p1_q0,200000,float64,control,1,W_round,-3.4065321239584266e-19,-6.7410313805916315e-18,6.059724955799946e-18,8.947111735101156e-18,10
LR_a0p1_q0,200000,float64,control,1,z_learning,1.4801716976969703e-05,-4.070189952177772e-05,7.030533347571713e-05,7.758870577119096e-05,10
LR_a0p1_q0,200000,float64,control,1,input_jump,0.0,0.0,0.0,0.0,10
LR_a0p1_q0,200000,float64,control,1,z_own_task_change,1.566670739309811e-05,-4.263257933698573e-05,7.396599412318195e-05,8.149678327488542e-05,10
LR_a0p1_q0,200000,float64,switch,2,W,-0.0015808484574942859,-0.007331851583721501,0.00417015466873293,0.00803934802086478,10
LR_a0p1_q0,200000,float64,switch,2,bias,-0.00018526349313426348,-0.0008110937405989441,0.00044056675433041707,0.0008748503610452942,10
LR_a0p1_q0,200000,float64,switch,2,loss,3.4906969810011104,1.7289046274874857,5.252489334514735,2.4628158878581825,10
LR_a0p1_q0,200000,float64,switch,2,cos_change,-0.00040827147084161123,-0.0013600988631200053,0.0005435559214367827,0.00133056294604001,10
LR_a0p1_q0,200000,float64,switch,2,length,0.00019401007729100375,2.4375143008085743e-05,0.00036364501157392173,0.00023713328670915828,10
LR_a0p1_q0,200000,float64,switch,2,direction,-0.0017748585347852875,-0.007491955121544741,0.003942238051974165,0.00799194994700156,10
LR_a0p1_q0,200000,float64,switch,2,centered_norm_change,-0.0007695875011091075,-0.0019289468628396831,0.0003897718606214681,0.0016206726349519839,10
LR_a0p1_q0,200000,float64,switch,2,fraction_units_down,0.518,0.47290791941369503,0.563092080586305,0.06303438215238832,10
LR_a0p1_q0,200000,float64,switch,2,oldmean_W,-0.0015030496409369183,-0.006969682301614082,0.003963583019740246,0.007641825521009703,10
LR_a0p1_q0,200000,float64,switch,2,radial,0.00014272304071388954,-4.5616097579648495e-05,0.0003310621790074276,0.0002632799609839252,10
LR_a0p1_q0,200000,float64,switch,2,tangent,-0.0017235714982081751,-0.007432093931443182,0.003984950935026831,0.00797996410685256,10
LR_a0p1_q0,200000,float64,switch,2,self_pos,-0.013672952557171675,-0.019532847131355127,-0.007813057982988224,0.008191567768863832,10
LR_a0p1_q0,200000,float64,switch,2,self_neg,0.0018137352285916577,0.0013688530836726642,0.0022586173735106513,0.0006219023556015509,10
LR_a0p1_q0,200000,float64,switch,2,rest_pos,0.011519104123574927,0.004562845423630237,0.018475362823519616,0.009724179136155501,10
LR_a0p1_q0,200000,float64,switch,2,rest_neg,-0.0012407352524891958,-0.001957877499524298,-0.0005235930054540935,0.0010024957347158272,10
LR_a0p1_q0,200000,float64,switch,2,pos,-0.0021538484335967448,-0.007077325686705707,0.002769628819512217,0.006882546616962223,10
LR_a0p1_q0,200000,float64,switch,2,neg,0.0005729999761024621,-0.00048041570660042996,0.0016264156588053542,0.0014725735837742657,10
LR_a0p1_q0,200000,float64,switch,2,down,-0.023036299378299693,-0.03225656148492992,-0.013816037271669471,0.012889037667315573,10
LR_a0p1_q0,200000,float64,switch,2,up,0.021455450920805412,0.012009628605145742,0.030901273236465084,0.013204349097381923,10
LR_a0p1_q0,200000,float64,switch,2,common_mu,-0.0017132576854513575,-0.007500736174155784,0.004074220803253069,0.00809033706168171,10
LR_a0p1_q0,200000,float64,switch,2,input_correlation,0.00013240922795707512,-0.00013331560381070291,0.0003981340597248532,0.0003714577011138477,10
LR_a0p1_q0,200000,float64,switch,2,centered_transport,-0.00103598007907562,-0.002563297566598172,0.000491337408446932,0.002135042626659404,10
LR_a0p1_q0,200000,float64,switch,2,rowmean_transport,-0.0005448683784186657,-0.004892124583276707,0.0038023878264393752,0.0060770451344972585,10
LR_a0p1_q0,200000,float64,switch,2,E,0.00523092911048534,0.00282830952751646,0.00763354869345422,0.0033586305841400614,10
LR_a0p1_q0,200000,float64,switch,2,R,0.0041690085870596,0.002123090373464477,0.006214926800654722,0.002859996452846185,10
LR_a0p1_q0,200000,float64,switch,2,J,0.00029233302231658416,9.601446203205805e-05,0.0004886515826011103,0.00027443442377639776,10
LR_a0p1_q0,200000,float64,switch,2,W_round,-3.307787114080105e-18,-1.1900324570878608e-17,5.284750342718398e-18,1.2011539114366033e-17,10
LR_a0p1_q0,200000,float64,switch,2,z_learning,-0.0017661119506285489,-0.008142357895598838,0.004610133994341739,0.008913377213180583,10
LR_a0p1_q0,200000,float64,switch,2,input_jump,0.04935360881328721,0.01632690762178709,0.08238031000478732,0.046168144762209755,10
LR_a0p1_q0,200000,float64,switch,2,z_own_task_change,0.04758749686265866,0.016076738294058007,0.07909825543125931,0.04404900309984963,10
LR_a0p1_q0,200000,float64,control,2,W,3.28235514953342e-06,-6.463120230416906e-05,7.119591260323591e-05,9.493660700954704e-05,10
LR_a0p1_q0,200000,float64,control,2,bias,4.885319657880892e-07,-7.436516900531796e-06,8.413580832107975e-06,1.107845440531034e-05,10
LR_a0p1_q0,200000,float64,control,2,loss,0.0007412040233101984,3.107153907825483e-05,0.001451336507542142,0.0009926967620007357,10
LR_a0p1_q0,200000,float64,control,2,cos_change,5.774842393574778e-07,-1.0876397888097103e-05,1.2031366366812058e-05,1.6011423153751286e-05,10
LR_a0p1_q0,200000,float64,control,2,length,5.957932069421783e-07,-7.35573725842444e-07,1.9271601397268003e-06,1.861122639164427e-06,10
LR_a0p1_q0,200000,float64,control,2,direction,2.6865619425881077e-06,-6.5111983537431e-05,7.048510742260721e-05,9.477583135655001e-05,10
LR_a0p1_q0,200000,float64,control,2,centered_norm_change,-4.775505492524704e-07,-1.5052304397258558e-05,1.4097203298753617e-05,2.0374100992608253e-05,10
LR_a0p1_q0,200000,float64,control,2,fraction_units_down,0.51,0.46242891515938966,0.5575710848406104,0.0664997911442,10
LR_a0p1_q0,200000,float64,control,2,oldmean_W,3.5864902385829864e-06,-6.830712272092882e-05,7.548010319809478e-05,0.0001005003409619142,10
LR_a0p1_q0,200000,float64,control,2,radial,5.90372907721325e-07,-7.404685677681129e-07,1.9212143832107627e-06,1.860388100515539e-06,10
LR_a0p1_q0,200000,float64,control,2,tangent,2.691982241812094e-06,-6.510858509036553e-05,7.049254957398971e-05,9.47786577109776e-05,10
LR_a0p1_q0,200000,float64,control,2,self_pos,-0.011567303155512045,-0.015531744803534059,-0.007602861507490032,0.005541907284228535,10
LR_a0p1_q0,200000,float64,control,2,self_neg,0.001780469176153632,0.0013617833228254052,0.002199155029481859,0.0005852824650656219,10
LR_a0p1_q0,200000,float64,control,2,rest_pos,0.011570527390246952,0.007601015899408782,0.01554003888108512,0.005548994435794196,10
LR_a0p1_q0,200000,float64,control,2,rest_neg,-0.0017804110557389982,-0.002207812313400108,-0.0013530097980778886,0.0005974657602293931,10
LR_a0p1_q0,200000,float64,control,2,pos,3.224234734905034e-06,-5.4915847996585114e-05,6.136431746639518e-05,8.127423143081303e-05,10
LR_a0p1_q0,200000,float64,control,2,neg,5.8120414633643987e-08,-1.167038818987851e-05,1.1786629019145798e-05,1.6395324496934563e-05,10
LR_a0p1_q0,200000,float64,control,2,down,-0.00020602378334174626,-0.00029982282782067897,-0.00011222473886281356,0.00013112202272187084,10
LR_a0p1_q0,200000,float64,control,2,up,0.00020930613849127973,9.913142387211335e-05,0.00031948085311044613,0.00015401363109743212,10
LR_a0p1_q0,200000,float64,control,2,common_mu,4.517787777907829e-06,-6.877053604722928e-05,7.780611160304494e-05,0.00010245001231335358,10
LR_a0p1_q0,200000,float64,control,2,input_correlation,-1.2354326283691474e-06,-7.940180924068472e-06,5.469315667330177e-06,9.372591834563588e-06,10
LR_a0p1_q0,200000,float64,control,2,centered_transport,3.2218094348857978e-06,-1.663571903138155e-05,2.3079337901153147e-05,2.7758910692730023e-05,10
LR_a0p1_q0,200000,float64,control,2,rowmean_transport,6.054571464762711e-08,-4.9517905153834196e-05,4.963899658312945e-05,6.930589535751953e-05,10
LR_a0p1_q0,200000,float64,control,2,E,4.400949471739412e-05,2.1849906547508862e-05,6.616908288727938e-05,3.097696825868621e-05,10
LR_a0p1_q0,200000,float64,control,2,R,4.350109358986558e-05,1.838080472858986e-05,6.86213824511413e-05,3.511574243795146e-05,10
LR_a0p1_q0,200000,float64,control,2,J,3.0850578217320266e-08,8.086692861088995e-09,5.361446357355154e-08,3.1821717475898345e-08,10
LR_a0p1_q0,200000,float64,control,2,W_round,-5.255723661378498e-18,-1.5558011494973893e-17,5.046564172216897e-18,1.4401605335194556e-17,10
LR_a0p1_q0,200000,float64,control,2,z_learning,3.770887115321509e-06,-7.20562647388123e-05,7.959803896945531e-05,0.00010599904917566187,10
LR_a0p1_q0,200000,float64,control,2,input_jump,0.0,0.0,0.0,0.0,10
LR_a0p1_q0,200000,float64,control,2,z_own_task_change,4.075022204371079e-06,-7.573484304157705e-05,8.38848874503192e-05,0.00011156649859646558,10
LR_a0p1_q0,200000,float64,switch,5,W,0.001397587261000211,-0.005940017105045086,0.008735191627045509,0.010257263618765146,10
LR_a0p1_q0,200000,float64,switch,5,bias,9.734616183588641e-05,-0.0006926908634608764,0.0008873831871326492,0.0011043956082660096,10
LR_a0p1_q0,200000,float64,switch,5,loss,3.6354724146886483,1.249516837068556,6.021427992308741,3.335335910936094,10
LR_a0p1_q0,200000,float64,switch,5,cos_change,0.0001551184602907977,-0.001086104343787746,0.0013963412643693415,0.0017351098363890592,10
LR_a0p1_q0,200000,float64,switch,5,length,1.8863265315812654e-06,-0.00016911072900349091,0.00017288338206665347,0.00023903740092233683,10
LR_a0p1_q0,200000,float64,switch,5,direction,0.001395700934468639,-0.005905017410420118,0.008696419279357395,0.010205700516698646,10
LR_a0p1_q0,200000,float64,switch,5,centered_norm_change,5.805451206885059e-05,-0.0009516067983518149,0.001067715822489516,0.0014114091888868545,10
LR_a0p1_q0,200000,float64,switch,5,fraction_units_down,0.484,0.43688530067308107,0.5311146993269189,0.06586180818788517,10
LR_a0p1_q0,200000,float64,switch,5,oldmean_W,0.0013348459236429823,-0.005644533743389512,0.008314225590675477,0.009756500019472385,10
LR_a0p1_q0,200000,float64,switch,5,radial,-0.00011097788041617564,-0.0003196567513518291,9.77009905194778e-05,0.0002917129466339575,10
LR_a0p1_q0,200000,float64,switch,5,tangent,0.0015085651414163883,-0.0058083785155413886,0.008825508798374165,0.010228381938983937,10
LR_a0p1_q0,200000,float64,switch,5,self_pos,-0.03179378578658595,-0.03879138626673606,-0.024796185306435833,0.009781970959873659,10
LR_a0p1_q0,200000,float64,switch,5,self_neg,0.004481422983468108,0.003433544312514,0.0055293016544222156,0.0014648333750720503,10
LR_a0p1_q0,200000,float64,switch,5,rest_pos,0.03317760330257355,0.02375194412916221,0.04260326247598489,0.013176162968080532,10
LR_a0p1_q0,200000,float64,switch,5,rest_neg,-0.004467653238455495,-0.005281094696117342,-0.0036542117807936486,0.0011371127487167982,10
LR_a0p1_q0,200000,float64,switch,5,pos,0.0013838175159876045,-0.00524635885486127,0.008013993886836478,0.009268347471745474,10
LR_a0p1_q0,200000,float64,switch,5,neg,1.3769745012611844e-05,-0.0008988504767888899,0.0009263899668141137,0.0012757551009634435,10
LR_a0p1_q0,200000,float64,switch,5,down,-0.047405154229969215,-0.06468099949491384,-0.030129308965024595,0.024149966430397563,10
LR_a0p1_q0,200000,float64,switch,5,up,0.04880274149096943,0.027717390074058653,0.0698880929078802,0.029475288825652916,10
LR_a0p1_q0,200000,float64,switch,5,common_mu,0.0009002262512326492,-0.00640578413690074,0.008206236639366038,0.010213098283045015,10
LR_a0p1_q0,200000,float64,switch,5,input_correlation,0.0004973610097675655,-0.00015313153533928758,0.0011478535548744187,0.000909325875905542,10
LR_a0p1_q0,200000,float64,switch,5,centered_transport,-0.00014212138095042622,-0.002127902798833346,0.0018436600369324933,0.002775931009135113,10
LR_a0p1_q0,200000,float64,switch,5,rowmean_transport,0.001539708641950639,-0.0040747199161345815,0.00715413720003586,0.0078484299392721,10
LR_a0p1_q0,200000,float64,switch,5,E,0.00979239695111589,0.005961948836966823,0.013622845065264955,0.005354597239753418,10
LR_a0p1_q0,200000,float64,switch,5,R,0.00913423950352844,0.005217268437742436,0.013051210569314443,0.005475547986037939,10
LR_a0p1_q0,200000,float64,switch,5,J,0.0007162119596562474,0.00021224823851972898,0.001220175680792766,0.0007044927041735793,10
LR_a0p1_q0,200000,float64,switch,5,W_round,-3.0518317568699852e-18,-1.506043954486673e-17,8.956776031126762e-18,1.678687615617874e-17,10
LR_a0p1_q0,200000,float64,switch,5,z_learning,0.0014949334228360975,-0.006629899260296374,0.009619766105968569,0.011357732923690618,10
LR_a0p1_q0,200000,float64,switch,5,input_jump,0.04935360881328721,0.01632690762178709,0.08238031000478732,0.046168144762209755,10
LR_a0p1_q0,200000,float64,switch,5,z_own_task_change,0.050848542236123305,0.020203732980321267,0.08149335149192534,0.042838489430978836,10
LR_a0p1_q0,200000,float64,control,5,W,5.086531629073104e-06,-0.00013487940125887543,0.00014505246451702164,0.00019565888260773741,10
LR_a0p1_q0,200000,float64,control,5,bias,4.99148466402544e-07,-1.5160951534230727e-05,1.6159248467035814e-05,2.1891310295500887e-05,10
LR_a0p1_q0,200000,float64,control,5,loss,0.00173319914547644,0.00010957221475183876,0.0033568260762010414,0.0022696739448143147,10
LR_a0p1_q0,200000,float64,control,5,cos_change,2.3806637624972058e-06,-2.001696281671741e-05,2.4778290341711823e-05,3.1309723009975526e-05,10
LR_a0p1_q0,200000,float64,control,5,length,-1.4383207468101255e-06,-4.842436716818767e-06,1.9657952231985153e-06,4.758625997172154e-06,10
LR_a0p1_q0,200000,float64,control,5,direction,6.524852375881171e-06,-0.0001313497753808126,0.00014439948013257492,0.00019273543961893018,10
LR_a0p1_q0,200000,float64,control,5,centered_norm_change,1.2768305680077029e-05,-8.51935607757297e-08,2.5621804920929786e-05,1.796795296665502e-05,10
LR_a0p1_q0,200000,float64,control,5,fraction_units_down,0.466,0.4149466994713159,0.5170533005286841,0.07136759301905406,10
LR_a0p1_q0,200000,float64,control,5,oldmean_W,5.175241800385775e-06,-0.00014249707149594193,0.0001528475550967135,0.00020643165958669513,10
LR_a0p1_q0,200000,float64,control,5,radial,-1.4640778467683847e-06,-4.874718272342352e-06,1.946562578805583e-06,4.7677465571484e-06,10
LR_a0p1_q0,200000,float64,control,5,tangent,6.550609475841498e-06,-0.0001313319108480145,0.0001444331297996975,0.00019274647266704416,10
LR_a0p1_q0,200000,float64,control,5,self_pos,-0.025785491441784724,-0.031020543690430058,-0.02055043919313939,0.007318098427444289,10
