arm,step,dtype,mode,t,seed,W,bias,loss,cos_change,length,direction,centered_norm_change,fraction_units_down,oldmean_W,radial,tangent,self_pos,self_neg,rest_pos,rest_neg,pos,neg,down,up,common_mu,input_correlation,centered_transport,rowmean_transport,E,R,J,W_round,z_learning,input_jump,z_own_task_change
LR_a0p1_q0,200000,float64,switch,1,8,-0.003523595324772028,-0.0003700235004726557,5.721253179416644,-0.0006794357689851602,0.0001928145064220419,-0.0037164098311940493,-0.0007525564764563808,0.58,-0.003338583574535703,8.57408107406196e-05,-0.0036093361355126474,-0.012557139044778573,0.0007896806456257978,0.009978801770874733,-0.0017349386964939865,-0.002578337273903839,-0.0009452580508681889,-0.027473587338015987,0.023949992013243958,-0.0034218592948744675,-0.00010173602989756587,-0.001387588126772457,-0.0021360071979995687,0.006220609184025005,0.0050003564559181965,0.00046769625165028256,2.889398789673869e-18,-0.0038936188252446835,0.1174373111494639,0.11354369232421922
LR_a0p1_q0,200000,float64,switch,1,9,0.004760965424857767,0.0005012795339789444,3.256121026122029,0.0004797815430581078,0.0001859399337625548,0.0045750254910952,0.0007172592714449134,0.49,0.004535389634567245,0.00018224682968571185,0.004578718595172055,-0.004169997997254744,0.0013762769825360515,0.008196513102975483,-0.0006418266633990169,0.004026515105720736,0.0007344503191370344,-0.006299797526319907,0.011060762951177673,0.0046356732220659315,0.00012529220279183773,0.0018672662640715559,0.0028936991607862107,0.0012625507897108994,0.0019051141405138183,7.46959206418966e-05,-3.629705585574128e-18,0.0052622449588367115,0.012972652822762394,0.018234897781599105
LR_a0p1_q0,200000,float64,control,1,0,-2.639578129746628e-06,-2.7270051629279654e-07,0.0023002966630194374,-1.0275090204761714e-06,3.878570784440798e-07,-3.0274352081634272e-06,-1.3289164273211363e-06,0.6,-2.7467801335069928e-06,3.8759285381335404e-07,-3.027170983559983e-06,-0.012641456378176692,0.001031596068852116,0.012639486950797689,-0.0010322662196028754,-1.9694273790033094e-06,-6.70150750759651e-07,-4.683971405187795e-05,4.4200135922131315e-05,-2.5218473832237037e-06,-1.1773074653925387e-07,-9.067292166722272e-07,-1.7328489130744007e-06,9.955518600173918e-06,8.624832816501956e-06,1.769356367116457e-09,1.6329695139022663e-17,-2.9122786460394246e-06,0.0,-3.0194806497997893e-06
LR_a0p1_q0,200000,float64,control,1,1,-1.3428278013520689e-05,-1.8494012688355927e-06,0.0002350430494590723,-1.8350611331822107e-06,5.890509925655838e-07,-1.4017329006093128e-05,-3.2787678401624555e-06,0.51,-1.4560256851099659e-05,5.890785158402537e-07,-1.4017356529360944e-05,-0.002444452764298464,0.0006116974764910697,0.0024323325702289163,-0.0006130055604350402,-1.2120194069547993e-05,-1.3080839439705853e-06,-5.647899475880184e-05,4.305071674528115e-05,-1.7102672975187323e-05,3.67439496166875e-06,-5.59443883823015e-06,-7.833839175290542e-06,1.3995048885176371e-05,1.0713291743776753e-05,2.9893012273199417e-09,-2.1095249672249945e-18,-1.5277679282356282e-05,0.0,-1.6409658119935252e-05
LR_a0p1_q0,200000,float64,control,1,2,0.0001075254622373738,1.3670501673538966e-05,0.00040177915528320167,1.727046409902619e-05,-7.222349563304326e-07,0.00010824769719368729,1.739463414325515e-05,0.44,0.0001151445393653371,-7.25639357792944e-07,0.00010825110159516675,-0.00364566909611185,0.000417381993730756,0.0037424037769658554,-0.00040659121234737583,9.673468085400468e-05,1.079078138337993e-05,-0.00011953421415180424,0.000227059676389178,0.0001264204385868587,-1.889497634947406e-05,4.2378555187968576e-05,6.514690704940523e-05,2.3335834462476585e-05,4.0699196275371665e-05,3.127233034160288e-08,-1.0834301019540822e-17,0.00012119596391091277,0.0,0.00012881504103887605
LR_a0p1_q0,200000,float64,control,1,3,-1.0790406678874809e-05,-1.2661064525465134e-06,0.0002822437388826085,-2.2279840540733332e-06,6.944392635827757e-07,-1.1484845942479507e-05,-3.183656502180332e-06,0.46,-1.1420742931684846e-05,6.942863390018551e-07,-1.1484693017876667e-05,-0.008989763608827913,0.0008403271598146116,0.008973968250760517,-0.0008353222084261062,-1.5795358067394915e-05,5.004951388505535e-06,-4.606924918974153e-05,3.5278842510866706e-05,-1.1708548585191822e-05,9.181419063024431e-07,-4.0831933094585535e-06,-6.707213369416259e-06,1.5260544846910376e-05,1.2075018390297113e-05,1.8699543720648583e-09,1.4566038605754426e-17,-1.2056513131421322e-05,0.0,-1.268684938423136e-05
LR_a0p1_q0,200000,float64,control,1,4,-3.4918647258754176e-05,-3.9179629047107366e-06,0.00318950945581492,-6.410498111455699e-06,-5.544517357372617e-07,-3.4364195523092507e-05,-8.714120767716604e-06,0.61,-3.685314276785765e-05,-5.546606362991953e-07,-3.4363986622454975e-05,-0.0038946770799215768,0.0015038193130527842,0.00386934400404973,-0.001513404884439687,-2.5333075871847257e-05,-9.585571386903087e-06,-6.933406190347121e-05,3.4415414644717035e-05,-3.623207111259357e-05,1.3134238538432332e-06,-5.09335177612502e-06,-2.982529548262916e-05,1.528959472234011e-05,6.574115550145355e-06,1.3584044180772696e-09,-3.832417510511027e-18,-3.883661016346491e-05,0.0,-4.0771105672568386e-05
LR_a0p1_q0,200000,float64,control,1,5,-2.20451957348121e-06,-2.199591411012643e-07,0.0002202603332803946,-4.171248273759226e-07,-5.664883160052826e-09,-2.198854690319293e-06,-9.979544988159007e-09,0.53,-2.336495058141042e-06,-5.682346339064637e-09,-2.198837227142146e-06,-0.004254993775179428,0.0007066060378897405,0.004252841123070613,-0.0007066579053544024,-2.1526521088148746e-06,-5.1867464661884025e-08,-1.1663789322660123e-05,9.459269749178913e-06,-2.034111969944797e-06,-1.7040760353196246e-07,-7.038692515278023e-07,-1.5006503219534078e-06,1.1493140514409664e-06,1.1392645849486865e-06,6.992142481710432e-11,-4.451128888714888e-18,-2.4244787145824744e-06,0.0,-2.5564541992423065e-06
LR_a0p1_q0,200000,float64,control,1,6,-2.786230638049336e-05,-2.9260088541825764e-06,7.007473729575252e-05,-3.924914070300533e-06,6.305424750907183e-08,-2.792536062799556e-05,-1.1130376232881822e-06,0.51,-2.9054178206817446e-05,6.263147122994615e-08,-2.7924937851723283e-05,-0.0021009234128292423,0.0010266206222375141,0.0020833759068986644,-0.0010369354226874307,-1.7547505930578014e-05,-1.0314800449916525e-05,-0.00011197441115514398,8.411210477465062e-05,-2.7058796486660955e-05,-8.035098938335751e-07,-9.290078112027257e-06,-1.8572228268466088e-05,1.2001607967405978e-05,1.0882572236454289e-05,5.9981075893093785e-09,1.1904836315422377e-18,-3.078831523467593e-05,0.0,-3.198018706100002e-05
LR_a0p1_q0,200000,float64,control,1,7,0.00016509478860424537,1.8429099807108907e-05,0.0006689855119424224,2.8940420625866027e-05,-4.2071525790361557e-07,0.0001655155038621709,4.5363484461268254e-05,0.42,0.0001736103764587942,-4.3654159964392487e-07,0.00016553133020388928,-0.005887295899795974,0.0009502452050626687,0.006037610640770966,-0.0009354651574334128,0.00015031474097499374,1.4780047629256014e-05,-0.00024395695931251588,0.00040905174791676125,0.00017042643613330753,-5.331647529057778e-06,4.3769112041885054e-05,0.00012132567656236026,4.916209214140734e-05,9.445530077052177e-05,7.027583214644922e-08,-4.396846385243403e-18,0.00018352388841135427,0.0,0.0001920394762659031
LR_a0p1_q0,200000,float64,control,1,8,-6.308058511253462e-05,-6.972059482458688e-06,0.0012660718052482016,-9.559592955893436e-06,2.0329182434964653e-06,-6.511350335601878e-05,-1.4108194883232229e-05,0.58,-6.621801187964186e-05,2.016626565415959e-06,-6.509721167795058e-05,-0.009078080152196258,0.0008063191415118497,0.009025791564060063,-0.0008171111384881885,-5.228858813619397e-05,-1.079199697633863e-05,-0.0003141663773937449,0.0002510857922812103,-6.44753820068031e-05,1.3947968942705247e-06,-2.283349480505293e-05,-4.0247090307481656e-05,7.182036243382086e-05,5.764130901707829e-05,7.08585333924629e-08,-2.0176155397007983e-18,-7.005264459499331e-05,0.0,-7.319007136210055e-05
LR_a0p1_q0,200000,float64,control,1,9,1.4084785494730486e-05,1.561051720233124e-06,6.882026757316189e-06,1.531439706287461e-06,4.858746138843471e-07,1.35989108808847e-05,2.080106775603774e-06,0.49,1.4865311354846501e-05,4.858460386334602e-07,1.3598939456097021e-05,-0.004800309390503594,0.001325730962344373,0.004812573260594294,-0.0013239100469403344,1.2263870090700284e-05,1.8209154040380491e-06,-1.555678991330157e-05,2.9641575408032053e-05,1.4436108333213142e-05,-3.513228384748092e-07,5.073418090757221e-06,9.01136740397326e-06,3.7926466610193167e-06,5.872166210028302e-06,5.872264522504793e-10,-7.850915189341819e-18,1.564583721496361e-05,0.0,1.6426363075079626e-05
LR_a0p1_q0,200000,float64,switch,2,0,-0.0011217588199391162,-0.00012954772475048105,5.838329189389448,-0.0005092073885323573,7.269436200916667e-05,-0.001194453181948275,-0.0012159685681075705,0.6,-0.0010670986265881946,1.626798030051164e-05,-0.0011380268002396297,-0.03095717986949963,0.0019781940334934398,0.030016841847979977,-0.002159614831912898,-0.0009403380215196566,-0.00018142079841945886,-0.03359959096647276,0.03247783214653363,-0.001198016032768266,7.625721282914943e-05,-0.0004617707067884532,-0.0006599881131506643,0.008963468409784094,0.007125854508341086,0.0006216453333353916,-2.9422875269004277e-18,-0.0012513065446895972,0.01911849613221757,0.017867189587527973
LR_a0p1_q0,200000,float64,switch,2,1,-0.00911435057142785,-0.001016970829911771,7.486004788544344,-0.001347990779243389,0.0005676934158156037,-0.009682043987243422,-0.0035076943302596608,0.51,-0.008657341087256687,0.0005130251241021235,-0.009627375695529974,-0.010876872467880445,0.0014345301743644242,0.0017149913649457831,-0.001386999642857594,-0.009161881102934663,4.753053150682994e-05,-0.025803674315122493,0.01668932374369465,-0.00940462182132933,0.0002902712499014956,-0.003663225396902595,-0.005451125174525256,0.0074480262081955614,0.003545296834225154,0.00039503504371074457,-1.6525443394341948e-17,-0.01013132140133962,0.020526569731196435,0.010395248329856815
LR_a0p1_q0,200000,float64,switch,2,2,-0.009799679041920313,-0.0011749180041034117,1.7399197050154016,-0.0018650793117256136,7.758340223431468e-05,-0.009877262444154648,-0.0019236335124561688,0.56,-0.009337803993041752,3.247427906252066e-05,-0.009832153320982832,-0.009183177092670837,0.0007444508371774066,0.00043541014407609573,-0.0017963629305029801,-0.008747766948594745,-0.0010519120933255733,-0.02105650909351555,0.011256830051595234,-0.010865266903105037,0.0010655878611847234,-0.0041415859644645244,-0.005658093077455791,0.004072496726195747,0.0019540209220405614,0.00019484229169897138,1.1032371203926768e-18,-0.010974597046023726,0.07487594105590295,0.06390134400987922
LR_a0p1_q0,200000,float64,switch,2,3,-0.002759645124516627,-0.00029498681074522644,4.975656307296765,-0.000772056157143637,0.0004911178721248732,-0.0032507629966415114,-0.0013346393070587193,0.46,-0.0026165899392494828,0.00046006903300334606,-0.0032197141575199704,-0.015347053404910186,0.0019936668547140797,0.010216551815034326,0.0003771896106451611,-0.00513050158987586,0.0023708564653592405,-0.024621627840752173,0.02186198271623555,-0.0027279439249792274,-3.170119953739361e-05,-0.0011009277949974234,-0.0016587173295192015,0.006311816363805472,0.004728811437823111,0.00024836561892355093,-3.4872346438459545e-18,-0.003054631935261853,-0.01589212699366535,-0.018946758928927204
LR_a0p1_q0,200000,float64,switch,2,4,0.018056418051834083,0.0019222026192413594,6.4786342194908055,0.002970187749996101,0.000325898985665091,0.017730519066168987,0.00236663397522473,0.39,0.017155738400929165,0.00030167037066387045,0.017754747681170212,-0.006727634934726148,0.003018567830890812,0.021377105347326068,0.000388379808343364,0.014649470412599922,0.003406947639234177,-0.013820150191142124,0.031876568242976216,0.01777591664010856,0.00028050141172553876,0.0028352488633810046,0.01522116918845308,0.0024650598606062463,0.004725137466073547,0.00010655636975735505,-1.737894767331327e-17,0.019978620671075444,0.023068703142671933,0.043047323813747373
LR_a0p1_q0,200000,float64,switch,2,5,-0.0038456195388706965,-0.0003884887484176469,1.9768723073733017,-0.0008632098021486018,-4.425779695078422e-06,-0.0038411937591756257,-0.00043756804613678037,0.51,-0.0036863929250113615,-6.502708600993646e-05,-0.0037805924528607586,-0.009522796007161615,0.0014313921503793386,0.005688867785453275,-0.0014430834675417162,-0.003833928221708343,-1.169131716237816e-05,-0.023581153462935444,0.019735533924064755,-0.0035926200174556267,-0.0002529995214150943,-0.001439323926391415,-0.00240629561247928,0.003441624121014093,0.002796768255696758,0.0002072878191804748,2.5378733402997565e-17,-0.004234108287288344,0.039868194915230776,0.03563408662794243
LR_a0p1_q0,200000,float64,switch,2,6,-0.0015663247043757095,-0.00016877580262590912,1.307982766215818,-0.00020129740413423047,2.6989715253838464e-06,-0.0015690236759011212,-0.00014410416219495903,0.51,-0.0014856166864654382,2.711185974553596e-06,-0.0015690358903502632,-0.005170153580403427,0.0018181986447492295,0.00383630335233752,-0.0020506731210590185,-0.0013338502280659087,-0.00023247447630978896,-0.004112405618316535,0.002546080913940826,-0.0015607847832033602,-5.539921172336816e-06,-0.0006305225050592092,-0.0009358021993165003,0.0005540122651752476,0.0004050960426523616,4.8120603278813495e-06,-1.1837217675243067e-17,-0.0017351005070016185,0.08495762967640873,0.0832225291694071
LR_a0p1_q0,200000,float64,switch,2,7,-0.006824614046678663,-0.0007224207443006612,0.641663729314232,-0.0012291806279697338,-3.2021963661330153e-06,-0.006821411850312513,-0.0018869860641645376,0.58,-0.00646690919320086,-3.4774209404322864e-05,-0.006789839837274341,-0.014977703104068079,0.0016487829863011754,0.008947869538669061,-0.0024435634675808206,-0.006029833565399017,-0.0007947804812796444,-0.017778408641683313,0.010953794595004649,-0.00668071659107508,-0.0001438974556035793,-0.0021999280497007694,-0.004624685996977895,0.004078276548753128,0.0020717544217317336,0.00011953606285684159,-3.793835159763594e-18,-0.007547034790979325,0.1166027165006828,0.10905568170970348
LR_a0p1_q0,200000,float64,switch,2,8,-0.003168720508296063,-0.000332757012775028,1.696912922228058,-0.0005170440575209624,-3.7258142545710114e-05,-0.0031314623657503126,-0.0004573140491875027,0.57,-0.0030023420019085483,-0.0002421971177023547,-0.00292652339059371,-0.02450053866199696,0.001581180631689844,0.021072261489490925,-0.001321623967479868,-0.0034282771725060368,0.0002595566642099762,-0.05170485312908808,0.04853613262079202,-0.003077230704656395,-9.148980363966598e-05,-0.0012478387979063617,-0.001920881710389701,0.011725776427771194,0.010371086537557483,0.000897375841026122,-3.4857099845408966e-18,-0.003501477521071091,0.1174373111494639,0.11393583362839281
LR_a0p1_q0,200000,float64,switch,2,9,0.0043358097292481,0.00045402812704614144,2.76499387514293,0.000252163070006312,0.0004472998821425261,0.0038885098471055732,0.0008453990532500944,0.49,0.004133859642423977,0.00044301084714858373,0.003892798882099518,-0.009466416448399392,0.0024883881421568278,0.011884838550436254,-0.0005710005149455861,0.0024184221020368585,0.0019173876272112421,-0.014284620523968472,0.018620430253216573,0.004198707283950186,0.00013710244529791402,0.0016900734880735493,0.0026457362411745526,0.0032487341735526185,0.00396625944445421,0.00012787378234850876,-1.0916560624213422e-19,0.004789837856294241,0.012972652822762394,0.017762490679056636
LR_a0p1_q0,200000,float64,control,2,0,1.0469815741985033e-05,1.1718971323907561e-06,0.0015007460079256756,-1.7286743383439694e-06,1.6769899205498934e-06,8.792825821447495e-06,-9.912568183136905e-06,0.6,1.100958267739191e-05,1.6720071597202987e-06,8.7978085822647e-06,-0.023222552544560342,0.0019083069939506035,0.023239379753298678,-0.0019146643869469373,1.682720873833352e-05,-6.3573929963336496e-06,-0.00022285131173512023,0.00023332112747710524,1.083733084513542e-05,-3.675151031355094e-07,3.7882131415455427e-06,6.681602600439468e-06,5.540996121432694e-05,4.5462450849957654e-05,3.49421812413398e-08,-1.487532898067519e-17,1.164171287437579e-05,0.0,1.2181479809782667e-05
