seed,env,act,iv,layer,task,occupancy,entries,exits,persistent_latest5
0,PM,LR,wclamp,2,26,0,0,0,0
0,PM,LR,wclamp,2,27,0,0,0,0
0,PM,LR,wclamp,2,28,0,0,0,0
0,PM,LR,wclamp,2,29,0,0,0,0
0,PM,LR,wclamp,2,30,0,0,0,0
0,PM,LR,wclamp,2,31,0,0,0,0
0,PM,LR,wclamp,2,32,0,0,0,0
0,PM,LR,wclamp,2,33,0,0,0,0
0,PM,LR,wclamp,2,34,0,0,0,0
0,PM,LR,wclamp,2,35,0,0,0,0
0,PM,LR,wclamp,2,36,0,0,0,0
0,PM,LR,wclamp,2,37,0,0,0,0
0,PM,LR,wclamp,2,38,0,0,0,0
0,PM,LR,wclamp,2,39,0,0,0,0
0,PM,LR,wclamp,2,40,0,0,0,0
0,PM,LR,wclamp,2,41,0,0,0,0
0,PM,LR,wclamp,2,42,0,0,0,0
0,PM,LR,wclamp,2,43,0,0,0,0
0,PM,LR,wclamp,2,44,0,0,0,0
0,PM,LR,wclamp,2,45,0,0,0,0
0,PM,LR,wclamp,2,46,0,0,0,0
0,PM,LR,wclamp,2,47,0,0,0,0
0,PM,LR,wclamp,2,48,0,0,0,0
0,PM,LR,wclamp,2,49,0,0,0,0
0,PM,LR,wclamp,2,50,0,0,0,0
0,RL,ELU1,ref,1,1,0,0,0,
0,RL,ELU1,ref,1,2,0,0,0,
0,RL,ELU1,ref,1,3,0,0,0,
0,RL,ELU1,ref,1,4,1,1,0,
0,RL,ELU1,ref,1,5,0,0,1,0
0,RL,ELU1,ref,1,6,0,0,0,0
0,RL,ELU1,ref,1,7,0,0,0,0
0,RL,ELU1,ref,1,8,1,1,0,0
0,RL,ELU1,ref,1,9,2,1,0,0
0,RL,ELU1,ref,1,10,3,3,2,0
0,RL,ELU1,ref,1,11,4,2,1,0
0,RL,ELU1,ref,1,12,9,6,1,0
0,RL,ELU1,ref,1,13,8,4,5,0
0,RL,ELU1,ref,1,14,12,8,4,0
0,RL,ELU1,ref,1,15,19,10,3,1
0,RL,ELU1,ref,1,16,13,6,12,1
0,RL,ELU1,ref,1,17,10,4,7,1
0,RL,ELU1,ref,1,18,16,11,5,0
0,RL,ELU1,ref,1,19,29,14,1,2
0,RL,ELU1,ref,1,20,32,6,3,3
0,RL,ELU1,ref,1,21,35,7,4,4
0,RL,ELU1,ref,1,22,15,5,25,5
0,RL,ELU1,ref,1,23,15,7,7,3
0,RL,ELU1,ref,1,24,19,5,1,3
0,RL,ELU1,ref,1,25,24,8,3,4
0,RL,ELU1,ref,1,26,28,6,2,7
0,RL,ELU1,ref,1,27,27,6,7,10
0,RL,ELU1,ref,1,28,16,4,15,6
0,RL,ELU1,ref,1,29,25,10,1,9
0,RL,ELU1,ref,1,30,25,3,3,10
0,RL,ELU1,ref,1,31,29,5,1,12
0,RL,ELU1,ref,1,32,23,1,7,13
0,RL,ELU1,ref,1,33,22,5,6,14
0,RL,ELU1,ref,1,34,24,4,2,15
0,RL,ELU1,ref,1,35,22,3,5,14
0,RL,ELU1,ref,1,36,29,8,1,14
0,RL,ELU1,ref,1,37,16,2,15,11
0,RL,ELU1,ref,1,38,24,10,2,10
0,RL,ELU1,ref,1,39,22,2,4,11
0,RL,ELU1,ref,1,40,23,7,6,9
0,RL,ELU1,ref,1,41,25,6,4,10
0,RL,ELU1,ref,1,42,26,2,1,13
0,RL,ELU1,ref,1,43,26,0,0,14
0,RL,ELU1,ref,1,44,28,2,0,18
0,RL,ELU1,ref,1,45,25,0,3,22
0,RL,ELU1,ref,1,46,30,5,0,24
0,RL,ELU1,ref,1,47,29,0,1,24
0,RL,ELU1,ref,1,48,31,2,0,24
0,RL,ELU1,ref,1,49,16,3,18,12
0,RL,ELU1,ref,1,50,17,4,3,11
0,RL,ELU1,ref,2,1,0,0,0,
0,RL,ELU1,ref,2,2,0,0,0,
0,RL,ELU1,ref,2,3,0,0,0,
0,RL,ELU1,ref,2,4,0,0,0,
0,RL,ELU1,ref,2,5,3,3,0,0
0,RL,ELU1,ref,2,6,13,10,0,0
0,RL,ELU1,ref,2,7,31,23,5,0
0,RL,ELU1,ref,2,8,60,35,6,0
0,RL,ELU1,ref,2,9,77,26,9,2
0,RL,ELU1,ref,2,10,93,17,1,6
0,RL,ELU1,ref,2,11,98,6,1,22
0,RL,ELU1,ref,2,12,98,2,2,47
0,RL,ELU1,ref,2,13,98,2,2,72
0,RL,ELU1,ref,2,14,100,2,0,89
0,RL,ELU1,ref,2,15,100,0,0,95
0,RL,ELU1,ref,2,16,100,0,0,96
0,RL,ELU1,ref,2,17,100,0,0,98
0,RL,ELU1,ref,2,18,100,0,0,100
0,RL,ELU1,ref,2,19,100,0,0,100
0,RL,ELU1,ref,2,20,100,0,0,100
0,RL,ELU1,ref,2,21,100,0,0,100
0,RL,ELU1,ref,2,22,98,0,2,98
0,RL,ELU1,ref,2,23,100,2,0,98
0,RL,ELU1,ref,2,24,100,0,0,98
0,RL,ELU1,ref,2,25,100,0,0,98
0,RL,ELU1,ref,2,26,100,0,0,98
0,RL,ELU1,ref,2,27,100,0,0,100
0,RL,ELU1,ref,2,28,100,0,0,100
0,RL,ELU1,ref,2,29,100,0,0,100
0,RL,ELU1,ref,2,30,100,0,0,100
0,RL,ELU1,ref,2,31,100,0,0,100
0,RL,ELU1,ref,2,32,100,0,0,100
0,RL,ELU1,ref,2,33,100,0,0,100
0,RL,ELU1,ref,2,34,100,0,0,100
0,RL,ELU1,ref,2,35,100,0,0,100
0,RL,ELU1,ref,2,36,100,0,0,100
0,RL,ELU1,ref,2,37,100,0,0,100
0,RL,ELU1,ref,2,38,100,0,0,100
0,RL,ELU1,ref,2,39,100,0,0,100
0,RL,ELU1,ref,2,40,100,0,0,100
0,RL,ELU1,ref,2,41,100,0,0,100
0,RL,ELU1,ref,2,42,100,0,0,100
0,RL,ELU1,ref,2,43,100,0,0,100
0,RL,ELU1,ref,2,44,100,0,0,100
0,RL,ELU1,ref,2,45,100,0,0,100
0,RL,ELU1,ref,2,46,100,0,0,100
0,RL,ELU1,ref,2,47,100,0,0,100
0,RL,ELU1,ref,2,48,100,0,0,100
0,RL,ELU1,ref,2,49,100,0,0,100
0,RL,ELU1,ref,2,50,100,0,0,100
0,RL,ELU1,wclamp,1,1,0,0,0,
0,RL,ELU1,wclamp,1,2,0,0,0,
0,RL,ELU1,wclamp,1,3,0,0,0,
0,RL,ELU1,wclamp,1,4,1,1,0,
0,RL,ELU1,wclamp,1,5,0,0,1,0
0,RL,ELU1,wclamp,1,6,0,0,0,0
0,RL,ELU1,wclamp,1,7,0,0,0,0
0,RL,ELU1,wclamp,1,8,1,1,0,0
0,RL,ELU1,wclamp,1,9,2,1,0,0
0,RL,ELU1,wclamp,1,10,3,3,2,0
0,RL,ELU1,wclamp,1,11,5,4,2,0
0,RL,ELU1,wclamp,1,12,2,2,5,0
0,RL,ELU1,wclamp,1,13,6,6,2,0
0,RL,ELU1,wclamp,1,14,12,9,3,0
0,RL,ELU1,wclamp,1,15,12,5,5,0
0,RL,ELU1,wclamp,1,16,18,9,3,0
0,RL,ELU1,wclamp,1,17,22,7,3,1
0,RL,ELU1,wclamp,1,18,12,2,12,2
0,RL,ELU1,wclamp,1,19,6,2,8,0
0,RL,ELU1,wclamp,1,20,5,2,3,2
0,RL,ELU1,wclamp,1,21,10,9,4,0
0,RL,ELU1,wclamp,1,22,18,9,1,0
0,RL,ELU1,wclamp,1,23,13,5,10,0
0,RL,ELU1,wclamp,1,24,13,8,8,0
0,RL,ELU1,wclamp,1,25,20,10,3,4
0,RL,ELU1,wclamp,1,26,24,10,6,4
0,RL,ELU1,wclamp,1,27,20,6,10,3
0,RL,ELU1,wclamp,1,28,19,6,7,5
0,RL,ELU1,wclamp,1,29,11,7,15,3
0,RL,ELU1,wclamp,1,30,9,6,8,1
0,RL,ELU1,wclamp,1,31,15,9,3,0
0,RL,ELU1,wclamp,1,32,15,6,6,0
0,RL,ELU1,wclamp,1,33,20,6,1,1
0,RL,ELU1,wclamp,1,34,14,5,11,2
0,RL,ELU1,wclamp,1,35,12,7,9,2
0,RL,ELU1,wclamp,1,36,22,12,2,3
0,RL,ELU1,wclamp,1,37,10,4,16,2
0,RL,ELU1,wclamp,1,38,16,10,4,3
0,RL,ELU1,wclamp,1,39,17,4,3,4
0,RL,ELU1,wclamp,1,40,7,1,11,3
0,RL,ELU1,wclamp,1,41,14,8,1,3
0,RL,ELU1,wclamp,1,42,16,7,5,4
0,RL,ELU1,wclamp,1,43,14,7,9,4
0,RL,ELU1,wclamp,1,44,17,4,1,4
0,RL,ELU1,wclamp,1,45,24,10,3,5
0,RL,ELU1,wclamp,1,46,28,12,8,4
0,RL,ELU1,wclamp,1,47,19,3,12,6
0,RL,ELU1,wclamp,1,48,20,7,6,4
0,RL,ELU1,wclamp,1,49,17,6,9,5
0,RL,ELU1,wclamp,1,50,26,9,0,6
0,RL,ELU1,wclamp,2,1,0,0,0,
0,RL,ELU1,wclamp,2,2,0,0,0,
0,RL,ELU1,wclamp,2,3,0,0,0,
0,RL,ELU1,wclamp,2,4,0,0,0,
