event_id,seed,env,act,iv,layer,unit_id,entry_task,entry_q,followup_eligible,censor_reason,exit_within5,first_exit_task,q_lt_0_5_within5,first_q_lt_0_5_task
56,0,PM,ELU1,ref,1,37,23,0.9991666674613953,1,,1,24,1,25
57,0,PM,ELU1,ref,1,39,23,1.0,1,,1,26,0,
58,0,PM,ELU1,ref,1,60,23,0.9908333420753479,1,,1,25,1,25
59,0,PM,ELU1,ref,1,0,24,0.9625000357627869,1,,1,26,1,28
60,0,PM,ELU1,ref,1,51,24,0.9550000429153442,1,,1,25,0,
61,0,PM,ELU1,ref,1,68,24,0.9991666674613953,1,,1,25,0,
62,0,PM,ELU1,ref,1,91,24,0.9600000381469727,1,,1,26,1,26
63,0,PM,ELU1,ref,1,7,25,0.95250004529953,1,,1,26,1,26
64,0,PM,ELU1,ref,1,16,25,0.9783333539962769,1,,1,26,1,28
65,0,PM,ELU1,ref,1,38,25,0.9566667079925537,1,,1,26,1,26
66,0,PM,ELU1,ref,1,45,25,0.9691666960716248,1,,1,26,1,26
67,0,PM,ELU1,ref,1,62,25,0.9691666960716248,1,,1,26,0,
68,0,PM,ELU1,ref,1,83,25,0.9808333516120911,1,,1,27,1,27
69,0,PM,ELU1,ref,1,1,26,0.9800000190734863,1,,1,27,1,31
70,0,PM,ELU1,ref,1,10,26,0.9700000286102295,1,,1,27,1,29
71,0,PM,ELU1,ref,1,13,26,0.9583333730697632,1,,1,28,1,28
72,0,PM,ELU1,ref,1,58,26,0.9941666722297668,1,,1,30,1,31
73,0,PM,ELU1,ref,1,61,26,0.9775000214576721,1,,1,28,1,30
74,0,PM,ELU1,ref,1,65,26,0.9941666722297668,1,,0,,0,
75,0,PM,ELU1,ref,1,68,26,0.9950000047683716,1,,1,27,0,
76,0,PM,ELU1,ref,1,81,26,0.9516667127609253,1,,1,27,1,29
77,0,PM,ELU1,ref,1,0,27,0.9900000095367432,1,,1,28,1,28
78,0,PM,ELU1,ref,1,11,27,0.9941666722297668,1,,1,31,1,31
79,0,PM,ELU1,ref,1,33,27,0.9541667103767395,1,,1,28,1,28
80,0,PM,ELU1,ref,1,38,27,0.9758333563804626,1,,1,28,1,28
81,0,PM,ELU1,ref,1,41,27,0.9550000429153442,1,,1,28,1,31
82,0,PM,ELU1,ref,1,44,27,0.9675000309944153,1,,1,28,0,
83,0,PM,ELU1,ref,1,51,27,0.9541667103767395,1,,1,30,0,
84,0,PM,ELU1,ref,1,53,27,0.9583333730697632,1,,1,28,1,32
85,0,PM,ELU1,ref,1,97,27,0.9533333778381348,1,,1,28,1,28
86,0,PM,ELU1,ref,1,10,28,0.9650000333786011,1,,1,29,1,29
87,0,PM,ELU1,ref,1,52,28,0.9508333802223206,1,,1,29,1,31
88,0,PM,ELU1,ref,1,86,28,0.9600000381469727,1,,1,29,1,29
89,0,PM,ELU1,ref,1,61,29,0.9550000429153442,1,,1,30,1,30
90,0,PM,ELU1,ref,1,62,29,0.9591667056083679,1,,1,30,1,33
91,0,PM,ELU1,ref,1,78,29,0.9858333468437195,1,,1,30,1,30
92,0,PM,ELU1,ref,1,80,29,0.9933333396911621,1,,1,30,1,31
93,0,PM,ELU1,ref,1,30,30,0.9541667103767395,1,,1,31,1,33
94,0,PM,ELU1,ref,1,39,30,0.9958333373069763,1,,1,31,1,34
95,0,PM,ELU1,ref,1,54,30,0.9900000095367432,1,,1,32,1,35
96,0,PM,ELU1,ref,1,55,30,0.9733333587646484,1,,1,31,1,32
97,0,PM,ELU1,ref,1,27,31,0.9650000333786011,1,,1,32,0,
98,0,PM,ELU1,ref,1,33,31,0.9725000262260437,1,,1,32,1,32
99,0,PM,ELU1,ref,1,38,31,0.9975000023841858,1,,1,32,1,32
100,0,PM,ELU1,ref,1,51,31,0.9516667127609253,1,,1,32,0,
101,0,PM,ELU1,ref,1,61,31,0.971666693687439,1,,1,32,1,35
102,0,PM,ELU1,ref,1,0,32,0.9983333349227905,1,,1,35,1,35
103,0,PM,ELU1,ref,1,3,32,0.9933333396911621,1,,1,33,1,34
104,0,PM,ELU1,ref,1,12,32,0.971666693687439,1,,1,33,1,34
105,0,PM,ELU1,ref,1,18,32,0.98416668176651,1,,1,33,1,33
106,0,PM,ELU1,ref,1,49,32,0.971666693687439,1,,1,33,1,34
107,0,PM,ELU1,ref,1,52,32,0.9566667079925537,1,,1,33,1,33
108,0,PM,ELU1,ref,1,68,32,0.9916666746139526,1,,1,33,0,
109,0,PM,ELU1,ref,1,94,32,0.9741666913032532,1,,1,34,1,36
110,0,PM,ELU1,ref,1,99,32,0.9708333611488342,1,,1,33,1,37
111,0,PM,ELU1,ref,1,5,33,0.9808333516120911,1,,1,35,0,
112,0,PM,ELU1,ref,1,26,33,0.987500011920929,1,,1,34,1,34
113,0,PM,ELU1,ref,1,37,33,0.9800000190734863,1,,1,34,1,34
114,0,PM,ELU1,ref,1,38,33,0.9825000166893005,1,,1,35,1,36
115,0,PM,ELU1,ref,1,43,33,0.971666693687439,1,,1,34,1,34
116,0,PM,ELU1,ref,1,44,33,0.9833333492279053,1,,1,34,1,37
117,0,PM,ELU1,ref,1,55,33,0.9691666960716248,1,,1,34,1,34
118,0,PM,ELU1,ref,1,56,33,0.9791666865348816,1,,1,34,1,35
119,0,PM,ELU1,ref,1,58,33,1.0,1,,1,36,1,38
120,0,PM,ELU1,ref,1,71,33,0.9900000095367432,1,,1,35,1,37
121,0,PM,ELU1,ref,1,11,34,0.9891666769981384,1,,1,37,1,37
122,0,PM,ELU1,ref,1,16,34,0.9833333492279053,1,,1,35,1,36
123,0,PM,ELU1,ref,1,50,34,0.9575000405311584,1,,1,35,1,35
124,0,PM,ELU1,ref,1,54,34,0.9500000476837158,1,,1,35,1,35
125,0,PM,ELU1,ref,1,61,34,0.9758333563804626,1,,1,35,1,35
126,0,PM,ELU1,ref,1,76,34,0.987500011920929,1,,1,36,1,37
127,0,PM,ELU1,ref,1,8,35,0.9941666722297668,1,,1,36,1,36
128,0,PM,ELU1,ref,1,27,35,0.9850000143051147,1,,1,36,1,37
129,0,PM,ELU1,ref,1,29,35,0.9625000357627869,1,,1,37,1,39
130,0,PM,ELU1,ref,1,33,35,0.9550000429153442,1,,1,36,1,36
131,0,PM,ELU1,ref,1,37,35,0.9891666769981384,1,,1,37,0,
132,0,PM,ELU1,ref,1,39,35,0.9583333730697632,1,,1,36,0,
133,0,PM,ELU1,ref,1,44,35,0.9925000071525574,1,,1,36,1,37
134,0,PM,ELU1,ref,1,51,35,0.9983333349227905,1,,1,36,0,
135,0,PM,ELU1,ref,1,64,35,0.9950000047683716,1,,1,38,1,38
136,0,PM,ELU1,ref,1,68,35,0.9975000023841858,1,,1,37,1,39
137,0,PM,ELU1,ref,1,80,35,0.9616667032241821,1,,1,36,1,36
138,0,PM,ELU1,ref,1,94,35,0.9983333349227905,1,,1,36,1,36
139,0,PM,ELU1,ref,1,5,36,0.9866666793823242,1,,1,38,1,40
140,0,PM,ELU1,ref,1,9,36,0.9508333802223206,1,,1,37,1,37
141,0,PM,ELU1,ref,1,21,36,0.987500011920929,1,,1,38,1,38
142,0,PM,ELU1,ref,1,34,36,0.9650000333786011,1,,1,37,1,39
143,0,PM,ELU1,ref,1,54,36,0.9891666769981384,1,,1,37,1,37
144,0,PM,ELU1,ref,1,62,36,0.9650000333786011,1,,1,37,1,37
145,0,PM,ELU1,ref,1,71,36,0.9941666722297668,1,,1,37,1,37
146,0,PM,ELU1,ref,1,83,36,0.9541667103767395,1,,1,37,1,40
147,0,PM,ELU1,ref,1,99,36,0.98416668176651,1,,1,37,1,37
148,0,PM,ELU1,ref,1,38,37,0.9658333659172058,1,,1,39,1,39
149,0,PM,ELU1,ref,1,41,37,0.9733333587646484,1,,1,38,0,
150,0,PM,ELU1,ref,1,51,37,0.9533333778381348,1,,1,38,0,
151,0,PM,ELU1,ref,1,58,37,0.9758333563804626,1,,1,38,1,38
152,0,PM,ELU1,ref,1,61,37,0.9633333683013916,1,,1,39,1,42
153,0,PM,ELU1,ref,1,65,37,0.9891666769981384,1,,1,38,1,38
154,0,PM,ELU1,ref,1,86,37,0.9883333444595337,1,,1,38,1,39
155,0,PM,ELU1,ref,1,27,38,0.9650000333786011,1,,1,41,1,41
156,0,PM,ELU1,ref,1,43,38,0.9958333373069763,1,,1,39,1,40
157,0,PM,ELU1,ref,1,52,38,0.9541667103767395,1,,1,39,1,42
158,0,PM,ELU1,ref,1,80,38,1.0,1,,1,39,1,42
159,0,PM,ELU1,ref,1,99,38,0.95250004529953,1,,1,41,1,43
160,0,PM,ELU1,ref,1,3,39,0.9883333444595337,1,,1,40,1,43
161,0,PM,ELU1,ref,1,10,39,0.9633333683013916,1,,1,40,1,40
162,0,PM,ELU1,ref,1,22,39,0.9666666984558105,1,,1,40,1,42
163,0,PM,ELU1,ref,1,37,39,0.9900000095367432,1,,1,40,1,42
164,0,PM,ELU1,ref,1,44,39,0.98416668176651,1,,1,40,1,42
165,0,PM,ELU1,ref,1,51,39,0.9950000047683716,1,,1,41,0,
166,0,PM,ELU1,ref,1,94,39,0.9625000357627869,1,,1,42,0,
167,0,PM,ELU1,ref,1,9,40,0.9541667103767395,1,,1,41,1,41
168,0,PM,ELU1,ref,1,21,40,0.9600000381469727,1,,1,42,0,
169,0,PM,ELU1,ref,1,50,40,0.9983333349227905,1,,1,41,0,
170,0,PM,ELU1,ref,1,54,40,0.9641667008399963,1,,1,41,1,43
171,0,PM,ELU1,ref,1,80,40,0.9633333683013916,1,,1,42,1,42
172,0,PM,ELU1,ref,1,86,40,0.9925000071525574,1,,1,42,1,45
173,0,PM,ELU1,ref,1,8,41,0.9733333587646484,1,,1,42,0,
174,0,PM,ELU1,ref,1,24,41,0.9566667079925537,1,,1,42,1,42
175,0,PM,ELU1,ref,1,58,41,0.9691666960716248,1,,1,44,0,
176,0,PM,ELU1,ref,1,0,42,0.9891666769981384,1,,1,44,1,47
177,0,PM,ELU1,ref,1,3,42,0.9791666865348816,1,,1,43,1,43
178,0,PM,ELU1,ref,1,9,42,0.9766666889190674,1,,1,43,1,46
179,0,PM,ELU1,ref,1,27,42,1.0,1,,1,43,1,46
180,0,PM,ELU1,ref,1,29,42,0.9758333563804626,1,,1,43,1,43
181,0,PM,ELU1,ref,1,43,42,0.9775000214576721,1,,1,43,1,43
182,0,PM,ELU1,ref,1,71,42,0.9833333492279053,1,,1,43,1,44
183,0,PM,ELU1,ref,1,72,42,0.9616667032241821,1,,1,43,1,44
184,0,PM,ELU1,ref,1,8,43,0.9883333444595337,1,,1,45,0,
185,0,PM,ELU1,ref,1,21,43,0.9916666746139526,1,,1,45,0,
186,0,PM,ELU1,ref,1,39,43,0.9908333420753479,1,,1,44,0,
187,0,PM,ELU1,ref,1,53,43,0.987500011920929,1,,1,44,1,48
188,0,PM,ELU1,ref,1,64,43,0.9675000309944153,1,,1,44,1,46
189,0,PM,ELU1,ref,1,68,43,0.9950000047683716,1,,1,44,0,
190,0,PM,ELU1,ref,1,78,43,0.955833375453949,1,,1,46,0,
191,0,PM,ELU1,ref,1,80,43,0.9950000047683716,1,,1,44,1,45
192,0,PM,ELU1,ref,1,94,43,0.9941666722297668,1,,1,44,0,
193,0,PM,ELU1,ref,1,3,44,0.996666669845581,1,,1,45,0,
194,0,PM,ELU1,ref,1,5,44,0.9891666769981384,1,,1,45,1,45
195,0,PM,ELU1,ref,1,25,44,0.9883333444595337,1,,1,45,1,46
196,0,PM,ELU1,ref,1,38,44,0.9750000238418579,1,,1,45,0,
197,0,PM,ELU1,ref,1,97,44,0.9666666984558105,1,,1,45,1,47
198,0,PM,ELU1,ref,1,22,45,0.955833375453949,1,,1,46,1,47
199,0,PM,ELU1,ref,1,27,45,0.9666666984558105,1,,1,46,1,46
200,0,PM,ELU1,ref,1,39,45,0.9958333373069763,1,,1,47,0,
201,0,PM,ELU1,ref,1,54,45,0.9750000238418579,1,,1,46,1,49
202,0,PM,ELU1,ref,1,64,45,0.971666693687439,1,,1,46,1,46
203,0,PM,ELU1,ref,1,72,45,0.9500000476837158,1,,1,47,1,47
204,0,PM,ELU1,ref,1,85,45,0.9775000214576721,1,,1,46,1,46
205,0,PM,ELU1,ref,1,88,45,0.9566667079925537,1,,1,46,1,47
206,0,PM,ELU1,ref,1,91,45,0.9908333420753479,1,,1,48,1,49
207,0,PM,ELU1,ref,1,50,46,0.9691666960716248,0,entry_task_gt_45,,,,
208,0,PM,ELU1,ref,1,51,46,0.9983333349227905,0,entry_task_gt_45,,,,
209,0,PM,ELU1,ref,1,52,46,0.9641667008399963,0,entry_task_gt_45,,,,
210,0,PM,ELU1,ref,1,67,46,0.9775000214576721,0,entry_task_gt_45,,,,
211,0,PM,ELU1,ref,1,80,46,0.9608333706855774,0,entry_task_gt_45,,,,
212,0,PM,ELU1,ref,1,94,46,0.9808333516120911,0,entry_task_gt_45,,,,
213,0,PM,ELU1,ref,1,11,47,0.9883333444595337,0,entry_task_gt_45,,,,
214,0,PM,ELU1,ref,1,58,47,0.9950000047683716,0,entry_task_gt_45,,,,
215,0,PM,ELU1,ref,1,64,47,0.9666666984558105,0,entry_task_gt_45,,,,
216,0,PM,ELU1,ref,1,68,47,0.9950000047683716,0,entry_task_gt_45,,,,
217,0,PM,ELU1,ref,1,99,47,0.9550000429153442,0,entry_task_gt_45,,,,
218,0,PM,ELU1,ref,1,8,48,0.971666693687439,0,entry_task_gt_45,,,,
219,0,PM,ELU1,ref,1,16,48,0.9866666793823242,0,entry_task_gt_45,,,,
220,0,PM,ELU1,ref,1,21,48,0.9933333396911621,0,entry_task_gt_45,,,,
221,0,PM,ELU1,ref,1,39,48,0.9616667032241821,0,entry_task_gt_45,,,,
222,0,PM,ELU1,ref,1,41,48,0.9908333420753479,0,entry_task_gt_45,,,,
223,0,PM,ELU1,ref,1,49,48,0.9600000381469727,0,entry_task_gt_45,,,,
224,0,PM,ELU1,ref,1,54,48,0.96833336353302,0,entry_task_gt_45,,,,
225,0,PM,ELU1,ref,1,78,48,0.9583333730697632,0,entry_task_gt_45,,,,
226,0,PM,ELU1,ref,1,11,49,0.9575000405311584,0,entry_task_gt_45,,,,
227,0,PM,ELU1,ref,1,37,49,0.96833336353302,0,entry_task_gt_45,,,,
228,0,PM,ELU1,ref,1,38,49,0.9850000143051147,0,entry_task_gt_45,,,,
229,0,PM,ELU1,ref,1,66,49,0.9950000047683716,0,entry_task_gt_45,,,,
230,0,PM,ELU1,ref,1,0,50,0.9833333492279053,0,entry_task_gt_45,,,,
231,0,PM,ELU1,ref,1,18,50,0.9600000381469727,0,entry_task_gt_45,,,,
232,0,PM,ELU1,ref,1,46,50,0.9883333444595337,0,entry_task_gt_45,,,,
233,0,PM,ELU1,ref,1,64,50,0.9950000047683716,0,entry_task_gt_45,,,,
234,0,PM,ELU1,ref,1,74,50,0.9633333683013916,0,entry_task_gt_45,,,,
235,0,PM,ELU1,ref,1,94,50,0.9816666841506958,0,entry_task_gt_45,,,,
236,0,PM,ELU1,ref,2,11,4,0.9541667103767395,1,,1,5,1,5
237,0,PM,ELU1,ref,2,23,6,0.9508333802223206,1,,1,7,1,7
238,0,PM,ELU1,ref,2,74,6,0.9891666769981384,1,,1,7,1,7
239,0,PM,ELU1,ref,2,96,6,0.9691666960716248,1,,1,7,1,7
240,0,PM,ELU1,ref,2,17,7,0.9783333539962769,1,,1,9,1,11
241,0,PM,ELU1,ref,2,59,7,0.9950000047683716,1,,1,9,0,
242,0,PM,ELU1,ref,2,3,8,0.9791666865348816,1,,1,12,0,
243,0,PM,ELU1,ref,2,8,8,0.9575000405311584,1,,1,9,1,9
244,0,PM,ELU1,ref,2,11,8,0.9500000476837158,1,,1,9,1,9
245,0,PM,ELU1,ref,2,33,8,0.9733333587646484,1,,1,9,1,11
246,0,PM,ELU1,ref,2,38,8,0.9958333373069763,1,,1,9,1,13
247,0,PM,ELU1,ref,2,43,8,0.9675000309944153,1,,1,9,0,
248,0,PM,ELU1,ref,2,45,8,0.9641667008399963,1,,1,9,1,9
249,0,PM,ELU1,ref,2,48,8,0.987500011920929,1,,1,9,1,9
250,0,PM,ELU1,ref,2,74,8,0.9725000262260437,1,,1,9,1,9
251,0,PM,ELU1,ref,2,75,8,0.9925000071525574,1,,1,9,0,
252,0,PM,ELU1,ref,2,78,8,0.9800000190734863,1,,1,9,0,
253,0,PM,ELU1,ref,2,85,8,0.9850000143051147,1,,1,9,1,10
254,0,PM,ELU1,ref,2,98,8,0.996666669845581,1,,1,9,1,9
255,0,PM,ELU1,ref,2,17,10,0.9958333373069763,1,,1,11,1,11
256,0,PM,ELU1,ref,2,26,10,0.9933333396911621,1,,1,11,0,
257,0,PM,ELU1,ref,2,33,10,1.0,1,,1,11,1,11
258,0,PM,ELU1,ref,2,43,10,0.9908333420753479,1,,1,11,0,
259,0,PM,ELU1,ref,2,48,10,0.9650000333786011,1,,1,11,1,11
260,0,PM,ELU1,ref,2,59,10,0.9991666674613953,1,,1,11,0,
261,0,PM,ELU1,ref,2,71,10,0.9833333492279053,1,,1,11,1,11
262,0,PM,ELU1,ref,2,74,10,0.9800000190734863,1,,1,11,1,11
263,0,PM,ELU1,ref,2,75,10,1.0,1,,1,11,0,
264,0,PM,ELU1,ref,2,80,10,0.9516667127609253,1,,1,11,1,11
265,0,PM,ELU1,ref,2,87,10,0.9916666746139526,1,,1,11,0,
266,0,PM,ELU1,ref,2,59,12,0.9858333468437195,1,,1,13,0,
267,0,PM,ELU1,ref,2,71,12,0.9583333730697632,1,,1,13,1,13
268,0,PM,ELU1,ref,2,72,12,0.9891666769981384,1,,1,13,1,13
269,0,PM,ELU1,ref,2,84,12,0.9775000214576721,1,,1,14,1,17
270,0,PM,ELU1,ref,2,3,13,0.9691666960716248,1,,1,15,0,
271,0,PM,ELU1,ref,2,7,13,0.971666693687439,1,,1,14,0,
272,0,PM,ELU1,ref,2,79,13,0.9933333396911621,1,,1,14,1,14
273,0,PM,ELU1,ref,2,97,13,0.9783333539962769,1,,1,14,0,
274,0,PM,ELU1,ref,2,10,14,0.9708333611488342,1,,1,16,0,
275,0,PM,ELU1,ref,2,43,14,0.9775000214576721,1,,1,17,0,
276,0,PM,ELU1,ref,2,46,14,0.9675000309944153,1,,1,15,1,18
277,0,PM,ELU1,ref,2,47,14,0.9808333516120911,1,,1,15,0,
278,0,PM,ELU1,ref,2,53,14,0.9858333468437195,1,,1,16,1,16
279,0,PM,ELU1,ref,2,62,14,0.9800000190734863,1,,1,16,0,
280,0,PM,ELU1,ref,2,74,14,0.9766666889190674,1,,0,,0,
281,0,PM,ELU1,ref,2,78,14,0.987500011920929,1,,1,15,1,19
282,0,PM,ELU1,ref,2,94,14,0.9575000405311584,1,,1,17,0,
283,0,PM,ELU1,ref,2,98,14,0.9691666960716248,1,,1,15,1,18
284,0,PM,ELU1,ref,2,2,15,0.9975000023841858,1,,1,16,0,
285,0,PM,ELU1,ref,2,16,15,0.9550000429153442,1,,1,16,1,20
286,0,PM,ELU1,ref,2,25,15,0.9950000047683716,1,,1,16,0,
287,0,PM,ELU1,ref,2,34,15,1.0,1,,1,16,0,
288,0,PM,ELU1,ref,2,42,15,0.996666669845581,1,,1,16,1,16
289,0,PM,ELU1,ref,2,45,15,0.996666669845581,1,,1,16,1,17
290,0,PM,ELU1,ref,2,52,15,0.9833333492279053,1,,1,18,1,20
291,0,PM,ELU1,ref,2,59,15,0.96833336353302,1,,1,17,0,
292,0,PM,ELU1,ref,2,68,15,0.9583333730697632,1,,1,16,1,16
293,0,PM,ELU1,ref,2,86,15,0.971666693687439,1,,1,20,1,20
294,0,PM,ELU1,ref,2,89,15,0.9641667008399963,1,,1,16,0,
295,0,PM,ELU1,ref,2,96,15,0.9550000429153442,1,,1,16,1,18
296,0,PM,ELU1,ref,2,3,16,0.9950000047683716,1,,1,17,0,
297,0,PM,ELU1,ref,2,5,16,0.9891666769981384,1,,1,17,0,
298,0,PM,ELU1,ref,2,17,16,0.9991666674613953,1,,1,19,1,19
299,0,PM,ELU1,ref,2,20,16,0.9675000309944153,1,,1,18,1,18
300,0,PM,ELU1,ref,2,81,16,0.9691666960716248,1,,1,17,0,
301,0,PM,ELU1,ref,2,87,16,0.9633333683013916,1,,1,19,0,
302,0,PM,ELU1,ref,2,99,16,0.9833333492279053,1,,1,19,1,20
303,0,PM,ELU1,ref,2,2,17,0.96833336353302,1,,1,18,0,
304,0,PM,ELU1,ref,2,7,17,0.9883333444595337,1,,1,19,0,
305,0,PM,ELU1,ref,2,8,17,0.987500011920929,1,,0,,0,
306,0,PM,ELU1,ref,2,14,17,0.9533333778381348,1,,1,22,0,
307,0,PM,ELU1,ref,2,16,17,0.9850000143051147,1,,1,18,1,20
308,0,PM,ELU1,ref,2,31,17,0.9625000357627869,1,,1,18,0,
309,0,PM,ELU1,ref,2,32,17,0.9825000166893005,1,,1,18,1,19
310,0,PM,ELU1,ref,2,33,17,0.9600000381469727,1,,1,18,1,18
311,0,PM,ELU1,ref,2,48,17,0.9791666865348816,1,,1,21,0,
312,0,PM,ELU1,ref,2,64,17,0.9858333468437195,1,,0,,0,
313,0,PM,ELU1,ref,2,71,17,0.9775000214576721,1,,1,19,0,
314,0,PM,ELU1,ref,2,72,17,0.9708333611488342,1,,1,19,1,22
315,0,PM,ELU1,ref,2,91,17,0.9850000143051147,1,,1,20,0,
316,0,PM,ELU1,ref,2,95,17,0.9941666722297668,1,,1,19,0,
317,0,PM,ELU1,ref,2,96,17,0.9983333349227905,1,,1,18,1,18
318,0,PM,ELU1,ref,2,97,17,0.9858333468437195,1,,1,19,1,19
319,0,PM,ELU1,ref,2,98,17,0.9833333492279053,1,,1,18,1,18
320,0,PM,ELU1,ref,2,3,18,0.996666669845581,1,,1,19,0,
321,0,PM,ELU1,ref,2,5,18,0.9950000047683716,1,,1,19,1,23
322,0,PM,ELU1,ref,2,15,18,0.9775000214576721,1,,1,19,1,22
323,0,PM,ELU1,ref,2,22,18,0.9933333396911621,1,,1,19,0,
324,0,PM,ELU1,ref,2,42,18,0.9941666722297668,1,,1,19,0,
325,0,PM,ELU1,ref,2,58,18,0.996666669845581,1,,1,19,0,
326,0,PM,ELU1,ref,2,59,18,0.996666669845581,1,,1,19,0,
327,0,PM,ELU1,ref,2,75,18,0.9983333349227905,1,,1,19,0,
328,0,PM,ELU1,ref,2,76,18,0.9933333396911621,1,,1,19,0,
329,0,PM,ELU1,ref,2,79,18,0.9708333611488342,1,,1,19,1,21
330,0,PM,ELU1,ref,2,92,18,0.9933333396911621,1,,1,19,0,
331,0,PM,ELU1,ref,2,2,19,0.9725000262260437,1,,1,20,0,
332,0,PM,ELU1,ref,2,10,19,0.9975000023841858,1,,1,20,0,
333,0,PM,ELU1,ref,2,30,19,0.9775000214576721,1,,1,20,0,
334,0,PM,ELU1,ref,2,33,19,0.9616667032241821,1,,1,20,1,20
335,0,PM,ELU1,ref,2,0,20,0.9975000023841858,1,,1,21,1,24
336,0,PM,ELU1,ref,2,3,20,0.9816666841506958,1,,1,22,0,
337,0,PM,ELU1,ref,2,19,20,0.971666693687439,1,,1,21,0,
338,0,PM,ELU1,ref,2,23,20,0.9516667127609253,1,,1,21,0,
