arm,age,coordinate,branch,time,metric,mean,lo,hi,label,n
LR_a0p1_q0,200000,whole,B,1,C_qneg,-0.00268938342040779,-0.018646937261063343,0.013268170420247765,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_qneg,-0.002956912628082506,-0.020668971640993513,0.014755146384828503,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,C_qpos_zpos,0.011688981306610908,-0.02686782631175506,0.05024578892497687,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_qpos_zpos,0.012745614921031587,-0.029874325560693277,0.05536555540275645,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,C_qpos_zneg,1.85529822941833e-05,-0.02083636346709456,0.020873469431682924,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_qpos_zneg,-0.00010476048264674575,-0.02316009205856445,0.02295057109327096,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,C_qneg_zpos,-0.01186142686178287,-0.044650504599779414,0.020927650876213677,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_qneg_zpos,-0.013046242612756637,-0.04934738058202214,0.02325489535650887,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,C_qneg_zneg,-0.0005428655952000483,-0.01269352277407471,0.011607791583674611,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_qneg_zneg,-0.0005978710673448264,-0.014106377571894663,0.012910635437205012,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,C_newly_activated,0.004033402927296275,-0.02403765981479876,0.032104465669391305,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,1,Cbias_newly_activated,0.004353879917991333,-0.026647194656091246,0.03535495449207391,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,K,1.904300156967326e-05,-7.055285586672149e-06,4.5141288726018666e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,K_source_positive,2.830290317368785e-05,-1.3265521445587504e-05,6.98713277929632e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,K_source_negative,-9.259901604014587e-06,-3.058163527841636e-05,1.206183207038719e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,mean_B_delta,-4.409793072860623e-05,-0.0001252597437299409,3.706388227272845e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qpos,0.00034941164693695566,-0.00022785585703272295,0.0009266791509066343,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qpos,0.00039306416797743203,-0.00025654130749302756,0.0010426696434478917,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qneg,-2.1005358153467156e-05,-0.0002456095577233932,0.0002035988414164589,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qneg,-2.4190372041346763e-05,-0.0002761140267989499,0.00022773328271625634,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qpos_zpos,0.00020968198024792843,-0.0005264650457748393,0.000945829006270696,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qpos_zpos,0.0002383339015867641,-0.0005850270178618583,0.0010616948210353866,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qpos_zneg,0.00045069926933119004,-0.00014918255415247633,0.0010505810928148564,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qpos_zneg,0.0005050853683564634,-0.00017013406426171363,0.0011803048009746404,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qneg_zpos,3.3807443675119664e-05,-0.0005806477400498598,0.0006482626274000992,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qneg_zpos,3.559836045119372e-05,-0.0006517426426338566,0.000722939363536244,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_qneg_zneg,-6.023811873903034e-05,-0.0002167509720135368,9.627473453547614e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_qneg_zneg,-6.763798062079549e-05,-0.00024382310393666152,0.00010854714269507055,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,C_newly_activated,0.000501876104794393,-0.00019000052153786136,0.0011937527311266473,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,1,Cbias_newly_activated,0.0005624628815332953,-0.0002160459673515799,0.0013409717304181704,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,K,0.0029757376598998873,-0.0006972282593192148,0.0066487035791189895,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,K_source_positive,0.0035163961841460033,-0.0004571038867664302,0.007489896255058437,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,K_source_negative,-0.000540658524246117,-0.0015808300132468121,0.0004995129647545783,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,mean_B_delta,-0.0021089014546520615,-0.005064128575834614,0.0008463256665304907,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qpos,0.025779165825958135,-0.0016169720139135382,0.05317530366582981,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qpos,0.028367024461406785,-0.0019950825507743623,0.05872913147358794,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qneg,-0.005263800747557405,-0.019669708543117045,0.009142107048002238,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qneg,-0.005811030873404133,-0.021807934867136867,0.010185873120328603,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qpos_zpos,0.028006912754790732,-0.008883159686696451,0.06489698519627791,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qpos_zpos,0.030759472064537212,-0.010055755049248619,0.07157469917832304,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qpos_zneg,0.02526626087810487,-0.00465109991795961,0.05518362167416935,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qpos_zneg,0.02786567621127626,-0.005285145777570617,0.061016498200123136,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qneg_zpos,-0.018716007127725205,-0.04755979094978029,0.010127776694329873,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qneg_zpos,-0.020630239378964944,-0.05255286361536275,0.011292384857432863,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_qneg_zneg,-0.002751309863518369,-0.0134660839804615,0.007963464253424764,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_qneg_zneg,-0.0030470226033989015,-0.014971101529900348,0.008877056323102544,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,C_newly_activated,0.01858620146020063,-0.011334978437794286,0.048507381358195545,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,2,Cbias_newly_activated,0.02034819656348321,-0.012624163294731552,0.05332055642169797,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,K,-1.490463632270605e-06,-4.28584140420737e-05,3.987748677753249e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,K_source_positive,8.310597291673005e-06,-4.37137802834728e-05,6.033497486681881e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,K_source_negative,-9.801060923943599e-06,-2.9960656150043795e-05,1.0358534302156595e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,mean_B_delta,-2.075851786991458e-05,-4.6510030701111196e-05,4.992994961282037e-06,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qpos,0.0001684665912682559,-9.567277757034268e-05,0.0004326059601068545,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qpos,0.00018868721467399412,-0.00010348648071298663,0.0004808609100609749,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qneg,-6.56813217533274e-05,-0.00028381965459752217,0.00015245701109086734,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qneg,-7.345520078799216e-05,-0.0003166946036201408,0.00016978420204415652,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qpos_zpos,3.1707282704510646e-05,-0.00047111289996293603,0.0005345274653719574,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qpos_zpos,3.70248526263234e-05,-0.0005208055184293435,0.0005948552236819902,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qpos_zneg,0.0002715532112984419,-3.1887797198894166e-05,0.000574994219795778,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qpos_zneg,0.00030296081743593097,-3.274694442521002e-05,0.0006386685792970719,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qneg_zpos,-0.00011894883029271506,-0.0007920329731939377,0.0005541353126085076,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qneg_zpos,-0.0001339870324363589,-0.0008847361335426098,0.0006167620686698919,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_qneg_zneg,-6.332188317504156e-05,-0.00016136394017983208,3.472017382974894e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,Cbias_qneg_zneg,-7.054763645281389e-05,-0.00018045065913715333,3.9355386231525554e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,2,C_newly_activated,0.0003071732462778559,0.00011983864590921878,0.0004945078466464931,POSITIVE,10
LR_a0p1_q0,200000,whole,control,2,Cbias_newly_activated,0.0003423131847466019,0.00013388056869831843,0.0005507458007948853,POSITIVE,10
LR_a0p1_q0,200000,whole,B,5,K,0.003033535744744349,-0.0034375965854423597,0.009504668074931059,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,K_source_positive,0.004251536888494022,-0.0028884201870028004,0.011391493963990845,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,K_source_negative,-0.001218001143749673,-0.0029787404183999745,0.0005427381309006285,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,mean_B_delta,-0.005827378774780302,-0.010849635765206605,-0.0008051217843539991,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,5,C_qpos,0.052082730740235075,0.0021234265768901375,0.10204203490358002,POSITIVE,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qpos,0.05730210149538238,0.0022510852330956815,0.11235311775766908,POSITIVE,10
LR_a0p1_q0,200000,whole,B,5,C_qneg,-0.020457821853909514,-0.053280054047649766,0.01236441033983074,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qneg,-0.022676958739568785,-0.058877620187447945,0.013523702708310374,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,C_qpos_zpos,0.06054813869177415,-0.03594385383687683,0.15704013122042515,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qpos_zpos,0.06649625293247637,-0.039653947137492096,0.17264645300244483,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,C_qpos_zneg,0.05218985829608154,0.000900803519346724,0.10347891307281636,POSITIVE,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qpos_zneg,0.057551158368394494,0.0008086963353762036,0.11429362040141278,POSITIVE,10
LR_a0p1_q0,200000,whole,B,5,C_qneg_zpos,-0.044891562594438335,-0.1160537438587799,0.02627061866990322,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qneg_zpos,-0.049503511226604215,-0.12795409884163805,0.02894707638842963,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,C_qneg_zneg,-0.0145933567240021,-0.03535538470724933,0.006168671259245136,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,Cbias_qneg_zneg,-0.0162381848833046,-0.03919543373470563,0.006719063968096434,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,C_newly_activated,0.029623613851725912,-0.020963578128350875,0.0802108058318027,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,5,Cbias_newly_activated,0.03253526562786272,-0.02302697078236448,0.08809750203808991,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,K,5.427459153806623e-05,-0.0001649784226883241,0.0002735276057644565,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,K_source_positive,6.0355710777095506e-05,-0.00019421370797102755,0.00031492512952521854,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,K_source_negative,-6.081119239029246e-06,-4.699100205136248e-05,3.482876357330399e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,mean_B_delta,-9.689888395069161e-05,-0.00037100574780669254,0.00017720797990530932,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qpos,0.0005062175017777361,-0.001329959666004297,0.002342394669559769,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qpos,0.0005610498746687985,-0.0014746859315368172,0.002596785680874414,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qneg,-6.14249910485955e-05,-0.0006230695927516716,0.0005002196106544805,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qneg,-6.682289598170741e-05,-0.0006936842202942127,0.0005600384283307978,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qpos_zpos,0.0006784844615121599,-0.0021417389648447248,0.003498707887869044,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qpos_zpos,0.0007503516935741844,-0.0023712010811018426,0.0038719044682502114,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qpos_zneg,0.0002512157293996272,-0.0009708739065813279,0.0014733053653805824,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qpos_zneg,0.00028018318821906456,-0.001078726371905492,0.001639092748343621,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qneg_zpos,-0.00015570738495590067,-0.0014502757308593813,0.00113886096094758,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qneg_zpos,-0.0001704062281738561,-0.0016106638324828975,0.0012698513761351855,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_qneg_zneg,-0.00010073191009017581,-0.0005497584169192942,0.0003482945967389426,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_qneg_zneg,-0.00011069684082081912,-0.0006126179989564307,0.00039122431731479246,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,C_newly_activated,0.0009988291348889378,-0.001136611092534733,0.0031342693623126086,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,5,Cbias_newly_activated,0.001109755172582068,-0.0012585517527396455,0.0034780620979037815,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,K,0.0022354715177232516,-0.011386744966526027,0.015857688001972528,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,K_source_positive,0.0031927989765172166,-0.011414774030048716,0.01780037198308315,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,K_source_negative,-0.0009573274587939657,-0.0026653319229567873,0.0007506770053688557,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,mean_B_delta,-0.005328897287096806,-0.012372875540983945,0.0017150809667903326,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qpos,0.047280207151739376,-0.0038928824917045662,0.09845329679518332,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qpos,0.05190221239826235,-0.004742276896643534,0.10854670169316824,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qneg,-0.01767147023852688,-0.06093291411779549,0.025589973640741732,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qneg,-0.019652083504903432,-0.06743554987920856,0.0281313828694017,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qpos_zpos,0.07140834288839276,-0.007182674015308532,0.14999935979209406,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qpos_zpos,0.07881127366271375,-0.007904591514751133,0.1655271388401786,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qpos_zneg,0.028554109543964833,-0.0382895779595895,0.09539779704751916,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qpos_zneg,0.03090303034335004,-0.04368827158140891,0.10549433226810899,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qneg_zpos,-0.026876058376928587,-0.10636251417343023,0.05261039741957305,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qneg_zpos,-0.02961221973126485,-0.1172002871092924,0.057975847646762696,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_qneg_zneg,-0.014090160366707174,-0.051046845101961065,0.022866524368546713,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_qneg_zneg,-0.015764489460097737,-0.05666768785814296,0.025138708937947486,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,C_newly_activated,0.03307150128075319,-0.031064838457074556,0.09720784101858093,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,10,Cbias_newly_activated,0.0365004421807051,-0.034267173186952285,0.10726805754836248,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,K,4.0182778201342534e-05,-0.00016773328362909676,0.00024809884003178186,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,K_source_positive,2.15902231738359e-05,-0.00020124071871113744,0.00024442116505880927,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,K_source_negative,1.859255502750667e-05,-1.5356504968587297e-05,5.2541615023600635e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,mean_B_delta,-0.00011513096002804777,-0.00037197492433061396,0.00014171300427451845,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qpos,0.000642355776503058,-0.0007815799315291926,0.0020662914845353086,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qpos,0.0007150486273156669,-0.0008651921885617453,0.0022952894431930793,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qneg,8.873648471952202e-06,-0.0004489599085175418,0.0004667072054614462,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qneg,1.1300205396730032e-05,-0.0004970369432703536,0.0005196373540638136,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qpos_zpos,0.0003717904231362159,-0.0008479790171394578,0.0015915598634118895,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qpos_zpos,0.00041208188618303105,-0.0009390609180034401,0.0017632246903695023,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qpos_zneg,0.0007385737587563144,-0.0012517555450249932,0.002728903062537622,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qpos_zneg,0.0008262591178058913,-0.0013805837755761438,0.0030331020111879266,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qneg_zpos,-0.0002811103200334529,-0.0014315536185486484,0.0008693329784817427,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qneg_zpos,-0.00031039920557378954,-0.0015873985890850274,0.0009666001779374482,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_qneg_zneg,4.231468765435685e-06,-0.0003684227661399579,0.00037688570367082927,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_qneg_zneg,6.029831806204217e-06,-0.0004078140395593656,0.00041987370317177403,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,C_newly_activated,0.0008108575833940387,-0.0003076218754126357,0.0019293370422007131,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,10,Cbias_newly_activated,0.0009068077154459986,-0.00033786387314820986,0.002151479304040207,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,K,0.006125801699616655,-0.015927374524199407,0.02817897792343272,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,K_source_positive,0.008271405929467953,-0.015281295359210006,0.03182410721814591,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,K_source_negative,-0.0021456042298513044,-0.004446920083686506,0.0001557116239838969,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,mean_B_delta,-0.013914652903227489,-0.022154587970592457,-0.0056747178358625226,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,20,C_qpos,0.10905086183678256,0.026311649261491973,0.19179007441207313,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qpos,0.12016148499552834,0.028775893807323705,0.21154707618373297,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,C_qneg,-0.041397979506539104,-0.08124791107497115,-0.0015480479381070542,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qneg,-0.04587258146254624,-0.08977514037119264,-0.0019700225538998514,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,20,C_qpos_zpos,0.1404832927145005,0.020704733911041703,0.2602618515179593,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qpos_zpos,0.1549881857090718,0.02313801440102578,0.2868383570171178,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,C_qpos_zneg,0.08493408613608508,0.01119357769529604,0.1586745945768741,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qpos_zneg,0.09330237793180905,0.011251472915355554,0.17535328294826255,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,C_qneg_zpos,-0.076917203976612,-0.15977112563069457,0.005936717677470574,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qneg_zpos,-0.0846985261303966,-0.17572094441759736,0.006323892156804151,UNRESOLVED,10
LR_a0p1_q0,200000,whole,B,20,C_qneg_zneg,-0.035045636045441544,-0.06862584353954812,-0.0014654285513349685,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_qneg_zneg,-0.03896675506444798,-0.07606816614708448,-0.0018653439818114778,NEGATIVE,10
LR_a0p1_q0,200000,whole,B,20,C_newly_activated,0.10522719879441585,0.02121535872426994,0.18923903886456175,POSITIVE,10
LR_a0p1_q0,200000,whole,B,20,Cbias_newly_activated,0.11586776835299831,0.023017374935518933,0.2087181617704777,POSITIVE,10
LR_a0p1_q0,200000,whole,control,20,K,8.149766901277673e-05,-0.00016858261947691564,0.00033157795750246913,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,20,K_source_positive,7.964318511509076e-05,-0.0001820958502323934,0.0003413822204625749,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,20,K_source_negative,1.8544838976860322e-06,-3.18801306125038e-05,3.5589098407875864e-05,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,20,mean_B_delta,-0.00019080663274924885,-0.0005298484902274069,0.00014823522472890918,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,20,C_qpos,0.0010114465370792314,-0.0005975302266115932,0.0026204233007700558,UNRESOLVED,10
LR_a0p1_q0,200000,whole,control,20,Cbias_qpos,0.001119229962179717,-0.0006603946249720933,0.0028988545493315275,UNRESOLVED,10
