arm,age,metric,seed,value
LR_a0p1_q0,200000,null_field_energy_over_jump_energy,7,0.9528391900791806
LR_a0p1_q0,200000,null_field_energy_over_jump_energy,8,0.9271038973675862
LR_a0p1_q0,200000,null_field_energy_over_jump_energy,9,0.9287424984440922
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,0,0.11959951028851237
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,1,0.1141186450978348
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,2,0.07643805471611086
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,3,0.09899847675619936
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,4,0.07378628193818654
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,5,0.06862481499539431
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,6,0.11839485816644327
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,7,0.06996257344599177
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,8,0.08484367022494159
LR_a0p1_q0,200000,span_jump_energy_over_jump_energy,9,0.09630517430948089
LR_a0p1_q0,200000,cross_over_jump_energy,0,-0.022291631512548885
LR_a0p1_q0,200000,cross_over_jump_energy,1,-0.01429872241475696
LR_a0p1_q0,200000,cross_over_jump_energy,2,-0.007892828811209205
LR_a0p1_q0,200000,cross_over_jump_energy,3,-0.004125379588228783
LR_a0p1_q0,200000,cross_over_jump_energy,4,-0.014898544063268578
LR_a0p1_q0,200000,cross_over_jump_energy,5,-0.017560047187952378
LR_a0p1_q0,200000,cross_over_jump_energy,6,-0.03858614399856112
LR_a0p1_q0,200000,cross_over_jump_energy,7,-0.022801763525176905
LR_a0p1_q0,200000,cross_over_jump_energy,8,-0.011947567592523993
LR_a0p1_q0,200000,cross_over_jump_energy,9,-0.025047672753568766
LR_a0p1_q0,200000,null_field_signed_mean,0,-0.020229631963606824
LR_a0p1_q0,200000,null_field_signed_mean,1,-0.02198853397446499
LR_a0p1_q0,200000,null_field_signed_mean,2,-0.02097106935767874
LR_a0p1_q0,200000,null_field_signed_mean,3,-0.01731937846782305
LR_a0p1_q0,200000,null_field_signed_mean,4,-0.01232654907419262
LR_a0p1_q0,200000,null_field_signed_mean,5,-0.03344381000963007
LR_a0p1_q0,200000,null_field_signed_mean,6,-0.04020069358690927
LR_a0p1_q0,200000,null_field_signed_mean,7,-0.028245283043675216
LR_a0p1_q0,200000,null_field_signed_mean,8,-0.027398952640298877
LR_a0p1_q0,200000,null_field_signed_mean,9,-0.0254160303405169
LR_a0p1_q0,200000,null_field_positive_fraction,0,0.48
LR_a0p1_q0,200000,null_field_positive_fraction,1,0.4693333333333333
LR_a0p1_q0,200000,null_field_positive_fraction,2,0.4746666666666667
LR_a0p1_q0,200000,null_field_positive_fraction,3,0.4646666666666667
LR_a0p1_q0,200000,null_field_positive_fraction,4,0.48533333333333334
LR_a0p1_q0,200000,null_field_positive_fraction,5,0.4713333333333333
LR_a0p1_q0,200000,null_field_positive_fraction,6,0.45666666666666667
LR_a0p1_q0,200000,null_field_positive_fraction,7,0.4686666666666667
LR_a0p1_q0,200000,null_field_positive_fraction,8,0.48133333333333334
LR_a0p1_q0,200000,null_field_positive_fraction,9,0.4766666666666667
LR_a0p1_q0,200000,null_field_positive_energy_fraction,0,0.43638071094071684
LR_a0p1_q0,200000,null_field_positive_energy_fraction,1,0.448742815261702
LR_a0p1_q0,200000,null_field_positive_energy_fraction,2,0.44202387354525896
LR_a0p1_q0,200000,null_field_positive_energy_fraction,3,0.4628561638236179
LR_a0p1_q0,200000,null_field_positive_energy_fraction,4,0.45953549144552186
LR_a0p1_q0,200000,null_field_positive_energy_fraction,5,0.3978669424796674
LR_a0p1_q0,200000,null_field_positive_energy_fraction,6,0.39247837093203725
LR_a0p1_q0,200000,null_field_positive_energy_fraction,7,0.4152496713079871
LR_a0p1_q0,200000,null_field_positive_energy_fraction,8,0.4163616401208154
LR_a0p1_q0,200000,null_field_positive_energy_fraction,9,0.4306650477271187
LR_a0p1_q0,200000,B_Kn,0,0.0007650069578541535
LR_a0p1_q0,200000,B_Kn,1,-0.0010788763781439945
LR_a0p1_q0,200000,B_Kn,2,0.0009270025334897866
LR_a0p1_q0,200000,B_Kn,3,0.0006607470644439661
LR_a0p1_q0,200000,B_Kn,4,0.00024479378225232605
LR_a0p1_q0,200000,B_Kn,5,0.0007852946616322962
LR_a0p1_q0,200000,B_Kn,6,-7.778706588284165e-05
LR_a0p1_q0,200000,B_Kn,7,0.002101297724228833
LR_a0p1_q0,200000,B_Kn,8,-0.00036056024194004374
LR_a0p1_q0,200000,B_Kn,9,-0.0007775609066922459
LR_a0p1_q0,200000,B_mean_transport_null,0,-0.00323910054009536
LR_a0p1_q0,200000,B_mean_transport_null,1,-0.003516850558199165
LR_a0p1_q0,200000,B_mean_transport_null,2,-0.005363453625903958
LR_a0p1_q0,200000,B_mean_transport_null,3,-0.0017975469454719684
LR_a0p1_q0,200000,B_mean_transport_null,4,-0.006578127807340821
LR_a0p1_q0,200000,B_mean_transport_null,5,-0.007632868618745288
LR_a0p1_q0,200000,B_mean_transport_null,6,0.002942024174665025
LR_a0p1_q0,200000,B_mean_transport_null,7,-0.006653952264091916
LR_a0p1_q0,200000,B_mean_transport_null,8,-0.00671664370779883
LR_a0p1_q0,200000,B_mean_transport_null,9,-0.003208363222762334
LR_a0p1_q0,200000,B_mean_transport_span,0,-0.032955492937853326
LR_a0p1_q0,200000,B_mean_transport_span,1,-0.03184671543389411
LR_a0p1_q0,200000,B_mean_transport_span,2,-0.05454793036939165
LR_a0p1_q0,200000,B_mean_transport_span,3,-0.01842855935472958
LR_a0p1_q0,200000,B_mean_transport_span,4,-0.056689749822339965
LR_a0p1_q0,200000,B_mean_transport_span,5,-0.07534895559226616
LR_a0p1_q0,200000,B_mean_transport_span,6,0.030888266212122244
LR_a0p1_q0,200000,B_mean_transport_span,7,-0.05974312421485825
LR_a0p1_q0,200000,B_mean_transport_span,8,-0.05861048754266882
LR_a0p1_q0,200000,B_mean_transport_span,9,-0.03873811413855701
LR_a0p1_q0,200000,B_mean_transport_W,0,-0.036194593477948664
LR_a0p1_q0,200000,B_mean_transport_W,1,-0.03536356599209327
LR_a0p1_q0,200000,B_mean_transport_W,2,-0.0599113839952956
LR_a0p1_q0,200000,B_mean_transport_W,3,-0.02022610630020156
LR_a0p1_q0,200000,B_mean_transport_W,4,-0.0632678776296808
LR_a0p1_q0,200000,B_mean_transport_W,5,-0.08298182421101145
LR_a0p1_q0,200000,B_mean_transport_W,6,0.03383029038678724
LR_a0p1_q0,200000,B_mean_transport_W,7,-0.06639707647895016
LR_a0p1_q0,200000,B_mean_transport_W,8,-0.06532713125046766
LR_a0p1_q0,200000,B_mean_transport_W,9,-0.04194647736131933
LR_a0p1_q0,200000,B_mean_transport_bias,0,-0.0036965243411001217
LR_a0p1_q0,200000,B_mean_transport_bias,1,-0.0038121514539899387
LR_a0p1_q0,200000,B_mean_transport_bias,2,-0.005813809031700214
LR_a0p1_q0,200000,B_mean_transport_bias,3,-0.0019457878018909372
LR_a0p1_q0,200000,B_mean_transport_bias,4,-0.0070828493454295986
LR_a0p1_q0,200000,B_mean_transport_bias,5,-0.008552289309607044
LR_a0p1_q0,200000,B_mean_transport_bias,6,0.0031846482598701775
LR_a0p1_q0,200000,B_mean_transport_bias,7,-0.007293196627508336
LR_a0p1_q0,200000,B_mean_transport_bias,8,-0.007590697035421598
LR_a0p1_q0,200000,B_mean_transport_bias,9,-0.0035948280865178888
LR_a0p1_q0,200000,B_null_weight_norm2_change,0,-0.12570025519070005
LR_a0p1_q0,200000,B_null_weight_norm2_change,1,0.4031258684344112
LR_a0p1_q0,200000,B_null_weight_norm2_change,2,-0.17025017588734
LR_a0p1_q0,200000,B_null_weight_norm2_change,3,-0.0994477113141223
LR_a0p1_q0,200000,B_null_weight_norm2_change,4,0.026846057060686254
LR_a0p1_q0,200000,B_null_weight_norm2_change,5,-0.0855719171397126
LR_a0p1_q0,200000,B_null_weight_norm2_change,6,0.09131580370418647
LR_a0p1_q0,200000,B_null_weight_norm2_change,7,-0.4905051901970416
LR_a0p1_q0,200000,B_null_weight_norm2_change,8,0.21143617184081326
LR_a0p1_q0,200000,B_null_weight_norm2_change,9,0.32993878390782017
LR_a0p1_q0,200000,B_Cn_qpos,0,0.017182500762458953
LR_a0p1_q0,200000,B_Cn_qpos,1,-0.010911783874955458
LR_a0p1_q0,200000,B_Cn_qpos,2,0.014523820194411601
LR_a0p1_q0,200000,B_Cn_qpos,3,0.01565877640630632
LR_a0p1_q0,200000,B_Cn_qpos,4,0.024978119527105238
LR_a0p1_q0,200000,B_Cn_qpos,5,0.03629062400830333
LR_a0p1_q0,200000,B_Cn_qpos,6,-0.014564563516405688
LR_a0p1_q0,200000,B_Cn_qpos,7,0.043132415301105856
LR_a0p1_q0,200000,B_Cn_qpos,8,0.02263182284991843
LR_a0p1_q0,200000,B_Cn_qpos,9,-0.006583904520952288
LR_a0p1_q0,200000,B_Cwhole_qpos,0,0.17937386691432686
LR_a0p1_q0,200000,B_Cwhole_qpos,1,-0.04921606372037901
LR_a0p1_q0,200000,B_Cwhole_qpos,2,0.14168997057237187
LR_a0p1_q0,200000,B_Cwhole_qpos,3,0.16145222761272426
LR_a0p1_q0,200000,B_Cwhole_qpos,4,0.25265067116356466
LR_a0p1_q0,200000,B_Cwhole_qpos,5,0.38128460288108545
LR_a0p1_q0,200000,B_Cwhole_qpos,6,-0.20395603244636867
LR_a0p1_q0,200000,B_Cwhole_qpos,7,0.41659640734979925
LR_a0p1_q0,200000,B_Cwhole_qpos,8,0.1784281100251304
LR_a0p1_q0,200000,B_Cwhole_qpos,9,-0.022641803224960923
LR_a0p1_q0,200000,B_Cn_qneg,0,0.003194954412848477
LR_a0p1_q0,200000,B_Cn_qneg,1,-0.014332092557537058
LR_a0p1_q0,200000,B_Cn_qneg,2,0.00996787339161259
LR_a0p1_q0,200000,B_Cn_qneg,3,0.0036115470199358573
LR_a0p1_q0,200000,B_Cn_qneg,4,-0.019566579643474007
LR_a0p1_q0,200000,B_Cn_qneg,5,-0.01632622941598434
LR_a0p1_q0,200000,B_Cn_qneg,6,0.00426568107766115
LR_a0p1_q0,200000,B_Cn_qneg,7,0.001475390968724077
LR_a0p1_q0,200000,B_Cn_qneg,8,-0.027530539692275348
LR_a0p1_q0,200000,B_Cn_qneg,9,-0.01289354159850547
LR_a0p1_q0,200000,B_Cwhole_qneg,0,-0.022649575927450954
LR_a0p1_q0,200000,B_Cwhole_qneg,1,-0.14313663324423812
LR_a0p1_q0,200000,B_Cwhole_qneg,2,0.005972904936373942
LR_a0p1_q0,200000,B_Cwhole_qneg,3,0.05174504466073194
LR_a0p1_q0,200000,B_Cwhole_qneg,4,-0.1762640810848962
LR_a0p1_q0,200000,B_Cwhole_qneg,5,-0.20951550332978425
LR_a0p1_q0,200000,B_Cwhole_qneg,6,0.034737645973220974
LR_a0p1_q0,200000,B_Cwhole_qneg,7,-0.005123471112019708
LR_a0p1_q0,200000,B_Cwhole_qneg,8,-0.2946862944712377
LR_a0p1_q0,200000,B_Cwhole_qneg,9,-0.15388830404274007
LR_a0p1_q0,200000,B_Cn_qpos_zpos,0,0.0363423188119787
LR_a0p1_q0,200000,B_Cn_qpos_zpos,1,-0.007990089605587681
LR_a0p1_q0,200000,B_Cn_qpos_zpos,2,0.020811861576722664
LR_a0p1_q0,200000,B_Cn_qpos_zpos,3,0.031232318439469723
LR_a0p1_q0,200000,B_Cn_qpos_zpos,4,0.057704033008401406
LR_a0p1_q0,200000,B_Cn_qpos_zpos,5,0.04931373384530859
LR_a0p1_q0,200000,B_Cn_qpos_zpos,6,-0.016750926854417637
LR_a0p1_q0,200000,B_Cn_qpos_zpos,7,0.0759923296276777
LR_a0p1_q0,200000,B_Cn_qpos_zpos,8,0.04083088363575571
LR_a0p1_q0,200000,B_Cn_qpos_zpos,9,0.0007175742038422815
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,0,0.35970196256479675
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,1,0.07758517428387711
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,2,0.22778839828181138
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,3,0.34695172703224136
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,4,0.5835938414054708
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,5,0.5627123886857754
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,6,-0.28665794633679714
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,7,0.8000810868127836
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,8,0.3490684865280519
LR_a0p1_q0,200000,B_Cwhole_qpos_zpos,9,0.07796372699618852
LR_a0p1_q0,200000,B_Cn_qpos_zneg,0,0.009447422755663171
LR_a0p1_q0,200000,B_Cn_qpos_zneg,1,-0.012062575760741845
LR_a0p1_q0,200000,B_Cn_qpos_zneg,2,0.009516847625330865
LR_a0p1_q0,200000,B_Cn_qpos_zneg,3,0.013383523213590312
LR_a0p1_q0,200000,B_Cn_qpos_zneg,4,0.02065297309983186
LR_a0p1_q0,200000,B_Cn_qpos_zneg,5,0.02256920391150049
LR_a0p1_q0,200000,B_Cn_qpos_zneg,6,-0.014048264970474721
LR_a0p1_q0,200000,B_Cn_qpos_zneg,7,0.028317480032322203
LR_a0p1_q0,200000,B_Cn_qpos_zneg,8,0.01795803438726328
LR_a0p1_q0,200000,B_Cn_qpos_zneg,9,-0.007754838500409489
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,0,0.10657297271646785
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,1,-0.09916031604440555
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,2,0.07313245964458856
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,3,0.13435124265999374
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,4,0.20891231467061658
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,5,0.1901285044210137
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,6,-0.18442639748360823
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,7,0.24370183902098788
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,8,0.1346051329853955
LR_a0p1_q0,200000,B_Cwhole_qpos_zneg,9,-0.03877585473663832
LR_a0p1_q0,200000,B_Cn_qneg_zpos,0,-0.019471382452855953
LR_a0p1_q0,200000,B_Cn_qneg_zpos,1,-0.05237826844594377
LR_a0p1_q0,200000,B_Cn_qneg_zpos,2,0.012823070353056888
LR_a0p1_q0,200000,B_Cn_qneg_zpos,3,0.0156278172199136
LR_a0p1_q0,200000,B_Cn_qneg_zpos,4,-0.05915684471116291
LR_a0p1_q0,200000,B_Cn_qneg_zpos,5,-0.03894724824059818
LR_a0p1_q0,200000,B_Cn_qneg_zpos,6,0.012844214456748819
LR_a0p1_q0,200000,B_Cn_qneg_zpos,7,-0.036777223134177306
LR_a0p1_q0,200000,B_Cn_qneg_zpos,8,-0.08139958640271289
LR_a0p1_q0,200000,B_Cn_qneg_zpos,9,-0.06294506846570608
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,0,-0.2449705455882984
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,1,-0.5171344177160243
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,2,0.013407240164346454
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,3,0.24167570841432304
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,4,-0.39859419278377134
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,5,-0.4674685345365445
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,6,0.12836871576105735
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,7,-0.3773347392878834
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,8,-0.9336808616231371
LR_a0p1_q0,200000,B_Cwhole_qneg_zpos,9,-0.8315036680173237
LR_a0p1_q0,200000,B_Cn_qneg_zneg,0,0.0043851218606255765
LR_a0p1_q0,200000,B_Cn_qneg_zneg,1,-0.010638710887922263
LR_a0p1_q0,200000,B_Cn_qneg_zneg,2,0.009787511101138376
LR_a0p1_q0,200000,B_Cn_qneg_zneg,3,0.0016587113867956385
LR_a0p1_q0,200000,B_Cn_qneg_zneg,4,-0.017270933106618733
LR_a0p1_q0,200000,B_Cn_qneg_zneg,5,-0.01081813594075119
LR_a0p1_q0,200000,B_Cn_qneg_zneg,6,0.003754322280368192
LR_a0p1_q0,200000,B_Cn_qneg_zneg,7,0.0038920890634892924
LR_a0p1_q0,200000,B_Cn_qneg_zneg,8,-0.018486311001305853
LR_a0p1_q0,200000,B_Cn_qneg_zneg,9,-0.009314176124863646
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,0,-0.01097591279360177
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,1,-0.10683031521384843
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,2,0.00550327928603282
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,3,0.02087828136136197
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,4,-0.16337224138421383
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,5,-0.14670536117294328
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,6,0.029156380607665802
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,7,0.018391843690545043
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,8,-0.18740366463978975
LR_a0p1_q0,200000,B_Cwhole_qneg_zneg,9,-0.10542958180125579
LR_a0p1_q0,200000,control_Kn,0,-2.798080960059249e-16
LR_a0p1_q0,200000,control_Kn,1,-2.138892770251524e-16
LR_a0p1_q0,200000,control_Kn,2,8.338141906086236e-17
LR_a0p1_q0,200000,control_Kn,3,-1.0599372940934338e-16
LR_a0p1_q0,200000,control_Kn,4,-3.3318941444120057e-16
LR_a0p1_q0,200000,control_Kn,5,1.5425721186854305e-16
LR_a0p1_q0,200000,control_Kn,6,1.3568168015625403e-16
LR_a0p1_q0,200000,control_Kn,7,3.5548288309325146e-17
LR_a0p1_q0,200000,control_Kn,8,-5.043142147089839e-17
LR_a0p1_q0,200000,control_Kn,9,-2.1465976911537623e-16
LR_a0p1_q0,200000,control_mean_transport_null,0,-2.0400047805024732e-17
LR_a0p1_q0,200000,control_mean_transport_null,1,-1.7228524181921852e-16
LR_a0p1_q0,200000,control_mean_transport_null,2,-1.3804801186295124e-16
LR_a0p1_q0,200000,control_mean_transport_null,3,1.0915710418163879e-16
LR_a0p1_q0,200000,control_mean_transport_null,4,-9.059574561723892e-17
LR_a0p1_q0,200000,control_mean_transport_null,5,1.721237933554702e-16
LR_a0p1_q0,200000,control_mean_transport_null,6,-5.277715454596455e-18
LR_a0p1_q0,200000,control_mean_transport_null,7,2.1306502125369666e-16
LR_a0p1_q0,200000,control_mean_transport_null,8,-1.1008534341660678e-17
LR_a0p1_q0,200000,control_mean_transport_null,9,1.9449622229821714e-16
LR_a0p1_q0,200000,control_mean_transport_span,0,0.0017605205527252623
LR_a0p1_q0,200000,control_mean_transport_span,1,0.00033954371600008836
LR_a0p1_q0,200000,control_mean_transport_span,2,-2.7101783152575884e-05
LR_a0p1_q0,200000,control_mean_transport_span,3,0.00013194892150186985
LR_a0p1_q0,200000,control_mean_transport_span,4,-0.0015883052717106075
LR_a0p1_q0,200000,control_mean_transport_span,5,4.925017124205527e-06
LR_a0p1_q0,200000,control_mean_transport_span,6,3.2597225548536446e-06
LR_a0p1_q0,200000,control_mean_transport_span,7,0.0005046970255321204
LR_a0p1_q0,200000,control_mean_transport_span,8,0.00027643354887713447
LR_a0p1_q0,200000,control_mean_transport_span,9,0.001168895808025104
LR_a0p1_q0,200000,control_mean_transport_W,0,0.0017605205527252419
LR_a0p1_q0,200000,control_mean_transport_W,1,0.000339543715999916
LR_a0p1_q0,200000,control_mean_transport_W,2,-2.710178315271393e-05
LR_a0p1_q0,200000,control_mean_transport_W,3,0.00013194892150197903
LR_a0p1_q0,200000,control_mean_transport_W,4,-0.0015883052717106975
LR_a0p1_q0,200000,control_mean_transport_W,5,4.925017124377341e-06
LR_a0p1_q0,200000,control_mean_transport_W,6,3.2597225548483685e-06
LR_a0p1_q0,200000,control_mean_transport_W,7,0.0005046970255323338
LR_a0p1_q0,200000,control_mean_transport_W,8,0.0002764335488771234
LR_a0p1_q0,200000,control_mean_transport_W,9,0.0011688958080252985
LR_a0p1_q0,200000,control_mean_transport_bias,0,0.00017660542982212034
LR_a0p1_q0,200000,control_mean_transport_bias,1,2.310990431902464e-05
LR_a0p1_q0,200000,control_mean_transport_bias,2,-8.84327363324162e-07
LR_a0p1_q0,200000,control_mean_transport_bias,3,1.9863203434046958e-05
LR_a0p1_q0,200000,control_mean_transport_bias,4,-0.00027070518766234697
LR_a0p1_q0,200000,control_mean_transport_bias,5,-4.797912552623392e-05
LR_a0p1_q0,200000,control_mean_transport_bias,6,5.736374345373388e-07
LR_a0p1_q0,200000,control_mean_transport_bias,7,5.812388930388764e-05
LR_a0p1_q0,200000,control_mean_transport_bias,8,2.147108944426808e-05
LR_a0p1_q0,200000,control_mean_transport_bias,9,0.0001066344277039697
LR_a0p1_q0,200000,control_null_weight_norm2_change,0,8.006925261870605e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,1,6.23449440429901e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,2,-2.2487840764842096e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,3,2.879529173683863e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,4,9.491920392318124e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,5,-4.5538064978667626e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,6,-4.1513867396009445e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,7,-1.058166739798631e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,8,1.420492574926902e-14
LR_a0p1_q0,200000,control_null_weight_norm2_change,9,6.220108718330665e-14
LR_a0p1_q0,200000,control_Cn_qpos,0,1.2164149229657601e-16
LR_a0p1_q0,200000,control_Cn_qpos,1,8.730939880993282e-17
LR_a0p1_q0,200000,control_Cn_qpos,2,2.225584519770741e-16
LR_a0p1_q0,200000,control_Cn_qpos,3,-5.641171433668206e-16
LR_a0p1_q0,200000,control_Cn_qpos,4,-1.5769846853400218e-16
LR_a0p1_q0,200000,control_Cn_qpos,5,-1.5026783964886084e-15
LR_a0p1_q0,200000,control_Cn_qpos,6,-1.0031662234934671e-15
LR_a0p1_q0,200000,control_Cn_qpos,7,-9.831866610286668e-16
LR_a0p1_q0,200000,control_Cn_qpos,8,-2.4908775440057436e-16
LR_a0p1_q0,200000,control_Cn_qpos,9,-3.8064032967794665e-16
LR_a0p1_q0,200000,control_Cwhole_qpos,0,-0.007686440926674153
LR_a0p1_q0,200000,control_Cwhole_qpos,1,-0.001897581021045948
LR_a0p1_q0,200000,control_Cwhole_qpos,2,5.1716917844172055e-05
LR_a0p1_q0,200000,control_Cwhole_qpos,3,-0.0001521002833308255
LR_a0p1_q0,200000,control_Cwhole_qpos,4,0.020719215283752708
LR_a0p1_q0,200000,control_Cwhole_qpos,5,0.0021225996995243206
LR_a0p1_q0,200000,control_Cwhole_qpos,6,-1.8600061418310174e-06
LR_a0p1_q0,200000,control_Cwhole_qpos,7,-0.003138667982123833
LR_a0p1_q0,200000,control_Cwhole_qpos,8,0.00022016968616157177
LR_a0p1_q0,200000,control_Cwhole_qpos,9,-0.003130479704688758
LR_a0p1_q0,200000,control_Cn_qneg,0,2.867743001699601e-16
LR_a0p1_q0,200000,control_Cn_qneg,1,-1.406931731553141e-15
LR_a0p1_q0,200000,control_Cn_qneg,2,-1.5010193225469392e-15
LR_a0p1_q0,200000,control_Cn_qneg,3,1.0356230083822213e-15
LR_a0p1_q0,200000,control_Cn_qneg,4,1.5885788272619422e-17
LR_a0p1_q0,200000,control_Cn_qneg,5,-2.976350065307582e-16
LR_a0p1_q0,200000,control_Cn_qneg,6,-1.0144598726822394e-15
LR_a0p1_q0,200000,control_Cn_qneg,7,1.9801048104152117e-16
LR_a0p1_q0,200000,control_Cn_qneg,8,1.983487412525302e-16
LR_a0p1_q0,200000,control_Cn_qneg,9,8.71355959754969e-16
LR_a0p1_q0,200000,control_Cwhole_qneg,0,0.019341997037675678
LR_a0p1_q0,200000,control_Cwhole_qneg,1,-0.00014398215432155528
LR_a0p1_q0,200000,control_Cwhole_qneg,2,-5.215778232335251e-05
LR_a0p1_q0,200000,control_Cwhole_qneg,3,-3.6264584535274165e-05
LR_a0p1_q0,200000,control_Cwhole_qneg,4,0.0031168373341936063
LR_a0p1_q0,200000,control_Cwhole_qneg,5,0.003805495230646413
LR_a0p1_q0,200000,control_Cwhole_qneg,6,-6.3967000767167025e-06
LR_a0p1_q0,200000,control_Cwhole_qneg,7,-0.0003714177060150443
LR_a0p1_q0,200000,control_Cwhole_qneg,8,0.0012244778276518113
