arm,age,dtype,time,param,equal
LR_a0p7_q0,5000000,float32,2,b,True
LR_a0p7_q0,5000000,float32,2,v,True
LR_a0p7_q0,5000000,float32,2,cout,True
LR_a0p7_q0,5000000,float32,5,W,True
LR_a0p7_q0,5000000,float32,5,b,True
LR_a0p7_q0,5000000,float32,5,v,True
LR_a0p7_q0,5000000,float32,5,cout,True
LR_a0p7_q0,5000000,float32,10,W,True
LR_a0p7_q0,5000000,float32,10,b,True
LR_a0p7_q0,5000000,float32,10,v,True
LR_a0p7_q0,5000000,float32,10,cout,True
LR_a0p7_q0,5000000,float32,20,W,True
LR_a0p7_q0,5000000,float32,20,b,True
LR_a0p7_q0,5000000,float32,20,v,True
LR_a0p7_q0,5000000,float32,20,cout,True
LR_a0p7_q0,5000000,float32,50,W,True
LR_a0p7_q0,5000000,float32,50,b,True
LR_a0p7_q0,5000000,float32,50,v,True
LR_a0p7_q0,5000000,float32,50,cout,True
LR_a0p7_q0,5000000,float32,100,W,True
LR_a0p7_q0,5000000,float32,100,b,True
LR_a0p7_q0,5000000,float32,100,v,True
LR_a0p7_q0,5000000,float32,100,cout,True
LR_a0p7_q0,5000000,float32,200,W,True
LR_a0p7_q0,5000000,float32,200,b,True
LR_a0p7_q0,5000000,float32,200,v,True
LR_a0p7_q0,5000000,float32,200,cout,True
LR_a0p7_q0,5000000,float32,500,W,True
LR_a0p7_q0,5000000,float32,500,b,True
LR_a0p7_q0,5000000,float32,500,v,True
LR_a0p7_q0,5000000,float32,500,cout,True
LR_a0p7_q0,5000000,float32,1000,W,True
LR_a0p7_q0,5000000,float32,1000,b,True
LR_a0p7_q0,5000000,float32,1000,v,True
LR_a0p7_q0,5000000,float32,1000,cout,True
LR_a0p7_q0,5000000,float32,2000,W,True
LR_a0p7_q0,5000000,float32,2000,b,True
LR_a0p7_q0,5000000,float32,2000,v,True
LR_a0p7_q0,5000000,float32,2000,cout,True
LR_a0p7_q0,5000000,float32,5000,W,True
LR_a0p7_q0,5000000,float32,5000,b,True
LR_a0p7_q0,5000000,float32,5000,v,True
LR_a0p7_q0,5000000,float32,5000,cout,True
LR_a0p7_q0,5000000,float32,10000,W,True
LR_a0p7_q0,5000000,float32,10000,b,True
LR_a0p7_q0,5000000,float32,10000,v,True
LR_a0p7_q0,5000000,float32,10000,cout,True
