arm,seed,task,mean,sdB,sdW,u_pos,p_pos_gauss,q90_zbar,top2W_mean,top2W_q90,r_B,r_W
LR_none,0,36,-2.6683228674732167,2.04648624883157,2.0389570484461146,0.08,0.1708785115723191,-0.06451703317147073,1.4095912294190125,4.200772523848427,1.3038557522664427,1.3086704643958738
LR_none,0,37,-2.70197007446626,1.963358680335903,2.040265580026622,0.09,0.16343296470682384,-0.04921417921290864,1.3785610855869836,3.9471134100477157,1.3761978906492984,1.3243227258830705
LR_none,0,38,-2.561611347235711,2.0142056261815338,2.0319125656340753,0.13,0.1774785542910008,0.08334462797363805,1.5022137840324397,4.60730664302655,1.27177251117699,1.2606897513999766
LR_none,0,39,-2.6482165030427023,1.8919933550282333,2.048180735734744,0.11,0.1645399459257435,0.1212352896598567,1.4481449684267849,4.322827156947081,1.3996965137349462,1.292960360791943
LR_none,0,40,-2.584259733701056,1.8933586430409528,2.067024646938793,0.1,0.1720527849866016,-0.12466772951658572,1.5497895601765308,4.561891569639558,1.3649076698698965,1.2502316977827401
LR_none,0,41,-2.8199866863620726,2.028384131009719,2.0949949365707505,0.09,0.16293156959595037,-0.19195037967294207,1.3700031867794291,4.399423515356735,1.3902626446590756,1.3460589508526664
LR_none,0,42,-2.84087707152066,2.063978085954866,2.138783292350577,0.09,0.16231784916894632,-0.03553609530260637,1.4366895131804949,4.769598865082673,1.3764085437013611,1.3282678435356878
LR_none,0,43,-2.674292389227677,2.186440303069186,2.1248578295675076,0.14,0.18136170181813038,0.5089932509041788,1.5754232699073376,5.240524591937259,1.223126186191169,1.2585747394553928
LR_none,0,44,-2.69272797098082,1.9755965281431511,2.117133160846699,0.11,0.1672244971192943,0.04371466471907273,1.541538350712578,3.951567588225398,1.3629948892002233,1.2718746372589642
LR_none,0,45,-2.9066948552400027,2.2425772021163257,2.1590134999418265,0.13,0.17058380356954442,0.4136482437171477,1.4113321446436506,5.0316356170502985,1.2961403747870741,1.3463069384783013
LR_none,0,46,-3.0587012586341715,2.476323351767004,2.24141178452589,0.1,0.1723329834843144,-0.015925195622519293,1.4241223104176086,4.76936942730212,1.2351784577937315,1.3646315593371243
LR_none,0,47,-2.7594971334767195,2.2644097947619843,2.1669100287232954,0.12,0.18465546515586792,0.3441558837973578,1.5743229239698726,4.99722424123321,1.2186385785205343,1.273471024130414
LR_none,0,48,-2.82832028667007,2.3466029981434526,2.2013710447319834,0.09,0.18061295963678414,-0.022881208010552035,1.5744218027938972,4.774165260529048,1.2052828232588702,1.284799440529762
LR_none,0,49,-2.9807671329554695,2.218540087241037,2.1545711298179167,0.11,0.15780356211606622,0.14653565779362046,1.328375126680364,4.020862054929067,1.3435714549843152,1.3834619297100554
LR_none,0,50,-3.028904350203605,2.133007144156043,2.246974824576975,0.08,0.15513692471135004,-0.2715687629819301,1.4650452989503446,4.07203907256741,1.42001603628104,1.3479921168114732
LR_none,0,51,-3.288489616304612,2.3287350330012324,2.3549805040245126,0.12,0.15359837379276284,0.17181098827231084,1.4214713917444146,5.144602509295322,1.4121355885072355,1.3963978091049125
LR_none,0,52,-3.1088712019051217,2.1730321128348127,2.283109398858015,0.1,0.15286781656003604,-0.5104444611992417,1.4573475958109086,4.560720640322137,1.4306604967054386,1.36168297649694
LR_none,0,53,-3.084997494611812,2.3017790770851763,2.287951240097113,0.08,0.16338821597463926,-0.272994693916765,1.490904985582414,4.490118148857518,1.3402665465699048,1.3483668010690946
LR_none,0,54,-2.9312221219013126,2.3125863664509203,2.248773663724492,0.13,0.17429443040940884,0.17716804290349478,1.5663252055476706,5.205574043109243,1.2675081737162535,1.303475831821388
LR_none,0,55,-2.976302799352863,2.3012323290583026,2.2998090342082986,0.12,0.1696559536066647,0.11257114925261322,1.623315269063735,4.777286618818167,1.2933517236700778,1.294152147018348
LR_none,0,56,-3.0985910836869084,2.57922908608176,2.330287947049405,0.13,0.17804410640286483,0.33674861240601117,1.5619848104119018,5.125952789036609,1.2013632679655213,1.3297030899594722
LR_none,0,57,-2.977700681634347,2.3122999625372005,2.3031240111899045,0.11,0.16480712527428787,0.08710067059172652,1.6285473407454618,5.009473683805757,1.2877657440114418,1.2928963734331977
LR_none,0,58,-2.983865789144072,2.422751922022072,2.311902731223626,0.15,0.17593340382858128,0.16141247056979674,1.63993967330318,5.237124031008029,1.2316018664650092,1.2906536892081073
LR_none,0,59,-3.246289737139737,2.3192629439880412,2.373429213090431,0.08,0.15557201151090966,-0.17373810769315667,1.5005686890411243,5.055266084724323,1.3997074999860282,1.3677634535022674
LR_none,0,60,-3.3633484619027554,2.706327441315473,2.3365002259715393,0.13,0.171060192381732,0.16793621916372067,1.3096519900403225,4.782930450490563,1.2427721829062643,1.439481333884418
LR_none,0,61,-3.2509319822476233,2.2724427559230875,2.371092863615806,0.08,0.155097121742149,-0.2403775007642562,1.4912537449839889,4.814109317318736,1.430589163918043,1.3710690256517848
LR_none,0,62,-3.039108493747848,2.7371437492351625,2.4142866675421,0.11,0.19428179057410067,0.43107551806798594,1.7894648413363528,4.809393542365688,1.1103211128743469,1.258801837663237
LR_none,0,63,-3.0140700510468914,2.525609200747549,2.3507073428227727,0.13,0.18295630987828104,0.46720836699185936,1.6873446345986534,5.911263636582204,1.1934031797772846,1.2821970630455175
LR_none,0,64,-3.1724915773675115,2.2685392678046936,2.407583984851122,0.07,0.16059542342276598,-0.6772898012639503,1.6426763923347325,4.878116830656943,1.3984732917749265,1.3177075430511678
LR_none,0,65,-3.299747755265068,2.7992753840318163,2.411667721507211,0.14,0.17766604120760782,0.8990262680129711,1.523587687749354,6.178669664407365,1.1787864009693885,1.368243114852836
LR_none,0,66,-3.3108775797982424,2.43283388763942,2.498707505773302,0.11,0.1674295587561011,0.053780926560860365,1.6865374317483626,5.175718327862219,1.3609139516758328,1.3250360725088508
LR_none,0,67,-3.1553123665463545,2.1426791828615874,2.4526061992652672,0.07,0.15988043111346267,-0.8341808935723346,1.7499000319841795,4.562166343950155,1.4726014009863935,1.2865140630777165
LR_none,0,68,-3.2376130713025417,2.4942759237608425,2.4490477585872337,0.11,0.1730601691235131,0.10664474739577386,1.660482445871925,5.074867619873051,1.2980172083050472,1.3219885402194862
LR_none,0,69,-3.0867657194815354,2.6436484176446773,2.4125537404834714,0.15,0.18741669695751345,0.630090188777238,1.738341761485407,5.5791576944681704,1.1676158217103798,1.279459880078341
LR_none,0,70,-3.2031445956958136,2.6062587109920154,2.446448251486995,0.16,0.18150461891662342,0.6174831241794975,1.689751907278177,6.037885091999603,1.2290201974909107,1.309304046692541
LR_none,0,71,-3.2622266327563754,2.388908439892898,2.484855931864308,0.11,0.16789160463862612,0.41999710946770175,1.707485230972241,5.5067109533164045,1.3655720655843264,1.3128433688744405
LR_none,0,72,-3.3352802933764814,2.719484937854633,2.5042198229718173,0.15,0.17884689906009077,0.23619247808876304,1.6731593525671533,5.2625614521532205,1.2264382298832077,1.331864025187064
LR_none,0,73,-3.320055198847494,2.7301706750665917,2.533410412743328,0.13,0.18249958802958524,0.44771595346978627,1.7467656266391622,5.933823674606554,1.2160614093353392,1.3105082311761482
LR_none,0,74,-3.4008733790926384,2.4627553246568,2.497125894836439,0.16,0.16873066599778647,0.41209997069061177,1.5933784105802398,5.1096769923531875,1.3809221505049718,1.361915066487024
LR_none,0,75,-3.5100973256783523,2.7018328870691515,2.55074355597225,0.11,0.17143463277190893,0.07233445108900802,1.5913897862661495,5.479786274864829,1.2991541195895266,1.3761074951889594
LR_none,0,76,-3.40219360416,2.95844036787377,2.609950296791419,0.12,0.18013633950137195,0.2592964377145474,1.8177069894228373,5.496527901069182,1.1499956670092204,1.3035472776407033
LR_none,0,77,-3.2827837327181224,2.9270232620659766,2.563225187895288,0.17,0.19420228463525413,0.9619543136964255,1.8436666430724526,5.499695606175485,1.12154343809384,1.2807238896609305
LR_none,0,78,-3.632502194922771,2.7194669071524333,2.5853902562908337,0.09,0.15529971201894713,-0.024365028819698313,1.5382783176588963,5.1764164132792585,1.3357405399451545,1.4050111723303975
LR_none,0,79,-3.456115765025722,2.763475080837602,2.5770105837507047,0.08,0.1680776040855043,-0.2458709116472937,1.6979054024756874,5.517540222245854,1.2506411905035824,1.341133710050785
LR_none,0,80,-3.472324608288087,2.629840407010304,2.562996781958108,0.1,0.15689512791274599,-0.023628207039932188,1.6536689556281303,5.092818962534187,1.3203556379436534,1.354790857612884
LR_none,0,81,-3.7624541089403594,2.636766886560219,2.6560699350460357,0.07,0.14591296583374377,-0.3947266325529934,1.5496857611517099,4.926210234529814,1.4269195081741373,1.4165493382895986
LR_none,0,82,-3.529442436638202,2.4743160639926702,2.657068258805723,0.07,0.1583418992509444,-0.5430415876071724,1.784694080973245,5.121896467615363,1.4264315250586586,1.3283220801503184
LR_none,0,83,-3.6152609931204234,2.6185048640583677,2.640104383922325,0.07,0.15767052487527203,-0.4147646687863881,1.6649477747242276,5.051120583510528,1.3806584981924392,1.3693628991098212
LR_none,0,84,-3.590926517688471,2.5159479926445942,2.597927688717292,0.08,0.15045614372243316,-0.26386744035389537,1.6049288597461138,5.300427885101973,1.4272657973004967,1.38222727802769
LR_none,0,85,-3.5880969373007887,2.5536471621571004,2.6196728115308394,0.1,0.15578082625657297,-0.42145529909843593,1.6512486857608895,5.096462755277333,1.4050871986049454,1.369673694175586
LR_none,0,86,-3.585089414798381,2.7936341074581765,2.6572530703545136,0.16,0.1707547517282813,0.2669405710320998,1.7294167259106468,5.971353548532474,1.2833067169488133,1.3491712380710812
LR_none,0,87,-3.8354352290411584,2.8448467416671237,2.724913907665382,0.08,0.15387082488180492,-0.5256703522344566,1.614392586289605,5.074325874775516,1.3482045176161352,1.4075436358748066
LR_none,0,88,-3.6003067936277624,2.7913053445486096,2.6289576668702517,0.08,0.16010815021878533,-0.35820206145120753,1.657608540112741,5.445393574286918,1.2898290760841067,1.3694807029410605
LR_none,0,89,-3.7529606806853852,2.7942496997857815,2.7243608576438545,0.1,0.15868082059155886,-0.027404931521837046,1.695761034602324,5.209331078037353,1.3431013989097331,1.3775563799323958
LR_none,0,90,-3.2482517518855247,2.95726540245929,2.6405238916596137,0.11,0.185254198525255,0.3611387720344398,2.032796031433703,5.870121342427388,1.0983971033456272,1.230154274364071
LR_none,0,91,-3.8994780433400846,3.1808146993074105,2.7515100682508065,0.07,0.15514707050122023,-0.26978950246212113,1.603542093161527,5.1045229316169465,1.225936878432169,1.4172138013723736
LR_none,0,92,-3.6057069253694234,2.9738629662368665,2.7132539569370353,0.09,0.1690973551636315,-0.1472474587485891,1.8208009885046474,5.805073917647495,1.2124657276767845,1.328923492823307
LR_none,0,93,-3.6843359676905205,2.790678548307109,2.707450696100645,0.11,0.1533028851408964,0.12822695774674717,1.7305654245107687,5.938691748612367,1.3202294366456235,1.3608136883145523
LR_none,0,94,-3.7755518327069177,2.9799538553746765,2.731385822927921,0.12,0.16295778398113525,0.15988662654809618,1.6872198131489244,5.4211297145421105,1.2669833212005255,1.3822843338403574
LR_none,0,95,-3.569267296592689,3.188459105572226,2.7787027548880587,0.12,0.18224698678281454,0.1914060955792062,1.988138213183428,6.006123428290494,1.1194332994125449,1.2845084960289244
LR_none,0,96,-3.8295406432154313,2.9107504637032617,2.8270036014263367,0.09,0.16365516110558398,-0.1995262187196833,1.824466559637242,5.281775394531004,1.3156540524409022,1.3546288520054501
LR_none,0,97,-3.953206629732023,3.0000289086477165,2.8198069408619437,0.12,0.15561188508423154,0.09853244725417068,1.6864072519918625,4.98832508422047,1.317722845382166,1.401942300533393
LR_none,0,98,-4.097539826540614,3.0561118070726803,2.8619054993832482,0.07,0.1484030510915114,-0.48127273879070936,1.626271172225883,5.344540095754017,1.3407689525814415,1.4317523158691472
LR_none,0,99,-3.769022199521568,3.1484458364767822,2.7765999206411056,0.11,0.172137591216166,0.02025359984847494,1.7841776417606423,5.910231877504753,1.1971056182243973,1.3574235782054318
LR_none,0,100,-3.916618899273827,3.273544420404373,2.9110399652613976,0.1,0.17190067209920273,-0.014587578738888229,1.9054610312489686,6.003749666216802,1.1964459302464625,1.3454363203571247
LR_none,1,20,-2.0073835290680604,1.3879492972692336,1.5887173354999728,0.13,0.164663793750899,0.03719814497348141,1.170051141931886,3.8104509430381235,1.4462945678329555,1.2635246586746234
LR_none,1,21,-1.9639735569640604,1.497671546450966,1.6296749253200518,0.12,0.18066472361412628,0.20100970197170465,1.2953762936760427,4.145755404789307,1.3113513183969414,1.2051320950270838
LR_none,1,22,-1.8956626848758595,1.4223873716888737,1.6300070900113242,0.13,0.18690910263872582,0.096638753888275,1.3643514951467892,3.985782356643722,1.3327330673816666,1.1629781836486919
LR_none,1,23,-1.958236560147469,1.3355041096746563,1.604640546816985,0.11,0.16889351706556804,0.03827469544078056,1.2510445334865008,3.85848727637438,1.466290179087893,1.22035839368006
LR_none,1,24,-2.1088042270039025,1.6018252999279639,1.7207376242465393,0.12,0.18480461934956563,0.06482670712256869,1.332671021489176,3.9765345014384472,1.3165007614118331,1.2255234018767307
LR_none,1,25,-2.0918644240056175,1.4865575460088567,1.6603120617107836,0.12,0.17172913637720846,0.1342791992902967,1.2287596994159495,3.8289591114314643,1.4071869801622563,1.2599224400322449
LR_none,1,26,-2.1610479700585468,1.6858482157032224,1.7196627242100277,0.12,0.18640005533670384,0.10873992413421076,1.2782774783615087,4.249625286519263,1.2818757643357015,1.2566696594829552
LR_none,1,27,-2.171360610062807,1.7119288783735545,1.719725793212291,0.1,0.18123294661833772,-0.07195633785505429,1.2680909763617751,4.069554749528703,1.2683708052905462,1.2626202494799497
LR_none,1,28,-2.0308176814453107,1.7958041836429501,1.740410634228029,0.15,0.20495101399702279,0.3646847089833438,1.4500035870107462,4.50864271153523,1.1308681090861559,1.1668612231538644
LR_none,1,29,-2.201843210470163,1.8409196163524404,1.7474038949807913,0.14,0.18748661964183022,0.3855005172331403,1.2929645794914206,4.5063957616855,1.19605614004638,1.2600654129218174
LR_none,1,30,-2.286919544347144,1.639286377721202,1.7727212090655227,0.11,0.16905946473895722,0.013402327650358052,1.2585228737839007,3.9808630387655435,1.3950701814079778,1.290061591553179
LR_none,1,31,-2.0424682150204463,1.8553208027024712,1.792877662296185,0.16,0.21295733671133943,0.3700013660647318,1.543287109571924,4.334417651859792,1.1008706483781,1.1392122608101458
LR_none,1,32,-2.3326980699128317,1.8967886205139224,1.780517432874082,0.12,0.17832792475237266,0.22507933066279165,1.2283367958353328,3.9485210755336966,1.229814458334742,1.3101236903631035
LR_none,1,33,-2.3417095546194058,1.8480627200723618,1.8348009338799367,0.14,0.17892036676173415,0.25485059388394643,1.3278923131404676,3.9227619109370666,1.267115844708839,1.2762744510204393
LR_none,1,34,-2.4271216390644006,1.71216873353812,1.8800329270296936,0.1,0.1629127432620078,-0.04084154325293004,1.3329442149949862,3.988926382511871,1.417571522900586,1.2909995373852652
LR_none,1,35,-2.4393402490304466,1.842215902871821,1.8593859129413,0.12,0.17197424669038622,0.10736959608347017,1.2794315768521527,3.9590701778020825,1.3241337485078548,1.3119063837435105
LR_none,1,36,-2.356189415719311,1.7552420448095403,1.8490836396635464,0.12,0.174890015582708,0.08210585810186274,1.3419778636077817,4.222447883094161,1.3423729352238591,1.274247073078877
LR_none,1,37,-2.7080856160234474,1.8183671663058119,1.9415175342277913,0.08,0.15625667091388581,-0.3907151315250917,1.1749494524321344,3.9263915181424798,1.4892952678667117,1.3948293375061105
LR_none,1,38,-2.5424283479954863,2.079755203680148,1.9411745232078779,0.16,0.1871079127356406,0.5835988358606359,1.339920698420269,4.324106080434935,1.2224651937384907,1.3097371295570115
LR_none,1,39,-2.7195279509207024,2.1667054570426263,1.9647420681636505,0.15,0.16832194635097644,0.29934709314313224,1.2099561854065994,5.25943237361037,1.255144275416481,1.384165379765352
LR_none,1,40,-2.4855497035919067,2.092513437181781,1.9965653263881118,0.15,0.19408575087139934,0.35443585282211737,1.5075809491843157,4.867034033646432,1.187829745523389,1.2449127863441325
LR_none,1,41,-2.681922791206877,2.039294765293847,1.9800546237046464,0.17,0.16585960937916278,0.289126461225796,1.2781864562024159,5.308945135805854,1.3151226771380606,1.3544690934783647
LR_none,1,42,-2.5758506097345775,2.011873456841423,1.9817106923825119,0.1,0.17077271415326506,-0.01585123116431285,1.387570775030446,4.539424291430802,1.2803243668111117,1.2998116322608932
LR_none,1,43,-2.5012142609175037,2.1796999529807395,2.019341208494642,0.13,0.18637045387253853,0.323527683900759,1.5374681560717798,4.697178222058772,1.1475039293812406,1.238628841126896
LR_none,1,44,-2.532545922088058,2.1521166358608563,2.02816043971773,0.12,0.1845574383366465,0.19256115044969152,1.5237749573474024,4.9182411660078635,1.1767698273820686,1.2486911156005618
LR_none,1,45,-2.518703446688783,2.0947744380355804,2.004352971382043,0.14,0.18645234938392555,0.26400784928990406,1.490002496075304,4.625265356529641,1.2023745377811423,1.2566167150449976
LR_none,1,46,-2.7790587632483823,2.244991816869727,2.0823088672188264,0.12,0.17439343851140243,0.3039509898889772,1.3855589711892704,5.161792152361347,1.237892602710385,1.3346044897557148
LR_none,1,47,-2.7365274899430925,2.340146013506114,2.0445081934783924,0.14,0.18055801195946203,0.25584598537753006,1.3524888970136926,5.173238592876994,1.1693832240164799,1.3384771451012596
LR_none,1,48,-2.609337259951123,2.0883222900270013,2.1134533736438303,0.11,0.17742397775353566,0.108953869526122,1.617569487336538,4.716420951100246,1.2494897326970469,1.2346320446390229
LR_none,1,49,-2.771846055849065,2.2403577567126445,2.1511423808910717,0.13,0.1870882484859467,0.2882156427614639,1.530438705933078,4.7443548843120515,1.2372336728560227,1.2885460676484268
LR_none,1,50,-2.56712345738838,2.1307682136652524,2.074432075524807,0.15,0.1886891274647124,0.3162724112092652,1.5817406936612346,4.962261765428896,1.2047877572626864,1.2375066350335562
LR_none,1,51,-2.9638867994849,2.2311927783096475,2.1232173262465044,0.09,0.1665524903198957,-0.1438109268247067,1.2825478530081094,4.315041986086211,1.3283866944614,1.3959413211480145
LR_none,1,52,-2.8279407227244575,2.1951975209244177,2.133101527621846,0.13,0.16536916836484353,0.030524315264221624,1.4382623325192343,4.5596599667362385,1.288239757820784,1.3257412674010292
LR_none,1,53,-2.9547491345791705,2.0945966332023533,2.1783733075440685,0.1,0.1568080393361486,0.001222511260380709,1.4019974805089663,4.732806502702721,1.410653052593597,1.356401643532072
LR_none,1,54,-3.0828775430723,2.17120389409027,2.1351492128202234,0.09,0.14597677694158562,-0.1898786304686535,1.187420882568148,4.446436790531581,1.4198931530398804,1.4438698356824742
LR_none,1,55,-2.880232740261533,2.198429087453162,2.166308476365145,0.1,0.17130352871407623,-0.014389199635644818,1.4523842124687574,5.122182298207196,1.3101322015340633,1.329557988479223
LR_none,1,56,-2.9581132312940785,2.3515611341037967,2.1997666228433763,0.1,0.16812336849218748,0.03078342539360767,1.4414200143926732,4.914440556857664,1.2579359253704645,1.3447395739964805
LR_none,1,57,-2.9655448446080372,2.2794594523639833,2.2269031567479765,0.11,0.16941247331211887,0.05111715235170229,1.4882614688879168,4.5962585646491565,1.3009860041741599,1.3316900807391754
LR_none,1,58,-2.848198574448811,2.394630624666823,2.2312223177633963,0.12,0.18125295903313027,0.10255326791283059,1.6142460610779812,4.827424132911972,1.1894104022181273,1.2765194000496909
LR_none,1,59,-3.1804348410331853,2.667159941715275,2.2154647884810172,0.09,0.1661243040067591,-0.08933327844768475,1.2504947359288496,4.7716201741614,1.1924424895898138,1.4355609972089773
LR_none,1,60,-3.0423530509538455,2.1497864946574343,2.2218805939796713,0.1,0.15899329184538832,-0.20228585795614862,1.4014081370054987,4.267416351368338,1.4151884656986091,1.3692693744197133
LR_none,1,61,-3.0774177379025907,2.3079563900828806,2.263238973513707,0.09,0.16150037550895946,-0.08001752056096663,1.4490602091248228,5.009889557296008,1.3333950984195495,1.3597405196345047
LR_none,1,62,-3.04393959118362,2.4649894661060014,2.214973185198813,0.14,0.1660605326702009,0.7126257116468294,1.3860067792140063,5.492127767313193,1.2348692085861928,1.374255729831962
LR_none,1,63,-2.7836862436967658,2.413682192131197,2.289781571531238,0.12,0.1891025997264804,0.09986358476536333,1.7958768993657095,5.421006071484536,1.1532944365135611,1.215699470336483
LR_none,1,64,-3.307966687223873,2.546394343598159,2.345887152721256,0.09,0.16044056169358284,-0.2432879669182157,1.3838076182186398,5.193209613506163,1.2990787132167365,1.4101133054872625
LR_none,1,65,-3.1964130849061907,2.4578797840121176,2.310675876074015,0.11,0.1585529052688451,0.09317902014314382,1.4249386672418403,5.2595202529934575,1.3004757619546914,1.3833238655423623
LR_none,1,66,-3.1494600827759855,2.445761651107615,2.3351680781826283,0.09,0.16083620346884178,-0.17771646433536276,1.5208760735892708,5.0247894885846645,1.2877215902660366,1.3487080918077168
LR_none,1,67,-3.3046538454436085,2.5022860434122167,2.326407808738316,0.09,0.15733561213492628,-0.06638650117892139,1.3481617720330232,4.737497212941496,1.3206539093097651,1.4204963691365127
LR_none,1,68,-3.125039825770587,2.6135486774280525,2.33799820812419,0.1,0.17053627880420627,-0.2804074146940323,1.550956590477792,4.8938032285624296,1.1957075269957795,1.3366305478385512
LR_none,1,69,-3.3331705873830657,2.619545633225042,2.416516456579143,0.16,0.168534367483781,0.34851316018651424,1.4998623257752213,5.284826962692513,1.2724231809924407,1.3793287350923122
LR_none,1,70,-3.197518617160082,2.4606614145739703,2.386349207401681,0.11,0.16647630897449692,0.05553980827167424,1.5751797976432806,4.944139041464569,1.2994549344423676,1.3399206651073599
LR_none,1,71,-3.430208286073501,2.559555835735291,2.4353809579545156,0.08,0.16192922910163277,-0.33620732448097795,1.4405536298355304,5.10086016347022,1.340157631329068,1.4084894089648068
LR_none,1,72,-3.199089770486487,2.6178505605622715,2.4368356501442747,0.1,0.17885321846555413,0.00018430387508826425,1.6745815298020634,4.97233807200467,1.2220291787012376,1.3128048952735414
LR_none,1,73,-3.3422803067611033,2.714646283590244,2.433215113022263,0.1,0.16782076256635667,-0.42246761946260114,1.5241499192834234,5.12943349373665,1.2312028741883767,1.3736065869694944
LR_none,1,74,-3.224434413449125,2.6424887787228024,2.459121267415647,0.12,0.1823790113720697,0.16660692613467043,1.693808121382169,5.334925507504898,1.2202263409449918,1.3112140731627135
LR_none,1,75,-3.4153060446893218,2.544012731667094,2.4731385365292105,0.07,0.15553671053522136,-0.22235900195930142,1.5309710283690992,5.225696293232764,1.3424877958261114,1.3809602633430895
LR_none,1,76,-3.425114684120272,2.4636163083236813,2.4830031560617827,0.09,0.1519378949679857,-0.35759714470499354,1.540891628003293,4.9528534248102085,1.3902792705779836,1.3794242169038338
LR_none,1,77,-3.483306829990635,2.5923266170709325,2.434183189896128,0.11,0.1575164520775685,0.1549507442683162,1.3850595498016207,5.3071427746075965,1.343699056690017,1.430996173356729
LR_none,1,78,-3.5430421128024534,2.6155264979658006,2.436760788207073,0.09,0.15507178042788486,-0.36369615724279675,1.3304794636116926,5.046940419036662,1.3546190855103242,1.453996686892423
LR_none,1,79,-3.2189656551029167,2.4694144619162994,2.4730285740835867,0.1,0.16951614903137588,0.011331186580440841,1.7270914930642567,4.841104277957855,1.3035339772834065,1.3016289778599694
LR_none,1,80,-3.362908721750594,2.5798354779707697,2.4420507743177677,0.12,0.15939447391495185,0.07805786841532995,1.5211928268849413,5.79210438743785,1.3035361171154096,1.3770838661985172
LR_none,1,81,-3.140373251882684,2.6549463650546565,2.4954940943955646,0.13,0.186677562028083,0.26307928636102146,1.8506149369084446,5.6526685409361255,1.182838679235629,1.2584174248039308
LR_none,1,82,-3.420257496900401,2.546173873657019,2.4983828870285345,0.07,0.15773747080184675,-0.6282922825290113,1.5765082771566679,5.285388349183512,1.343292982575441,1.368988522399104
LR_none,1,83,-3.644287190535507,2.568141896640897,2.5641599981700063,0.09,0.15575493354943112,-0.09138935024934826,1.4840328058045051,5.076099627802946,1.419036539726328,1.4212401695433856
LR_none,1,84,-3.3745855875137227,2.4650145470208336,2.542325251579301,0.11,0.16970502029184167,0.20157885707018522,1.7100649156448795,5.643761821017471,1.3689921593331684,1.3273618650553933
LR_none,1,85,-3.5688071421212184,2.7290167260923006,2.606260158764333,0.11,0.1697029577890088,0.18332457084377043,1.6437131754074474,5.582495134375167,1.3077263719198307,1.3693211439848136
LR_none,1,86,-3.581533455204747,2.6913632769913955,2.583461540385068,0.11,0.16496342167228079,0.1377981294497428,1.58538962556539,5.282998445938932,1.3307506592749714,1.3863312455856862
LR_none,1,87,-3.836852520726855,2.802582226489008,2.680285842766933,0.1,0.15344953561861174,-0.09415821096907075,1.5237191648070125,5.3900083831153545,1.3690419087305603,1.4315087068347778
