arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,0,0,0.001,18,none,0.99635,1,1,0,0,-9.065174103,41.57821655,-17.13817024,0.4547501206,79.23452977,0,0,-49.68923187,48.64572144,-81.12140656,0.2117499709,80.95205373,13.65546036,2.085859776,0.9568484426,300,400,1200,836
LR,std,0,0,0.001,19,none,0.9963583333,1,1,0,0,-8.420459747,41.64560699,-19.62830734,0.4727500975,79.41431244,0,0,-54.53246307,50.65310287,-93.21330261,0.1989999712,79.10663858,13.95140839,2.109508514,0.9706341028,300,400,1200,1039
LR,std,0,0,0.001,20,none,0.9965833333,1,1,0,0,-8.15085125,43.33052063,-17.19130516,0.4720000923,79.00857282,0,0,-52.69179916,50.71392441,-98.2098999,0.2109999806,72.4850964,14.21787071,2.110519886,0.9670203328,300,400,1200,1003
LR,std,0,0,0.001,21,none,0.9966791667,1,1,0,0,-8.795178413,44.12645721,-20.47198868,0.4652501047,79.2802066,0,0,-54.89968872,52.49968719,-93.49228668,0.2140000015,79.27265083,14.61313343,2.133360863,0.960996449,300,400,1200,885
LR,std,0,0,0.001,22,none,0.99658125,1,1,0,0,-9.092376709,44.83509827,-19.99008369,0.4645001292,79.28851936,0,0,-52.89117432,52.16889572,-93.24147034,0.2109999657,79.70394796,14.85212612,2.131499529,0.9802822471,300,400,1200,1000
LR,std,0,0,0.001,23,none,0.9967791667,1,1,0,0,-8.6689291,44.67162704,-19.74726486,0.4607501328,79.73969635,0,0,-53.75162125,53.60428619,-86.0700531,0.2102499753,79.66676881,15.0810442,2.174734592,0.9910866618,300,500,1200,830
LR,std,0,0,0.001,24,none,0.9966708333,1,1,0,0,-9.937265396,44.2937088,-21.10596466,0.4607500732,79.12646379,0,0,-56.26769638,52.91961288,-94.78755188,0.2049999684,76.68866339,15.28786182,2.172421694,0.9829409122,300,400,1200,849
LR,std,0,0,0.001,25,none,0.9967104167,1,1,0,0,-8.892361641,44.52489853,-20.18479729,0.4615001678,79.88577268,0,0,-55.91108322,54.85641479,-103.4969101,0.2109999955,79.01266005,15.59766388,2.192318201,0.9955518246,300,400,1200,941
LR,std,0,0,0.001,26,none,0.9969375,1,1,0,0,-8.979756355,44.4667244,-21.58460426,0.4667500854,78.89136679,0,0,-56.3057251,53.62054062,-98.41093445,0.2087499648,79.15114902,15.81189537,2.205704212,0.9962176085,300,400,1200,942
LR,std,0,0,0.001,27,none,0.99685,1,1,0,0,-9.340691566,45.67033768,-20.94614029,0.4652501047,80.09370207,0,0,-56.69822311,55.87275696,-99.08893585,0.2184999585,77.73939631,16.14299774,2.230006695,1.001835227,300,400,1200,962
LR,std,0,0,0.001,28,none,0.99675625,1,1,0,0,-9.670403481,46.45551682,-20.76886368,0.4615001082,79.00068336,0,0,-62.64127731,55.15054321,-111.3355789,0.192999959,79.83051026,16.38755226,2.245871067,0.9975934029,300,300,1200,880
LR,std,0,0,0.001,29,none,0.9969833333,1,1,0,0,-10.62625694,46.08943939,-20.64981461,0.4577501118,79.05282116,0,0,-58.99990845,57.93137741,-109.9590683,0.1982499808,80.22892576,16.59440804,2.256018639,1.007210851,300,400,1200,967
LR,std,0,0,0.001,30,none,0.99710625,1,1,0,0,-10.78757572,47.92121887,-21.38995171,0.4555000961,79.52839911,0,0,-56.87948608,56.856884,-106.462616,0.2139999717,77.96662471,16.86062813,2.225741386,0.9704903364,300,300,1200,1081
LR,std,0,0,0.001,31,none,0.99705,1,1,0,0,-11.01358604,48.80333328,-22.65995216,0.4540001154,79.20353817,0,0,-58.88976669,57.61011505,-107.2103806,0.1862499565,78.97042107,17.14047813,2.270244837,1.044481158,300,300,1200,882
LR,std,0,0,0.001,32,none,0.9968583333,1,1,0,0,-10.69327354,48.20366669,-21.29603767,0.4562501013,78.88382285,0,0,-62.6807518,58.82645798,-114.3374252,0.2027499825,80.73752734,17.2226429,2.252393961,1.030312061,300,400,1200,1086
LR,std,0,0,0.001,33,none,0.9970854167,1,1,0,0,-11.13566875,48.50027084,-23.19325829,0.4570001364,79.30875785,0,0,-61.36876297,60.57726288,-112.798439,0.1899999529,78.67994714,17.60129547,2.297449589,1.049975157,300,400,1200,958
LR,std,0,0,0.001,34,none,0.9971395833,1,1,0,0,-10.87299824,50.38424683,-21.67158508,0.4570000768,79.24711665,0,0,-63.16360855,59.66818619,-124.3883896,0.1899999529,76.67450646,17.757864,2.271049261,1.040313482,300,300,1200,925
LR,std,0,0,0.001,35,none,0.9971145833,1,1,0,0,-10.87920952,49.4263916,-23.31708145,0.45325014,78.76028812,0,0,-61.53397751,62.90932083,-117.1024399,0.2027499676,78.52573448,18.00857353,2.321903467,1.019343257,300,400,1200,1113
LR,std,0,0,0.001,36,none,0.9971020833,1,1,0,0,-10.95394611,49.02306366,-19.9707489,0.4577501416,79.06649569,0,0,-63.19203186,60.87496185,-127.8383255,0.1952499747,79.42397211,18.18395042,2.306336403,1.032827735,300,300,1200,1008
LR,std,0,0,0.001,37,none,0.9972395833,1,1,0,0,-11.05273056,49.0742836,-24.06651115,0.4585000575,79.93392801,0,0,-63.95299149,59.79520416,-125.9425583,0.1922499686,78.2844632,18.421175,2.300669432,1.052268386,300,300,1200,1133
LR,std,0,0,0.001,38,none,0.9970479167,1,1,0,0,-12.30210781,50.58738708,-25.12794304,0.4487501085,79.36709095,0,0,-60.66856766,62.10554886,-114.9496765,0.1937499642,79.8052507,18.59525299,2.313925743,1.006537557,300,400,1200,1019
LR,std,0,0,0.001,39,none,0.9972229167,1,1,0,0,-12.85063553,50.91637421,-22.95318031,0.4540001452,78.83910395,0,0,-62.6260643,60.68024445,-140.5246429,0.1952499747,78.40871101,18.76748848,2.316919327,1.06660521,300,400,1200,951
LR,std,0,0,0.001,40,none,0.9972916667,1,1,0,0,-12.31815147,51.35042191,-24.41861343,0.4465001523,79.22793594,0,0,-66.02492523,61.9557724,-112.4480515,0.1907499582,78.44222939,18.91802979,2.295484781,1.051329851,300,400,1200,981
LR,std,0,0,0.001,41,none,0.9969770833,1,1,0,0,-12.23383808,52.08160019,-24.79115295,0.45325014,79.46104791,0,0,-63.17086792,63.65534973,-146.3932343,0.192999959,77.06239859,19.2365036,2.323468685,1.074725866,300,400,1200,855
LR,std,0,0,0.001,42,none,0.9970958333,1,1,0,0,-12.7815094,52.46217346,-29.58727646,0.4442501068,79.46220644,0,0,-64.18877411,64.74833679,-116.376503,0.2102499753,78.23951622,19.24922752,2.290029526,1.083557248,300,300,1200,907
LR,std,0,0,0.001,43,none,0.9973479167,1,1,0,0,-12.74713612,52.23542023,-28.59178543,0.4502500892,79.36766319,0,0,-62.29095078,64.33901215,-152.3051147,0.2087499797,76.93850705,19.57293701,2.290358543,1.105839014,300,300,1200,1072
LR,std,0,0,0.001,44,none,0.9971333333,1,1,0,0,-11.96474266,52.23639297,-23.62450409,0.4547501206,79.37389035,0,0,-74.68309784,64.83753967,-138.6643066,0.179499954,72.07858754,19.74832344,2.31699276,1.086261272,300,300,1200,1110
LR,std,0,0,0.001,45,none,0.9972833333,1,1,0,0,-11.87801456,53.21097183,-28.40285301,0.4585001171,79.20805835,0,0,-64.69487,67.73433685,-162.1491699,0.1967499703,71.62903619,19.94753265,2.266207933,1.09787941,300,300,1200,1082
LR,std,0,0,0.001,46,none,0.99725,1,1,0,0,-12.49159622,52.86984634,-25.28726196,0.4555000961,79.61911361,0,0,-65.48703003,64.49258423,-137.7843018,0.1922499835,74.85250789,20.18683243,2.295353651,1.09551692,300,400,1200,928
LR,std,0,0,0.001,47,none,0.9973833333,1,1,0,0,-12.8925333,54.35641861,-26.36475563,0.4577501416,79.35636247,0,0,-72.54226685,67.31481171,-163.1791229,0.1899999529,75.1245833,20.38842773,2.356609821,1.110927105,300,400,1200,936
LR,std,0,0,0.001,48,none,0.9974895833,1,1,0,0,-12.13358402,52.36872864,-26.81198692,0.4540001154,80.03634292,0,0,-63.82876968,65.23976898,-118.1410217,0.2169999778,74.83769636,20.52732277,2.340447903,1.126026988,200,400,1200,976
LR,std,0,0,0.001,49,none,0.9973479167,1,1,0,0,-12.53422832,53.95438766,-28.87327576,0.4510000646,79.30486604,0,0,-69.41964722,67.83774567,-157.4309692,0.2072499841,75.58752724,20.71474075,2.382297516,1.121267915,300,400,1200,933
LR,std,0,0,0.001,50,none,0.99736875,1,1,0,0,-12.34196758,53.99728775,-27.84265327,0.4502500892,79.89048244,0,0,-68.01819611,66.50978088,-135.0927887,0.1952499747,72.60875552,20.91811562,2.364255667,1.156215191,300,300,1200,1020
LR,std,1,1,0.001,1,none,0.9817333333,1,1,0,0,-1.93086791,15.96608543,-7.461750031,0.5065000653,73.08196738,0,0,-6.360985279,11.92180729,-20.22499275,0.3595000803,75.45490492,3.580106497,0.9872994423,1.243994594,1500,1600,1200,815
LR,std,1,1,0.001,2,none,0.9810770833,1,1,0,0,-3.699411631,24.03171539,-12.05465889,0.491500169,74.43248415,0,0,-21.58727264,20.525383,-40.0097847,0.2139999717,74.92492111,5.297008991,1.238255978,1.317753673,1700,1800,1200,620
LR,std,1,1,0.001,3,none,0.9881895833,1,1,0,0,-4.030836105,25.79639053,-10.83892059,0.4892500937,76.45656836,0,0,-25.18330002,23.34431267,-37.87322998,0.209499985,74.08913657,6.388788223,1.382550716,1.165557981,900,1000,1200,943
LR,std,1,1,0.001,4,none,0.98994375,1,1,0,0,-4.559428692,28.79697227,-18.47186279,0.4885000587,76.13194594,0,0,-26.75160217,26.72808266,-52.21175766,0.2267499864,75.63352112,7.219487667,1.477024674,1.08069694,900,1000,1200,732
LR,std,1,1,0.001,5,none,0.9921458333,1,1,0,0,-5.755006313,30.14665604,-15.35132885,0.477250129,76.68330576,0,0,-30.61159897,30.15171432,-55.62285233,0.2244999707,71.30703127,7.971779823,1.569688559,1.063871622,600,700,1200,927
LR,std,1,1,0.001,6,none,0.9924104167,1,1,0,0,-6.133184433,32.56139755,-16.20034599,0.4757501483,77.39680708,0,0,-31.98698044,32.63111496,-56.50839996,0.2199999839,75.55655851,8.593257904,1.663953543,1.033153176,700,800,1200,778
LR,std,1,1,0.001,7,none,0.9938291667,1,1,0,0,-7.060797691,32.88436127,-16.78438377,0.4720000923,77.62413625,0,0,-35.51519775,35.33320236,-58.71130371,0.2109999657,77.35235687,9.16383934,1.717438459,0.9962554574,500,600,1200,953
LR,std,1,1,0.001,8,none,0.99365,1,1,0,0,-6.921539783,34.75148773,-19.29939461,0.4825001061,76.94892157,0,0,-37.4408989,38.07992172,-66.36502075,0.2177499682,78.30143463,9.675200462,1.790275693,0.9731265903,500,600,1200,1038
LR,std,1,1,0.001,9,none,0.994625,1,1,0,0,-7.424468994,35.80414581,-19.32739258,0.4690001607,76.81721235,0,0,-42.27332687,39.78131866,-69.34501648,0.2207500041,77.59741459,10.16600132,1.866648197,0.937420547,500,600,1200,1042
LR,std,1,1,0.001,10,none,0.9948541667,1,1,0,0,-7.201826572,37.31732178,-19.8085041,0.4780001044,77.45642338,0,0,-41.54021072,40.23774719,-74.17262268,0.2214999944,77.59774938,10.64398766,1.886803269,0.947535038,400,500,1200,788
LR,std,1,1,0.001,11,none,0.9951145833,1,1,0,0,-7.986850739,36.91876221,-20.73895645,0.4697501361,77.57518456,0,0,-41.89216995,41.4406929,-76.78495789,0.2147499919,77.46404378,11.06885719,1.932596922,0.942987442,400,500,1200,916
LR,std,1,1,0.001,12,none,0.9952666667,1,1,0,0,-7.18900919,38.46031952,-21.59972,0.473500073,77.98854054,0,0,-43.32954025,43.84038925,-79.98696899,0.2199999988,72.28377755,11.58930874,1.969952345,0.9611706734,400,500,1200,1055
LR,std,1,1,0.001,13,none,0.9955645833,1,1,0,0,-8.423547745,38.9332695,-20.5740509,0.4630000889,77.51584404,0,0,-45.52505493,44.93764114,-76.73281097,0.2222499847,77.51630543,11.85683918,2.024573088,0.9622122049,300,500,1200,873
LR,std,1,1,0.001,14,none,0.99576875,1,1,0,0,-8.393847466,40.40505981,-23.13385773,0.4727500379,77.60778587,0,0,-44.72972107,46.49004745,-68.38326263,0.2372500151,78.2660597,12.23567772,2.028516769,0.9586243629,300,400,1200,864
LR,std,1,1,0.001,15,none,0.995825,1,1,0,0,-9.292058945,39.85159683,-21.05545616,0.4690001011,78.43178172,0,0,-48.94554138,45.67695999,-81.69484711,0.2132499814,74.4231127,12.69558907,2.049865007,0.9743282199,400,500,1200,984
LR,std,1,1,0.001,16,none,0.9961291667,1,1,0,0,-9.369246483,42.2227211,-23.46409607,0.4682501256,77.96893416,0,0,-51.4805603,49.99750137,-84.70897675,0.1974999607,77.59456409,12.9595499,2.086267233,0.9578765035,400,400,1200,1081
LR,std,1,1,0.001,17,none,0.99600625,1,1,0,0,-9.353142738,41.77618408,-24.14650726,0.4667500854,79.81135015,0,0,-51.66034317,48.3044281,-88.30477905,0.2072499841,70.07054031,13.37269878,2.085259199,0.9501587152,400,600,1200,866
LR,std,1,1,0.001,18,none,0.9963020833,1,1,0,0,-9.50858593,42.83782578,-25.24777412,0.4592500925,78.98575836,0,0,-49.32789993,50.06442642,-79.53458405,0.2132499963,72.319913,13.68681431,2.100969315,0.9791503549,300,400,1200,1087
LR,std,1,1,0.001,19,none,0.9962625,1,1,0,0,-10.30638218,42.72127914,-21.84819031,0.4570001364,79.90359107,0,0,-51.34148026,50.38058472,-83.59778595,0.2079999894,74.9385491,13.99493217,2.127864122,0.9868412614,300,400,1200,950
LR,std,1,1,0.001,20,none,0.9965125,1,1,0,0,-10.44820404,44.93437195,-24.877882,0.4600001276,78.56415714,0,0,-55.16008759,53.87371826,-92.60466766,0.2199999988,79.00631805,14.31576061,2.169930935,0.9964507222,400,500,1200,988
LR,std,1,1,0.001,21,none,0.99661875,1,1,0,0,-9.970913887,44.88697052,-26.05768585,0.4570001364,79.52238604,0,0,-56.01294327,52.48203659,-92.86934662,0.192999959,77.15121143,14.6827631,2.188929558,1.002662897,300,400,1200,1025
LR,std,1,1,0.001,22,none,0.9963645833,1,1,0,0,-10.23470592,45.85448837,-28.83041,0.4652501047,78.59172086,0,0,-56.88142776,54.61559296,-102.7402115,0.2019999772,77.40880728,14.96334553,2.174926043,1.023971677,300,400,1200,908
LR,std,1,1,0.001,23,none,0.9965729167,1,1,0,0,-10.55933571,44.7652092,-25.0147171,0.4585000575,79.82536626,0,0,-55.89300919,54.1026268,-97.05221558,0.2132499814,72.05133374,15.28313637,2.20615077,1.006800175,300,400,1200,1097
LR,std,1,1,0.001,24,none,0.9967625,1,1,0,0,-10.6885252,47.53744507,-25.77175903,0.4607501328,79.11589283,0,0,-62.01239777,57.47994995,-110.8536453,0.2027499527,69.3673934,15.52122593,2.228012323,1.009545803,300,400,1200,1048
LR,std,1,1,0.001,25,none,0.9970041667,1,1,0,0,-10.14640713,46.38511276,-24.46783638,0.466750145,80.06672555,0,0,-60.84914398,56.36996841,-99.59149933,0.2079999745,66.13956316,15.78554058,2.22559762,1.013389826,300,400,1200,883
LR,std,1,1,0.001,26,none,0.9967125,1,1,0,0,-11.35731125,48.78860855,-28.77013779,0.4547501206,79.36063271,0,0,-59.18149948,58.78697968,-131.0565948,0.2094999701,73.09320962,16.05583954,2.220228195,1.035492659,300,500,1200,920
LR,std,1,1,0.001,27,none,0.99681875,1,1,0,0,-10.83699703,48.67022324,-23.74732208,0.463750124,80.43250333,0,0,-57.5362587,58.1056633,-97.27389526,0.2042499781,73.32089471,16.35227203,2.253240585,1.049665451,300,400,1200,788
LR,std,1,1,0.001,28,none,0.9969458333,1,1,0,0,-10.6020174,49.41215515,-27.57167435,0.4615001082,79.31258705,0,0,-63.1127243,60.46017075,-136.6320801,0.2087499797,70.06961547,16.52420425,2.253154516,1.070106268,300,300,1200,1021
LR,std,1,1,0.001,29,none,0.9968625,1,1,0,0,-11.76216698,50.16352463,-24.49531555,0.4555000961,80.13248271,0,0,-62.58067703,60.64868546,-105.2705917,0.2004999667,71.36868343,16.88963699,2.263184309,1.048135638,300,400,1200,939
LR,std,1,1,0.001,30,none,0.9969958333,1,1,0,0,-10.90239334,50.87502289,-29.09459305,0.4607501328,79.63969475,0,0,-59.83943558,62.58576965,-116.0023041,0.2154999822,68.26418885,17.07134819,2.299448252,1.075790882,300,400,1200,1084
LR,std,1,1,0.001,31,none,0.9969979167,1,1,0,0,-11.96674824,49.85987473,-29.07446671,0.4630000889,80.43837959,0,0,-63.63822937,61.42121887,-115.5731506,0.1952499747,66.7774753,17.29321098,2.29714942,1.068937063,300,400,1200,1004
LR,std,1,1,0.001,32,none,0.99726875,1,1,0,0,-11.62652969,50.68195343,-28.17264748,0.4600001276,79.93159131,0,0,-66.24953461,62.38372421,-120.4494324,0.2049999982,70.40961137,17.56756401,2.324601889,1.070538044,300,300,1200,916
LR,std,1,1,0.001,33,none,0.9970645833,1,1,0,0,-13.03100395,50.40409088,-28.28700829,0.4547501206,79.79852135,0,0,-71.20423126,62.45737839,-119.5612259,0.1779999584,70.99138929,17.82925987,2.320037127,1.07333982,300,400,1200,929
LR,std,1,1,0.001,34,none,0.99726875,1,1,0,0,-11.48432636,51.81367493,-28.49015427,0.4660001099,80.07696932,0,0,-63.29747391,62.26322556,-132.0062561,0.2042499781,68.94555156,18.05696297,2.362476826,1.071751356,300,400,1200,1015
LR,std,1,1,0.001,35,none,0.9970479167,1,1,0,0,-11.34425831,51.22110367,-27.31045341,0.4622501135,79.72886826,0,0,-67.01972961,63.01386642,-129.3565979,0.2117499858,68.07401316,18.28941536,2.322076797,1.099842787,300,400,1200,849
LR,std,1,1,0.001,36,none,0.9970458333,1,1,0,0,-12.99415302,53.67218399,-29.97715569,0.4495000839,79.4520461,0,0,-67.94250488,65.838974,-143.0805817,0.201249972,66.47844473,18.46446419,2.395623446,1.133500338,300,400,1200,1108
LR,std,1,1,0.001,37,none,0.9973833333,1,1,0,0,-13.12134838,53.62636566,-27.28613472,0.4585001171,79.56471514,0,0,-66.81330872,64.49626923,-134.200882,0.1989999563,74.25431184,18.71201134,2.374343634,1.125103831,300,300,1200,1015
LR,std,1,1,0.001,38,none,0.99725625,1,1,0,0,-12.97283745,54.45344925,-32.54372406,0.4592500925,79.25062997,0,0,-67.92398071,67.20695496,-129.2492981,0.1982499659,75.28245626,18.91932678,2.366141319,1.127341747,300,400,1200,1088
LR,std,1,1,0.001,39,none,0.9973645833,1,1,0,0,-13.37503624,53.62979889,-28.43541145,0.4510001838,79.67644908,0,0,-68.44736481,65.4468689,-119.8308334,0.1997499615,75.5005149,19.11843109,2.346713305,1.110728025,300,300,1200,974
LR,std,1,1,0.001,40,none,0.99729375,1,1,0,0,-13.09296417,55.58322906,-28.9991188,0.4562501013,79.26411064,0,0,-68.04376984,67.52198792,-124.829628,0.2049999833,78.65010671,19.34617996,2.398447275,1.102433085,300,300,1200,856
LR,std,1,1,0.001,41,none,0.9972854167,1,1,0,0,-14.50884628,53.95390701,-30.66436005,0.4472500682,79.06081648,0,0,-70.64359283,68.65709686,-127.5679474,0.2057499737,79.02487576,19.52289009,2.3684237,1.119834185,300,400,1200,1120
LR,std,1,1,0.001,42,none,0.9974770833,1,1,0,0,-12.48739624,55.52185059,-32.93277359,0.4555000961,79.65160512,0,0,-65.32976532,65.98880005,-132.5471649,0.2109999955,75.5279165,19.7425251,2.366556406,1.122714877,200,300,1200,1139
LR,std,1,1,0.001,43,none,0.99739375,1,1,0,0,-12.21829987,53.52913666,-29.24933434,0.4532500803,80.25045795,0,0,-65.89559174,65.73178864,-131.2507477,0.2079999894,78.01649127,19.92187119,2.375767708,1.145273566,300,300,1200,1006
LR,std,1,1,0.001,44,none,0.9974375,1,1,0,0,-12.67176437,55.31638718,-32.83124924,0.4495001435,80.05952865,0,0,-70.11109924,66.04207611,-140.0597229,0.1914999634,77.35680196,20.21615601,2.40815568,1.154333353,300,300,1200,1079
LR,std,1,1,0.001,45,none,0.9977145833,1,1,0,0,-14.18088055,56.07817841,-29.94895935,0.4502500892,79.63988221,0,0,-67.76367188,68.48130798,-145.3306122,0.2034999579,77.71641039,20.32324219,2.373416662,1.15292418,200,300,1200,1096
LR,std,1,1,0.001,46,none,0.9974395833,1,1,0,0,-14.75240612,55.97568893,-33.995327,0.4472501278,79.42037282,0,0,-70.65245056,70.05239105,-145.7959137,0.1914999634,78.52049114,20.51967239,2.420380116,1.144260049,400,400,1200,954
LR,std,1,1,0.001,47,none,0.99746875,1,1,0,0,-14.95348644,55.20110703,-34.80791855,0.4487501085,80.28232021,0,0,-65.60883331,66.19490814,-132.9421387,0.1989999563,79.43968247,20.68667412,2.411359787,1.19299376,300,300,1200,1091
LR,std,1,1,0.001,48,none,0.9975,1,1,0,0,-14.60788441,56.36102295,-38.30120468,0.4510001242,79.63059675,0,0,-66.73763275,68.30156708,-143.1486664,0.1952499598,78.69512926,20.90591812,2.421420336,1.166554451,200,400,1200,1079
LR,std,1,1,0.001,49,none,0.9975729167,1,1,0,0,-14.39125156,56.37406158,-31.9414463,0.4495001435,79.98001706,0,0,-68.30473328,69.17129517,-141.6702881,0.2147499621,74.48983047,21.1421814,2.391136169,1.196662903,200,300,1200,996
LR,std,1,1,0.001,50,none,0.99756875,1,1,0,0,-15.10467529,56.30606461,-32.38711166,0.4442501068,79.62681059,0,0,-66.0513916,68.74581909,-139.1435547,0.2049999684,75.0258316,21.28651237,2.410298586,1.194357991,300,300,1200,1007
LR,std,2,2,0.001,1,none,0.9818020833,1,1,0,0,-2.585354567,17.28269386,-10.20638275,0.4937501252,72.48089832,0,0,-7.248851299,13.36138344,-16.59329224,0.3670000732,76.68559946,3.730238199,0.9868544936,1.306160569,1400,2000,1200,910
LR,std,2,2,0.001,2,none,0.9789854167,1,1,0,0,-4.800830841,24.55489922,-12.82314777,0.4690001011,75.38628629,0,0,-20.62462044,20.55963516,-34.77155685,0.2184999585,72.96447067,5.554288864,1.258801699,1.393281937,1700,2100,1200,560
LR,std,2,2,0.001,3,none,0.9879895833,1,1,0,0,-4.471599102,26.98179436,-14.15128899,0.4840001166,76.14265078,0,0,-27.95031929,24.80369186,-55.87171936,0.2012499869,74.98848946,6.595785141,1.39317131,1.293866515,1200,1300,1200,676
LR,std,2,2,0.001,4,none,0.9903333333,1,1,0,0,-6.761879444,29.16819763,-15.15727901,0.4645001292,76.4110983,0,0,-28.71554756,27.72952271,-50.78121948,0.2087499499,79.88825762,7.42380619,1.519481778,1.200387239,900,1000,1200,727
LR,std,2,2,0.001,5,none,0.9919125,1,1,0,0,-5.413523674,29.77210045,-17.86740112,0.48025015,77.48792746,0,0,-34.77828979,30.23051453,-53.30446243,0.1899999827,69.57465003,8.126030922,1.589255571,1.138477445,700,800,1200,979
