step,seed,unfit_forward,unfit_reverse,abs_delta,percentile_99,raw_floor,calibrated_floor
90000,3,3.3683807288669406e-10,3.3683807288669416e-10,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,4,6.015655135785753e-15,6.015655135785753e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,5,1.2821098811093499e-14,1.2821098811093499e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,6,1.01076146348422e-14,1.0107614634842195e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,7,4.739513064322499e-15,4.739513064322498e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,8,3.8130204544064264e-14,3.813020454406425e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,9,1.098734357251777e-14,1.098734357251777e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,0,1.0094252463283696e-14,1.0094252463283697e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,1,1.1534393682511623e-14,1.1534393682511623e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,2,3.0950680300009066e-14,3.095068030000908e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,3,1.9340343852692637e-14,1.934034385269264e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,4,2.0871859442947074e-14,2.0871859442947064e-14,9.466330862652142e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,5,1.1199420778182904e-13,1.1199420778182899e-13,5.048709793414476e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,6,6.777983477519058e-15,6.777983477519056e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,7,1.5393591153681607e-14,1.539359115368161e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,8,1.760313867584704e-14,1.7603138675847047e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
100000,9,1.437610056613357e-14,1.4376100566133573e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,0,1.5898661400158364e-14,1.5898661400158367e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,1,6.391424837167108e-15,6.391424837167107e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,2,6.31379609903529e-15,6.31379609903529e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,3,3.3111526293478206e-14,3.311152629347821e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,4,1.1187402486087543e-14,1.1187402486087545e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,5,4.4456613950277243e-14,4.445661395027725e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,6,8.31879370241662e-15,8.318793702416624e-15,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,7,2.1586849336266326e-14,2.1586849336266326e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,8,6.053873178605625e-15,6.053873178605625e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
110000,9,9.400375349398074e-15,9.400375349398072e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,0,1.777525074438149e-14,1.7775250744381492e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,1,1.357335593343546e-14,1.3573355933435454e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,2,3.476219345454752e-11,3.476219345454751e-11,6.462348535570529e-27,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,3,9.46336146871469e-15,9.46336146871469e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,4,1.752076067495562e-14,1.7520760674955622e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,5,5.340646521397211e-14,5.340646521397211e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,6,8.992259757767096e-15,8.992259757767099e-15,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,7,1.0891809238809382e-14,1.089180923880938e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,8,1.800470063200047e-14,1.8004700632000463e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
120000,9,1.237720485165493e-14,1.237720485165493e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,0,1.1680118358193904e-14,1.1680118358193901e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,1,1.752271898550538e-14,1.7522718985505382e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,2,1.3102511310963931e-14,1.3102511310963928e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,3,1.1060986417379024e-13,1.1060986417379024e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,4,5.47792299628781e-15,5.47792299628781e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,5,5.363908095022631e-13,5.363908095022628e-13,3.0292258760486853e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,6,5.916911123627606e-14,5.916911123627608e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,7,1.6822466114262087e-06,1.6822466114262083e-06,4.235164736271502e-22,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,8,2.6128694340556238e-14,2.612869434055623e-14,9.466330862652142e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
130000,9,5.096842052772252e-15,5.096842052772252e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,0,1.1995044439987393e-14,1.1995044439987393e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,1,7.171886841966678e-15,7.171886841966678e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,2,2.7680031227553768e-14,2.7680031227553762e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,3,2.0813187994638807e-09,2.0813187994638807e-09,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,4,1.0867648940190372e-14,1.0867648940190372e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,5,1.7005288277816598e-14,1.7005288277816595e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,6,7.462477392260454e-15,7.462477392260454e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,7,7.080100680634958e-10,7.080100680634958e-10,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,8,1.1623204414829906e-14,1.1623204414829904e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
140000,9,6.154150923859092e-15,6.1541509238590924e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,0,2.2802895057547722e-14,2.2802895057547726e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,1,9.452275172146646e-15,9.452275172146647e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,2,1.409410264482296e-14,1.4094102644822964e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,3,1.0719078688374857e-14,1.0719078688374856e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,4,5.00248644759614e-15,5.002486447596142e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,5,1.2667369149899214e-13,1.2667369149899211e-13,2.524354896707238e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,6,6.182120021892814e-15,6.182120021892814e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,7,9.877166015714526e-15,9.877166015714528e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,8,4.765921815052757e-15,4.765921815052756e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
150000,9,8.830527943920777e-15,8.830527943920776e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,0,9.327336726652495e-15,9.327336726652495e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,1,1.1106239072689618e-14,1.1106239072689612e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,2,1.554834388388878e-14,1.5548343883888774e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,3,1.8194407101634717e-14,1.819440710163471e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,4,1.9127354663692313e-14,1.9127354663692313e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,5,2.0149300989593446e-14,2.0149300989593446e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,6,2.0150525465096043e-14,2.0150525465096033e-14,9.466330862652142e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,7,6.940321493739137e-14,6.940321493739136e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,8,2.0105666492522062e-14,2.0105666492522062e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
160000,9,1.2338448364692834e-14,1.233844836469283e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,0,4.982126124648348e-15,4.982126124648348e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,1,1.2289011945973326e-14,1.2289011945973329e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,2,6.815543689225394e-15,6.815543689225394e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,3,1.6593307566280945e-14,1.6593307566280945e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,4,4.131331776654339e-14,4.1313317766543404e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,5,1.0407512410269558e-14,1.0407512410269558e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,6,4.803981943799219e-15,4.803981943799216e-15,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,7,2.857642741710364e-13,2.857642741710364e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,8,1.4107899064528352e-14,1.4107899064528352e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
170000,9,9.238002237200675e-15,9.238002237200675e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,0,9.303657558579375e-15,9.303657558579375e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,1,6.9251701408307215e-15,6.9251701408307215e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,2,6.930559797439564e-14,6.930559797439566e-14,2.524354896707238e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,3,6.741921622292352e-15,6.741921622292351e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,4,4.4826817661788987e-13,4.4826817661789e-13,1.0097419586828951e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,5,9.558245540244611e-15,9.558245540244613e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,6,2.5443529886739815e-14,2.544352988673981e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,7,1.0761039169637716e-13,1.0761039169637716e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,8,8.002957378979984e-15,8.002957378979985e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
180000,9,5.701003319017212e-15,5.701003319017212e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,0,4.314053465880546e-15,4.3140534658805456e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,1,2.3170385613404672e-14,2.317038561340467e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,2,2.744758518321976e-14,2.7447585183219766e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,3,7.960720354636722e-15,7.96072035463672e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,4,3.11212800192803e-10,3.11212800192803e-10,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,5,4.383684861641374e-14,4.3836848616413727e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,6,7.803670275440797e-15,7.803670275440795e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,7,1.893931086440336e-14,1.8939310864403352e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,8,9.384483111276637e-15,9.384483111276637e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
190000,9,5.631870541760443e-15,5.631870541760444e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,0,4.71662276322106e-15,4.716622763221061e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,1,2.2203160806111626e-14,2.2203160806111626e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,2,4.663686107871903e-14,4.663686107871903e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,3,7.042222674932354e-15,7.042222674932353e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,4,9.270505555814438e-15,9.270505555814437e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,5,5.995075388266285e-14,5.995075388266284e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,6,6.046367315734762e-15,6.046367315734762e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,7,2.915383123462651e-14,2.9153831234626506e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,8,9.358389870617924e-15,9.358389870617924e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
200000,9,7.682395417540781e-15,7.682395417540781e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
