arm,iv,bin,window,seed,mean,star,star_W,bias
LR,none,12-20,0-625,0,-0.15139387187412628,-0.041465530039713414,-0.0419658976571291,0.000500367617415678
LR,none,12-20,0-625,1,-0.14267459629665954,-0.04152601342585273,-0.04172320503400405,0.0001971916081513176
LR,none,12-20,0-625,2,-0.093955757013366,-0.054344898965071664,-0.054172435826095815,-0.00017246313897582402
LR,none,12-20,100-625,0,-0.04580813560450422,-0.035975105427461934,-0.03576167971983704,-0.00021342570762499267
LR,none,12-20,100-625,1,-0.0644448685512016,-0.048771214626736475,-0.04824040463006093,-0.000530809996675493
LR,none,12-20,100-625,2,-0.09923143809742761,-0.06260491007647964,-0.0606376407273477,-0.001967269349131837
LR,none,12-20,20-100,0,-0.12554921843866282,-0.027755680639603517,-0.028306947668890955,0.0005512670292874748
LR,none,12-20,20-100,1,-0.1325498730963286,-0.02439361351041495,-0.0246902742214757,0.0002966607110607187
LR,none,12-20,20-100,2,-0.04634296020530562,-0.008639150137870422,-0.009989283650459986,0.0013501335125895115
LR,none,2-6,0-100,0,-0.2751673421504967,-0.10722078072410075,-0.1066183880568948,-0.0006023926672060045
LR,none,2-6,0-100,1,-0.21714036415311658,-0.10237889758567884,-0.1013017487012022,-0.0010771488844766284
LR,none,2-6,0-100,2,-0.1873847161986446,-0.0879265463234725,-0.08720503744001609,-0.0007215088834564086
LR,none,2-6,0-20,0,-0.576441667845987,-0.22044945293096094,-0.21597510518475754,-0.004474347746203421
LR,none,2-6,0-20,1,-0.5205778669727869,-0.20857896594013647,-0.204469030882496,-0.004109935057640542
LR,none,2-6,0-20,2,-0.5282030998272222,-0.2155101911956098,-0.21156493871435117,-0.003945252481258649
LR,none,2-6,0-625,0,-0.40240664096784906,-0.21555815015677116,-0.2168108702535018,0.0012527200967306271
LR,none,2-6,0-625,1,-0.36851824462036165,-0.22735740730439788,-0.22648286574135773,-0.0008745415630401112
LR,none,2-6,0-625,2,-0.34108780872057787,-0.195850076211418,-0.19505140471447327,-0.0007986714969447347
LR,none,2-6,100-625,0,-0.1272392988173523,-0.1083373694326704,-0.11019248219660698,0.0018551127639366317
LR,none,2-6,100-625,1,-0.15137788046724507,-0.12497850971871902,-0.12518111704015555,0.00020260732143651713
LR,none,2-6,100-625,2,-0.1537030925219333,-0.10792352988794551,-0.1078463672744572,-7.716261348832617e-05
LR,none,2-6,20-100,0,0.3012743256954903,0.1132286722068602,0.10935671712786274,0.003871955078997417
LR,none,2-6,20-100,1,0.30343750281967025,0.10620006835445764,0.10316728218129376,0.0030327861731639138
LR,none,2-6,20-100,2,0.34081838362857775,0.1275836448721373,0.12435990127433509,0.0032237435978022403
LR,none,7-11,0-100,0,-0.14448307677420302,-0.027214102972291966,-0.02838380299857133,0.001169700026279314
LR,none,7-11,0-100,1,-0.15771090776306124,-0.05164674082444243,-0.05199473869275968,0.00034799786831717983
LR,none,7-11,0-100,2,-0.14906089131231454,-0.0350848271732066,-0.03480365085371524,-0.0002811763194913511
LR,none,7-11,0-20,0,-0.2002088250594948,-0.05790555712062388,-0.056579648787968215,-0.0013259083326556723
LR,none,7-11,0-20,1,-0.1897948036345145,-0.0686004531533723,-0.06709948839538597,-0.0015009647579863664
LR,none,7-11,0-20,2,-0.16572305956270067,-0.05709224751079325,-0.05570079752060571,-0.0013914499901875386
LR,none,7-11,0-625,0,-0.2096805736573913,-0.09097900609381286,-0.09294113135431217,0.0019621252604993056
LR,none,7-11,0-625,1,-0.19937082697288727,-0.11016315479886282,-0.11137808694429725,0.0012149321454344316
LR,none,7-11,0-625,2,-0.2174184153040688,-0.09646253805069852,-0.09632660148593267,-0.0001359365647658704
LR,none,7-11,100-625,0,-0.06519749688318828,-0.0637649031215209,-0.06455732835574084,0.0007924252342199914
LR,none,7-11,100-625,1,-0.041659919209826056,-0.0585164139744204,-0.05938334825153757,0.0008669342771172519
LR,none,7-11,100-625,2,-0.06835752399175428,-0.06137771087749191,-0.061522950632217424,0.00014523975472548068
LR,none,7-11,20-100,0,0.055725748285291796,0.03069145414833192,0.02819584578939689,0.0024956083589349866
LR,none,7-11,20-100,1,0.032083895871453286,0.016953712328929883,0.015104749702626296,0.0018489626263035464
LR,none,7-11,20-100,2,0.016662168250386133,0.022007420337586646,0.020897146666890465,0.0011102736706961876
SNA,l2,12-20,0-100,0,-0.13700988186837493,-0.026601320642037483,-0.026253892993993208,-0.0003474276480442823
SNA,l2,12-20,0-100,1,-0.16409603275858176,-0.04571504294067505,-0.045588327738138944,-0.00012671520253611118
SNA,l2,12-20,0-100,2,-0.13286856133238303,-0.03747294028320926,-0.03793758246554295,0.00046464218233369255
SNA,l2,12-20,0-20,0,-0.20237534954971015,-0.06061384023546398,-0.0592997045680633,-0.0013141356674006804
SNA,l2,12-20,0-20,1,-0.2112405569955678,-0.07309250034747843,-0.07188753763750806,-0.0012049627099703583
SNA,l2,12-20,0-20,2,-0.20208859850845506,-0.07014291623265016,-0.06919945641796416,-0.0009434598146860172
SNA,l2,12-20,0-625,0,-0.1047496839120755,-0.0024431194363227185,-0.002374238826917908,-6.888060940481321e-05
SNA,l2,12-20,0-625,1,-0.1119295015767431,-0.00646303699139247,-0.007141317577277724,0.0006782805858852549
SNA,l2,12-20,0-625,2,-0.08148837071277665,0.0008996705541169011,-0.0002883873993037609,0.0011880579534206642
SNA,l2,12-20,100-625,0,0.03226019795629943,0.024158201205714765,0.023879654167075298,0.0002785470386394691
SNA,l2,12-20,100-625,1,0.05216653118183862,0.039252005949282576,0.03844701016086122,0.0008049957884213661
SNA,l2,12-20,100-625,2,0.05138019061960638,0.03837261083732616,0.03764919506623919,0.0007234157710869717
SNA,l2,12-20,20-100,0,0.0653654676813352,0.034012519593426487,0.0330458115740701,0.0009667080193563981
SNA,l2,12-20,20-100,1,0.04714452423698604,0.027377457406803377,0.02629920989936912,0.0010782475074342472
SNA,l2,12-20,20-100,2,0.06922003717607203,0.0326699759494409,0.03126187395242119,0.0014081019970197098
SNA,l2,2-6,0-100,0,-0.11697524655445848,-0.04017870113823283,-0.04059236426720581,0.00041366312897298495
SNA,l2,2-6,0-100,1,-0.13823945495784712,-0.05755117798546468,-0.056677377995533386,-0.000873799989931286
SNA,l2,2-6,0-100,2,-0.0811592513020161,-0.03514600316245676,-0.0351579008132078,1.18976507510523e-05
SNA,l2,2-6,0-20,0,-0.25541030268553927,-0.09075819243675362,-0.08919043196944261,-0.001567760467311018
SNA,l2,2-6,0-20,1,-0.2689721334852482,-0.10407757321524484,-0.10202097209255379,-0.002056601122691063
SNA,l2,2-6,0-20,2,-0.20292727393496154,-0.08096923972309823,-0.07979713084573531,-0.001172108877362916
SNA,l2,2-6,0-625,0,-0.12101332877187501,-0.03986204956290295,-0.042247935563546904,0.0023858860006439496
SNA,l2,2-6,0-625,1,-0.10266223897010907,-0.04471592027548604,-0.045415934980353546,0.0007000147048674989
SNA,l2,2-6,0-625,2,-0.10892880008607979,-0.03831025770898082,-0.04020179051341943,0.0018915328044386114
SNA,l2,2-6,100-625,0,-0.0040380822174165415,0.0003166515753298807,-0.001655571296341092,0.0019722228716709646
SNA,l2,2-6,100-625,1,0.03557721598773809,0.012835257709978625,0.011261443015179841,0.001573814694798785
SNA,l2,2-6,100-625,2,-0.02776954878406372,-0.0031642545465240617,-0.005043889700211633,0.001879635153687559
SNA,l2,2-6,20-100,0,0.13843505613108076,0.050579491298520796,0.0485980677022368,0.001981423596284003
SNA,l2,2-6,20-100,1,0.130732678527401,0.04652639522978018,0.04534359409702039,0.0011828011327597774
SNA,l2,2-6,20-100,2,0.12176802263294546,0.045823236560641474,0.04463923003252752,0.0011840065281139684
SNA,l2,7-11,0-100,0,-0.12097941911867025,-0.030802826298878584,-0.03138232361983444,0.0005794973209558533
SNA,l2,7-11,0-100,1,-0.13378479115826147,-0.04810760066506304,-0.04851822849065614,0.000410627825593109
SNA,l2,7-11,0-100,2,-0.10567536808832859,-0.04085109817194267,-0.04101211970376413,0.00016102153182146126
SNA,l2,7-11,0-20,0,-0.19038799681408744,-0.05959133752946803,-0.05844874169659166,-0.0011425958328763954
SNA,l2,7-11,0-20,1,-0.1828980950822508,-0.06346288009437259,-0.062463181416995875,-0.0009996986773767283
SNA,l2,7-11,0-20,2,-0.2295330983249868,-0.09253029053738313,-0.09094288976369745,-0.0015874007736856582
SNA,l2,7-11,0-625,0,-0.08153672101564816,0.0006699507800901228,-0.0011704185976025682,0.0018403693776926967
SNA,l2,7-11,0-625,1,-0.062362534110747624,0.000977868760019801,-0.0010324390651506531,0.0020103078251704574
SNA,l2,7-11,0-625,2,-0.0708147234748175,-0.010793350568411918,-0.01173047566884598,0.0009371251004340594
SNA,l2,7-11,100-625,0,0.0394426981030221,0.03147277707896871,0.030211905022231866,0.0012608720567368434
SNA,l2,7-11,100-625,1,0.07142225704751384,0.04908546942508284,0.04748578942550548,0.0015996799995773483
SNA,l2,7-11,100-625,2,0.034860644613511085,0.03005774760353075,0.02928164403491814,0.0007761035686125982
SNA,l2,7-11,20-100,0,0.06940857769541718,0.028788511230589453,0.02706641807675722,0.0017220931538322486
SNA,l2,7-11,20-100,1,0.04911330392398933,0.01535527942930956,0.013944952926339732,0.0014103265029698372
SNA,l2,7-11,20-100,2,0.12385773023665822,0.051679192365440454,0.049930770059933335,0.0017484223055071195
SNA,none,12-20,0-100,0,-0.07554561280473035,-0.010148516963634576,-0.010434517543975508,0.00028600058034094735
SNA,none,12-20,0-100,1,-0.05049649444234894,-0.00387848848208594,-0.004240651788568238,0.00036216330648231737
SNA,none,12-20,0-100,2,-0.07045553675425778,-0.017923378378581576,-0.018420137816796214,0.0004967594382146165
SNA,none,12-20,0-20,0,-0.12062751121676868,-0.03563062929712402,-0.03501373417458799,-0.0006168951225360311
SNA,none,12-20,0-20,1,-0.11171917163253399,-0.03681018474053784,-0.03625219747114856,-0.0005579872693892364
SNA,none,12-20,0-20,2,-0.12732830144714752,-0.046153295901882246,-0.04546499716516475,-0.0006882987367175197
SNA,none,12-20,0-625,0,-0.013337068297679543,-0.0022541007243305706,-0.0034375996415815604,0.0011834989172509974
SNA,none,12-20,0-625,1,-0.0118750269473076,-0.007472533239767746,-0.008103404712816144,0.0006308714730483997
SNA,none,12-20,0-625,2,-0.018603780814917772,-0.008080938573169974,-0.009118561590627183,0.0010376230174572103
SNA,none,12-20,100-625,0,0.06220854450705081,0.007894416239304005,0.006996917902393947,0.00089749833691005
SNA,none,12-20,100-625,1,0.038621467495041334,-0.003594044757681806,-0.0038627529242479066,0.0002687081665660823
SNA,none,12-20,100-625,2,0.05185175593934001,0.0098424398054116,0.00930157622616903,0.0005408635792425937
SNA,none,12-20,20-100,0,0.04508189841203832,0.025482112333489442,0.02457921663061248,0.0009028957028769784
SNA,none,12-20,20-100,1,0.06122267719018505,0.0329316962584519,0.03201154568258032,0.0009201505758715538
SNA,none,12-20,20-100,2,0.056872764692889745,0.028229917523300667,0.027044859348368533,0.0011850581749321364
SNA,none,2-6,0-100,0,-0.19462995508257816,-0.06849525357367481,-0.06769556584250776,-0.0007996877311670688
SNA,none,2-6,0-100,1,-0.15672869288279145,-0.07284903572151931,-0.07170872102248509,-0.0011403146990342067
SNA,none,2-6,0-100,2,-0.18521650577895127,-0.07672988328254221,-0.07539308927300814,-0.0013367940095340603
SNA,none,2-6,0-20,0,-0.32423288930244576,-0.11533027832581255,-0.11310481379534876,-0.0022254645304637965
SNA,none,2-6,0-20,1,-0.30066013502823574,-0.12204405776949916,-0.11958801736941879,-0.002456040400080383
SNA,none,2-6,0-20,2,-0.3433909912172471,-0.1386047485598247,-0.13618206749181994,-0.0024226810680047493
SNA,none,2-6,0-625,0,-0.1763220390199883,-0.09557606521331644,-0.09570391875582451,0.00012785354250809157
SNA,none,2-6,0-625,1,-0.16704359040750005,-0.1105941268586782,-0.10980263081508992,-0.0007914960435882678
SNA,none,2-6,0-625,2,-0.20819275386060263,-0.10073026324472231,-0.10013700489567201,-0.000593258349050302
SNA,none,2-6,100-625,0,0.018307916062589878,-0.02708081163964162,-0.02800835291331676,0.0009275412736751605
SNA,none,2-6,100-625,1,-0.01031489752470861,-0.03774509113715889,-0.03809390979260483,0.0003488186554459389
SNA,none,2-6,100-625,2,-0.02297624808165134,-0.024000379962180095,-0.024743915622663863,0.0007435356604837581
SNA,none,2-6,20-100,0,0.1296029342198676,0.04683502475213775,0.045409247952841,0.0014257767992967275
SNA,none,2-6,20-100,1,0.14393144214544434,0.04919502204797986,0.04787929634693371,0.0013157257010461762
SNA,none,2-6,20-100,2,0.15817448543829576,0.061874865277282476,0.060788978218811775,0.0010858870584706895
SNA,none,7-11,0-100,0,-0.09798555260745964,-0.016104831767023854,-0.01659867004178798,0.0004938382747641301
SNA,none,7-11,0-100,1,-0.047312094976767936,-0.02486989238831335,-0.025634767396033986,0.0007648750077205478
SNA,none,7-11,0-100,2,-0.06898640209436366,-0.010370760524627242,-0.010540139629079903,0.00016937910445267334
SNA,none,7-11,0-20,0,-0.1389379450855431,-0.04227735142783887,-0.04160200788588656,-0.0006753435419523158
SNA,none,7-11,0-20,1,-0.07053282191084131,-0.03304915225519084,-0.03276501645521943,-0.0002841357999714092
SNA,none,7-11,0-20,2,-0.14325191120744393,-0.05044797293533625,-0.04936537759508351,-0.0010825953402527374
SNA,none,7-11,0-625,0,-0.10355074739213185,-0.04415896219942191,-0.045000458185052813,0.0008414959856308999
SNA,none,7-11,0-625,1,-0.05177915518324301,-0.048122562811482625,-0.049040269527327894,0.0009177067158452701
SNA,none,7-11,0-625,2,-0.04990281809239812,-0.03383008793426527,-0.033864907651667844,3.48197174025699e-05
SNA,none,7-11,100-625,0,-0.005565194784672234,-0.028054130432398062,-0.028401788143264838,0.00034765771086676977
SNA,none,7-11,100-625,1,-0.004467060206475071,-0.023252670423169274,-0.023405502131293908,0.00015283170812472238
SNA,none,7-11,100-625,2,0.019083584001965546,-0.02345932740963803,-0.023324768022587938,-0.00013455938705010342
SNA,none,7-11,20-100,0,0.040952392478083466,0.02617251966081502,0.025003337844098583,0.0011691818167164458
SNA,none,7-11,20-100,1,0.023220726934073378,0.008179259866877486,0.007130249059185445,0.001049010807691957
SNA,none,7-11,20-100,2,0.07426550911308027,0.04007721241070901,0.03882523796600361,0.0012519744447054108
