arm,iv,seed,task,bin,step,mean,star,star_W,bias
LR,none,1,14,12-20,55,-1.5893500417709032,-1.5355472998970745,-1.5562348508794768,0.020687550982402172
LR,none,1,14,12-20,60,-1.6049256980136508,-1.539815199649842,-1.560333667834224,0.020518468184382074
LR,none,1,14,12-20,65,-1.5954478586921925,-1.5345335683359809,-1.5551457861076852,0.02061221777170431
LR,none,1,14,12-20,70,-1.6273147571587574,-1.545210162059217,-1.5656109681466355,0.02040080608741846
LR,none,1,14,12-20,75,-1.6346422633440998,-1.5476967678834495,-1.5681038561630571,0.020407088279607705
LR,none,1,14,12-20,80,-1.5965050720731842,-1.5343413561758035,-1.55515365302804,0.020812296852236612
LR,none,1,14,12-20,85,-1.55066333392125,-1.517424987821817,-1.5386239670293642,0.021198979207547382
LR,none,1,14,12-20,90,-1.5300865836990654,-1.5087565730826515,-1.530132356695545,0.02137578361289343
LR,none,1,14,12-20,95,-1.5508145013886763,-1.5151548488176627,-1.5363223966004511,0.02116754778278846
LR,none,1,14,12-20,100,-1.5553756306182844,-1.5159686684815086,-1.5370874511927821,0.021118782711273525
LR,none,1,14,12-20,625,-1.7436111201052897,-1.6372779591108486,-1.6578706282517452,0.02059266914089676
LR,none,1,15,12-20,0,-1.7460250290463821,-1.6372779591108486,-1.6578706282517452,0.02059266914089676
LR,none,1,15,12-20,20,-1.5913738489218752,-1.5747357344133877,-1.5957059486927563,0.02097021427936852
LR,none,1,15,12-20,25,-1.5806276459001998,-1.5693255992435735,-1.5905004792091204,0.021174879965547008
LR,none,1,15,12-20,30,-1.5878465782702562,-1.5672722126457925,-1.5885387293315112,0.021266516685718672
LR,none,1,15,12-20,35,-1.6182583774503707,-1.5726078052779748,-1.5938455482510008,0.02123774297302589
LR,none,1,15,12-20,40,-1.65868894485068,-1.5825205342042619,-1.603715781686363,0.021195247482100967
LR,none,1,15,12-20,45,-1.663757561449133,-1.5822103569598074,-1.6036941548424908,0.021483797882683574
LR,none,1,15,12-20,50,-1.719110981428899,-1.6003250362803805,-1.6216294318229187,0.021304395542538258
LR,none,1,15,12-20,55,-1.7461328388299193,-1.6087488989506125,-1.6299973312535763,0.02124843230296392
LR,none,1,15,12-20,60,-1.746605026518273,-1.6059013601944172,-1.6272427644107814,0.021341404216364025
LR,none,1,15,12-20,65,-1.7200737450118615,-1.5944265958813957,-1.616066350758356,0.021639754876960068
LR,none,1,15,12-20,70,-1.6649448436701346,-1.5731788704098781,-1.595401059444679,0.022222189034800978
LR,none,1,15,12-20,75,-1.6816014620383397,-1.578646092936541,-1.600790652908762,0.02214455997222103
LR,none,1,15,12-20,80,-1.7645204421689247,-1.6085100477311929,-1.6300371886389033,0.021527140907710417
LR,none,1,15,12-20,85,-1.8309451795990024,-1.6322012303309281,-1.6532362221978372,0.021034991866908968
LR,none,1,15,12-20,90,-1.8663424665916724,-1.6441817057193882,-1.664892601667966,0.02071089594857767
LR,none,1,15,12-20,95,-1.8313291229189261,-1.630627559980557,-1.6516689812770977,0.021041421296540647
LR,none,1,15,12-20,100,-1.7727477635622346,-1.6090477165937118,-1.6306703865675882,0.021622669973876327
LR,none,1,15,12-20,625,-1.8468967315547054,-1.6643868859073196,-1.685967058413248,0.021580172505928204
LR,none,1,16,12-20,0,-1.7273922479627473,-1.6643868859073196,-1.685967058413248,0.021580172505928204
LR,none,1,16,12-20,20,-1.6823842498055694,-1.630253285790649,-1.6531006562726989,0.02284737048204988
LR,none,1,16,12-20,25,-1.7653940526009722,-1.6538521489276823,-1.6762577039431121,0.022405555015429856
LR,none,1,16,12-20,30,-1.8060655796943665,-1.6625495360293785,-1.684932599357831,0.02238306332845241
LR,none,1,16,12-20,35,-1.797318469542533,-1.6531884170475593,-1.67584346310242,0.022655046054860576
LR,none,1,16,12-20,40,-1.7449513484643497,-1.6284376843640747,-1.6516781433008543,0.02324045893677976
LR,none,1,16,12-20,45,-1.7477453974706045,-1.6262811625701323,-1.6495773265463247,0.023296163976192476
LR,none,1,16,12-20,50,-1.754654935156602,-1.625963806587622,-1.649280950271875,0.023317143684253097
LR,none,1,16,12-20,55,-1.7536909266895484,-1.6246380338937445,-1.6480982624812452,0.023460228587500753
LR,none,1,16,12-20,60,-1.7180369685128087,-1.6097344932879196,-1.633724726255691,0.02399023296777159
LR,none,1,16,12-20,65,-1.6738112317719276,-1.5936541695405577,-1.6182543920459533,0.024600222505396233
LR,none,1,16,12-20,70,-1.714991646792513,-1.6119655377204083,-1.63637615119531,0.024410613474901765
LR,none,1,16,12-20,75,-1.7570963024361128,-1.629541897598716,-1.653663822579725,0.024121924981009214
LR,none,1,16,12-20,80,-1.7362046073630069,-1.6232487228678776,-1.6476391873546645,0.024390464486787097
LR,none,1,16,12-20,85,-1.7139022750360209,-1.615155466831055,-1.6397801896469886,0.02462472281593364
LR,none,1,16,12-20,90,-1.681432978145868,-1.60200130892093,-1.6269025581107912,0.02490124918986112
LR,none,1,16,12-20,95,-1.6903676197623054,-1.6063116980876644,-1.6311789445776943,0.024867246490030085
LR,none,1,16,12-20,100,-1.7359770950611857,-1.6256106240867647,-1.6502170776311669,0.02460645354440203
LR,none,1,16,12-20,625,-1.7700716958900806,-1.6642184017726465,-1.6886116245109366,0.024393222738290206
LR,none,1,17,12-20,0,-1.6982626998897032,-1.6642184017726465,-1.6886116245109366,0.024393222738290206
LR,none,1,17,12-20,20,-1.6895062627233772,-1.6525238052778126,-1.6764802440313338,0.02395643875352107
LR,none,1,17,12-20,25,-1.6980403882187625,-1.649315113456941,-1.6734061257834758,0.024091012326534836
LR,none,1,17,12-20,30,-1.7897464322025518,-1.6775198193817078,-1.7010089286297472,0.023489109248039312
LR,none,1,17,12-20,35,-1.8785295069319254,-1.7054713665822196,-1.7283242737909454,0.02285290720872581
LR,none,1,17,12-20,40,-1.9560236074702226,-1.7330138318495176,-1.755394806035171,0.022380974185653033
LR,none,1,17,12-20,45,-1.98909284607947,-1.7447384882581534,-1.7670120722064164,0.022273583948262968
LR,none,1,17,12-20,50,-1.989706528111884,-1.7442469329569328,-1.7666411543144684,0.02239422135753557
LR,none,1,17,12-20,55,-1.9741732205823046,-1.7374368246003586,-1.760091002854665,0.022654178254306316
LR,none,1,17,12-20,60,-1.9586923715483469,-1.7309854533674096,-1.7539261545938805,0.022940701226470992
LR,none,1,17,12-20,65,-1.9532632737579092,-1.7281057352183895,-1.7512762545801277,0.023170519361738116
LR,none,1,17,12-20,70,-1.9304942625876544,-1.7176413136836157,-1.7410668412210901,0.02342552753747441
LR,none,1,17,12-20,75,-1.9547156079293024,-1.7261788016819224,-1.7494590039568316,0.023280202274909245
LR,none,1,17,12-20,80,-1.983011392067066,-1.7381123899077293,-1.7611926306166796,0.023080240708950442
LR,none,1,17,12-20,85,-2.007159104143732,-1.7502223085996815,-1.7731071504462164,0.022884841846534984
LR,none,1,17,12-20,90,-1.974249980930613,-1.7385592915947958,-1.76176338363883,0.023204092044034043
LR,none,1,17,12-20,95,-1.9878133398691709,-1.743658253492364,-1.766726497071255,0.02306824357889127
LR,none,1,17,12-20,100,-2.007775637199863,-1.7487333557409426,-1.7715625130144605,0.022829157273517923
LR,none,1,17,12-20,625,-1.828782623477357,-1.6894664561478978,-1.7127051691441424,0.02323871299624443
LR,none,1,18,12-20,0,-1.7218296579539354,-1.6894664561478978,-1.7127051691441424,0.02323871299624443
LR,none,1,18,12-20,20,-1.5246354390999306,-1.6012980513515211,-1.6258013459069915,0.02450329455547035
LR,none,1,18,12-20,25,-1.6426328345683994,-1.6419525310328413,-1.6654186169571426,0.023466085924301296
LR,none,1,18,12-20,30,-1.6936077862763224,-1.6563528764971676,-1.6793520867966258,0.022999210299458353
LR,none,1,18,12-20,35,-1.6921560446806942,-1.6521117025900625,-1.6752194384690833,0.023107735879020767
LR,none,1,18,12-20,40,-1.7243775230413232,-1.661651574108962,-1.684690511358183,0.023038937249220907
LR,none,1,18,12-20,45,-1.7278151260746286,-1.658686444649635,-1.6819162761556674,0.023229831506032497
LR,none,1,18,12-20,50,-1.7223702531727247,-1.6516666585535582,-1.6751183853487326,0.023451726795174183
LR,none,1,18,12-20,55,-1.75293683511148,-1.6593743423949536,-1.6827586838574689,0.023384341462515293
LR,none,1,18,12-20,60,-1.781562110344853,-1.667502397748429,-1.6907334801603775,0.02323108241194859
LR,none,1,18,12-20,65,-1.7996157541656432,-1.6713241496302342,-1.694572887308166,0.023248737677931786
LR,none,1,18,12-20,70,-1.7615027573293416,-1.6543666085226982,-1.6781596277536415,0.023793019230943173
LR,none,1,18,12-20,75,-1.7855429449411224,-1.663209558201132,-1.6868888413960743,0.0236792831949424
LR,none,1,18,12-20,80,-1.808034971259705,-1.670150556210227,-1.6937217809188028,0.023571224708575755
LR,none,1,18,12-20,85,-1.7937300509247234,-1.6620968680817145,-1.685890469026051,0.023793600944336503
LR,none,1,18,12-20,90,-1.7742760025368358,-1.6536849077592046,-1.6777404017268123,0.024055493967607616
LR,none,1,18,12-20,95,-1.8131917382794303,-1.669041733775495,-1.6928136462077708,0.02377191243227571
LR,none,1,18,12-20,100,-1.8393101785819501,-1.67869367908271,-1.7023429779410733,0.023649298858363182
LR,none,1,18,12-20,625,-1.8586514763046948,-1.683785893129286,-1.7075666681447612,0.02378077501547523
LR,none,1,19,12-20,0,-1.6317538349056644,-1.683785893129286,-1.7075666681447612,0.02378077501547523
LR,none,1,19,12-20,20,-1.6231677486781235,-1.6678652877824094,-1.6915101809529767,0.02364489317056723
LR,none,1,19,12-20,25,-1.6850667491276328,-1.690319137916926,-1.7135497077452277,0.02323056982830167
LR,none,1,19,12-20,30,-1.7039715545282048,-1.6969816320097386,-1.7201555840821317,0.023173952072393148
LR,none,1,19,12-20,35,-1.725190407663743,-1.7048151966491367,-1.7278690798945844,0.02305388324544765
LR,none,1,19,12-20,40,-1.705288645111188,-1.6974905238316291,-1.7207519791989483,0.023261455367319286
LR,none,1,19,12-20,45,-1.6752326378401745,-1.6866047478594828,-1.7102515848853637,0.023646837025880815
LR,none,1,19,12-20,50,-1.6715382442963476,-1.6845564191597076,-1.7084417545301398,0.023885335370432585
LR,none,1,19,12-20,55,-1.711593445929077,-1.696920813584835,-1.7205389234920916,0.02361810990725644
LR,none,1,19,12-20,60,-1.7089982379061988,-1.691596928249798,-1.7152671262451775,0.023670197995379567
LR,none,1,19,12-20,65,-1.663693978446918,-1.6674310359249018,-1.6914366984921168,0.02400566256721504
LR,none,1,19,12-20,70,-1.6500820295637564,-1.6569601027980883,-1.6810544917545251,0.024094388956436886
LR,none,1,19,12-20,75,-1.6629876800674952,-1.661443494620962,-1.685475069671865,0.024031575050903486
LR,none,1,19,12-20,80,-1.6918185813794124,-1.6736012704015022,-1.6974621895161701,0.023860919114667922
LR,none,1,19,12-20,85,-1.6958813353687525,-1.6752842139757513,-1.6992055134513748,0.023921299475623527
LR,none,1,19,12-20,90,-1.7091076905018954,-1.680170029054078,-1.7040648085517192,0.023894779497641138
LR,none,1,19,12-20,95,-1.7398022313767365,-1.6937316306490187,-1.7174134176965539,0.02368178704753518
LR,none,1,19,12-20,100,-1.7441779037893843,-1.6967626489302392,-1.720488117985592,0.023725469055352732
LR,none,1,19,12-20,625,-1.8265830601877857,-1.7260265001513628,-1.748604630211937,0.02257813006057404
LR,none,1,20,12-20,0,-1.797960163565997,-1.7260265001513628,-1.748604630211937,0.02257813006057404
LR,none,1,20,12-20,20,-1.6873505763513594,-1.6803356558148537,-1.703513468829917,0.023177813015063293
LR,none,1,20,12-20,25,-1.770927984211526,-1.7101246578458404,-1.7328692461590571,0.02274458831321681
LR,none,1,20,12-20,30,-1.775478771830718,-1.7090149190158694,-1.7317942578239012,0.022779338808031752
LR,none,1,20,12-20,35,-1.7609909670092874,-1.7004754850767292,-1.7234533896053998,0.02297790452867048
LR,none,1,20,12-20,40,-1.7697515365492964,-1.702413309980332,-1.725412592087089,0.022999282106757165
LR,none,1,20,12-20,45,-1.8122316948018227,-1.716447047822926,-1.7391248802113615,0.02267783238843549
LR,none,1,20,12-20,50,-1.839862597891267,-1.724324981210682,-1.7467925436208476,0.022467562410165554
LR,none,1,20,12-20,55,-1.8488720069568394,-1.7245660941716847,-1.7468949558353848,0.022328861663700083
LR,none,1,20,12-20,60,-1.8432796101035291,-1.7219194125145973,-1.7442541888778746,0.022334776363277343
LR,none,1,20,12-20,65,-1.8222806937814626,-1.7127436487509249,-1.7352209840460409,0.022477335295116065
LR,none,1,20,12-20,70,-1.8265122818917143,-1.7140087618880546,-1.7363505944028486,0.022341832514794078
LR,none,1,20,12-20,75,-1.8475992362431282,-1.7204059444396151,-1.742499505983931,0.02209356154431589
LR,none,1,20,12-20,80,-1.8837339116721088,-1.7342622910764671,-1.755927044793372,0.02166475371690467
LR,none,1,20,12-20,85,-1.892729484668446,-1.737354944495371,-1.7588361819103624,0.021481237414991482
LR,none,1,20,12-20,90,-1.8849623228134151,-1.733816462061057,-1.7553278588873018,0.02151139682624489
LR,none,1,20,12-20,95,-1.8638210000054216,-1.727704963085825,-1.7494442879203138,0.0217393248344888
LR,none,1,20,12-20,100,-1.8797834097664705,-1.7353956831358643,-1.756918740078252,0.021523056942387483
LR,none,1,20,12-20,625,-2.00738352906806,-1.8271182297486468,-1.8473140628451603,0.020195833096513526
LR,none,2,2,2-6,0,0.14762886399112007,0.16504640514451518,0.15265696243847113,0.012389442706044064
LR,none,2,2,2-6,20,-0.3762715651867689,-0.04984934709481815,-0.05853479109394749,0.008685443999129348
LR,none,2,2,2-6,25,-0.3056889800780462,-0.02156339047458534,-0.030851921443791813,0.009288530969206477
LR,none,2,2,2-6,30,-0.21871528418247166,0.014749469028189246,0.004738269407986131,0.010011199620203115
LR,none,2,2,2-6,35,-0.15581981672300224,0.039488143334313185,0.02895395226791397,0.010534191066399216
LR,none,2,2,2-6,40,-0.10210380818747669,0.06064386718165146,0.04961979003289267,0.011024077148758806
LR,none,2,2,2-6,45,-0.059993592914530526,0.07619129859628926,0.0647421459727532,0.011449152623536065
LR,none,2,2,2-6,50,-0.023036732110265436,0.0901589926367829,0.07834498313378713,0.01181400950299576
LR,none,2,2,2-6,55,0.006464537147658547,0.10074964596226636,0.0886690541348682,0.012080591827398166
LR,none,2,2,2-6,60,0.029758053676452838,0.10950792769213194,0.09723427446685719,0.012273653225274756
LR,none,2,2,2-6,65,0.04784985218022138,0.11665160635404438,0.10419837375846376,0.01245323259558063
LR,none,2,2,2-6,70,0.04840762480252672,0.11819384442626862,0.10569941082226243,0.01249443360400619
LR,none,2,2,2-6,75,0.04893800359916445,0.12016494253860252,0.10758245157840825,0.012582490960194264
LR,none,2,2,2-6,80,0.055524995437760266,0.12393026826902942,0.11124453129654002,0.012685736972489394
LR,none,2,2,2-6,85,0.04936008747262253,0.12187349537335601,0.10926787759372884,0.01260561777962721
LR,none,2,2,2-6,90,0.04455802083021577,0.1196577643648643,0.1071688147554678,0.012488949609396513
LR,none,2,2,2-6,95,0.031439270335598735,0.11343325894897065,0.10106775982272596,0.012365499126244685
LR,none,2,2,2-6,100,0.011278815411386091,0.10411777469500287,0.09188337596507828,0.012234398729924578
LR,none,2,2,2-6,625,-0.15632177133240424,0.002795343694874011,-0.009869577515506265,0.012664921210380271
LR,none,2,3,2-6,0,0.018975037569766262,0.002795343694874011,-0.009869577515506265,0.012664921210380271
LR,none,2,3,2-6,20,-0.7632546734726282,-0.32571710825931327,-0.3315972083693934,0.0058801001100800936
LR,none,2,3,2-6,25,-0.6663315101725025,-0.28468738880945416,-0.2912311121912189,0.006543723381764721
LR,none,2,3,2-6,30,-0.5846583853077478,-0.25294999072689683,-0.2601434998876125,0.007193509160715621
LR,none,2,3,2-6,35,-0.5120355349190228,-0.22548566695000352,-0.23329685789070517,0.0078111909407016355
LR,none,2,3,2-6,40,-0.4432761782234704,-0.19945105181778164,-0.20787158171111916,0.008420529893337516
LR,none,2,3,2-6,45,-0.39338538326985834,-0.1813169134696736,-0.19016189127203778,0.008844977802364156
LR,none,2,3,2-6,50,-0.39277228307464623,-0.1824991370310841,-0.19130699047742616,0.008807853446342051
LR,none,2,3,2-6,55,-0.40155069342404864,-0.18832766484906674,-0.19709131704382377,0.008763652194757015
LR,none,2,3,2-6,60,-0.3708443519894002,-0.1762868480277454,-0.18536689087843722,0.009080042850691826
LR,none,2,3,2-6,65,-0.33934523333309985,-0.165227299555986,-0.17457344840032868,0.00934614884434268
LR,none,2,3,2-6,70,-0.34271966104860285,-0.16951109716618415,-0.17881578573091864,0.009304688564734534
LR,none,2,3,2-6,75,-0.35754491160061164,-0.17748678422585257,-0.1867568218922814,0.009270037666428834
LR,none,2,3,2-6,80,-0.3645733312378334,-0.18177877896682168,-0.19110573037918932,0.009326951412367635
LR,none,2,3,2-6,85,-0.36727747629514157,-0.18328674189363492,-0.1926242482949875,0.009337506401352584
LR,none,2,3,2-6,90,-0.3658322157460082,-0.18259742159656717,-0.19194222095217092,0.009344799355603754
LR,none,2,3,2-6,95,-0.34749285199236724,-0.17470978442205273,-0.1842701312809779,0.009560346858925185
LR,none,2,3,2-6,100,-0.3263403775108207,-0.16647843962407494,-0.1762862077715137,0.009807768147438764
LR,none,2,3,2-6,625,-0.44607047704552605,-0.2728387423103227,-0.28372062731797953,0.01088188500765682
LR,none,2,4,2-6,0,-0.2728624100686915,-0.2728387423103227,-0.28372062731797953,0.01088188500765682
LR,none,2,4,2-6,20,-0.7239805644708397,-0.464119363416727,-0.4717978712957542,0.0076785078790271655
LR,none,2,4,2-6,25,-0.7176324558019687,-0.46263108963159033,-0.4704878871036403,0.007856797472049948
LR,none,2,4,2-6,30,-0.6727200422111602,-0.44573661910222695,-0.45406776791698616,0.008331148814759217
LR,none,2,4,2-6,35,-0.5922290662414902,-0.4159539624283726,-0.42501397008954617,0.009060007661173586
LR,none,2,4,2-6,40,-0.5285228852223623,-0.39202884622423795,-0.40168998610333717,0.00966113987909921
LR,none,2,4,2-6,45,-0.4949119609355799,-0.38150649320595886,-0.3915176953082822,0.010011202102323296
LR,none,2,4,2-6,50,-0.46844411134831226,-0.3732694394506338,-0.383489664930204,0.010220225479570218
LR,none,2,4,2-6,55,-0.4340974622079422,-0.36079892553743703,-0.37130328901815957,0.010504363480722532
LR,none,2,4,2-6,60,-0.39965936837427535,-0.347909466929868,-0.3586912863509675,0.010781819421099499
LR,none,2,4,2-6,65,-0.39065543810566483,-0.3450267425045095,-0.35587806325197024,0.010851320747460704
LR,none,2,4,2-6,70,-0.3837642715294692,-0.3423133087301538,-0.35320732198575555,0.010894013255601749
LR,none,2,4,2-6,75,-0.37437222365966716,-0.3380886654163073,-0.3490692395789842,0.01098057416267693
LR,none,2,4,2-6,80,-0.36092267142293794,-0.33306782955220954,-0.3441543536939291,0.011086524141719565
LR,none,2,4,2-6,85,-0.3476154130345415,-0.32903399656619486,-0.34025171197607024,0.011217715409875382
LR,none,2,4,2-6,90,-0.3544149890822408,-0.33282449497277505,-0.3440197680859647,0.011195273113189614
LR,none,2,4,2-6,95,-0.34573905902435337,-0.33014750738824816,-0.34147999346212754,0.011332486073879409
LR,none,2,4,2-6,100,-0.33406870967652824,-0.3269335405365379,-0.33842905057213984,0.01149551003560191
LR,none,2,4,2-6,625,-0.5960958807779542,-0.49729227489166333,-0.5074158605501023,0.01012358565843897
LR,none,2,5,2-6,0,-0.4970317988497085,-0.49729227489166333,-0.5074158605501023,0.01012358565843897
LR,none,2,5,2-6,20,-1.081841182919963,-0.7228402126194144,-0.7287074637524369,0.005867251133022364
LR,none,2,5,2-6,25,-1.0841956250204996,-0.7228914068506225,-0.7288627156333775,0.005971308782754932
LR,none,2,5,2-6,30,-1.0497559065078985,-0.7080557776799887,-0.7143294021389792,0.0062736244589905255
LR,none,2,5,2-6,35,-1.0066362874395098,-0.6906284904419246,-0.6972490628429315,0.0066205724010069385
LR,none,2,5,2-6,40,-0.9679504960509869,-0.6771868141039681,-0.6841536291606257,0.006966815056657651
LR,none,2,5,2-6,45,-0.9306408066860322,-0.6655743151708685,-0.6728899002099007,0.007315585039032157
LR,none,2,5,2-6,50,-0.9082299008087118,-0.6592749717890923,-0.6667547965568897,0.007479824767797254
LR,none,2,5,2-6,55,-0.902225208570789,-0.6592977358174295,-0.666847481595517,0.007549745778087527
LR,none,2,5,2-6,60,-0.8993357631460441,-0.6593193291016551,-0.6669149490881874,0.007595619986532256
LR,none,2,5,2-6,65,-0.8685751490073886,-0.6479744419891343,-0.6558530464111376,0.007878604422003263
LR,none,2,5,2-6,70,-0.8697417639004158,-0.6497794181122759,-0.657664253448284,0.00788483533600811
LR,none,2,5,2-6,75,-0.8709296565760538,-0.6512632649234772,-0.6591547156522617,0.007891450728784548
LR,none,2,5,2-6,80,-0.8620668552025026,-0.6490705444325358,-0.6570817334663953,0.00801118903385941
LR,none,2,5,2-6,85,-0.8584452282772613,-0.6486837699969678,-0.6567858133963804,0.00810204339941265
LR,none,2,5,2-6,90,-0.8308284095259546,-0.6386288349851896,-0.6470160884623113,0.008387253477121704
LR,none,2,5,2-6,95,-0.8306228266336873,-0.6373868822811112,-0.6457580959160754,0.008371213634964078
LR,none,2,5,2-6,100,-0.8356887486368734,-0.639898306063261,-0.648141826101347,0.00824352003808599
LR,none,2,5,2-6,625,-0.8875864292101059,-0.7140728528210188,-0.7227651494089973,0.00869229658797849
LR,none,2,6,2-6,0,-0.7603704996915023,-0.7140728528210188,-0.7227651494089973,0.00869229658797849
LR,none,2,6,2-6,20,-1.0593283201349277,-0.8313870457713918,-0.8383016114143382,0.006914565642946399
LR,none,2,6,2-6,25,-1.0187269688068588,-0.8168127028076401,-0.824242091983017,0.007429389175376855
LR,none,2,6,2-6,30,-1.0417099740007965,-0.8238632774127376,-0.8313119610938787,0.007448683681141119
LR,none,2,6,2-6,35,-1.0409004200316436,-0.8212111790314047,-0.8288142149469313,0.007603035915526562
LR,none,2,6,2-6,40,-0.9748513788462554,-0.7941011115504693,-0.8023223267376919,0.008221215187222696
LR,none,2,6,2-6,45,-0.8874823911167202,-0.7591089877978737,-0.7680755841095305,0.008966596311656758
LR,none,2,6,2-6,50,-0.8658801257753914,-0.748867229327699,-0.758013327558548,0.00914609823084902
LR,none,2,6,2-6,55,-0.9046310939193775,-0.7628149558437215,-0.7716541503383704,0.008839194494648837
LR,none,2,6,2-6,60,-0.9163379411386352,-0.7671487684780353,-0.7758778837410121,0.008729115262976848
LR,none,2,6,2-6,65,-0.914939895534488,-0.7664616526225424,-0.7751894453731208,0.008727792750578374
LR,none,2,6,2-6,70,-0.8979550809876861,-0.7598842922099032,-0.7687597918232534,0.008875499613350258
LR,none,2,6,2-6,75,-0.8783715067159618,-0.7525540159165814,-0.7616040185734585,0.00905000265687704
LR,none,2,6,2-6,80,-0.8556733063470625,-0.743171603713673,-0.7523893152808532,0.009217711567180232
LR,none,2,6,2-6,85,-0.820534846526728,-0.728866715373064,-0.7383986690745806,0.009531953701516613
LR,none,2,6,2-6,90,-0.8008536127063149,-0.7212852081177181,-0.7309675588899183,0.009682350772200152
LR,none,2,6,2-6,95,-0.8135699662124771,-0.7258799468596309,-0.7353685954141739,0.009488648554543034
LR,none,2,6,2-6,100,-0.8157653676294028,-0.7268023412721072,-0.7361657310742725,0.009363389802165329
LR,none,2,6,2-6,625,-0.9830252922859151,-0.8142039759125749,-0.8226000611338953,0.00839608522132039
LR,none,2,7,7-11,0,-0.9070580818021503,-0.8142039759125749,-0.8226000611338953,0.00839608522132039
LR,none,2,7,7-11,20,-1.0714950021859115,-0.8717491616959115,-0.8788128825683045,0.007063720872392878
LR,none,2,7,7-11,25,-1.0915910289454305,-0.8803857013826044,-0.8873934637974734,0.007007762414868921
LR,none,2,7,7-11,30,-1.0969191617713405,-0.8819715857438513,-0.8890529805837667,0.007081394839915447
LR,none,2,7,7-11,35,-1.0714844600337705,-0.8707925607838425,-0.8782472551551055,0.007454694371263031
LR,none,2,7,7-11,40,-1.0555993437892541,-0.8630726816788126,-0.8708750475853492,0.007802365906536579
LR,none,2,7,7-11,45,-1.0423025791456437,-0.8554779696157463,-0.863545849534709,0.008067879918962717
LR,none,2,7,7-11,50,-1.0737108072234351,-0.8675256211193713,-0.8753692654336421,0.007843644314270933
LR,none,2,7,7-11,55,-1.0850175922060168,-0.8712489873713616,-0.8789895713278361,0.007740583956474438
LR,none,2,7,7-11,60,-1.0656606522117478,-0.862537677779942,-0.8704343819979431,0.007896704218001104
LR,none,2,7,7-11,65,-1.0186802428874309,-0.8418061326035575,-0.850037331506789,0.008231198903231415
LR,none,2,7,7-11,70,-0.9829668476799784,-0.8265517783168345,-0.8351038870055801,0.008552108688745648
LR,none,2,7,7-11,75,-0.9937217563730608,-0.8308671471551122,-0.8394001157505033,0.00853296859539114
LR,none,2,7,7-11,80,-0.9990839962288794,-0.8326118102801899,-0.8411745785519941,0.008562768271804088
LR,none,2,7,7-11,85,-1.01030944806128,-0.8354565565336369,-0.8439183286183387,0.008461772084701806
LR,none,2,7,7-11,90,-0.9908754610376045,-0.8262299327257273,-0.8348789213646154,0.008648988638888112
LR,none,2,7,7-11,95,-0.9594780237971188,-0.8136305642671744,-0.8225495715379167,0.00891900727074244
LR,none,2,7,7-11,100,-0.9697704123135119,-0.819315853691848,-0.8280469097664599,0.008731056074611842
LR,none,2,7,7-11,625,-1.0757209573221487,-0.8940710164151535,-0.9025933468666775,0.008522330451523886
LR,none,2,8,7-11,0,-0.8837174327084633,-0.8940710164151535,-0.9025933468666775,0.008522330451523886
LR,none,2,8,7-11,20,-1.245891694095204,-1.0179260092002007,-1.0235747411026752,0.0056487319024745375
LR,none,2,8,7-11,25,-1.294439153815009,-1.0316814991509395,-1.0370388436463631,0.005357344495423604
LR,none,2,8,7-11,30,-1.232572702591315,-1.002346162117056,-1.0082982867476225,0.005952124630566686
LR,none,2,8,7-11,35,-1.1577873898431952,-0.9685808345369424,-0.9752396634869639,0.006658828950021416
LR,none,2,8,7-11,40,-1.1761623751968322,-0.9722571515480609,-0.978905584517293,0.00664843296923209
LR,none,2,8,7-11,45,-1.2207375191716558,-0.9855342162957403,-0.9918934140073123,0.006359197711572051
LR,none,2,8,7-11,50,-1.2169232291691499,-0.9797612412625704,-0.9862063026806236,0.0064450614180532285
LR,none,2,8,7-11,55,-1.1977132770728993,-0.9700510016809273,-0.9766848074049045,0.006633805723977275
LR,none,2,8,7-11,60,-1.1781708833079352,-0.9605730873883987,-0.967413920712421,0.0068408333240222415
LR,none,2,8,7-11,65,-1.1363989496656919,-0.943365162491675,-0.9506375016242895,0.007272339132614433
LR,none,2,8,7-11,70,-1.0926980999554399,-0.9257637226639486,-0.9334301828447201,0.0076664601807715374
LR,none,2,8,7-11,75,-1.0845870060789966,-0.9215570841162004,-0.9292712331088729,0.007714148992672563
LR,none,2,8,7-11,80,-1.082128341993509,-0.9215492564529266,-0.9292750520860864,0.007725795633159577
LR,none,2,8,7-11,85,-1.07789299180389,-0.9202921927673517,-0.9280435119080133,0.007751319140661508
LR,none,2,8,7-11,90,-1.0652472260982515,-0.9155957555567249,-0.923453523287327,0.007857767730602063
LR,none,2,8,7-11,95,-1.052216052562618,-0.9107367355902829,-0.9186442092718358,0.007907473681552802
LR,none,2,8,7-11,100,-1.0558619241573088,-0.9121375449450855,-0.9199931563583371,0.007855611413251608
LR,none,2,8,7-11,625,-1.101219848412664,-0.9745354766095062,-0.9833202507456537,0.008784774136147462
LR,none,2,9,7-11,0,-1.0311114620809294,-0.9745354766095062,-0.9833202507456537,0.008784774136147462
LR,none,2,9,7-11,20,-1.201820165807008,-1.0446972609089304,-1.0511953309544213,0.006498070045490749
LR,none,2,9,7-11,25,-1.2058064182148143,-1.0466716220792653,-1.0531736881138563,0.006502066034590826
