arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
SNA,std,0,0,0.001,11,none,0.99444375,1,1,0,0,-4.499108315,20.76973534,-10.73207283,0.8540787697,86.21323442,0,0,-13.26586151,22.99832726,-25.37421227,0.6891954541,82.55925806,8.878736496,1.048879266,0.5051563978,0.02984517068,0.02013513632,0.03888846561,0,1.200000048,0.0267504584,0.01771373115,0.05492374673,0,1.200000048,400,500,1200,639
SNA,std,0,0,0.001,12,none,0.9947854167,1,1,0,0,-4.325922489,20.42905617,-10.73212147,0.8612836003,86.61698327,0,0,-12.2815485,21.61314011,-24.39874649,0.6744610667,83.15422823,9.168839455,1.02373445,0.4996660054,0.03023362719,0.02179595269,0.04012479261,0,1.200000048,0.02848885395,0.01583551057,0.04393103719,0,1.200000048,400,400,1200,947
SNA,std,0,0,0.001,13,none,0.9951520833,1,1,0,0,-4.362863541,20.65084457,-10.69089699,0.8564805388,86.87710454,0,0,-13.48633862,21.89186859,-23.58721733,0.6879270673,82.2218081,9.463797569,1.00505805,0.5210518837,0.02995564602,0.01916173846,0.03989841416,0,1.200000048,0.02816055529,0.01436568983,0.04426157475,0,1.200000048,400,400,1200,562
SNA,std,0,0,0.001,14,none,0.9950270833,1,1,0,0,-4.866312981,20.25043869,-10.39733601,0.8374948502,87.5932724,0,0,-11.54641628,20.68572807,-22.82862663,0.6917689443,82.88220737,9.714885712,1.002475381,0.5117097497,0.03060360812,0.0219706744,0.04095356911,0,1.200000048,0.02937901206,0.01629034802,0.04376788065,0,1.200000048,300,500,1200,665
SNA,std,0,0,0.001,15,none,0.99550625,1,1,0,0,-4.901995659,20.8678112,-10.68795204,0.8437455893,86.8670315,0,0,-11.57039452,20.72497368,-22.09673882,0.6909639835,81.61642589,10.06766415,0.9807302356,0.5254061222,0.02949313261,0.01832523011,0.03881586343,0,1.200000048,0.02968384326,0.01445659436,0.05181226507,0,1.200000048,300,400,1200,831
SNA,std,0,0,0.001,16,none,0.9952270833,1,1,0,0,-4.728888512,20.41303825,-11.04772282,0.8431417346,87.70510711,0,0,-11.84387589,20.41417313,-19.79471397,0.6941872239,82.46876789,10.24353218,0.972835362,0.5263959765,0.03021170385,0.02262685262,0.04039314017,0,1.200000048,0.03001283668,0.01388848852,0.0497152321,0,1.200000048,300,400,1200,913
SNA,std,0,0,0.001,17,none,0.9954041667,1,1,0,0,-5.413115978,21.74553108,-18.70748329,0.8349806666,86.83642132,0,0,-13.39507675,22.15996552,-26.10924339,0.6815493703,81.54510529,10.62462997,0.9722865224,0.5325837135,0.02838387713,0.01602260955,0.03588994592,0,1.200000048,0.02796686254,0.01577165537,0.04697824642,0,1.200000048,300,300,1200,842
SNA,std,0,0,0.001,18,none,0.9954729167,1,1,0,0,-5.163874149,21.17746162,-12.39783764,0.8334995508,87.64719937,0,0,-12.84027863,21.65423203,-26.63334465,0.683237195,82.13746447,10.79164886,0.9926037192,0.5490016937,0.02912717871,0.0176709462,0.04271047935,0,1.200000048,0.02858852409,0.01464398671,0.04292951524,0,1.200000048,300,300,1200,669
SNA,std,0,0,0.001,19,none,0.9957854167,1,1,0,0,-5.998291016,21.60582542,-14.7009182,0.8208955526,87.18214416,0,0,-12.64911842,21.96066666,-25.21030998,0.6910181046,80.88251778,11.02807713,0.9688221216,0.5469191074,0.02860965021,0.01828322373,0.0374818556,0,1.200000048,0.02810102142,0.01343984995,0.04890115559,0,1.200000048,300,400,1200,672
SNA,std,0,0,0.001,20,none,0.9957416667,1,1,0,0,-5.92961359,21.75048828,-14.17262554,0.8336472511,88.10583848,0,0,-12.91666412,21.72003555,-21.83218002,0.6798507571,81.74008527,11.21151447,0.985116899,0.564943552,0.02852277644,0.02087506279,0.04077243805,0,1.200000048,0.02848905511,0.01416632906,0.0506962277,0,1.200000048,300,400,1200,649
SNA,std,0,0,0.001,21,none,0.9958666667,1,1,0,0,-6.172357559,21.8249855,-12.60713863,0.8170372248,87.36835378,0,0,-12.41862202,21.81872559,-22.50084305,0.6977966428,81.71766188,11.49769783,0.9831455946,0.5623584986,0.02832554467,0.0177121982,0.034700986,0,1.200000048,0.02822928317,0.0145378001,0.04656335711,0,1.200000048,300,400,1200,890
SNA,std,0,0,0.001,22,none,0.99596875,1,1,0,0,-5.909761906,21.58410072,-13.5138855,0.8179811835,88.2977881,0,0,-12.9824028,21.53144264,-27.84884262,0.6722456813,82.01549506,11.75909519,0.965279758,0.5693047047,0.02862616256,0.02074304223,0.03916397691,0,1.200000048,0.02858198434,0.01474816818,0.0417779088,0,1.200000048,300,300,1200,786
SNA,std,0,0,0.001,23,none,0.9960645833,1,1,0,0,-6.294450283,22.96085358,-14.18119144,0.8241759539,87.19225666,0,0,-14.95259285,23.12739563,-30.57838249,0.6685778499,80.98786732,12.0159626,0.9889705181,0.5831211209,0.0269061476,0.01947538927,0.0389168784,0,1.200000048,0.02675192617,0.01421729289,0.04806888849,0,1.200000048,300,300,1200,852
SNA,std,0,0,0.001,24,none,0.99583125,1,1,0,0,-6.405647755,22.02713966,-15.10157394,0.8133941889,88.21743302,0,0,-13.55367374,21.57180214,-28.49362755,0.6770240664,81.61750379,12.14578247,0.9701749086,0.5735474825,0.02803004719,0.02051524073,0.03551862389,0,1.200000048,0.02860323526,0.01477553882,0.04761784151,0,1.200000048,300,400,1200,797
SNA,std,0,0,0.001,25,none,0.9960708333,1,1,0,0,-6.236484051,22.1815834,-12.84391308,0.8219411969,87.79785507,0,0,-13.21006012,22.38378525,-25.15480804,0.6839141846,81.54915823,12.41113472,0.9798389673,0.5996633172,0.02796354517,0.01714915037,0.03774086758,0,1.200000048,0.02765339054,0.01527549513,0.04051235318,0,1.200000048,300,400,1200,714
SNA,std,0,0,0.001,26,none,0.9960708333,1,1,0,0,-6.186817169,21.95740891,-15.09290123,0.8200572133,88.48440342,0,0,-13.58165836,22.26938438,-23.24544144,0.6822940111,80.96355126,12.58426762,0.9734156132,0.5845499039,0.02817461267,0.01937652752,0.03731415421,0,1.200000048,0.02779143304,0.01283548865,0.0456359908,0,1.200000048,300,300,1200,1055
SNA,std,0,0,0.001,27,none,0.9964145833,1,1,0,0,-6.67175293,22.29268837,-14.14244843,0.8080743551,88.19987999,0,0,-13.19950676,22.64331818,-23.69515419,0.6922824383,81.59004308,12.76852798,0.9687826633,0.588047266,0.02761834115,0.01747568138,0.0358784385,0,1.200000048,0.02734653093,0.0150857484,0.0419383049,0,1.200000048,300,400,1200,1052
SNA,std,0,0,0.001,28,none,0.996475,1,1,0,0,-6.573300362,23.20680046,-13.13851357,0.8108582497,87.64587991,0,0,-14.18491077,22.99248123,-28.47705078,0.6690979004,81.28360014,12.94570255,0.9632877111,0.6035032868,0.02664804459,0.0168450363,0.03595156595,0,1.200000048,0.02709669806,0.01370256115,0.04172275215,0,1.200000048,300,400,1200,854
SNA,std,0,0,0.001,29,none,0.99649375,1,1,0,0,-6.965638161,23.31448174,-15.24569893,0.8061175942,88.1965893,0,0,-12.69963264,23.24475479,-27.5022068,0.708157897,81.49889143,13.14146709,0.9757710695,0.5945768952,0.02663033269,0.01813563146,0.03699108958,0,1.200000048,0.02657929063,0.01506793313,0.04519795999,0,1.200000048,300,300,1200,902
SNA,std,0,0,0.001,30,none,0.9963479167,1,1,0,0,-7.113096714,23.19294357,-14.60341358,0.8038751483,88.66237918,0,0,-14.21843433,24.06651497,-20.93250656,0.6811752319,81.53706692,13.35228634,1.00373137,0.6025753617,0.02666578814,0.02144851722,0.03484712169,0,1.200000048,0.02570220269,0.01389781944,0.03743822873,0,1.200000048,300,300,1200,805
SNA,std,0,0,0.001,31,none,0.9965875,1,1,0,0,-6.971293926,22.75841904,-15.36968613,0.7953801751,88.38367237,0,0,-13.50076675,23.79225922,-23.8198185,0.6903519034,80.41951713,13.51555252,0.9960347414,0.6121838689,0.02663126588,0.01901972853,0.03706629202,0,1.200000048,0.0260388013,0.01353592239,0.03611613065,0,1.200000048,300,300,1200,899
SNA,std,0,0,0.001,32,none,0.99633125,1,1,0,0,-6.829007149,23.46669006,-13.44835091,0.8113983274,88.27809876,0,0,-14.4533987,23.83482552,-23.98699188,0.6711021662,80.9610875,13.75327396,0.9852095842,0.642046392,0.02636346221,0.01782819442,0.03971503675,0,1.200000048,0.02552387305,0.01340124849,0.04073583335,0,1.200000048,300,400,1200,718
SNA,std,0,0,0.001,33,none,0.9964583333,1,1,0,0,-7.271437168,23.2569313,-16.68183327,0.7784912586,88.53536958,0,0,-13.78511143,23.60121536,-24.32291794,0.6791558862,80.75252658,13.94641304,0.9888715744,0.6700626612,0.02641204186,0.01954127289,0.03860013932,0,1.200000048,0.02609615959,0.01501550712,0.04011718556,0,1.200000048,300,300,1200,879
SNA,std,0,0,0.001,34,none,0.9965916667,1,1,0,0,-7.18181181,23.65874481,-13.67203331,0.7912327647,88.08059465,0,0,-15.38658237,23.78018761,-24.7562561,0.6588337421,80.20002357,14.1133337,0.9810380936,0.6736021042,0.02621505223,0.01782447845,0.03527368605,0,1.200000048,0.02602439933,0.01338020433,0.04283366352,0,1.200000048,300,300,1200,895
SNA,std,0,0,0.001,35,none,0.9966854167,1,1,0,0,-7.394620895,23.93667603,-14.44180679,0.7937675118,88.0928773,0,0,-14.48863029,23.64723587,-25.72542191,0.6830558777,80.52881924,14.29671478,0.9648984075,0.6753413081,0.0257773567,0.01747171395,0.03806996718,0,1.200000048,0.02621390298,0.0143349329,0.03972585127,0,1.200000048,300,400,1200,832
SNA,std,0,0,0.001,36,none,0.9965875,1,1,0,0,-7.9010396,22.91230011,-15.58283234,0.7832573652,89.14520261,0,0,-13.67087555,22.80832291,-23.00187302,0.6748356223,80.41587552,14.38996983,0.958137691,0.6580848694,0.02698822878,0.01756661758,0.03549761325,0,1.200000048,0.02708065324,0.01439760439,0.04863041267,0,1.200000048,300,300,1200,871
SNA,std,0,0,0.001,37,none,0.99659375,1,1,0,0,-7.616925716,24.2327919,-16.60303307,0.8026387691,88.5480633,0,0,-15.88033199,24.06624603,-26.96343422,0.6538808942,79.05828609,14.66966343,0.969227314,0.6728889942,0.02549209632,0.01910727844,0.03566474095,0,1.200000048,0.025451364,0.01433237363,0.03988909349,0,1.200000048,300,400,1200,933
SNA,std,0,0,0.001,38,none,0.9966,1,1,0,0,-7.828571796,23.80132484,-14.55010796,0.7796123624,89.03025581,0,0,-14.11296272,23.52668381,-27.46362686,0.6719603539,80.21188113,14.79148293,0.9738563299,0.6684581041,0.02598878182,0.01848204061,0.03435980156,0,1.200000048,0.02624908835,0.01408965606,0.03798473626,0,1.200000048,300,300,1200,831
SNA,std,0,0,0.001,39,none,0.9967770833,1,1,0,0,-7.735486984,23.90370178,-14.85641003,0.7748851776,88.69257363,0,0,-14.28939152,23.72703743,-28.97818375,0.6862475276,80.60890341,14.99168205,0.9684763551,0.6880299449,0.0258646477,0.01668171957,0.03478237614,0,1.200000048,0.02590160817,0.01414427441,0.03754342347,0,1.200000048,300,400,1200,1040
SNA,std,0,0,0.001,40,none,0.9967791667,1,1,0,0,-8.129444122,24.12234879,-16.52801132,0.7720866799,88.52326853,0,0,-14.14348698,24.46581078,-26.89440155,0.6710701585,79.6578166,15.14304066,0.9822338223,0.7019436955,0.02555725537,0.01826461032,0.03861151263,0,1.200000048,0.02531042509,0.0137927616,0.03597675264,0,1.200000048,300,300,1200,768
SNA,std,0,0,0.001,41,none,0.9966020833,1,1,0,0,-7.827353001,24.67428017,-15.32478714,0.7775244117,88.46149775,0,0,-15.29634476,24.58056259,-25.27780342,0.6671356559,79.20573626,15.35149193,0.9865481257,0.6940960288,0.02497936226,0.0168419648,0.03552098945,0,1.200000048,0.02498711832,0.01265707146,0.03685165197,0,1.200000048,300,400,1200,837
SNA,std,0,0,0.001,42,none,0.9969270833,1,1,0,0,-8.096748352,24.18894196,-18.6859684,0.7782043815,88.2618117,0,0,-14.40497112,23.66521645,-34.17115402,0.6790516376,79.97991139,15.45855141,0.9763611555,0.7323989868,0.02560437098,0.01396057103,0.03550054133,0,1.200000048,0.02604672499,0.01256972086,0.03637937456,0,1.200000048,300,300,1200,1118
SNA,std,0,0,0.001,43,none,0.9968145833,1,1,0,0,-8.36866188,24.07952118,-15.67033195,0.7742251754,88.17061147,0,0,-15.06646824,24.48519707,-25.43979836,0.6758782864,78.52445449,15.54647255,0.9882894754,0.7162575722,0.02563453838,0.0141667081,0.03575638682,0,1.200000048,0.02515912987,0.01175340544,0.03831706569,0,1.200000048,300,300,1200,1023
SNA,std,0,0,0.001,44,none,0.9968666667,1,1,0,0,-8.450778008,24.06789017,-16.18515587,0.765337646,88.30810483,0,0,-16.32743073,23.34215164,-26.2179451,0.6485741735,78.8725528,15.74844265,0.9684973955,0.7497683764,0.02580344677,0.0140781654,0.03543253243,0,1.200000048,0.02652746439,0.01135792304,0.03902228177,0,1.200000048,300,300,1200,949
SNA,std,0,0,0.001,45,none,0.9969666667,1,1,0,0,-9.161559105,24.5854454,-16.15851974,0.7707130313,88.3236551,0,0,-15.9614687,24.55694008,-28.74298477,0.6555941701,79.09870903,15.91245461,0.9754448533,0.7382698059,0.02516943961,0.01476687752,0.04017553478,0,1.200000048,0.02512178384,0.01128599979,0.04686639085,0,1.200000048,400,400,1200,795
SNA,std,0,0,0.001,46,none,0.9968125,1,1,0,0,-8.28524971,24.49592972,-16.66331291,0.7765594125,88.58091889,0,0,-16.42041016,24.95879745,-30.5522728,0.6495184302,78.62565988,16.05231857,0.9758195281,0.7316592932,0.02533803135,0.01500017475,0.03714051098,0,1.200000048,0.02474521846,0.01157659572,0.03450400382,0,1.200000048,300,500,1200,810
SNA,std,0,0,0.001,47,none,0.9968625,1,1,0,0,-8.663887024,24.9651432,-15.49998093,0.774114728,88.62474623,0,0,-15.84540558,24.93716621,-26.9852314,0.6646882296,78.58703215,16.18279839,0.9676652551,0.7425858974,0.02467292733,0.01685300097,0.03522145003,0,1.200000048,0.02465990186,0.01045746077,0.03719992191,0,1.200000048,300,400,1200,960
SNA,std,0,0,0.001,48,none,0.9968895833,1,1,0,0,-8.355812073,24.45778275,-17.33420944,0.7826259732,89.01281902,0,0,-14.39170074,23.97100067,-27.97123528,0.6652893424,78.6889423,16.28915024,0.9704902768,0.7572590113,0.02522505261,0.01786997914,0.03750538826,0,1.200000048,0.02561773919,0.01099513657,0.0352650322,0,1.200000048,300,400,1200,951
SNA,std,0,0,0.001,49,none,0.99708125,1,1,0,0,-8.756883621,25.57281113,-15.81626034,0.7697753906,88.28747596,0,0,-14.1675148,25.26628304,-26.84864807,0.684940815,79.06089425,16.49438667,0.9796260595,0.762206018,0.02418235503,0.01396685839,0.03616913036,0,1.200000048,0.02436456457,0.0100788027,0.03509102762,0,1.200000048,200,400,1200,976
SNA,std,0,0,0.001,50,none,0.9970354167,1,1,0,0,-9.428367615,24.91968155,-16.70466614,0.7573069334,88.6050094,0,0,-15.95736027,24.88932991,-30.14884186,0.6534546018,78.6877815,16.56210518,0.9799980521,0.7725059986,0.02481016889,0.01841215789,0.03846660629,0,1.200000048,0.02477097884,0.01169498358,0.03897565603,0,1.200000048,300,300,1200,917
SNA,std,1,1,0.001,1,none,0.9769958333,1,1,0,0,-1.880727768,14.257164,-8.763459206,0.9229435325,74.93824363,0,0,-7.776417732,14.7767992,-19.71431351,0.7065547109,73.584664,3.513205767,0.8212530017,0.6168903708,0.04348566011,0.01955243573,0.0628111437,0,1.200000048,0.041593045,0.01954248175,0.08071388304,0,1.200000048,2400,2600,1200,739
SNA,std,1,1,0.001,2,none,0.9854895833,1,1,0,0,-2.504673004,17.77404404,-9.142420769,0.9144085646,78.92990278,0,0,-14.24623108,20.54411507,-35.22993088,0.6375225782,80.80337114,4.776587486,0.9271164536,0.6107183099,0.03494706377,0.01971651055,0.05648767576,0,1.200000048,0.03000461683,0.01809220389,0.04628777504,0,1.200000048,1500,1500,1200,843
SNA,std,1,1,0.001,3,none,0.9911041667,1,1,0,0,-2.711246729,18.73870277,-11.27244663,0.897916913,80.77922648,0,0,-14.48599339,20.74041367,-34.45518112,0.6507049203,81.42128003,5.447894096,0.9793924689,0.5403236747,0.0329760462,0.02364051156,0.04570199549,0,1.200000048,0.02965931781,0.01753589325,0.0474739708,0,1.200000048,600,600,1200,806
SNA,std,1,1,0.001,4,none,0.9911479167,1,1,0,0,-3.132641077,19.48781586,-9.981313705,0.8985614181,81.67864245,0,0,-16.56212997,22.71886826,-34.86597443,0.6465876698,82.97476865,6.112185955,1.025589705,0.5420746207,0.03154818714,0.02086831629,0.04774326459,0,1.200000048,0.02707622759,0.0180241596,0.03990458325,0,1.200000048,500,700,1200,697
SNA,std,1,1,0.001,5,none,0.99295625,1,1,0,0,-3.637803555,19.70279503,-11.60422897,0.8788858056,82.61519259,0,0,-14.89057827,22.9351635,-24.65164375,0.6655411124,81.96352367,6.543195724,1.030349255,0.5009430051,0.03131176159,0.01983986236,0.04457420111,0,1.200000048,0.02693941258,0.01604921371,0.04760793969,0,1.200000048,400,500,1200,583
SNA,std,1,1,0.001,6,none,0.992325,1,1,0,0,-3.985752106,19.36748314,-11.0521841,0.8708180189,84.1797869,0,0,-14.06396008,21.97561264,-24.36731529,0.6796303988,83.59191091,7.037294865,1.056589007,0.4996794164,0.03187171742,0.02254438773,0.0431939289,0,1.200000048,0.02805530466,0.01815903373,0.04632230848,0,1.200000048,500,700,1200,661
SNA,std,1,1,0.001,7,none,0.9935895833,1,1,0,0,-3.866182089,20.36415291,-12.76635742,0.8805888295,83.64190454,0,0,-15.85981274,23.55269051,-24.79426575,0.6471140981,82.17603851,7.441812992,1.062748432,0.4898113608,0.03034731559,0.0210739132,0.04604777321,0,1.200000048,0.02629170753,0.01744725555,0.04467008263,0,1.200000048,400,500,1200,653
SNA,std,1,1,0.001,8,none,0.99351875,1,1,0,0,-4.669150829,19.86854553,-11.81074238,0.8591403365,85.28062554,0,0,-13.54403973,22.48436356,-27.62174797,0.6864513159,83.65802681,7.81507206,1.054428697,0.4859479666,0.03103449568,0.02245592885,0.0409793593,0,1.200000048,0.02761189826,0.01634160616,0.04205143824,0,1.200000048,400,500,1200,867
SNA,std,1,1,0.001,9,none,0.9942479167,1,1,0,0,-4.969220638,20.42525291,-16.10009003,0.843470037,84.7804375,0,0,-12.78099823,21.95298386,-21.09890747,0.6949867606,83.13778978,8.136498451,1.045494556,0.4808201492,0.0303564854,0.02010253072,0.03897130117,0,1.200000048,0.02810470946,0.01440826058,0.04305890948,0,1.200000048,400,500,1200,624
SNA,std,1,1,0.001,10,none,0.9942083333,1,1,0,0,-5.253306389,20.79109573,-12.04830933,0.8464904428,85.64067932,0,0,-13.51614094,22.12350845,-26.56737518,0.6822574139,83.98969422,8.478420258,1.047735095,0.4954304099,0.02981052548,0.02089122869,0.04245204479,0,1.200000048,0.02806640975,0.01519832574,0.04202074558,0,1.200000048,400,400,1200,645
SNA,std,1,1,0.001,11,none,0.9948854167,1,1,0,0,-5.070881844,20.9364624,-13.50993156,0.8459857702,85.65558307,0,0,-12.98331165,21.98066711,-21.11436081,0.6754229069,83.24137389,8.83618927,1.041888356,0.4950408041,0.02950050868,0.0202217754,0.03969729319,0,1.200000048,0.02798549458,0.01557712816,0.04619685933,0,1.200000048,400,400,1200,721
SNA,std,1,1,0.001,12,none,0.9950020833,1,1,0,0,-5.567435741,20.87908554,-12.37695503,0.828142345,85.97363861,0,0,-11.94933128,21.09306908,-26.44960594,0.7033977509,83.44143186,9.022021294,1.029978395,0.4999905825,0.02970125712,0.02059969679,0.0391394496,0,1.200000048,0.02926035784,0.01764907315,0.04529231042,0,1.200000048,300,400,1200,757
SNA,std,1,1,0.001,13,none,0.9949708333,1,1,0,0,-5.518861771,20.76683235,-12.53119946,0.8351837397,85.71122175,0,0,-12.42475414,21.27964973,-19.37077904,0.6836867929,82.67619777,9.366654396,1.010420203,0.4917598367,0.02979373373,0.01785044558,0.04293617234,0,1.200000048,0.02912973613,0.01606504805,0.04311677814,0,1.200000048,300,400,1200,716
SNA,std,1,1,0.001,14,none,0.9950125,1,1,0,0,-5.84933424,21.37255478,-12.30791187,0.8260247111,85.87682585,0,0,-12.8297863,22.37640762,-29.8909874,0.6892606616,83.25031608,9.573586464,1.036584854,0.5157952309,0.02883857116,0.01670266502,0.03739460558,0,1.200000048,0.02748560533,0.01594392024,0.04216885194,0,1.200000048,300,400,1200,640
SNA,std,1,1,0.001,15,none,0.9955208333,1,1,0,0,-5.877617836,21.1030407,-14.11717987,0.8249098063,86.32743436,0,0,-13.89147186,22.18391418,-23.23718452,0.6550855637,81.96149706,9.859205246,1.025973082,0.5063391924,0.02933508717,0.01771158725,0.04006727785,0,1.200000048,0.02785192057,0.01385200489,0.04404199496,0,1.200000048,400,400,1200,839
SNA,std,1,1,0.001,16,none,0.9950875,1,1,0,0,-6.081565857,21.76502609,-16.22061539,0.8236007094,86.54229324,0,0,-12.75135326,22.27241516,-26.06887436,0.701406002,82.92461895,10.13571453,1.022790432,0.5225814581,0.02838846855,0.01916841231,0.0395969525,0,1.200000048,0.02785534598,0.01717188209,0.04037354141,0,1.200000048,300,400,1200,944
SNA,std,1,1,0.001,17,none,0.9954416667,1,1,0,0,-6.61727953,22.25650024,-12.97300816,0.8027642965,85.81360335,0,0,-13.00445461,21.87615585,-28.31453896,0.7029010057,82.11172307,10.45412159,0.9821004272,0.5173121691,0.02786082588,0.01472963952,0.03509774059,0,1.200000048,0.02819157951,0.0143114198,0.04453481361,0,1.200000048,300,400,1200,616
SNA,std,1,1,0.001,18,none,0.9952666667,1,1,0,0,-6.062022209,22.43199921,-13.9552412,0.8232699633,86.7202464,0,0,-12.68473816,21.80882645,-23.79849052,0.6938031912,83.12783297,10.69569302,0.996848166,0.5225085616,0.02768576331,0.01880758256,0.03635835648,0,1.200000048,0.02839872986,0.01727517135,0.04874830693,0,1.200000048,300,400,1200,667
SNA,std,1,1,0.001,19,none,0.9956520833,1,1,0,0,-6.516386986,21.70691681,-14.32356167,0.8114334941,86.80941112,0,0,-13.22842979,21.36922264,-25.12622833,0.6792731881,82.31412637,10.92324257,0.9672435522,0.524751246,0.02845183946,0.01648176834,0.03916766495,0,1.200000048,0.02897795662,0.01628616638,0.049344372,0,1.200000048,300,400,1200,693
SNA,std,1,1,0.001,20,none,0.9957708333,1,1,0,0,-6.417971134,22.31262589,-13.64554024,0.8183213472,87.3236885,0,0,-12.89885139,21.95144272,-27.01012421,0.6818929315,82.93486666,11.1760397,0.9764458537,0.5098019838,0.02778542414,0.01570433937,0.04037873447,0,1.200000048,0.02816342562,0.01644501276,0.03863953054,0,1.200000048,300,400,1200,944
