arm,window,term,total,per_task,mean_unit_median,delta,tier
cap12,1-50,bias,-0.9790940643219583,-0.019981511516774658,-0.9770046914811246,-8.015720198744113,REPORT_ONLY
cap12,1-50,cross,-25.848852253980816,-0.5275275970200166,-25.343352662918797,-8.015720198744113,REPORT_ONLY
cap12,1-50,self,-1.0498353088609662,-0.02142521038491768,-1.366782131165929,-8.015720198744113,REPORT_ONLY
cap12,1-50,self_growth,0.023111641576565832,0.0004716661546237925,0.015217128241513255,-8.015720198744113,REPORT_ONLY
cap12,1-50,self_rotation,-1.072946950437532,-0.02189687653954147,-1.4050283898731,-8.015720198744113,REPORT_ONLY
cap12,1-50,upstream,19.862061428419626,0.40534819241672704,19.766830965436014,-8.015720198744113,REPORT_ONLY
cap12,1-50,upstream_growth,5.262297886180957,0.10739383441185628,5.306878737868755,-8.015720198744113,REPORT_ONLY
cap12,1-50,upstream_rotation,14.59976354223867,0.2979543580048708,14.616961742452496,-8.015720198744113,REPORT_ONLY
cap12,30-50,bias,-0.6402078862424241,-0.03201039431212121,-0.6176722764852457,0.5258448294201068,REPORT_ONLY
cap12,30-50,cross,-10.720126300155066,-0.5360063150077533,-10.605545288291745,0.5258448294201068,REPORT_ONLY
cap12,30-50,self,4.769568579629109,0.23847842898145546,4.683290024132652,0.5258448294201068,REPORT_ONLY
cap12,30-50,self_growth,0.007457493292063526,0.00037287466460317635,0.00736383462414318,0.5258448294201068,REPORT_ONLY
cap12,30-50,self_rotation,4.762111086337046,0.23810555431685232,4.663149507254867,0.5258448294201068,REPORT_ONLY
cap12,30-50,upstream,7.1166104361884885,0.3558305218094244,6.971048893077137,0.5258448294201068,REPORT_ONLY
cap12,30-50,upstream_growth,0.6442168324077361,0.03221084162038681,0.6764861956930809,0.5258448294201068,REPORT_ONLY
cap12,30-50,upstream_rotation,6.472393603780752,0.32361968018903764,6.496649240944893,0.5258448294201068,REPORT_ONLY
cap12_bfix,1-10,bias,0.0,0.0,0.0,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,cross,-5.6867357443972315,-0.631859527155248,-5.51333333107945,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,self,-9.473449239909844,-1.052605471101094,-9.246777723522527,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,self_growth,0.02824585611928959,0.003138428457698843,0.006652022807981359,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,self_rotation,-9.501695096029133,-1.0557438995587927,-9.296939309356889,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,upstream,1.686866212649642,0.18742957918329356,1.8199815575757048,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,upstream_growth,-0.06654292641498673,-0.007393658490554083,-0.003357787106825958,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-10,upstream_rotation,1.7534091390646291,0.19482323767384768,1.7057388351436502,-13.473318771657432,REPORT_ONLY
cap12_bfix,1-50,bias,0.0,0.0,0.0,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,cross,-30.956127841523724,-0.6317577110515046,-30.878823109248575,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,self,1.2662735561759253,0.025842317472978067,0.9277186555987761,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,self_growth,0.03734730903127367,0.0007621899802300749,0.019890105341650657,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,self_rotation,1.2289262471446525,0.025080127492748006,0.9378248676698638,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,upstream,14.886684628695075,0.30380989038153217,14.579077189861314,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,upstream_growth,-0.35112576874738455,-0.0071658320152527466,-0.29276681730588344,-14.803169656652722,REPORT_ONLY
cap12_bfix,1-50,upstream_rotation,15.23781039744246,0.3109757223967849,15.139809107557758,-14.803169656652722,REPORT_ONLY
cap12_bfix,30-50,bias,0.0,0.0,0.0,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,cross,-12.809783067659684,-0.6404891533829842,-12.185800162565311,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,self,5.679678103033049,0.2839839051516524,5.232226846965367,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,self_growth,-0.0013633417317818464,-6.816708658909229e-05,0.00206914138856198,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,self_rotation,5.681041444764831,0.2840520722382415,5.239648139211205,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,upstream,6.149626212468158,0.30748131062340794,5.874894249429408,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,upstream_growth,-0.4229433160500697,-0.021147165802503483,-0.36610257273035685,-0.9804787521584751,REPORT_ONLY
cap12_bfix,30-50,upstream_rotation,6.572569528518229,0.3286284764259114,6.3024027749137135,-0.9804787521584751,REPORT_ONLY
