arm,iv,seed,group,step,credit,credit_per_unit,CE_improvement,CE_after
LR,none,2,both,1,0.003752435177940095,0.0009619165135850305,0.11298625943970904,3.9675114651826804
LR,none,2,both,5,0.0369860410208269,0.009294682581176328,0.901579244790918,3.1789184798314714
LR,none,2,both,10,0.07220561646578058,0.018363765936913246,1.533919788449148,2.5465779361732417
LR,none,2,both,20,0.10936512350978858,0.028848465338796182,2.343571707302479,1.7369260173199106
LR,none,2,both,30,0.12216719070523284,0.031706190569996386,2.7144336615316877,1.3660640630907013
LR,none,2,both,50,0.15016129851163385,0.04013711622074996,3.093339214881483,0.9871585097409067
LR,none,2,both,100,0.16658531771039445,0.04501140514230925,3.4049678084193276,0.6755299162030625
LR,none,2,rest,1,0.01833548872549971,0.0003415787601326584,0.11298625943970904,3.9675114651826804
LR,none,2,rest,5,0.15740916106718914,0.002933271067781562,0.901579244790918,3.1789184798314714
LR,none,2,rest,10,0.3016192895606695,0.0056179174614326265,1.533919788449148,2.5465779361732417
LR,none,2,rest,20,0.5233981176882864,0.009744730933478633,2.343571707302479,1.7369260173199106
LR,none,2,rest,30,0.6627911946261033,0.01233353538754175,2.7144336615316877,1.3660640630907013
LR,none,2,rest,50,0.8500552785494842,0.01581522345728564,3.093339214881483,0.9871585097409067
LR,none,2,rest,100,1.0502250388719157,0.01953432100068392,3.4049678084193276,0.6755299162030625
LR,none,2,downstream,1,0.03444120339215163,,0.11298625943970904,3.9675114651826804
LR,none,2,downstream,5,0.2913732767287658,,0.901579244790918,3.1789184798314714
LR,none,2,downstream,10,0.492488430204922,,1.533919788449148,2.5465779361732417
LR,none,2,downstream,20,0.6778234626044429,,2.343571707302479,1.7369260173199106
LR,none,2,downstream,30,0.7562846639812447,,2.7144336615316877,1.3660640630907013
LR,none,2,downstream,50,0.7985527820265417,,3.093339214881483,0.9871585097409067
LR,none,2,downstream,100,0.7750236746581435,,3.4049678084193276,0.6755299162030625
LR,l2,0,D_only,1,0.04172974533555757,0.0020858622278910116,0.18688158338408967,2.8339975107045405
LR,l2,0,D_only,5,0.18996361051926858,0.009704614254707138,0.7580121516810447,2.262866942407585
LR,l2,0,D_only,10,0.3209839916746668,0.01647013577444844,1.3080892796197259,1.7127898144689038
LR,l2,0,D_only,20,0.5177274390485811,0.026701373353962506,1.966524122480357,1.0543549716082725
LR,l2,0,D_only,30,0.5992367429752453,0.030786441418692613,2.297200544544134,0.7236785495444961
LR,l2,0,D_only,50,0.6504032422428334,0.03341848718972883,2.4931570253885096,0.5277220687001197
LR,l2,0,D_only,100,0.685115295489775,0.03511508209417659,2.645298056307799,0.37558103778083135
LR,l2,0,N_only,1,0.029048235328195424,0.001444938377985203,0.18688158338408967,2.8339975107045405
LR,l2,0,N_only,5,0.09403729585930244,0.004902358403082534,0.7580121516810447,2.262866942407585
LR,l2,0,N_only,10,0.1498520303114949,0.007877330354531293,1.3080892796197259,1.7127898144689038
LR,l2,0,N_only,20,0.2122744455683028,0.011074931683232836,1.966524122480357,1.0543549716082725
LR,l2,0,N_only,30,0.25332488426053024,0.013270303639588444,2.297200544544134,0.7236785495444961
LR,l2,0,N_only,50,0.3005634022877215,0.015621828947681193,2.4931570253885096,0.5277220687001197
LR,l2,0,N_only,100,0.3119079753509338,0.016218611718352545,2.645298056307799,0.37558103778083135
LR,l2,0,both,1,0.008386389092741474,0.0017010797559086942,0.18688158338408967,2.8339975107045405
LR,l2,0,both,5,0.042729944041203026,0.0077728400142892656,0.7580121516810447,2.262866942407585
LR,l2,0,both,10,0.0780189546707395,0.01478656990791397,1.3080892796197259,1.7127898144689038
LR,l2,0,both,20,0.11263030138463836,0.021104830725159646,1.966524122480357,1.0543549716082725
LR,l2,0,both,30,0.1372806629487473,0.025626002964736574,2.297200544544134,0.7236785495444961
LR,l2,0,both,50,0.15300545055239514,0.028501458455938936,2.4931570253885096,0.5277220687001197
LR,l2,0,both,100,0.18499555960812938,0.03405615154388548,2.645298056307799,0.37558103778083135
LR,l2,0,rest,1,0.09029793837018381,0.0016445008060978269,0.18688158338408967,2.8339975107045405
LR,l2,0,rest,5,0.3520965083482331,0.006341637791859467,0.7580121516810447,2.262866942407585
LR,l2,0,rest,10,0.6348870434967828,0.011446616984863702,1.3080892796197259,1.7127898144689038
LR,l2,0,rest,20,0.9681988503824775,0.01745874719532187,1.966524122480357,1.0543549716082725
LR,l2,0,rest,30,1.1439939904191174,0.020632242775429528,2.297200544544134,0.7236785495444961
LR,l2,0,rest,50,1.2475620095522924,0.02249895406940792,2.4931570253885096,0.5277220687001197
LR,l2,0,rest,100,1.3179574199100383,0.02375424985037416,2.645298056307799,0.37558103778083135
LR,l2,0,downstream,1,0.017419275257411146,,0.18688158338408967,2.8339975107045405
LR,l2,0,downstream,5,0.0791847929130375,,0.7580121516810447,2.262866942407585
LR,l2,0,downstream,10,0.12434725946604198,,1.3080892796197259,1.7127898144689038
LR,l2,0,downstream,20,0.155693086096357,,1.966524122480357,1.0543549716082725
LR,l2,0,downstream,30,0.16336426394049328,,2.297200544544134,0.7236785495444961
LR,l2,0,downstream,50,0.14162292075326735,,2.4931570253885096,0.5277220687001197
LR,l2,0,downstream,100,0.14532180594892194,,2.645298056307799,0.37558103778083135
LR,l2,1,D_only,1,0.02781931553345969,0.001428008803949179,0.13928286408608578,2.860451449812477
LR,l2,1,D_only,5,0.1885500528946358,0.009686256894559904,0.7970081759977079,2.202726137900855
LR,l2,1,D_only,10,0.33504678132930327,0.017247160570456294,1.3434812034993004,1.6562531103992626
LR,l2,1,D_only,20,0.5057877599562911,0.026015041019033156,1.9649597768653324,1.0347745370332302
LR,l2,1,D_only,30,0.577524150832771,0.029735955094871414,2.263446808592376,0.7362875053061875
LR,l2,1,D_only,50,0.6011650170030558,0.030991654202090935,2.4432169068409584,0.5565174070576043
LR,l2,1,D_only,100,0.6403848050562359,0.032998487652396526,2.5833451509339125,0.4163891629646507
LR,l2,1,N_only,1,0.02125579865219308,0.0010803180047269153,0.13928286408608578,2.860451449812477
LR,l2,1,N_only,5,0.0964797531234192,0.004946604695890315,0.7970081759977079,2.202726137900855
LR,l2,1,N_only,10,0.1459300464192643,0.0074900581790008575,1.3434812034993004,1.6562531103992626
LR,l2,1,N_only,20,0.20524130922401085,0.010539632904534796,1.9649597768653324,1.0347745370332302
LR,l2,1,N_only,30,0.23280876781728838,0.011936158382546164,2.263446808592376,0.7362875053061875
LR,l2,1,N_only,50,0.26822946470929354,0.013727889127429765,2.4432169068409584,0.5565174070576043
LR,l2,1,N_only,100,0.288254361073271,0.01479369446479103,2.5833451509339125,0.4163891629646507
LR,l2,1,both,1,0.006843441483344891,0.0012704799710945062,0.13928286408608578,2.860451449812477
LR,l2,1,both,5,0.04371754224876869,0.007933994073366113,0.7970081759977079,2.202726137900855
LR,l2,1,both,10,0.0750834918750306,0.013662671689904739,1.3434812034993004,1.6562531103992626
LR,l2,1,both,20,0.10709602537847022,0.01951425185594393,1.9649597768653324,1.0347745370332302
LR,l2,1,both,30,0.13468624908578697,0.024170611886790535,2.263446808592376,0.7362875053061875
LR,l2,1,both,50,0.15720260494432278,0.0278666610524284,2.4432169068409584,0.5565174070576043
LR,l2,1,both,100,0.1735049162459648,0.031011374659345902,2.5833451509339125,0.4163891629646507
LR,l2,1,rest,1,0.06777299878406717,0.001223565445531662,0.13928286408608578,2.860451449812477
LR,l2,1,rest,5,0.3804488766684184,0.006861409093051197,0.7970081759977079,2.202726137900855
LR,l2,1,rest,10,0.6573148831887532,0.011856836741012572,1.3434812034993004,1.6562531103992626
LR,l2,1,rest,20,0.9975433309995442,0.017996901954952203,1.9649597768653324,1.0347745370332302
LR,l2,1,rest,30,1.1717656371759424,0.02114134704375072,2.263446808592376,0.7362875053061875
LR,l2,1,rest,50,1.2908972755197967,0.023297141566355584,2.4432169068409584,0.5565174070576043
LR,l2,1,rest,100,1.3788372229176822,0.024887120030431416,2.5833451509339125,0.4163891629646507
LR,l2,1,downstream,1,0.0155913096330208,,0.13928286408608578,2.860451449812477
LR,l2,1,downstream,5,0.08781195106246573,,0.7970081759977079,2.202726137900855
LR,l2,1,downstream,10,0.130106000686949,,1.3434812034993004,1.6562531103992626
LR,l2,1,downstream,20,0.14929135130701612,,1.9649597768653324,1.0347745370332302
LR,l2,1,downstream,30,0.1466620036805864,,2.263446808592376,0.7362875053061875
LR,l2,1,downstream,50,0.12572254466448987,,2.4432169068409584,0.5565174070576043
LR,l2,1,downstream,100,0.10236384564075819,,2.5833451509339125,0.4163891629646507
LR,l2,2,D_only,1,0.03493743128447752,0.0017894486491265096,0.17049308712594227,3.014508189029614
LR,l2,2,D_only,5,0.21754584215462158,0.011210784620882862,0.8778409930927061,2.30716028306285
LR,l2,2,D_only,10,0.34107910920849416,0.01752932209941036,1.4136777896668506,1.7713234864887057
LR,l2,2,D_only,20,0.5163847868725258,0.026505688226830713,2.099557298019605,1.0854439781359522
LR,l2,2,D_only,30,0.607039438496382,0.031118907591341383,2.4171082233992145,0.767893052756342
LR,l2,2,D_only,50,0.632638392814805,0.032363437909265165,2.6350326615830677,0.5499686145724881
LR,l2,2,D_only,100,0.6775292677016631,0.034718472043919764,2.768379708311063,0.41662156784449317
LR,l2,2,N_only,1,0.03342601122241577,0.0016969862301619907,0.17049308712594227,3.014508189029614
LR,l2,2,N_only,5,0.12417237300621344,0.006342479070364192,0.8778409930927061,2.30716028306285
LR,l2,2,N_only,10,0.1930550517072668,0.009858763489349191,1.4136777896668506,1.7713234864887057
LR,l2,2,N_only,20,0.2582143661507872,0.01316466891387898,2.099557298019605,1.0854439781359522
LR,l2,2,N_only,30,0.311505853572785,0.01596224058299277,2.4171082233992145,0.767893052756342
LR,l2,2,N_only,50,0.35723338031621676,0.018314219290836445,2.6350326615830677,0.5499686145724881
LR,l2,2,N_only,100,0.3802887271629021,0.019516738230292964,2.768379708311063,0.41662156784449317
LR,l2,2,both,1,0.008058255839402336,0.0014055310750157365,0.17049308712594227,3.014508189029614
LR,l2,2,both,5,0.05205193944323953,0.009266211060642002,0.8778409930927061,2.30716028306285
LR,l2,2,both,10,0.08006844182319485,0.014242927220354367,1.4136777896668506,1.7713234864887057
LR,l2,2,both,20,0.11074959293473247,0.019619657995191504,2.099557298019605,1.0854439781359522
LR,l2,2,both,30,0.12484124587821648,0.022142379130167127,2.4171082233992145,0.767893052756342
LR,l2,2,both,50,0.1519125947218827,0.026868270656565437,2.6350326615830677,0.5499686145724881
LR,l2,2,both,100,0.1716539674519907,0.03054291013669876,2.768379708311063,0.41662156784449317
LR,l2,2,rest,1,0.0771727204826173,0.0013890424693454011,0.17049308712594227,3.014508189029614
LR,l2,2,rest,5,0.3919586735906218,0.007071799104690125,0.8778409930927061,2.30716028306285
LR,l2,2,rest,10,0.6636445123290444,0.01198612929246981,1.4136777896668506,1.7713234864887057
LR,l2,2,rest,20,1.044155613731722,0.01885178680478133,2.099557298019605,1.0854439781359522
LR,l2,2,rest,30,1.208359853596281,0.021804986512969773,2.4171082233992145,0.767893052756342
LR,l2,2,rest,50,1.351373611468075,0.024374866782236063,2.6350326615830677,0.5499686145724881
LR,l2,2,rest,100,1.4170300224179768,0.02556100811133521,2.768379708311063,0.41662156784449317
LR,l2,2,downstream,1,0.01689866829702911,,0.17049308712594227,3.014508189029614
LR,l2,2,downstream,5,0.09211216489800961,,0.8778409930927061,2.30716028306285
LR,l2,2,downstream,10,0.13583067459885023,,1.4136777896668506,1.7713234864887057
LR,l2,2,downstream,20,0.17005293832983676,,2.099557298019605,1.0854439781359522
LR,l2,2,downstream,30,0.16536183185554976,,2.4171082233992145,0.767893052756342
LR,l2,2,downstream,50,0.1418746822620884,,2.6350326615830677,0.5499686145724881
LR,l2,2,downstream,100,0.12187772357653044,,2.768379708311063,0.41662156784449317
