bundle,seed,n_probes,same_traj,c_tot,share_W1,share_W2,share_W3,share_b,GL_W1,cosGu_W1,u_W1,Cimg_W1,imgsumL_W1,top10share_W1,out_u_W1,out_G_W1,wnorm,cost_pred,k_eff,GL_W2,u_W2,cosGu_W2,Cimg_W2,norm_W2,GL_W3,u_W3,cosGu_W3,Cimg_W3,norm_W3,cost_emp
I_rev,8,219,True,0.00052461378,0.26479653,0.21934348,0.48956508,0.00049214265,0.43906522,0.16651177,0.0030363533,0.027104838,16.956868,0.046878344,0.034543643,0.090668568,270.78162,66.924337,421.36627,1.7781583,0.00050598475,0.15979456,0.033018759,41.616715,14.872188,0.00014241509,0.079712357,0.045132221,3.9125366,164.55795
I_rev,9,222,True,0.00048110052,0.31772768,0.25000298,0.43350007,0.0006637666,0.45257407,0.16371895,0.0029950754,0.028081975,17.173248,0.051280413,0.034649807,0.095836062,261.79829,65.90399,446.05869,1.8860496,0.00051982677,0.16747166,0.032542576,37.616022,11.881829,0.00015015013,0.12786518,0.042657569,2.9356723,110.91431
I_same,0,194,True,0.000370396,0.43429382,0.26846943,0.29812258,0.00036768982,1.0049271,0.37346288,0.00056211501,0.049017347,20.412221,0.077239151,0.024322292,0.046291791,278.12279,13.817579,206.44031,3.7244116,0.00010658725,0.32435097,0.048230447,43.243364,13.441364,3.8078167e-05,0.27308772,0.037050658,4.3979954,105.7745
I_same,1,208,True,0.00037250654,0.43096514,0.26731617,0.30637827,0.00039269189,1.0034448,0.36322668,0.00060254811,0.04778278,20.575849,0.082566472,0.022547404,0.048166875,274.32914,13.222164,223.98917,3.6682641,0.00011513339,0.30261492,0.047151872,42.484893,12.998965,4.458966e-05,0.24927837,0.038174916,4.2819678,93.832806
I_same,2,208,True,0.00037063343,0.46825899,0.26979587,0.25252718,0.00035345211,1.1050095,0.35210458,0.00057440026,0.050894048,21.718389,0.094188161,0.021924551,0.043225733,275.22952,12.688645,190.97985,3.9534279,0.00011492819,0.2942239,0.049094626,43.233059,12.060588,4.1631747e-05,0.26174334,0.037499443,4.3748666,98.820502
I_same,3,210,True,0.00038596494,0.399416,0.28528068,0.31119451,0.00041500986,0.84979882,0.3501783,0.00066224676,0.044303201,19.322556,0.064906014,0.026597106,0.054579051,269.60127,16.707441,250.87645,3.3793121,0.00013771655,0.29946849,0.044770232,40.495262,11.407714,5.3500271e-05,0.26334192,0.03703745,3.855317,-189.21935
I_same,4,188,True,0.00035225603,0.3927858,0.23932028,0.3653989,0.00040487954,0.88841736,0.36102882,0.00059096518,0.044474866,19.892719,0.068909103,0.027253074,0.054328217,275.94729,16.032376,261.4318,3.0932034,0.00012525516,0.30884922,0.042416558,43.194549,13.958256,4.6374681e-05,0.2573378,0.037251035,4.050284,112.11975
I_same,5,196,True,0.00038019176,0.42376481,0.27636478,0.30405761,0.00047843545,0.7496685,0.33031985,0.00081230015,0.038364433,19.081958,0.061075491,0.027196394,0.0675632,262.04423,21.2748,236.76533,2.9835703,0.00015419035,0.29780992,0.042391252,37.689694,9.5650029,6.5215659e-05,0.2108735,0.038079939,3.3489237,43.379396
I_same,6,196,True,0.00038820721,0.39970109,0.2504782,0.34552809,0.00033908814,0.9038513,0.34712571,0.00064513975,0.042449937,20.990644,0.073440975,0.025349217,0.05533755,269.93654,17.388607,259.39642,3.3382516,0.0001227695,0.2973589,0.043676545,40.308737,13.437118,5.0159479e-05,0.27298772,0.039098755,3.5951818,86.091703
I_same,7,200,True,0.00040884238,0.4215402,0.25206163,0.32217444,0.0005088246,0.83392602,0.33678596,0.00077724945,0.04366112,18.979862,0.084740233,0.0191066,0.059686612,263.95214,14.006236,196.56163,3.0993411,0.00014802648,0.28476994,0.042429664,38.093432,10.161757,6.7057115e-05,0.23584708,0.040636013,3.5479785,7.5780802
I_same,8,192,True,0.00035917593,0.43871966,0.24259773,0.32310898,0.00032945846,0.99357484,0.36019325,0.00057497905,0.047447912,20.092795,0.076232657,0.025860995,0.050649679,271.39018,14.518248,216.78777,3.3168357,0.00011102963,0.32172585,0.047062333,42.174461,12.381575,4.445391e-05,0.26179403,0.038028991,4.1627299,95.396454
I_same,9,217,True,0.00038065769,0.42153026,0.28154445,0.29248063,0.00041918803,0.88082905,0.37628612,0.00062545878,0.042650297,20.457969,0.067939183,0.025854749,0.056557431,262.12338,15.509502,231.01654,3.222019,0.00012839204,0.32911574,0.043928834,37.894969,10.285208,4.8933453e-05,0.29384144,0.037457382,3.2020646,39.338403
A_own,0,203,True,0.00053667206,0.35094866,0.339202,0.3143759,0.001025038,0.82772893,0.38552127,0.00062225498,0.047354734,19.042969,0.077265789,0.025390594,0.067406034,207.04457,12.267727,217.42776,3.9109863,0.00013793973,0.35965258,0.059748787,23.947098,11.467571,3.668251e-05,0.44074712,0.063020298,3.4679428,15.444376
A_own,1,209,True,0.00050853027,0.35317862,0.30819596,0.32636355,0.0008050628,0.90810087,0.3762234,0.00055652544,0.048486083,19.672928,0.086397564,0.022842954,0.062563101,209.68955,10.27995,201.64663,3.9997493,0.0001139926,0.36433681,0.062208271,24.135797,12.192444,3.6178471e-05,0.42260167,0.067447498,3.5936547,15.053204
A_own,2,204,True,0.00051390582,0.35079874,0.31165953,0.33568907,0.0011057462,0.86746952,0.37905537,0.00057728106,0.046673724,20.199678,0.083867196,0.023489466,0.065604861,207.46041,10.868379,239.5138,4.318873,0.00011931652,0.3325302,0.060070961,23.637771,12.065352,3.4511911e-05,0.46051777,0.067950428,3.4498584,13.737581
A_own,3,208,True,0.00050977797,0.35728509,0.29966057,0.33805238,0.00096668853,0.89639019,0.39266997,0.00055496698,0.04705973,20.084002,0.076594989,0.024839284,0.064879982,208.45716,10.96039,239.5438,3.8235615,0.00011554546,0.37256817,0.058464278,24.191831,11.693413,3.3841353e-05,0.48364692,0.065135055,3.9368517,24.34191
A_own,4,201,True,0.00052707803,0.34134728,0.29478181,0.36288959,0.0013402847,0.86233161,0.391295,0.00057028266,0.048058489,19.601519,0.080329965,0.026160743,0.067628186,204.86388,11.524781,216.34121,3.7853863,0.00011726936,0.36338057,0.062567832,23.96288,12.068908,3.4768269e-05,0.47167443,0.069853812,3.3881992,15.647397
A_own,5,202,True,0.0005275428,0.37659321,0.32132467,0.30555509,0.0010221241,0.86968612,0.39360587,0.0006067277,0.047994656,19.616159,0.08457238,0.023937037,0.064511948,207.89839,11.550475,245.73189,3.8388755,0.00013071928,0.35771115,0.059346615,23.840683,11.069302,3.6058915e-05,0.42520642,0.063545742,3.8897425,11.836864
A_own,6,202,True,0.0005160248,0.34672916,0.30978573,0.32727764,0.00079456917,0.86708078,0.372973,0.00059553323,0.048203442,19.40474,0.08863985,0.022893329,0.063835406,209.19097,10.718601,212.98184,3.950667,0.00012712316,0.35528039,0.059806187,24.338591,11.686861,3.9032765e-05,0.41224869,0.063683403,3.707193,15.173705
A_own,7,209,True,0.00051182361,0.35248865,0.31759209,0.3287908,0.0012042715,0.80686649,0.38755249,0.00061151353,0.047016141,18.70358,0.082717366,0.024560434,0.069477663,211.54687,12.213817,205.90917,3.7786585,0.00013144523,0.35550241,0.059903356,24.055359,10.979634,3.9821002e-05,0.43546063,0.063708179,3.9561173,14.031496
A_own,8,202,True,0.00053272748,0.36441544,0.31617058,0.32213975,0.0010203193,0.81056037,0.3908593,0.00067129397,0.045943837,18.809657,0.082770437,0.023233026,0.069126484,211.21998,11.894777,215.5122,3.4914582,0.00014051881,0.37085354,0.056998732,23.86975,10.976725,4.0173962e-05,0.4184964,0.060117412,3.6743557,13.817538
A_own,9,206,True,0.00048277835,0.37541584,0.32146875,0.30434494,0.00082968346,1.0266517,0.41046633,0.00045405281,0.055964179,19.348034,0.095591727,0.022809268,0.054947816,208.85118,9.2032264,173.18165,4.4341807,9.987196e-05,0.3664151,0.067468966,23.97603,12.138121,3.0058469e-05,0.40646494,0.066521779,3.9109731,14.496635
A_C,0,185,True,0.00053137722,0.31718441,0.30710705,0.39313131,0.00054980902,0.43000164,0.12246752,0.0032677746,0.026353223,16.360727,0.037250397,0.051305955,0.13416967,208.77063,127.37413,504.55653,2.0061848,0.00060178622,0.13155374,0.024605266,24.43055,6.3789663,9.696642e-05,0.35928228,0.032109632,3.7822713,137.41142
A_C,1,190,True,0.0005730116,0.32909248,0.32299152,0.36787928,0.0005350006,0.42349129,0.12092709,0.0033563558,0.028219569,15.854428,0.040614773,0.050519119,0.12645784,211.78985,116.71677,502.15062,2.0101291,0.00062893744,0.14310902,0.026972062,24.861264,6.340466,0.00010758736,0.33341895,0.030960811,3.9092326,131.54065
A_C,2,180,True,0.00054332837,0.3253704,0.31619706,0.36808924,0.0005003365,0.44456763,0.11553749,0.0034145189,0.028207225,16.558679,0.043140168,0.048897017,0.12506589,209.59244,117.70507,526.82091,2.2733916,0.00060233229,0.12809793,0.027135204,24.422788,6.1325913,9.3916504e-05,0.37975919,0.032422094,3.7686191,123.98642
A_C,3,187,True,0.00059420921,0.30757635,0.33231575,0.36259943,0.00049783247,0.45065457,0.10908628,0.0033817822,0.028340685,16.374871,0.043996448,0.047269191,0.12228815,210.28253,111.19068,442.43113,2.1518406,0.00064596773,0.13388308,0.027082987,24.879074,6.2985215,0.00010419015,0.34362854,0.032362777,4.2211338,126.32802
A_C,4,187,True,0.00058113029,0.34363133,0.31128907,0.34257864,0.00059802533,0.45198029,0.11823934,0.0035186694,0.029086258,16.787721,0.045211545,0.048066294,0.12120278,206.97463,107.56086,460.39051,2.1169782,0.00064896892,0.12890469,0.027470157,24.612088,6.3616756,0.00010307769,0.34910916,0.033430077,3.7278429,126.15147
A_C,5,182,True,0.00054475093,0.35113076,0.32454747,0.3444593,0.00046299925,0.51409751,0.10484372,0.0036215024,0.031878483,16.285582,0.049880994,0.045645785,0.10872842,209.80385,104.40687,466.47499,2.6165729,0.0006406888,0.096169348,0.031371924,24.271478,6.4155765,0.0001007502,0.33808664,0.032826289,4.0867582,127.65488
A_C,6,180,True,0.00058644482,0.31676085,0.32867655,0.34900694,0.00043728515,0.42142527,0.14993727,0.0032327405,0.026834112,16.237221,0.0400815,0.050579184,0.13049859,210.95234,110.52717,524.61247,2.0134291,0.0005955952,0.16117014,0.025711921,24.817413,6.5804073,9.4177396e-05,0.34706448,0.031824208,3.9363369,123.11081
A_C,7,187,True,0.00053410792,0.29816861,0.31529763,0.39655931,0.00059375544,0.39666483,0.14802566,0.002795719,0.027036967,15.31799,0.050352899,0.048651814,0.13505994,213.55505,100.133,449.51288,1.9582929,0.00050511876,0.16613903,0.0274604,24.598751,6.0672515,0.00011692966,0.33984126,0.032220443,4.1968418,107.03263
A_C,8,187,True,0.00054731474,0.32560008,0.34549066,0.3461399,0.00051817282,0.43077059,0.10778566,0.0034174386,0.026632902,16.772571,0.042331443,0.047483546,0.12861564,213.40822,118.61381,522.84257,2.0274359,0.00062336513,0.15561145,0.025675938,24.532197,6.3353555,9.7527032e-05,0.34280684,0.031753401,3.9612724,125.86086
A_C,9,186,True,0.0005706796,0.31132083,0.32975645,0.36188329,0.0004178768,0.44365827,0.11658813,0.0033762573,0.028055435,16.352052,0.040489145,0.049134957,0.12540092,210.68596,118.32484,527.30185,2.2880988,0.00065351857,0.1287573,0.02768009,24.540139,6.3264195,9.8486763e-05,0.35334586,0.032157131,4.1401091,133.75103
A_same,0,161,True,0.00038179567,0.45823953,0.26612903,0.27027329,0.00074222886,2.4154265,0.39296688,0.00023465755,0.083881128,28.249235,0.13732343,0.014701203,0.029795477,206.75624,2.5608856,120.20861,8.2561035,5.0164436e-05,0.30961947,0.092672586,24.018678,22.165437,1.5292767e-05,0.38338052,0.094947653,3.5901631,18.737175
A_same,1,138,True,0.00040783389,0.46941831,0.25874268,0.26894841,0.00060942762,2.4386089,0.42064642,0.00022315178,0.081689621,29.514787,0.12824992,0.010635207,0.030331616,209.61676,2.0179123,127.61873,7.9674377,5.3172881e-05,0.31222406,0.087726632,24.413984,21.025553,1.4673677e-05,0.41712325,0.099321692,3.7975069,6.1960169
A_same,2,151,True,0.00042231047,0.45969949,0.24096769,0.29936915,0.0007712428,1.9016563,0.40162215,0.00029548848,0.071593345,26.736168,0.11794188,0.014533051,0.037019276,207.33024,3.8289847,143.87181,7.2104658,5.8315677e-05,0.28090208,0.080295347,23.795652,18.634503,1.9408324e-05,0.35886632,0.10220468,3.585438,-19.573915
A_same,3,162,True,0.00040406932,0.47329388,0.24159836,0.28034221,0.00056609303,2.6549082,0.391711,0.00023530037,0.087521629,29.847264,0.15971623,0.013884241,0.026081421,208.24796,2.3811201,89.821105,8.4871545,4.9990368e-05,0.29299592,0.09511113,24.358244,25.074076,1.4931585e-05,0.34090042,0.096542269,4.1282653,21.443778
A_same,4,152,True,0.00040268788,0.441917,0.27840128,0.27848839,0.00093867709,2.0943993,0.39845692,0.00026682161,0.079657022,26.207817,0.13423696,0.012321382,0.034452446,204.67751,2.5734019,127.36692,7.1319686,6.2156527e-05,0.30356384,0.087599649,24.180599,18.52024,1.7959232e-05,0.39485538,0.09857751,3.5494385,13.187913
A_same,5,151,True,0.00043072258,0.45012835,0.26780155,0.27575168,0.00092697688,1.9996997,0.38073364,0.0002856622,0.077812112,25.911181,0.13255484,0.012767491,0.03503789,207.70481,3.0694619,121.08324,7.0162114,6.3803364e-05,0.31368056,0.090842807,23.972228,16.683438,1.779022e-05,0.41293495,0.098152604,3.9740366,12.419963
A_same,6,147,True,0.00036575359,0.4568898,0.27621391,0.27211056,0.00055825483,2.8984595,0.3631054,0.00023866561,0.095955199,30.269119,0.16796381,0.013956846,0.02446828,209.07098,2.3755108,95.128994,9.9819374,5.2205639e-05,0.27542748,0.10133083,24.504415,26.995584,1.4271602e-05,0.38582866,0.10120481,3.8809547,22.035091
A_same,7,141,True,0.00040448127,0.4431862,0.27730295,0.28205762,0.0008356903,2.214268,0.34295235,0.00028866546,0.081337267,27.149283,0.15357793,0.0098947308,0.030906499,211.40664,2.2395291,113.7999,8.0009002,5.4606417e-05,0.31897822,0.089939534,24.278558,19.739924,1.7154407e-05,0.39644531,0.099429347,4.0662901,16.718658
A_same,8,148,True,0.00040983479,0.47723887,0.27177179,0.24707177,0.0010887135,2.145209,0.40229497,0.00028186396,0.076812069,27.940373,0.14304157,0.011122604,0.032334999,211.11412,2.5906254,121.91239,7.2481492,5.5485188e-05,0.34051586,0.085628507,24.037649,17.695768,1.6856327e-05,0.40370995,0.087514519,3.9098268,9.4632141
A_same,9,155,True,0.00039741877,0.46634384,0.26604972,0.25817067,0.00089432907,2.3511714,0.35693194,0.0002530345,0.088396699,26.746834,0.16068613,0.01439434,0.029137646,208.74298,3.0013892,98.810738,8.299942,5.4893036e-05,0.27380504,0.099205554,24.185826,21.788545,1.5100368e-05,0.36262235,0.10249542,4.0351251,27.742839
